2023-03-15 00:20:46 , udn , 2024立委戰／苗栗縣長選後新局 藍擬大和解 綠有新勢力 , https://udn.com/news/story/6656/7031943?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:00:38 , udn , 大陸經濟動向持續受到矚目，最新統計顯示，1到2月大陸規模以上工業增加值年增2.4%，官方指出1到2月生產需求明顯改善，就... , https://udn.com/news/story/7333/7032593?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:05:01 , udn , 宏都拉斯欲與中國建交 侯友宜：台灣要自立、自信、自強 , https://udn.com/news/story/6656/7032551?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:08:03 , udn , 防堵半導體補助金肥了大陸 美商務部將公布護欄條款 , https://udn.com/news/story/6811/7032536?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:08:14 , udn , 美國商務部本月將公布規定，針對接受美國520億美元半導體補助金的企業在中國大陸的活動實施限制。 , https://udn.com/news/story/6811/7032536?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:11:56 , udn , 高雄旱象導致青梅長不大 梅農苦等老天爺下雨 , https://udn.com/news/story/7327/7032653?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:12:06 , udn , 南部地區已經600多天沒下雨，高雄面臨30年來最嚴重旱災。桃源、甲仙、六龜等地的梅子因缺水長不大，原本近日開採的青梅無果... , https://udn.com/news/story/7327/7032653?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:12:26 , udn , 生日宣布明年拚3連任 蔡易餘許願：賴清德當選總統、我連任 , https://udn.com/news/story/6656/7032651?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:12:37 , udn , 嘉義縣民進黨立委蔡易餘昨天白色情人節，歡度42歲生日，在親朋好友、助理、地方人士慶賀下，宣布明年初拚海區3連任，生日第一... , https://udn.com/news/story/6656/7032651?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:12:57 , udn , 數量告急！烏克蘭與「未具名北約國」聯合生產蘇聯戰車彈藥 , https://udn.com/news/story/122663/7032652?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:13:08 , udn , 在基輔當局尋求提高其裝甲能力以反擊入侵的俄羅斯軍隊之際，烏克蘭國防工業集團（Ukroboronprom）14日宣布已開始... , https://udn.com/news/story/122663/7032652?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:13:28 , udn , 女性癌症險理賠件數和金額雙漲 專家：「這是件好事！」 , https://udn.com/news/story/121591/7032599?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:13:39 , udn , 3月8日國際婦女節剛過，女性朋友們，妳好好過節了嗎？現代女性為家庭、為事業獻身，也不要忘了好好愛自己！根據衛福部發布《婦女需求趨勢研究報告書》發現，國內女性罹患乳癌、卵巢癌及肺癌的死亡人數均有上升趨勢。 , https://udn.com/news/story/121591/7032599?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:13:59 , udn , 「台版富士山」大坪登山口停車亂象多 將畫禁停網格線 , https://udn.com/news/story/7324/7032647?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:14:10 , udn , 苗栗縣著名的熱門登山路線加里山每逢假日吸引大批民眾登山健行，感受迷霧森林的氛圍和美景，但大坪登山口處的迴車空間常遭登山客... , https://udn.com/news/story/7324/7032647?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:14:30 , udn , 板橋435藝文特區展覽不斷電 3月4檔連番登場 , https://udn.com/news/story/7323/7032642?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:14:41 , udn , 長期辦理展覽新北市板橋435藝文特區3月有4檔展覽登場，包括藝術家李妮、國立台灣藝術大學學生、中和區自強國小第十屆藝才班... , https://udn.com/news/story/7323/7032642?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:14:56 , udn , 林欽榮稽查高雄高工立體停車場工程 將設52綠能停車樁 , https://udn.com/news/story/7327/7032671?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:15:01 , udn , 賴清德登記總統初選 黃偉哲獻祝福：盼老市長成台灣新總統 , https://udn.com/news/story/6656/7032645?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:15:06 , udn , 高雄市副市長林欽榮15日率局處到高雄高工附設立體停車場工地展開工安聯合稽查，該停車場可停放470輛小型車及171輛機車，... , https://udn.com/news/story/7327/7032671?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:15:11 , udn , 副總統兼民進黨主席賴清德今天登記民進黨總統初選，台南市長黃偉哲表示，賴清德學經歷完整、為人耿直又正派，相信會是最好的人選... , https://udn.com/news/story/6656/7032645?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:15:27 , udn , 兄弟下藥性侵少女 丟包酒店害她被母親誤會「當傳播」 , https://udn.com/news/story/7317/7032670?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:15:32 , udn , 中巿生活圈通勤月票299不能搭火車？ 何欣純：會全力支持納入台鐵 , https://udn.com/news/story/7266/7032634?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:15:37 , udn , 郭姓男子用交友軟體約16歲少女出來唱歌，郭男和胞兄會合後，在包廂內企圖餵少女喝毒咖啡，少女拒絕後兄弟倆卻偷偷下藥，少女誤... , https://udn.com/news/story/7317/7032670?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:15:42 , udn , 中央為了促進公共運輸使用，預計推出3個生活圈月票通勤吃到飽方案，台中市府喊出每月299元的全國最低票價，不過高雄市區也提... , https://udn.com/news/story/7266/7032634?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:15:58 , udn , 宏都拉斯欲與中國建交 趙怡翔：在大選對台灣施壓難免 , https://udn.com/news/story/6656/7032669?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:16:03 , udn , 花蓮推清明連節返鄉火車 可至縣府民政處購票 , https://udn.com/news/story/7266/7032639?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:16:08 , udn , 宏都拉斯總統秀瑪菈．卡斯楚（Xiomara Castro）在推特發文表示，已經指示外長處理和中國建立正式外交關係事宜。北... , https://udn.com/news/story/6656/7032669?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:16:13 , udn , 花蓮縣政府為方便民眾返鄉祭祖，清明連假規畫兩列次返鄉火車，3月31日晚間返鄉、4月5日返工，為方便中南區民眾，花蓮到玉里... , https://udn.com/news/story/7266/7032639?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:16:28 , udn , 百貨新勢力帶動 東區鞋店易主單價創7年新高 , https://udn.com/news/story/7241/7032667?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:16:34 , udn , 花蓮縣府改造七星潭、東大門夜市 海洋3D彩繪生動 , https://udn.com/news/story/7328/7032638?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:16:39 , udn , 台北市忠孝東路三段一間28.9坪店面，去年9月以1.35億元交易，單價約466.5萬元，不僅創下房地合一上路後，七年來忠... , https://udn.com/news/story/7241/7032667?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:16:44 , udn , 花蓮縣政府美化觀光景點環境，陸續在七星潭風景區與東大門夜市完成3D立體彩繪，吸引遊客到花蓮除了欣賞壯麗風景，還有可愛海底... , https://udn.com/news/story/7328/7032638?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:17:04 , udn , 清水眷村文化園區藝術駐村開放申請 4月25日前可提案 , https://udn.com/news/story/7325/7032635?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:17:15 , udn , 台中市清水眷村文化園區藝術駐村開放申請，全國新銳藝術家都可參加，4月25日前提案，徵選時間即日起至112年4月25日，進... , https://udn.com/news/story/7325/7032635?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:17:55 , udn , 獨／超人氣「萬客什鍋」台北2號店曝光！地址在這裡 , https://udn.com/news/story/7270/7032686?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:18:06 , udn , 愛吃火鍋的民眾準備好了嗎？來自台中的人氣火鍋店「萬客什鍋」，繼於2021年4月插旗台北後，即將又再於台北中山區開設「長安... , https://udn.com/news/story/7270/7032686?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:18:26 , udn , 齊頌99校慶、敬老久久 家齊高中今多背1公斤旅行兼敬老 , https://udn.com/news/story/6898/7032683?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:18:37 , udn , 台南市「三好校園」家齊高中長期推動並實踐「說好話、做好事、存好心」，響應多1公斤的行善旅行理念已12年，校長陳韻如今帶學... , https://udn.com/news/story/6898/7032683?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:18:57 , udn , 嘉義市鬧區火警延燒4戶幸無人傷亡 , https://udn.com/news/story/7320/7032680?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:19:08 , udn , 今天上午嘉義市鬧區吳鳳北路傳出火警，一時之間周邊濃煙密佈、人車走避；嘉義市消防局第一分、第二、東區分隊人車前往搶救，火勢... , https://udn.com/news/story/7320/7032680?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:19:28 , udn , 湖口文小非營利幼兒園發包 預計明年完工可收10班幼生 , https://udn.com/news/story/6885/7032679?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:19:39 , udn , 新竹縣府持續在湖口推動建設，為提供平價幼兒園教保服務，湖口文小非營利幼兒園新建工程順利發包，預計明年中旬就可完工，最快明... , https://udn.com/news/story/6885/7032679?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:19:59 , udn , Swatch洞悉市場需求「即看即買」最佳示範 跨界博物館聯名表款將登台開賣 , https://udn.com/news/story/7270/7032677?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:20:09 , udn , Swatch Art Journey系列聯名表款，上周才在里斯本曝光，下禮拜就能在台灣的專賣店買到了；Swatch果然厲害，洞悉市場需求，馬上將消費者的期待值，轉變成實際可販售商品。難怪新版的MoonSwatch腕表，即使只是一根指針不同，仍接獲許多的詢問電話，民眾反應不怕花錢，只怕買不到！ , https://udn.com/news/story/7270/7032677?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:20:30 , udn , 國門開放出國人數驟增 私帶菸酒轉賣最重罰50萬 , https://udn.com/news/story/7266/7032673?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:20:40 , udn , 近期國門開放，出國人數驟增。北市財政局提醒，民眾自境外攜帶回國的免稅菸酒，只能自用或餽贈，不得轉賣，否則將以販賣私菸私酒... , https://udn.com/news/story/7266/7032673?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:20:55 , udn , 舉雙手投降！3大星座「非常毒舌」冠軍靠嘴走出一條路 , https://udn.com/news/story/7268/7032568?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:21:01 , udn , NBA／把握有限時間展現投射能力 雷納德與公鹿續簽至季末 , https://udn.com/news/story/7002/7032601?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:21:05 , udn , 說話是一門學問，有時候話講太快，會不小心傷害到別人，命理平台「旺好運」運勢專欄指出有3大星座講話「非常毒舌」，總是伶牙俐齒，看看有誰上榜了吧！ , https://udn.com/news/story/7268/7032568?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:21:11 , udn , 長人雷納德（Meyers Leonard）曾因電玩直播時口出歧視猶太人不當言詞，遭聯盟嚴懲，後續又遭遇傷勢，導致他經過2年的時間才復出，和公鹿簽下10天短約。根據消息指出，雷納德第2份10天合約已結束 , https://udn.com/news/story/7002/7032601?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:21:26 , udn , 男子駕車急切變換車道 警方攔檢查獲毒品法辦 , https://udn.com/news/story/7315/7032696?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:21:32 , udn , NBA／湖人保下半季不連敗 戴維斯一紀錄追平MVP歐尼爾 , https://udn.com/news/story/7002/7032674?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:21:33 , udn , 砸百億推前瞻平台、人社領域卻掛蛋 吳政忠：會擠一擠 , https://udn.com/news/story/6885/7032636?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:21:36 , udn , 22歲李姓男子昨天凌晨開車行經台南市中華西路，突然由最外側車道往內急切變換2個車道欲左轉民權路，後方巡邏員警上前攔查盤檢... , https://udn.com/news/story/7315/7032696?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:21:42 , udn , 仍在為西區季後賽席次努力的湖人隊，今天作客鵜鶘隊主場，第三節一度領先達到40分之多，僅管下半場鵜鶘猛力反撲，仍讓湖人以1... , https://udn.com/news/story/7002/7032674?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:21:44 , udn , 國科會今年在新春記者會宣布，今年將投入逾349億元在8大領域建立前瞻科研平台，相較其他七大平台皆編列超過20億的預算，卻... , https://udn.com/news/story/6885/7032636?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:22:02 , udn , 兆豐投信：等權重指數 逾兩年度指數報酬率破百 , https://udn.com/news/story/7239/7032668?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:22:13 , udn , 根據指數資料統計，自2021年迄今，特選臺灣產業龍頭存股等權重指數的累積報酬率持續破百、至今年2月底達到143.7%的高... , https://udn.com/news/story/7239/7032668?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:22:27 , udn , 科技新貴碩士學歷是必備條件？科技業現況真是這樣 , https://udn.com/news/story/7269/7032687?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:22:37 , udn , 科技業除了青睞「血統純正」的名校畢業生，想當科技新貴，碩士學歷也是必備條件？1111人力銀行今（15）日指出，有網友點出... , https://udn.com/news/story/7269/7032687?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:23:36 , udn , SVB、地緣政治成「必考題」 財長：公股銀行曝險程度低 , https://udn.com/news/story/7239/7032631?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:23:46 , udn , 近日國際經濟動盪，除上週倒閉矽谷銀行（SVB）可能帶來金融業衝擊，越發嚴重的地緣政治風險，也是一大隱憂，今（15）日也成... , https://udn.com/news/story/7239/7032631?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:23:56 , udn , 潤泰新零股利及現金減資 盤中跌停創29個月新低 , https://udn.com/news/story/7251/7032705?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:24:07 , udn , 宏都拉斯欲與中國建交 黃偉哲：在美國後院建新建交關係 , https://udn.com/news/story/6656/7032626?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:24:07 , udn , 潤泰新因轉投資南山人壽提列特別盈餘公積，無法配息，並在14日宣布減資10%。今天盤中股價直接摜至新台幣38.35元跌停價 , https://udn.com/news/story/7251/7032705?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:24:17 , udn , 宏都拉斯總統秀瑪菈．卡斯楚在推特發文表示，已指示外長處理和中國建立正式外交關係事宜，對此，台南市長黃偉哲今受訪時表示，此... , https://udn.com/news/story/6656/7032626?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:24:27 , udn , 4男玩刀闖果園猛砍500斤橘子 法官認為情堪憫恕通通判免刑 , https://udn.com/news/story/7321/7032712?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:24:37 , udn , 宏都拉斯在台學生359人 逾100人領外交部台灣獎學金 , https://udn.com/news/story/6656/7032627?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:24:37 , udn , 台中黃姓男子約3名朋友出遊，路過果園竟只為試用新買的1把砍刀，就輪流揮刀亂砍下500斤橘子，部分直接吃掉其餘棄置現場，一... , https://udn.com/news/story/7321/7032712?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:24:48 , udn , 宏都拉斯總統秀瑪菈．卡斯楚在社群平台發文，表示已指示外交部長雷依納，處理與中華人民共和國建立正式關係事宜，我國與宏國關係... , https://udn.com/news/story/6656/7032627?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:24:58 , udn , 政策轉彎了...謝國樑推翻林右昌方案 公私合建新市政大樓 , https://udn.com/news/story/7328/7032707?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:25:05 , udn , 00853B統一美債ETF實際配息出爐 3/16為最後買進日 , https://udn.com/news/story/123006/7032660?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:25:08 , udn , 基隆市長謝國樑今天宣布，興建新市政大樓政策「轉彎」。前市府規畫編列預算興建，考量要籌錢分攤基隆捷運經費，決定改與民間合作... , https://udn.com/news/story/7328/7032707?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:25:16 , udn , 統一美債10年Aa-A ETF發布第二階段配息公告，每單位配發金額較預估值上調至0.35元。證券代號為00853B，預計... , https://udn.com/news/story/123006/7032660?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:25:29 , udn , 義守大學展小聯合國能量 聖露西亞未來女醫奪后冠 , https://udn.com/news/story/6928/7032694?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:25:39 , udn , 義守大學有來自40多國、近1500名境外生，校園宛如「小聯合國」，校方全方位建構智慧科技、醫學、商管、工程、傳媒、語文和... , https://udn.com/news/story/6928/7032694?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:26:58 , udn , 全球爭相把水變成燃料 綠氫是最乾淨能源還是商人的炒作？ , https://udn.com/news/story/6811/7026470?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:27:09 , udn , 在追求清潔能源上，一般人熟知的風力發電機、太陽能板等已不敷所需，英國石油公司為首的一個國際集團，正在澳洲西部皮爾巴拉（Pilbara）內陸沙漠區，開發一種稱為綠氫（green hydrogen）的工業燃料。綠氫的主要用途是什麼？全球綠氫發展的障礙之一，竟是中國大陸？ , https://udn.com/news/story/6811/7026470?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:27:29 , udn , 資安補破網／華航內部看個資外洩只能嘆魔高一丈 老董熟資安仍受駭 , https://udn.com/news/story/7238/7025167?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:27:40 , udn , 華航會員個資自2023年初開始外洩，累計超過5000筆，被駭客嘲笑「華航的重訊變成連續劇」。公司員工也不禁感嘆，「道高一尺、魔高一丈」。發言人魯淑慧解釋，華航一直用最高標準要求資安防護，若說此事有何啟示？就是企業必須與時俱進、不斷修練，才能提升防護免疫力。 , https://udn.com/news/story/7238/7025167?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:28:00 , udn , 有片｜肩頸「頂扣扣」不舒服？醫師教你一條毛巾改善僵硬不適感！ , https://udn.com/news/story/121721/7029917?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:28:11 , udn , 現代人3C不離身，看手機盯電腦長久姿勢不良容易造成肩頸僵硬，嚴重者甚至需求醫看診！其實，只要利用一條毛巾做這組練習，再嚴重的肩頸僵硬也能得到改善。「照護線上」白映俞醫師就要教大家來做簡單的毛巾運動，趕快點開影片一起跟著做吧！ , https://udn.com/news/story/121721/7029917?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:28:31 , udn , 竹市國際風箏賽場挖出廢磚石 市府：釐清工程合約中 , https://udn.com/news/story/7324/7032719?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:28:42 , udn , 新竹漁港內國際風箏賽場被市長高虹安發現場地有廢磁磚、尖銳玻璃等異物，經近日相關單位開挖清除時，挖出有大量廢棄磚石，還被網... , https://udn.com/news/story/7324/7032719?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:29:02 , udn , 中華隊沒進8強沒關係 桃園這區領200份雞排、珍奶時間曝 , https://udn.com/news/story/7324/7032720?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:29:13 , udn , 2023年世界棒球經典賽中華隊雖無緣進軍東京巨蛋，不過中華隊於本月11日對上荷蘭隊，最後終場以9:5擊退荷蘭，桃園中壢區... , https://udn.com/news/story/7324/7032720?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:29:33 , udn , 酸盧秀燕「誤解」通勤案  藍營嗆王國材改口「辯解」 , https://udn.com/news/story/7327/7032715?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:29:43 , udn , 「行政院促進公共運輸使用方案」提出三年200億元交通月票補助北中南三個生活圈方案，引發高雄、台中誰最優的論戰。台中市交通... , https://udn.com/news/story/7327/7032715?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:29:56 , udn , 萊爾富318國際早餐日推3款厚菠蘿麵包 會員點數5倍送 , https://udn.com/news/story/7270/7032746?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:30:06 , udn , 萊爾富響應「318國際早餐日」，推出人見人愛、任何時間吃都很適合的麵包新品「厚菠蘿麵包」，以及全新的義大利麵自有品牌「M... , https://udn.com/news/story/7270/7032746?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:30:26 , udn , 中捷公司將招募86名員工 3月17日到27日線上報名 , https://udn.com/news/story/7325/7032744?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:30:37 , udn , 台中捷運運量持續成長，中捷將招募第一線維修及服務人員，預計錄取86人，報名時間從3月17日12點起至3月27日12點止，... , https://udn.com/news/story/7325/7032744?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:30:57 , udn , 2023母親節／雅詩蘭黛免費送化妝箱　小棕瓶又買一送一 , https://udn.com/news/story/7270/7032738?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:31:08 , udn , 一年一度的母親節檔期即將開打，雅詩蘭黛這次端出時會組合，在指定百貨開打的第一天，直接推出「NO.1美肌賞舞台收納箱&美妝... , https://udn.com/news/story/7270/7032738?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:31:28 , udn , 彰化不二坊蛋黃酥每顆漲5元 另3家名店按兵不動 , https://udn.com/news/story/7266/7032739?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:31:39 , udn , 彰化市中正路排隊名店「不二坊蛋黃酥」帶起蛋黃酥商機，造就新興蛋黃酥業者，讓消費者有不同選擇，在不二坊宣布從四月一日起，每... , https://udn.com/news/story/7266/7032739?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:32:55 , udn , 全球6株蘭花有1株來自台南 日本NHK報導台南蘭花魅力 , https://udn.com/news/story/7326/7032748?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:33:06 , udn , 日本NHK新聞節目「Catch！世界的視點」(キャッチ!世界の視点)昨天播出介紹現正於台南受到熱烈歡迎的「2023台灣國... , https://udn.com/news/story/7326/7032748?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:33:26 , udn , 警方查案搜出長槍以為槓上開花 法院認證據不足判無罪 , https://udn.com/news/story/7315/7032749?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:33:36 , udn , 桃園警方去年查案前往王姓男子住處尋人，經王父同意破門，發現王男不在屋內且實際居住者為江姓男子之後，仍執意搜索，在衣架找到... , https://udn.com/news/story/7315/7032749?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:35:55 , udn , 影／蘋果iPhone 14 Pro系列碰上死對頭三星S23 Ultra 「耐摔」生死鬥誰活下來了？ , https://udn.com/news/story/7098/7032678?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:36:06 , udn , iPhone 14 Pro系列一推出隨即引起全球瘋搶熱潮，近日YouTube科技頻道「PhoneBuff」安排iPhone 14 Pro Max與才剛上市的三星Galaxy S23 Ultra來場死對頭「耐摔」生死鬥... , https://udn.com/news/story/7098/7032678?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:36:26 , udn , 港媒：陸留學仲介揚言 人民幣200萬保證錄取香港大學 , https://udn.com/news/story/7333/7032756?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:36:37 , udn , 近年大陸學生赴港入讀香港大學的「港漂」人數續增，據港媒報導，部分大陸的海外留學仲介瞄準這股熱潮，紛紛推出「保證錄取」服務... , https://udn.com/news/story/7333/7032756?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:36:57 , udn , 外交部召見宏都拉斯駐台大使 會談不到一小時離開 , https://udn.com/news/story/123264/7032755?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:37:08 , udn , 宏都拉斯總統秀瑪菈．卡斯楚（Xiomara Castro）在推特發文表示，已經指示外長處理和中國建立正式外交關係事宜，我... , https://udn.com/news/story/123264/7032755?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:37:58 , udn , 不怕有租霸！蔣萬安社宅新政推1個月鑑賞期、第三方驗屋 , https://udn.com/news/story/7323/7032753?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:38:09 , udn , 台北市長蔣萬安上任將滿三個月，今主持信義區松信社會住宅開工，除宣示台北市持續蓋社宅，並持續朝社宅八年五萬戶目標努力，今天... , https://udn.com/news/story/7323/7032753?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:38:29 , udn , 技師上節目評太魯閣出軌遭工程會記警告 法院批箝制言論自由撤銷處分 , https://udn.com/news/story/7321/7032751?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:38:40 , udn , 台鐵太魯閣號去年於清水隧道撞擊滑落邊坡的工程車而出軌，造成49死213傷，案發後朱姓土木技師受邀上電視節目，指「錨釘是公... , https://udn.com/news/story/7321/7032751?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:38:54 , udn , 新竹棒球場土壤檢測取樣方案出爐 3月下旬啟動開挖 , https://udn.com/news/story/7324/7032778?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:39:00 , udn , 伯母是「複製人」？台南男無預警殺人毫無遮掩犯行 , https://udn.com/news/story/7321/7032752?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:39:04 , udn , 新竹市立棒球場工程土壤級配不合格，後續改善進度引發關注。竹市府昨天舉行第2次棒球場工程體檢會議，決議將3月下旬起以點狀、... , https://udn.com/news/story/7324/7032778?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:39:11 , udn , 台南胡姓男子罹患思覺失調症，去年8月間持大型砍刀，見李姓伯母在善化住處屋簷下乘涼休息，以她為複製人為由持刀猛砍，致頸椎、... , https://udn.com/news/story/7321/7032752?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:39:25 , udn , 經典賽／總管出來打 克魯茲敲安還創最年長紀錄 , https://udn.com/news/story/7001/7032768?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:39:35 , udn , 大聯盟42歲老將克魯茲（Nelson Cruz）這次經典賽身兼二職，不僅擔任多明尼加隊總管，也是球員，今天對以色列之戰還... , https://udn.com/news/story/7001/7032768?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:39:56 , udn , 雙語國家獨厚英語？國發會：營造多語台灣 , https://udn.com/news/story/7238/7032765?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:40:06 , udn , 政府正推動雙語政策，但外界擔心偏重英語，排擠母語，國發會表示，政府推動雙語政策，係為使國人具備通行國際之英語能力，進而提... , https://udn.com/news/story/7238/7032765?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:40:27 , udn , 台中無照保母痛毆3歲女童 檢方認嫌疑重大命10萬交保 , https://udn.com/news/story/7320/7032762?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:40:32 , udn , 深入在地文化 嘉大「嘉義巡禮」微學分課程啟航 , https://udn.com/news/story/6928/7032743?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:40:37 , udn , 台中市太平區昨傳保母虐童案，因幼兒園老師替1名3歲女童換尿布驚覺有大片不尋常瘀青，警方找到無照的曾姓保母、鄭姓先生，2人... , https://udn.com/news/story/7320/7032762?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:40:42 , udn , 嘉義大學為促進學生自主學習的能力及提升學習成效，帶領學生走出教室，實際體驗多元在地文化素養、跨領域知識，與在地山海社區連... , https://udn.com/news/story/6928/7032743?from=udn-ch1_breaknews-1-0-news
2023-03-15 12:40:57 , udn , 14歲少女控喫毒癱軟 男友扶著她讓2同事性侵 主嫌逆轉無罪 , https://udn.com/news/story/7317/7032764?from=udn-ch1_breaknews-1-0-news
