2023-03-25 00:17:48 , udn , 台中2車對撞釀重大車禍 9人傷2女一度昏迷送醫搶救 , https://udn.com/news/story/7320/7055148?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:23:59 , udn , 高中生疑遭師長霸凌憾事引公憤 網紅：校園與軍隊最明顯 , https://udn.com/news/story/6904/7055571?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:24:09 , udn , 國內某高中男學生疑遭學校主任、教官長期霸凌及不當管教，今年2月不幸過世。網紅「鬼才阿水」在臉書表示，這名學生選擇離開世界... , https://udn.com/news/story/6904/7055571?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:24:30 , udn , 古蹟嘉義城隍廟處處驚奇  精忠國小結合VR教育獲特優 , https://udn.com/news/story/6898/7055567?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:24:40 , udn , 嘉義市精忠國小將虛擬實境VR科技與教育結合，榮獲教育部2022年5G新科技示範學校特優，去年校長楊勛凱帶日本星稜大學師生... , https://udn.com/news/story/6898/7055567?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:25:01 , udn , 戰鬥工兵演練奪刀術 蔡總統：更符合現代作戰需求 , https://udn.com/news/story/10930/7055564?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:25:11 , udn , 蔡英文總統今天前往嘉義勗勉五二群戰工營，並現場視導阻絕設置、橋樑架設、綜合格鬥訓練等三項訓練，其中綜合格鬥演練項目為近身... , https://udn.com/news/story/10930/7055564?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:26:58 , udn , 暗黑榮耀台師版？網友炸鍋：文教會不反省 發公告恐嚇 , https://udn.com/news/story/6885/7055574?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:27:08 , udn , 台中市某高中上月一名高中生的生命殞落，高中生疑遭校園師長誤解霸凌，宛如電視劇「暗黑榮耀」台師版，事件遭揭發，不少網友湧入... , https://udn.com/news/story/6885/7055574?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:27:29 , udn , 視察五二工兵群戰鬥工兵操演 蔡英文籲為水情做好準備 , https://udn.com/news/story/10930/7055572?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:27:39 , udn , 蔡英文總統上午到嘉義參觀五二工兵群戰鬥工兵操演，她表示今年依舊面臨水情的考驗，政府已經啟動各項防旱節水措施，請戰工營的各... , https://udn.com/news/story/10930/7055572?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:29:00 , udn , 戰鬥工兵演練「奪刀術」 蔡總統：更符合現代作戰需求 , https://udn.com/news/story/10930/7055564?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:32:58 , udn , 藍質疑公益彩券盈餘當小金庫 湯蕙禎：扭曲事實 , https://udn.com/news/story/6656/7055591?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:33:08 , udn , 國民黨日前質疑行政院副院長鄭文燦在桃園市長任內，把公益彩券盈餘基金2.1億元挪做他用，被監察院糾正，監察院更要求桃市府必... , https://udn.com/news/story/6656/7055591?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:33:29 , udn , 走濱海公路有驚喜 「肉眼」觀測10多隻黑琵覓食 , https://udn.com/news/story/7323/7055588?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:33:39 , udn , 看黑面琵鷺不一定要跑到曾文溪口，台南市議員李啟維今天上午經過鯤鯓路濱海公路旁紅樹林濕地，發現大概10幾隻黑面琵鷺族群正在... , https://udn.com/news/story/7323/7055588?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:34:15 , udn , NBA一向對球員針對裁判的言行舉止相當敏感，獨行俠隊巨星唐西奇（Luka Doncic）日前對裁判比出「數錢」手勢，也果不其然地遭受3萬5000美元（約新台幣106萬）的罰款處分。

事情起源於美 , https://udn.com/news/story/7002/7055488?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:35:59 , udn , 影／公車撞上台大電機系教授葉丙成BMW 現場畫面曝光 , https://udn.com/news/story/7320/7055604?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:36:09 , udn , 台大電機系教授葉丙成昨天開車時發生車禍，駕駛的BMW左側遭公車撞上，送台大醫院急救，他在臉書上分享此事，感謝老車幫他擋下... , https://udn.com/news/story/7320/7055604?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:36:29 , udn , 美賓州巧克力工廠大爆炸！1建築物遭摧毀、釀2死9失蹤 , https://udn.com/news/story/6813/7055600?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:36:40 , udn , 美國賓州西雷汀市（West Reading）一家巧克力工廠於當地時間24日傍晚發生劇烈爆炸，濃濃黑煙直竄天際，幾個街區外... , https://udn.com/news/story/6813/7055600?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:37:00 , udn , 太美了浪漫打卡點出爐! 茂管處攜手道場開放花旗木廊道 , https://udn.com/news/story/7327/7055596?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:37:02 , udn , 1-2月統一發票今天開獎！中午12:30電視直播 , https://udn.com/news/story/7266/7055557?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:37:11 , udn , 每年3月至4月都是各地花旗木綻放的季節，此時若走訪高雄市六龜區台27甲線，沿路可見粉紅綻開的花旗木，是春季東高雄最夢幻的... , https://udn.com/news/story/7327/7055596?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:37:13 , udn , 今（112）年1-2月期統一發票獎今天中午電視直播開獎。 , https://udn.com/news/story/7266/7055557?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:38:58 , udn , 影／台海拉警報 蔡英文今南下嘉義參加戰綜會報 視察無人機中心 , https://udn.com/news/story/6656/7055620?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:39:09 , udn , 台海局勢升溫，蔡英文總統今早10點30分現身嘉義縣警察局，參加不公開行程「戰綜、動員、災防三合一會報」，預計會議時間1個... , https://udn.com/news/story/6656/7055620?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:39:29 , udn , 不是新竹！這縣市近3年購屋壓力激增民眾最慘 , https://udn.com/news/story/7241/7055601?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:39:40 , udn , 房價不斷攀高，民眾購屋壓力越來越大，根據內政部最新資料，2022年第三季，全台八大都會區房貸負擔率均已超過30%警戒線，... , https://udn.com/news/story/7241/7055601?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:40:03 , udn , 古蹟嘉義城隍廟處處驚奇 精忠國小結合VR教育獲特優 , https://udn.com/news/story/6898/7055567?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:41:01 , udn , 太美了浪漫打卡點出爐！茂管處攜手道場開放花旗木廊道 , https://udn.com/news/story/7327/7055596?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:41:59 , udn , 探訪消失的良久社 久美國小布農族學生2天1夜尋根 , https://udn.com/news/story/6898/7055629?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:42:10 , udn , 南投縣信義鄉久美國小師生30多人，24日起一連2天到仁愛鄉卓社林道深處的良久社遺址尋根，由耆老傳授部落的生態智慧、登山野... , https://udn.com/news/story/6898/7055629?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:42:30 , udn , 無視保護令家暴女兒還放火 惡父辯愛家愛妻女遭重判5年10月 , https://udn.com/news/story/7321/7055627?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:42:41 , udn , 高雄65歲閻姓男子有家暴行為，仍無視保護令，酒後與女兒發生口角，先拿玻璃杯丟人，接著趁她去浴室拿汽油潑灑點火試圖把人燒死... , https://udn.com/news/story/7321/7055627?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:43:01 , udn , 影／紅帽男持砂輪機專搞娃娃機台錢箱 躲超商吃宵夜遭警逮 , https://udn.com/news/story/7315/7055628?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:43:12 , udn , 蔡姓男子在新北市汐止區涉嫌持砂輪機破壞機台錢箱，連偷7間娃娃機店，日前在超商吃宵夜，遭汐止警方鎖定持拘票逮人，警詢後依竊... , https://udn.com/news/story/7315/7055628?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:44:59 , udn , 最大波退休潮來臨 如何抗通膨保住退休金與醫療保障？ , https://udn.com/news/story/7238/7055630?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:45:09 , udn , 據內政部統計，1958年到1966年為台灣第一波嬰兒潮，期間每一年出生人口均超過40萬人，累積9年出生人口共達378.4萬人，隨著第一波嬰兒潮在今年陸續進入法定退休年齡，台灣將迎來有史以來最大的一波退休潮，退休金缺口與保障規畫如何「超前部署」，將成為逾300萬第一波嬰兒潮民眾最關心的議題。 , https://udn.com/news/story/7238/7055630?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:47:01 , udn , 台海拉警報 蔡英文今南下嘉義參加戰綜會報 視察無人機中心 , https://udn.com/news/story/10930/7055620?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:53:58 , udn , 遺產配偶可先拿50％後…才分其他繼承人？ 律師提「四迷思」：非婚後財產 , https://udn.com/news/story/121591/7055583?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:54:09 , udn , 遺產的概念，是指繼承發生時（即死亡），被繼承人名下／甚至非名下但實際上屬於被繼承人所有財產，都包括在內，遺產範圍比婚後財產的概念大很多，所以不能將剩餘財產差額分配，直接套用在遺產分配的概念，直接拿一半，會侵害其他繼承人的權利。 , https://udn.com/news/story/121591/7055583?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:54:29 , udn , 陸菲昨舉行「南海問題雙邊磋商機制」第七次會議 達十餘項共識成果 , https://udn.com/news/story/7331/7055645?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:54:39 , udn , 大陸外交部發布消息稱，其外交部副部長孫衛東昨24日在馬尼拉，與菲律賓副外長拉扎羅共同主持「中國—菲律賓南海問題雙邊磋商機... , https://udn.com/news/story/7331/7055645?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:55:00 , udn , 掃墓季燒不停 屏東2月迄今雜草火警逾600件 法辦27人 , https://udn.com/news/story/7327/7055641?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:55:10 , udn , 正值掃墓季，一旦用火不慎，即可能引發山林雜草火警，高雄今年2月迄今雜草火警157件，有18件發生在墓地。屏東2、3月更不... , https://udn.com/news/story/7327/7055641?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:55:31 , udn , 影／秘書長將與總統人選見面 侯友宜：沒有接到訊息 , https://udn.com/news/story/123307/7055642?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:55:41 , udn , 國民黨中常會通過確定總統提名採取徵召方式，新北市長侯友宜今天上午出席五股行動治理座談會，會前接受媒體記者聯訪。外傳國民黨... , https://udn.com/news/story/123307/7055642?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:56:02 , udn , 獨／侯友宜市府喬黨務是其次 高層透露主因是為這事 , https://udn.com/news/story/6656/7055638?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:56:12 , udn , 新北市長侯友宜本周四找來立委洪孟楷及議員陳偉杰在市府內討論事情，由於陳偉杰宣布參加立委初選，經侯友宜協調決定力挺洪孟楷，... , https://udn.com/news/story/6656/7055638?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:56:33 , udn , NBA／不滿湖人獲46罰 太陽主帥砲轟裁判損失2萬美元 , https://udn.com/news/story/7002/7055585?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:56:43 , udn , 近期，關於裁判執法的爭議連綿不斷，太陽隊總教練威廉斯（Monty Williams）日前便接連表達對吹判的不滿，導致他收到一張20000美元（約新台幣60萬元）的罰單。

太陽於前天遭到湖人隊以1 , https://udn.com/news/story/7002/7055585?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:56:59 , udn , 他為家規「禁吃牛肉」20年 外公點牛肉麵吐一句話破功 , https://udn.com/news/story/120912/7055495?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:57:04 , udn , 影／最新！狒狒現蹤楊梅富岡運動公園 民眾錄影PO網 , https://udn.com/news/story/123439/7055633?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:57:10 , udn , 早期從農社會靠牛隻耕田，因此都會嚴守「禁吃牛肉」的規定，有網友近期發文分享，他外公訂下禁吃牛肉的家規，因此他20多年來從沒吃過牛肉，未料他某日與外公外出時，外公竟然點了一碗牛肉麵，還說「都什麼年代了，誰會在意這種小事情」，令他超級崩潰。 , https://udn.com/news/story/120912/7055495?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:57:14 , udn , 桃園狒狒脫逃2周，今上午9時50分許有民眾通報，發現狒狒出沒於楊梅區民有路二段526巷底、靠近富岡運動公園，相關圍捕人員... , https://udn.com/news/story/123439/7055633?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:57:30 , udn , 影／童醫院成立口腔精準醫療創新中心 假牙1天可製成 , https://udn.com/news/story/7266/7055650?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:57:41 , udn , 童綜合醫院口腔醫學部今與南部科學園區成立「口腔精準醫療創新中心」，建置中部首間示範中心，引進數位齒雕機，以往製成一顆假牙... , https://udn.com/news/story/7266/7055650?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:58:36 , udn , 悠遊付會員雲端發票對中百萬 還有3大優點報你知 , https://udn.com/news/story/7239/7055624?from=udn-ch1_breaknews-1-0-news
2023-03-25 11:58:46 , udn , 悠遊付會員發票中大獎了。根據最新一期統一發票開獎資訊，有悠遊付會員將發票匯入悠遊付後，幸運中得雲端發票專屬獎頭獎100萬... , https://udn.com/news/story/7239/7055624?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:02:59 , udn , 銷日鳳梨薰蒸比率仍高 農糧署開會：促做好田間管理和清潔 , https://udn.com/news/story/7270/7055673?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:03:09 , udn , 鳳梨外銷季早已開跑，但目前台灣輸日鳳梨仍問題不少，薰蒸比率居高不下，根據日本海關統計，今年3月至今我國外銷鳳梨外銷70櫃... , https://udn.com/news/story/7270/7055673?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:03:30 , udn , foodpanda熊貓超市關燈1小時 響應Earth Hour減碳行動 , https://udn.com/news/story/7266/7055663?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:03:40 , udn , foodpanda是台灣第一個響應環保的外送平台，今年將同步全球，響應世界自然基金會（WWF）發起的「關燈一小時Eart... , https://udn.com/news/story/7266/7055663?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:03:41 , udn , 黑暗榮耀台師版？網友炸鍋：文教會不反省 發公告恐嚇 , https://udn.com/news/story/6898/7055574?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:03:51 , udn , 台中市某高中上月一名高中生的生命殞落，高中生疑遭校園師長誤解霸凌，宛如電視劇「黑暗榮耀」台師版，事件遭揭發，不少網友湧入... , https://udn.com/news/story/6898/7055574?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:04:01 , udn , 陸將繼續擴大市場准入 韓文秀：外商可以「放長線釣大魚」 , https://udn.com/news/story/7333/7055657?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:04:11 , udn , 中共中央財經委員會辦公室分管日常工作的副主任韓文秀25日在中國發展高層論壇2023年年會上表示，對外開放是中國大陸的基本... , https://udn.com/news/story/7333/7055657?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:04:32 , udn , 公有充電車格遭長時間占用！台中市7月起要收費 , https://udn.com/news/story/7325/7055660?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:04:42 , udn , 台中市推動低碳運具，廣設298支充電樁，電動車主可免費充電，先前卻傳出為搶車位，有人偷拔使用中的充電槍，甚至在充電設施上... , https://udn.com/news/story/7325/7055660?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:06:02 , udn , 瑞士羽賽／生涯對戰球王2勝16敗 周天成4強賽遭遇難關 , https://udn.com/news/story/7005/7055639?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:06:12 , udn , 總獎金21萬美元的超級300瑞士羽球公開賽今天結束8強賽事。台灣一哥周天成，面對馬來西亞黃智勇，第2局在2比0領先時對手... , https://udn.com/news/story/7005/7055639?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:06:33 , udn , 俞大㵢：若非中國干擾 我國早在阿根廷設大使館 , https://udn.com/news/story/6656/7055698?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:06:43 , udn , 台灣、宏都拉斯邦交不穩，對岸競取我邦交國引發國際社會關注。外交部常務次長俞大㵢21日接受阿根廷「布省資訊報」（INFOB... , https://udn.com/news/story/6656/7055698?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:07:04 , udn , 闖「放言」咬人又送周玉蔻詐彈 田山盛國再被起訴 , https://udn.com/news/story/7321/7055696?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:07:14 , udn , 男子田山盛國上周才因侵入台北地檢署頂樓，懸掛民進黨旗遭北檢起訴。他另涉嫌於去年9月12日，不滿名嘴周玉蔻批評慈濟是中共同... , https://udn.com/news/story/7321/7055696?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:07:35 , udn , 色男捷運手扶梯偷拍女底褲 手沒拿穩攝影機碰她大腿被發現 , https://udn.com/news/story/7317/7055677?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:07:45 , udn , 劉姓男子在捷運站看見女子身著熱褲，趁她搭乘手扶梯上樓時，將微型攝影機伸至女子熱褲的褲底空隙處，竊錄對方身體隱私。台北地院... , https://udn.com/news/story/7317/7055677?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:08:37 , udn , 利華羊毛工等五家公司4月在證交所自辦法說會 , https://udn.com/news/story/7239/7055636?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:08:47 , udn , 利華羊毛(1423)等五家上市公司預計4月在證交所9樓大會議室自行辦理法人說明會。 , https://udn.com/news/story/7239/7055636?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:11:59 , udn , 獨／兒女校外露營遭連坐罰跪 高雄家長怒嗆「跪啥灰」校方致歉忙補救 , https://udn.com/news/story/6898/7055711?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:12:10 , udn , 高雄一所國小日前辦五年級生露營，有學生因提早起床嬉鬧，致承辦活動的校外輔導人員「大暴走」，叫醒全部小朋友罰跪1分鐘，部分... , https://udn.com/news/story/6898/7055711?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:12:30 , udn , 人妻勾小王殺夫焚屍 他2度判遭無期上訴喊「判太重」 , https://udn.com/news/story/7321/7055713?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:12:41 , udn , 台中人妻姚曉芳和小8歲的男友陳長吉外遇，聯手下藥迷昏她袁姓丈夫拿鐵棒打死焚屍丟水溝，姚被判16年確定，陳一、二審均判無期... , https://udn.com/news/story/7321/7055713?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:13:01 , udn , 藍營一姐沒起心動念 那是誰在拱盧秀燕選總統？ , https://udn.com/news/story/6656/7055712?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:13:12 , udn , 國民黨決定採徵召模式，挑出征戰2024總統大位人選。台中市長盧秀燕已多次宣布不選總統、副總統，說得這麼明白，還有人不死心，基層勸進之聲不斷。盧說自己沒有起心動念，但越說勸進聲越大，台中基層里長、議員、農會、社團已連署上書國民黨主席朱立倫，盼徵召盧參選總統。國民黨徵召人選一日不定案，這股勸進風就會不停地吹。 , https://udn.com/news/story/6656/7055712?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:13:32 , udn , 再戰白宮卻遇官司攔路 川普7大案一次看 , https://udn.com/news/story/6813/7055680?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:13:43 , udn , 美國前總統川普所涉艷星封口費案傳出他可能被起訴，但這不過是他多項民、刑事案件裡的小菜。華爾街日報整理橫在川普角逐2024... , https://udn.com/news/story/6813/7055680?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:14:03 , udn , 元宇宙傳播科技大爆發 40歲以下最期待娛樂功能發展 , https://udn.com/news/story/6928/7055702?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:14:14 , udn , 中國文化大學廣告學系即起推出畢業展「心觀世代NuSight Generation」，並發布「疫情下傳播科技大爆發！就你還... , https://udn.com/news/story/6928/7055702?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:14:42 , udn , 「做伙挺菜農！」 新東陽愛心認購25公噸高麗菜助農民 , https://udn.com/news/story/7241/7055631?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:14:52 , udn , 近期因高麗菜產量過剩，導致市場價格不佳，為了幫助農民，新東陽與雲林縣政府合作，以合理的價格向農民收購優級高麗菜，總共收購... , https://udn.com/news/story/7241/7055631?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:15:02 , udn , NBA／見證戴維斯蛻變 施羅德讚：更常發聲與隊友溝通 , https://udn.com/news/story/7002/7055654?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:15:12 , udn , 作為湖人二當家，戴維斯（Anthony Davis）是否能在沒有詹姆斯（Lebron James）時扛起領導責任，一直是人們討論話題。而二度成為他隊友的施羅德（Dennis Schroder）則在受訪 , https://udn.com/news/story/7002/7055654?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:15:13 , udn , 「和潤豐FOOD愛」今年舉行14場援助弱勢家庭 , https://udn.com/news/story/7239/7055632?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:15:23 , udn , 企業積極落實企業社會責任，和潤企業(6592)連四年與安得烈食物銀行合作，「和潤豐FOOD愛」正式開跑，於3月起一連10... , https://udn.com/news/story/7239/7055632?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:15:33 , udn , 經典賽／韓投手「不得不」承認日本厲害 日網友怒嗆：先學會尊重 , https://udn.com/news/story/10785/7055697?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:15:43 , udn , 世界棒球經典賽落幕，最終由日本隊奪下冠軍，成為「亞洲之光」，相形之下同樣是亞洲棒球強權的南韓隊止步首輪、略顯黯淡。其中南韓隊投手元兌仁認為：「日本所展現的面貌，才是韓國隊的本色。」一言引發日本網友不滿 , https://udn.com/news/story/10785/7055697?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:16:04 , udn , 影／台南藥腳上門買毒 意外變木馬屠城 幫警攻堅逮藥頭 , https://udn.com/news/story/7315/7055719?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:16:14 , udn , 台南市警六分局經兩周跟監埋伏，發現毒販承租安定區一透天厝作為販毒據點，前天6時員警抵現場，發現大門深鎖，苦思如何突破攻堅... , https://udn.com/news/story/7315/7055719?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:18:03 , udn , 高雄處理山野火災先派無人機 陸空並進精準滅火 , https://udn.com/news/story/7320/7055736?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:18:13 , udn , 救災分秒必爭，高雄市消防局將無人機應用在監控火場、訊息傳遞愈來愈純熟，掃墓季常見的山林、野草火警，也常見無人機輔助救災，... , https://udn.com/news/story/7320/7055736?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:27:01 , udn , 影／新北男疑毒駕恍神撞分隔島 車上及鞋裡搜出各式毒品 , https://udn.com/news/story/7315/7055769?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:27:12 , udn , 新北市土城區昨深夜發生汽車自撞中央分隔島車禍，員警到場發現駕駛盧姓男子神情恍惚，隨後在車內發現梅片、毒咖啡包、K他命等各... , https://udn.com/news/story/7315/7055769?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:27:32 , udn , 北溪疑雲／德國指烏克蘭人租遊艇作案 潛水教練：沒減壓艙難辦到 , https://udn.com/news/story/122663/7054166?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:27:43 , udn , 北溪天然氣輸送管爆炸事件，獨立記者西摩赫希（Seymour Hersh）今年2月撰寫報導，認為是美國與挪威合作，利用去年6月軍事演習掩護，運用海軍深海潛水人員放炸藥，再用Ｐ-8巡邏機投放浮標以低頻音響引爆。美國政府否認赫希的報導，但仍然引起很多討論與批評。

另外一件由德國的調查，發現6人使用假護照，租用波蘭船艇，自德國出發後，在水下安放炸藥炸毀天然氣輸送管，但用租來的船艇是否能完成爆破任務，令人費解。 , https://udn.com/news/story/122663/7054166?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:28:03 , udn , 有片｜久坐工作、追劇後別忘了動一動！９分鐘全坐姿輕鬆練髖部、大小腿肌力 , https://udn.com/news/story/121721/7051872?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:28:13 , udn , 久坐不動是現代人的健康大敵，因為將身體的重力壓在腰部、臀部，長久下來常會引發身體各種傷害，如髖部緊繃僵硬、大小腿肌力逐漸退化。針對不愛站著運動的人，「照護線上」白映俞醫師特別要教大家來做這組全坐姿練髖部、大小腿的肌力運動，既輕鬆又無需健身基礎，趕快點開影片一起來做吧！ , https://udn.com/news/story/121721/7051872?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:28:34 , udn , 中職／樂天桃猿主題曲READY 楊大正、周自從合作獻唱 , https://udn.com/news/story/7001/7055758?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:28:45 , udn , 樂天桃猿隊2023年度主題曲登場，搖滾界雙雄為樂天桃猿首度聯手開唱，楊大正與周自從2023年度全新主題單曲現身，這首歌曲... , https://udn.com/news/story/7001/7055758?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:29:05 , udn , 謝國樑將參加28日基捷推動會議 籲中央速開地方公聽會 , https://udn.com/news/story/7328/7055751?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:29:15 , udn , 基隆捷運基隆市分攤經費暴增三倍爭議未歇，市長謝國樑將參加28日交通部鐵道局舉行的「基隆捷運後續推動及執行事宜」會議，謝國... , https://udn.com/news/story/7328/7055751?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:29:36 , udn , 碰！高雄8旬失智翁5樓失足墜遮雨棚 鄰：以為電箱爆炸 , https://udn.com/news/story/7320/7055754?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:29:46 , udn , 高雄一名患有阿茲海默症的83歲楊姓老翁今天上午10時16分許，從自家陽台失足墜落1樓鐵皮遮雨棚，巨大聲響，讓鄰居嚇了一跳... , https://udn.com/news/story/7320/7055754?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:30:07 , udn , 經典賽／美媒預測2026戰力 對中華隊人才庫流口水 , https://udn.com/news/story/6999/7055755?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:30:17 , udn , 2023世界棒球經典賽結束不久，美國媒體「The Athletic」已經開始預測下屆2026經典賽的爭冠熱門，中華隊雖然... , https://udn.com/news/story/6999/7055755?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:30:38 , udn , 徵召不排除郭台銘？朱立倫：他是藍營重要一分子 , https://udn.com/news/story/123307/7055750?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:30:48 , udn , 國民黨總統候選人徵召提名作業開始，國民黨主席朱立倫今出席實踐大學校慶典禮時會前受訪，回應媒體徵召評估是否不排除鴻海創辦人... , https://udn.com/news/story/123307/7055750?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:31:09 , udn , 高雄男販毒賺快錢 北市刑大毒品溯源南下查獲「喵喵」分裝廠 , https://udn.com/news/story/7315/7055741?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:31:19 , udn , 高雄市46歲歐姓男子原本從事資源回收業，因為欠債沒錢，鋌而走險販毒牟利，台北市刑大去年逮捕歐男下游毒販，溯源查案發現歐男... , https://udn.com/news/story/7315/7055741?from=udn-ch1_breaknews-1-0-news
2023-03-25 12:31:40 , udn , 電烤箱使用不當易釀火災 北市消籲遵守使用手冊 , https://udn.com/news/story/7320/7055744?from=udn-ch1_breaknews-1-0-news
