2023-03-23 00:17:36 , udn , 為銀髮族充電續航 中彰投分署結合3大服務業辦徵才講座 , https://udn.com/news/story/7241/7050083?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:51:34 , udn , NBA／禁慾有效？佛利自曝賽前沒性生活 為保持雙腿活力 , https://udn.com/news/story/7002/7050484?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:51:45 , udn , 公牛後衛貝佛利（Patrick Beverley）以兇狠的防守聞名，在防守端總會有源源不絕的能量。他近日在節目上透露，為了保持精力，比賽前一晚會禁慾。

「我在比賽前一晚沒有性生活，我想保持雙腿的 , https://udn.com/news/story/7002/7050484?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:52:05 , udn , 好心借他住竟遭下藥迷姦還命危 惡狼加重改判為10年刑 , https://udn.com/news/story/7321/7050543?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:52:16 , udn , 男子華柏學借住女性友人家，卻讓對方吃下安眠藥物FM2、待藥效發作後性侵。女性友人身體出現異狀，一度失去呼吸心跳、疑似心肌... , https://udn.com/news/story/7321/7050543?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:52:36 , udn , 澎湖國民黨議長、女機要涉貪被押 女機要抗告先駁回 , https://udn.com/news/story/7321/7050544?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:52:47 , udn , 澎湖縣議會國民黨籍議長劉陳昭玲涉人事關說收賄，經檢方複訊後，劉陳昭玲與陳姓女機要被法院裁定羈押禁見，劉陳昭玲、陳女不服羈... , https://udn.com/news/story/7321/7050544?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:53:07 , udn , 經典賽／日本隊下任監督瞄準鈴木一朗 亞冠賽有望亮相 , https://udn.com/news/story/7001/7050542?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:53:18 , udn , 率領日本武士隊拿下經典賽冠軍後，監督栗山英樹瀟灑退任，留下的空缺由誰填補？根據日媒報導，很有可能探詢鈴木一朗的意願，另外... , https://udn.com/news/story/7001/7050542?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:53:38 , udn , 北科大開設ChatGPT實作工作坊 將推生成式AI微學程 , https://udn.com/news/story/6928/7050541?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:53:48 , udn , ChatGPT浪潮來襲，國立台北科技大學管理學院攜手台灣微軟舉辦「ChatGPT實作系列工作坊」，自3月14日起為期一個... , https://udn.com/news/story/6928/7050541?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:53:58 , udn , 高虹安祭凍卵政策內容出爐 2560萬元預算將運用第二預備金 , https://udn.com/news/story/7324/7050570?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:54:08 , udn , 新竹市長高虹安上任為打造友善幸孕城市，由市府衛生局主政邀集台灣婦產科醫學會及人工生殖機構專家們研商，規畫「祝妳好孕」凍卵... , https://udn.com/news/story/7324/7050570?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:54:09 , udn , 荷包哭了！命理師曝「10大破財徵兆」 鼻毛岔出、長痘痘全上榜 , https://udn.com/news/story/7268/7050447?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:54:19 , udn , 許多人每個月辛苦賺錢，但荷包卻始終塞不滿，感覺錢財總在無形中流失呢？對此，命理老師湯鎮瑋在個人YouTube頻道中點名「10大破財徵兆」，並提醒若中3個以上就要當心了！ , https://udn.com/news/story/7268/7050447?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:54:29 , udn , 游錫堃表態不再連任 示警民進黨不夠謙虛所以去年敗選 , https://udn.com/news/story/6656/7050569?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:54:39 , udn , 立法院長游錫堃今天接受廣播節目專訪時表示，他做完這一任立法院長後就會離開，不會再爭取不分區立委，民進黨內人才濟濟，要讓年... , https://udn.com/news/story/6656/7050569?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:54:40 , udn , 免排隊、買得到  日內瓦快閃精品店2023新品都在這！ , https://udn.com/news/story/7270/7050538?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:54:50 , udn , 2023年首個最大高級鐘表展會「鐘表與奇蹟」表展（Watches & Wonders）將在下周一3月27日於日內瓦開展，... , https://udn.com/news/story/7270/7050538?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:55:00 , udn , 桃園街頭驚傳狒狒出沒 林務局：未接獲通報 地方機關若需支援會協助 , https://udn.com/news/story/7266/7050567?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:55:10 , udn , 傳出有東非狒狒脫逃，在桃園市平鎮區鎮興里停留多日，里長黃志杰與十名守望相助隊與六福村獸醫進行圍捕，但最終仍被脫逃；今晨有... , https://udn.com/news/story/7266/7050567?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:55:11 , udn , 有妄想？ 台大逆子拿電器砸死老母 無期徒刑上訴減成13年 , https://udn.com/news/story/7321/7050535?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:55:31 , udn , 「收買」空服員？ 男子樂曝機上升級小撇步 換來寬敞機位 , https://udn.com/news/story/6812/7049833?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:55:41 , udn , 國外一名網友分享自己搭機的「小撇步」，靠著這些技巧他不只換到比較寬敞的位置，還拿到過夜包跟零食，男子也不藏私的跟大家分享「升級秘訣」。 , https://udn.com/news/story/6812/7049833?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:55:41 , udn , 防疫新制後疫情趨勢 指揮中心下午2時記者會說明 , https://udn.com/news/story/120940/7050537?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:55:52 , udn , 新冠肺炎確診定義周一改變，僅中重症個案列入確診通報，連二日新增本土病例都僅百餘例，相關疫情趨勢，指揮下午2時舉行記者會，... , https://udn.com/news/story/120940/7050537?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:56:02 , udn , 國一35.2K北向泰山路段 客運車後起火因待查 , https://udn.com/news/story/7320/7050565?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:56:12 , udn , 陳姓司機，今天凌晨駕駛一輛國光客運，沿著國道一號北上行駛，途中行經35.2公里泰山路段，察覺車後方有些異音，他趕緊停靠槽... , https://udn.com/news/story/7320/7050565?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:56:12 , udn , 桃園傳狒狒出沒！農業局：桃園沒人登記養狒狒 研判越界逃入 , https://udn.com/news/story/7324/7050533?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:56:33 , udn , 警方查獲疑似軍用T65K2步槍 軍方初步比對結果出爐 , https://udn.com/news/story/10930/7050561?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:56:43 , udn , 桃園警方警方昨天在龜山區查獲一處地下兵工廠，其中發現一把印有「中華民國造」的T65K2步槍及大批彈藥，由於國軍日前才發生... , https://udn.com/news/story/10930/7050561?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:56:58 , udn , 台南運河觀光新亮點！將招商增加3處碼頭串連到河樂廣場 , https://udn.com/news/story/7326/7050575?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:57:03 , udn , 5招防偷吃絕招！ LINE超強大「收回也沒用」 網怕爆：別被女友看到 , https://udn.com/news/story/7088/7050534?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:57:08 , udn , 為營造台南運河觀光新亮點，形塑友善親水空間，台南市府規畫引進民間業者投資開發運河周邊三處廣場及公園用地，打造運河新觀光景... , https://udn.com/news/story/7326/7050575?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:57:14 , udn , 情侶交往後，有些人會因沒安全感或不信任而裝監視app追蹤另一半。一名網友表示，男友在前女友身上學到的「5招防偷吃絕招」，其中最強大的是LINE，不僅可以搜尋紀錄還有個功能就算收回或刪除也沒用，引起不少網友熱烈討論。 , https://udn.com/news/story/7088/7050534?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:57:29 , udn , 經典賽／日本隊休息區超乾淨 整潔文化再次震驚全球 , https://udn.com/news/story/7001/7050574?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:57:34 , udn , 「臉蛋天才」車銀優隔空合體韓韶禧 超高顏值成就形象廣告天花板 , https://udn.com/news/story/7270/7050555?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:57:39 , udn , 日本的整潔文化在足球世界盃已經令世界驚豔，換個運動也一樣，剛結束的世界棒球經典賽中，有一個畫面是大谷翔平在休息區討論，但... , https://udn.com/news/story/7001/7050574?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:57:45 , udn , 平價服飾品牌Giordano韓國代言人分別是有「臉蛋天才」封號的車銀優與韓劇「最強小三」韓韶禧，所以在新一季的形象廣告推出時，就找他們來飾演情侶檔。雖然沒有真的合體，也少了一點CP感，不過兩個人的超高顏值，依舊完成了形象廣告天花板。 , https://udn.com/news/story/7270/7050555?from=udn-ch1_breaknews-1-0-news
2023-03-23 10:59:57 , udn , 新北男深夜與友聊天 失足墜6米深茄苳溪谷 , https://udn.com/news/story/7320/7050586?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:00:08 , udn , 新北市汐止區涂姓男子昨天深夜與友溪畔聊天，疑天色昏暗，不慎失足墜落6米深茄苳溪谷，幸好天候乾旱無水，由消防人員吊掛上岸僅... , https://udn.com/news/story/7320/7050586?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:00:28 , udn , 迎接國際郵輪旅客 故宮北院將破例4月10日周一開館 , https://udn.com/news/story/7266/7050583?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:00:39 , udn , 為疫後提升觀光，「國立故宮博物院 National Palace Museum」臉書粉專宣布，故宮配合交通部觀光局，爭取... , https://udn.com/news/story/7266/7050583?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:01:38 , udn , NBA／禁慾有效？貝佛利自曝賽前沒性生活 為保持雙腿活力 , https://udn.com/news/story/7002/7050484?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:02:58 , udn , 金馬濃霧特報 馬祖能見度不足200公尺 , https://udn.com/news/story/7266/7050595?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:03:09 , udn , 中央氣象局發布濃霧特報，今天馬祖及金門易有局部霧或低雲影響能見度，目前馬祖持續觀測到能見度不足200公尺的現象，金門能見... , https://udn.com/news/story/7266/7050595?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:03:29 , udn , 泰國出口雞蛋到台灣 3月首批32.5萬顆 , https://udn.com/news/story/122475/7050580?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:03:40 , udn , 泰國農業部畜牧廳官員22日表示，3月可以向台灣出口新鮮雞蛋，首批約32萬5000顆，預估今年可以向台灣出口5000萬顆雞... , https://udn.com/news/story/122475/7050580?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:04:51 , udn , 六福村動物園東非狒狒脫逃逛大街 桃園平鎮區里長籲民眾小心 , https://udn.com/news/story/7324/7050144?from=udn-catehotnews_ch2
2023-03-23 11:08:57 , udn , 須履行責任！布林肯：國際刑事法院成員國應「逮捕普亭」 , https://udn.com/news/story/6813/7050611?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:09:08 , udn , 美國國務卿布林肯（Antony Blinken）22日敦促國際刑事法院（ICC）所有會員國履行對俄羅斯總統普亭（Vlad... , https://udn.com/news/story/6813/7050611?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:09:28 , udn , 總統採徵召 朱立倫：會和主要候選人了解需排除的障礙 , https://udn.com/news/story/6656/7050613?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:09:39 , udn , 國民黨主席朱立倫昨天拍板定案總統人選採徵召方式提名，他上午出席智庫記者會受訪被問及是否會和可能人選溝通，朱表示，一定會和... , https://udn.com/news/story/6656/7050613?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:09:59 , udn , NBA／柯瑞傳13助攻 勇士板凳爆發險勝獨行俠 , https://udn.com/news/story/7002/7050554?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:10:10 , udn , 獨行俠今天主場迎戰勇士，唐西奇（Luka Doncic）傷癒復出，厄文（Kyrie Irving）卻因右腳傷勢缺陣。儘管勇士主力表現一般，不過替補陣容貢獻58分，率領勇士以127：125險勝獨行俠，收 , https://udn.com/news/story/7002/7050554?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:10:30 , udn , 巡墓員涉貪聲押 北市殯葬處：將每2至3個月輪調責任區 , https://udn.com/news/story/7320/7050609?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:10:41 , udn , 已退休的台北市殯葬處陳姓副巡墓員，涉嫌長期包庇造墓業者，在陽明山等公墓區，違反規定，以修墳名義撿骨遷葬，台北地檢署昨依貪... , https://udn.com/news/story/7320/7050609?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:11:01 , udn , 綠委：朱立倫可能上演換侯戲碼 自己可以再次角逐總統 , https://udn.com/news/story/6656/7050608?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:11:12 , udn , 國民黨主席朱立倫昨天拍板，2024年總統提名將採取徵召方式，民進黨立委許智傑今天表示，朱立倫未來可能上演換侯戲碼，讓自己... , https://udn.com/news/story/6656/7050608?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:11:57 , udn , 對女同學下藥讓男友性侵 惡女鑑定時竟想裝白癡 這對情侶被判7年刑 , https://udn.com/news/story/7317/7050627?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:12:08 , udn , 女子謝家宜和男友林亦龍合謀，騙昔日高職女同學吞服安眠藥，女同學昏睡時，林在被害女子胯下褲子弄破一個洞，再以手指性侵。基隆... , https://udn.com/news/story/7317/7050627?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:12:28 , udn , 彰化大貨車中央路橋輾死機車女騎士 司機撞到人渾然不知駛離 , https://udn.com/news/story/7320/7050623?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:12:39 , udn , 彰化市中央路橋前方昨天下午發生死亡車禍，大貨車鄭姓司機駕車從中央陸橋下橋時，碰撞到44歲劉姓女子的機車，造成劉女人車倒地... , https://udn.com/news/story/7320/7050623?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:12:59 , udn , 全民普發6000元怎麼用？ChatGPT「一本正經講廢話」輸給新Bing聊天機器人 , https://udn.com/news/story/123313/7050566?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:13:09 , udn , 全民普發6000元從昨（22）日上午8點開跑，登記前5天（3月22日至3月26日），採身分證字號或居留證號的「尾數分流」制度，今（23）日為尾數「4」和「5」的民眾可至官網（https://6000.gov.tw）登記。不過領到6000元是否苦惱該怎麼用，《聯合新聞網》這次來詢問日前超夯的微軟新Bing聊天機器人及OpenAI開發的ChatGPT之意見，ChatGPT這次輸慘了。 , https://udn.com/news/story/123313/7050566?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:13:30 , udn , 台宏邦交岌岌可危？外交部長吳釗燮：努力到最後一刻 , https://udn.com/news/story/6656/7050620?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:13:40 , udn , 立法院外交及國防委員會今天邀請外交部長吳釗燮到立院報告業務和備詢，會前媒體問及宏都拉斯邦交問題，吳釗燮坦言目前情況不是很... , https://udn.com/news/story/6656/7050620?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:15:06 , udn , 游錫堃表態不再連任 示警「民進黨不夠謙虛」去年才敗選 , https://udn.com/news/story/6656/7050569?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:17:59 , udn , 最低調的3大星座！平常看似普通人「其實是隱形富翁」只有朋友知道 , https://udn.com/news/story/7268/7050585?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:18:10 , udn , 人的一生中會遇到各式各樣的人，有人天生就是很高調，需要舞台展露，但相反地，有人就是比較內斂，喜歡低調做著自己的事情，甚至連自己很有錢都不會忍不住對外炫耀，「搜狐網」列出了3大低調的星座，看你是否上榜了吧！ , https://udn.com/news/story/7268/7050585?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:18:30 , udn , 台北市議員應曉薇被檢舉辦餐會涉賄選 北檢不起訴 , https://udn.com/news/story/7321/7050637?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:18:35 , udn , 記憶體十銓去年EPS 0.01元 擬配息1元 , https://udn.com/news/story/7253/7050578?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:18:41 , udn , 高票連任的台北市議員應曉薇，遭人檢舉去年10月於選前透過殯葬業者出資，由萬華區華江里長候選人楊華中在知名海鮮餐廳藉舉辦餐... , https://udn.com/news/story/7321/7050637?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:18:45 , udn , 十銓科技（4967）公布2022年度財務報告，2022年合併營收67.23億元，稅前淨利1,725萬元，稅後淨利70.4... , https://udn.com/news/story/7253/7050578?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:19:01 , udn , 台灣人在吃胖蝙蝠？ 屏鵝公路菱角圖板惹笑老外 , https://udn.com/news/story/7270/7050634?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:19:12 , udn , 省道台1線屏東南州到枋寮路段是往返墾丁和台東的必經路，沿線販售菱角的攤商，在路旁放上成排醒目的黑色菱角狀圖案，因圖樣狀似... , https://udn.com/news/story/7270/7050634?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:19:32 , udn , 一張圖看降雨趨勢 周六起3天可望全台有雨 , https://udn.com/news/story/7266/7050635?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:19:43 , udn , 中央氣象局說，今天鋒面接近，環境變得稍微不穩定，東北部及東部地區會有局部短暫陣雨，午後大台北地區及北部山區也有零星短暫陣... , https://udn.com/news/story/7266/7050635?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:20:03 , udn , 影／太沉溺蜜月期? 民眾黨團籲陳建仁檢討失職首長 , https://udn.com/news/story/6656/7050632?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:20:13 , udn , 民眾黨立委張其祿、賴香伶、邱臣遠與陳琬惠上午舉行記者會，指出行政院長陳建仁上任未滿2個月，但民生經濟問題不斷，國防外交也... , https://udn.com/news/story/6656/7050632?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:20:56 , udn , 「港湖女神」高嘉瑜持股大公開！網笑：航運和鋼鐵是被套嗎？ , https://udn.com/news/story/12806/7050549?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:21:06 , udn , 監察院3月21日發布最新廉政專刊，公開公職人員財產申報，「港湖女神」立委高嘉瑜手上股票也曝光，她持股23檔，其中有6張台積電、聯發科2張、環球晶3張、晶心科2張，以3/22收盤價計算，僅4檔高價股市值約740萬元。PTT網友熱議，「航運和鋼鐵是被套嗎」。 , https://udn.com/news/story/12806/7050549?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:21:27 , udn , NBA／亮槍事件後復出獲球迷掌聲 莫蘭特首度替補繳17分 , https://udn.com/news/story/7002/7050644?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:21:35 , udn , 實測／全民普發6000元怎麼用？ChatGPT「一本正經講廢話」輸給新Bing聊天機器人 , https://udn.com/news/story/123313/7050566?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:21:37 , udn , 在日前因為於個人社群亮槍事件缺陣9場比賽後，灰熊隊明星後衛莫蘭特（Ja Morant）在今天與火箭隊之戰復出，並以替補身... , https://udn.com/news/story/7002/7050644?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:21:58 , udn , 北市東區餐酒館砍人現場血跡斑斑 股東胸腿受刀傷送醫 , https://udn.com/news/story/7320/7050640?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:22:08 , udn , 台北市大安區仁愛路四段一處餐酒館，昨天凌晨2時許發生砍人事件，陳姓股東（35歲）當時正在友人在店內聚餐飲酒，突然店門外衝... , https://udn.com/news/story/7320/7050640?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:23:47 , udn , 汙水通風設施出問題 屎味飄散臭爆新北市府地下停車場 , https://udn.com/news/story/7323/7050658?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:23:58 , udn , 2003年啟用的新北市政府大樓，至今已20年歷史，不過雖然位在新板特區內，但僅有1樓以上接上汙水管線，地下共四層汙水、排... , https://udn.com/news/story/7323/7050658?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:24:48 , udn , 若聯準會不升息就是利多？網搖頭：同樣崩…「這降了」才會噴 , https://udn.com/news/story/12806/7049234?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:24:59 , udn , 聯準會（Fed）貨幣政策會議（FOMC）在即，市場觀望升息趨勢。有投資人詢問「Fed不升息算是利多嗎？」其他網友則認為「如果真的不升息，美股創新高應該指日可待」，也有人擔心「不升息會崩，一碼最好」。多數人都不認為不升息等於利多，還有人直言「通膨真的降下來才是利多，不然現在不升未來也會升」。 , https://udn.com/news/story/12806/7049234?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:25:19 , udn , 通勤族搭免費接駁車轉自強號到南港 今首上路 謝國樑親押車 , https://udn.com/news/story/7328/7050655?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:25:30 , udn , 由於國道客運9026因司機短缺脫班嚴重，基隆安樂區通勤民眾每天大排長龍，目前尖峰時段有其他業者支援載客，基隆市政府免費接... , https://udn.com/news/story/7328/7050655?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:25:32 , udn , 對女同學下藥讓男友性侵、惡女鑑定時竟想裝白癡 這對情侶被判7年刑 , https://udn.com/news/story/7317/7050627?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:25:50 , udn , 脫逃狒狒哪來的？ 不是想養就能養 野保法規定飼養野生動物須登記 , https://udn.com/news/story/7266/7050654?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:26:01 , udn , 桃園市傳出有東非狒狒出沒，疑似從動物園脫逃。桃園市平鎮區鎮興里長黃志杰與十名守望相助隊與六福村獸醫進行圍捕，但最終仍被脫... , https://udn.com/news/story/7266/7050654?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:26:31 , udn , 監察院3月21日最新廉政專刊公開公職人員財產申報，「港湖女神」高嘉瑜手上股票也曝光，她持股23檔，其中有6張台積電、聯發科2張、環球晶3張、晶心科2張，以3/22收盤價計算，僅4檔高價股市值約740萬元。PTT網友熱議，「航運和鋼鐵是被套嗎」。 , https://udn.com/news/story/12806/7050549?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:29:05 , udn , 特斯拉在陸賣得比美便宜近一半 逼得其他車廠割喉降價 , https://udn.com/news/story/6811/7050607?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:29:16 , udn , 彭博資訊分析報導，電動車大廠特斯拉（Tesla）在中國大陸市場掀起的價格戰，勢將重塑這個全球最大汽車市場的樣貌；特斯拉降... , https://udn.com/news/story/6811/7050607?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:29:49 , udn , 味精竟能造假？學者回顧台灣食品的詐欺歷史 , https://udn.com/news/story/7320/7050686?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:30:00 , udn , 1908年9月（編按：於日本）開始製造味之素。當初稱「味精」，在麻布工廠研究製造，當年底在逗子設製造工廠，正式開始製造。「味精」這名稱和酒精、甘精等藥物名稱相近，決定更改名稱為「味之素」。同年11月以新富町的藝者為模特兒，畫出穿著日式料理服的美女，上頭寫著味之素的商標並把它拿去登錄（商品登錄第34220號）。 , https://udn.com/news/story/7320/7050686?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:30:20 , udn , 學生疑遭霸凌走上絕路 潘文忠：對個案一定嚴查嚴辦 , https://udn.com/news/story/6885/7050678?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:30:31 , udn , 台中一名高中男學生疑遭學校主任與教官霸凌走上絕路，教育部長潘文忠上午在立法院表示，對個案一定嚴查嚴辦，該案雖由地方政府管... , https://udn.com/news/story/6885/7050678?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:30:51 , udn , 經典賽／十大精彩時刻！大谷翔平獲選兩次、A組「混戰」入列 , https://udn.com/news/story/10785/7050649?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:31:02 , udn , 睽違六年的2023世界棒球經典賽落幕，美媒《The Ringer》撰文盤點本屆賽事令人難忘的十大時刻，其中大谷翔平獲選兩次、中華隊在A組預賽的「大亂鬥」也被列入。

報導中將本屆MVP大谷翔平的功 , https://udn.com/news/story/10785/7050649?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:31:22 , udn , 3月25日起小三通開放客運中轉 最新航班資訊出爐 , https://udn.com/news/story/7331/7050669?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:31:32 , udn , 大陸委員會日前公布3月25日起開放小三通客運中轉政策，適用旅客擴大至國人及其陸配等可搭乘及中轉，交通部航港局表示，經協調... , https://udn.com/news/story/7331/7050669?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:33:00 , udn , 高雄男子遇警下車連嘆息 一再轉頭上車果然有貓膩 , https://udn.com/news/story/7315/7050695?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:33:10 , udn , 高雄陳姓男子開車停在街上阻道，遇警方盤查，一下車便連聲嘆息，他2度轉頭上車，又是一陣猶豫，神情顯得緊張。員警見他行為怪異... , https://udn.com/news/story/7315/7050695?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:33:31 , udn , 經典賽／日美決戰在美創賽史收視紀錄 比上屆增7成 , https://udn.com/news/story/10785/7050675?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:33:41 , udn , 日本隊在世界棒球經典賽決賽擊敗美國奪冠，美國職棒大聯盟MLB今天表示，美國有520萬人收看這場大戰，創下歷來經典賽最高紀... , https://udn.com/news/story/10785/7050675?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:41:47 , udn , 營建缺工覓人才 中華大學與中華工程簽產學合作備忘錄 , https://udn.com/news/story/6898/7050735?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:41:57 , udn , 營建工程業目前面臨嚴重缺工與接班斷層問題，新竹中華大學昨天與知名的中華工程股份有限公司簽署產學合作備忘錄，雙方將針對學生... , https://udn.com/news/story/6898/7050735?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:42:18 , udn , 經典賽／帶球迷祝福返美 張育成開心獲選最佳一壘手 , https://udn.com/news/story/10785/7050732?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:42:28 , udn , 向台灣球迷再次敬禮！經典賽國手張育成今天在桃園機場搭機返美，為大聯盟新球季備戰，他希望能盡快跟上球隊進度，跟吉田正尚攜手... , https://udn.com/news/story/10785/7050732?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:42:49 , udn , NBA／遭勇士荒謬5打0 獨行俠老闆批裁判史上最嚴重失誤 , https://udn.com/news/story/7002/7050726?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:42:59 , udn , 獨行俠隊今天在主場與衛冕軍勇士隊展開一場激戰，不過在第三節時卻出現了獨行俠5名球員站在自己進攻半場，但勇士卻在前場發出底... , https://udn.com/news/story/7002/7050726?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:43:20 , udn , 朱立倫又被問會不會徵召自己 柯志恩幫回答「不會」 , https://udn.com/news/story/6656/7050725?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:43:30 , udn , 國民黨主席朱立倫拍板定案國民黨總統候選人徵召方式產生，他上午被媒體提問會不會把自己放在徵召名單？朱立倫沒有回答，他僅表示... , https://udn.com/news/story/6656/7050725?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:43:50 , udn , 郭台銘是總統徵召選項之一？朱立倫：徵召最強的人 , https://udn.com/news/story/6656/7050727?from=udn-ch1_breaknews-1-0-news
2023-03-23 11:44:01 , udn , 國民黨主席朱立倫昨天拍板定案總統人選採徵召方式提名，今天受訪被問及鴻海創辦人郭台銘是否也是選項之一？朱沒正面回應，僅強調... , https://udn.com/news/story/6656/7050727?from=udn-ch1_breaknews-1-0-news
