2023-04-09 00:05:42 , udn , 大陸籲新冠病毒全球溯源 「不要一直炒作和關注武漢」 , https://udn.com/news/story/7333/7085225?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:21:43 , udn , 新北市漁業處與台灣山海天使環境保育協會合作，去年在東北角貢寮區和美漁港水域種下192株珊瑚苗。漁業處今天表示，珊瑚已長高... , https://udn.com/news/story/7323/7085550?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:22:04 , udn , 獨／檢警搜索大帝國舞廳畫面上抖音　酒店經紀找嘸小姐 , https://udn.com/news/story/7320/7085551?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:22:14 , udn , 高雄橋頭地檢署檢察官今晨指揮百名軍警憲人員，帶緝毒犬，大舉搜索苓雅區大帝國舞廳，查獲百包毒咖啡包，帶走舞小姐和幹部約30... , https://udn.com/news/story/7320/7085551?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:24:32 , udn , 今將與蔣萬安見面 費鴻泰：麻煩市長操心真不好意思 , https://udn.com/news/story/123307/7085553?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:24:43 , udn , 國民黨北市立委初選「費芯大戰」，台北市長蔣萬安昨與徐巧芯會面，今天將與費鴻泰見面。費鴻泰今受訪指出，蔣萬安現在當市長，日... , https://udn.com/news/story/123307/7085553?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:25:07 , udn , 建汙水下水道居民提新工法 市府：易造成阻塞不符標準 , https://udn.com/news/story/7324/7085540?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:30:01 , udn , 公車事故頻傳引熱議 學者建議：考慮鬆綁司機薪資彈性 , https://udn.com/news/story/7266/7085574?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:30:11 , udn , 近來公車客運事故頻傳，去年12月27日台中公車撞死走在斑馬線上的母嬰，今年3月30日台北公車司機涉嫌酒駕撞傷騎士、酒測值... , https://udn.com/news/story/7266/7085574?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:30:32 , udn , NBA／下季「情歸何處」？ 庫茲瑪：金錢不是重點 , https://udn.com/news/story/7002/7085541?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:30:42 , udn , 巫師隊前鋒庫茲瑪（Kyle Kuzma）有機會在這個夏天成為自由球員，屆時，球隊勢必要得出高薪才能留下他。不過，庫茲瑪日前在受訪時表示，錢不是他的首要考量。

庫茲瑪仍在湖人隊時，自詹姆斯（Leb , https://udn.com/news/story/7002/7085541?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:31:03 , udn , 疫後航班異動頻繁 加保不便險、彈性行程成自保之道 , https://udn.com/news/story/7238/7084536?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:31:13 , udn , 各國邊境解封後隨著航空客運量復甦，但相關作業人員尚未完全到位，搭機不便成了旅客常見的風險，不只國人討論度最高的星宇航空有航班被取消、異動，其他像華航、長榮、台虎，甚至外籍航空都有類似情況發生。過往旅客選擇性加保的國外旅遊不便險，在疫後旅行躍升成降低損失的必要選項，但各家保險業者推出的保障不同，出行前旅客得睜大眼睛多做比較。 , https://udn.com/news/story/7238/7084536?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:31:34 , udn , 青少年暴力事件頻傳 家長們如何預防暴力人格特質形成？ , https://udn.com/news/story/121484/7085527?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:31:45 , udn , 在《鬼滅之刃》中，有各式各樣的鬼，如果把這些鬼的人格特質放大來看，和現實生活中的暴力份子有許多相似的地方。《鬼滅之刃》中最殘酷的鬼大概非「鬼舞辻無慘」莫屬，不但人類怕他，鬼也怕他，連他輸血培育的十二鬼月都怕他。令人好奇的是，如此殘暴的鬼是怎麼養成的？ , https://udn.com/news/story/121484/7085527?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:32:05 , udn , 香港百年黑幫「和勝和」現身竹聯明仁會春酒 竟扯上港版國安法？ , https://udn.com/news/story/7320/7085539?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:32:15 , udn , 竹聯幫仁堂明仁會日前在五星酒店高調辦春酒，香港黑幫「和勝和」也來台與會，和勝和是香港老字號幫派組織，有其歷史地位，不少香港古惑仔電影都是以「和勝和」為原型，講述其內部投票選話事人的傳統文化，這個超過百年歷史的幫會，不僅沒被時代淘汰，近年反而站上數位科技的浪頭，靠著跨境結盟與轉往海外經營線上博弈，聲勢更勝以往，它與明仁會是如何合作？為何要選擇海外發展？本文帶讀者一窺堂奧。 , https://udn.com/news/story/7320/7085539?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:32:36 , udn , 人民日報發文：早日實現兩岸交流往來正常化 , https://udn.com/news/story/7331/7085569?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:32:46 , udn , 就在中共解放軍展開環台軍演之際，中共中央機關報《人民日報》9日刊出「觀滄海」評論文章，題為「早日實現兩岸交流往來正常化」... , https://udn.com/news/story/7331/7085569?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:33:01 , udn , 全聯響應世界地球日 時尚環保袋、環保杯200點換購 , https://udn.com/news/story/7270/7085579?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:33:12 , udn , 全聯響應「世界地球日」，推出「健康輕生活」主題活動，以循環減塑、永續農業、惜食減廢、推廣公益等實踐國際SDGs趨勢，達到... , https://udn.com/news/story/7270/7085579?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:33:32 , udn , 他拿棍子驅蛇還去拉尾巴！牠怒轉頭現「駭人真身」網驚：這位老兄還健在嗎？ , https://udn.com/news/story/7470/7085558?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:33:43 , udn , 我不是好惹的！一名男子準備驅趕屋內的一條蛇，當他拉住蛇的尾巴往外拉，突然竄出一條「大尾的」，讓他嚇到魂飛魄散，連工具都丟了。 , https://udn.com/news/story/7470/7085558?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:34:03 , udn , 青少年暴力特質如何形成？從鬼滅之刃最殘暴的鬼身上找解答 , https://udn.com/news/story/121484/7085527?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:42:02 , udn , 陳學聖：兒少性侵近五年增加 女性遭性交猥褻占近九成 , https://udn.com/news/story/6656/7085605?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:42:12 , udn , 國民黨智庫教文體育組召集人陳學聖指出，民國110年兒少被害人口率，較106年增加 26.92人，女性占比介於54％至56... , https://udn.com/news/story/6656/7085605?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:42:33 , udn , 疫情解封其他健康也要顧 彰化縣31場萬人健檢登場 , https://udn.com/news/story/7325/7085603?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:42:43 , udn , 疫情逐漸解封，其他身體健康也要顧，彰化縣2005年開始推動萬人健檢，今年4至9月持續辦理，在全縣26個鄉鎮市共規畫31場... , https://udn.com/news/story/7325/7085603?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:43:04 , udn , 命大！大貨車失控翻覆男駕駛輕傷 疏伐木散落清5小時 , https://udn.com/news/story/7320/7085595?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:43:14 , udn , 高雄市57歲鄭姓男子駕駛大貨車，載運疏伐撫育工作用的木頭，昨天行經六龜區台27線1k處，因不明原因翻覆，車體側翻橫跨佔據... , https://udn.com/news/story/7320/7085595?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:43:35 , udn , MiLB／劉致榮先發4局挨1轟無關勝敗 李灝宇連2戰敲雙安 , https://udn.com/news/story/6999/7085570?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:43:45 , udn , 旅美紅襪隊小聯盟2A投手劉致榮本季首場先發出賽，總計投4局挨1轟失3分，無關勝敗；費城人隊高階1A野手李灝宇維持好手感，... , https://udn.com/news/story/6999/7085570?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:44:06 , udn , 詐欺車手西裝筆挺越來越專業 約在五股面交被捕遭收押 , https://udn.com/news/story/7320/7085589?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:44:16 , udn , 新北市五股區1名婦人輕信股票投資詐術，被騙350萬元才驚醒報案，詐騙集團食髓知味，6日又約她面交60萬元現金，警方埋伏逮... , https://udn.com/news/story/7320/7085589?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:44:37 , udn , 傳陸再送大貓熊釋善意 蔣萬安：動物園多隻大貓熊是好事 , https://udn.com/news/story/7323/7085586?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:44:47 , udn , 總統蔡英文過境美國，並且與眾議院議長麥卡錫（Kevin McCarthy）等人會面，兩岸關係持續急凍，「風傳媒」今天報導... , https://udn.com/news/story/7323/7085586?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:46:39 , udn , 南市開辦首處精障協作模式服務據點 社區接納好厝邊 , https://udn.com/news/story/7326/7085577?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:46:49 , udn , 為實踐身心障礙者權利公約，提供精神障礙者多元社區支持服務，台南市社會局結合穀禾粒粒身心關懷協會，於新化區開辦南市首處精神... , https://udn.com/news/story/7326/7085577?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:47:10 , udn , 公車事故頻傳問題出在哪 學者曝關鍵「有車沒人開」：鬆綁司機薪資彈性 , https://udn.com/news/story/7266/7085574?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:47:41 , udn , 1000萬差點飛了！女與警方合作逮3詐團成員 保住血汗錢 , https://udn.com/news/story/7320/7085576?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:47:51 , udn , 新北市一名吳姓女子日前向板橋警分局沙崙派出所報案遇到詐欺，詐騙集團持續吳女通話，並意圖詐取新台幣1000萬元，警方協請吳... , https://udn.com/news/story/7320/7085576?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:54:01 , udn , 聽障師以「瓶之日記」 赴法獲國際展能節技能競賽銅牌 , https://udn.com/news/story/7327/7085633?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:54:11 , udn , 高雄楠梓特殊教育學校教師劉勁麟是聽障畫家，作品曾獲國美館典藏。他在3月24日遠赴法國梅斯Metz參加第10屆國際展能節職... , https://udn.com/news/story/7327/7085633?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:54:32 , udn , 台南徐姓男子遭槍擊丟包 疑網路互嗆遭槍殺 , https://udn.com/news/story/7315/7085630?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:54:42 , udn , 台南市27歲徐姓男子遭槍擊丟包安南醫院後不治死亡，涉案28歲林姓男子攜改造手槍，與22歲林姓男子昨晚向警方投案，據了解，... , https://udn.com/news/story/7315/7085630?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:55:03 , udn , RIMOWA訴求保留你的每一次悸動  行李箱終身保固、 二手鋁製款還能重生  , https://udn.com/news/story/7270/7085629?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:55:13 , udn , 德國豪華行李裝備品牌RIMOWA日前釋出了全新形象廣告，以「終身回憶 （A Lifetime of Memories）」為核心，強調豐富的「印記」，描述行李箱伴隨出行者所創造的無數回憶。不僅如此，RIMOWA還正式聲明，在直營或授權通路所購買的行李箱即享終身保固。 , https://udn.com/news/story/7270/7085629?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:55:34 , udn , 山區缺水阿里山春茶收成不到3成 茶農：無採工 忍痛除嫩芽 , https://udn.com/news/story/7326/7085627?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:55:44 , udn , 嘉義山區茶園嚴重乾旱，產量再度大砍僅剩不到3成，茶農嘆，春茶只能用一個慘字形容！許多園主因不符做茶工資成本，乾脆放棄不採... , https://udn.com/news/story/7326/7085627?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:56:05 , udn , NBA／湖人逆轉戰績創40年罕見紀錄 詹姆斯：這很酷 , https://udn.com/news/story/7002/7085615?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:56:15 , udn , 湖人隊昨晚以121：107擊敗太陽隊，不僅確保球隊本季將獲得過五成的勝率，根據NBA官網，他們還創下了一項40年來僅有3支球隊達標的紀錄。

在11月時，很難想像湖人在球季結束時能贏下過半數的比賽 , https://udn.com/news/story/7002/7085615?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:56:36 , udn , 陸首季中小企業發展指數大幅反彈 企業信心回升 , https://udn.com/news/story/7333/7085618?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:56:46 , udn , 大陸中小企業第1季強勁復甦，大陸中小企業協會9日發布的今年第1季中國中小企業發展指數為89.3，比去年第4季上升1.3，... , https://udn.com/news/story/7333/7085618?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:57:01 , udn , 新北多選區還不見人表態 黨務人士：大家在等一個人 , https://udn.com/news/story/6656/7085645?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:57:07 , udn , 星巴克外送「買一送一、第二杯半價」 一路喝到5月 , https://udn.com/news/story/7270/7085617?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:57:12 , udn , 新北市長侯友宜遲未表態參選總統，現在本命區新北也同樣不見多人表態參選立委，艱困選區甚至還看不見人影，引發基層焦慮。黨務人... , https://udn.com/news/story/6656/7085645?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:57:17 , udn , 喜歡享受星巴克「買一送一」優惠，但是卻懶得到門市排隊？星巴克聽到你的心聲，分別在foodpanda、foodomo兩個外... , https://udn.com/news/story/7270/7085617?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:57:32 , udn , 獨／共艦擾台海巡應變 太平島南援六號操演被迫延後 , https://udn.com/news/story/10930/7085644?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:57:38 , udn , 費芯大戰今會費鴻泰 蔣萬安：是關心 盼初選公正平順 , https://udn.com/news/story/123307/7085616?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:57:43 , udn , 海巡署因應共軍環台軍演，艦艇全力出勤配合海軍以「二對一」優勢監控共艦，由於艦艇全力出勤，原本14日將於太平島舉行的「南援... , https://udn.com/news/story/10930/7085644?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:57:48 , udn , 國民黨立委初選，信義、南松山選區的「費芯大戰」持續，眼看距離民調時間僅剩一周，台北市長蔣萬安繼昨天與議員徐巧芯會面後，今... , https://udn.com/news/story/123307/7085616?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:58:03 , udn , 陪費鴻泰掃街拚黨內初選 鄭麗文：一通電話我馬上就來 , https://udn.com/news/story/6656/7085641?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:58:09 , udn , 路跑／「小清新」也參賽 台新女子路跑香香登場 , https://udn.com/news/story/7879/7085614?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:58:14 , udn , 藍營北市立委初選「費芯大戰」，費鴻泰今在立院女戰神鄭麗文、教授江岷欽陪同下，到永春市場掃街。費指出，與鄭麗文有革命情感，... , https://udn.com/news/story/6656/7085641?from=udn-ch1_breaknews-1-0-news
2023-04-09 11:58:19 , udn , 2023台新女子路跑今天從台北市政府市民廣場美力開跑，超過9000名女孩踏上賽道，包括東京奧運空手道奪銅的「小清新」文姿... , https://udn.com/news/story/7879/7085614?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:00:03 , udn , 徐巧芯約柯文哲吃涼麵 費鴻泰：只有「尊重」沒意見 , https://udn.com/news/story/123307/7085651?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:00:13 , udn , 藍營北市立委初選「費芯大戰」，徐巧芯昨發文與民眾黨主席、台北市前市長柯文哲合照，費鴻泰今受訪回應，對競爭對手做任何的事、... , https://udn.com/news/story/123307/7085651?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:03:02 , udn , MLB／大谷翔平還沒戴過 33萬日圓武士頭盔用2天就壞了 , https://udn.com/news/story/6999/7085659?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:03:12 , udn , 天使隊的全壘打慶祝帽武士頭盔，「開箱」使用第二天就壞了，今天第5局倫吉佛（Luis Rengifo）開轟嗨完後，就見他手... , https://udn.com/news/story/6999/7085659?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:03:33 , udn , 運動平權路跑中央公園登場 吳念真代言掃除運動障礙 , https://udn.com/news/story/7325/7085658?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:03:39 , udn , 砸76萬做43次手術「擁世界最大嘴唇」 她赴約會實境秀找真愛 , https://udn.com/news/story/6810/7085556?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:03:43 , udn , 「2023羅布森伴城路跑」今早在台中市中央公園開跑，逾2500名跑者參加。導演吳念真擔任代言人，今也出席為跑友打氣。 , https://udn.com/news/story/7325/7085658?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:03:49 , udn , 擁有全世界最大嘴唇的25歲女子安德里亞（Andrea Ivanova），至今已經花費將近2萬英鎊（約新台幣76萬元），進行43次手術，近期更在臉頰注射4針玻尿酸。不過，安德里亞坦言儘管因為外表吸引不少男人關注，但仍在努力尋找「一生摯愛」。 , https://udn.com/news/story/6810/7085556?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:04:04 , udn , 被國中同學告白慘遭掐脖硬上 女淚崩：不想要骯髒身體 , https://udn.com/news/story/7317/7085660?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:04:10 , udn , 脫北族愛住哪？ 桃園這熱區2年吸4690人移居 , https://udn.com/news/story/7241/7085611?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:04:14 , udn , 桃園市一名女子在臉書發文控訴，稱自己被久未見面的國中同學強拉回家，抽含毒香菸後遭到性侵；桃市社會局表示，案發當天已經接獲... , https://udn.com/news/story/7317/7085660?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:04:21 , udn , 桃園房價相對雙北便宜，近年吸引不少脫北族移居，其中又以重劃區多，機能佳的桃園區最受青睞。桃園區地政事務和戶政所統計區內八... , https://udn.com/news/story/7241/7085611?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:04:35 , udn , 嚇！女兒房內徹夜傳蛙叫聲 媽掀被驚見大牛蛙崩潰 , https://udn.com/news/story/7335/7085568?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:04:45 , udn , 小孩子對動物充滿好奇，甚麼都想當寵物來養，但這次也太誇張了吧？大陸傳傳片段，指河南1名女童悄悄將不知哪來的牛蛙藏到被窩中，打算與牠同眠，詎料女童母親聽到房中整夜傳來洪亮蛙叫聲，出於好奇入內查看，當掀起被子見到碩大的牛蛙時，傳媒更形容她嚇到「血升飆升」！ , https://udn.com/news/story/7335/7085568?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:05:06 , udn , 要求讓座被拒！老婦怒斥對方「沒修養」 女回擊：我是孕婦 , https://udn.com/news/story/7332/7085590?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:05:17 , udn , 上海地鐵一名老太要求女子讓座，惟雙方卻因此發生口角，女子自稱是孕婦後對老太進行怒懟。
公共交通工具中，有關優先座位的爭議一直不斷。周四（6日），擠逼的上海地鐵中，一名老太要求坐在「關愛座」上的女子為自己讓座，惟被拒絕，老太更因此直言女子「沒修養」。 , https://udn.com/news/story/7332/7085590?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:05:42 , udn , 郭台銘參選是否影響大陸投資？鴻海劉揚偉這樣說 , https://udn.com/news/story/7240/7085597?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:05:53 , udn , 針對鴻海（2317）創辦人郭台銘宣布參選總統，是否影響鴻海在中國大陸的投資？鴻海董事長劉揚偉今（9）日表示，鴻海在政治上... , https://udn.com/news/story/7240/7085597?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:06:03 , udn , 邱國正笑回不知道陳寶餘是否接任國防部長 , https://udn.com/news/story/6656/7085667?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:06:13 , udn , 參謀總長陳寶餘任期將在4月底屆滿，屆齡退伍，傳因美軍要求強化陸戰因素，陳寶餘盛傳未來可能接任國防部長。國防部長邱國正曾在... , https://udn.com/news/story/6656/7085667?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:06:13 , udn , 鴻海投資250億元 攜手高雄市政府打造智慧城市 , https://udn.com/news/story/7240/7085598?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:06:24 , udn , 鴻海（2317）今（9）日宣布，和高雄市政府簽署投資意向書，攜手規劃智慧城市完整解決方案，鴻海將以系統整合商角色，憑藉智... , https://udn.com/news/story/7240/7085598?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:06:33 , udn , 曾文烏山頭蓄水跌破1億噸 本月中旬將面臨1成保衛戰 , https://udn.com/news/story/7326/7085665?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:06:44 , udn , 南台灣水情持續嚴峻，曾文、烏山頭水庫總蓄水量今早跌破1億噸大關，預估本月中旬蓄水率恐不到1成。南區水資源局持續費盡心思設... , https://udn.com/news/story/7326/7085665?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:07:04 , udn , 他在河邊磨刀殺魚…黃金獵犬密謀「把整盆魚推下水放生」還幫拖住人：快逃阿 , https://udn.com/news/story/7470/7085640?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:07:15 , udn , 毛孩也有惻隱之心？一名飼主在河邊磨刀準備殺魚，他身旁的黃金獵犬居然趁隙把魚推下水放生，還拉住主人不讓他下去撈魚，非常有靈性。 , https://udn.com/news/story/7470/7085640?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:12:02 , udn , 麥考爾稱支持美國派兵保台 綠委：台美防衛一體很明確 , https://udn.com/news/story/6656/7085672?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:12:13 , udn , 美國眾議院外交委員會主席麥考爾（Michael McCaul）昨天說，如果中國侵略台灣，美國可能派兵保台，民進黨立委許智... , https://udn.com/news/story/6656/7085672?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:12:33 , udn , 春雨還要再等等！今起全台晴朗 到這天才有機會迎水氣 , https://udn.com/news/story/7266/7085670?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:12:44 , udn , 東北季風減弱，氣溫漸升，中央氣象局指出，今天早晚偏涼，不過水氣減少，各地晴到多雲，僅東半部地區有零星短暫雨，午後西半部山... , https://udn.com/news/story/7266/7085670?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:13:04 , udn , 北愛協議簽署25年 英相讚歷史意義將迎拜登到訪 , https://udn.com/news/story/6809/7085619?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:13:15 , udn , 北愛爾蘭和平協議簽署將滿25週年，英國首相蘇納克今天盛讚這項具里程碑意義的協議，並準備迎接美國總統拜登到訪 , https://udn.com/news/story/6809/7085619?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:21:02 , udn , 被問郭台銘參選會影響大陸投資 劉揚偉答得有智慧 , https://udn.com/news/story/6656/7085696?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:21:13 , udn , 鴻海集團董事長劉揚偉今上午出席鴻海集團與高雄市政府簽署投資意向書儀式，被問到鴻海創辦人郭台銘宣布參選2024年總統大選，... , https://udn.com/news/story/6656/7085696?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:21:33 , udn , 美中摩擦加速人民幣國際化 挑戰美元地位仍漫長 , https://udn.com/news/story/6811/7085663?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:21:44 , udn , 近期以來，中國加強推動人民幣結算的動作頻頻，不只在戰略上藉此與盟友俄羅斯建立更加緊密的合作，包含巴西、伊拉克也陸續傳出在... , https://udn.com/news/story/6811/7085663?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:22:05 , udn , ATM領6000元明開跑 跨行提領免手續費 , https://udn.com/news/story/123271/7085635?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:22:15 , udn , 普發現金6000元ATM領取明天開跑，民眾需備妥提款卡、身分證字號或居留證號、健保卡卡號，至15家金融機構有貼上橘色識別... , https://udn.com/news/story/123271/7085635?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:23:36 , udn , 竹市文化局水景廣場33棵流蘇花盛開 限定美景快來打卡 , https://udn.com/news/story/7324/7085669?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:23:47 , udn , 時序進入四月，有「四月雪」之稱的流蘇花近日進入開花期，新竹市文化局水景廣場旁整排流蘇花正陸續盛開，穗狀的白色小花朵覆蓋在... , https://udn.com/news/story/7324/7085669?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:24:02 , udn , 北捷首列寵物專車試辦 蔣萬安：不排除每年固定活動 , https://udn.com/news/story/7323/7085699?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:24:13 , udn , 4月11日是國際寵物日，為響應友善寵物活動，台北市長蔣萬安今天陪毛小孩搭乘台北捷運，體驗北捷首度舉辦的一日限定寵物專車，... , https://udn.com/news/story/7323/7085699?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:27:04 , udn , 為何美國制裁拖不垮北韓？先看中國貨船起死回生的故事 , https://udn.com/news/story/6809/7082000?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:27:14 , udn , 無論是在美國前總統川普推動與北韓領導人金正恩會面之前或之後，為解決朝鮮半島無核化問題，美國為首的西方國家都未放棄經濟制裁。北韓在持續不斷制裁下，經濟雖難以發展但也並未崩潰，根據美國有線電視新聞網，去年北韓還試射了超過90枚飛彈，打破歷來紀錄。顯而易見的問題是：為什麼嚴厲制裁還拖不垮北韓，壓不住北韓核武成長？華盛頓郵報近日以長文報導一艘中國籍運煤船Petrel 8的故事，說明對北韓的經濟制裁漏洞百出，也凸顯美國制止北韓核武的左支右絀。 , https://udn.com/news/story/6809/7082000?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:27:34 , udn , 護航陳建仁？綠委「棄守」總質詢稱慣例 藍批自我閹割監督權 , https://udn.com/news/story/6656/7085632?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:27:45 , udn , 立法院這會期施政總質詢4月7日落幕，民進黨團總召柯建銘說，「行政院長陳建仁的表現，比我們預期得更好。」陳建仁面對國會監督的表現如何，朝野評價不一，但總質詢期間，絕大多數民進黨立委的質詢時間「自動減半」，且常以書面質詢替代口頭質詢，國民黨團總召曾銘宗就批評，執政黨立委「棄守」質詢台，自我閹割權力，讓人懷疑是刻意放水、護航陳建仁。 , https://udn.com/news/story/6656/7085632?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:28:05 , udn , MLB／真假「鱒魚」同場開砲擊墜藍鳥 大谷3支1敲二壘打 , https://udn.com/news/story/6999/7085708?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:28:16 , udn , 「神鱒」楚奧特（Mike Trout）一棒當英雄，今天在第5局敲出逆轉三分砲，與他長相神似的瑞佛洛（Hunter Ren... , https://udn.com/news/story/6999/7085708?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:28:36 , udn , 加油要快 中油：明起汽、柴油各調漲0.6元、0.1元 , https://udn.com/news/story/7238/7085704?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:28:47 , udn , 台灣中油宣布，明（10）日凌晨零時起汽、柴油各調漲0.6元及0.1元，參考零售價格分別為92無鉛汽油每公升29.5元、9... , https://udn.com/news/story/7238/7085704?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:29:07 , udn , 台北男酒駕自撞分隔島 背「3條通緝」拒檢逃逸警遭拖行 , https://udn.com/news/story/7321/7085703?from=udn-ch1_breaknews-1-0-news
2023-04-09 12:29:18 , udn , 尤姓男子日前酒駕上路，卻失控自撞分隔島，警方獲報到場，見他有明顯酒氣，喚醒他要求熄火受檢，孰料他卻倒車逃逸，執勤警員不慎... , https://udn.com/news/story/7321/7085703?from=udn-ch1_breaknews-1-0-news
