2023-03-05 00:14:13 , udn , UBA／複賽8強落幕 世新送給衛冕軍政大2連敗 , https://udn.com/news/story/7003/7009542?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:35:25 , udn , 陳建仁：沒有要「下架」全動法修法 收集意見更完整 , https://udn.com/news/story/6656/7010003?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:35:35 , udn , 預告修「全民防衛動員準備法」連日來引發爭議，還差一點影響民進黨南投立委補選選情，行政院長陳建仁今天表示，全動法是各民主國... , https://udn.com/news/story/6656/7010003?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:35:51 , udn , 麗晶精品「春祭購物節」Bar Impromptu品味私房下酒菜 , https://udn.com/news/story/7270/7010011?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:36:01 , udn , 麗晶精品將在3月15日至3月26日展開「春祭購物節」，多款獨家珠寶、時尚行頭、星級美饌與精品伴手禮，為主顧客備妥各項春季... , https://udn.com/news/story/7270/7010011?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:36:22 , udn , 屏東縣中小聯運 田徑場多處補丁 體發中心：場地安全 , https://udn.com/news/story/7327/7010009?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:36:32 , udn , 屏東縣中小學聯合運動會3日到5日，在縣立田徑場等地展開，屏東縣議員黃明賢接獲反映，田徑場上有多處補丁，憂影響比賽場地安全... , https://udn.com/news/story/7327/7010009?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:38:53 , udn , 疫情緩繳貸款6月結束 王鴻薇籲金管會再延長 , https://udn.com/news/story/7239/7010012?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:39:03 , udn , 因應疫情，金管會先前協調國內各銀行，對於受疫情影響還款的客戶，針對房貸、車貸等個人金融產品提供緩繳或展延3到6個月等措施... , https://udn.com/news/story/7239/7010012?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:40:59 , udn , 大立光2月營收25.65億元 月減21% , https://udn.com/news/story/7251/7009981?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:41:09 , udn , 大立光（3008）公布2月合併營收25.65億元，月減21%，年減2%，為四年來單月新低；累計今年前二月合併營收58.2... , https://udn.com/news/story/7251/7009981?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:44:51 , udn , NBA／以衛少境遇為例 里拉德揭留守波特蘭不轉隊原因 , https://udn.com/news/story/7002/7009996?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:45:01 , udn , 在大牌球星頻繁透過交易、自由市場轉隊的現在，里拉德（Damian Lillard）已成為「一人守一城」的代表，卻也讓外界猜測，如果他離開波特蘭的話，是否早已戴上冠軍戒指。近日，里拉德在受訪時分享了他長 , https://udn.com/news/story/7002/7009996?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:45:22 , udn , 兒吵著買抱枕卻嚇到閃尿喊「想回家」 網勸買：不乖放床上 , https://udn.com/news/story/120912/7009952?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:45:32 , udn , 不少人睡覺習慣抱著抱枕，日前有女網友的兒子吵著要買「療癒抱枕」陪睡，卻看到貨架上的外星人娃娃「奇卡」，嚇到直呼「想回家，不買了」，對此許多網友也傻眼「什麼詭異的抱枕」，但也有人表示「會買這個酷東西」。 , https://udn.com/news/story/120912/7009952?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:47:52 , udn , 影／台中輕熟女逆向撞轎車2次 無辜車主憂：她還載小孩 , https://udn.com/news/story/7320/7010020?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:48:03 , udn , 台中市黃姓女子在昨天凌晨騎機車載小孩，行經北屯區時，因不明原因，逆向衝撞停等紅燈的轎車，撞了2次後，才騎車離開，警方透過... , https://udn.com/news/story/7320/7010020?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:50:51 , udn , 疫後經濟活絡 餐飲零售缺工多 北市19家企業釋836職缺 , https://udn.com/news/story/7323/7010027?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:51:02 , udn , 為加快求職求才媒合效率，台北市勞動局就業服務處3月7日到3月9日邀請19家國內知名餐飲、門市零售、居家照服業、金融科技服... , https://udn.com/news/story/7323/7010027?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:51:22 , udn , 補選監票部隊有系統的密錄？ 蔡培慧今再籲：正視查辦 , https://udn.com/news/story/7321/7010026?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:51:33 , udn , 南投立委補選，民進黨蔡培慧勝選，今謝票。針對昨天有投開票所出現監票部隊，蔡培慧呼籲檢警調正視查辦。對於縣長許淑華提醒，別... , https://udn.com/news/story/7321/7010026?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:52:23 , udn , 雪橇犬被打造成「阿拉斯驢」！牠氣到一路瘋狂抱怨：把我帥氣外表還來 , https://udn.com/news/story/7470/7010015?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:52:34 , udn , 狗狗剃毛就像人類剪頭髮一樣，弄不好看也是會生氣的。一隻阿拉斯加雪橇犬因毛髮髒亂長蟲，被帶去寵物美容，結果剃成一隻驢的模樣，氣得牠瘋狂抱怨。 , https://udn.com/news/story/7470/7010015?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:52:56 , udn , 大決鬥！ 蝦皮店到店鐵捲門對上請勿停車拒馬...竟然輸了 , https://udn.com/news/story/7326/7010002?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:53:50 , udn , NBA／詹皇缺陣後尋覓控衛人手 傳湖人有意試訓華克 , https://udn.com/news/story/7002/7010022?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:54:01 , udn , 在當家球星詹姆斯（LeBron James）因右腳肌腱傷勢將缺席一段時間的情況下，湖人隊現階段正在考慮引進一名控衛，來協助進攻組織的工作。根據《Lakers Daily》記者杜威（Peter Dewe , https://udn.com/news/story/7002/7010022?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:56:51 , udn , 打靶戰備 內政部：替代役男增「輔助軍事勤務」新使命 , https://udn.com/news/story/10930/7010031?from=udn-ch1_breaknews-1-0-news
2023-03-05 11:57:02 , udn , 內政部表示，因應全球戰略情勢變化，替代役制度配合兵役結構調整，將賦增替代役「輔助軍事勤務」新使命，納入全民防衛動員體系，... , https://udn.com/news/story/10930/7010031?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:02:51 , udn , 旱情擴大 台中霧峰1千8百公頃農田輪灌 , https://udn.com/news/story/7266/7010048?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:03:02 , udn , 雨下的少，農業用水傳出吃緊，農田水利署南投管理處霧峰站今證實，霧峰地區約1千8百公頃農田已試行輪灌，農田實施分區供水。 , https://udn.com/news/story/7266/7010048?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:03:22 , udn , 大媽硬擠搶位逼走2女 事後冒出1句話惹公憤 , https://udn.com/news/story/7335/7009997?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:03:32 , udn , 搭地鐵無座位，也不用搶位吧？有大陸女生於小紅書發文表示，搭地鐵時座位爆滿，但有大媽竟然「插縫坐人邊上」，把左邊後生女擠走後，再叫丈夫坐下把右邊的後生女也擠走。大媽「成功」後，更爆出一句離譜說話，引來網民公憤，「這波操作簡直看呆我」、「要我我就不讓」、「尊老，尊的是人，不是年齡」。 , https://udn.com/news/story/7335/7009997?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:03:53 , udn , WBC經典賽今台中熱身登場 中警設機動派出所協助 , https://udn.com/news/story/7325/7010049?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:04:03 , udn , WBC世界棒球經典賽在今、明兩天，在洲際棒球場舉辦熱身賽，正式賽事在8日登場，台中市第五警分局在比賽期間，在周邊四平路、... , https://udn.com/news/story/7325/7010049?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:04:24 , udn , 小海帶盛產季 快來北海岸品嘗 , https://udn.com/news/story/7323/7010046?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:04:34 , udn , 新北市東北角位在黑潮及大陸沿岸流兩大海流的交匯處，海洋野生動植物資源相當豐富，春季有萬里蟹、白帶魚、黑毛魚、白毛魚、小紫... , https://udn.com/news/story/7323/7010046?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:04:54 , udn , 與男友親熱…家人突回來趕快完事 媽隔天1句話令她超尷尬 , https://udn.com/news/story/7272/7010024?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:05:05 , udn , 在家與男友親熱，呻吟聲被突然回來的家人聽到是大型社死現場！台灣有女生於討論區發文分享，日前與男友在家親熱得正激烈、放聲呻吟之際，男友忽然停下，稱聽到房外有家人回來的聲音，更好像已回來了一段時間，她立即與男友趕快完事跑出家門，不敢面對家人。隔天她趕着出門上班時，媽媽突然說了句「呵，長大了」，她不禁聯想到媽媽是想回應昨天的事，超尷尬的她只能衝出門口。 , https://udn.com/news/story/7272/7010024?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:05:25 , udn , 歌仔戲國寶陳美雲過世 史哲：文化部將頒旌揚狀 表彰一生成就 , https://udn.com/news/story/7314/7010041?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:05:36 , udn , 「陳美雲歌劇團」團長陳美雲昨晚8時許因滑倒意外過世，享壽72歲。文化部長史哲在臉書表示，不捨與懷念，陳美雲老師。文化部將... , https://udn.com/news/story/7314/7010041?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:05:53 , udn , 黃喉貂現蹤南橫天池 遊客拍萌照志工忙淨山 , https://udn.com/news/story/7266/7010056?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:05:56 , udn , 賞花趁此 山上花園水道博物館櫻花接力綻放 , https://udn.com/news/story/7326/7010037?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:06:03 , udn , 台灣話稱作羌仔虎的黃喉貂，金黃毛色至全身從暗褐色、黑色乃至白色皆有，模樣極其可愛，在南橫山區常見群體遊竄玩耍，不時讓遊客... , https://udn.com/news/story/7266/7010056?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:06:07 , udn , 台南山上花園水道博物館河津櫻逐漸凋落，園區富士櫻及八重櫻開始綻放，院方說，雖然數量不如河津櫻的眾多，但一次可觀賞到三種不... , https://udn.com/news/story/7326/7010037?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:06:24 , udn , 彰化8旬嬤三輪車騎上中彰大橋迷途 台中熱心警助返家 , https://udn.com/news/story/7320/7010055?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:06:27 , udn , 南投勝選代表願意再給民進黨機會？陳建仁這樣回答 , https://udn.com/news/story/6656/7010039?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:06:34 , udn , 中彰大橋為聯絡台中龍井和彰化伸港的重要橋梁，住伸港的82歲黃姓老婦人昨天上午騎三輪車上中彰大橋後迷路，台中市警局烏日分局... , https://udn.com/news/story/7320/7010055?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:06:37 , udn , 南投立委補選昨天民進黨蔡培慧勝出，行政院長陳建仁表示，選舉結果代表行政團隊過去的努力得到認同，後續希望疫後預算能盡快通過... , https://udn.com/news/story/6656/7010039?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:06:55 , udn , 已購置11萬2千台平板 新北將再投1億買教學軟體 , https://udn.com/news/story/6885/7010054?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:06:58 , udn , 中科廣場回不去了！3月拆光還地 台中牛排館北屯重開幕 , https://udn.com/news/story/7325/7010036?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:07:05 , udn , 數位時代來臨，新北市教育局購置11萬2千台平板與教學軟體，並介接新北市親師生平台，讓學生用1個帳號就能使用128個軟體及... , https://udn.com/news/story/6885/7010054?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:07:08 , udn , 台中市西屯區原來的中科購物廣場熄燈，最近已拆除大半，地方居民、店家原本盼「起死回生」，台中市政府都市發展局表示，中科商圈... , https://udn.com/news/story/7325/7010036?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:07:29 , udn , 經典賽／迎賽事 台中雙新冠疫苗接種站免預約、天天打 , https://udn.com/news/story/7325/7010035?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:07:39 , udn , 2023WBC世界棒球經典賽睽違10年重返台中，8日到12日在台中洲際棒球場開打，為迎接10萬球迷，斥資4500萬元翻新... , https://udn.com/news/story/7325/7010035?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:07:59 , udn , 李克強告別作 一個時代結束 , https://udn.com/news/story/123410/7009994?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:08:10 , udn , 中國國務院總理李克強今天上午在人民大會堂做最後一次總理報告，政壇告別作只花1個小時。中共政壇將全為「習派」，曾被寄予改革... , https://udn.com/news/story/123410/7009994?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:08:52 , udn , 建交55周年 史瓦帝尼總理今下午率團訪台 , https://udn.com/news/story/6656/7010057?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:09:02 , udn , 友邦史瓦帝尼王國總理戴克禮應我國政府邀請，訂於3月5日下午率團抵台訪問，外交部表達誠摯歡迎。蔡英文總統及行政院院長陳建仁... , https://udn.com/news/story/6656/7010057?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:09:31 , udn , 疫後經濟活絡、餐飲零售缺工多 北市19家企業釋836職缺 , https://udn.com/news/story/7323/7010027?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:11:53 , udn , 高雄婦人自費化療病情加劇病逝醫院 家屬質疑院方有疏失 , https://udn.com/news/story/7266/7010065?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:12:03 , udn , 高雄52歲賴姓女子去年診斷出罹患乳癌，到某區域醫院自費接受化療，但僅服用第一劑，一周後病情急轉直下，緊急轉診至醫學中心治... , https://udn.com/news/story/7266/7010065?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:12:24 , udn , 陸將建1萬個以上的5G工廠 並加快6G的研發 , https://udn.com/news/story/7333/7010064?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:12:34 , udn , 大陸第十四屆全國人民代表大會第一次會議今天上午在人民大會堂開幕結束後舉行首場部長通道採訪活動，工業和資訊化部部長金壯龍表... , https://udn.com/news/story/7333/7010064?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:12:55 , udn , 基隆疫後郵輪首航 7日「雙輪會」有歡迎會、紀念小物 , https://udn.com/news/story/7266/7010067?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:13:05 , udn , 根據郵輪船期預報，今年將有72航次的國際郵輪到基隆，3月7日基隆港將出現「雙輪會」盛況，一艘是麗晶七海郵輪「七海探索者號... , https://udn.com/news/story/7266/7010067?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:13:25 , udn , NBA／前籃網雙星將正面對決 厄文、杜蘭特反應大不同 , https://udn.com/news/story/7002/7010040?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:13:26 , udn , 歌仔戲國寶陳美雲過世…史哲：文化部將頒旌揚狀 表彰一生成就 , https://udn.com/news/story/7314/7010041?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:13:36 , udn , 前籃網雙星厄文（Kyrie Irving）與杜蘭特（Kevin Durant）的交易案成為本季NBA重大事件之一，在分別前往獨行俠和太陽隊後，兩人將在明日迎來首次對陣，但和興奮的厄文相比，杜蘭特反應看 , https://udn.com/news/story/7002/7010040?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:13:44 , udn , 竹聯幫仁堂旭仁會首辦春酒 五星酒店席開85桌 , https://udn.com/news/story/7315/7009233?from=udn-catehotnews_ch2
2023-03-05 12:13:56 , udn , 李克強談2023年港澳政策：全面貫徹「一國兩制」 , https://udn.com/news/story/123410/7010033?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:14:07 , udn , 中國國務院總理李克強在政府工作報告表示，過去5年有關港澳工作取得新進展，包括實施港區國安法，深入推進粵港澳大灣區建設，展... , https://udn.com/news/story/123410/7010033?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:14:27 , udn , 乳房X光攝影車下鄉 台東辦婦女節健康篩檢抽獎 , https://udn.com/news/story/7328/7010014?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:14:38 , udn , 台東縣衛生局3月6至12日推出「38婦女節女人妳最大－婦女健康篩檢一起來」加碼送活動，乳房X光攝影巡迴車將前往達仁鄉等偏... , https://udn.com/news/story/7328/7010014?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:14:52 , udn , 透過作品對社會反思 桃園國中美術班畢業展3月登場 , https://udn.com/news/story/6898/7010073?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:15:02 , udn , 桃園國中36屆美術班畢業展「奇聞藝事」即起至3月12日在桃園市文化局2、3樓畫廊展出，這次展覽內容涵蓋西畫、書畫、版畫、... , https://udn.com/news/story/6898/7010073?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:17:51 , udn , 賴清德不靠網紅側翼勝選 綠委：民進黨沒有付錢的網軍 , https://udn.com/news/story/6656/7010082?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:18:01 , udn , 民進黨南投立委補選候選人蔡培慧昨天勝選，證明民進黨不靠網紅、側翼也能夠打贏選戰，民進黨立委王定宇今天表示，網路的世界跟實... , https://udn.com/news/story/6656/7010082?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:18:22 , udn , 台北飛洛杉磯新選擇 星宇航空4月底開航 , https://udn.com/news/story/7270/7010052?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:18:32 , udn , 星宇航空近日宣布台北－洛杉磯航線4月26日開航。這將提供旅客在原有華航、長榮的直飛航班之外新的選擇。 , https://udn.com/news/story/7270/7010052?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:18:53 , udn , 哪些問題可直接找物理治療？ 薛瑞元：不增不減、尊重現實 , https://udn.com/news/story/7266/7010076?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:19:03 , udn , 今年1月「物理治療師法」修法三讀通過，針對「非以疾病治療為目的」的服務，可不需醫囑，直接由物理治療師執行，引起復健科醫學... , https://udn.com/news/story/7266/7010076?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:19:23 , udn , 電梯寫可載7人！他不解「裡面6人卻超重」 內行人揭開真相 , https://udn.com/news/story/120911/7010034?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:19:34 , udn , 為了確保安全，幾乎每台電梯都會有「載重與人數上限」，假設超出負荷量，電梯就無法把門關上。然而，一名網友在網路上發文，透露電梯明明寫可以載7個人，而且當時裡面只有4個人，但他和朋友走進去後卻超重了，貼文曝光後也掀起討論。 , https://udn.com/news/story/120911/7010034?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:20:52 , udn , 張貴興赴紐約領取紐曼華語⽂學獎  「感謝台灣的支撐」 , https://udn.com/news/story/6904/7010086?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:21:02 , udn , 馬來西亞裔台籍作家張貴興昨赴紐約領取美國纽曼華語⽂學獎，他是楊牧、朱天心之後，第三位獲得此獎的台灣作家。 , https://udn.com/news/story/6904/7010086?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:21:23 , udn , 經典賽／先中華隊一步踏進洲際 林哲瑄讚場地大聯盟級 , https://udn.com/news/story/10785/7010085?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:21:33 , udn , 世界棒球經典賽今天進行官辦熱身賽，富邦悍將隊先中華隊一步踏進升格「大聯盟級」的洲際棒球場，具備大聯盟資歷的林哲瑄，掉進回... , https://udn.com/news/story/10785/7010085?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:21:54 , udn , 經典賽／荷蘭大聯盟級二游上菜 悍將打線也出爐 , https://udn.com/news/story/10785/7010087?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:22:04 , udn , 世界棒球經典賽官辦熱身賽今天開打，洲際球場由中職富邦悍將隊迎戰荷蘭國家隊，荷蘭隊波賈茲（Xander Bogaerts）... , https://udn.com/news/story/10785/7010087?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:23:51 , udn , 新北勞動教育學院開課 歡迎企業、勞資方報名 , https://udn.com/news/story/7323/7010101?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:24:01 , udn , 新北勞動教育學院將於4月12日開課，即日起陸續開放具有新北轄內企業、產業現任勞資會議代表者優先報名「勞資會議代表研習專班... , https://udn.com/news/story/7323/7010101?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:24:22 , udn , 蔡培慧贏回南投 趙怡翔分析勝選三要素 , https://udn.com/news/story/6656/7010100?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:24:32 , udn , 南投縣第二選區立委補選結果出爐，民進黨候選人蔡培慧勝選，成功將藍天翻轉綠地，令外界跌破眼鏡。對此，民進黨台北市議員趙怡翔... , https://udn.com/news/story/6656/7010100?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:26:52 , udn , 想進東大先抽對「父母扭蛋」？日本再掀私中熱 小一就進升學班 , https://udn.com/news/story/6812/7009315?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:27:03 , udn , 「進東大之前，我以為這裡的學生多是囊螢積雪，在艱困環境苦讀上來，結果並不是。」東京大學文學系四年級的F君家境不好，父親做多份日薪工，他上重考補習班時邊照顧罹癌母親、邊打工賺生活費。F發現東大幾乎沒有同學在為錢煩惱，才知道家庭財力左右一個孩子進頂尖大學的機會。 , https://udn.com/news/story/6812/7009315?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:27:23 , udn , 代理教師薪水只能仰望正式老師？ 這3縣市不用等轉正就能跳級加薪 , https://udn.com/news/story/6885/7010025?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:27:33 , udn , 代理教師聘期一國多制爭議，在桃園市長張善政開槍後，造成戲劇性翻轉，全國各縣市紛紛跟進，聘期總算要走向統一了，但代理教師薪水卻同島不同命，考不上正式老師，代理10年薪水還是原地踏步，唯獨這3縣市不用等轉正也能晉升10級，一個月多上萬元，代理越久薪資差距越大，其他縣市代理教師只有羨慕的份嗎？有代理教師不服提起釋憲。

台南市官田國小教師陳怡樺，曾當代課教師15年，力拚教甄，2019年考取正式教師，薪級也跳了好幾級，一下子薪水由4萬多跳到5萬多元，拿到碩士學位後，薪水將再增。

宜蘭去年有一位代理教師考上正式老師，過去她當代理教師的17年年資都計列，本來4萬多的薪水也幾乎翻倍，苦盡甘來。流浪教師拚教職，就算15年、17年，只要考得上一切都值得，但萬一考不上，薪水就是原地踏步。 , https://udn.com/news/story/6885/7010025?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:27:54 , udn , 貓咖啡廳60多隻店貓遭遺棄、糞便堆滿三層樓！老闆拿翹：領養一隻收8800元 , https://udn.com/news/story/7470/7010084?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:28:04 , udn , 無良貓咖業者！一間貓咖啡廳面臨倒閉，店內60多隻貓無人照顧，排泄物堆滿三層樓，生活環境險惡。動保志工前去協助處理，貪心的老闆竟拿翹稱欲領養還要收錢。 , https://udn.com/news/story/7470/7010084?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:28:25 , udn , 野保法將通盤檢討 林務局：確實應該要大修 並無草案版本 , https://udn.com/news/story/7470/7010102?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:28:35 , udn , 林務局在臉書粉專「林務局-森活情報站」表示，有動保團體指野生動物保育法草案版本大致出爐，林務局澄清，施行多年的野保法確實... , https://udn.com/news/story/7470/7010102?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:28:56 , udn , 全球最強護照換人！這國因吸引世界公民奪冠 台灣退至72 , https://udn.com/news/story/6809/7010107?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:29:06 , udn , 美國CNBC報導，根據一項新評選指數，阿拉伯聯合大公國（UAE）擠下盧森堡，成為全球最強護照。 , https://udn.com/news/story/6809/7010107?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:32:52 , udn , 台大醫院排名全球249名 薛瑞元猜可能是這原因 , https://udn.com/news/story/7266/7010123?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:33:03 , udn , 「Newsweek」與全球數據公司Statista每年公布「全球最佳醫院」排名，今年首度納入台灣醫院，共35家醫院上榜，... , https://udn.com/news/story/7266/7010123?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:33:23 , udn , 民間辦台灣228事件76紀念研討會 批蔣萬安歷史意識薄弱 , https://udn.com/news/story/6656/7010122?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:33:33 , udn , 台杏文教基金會今天在高雄舉辦「台灣二二八事件76紀念研討會-與大師對談」，邀學者李筱峰、陳芳明與許雪姬主講。1987年率... , https://udn.com/news/story/6656/7010122?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:33:54 , udn , 日本第一所教授台語的大學！ 國台圖語拓殖大學簽合作 , https://udn.com/news/story/6812/7010118?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:34:04 , udn , 台灣與日本的互動向來密切，雙方不只地理位置接近，也有深厚的歷史淵源，國立台灣圖書館近日與日本拓殖大學拓殖アーカイブズ事業... , https://udn.com/news/story/6812/7010118?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:34:25 , udn , 油漆工持刀闖弘光 押女職員進廁所「想操妳」二審重判 , https://udn.com/news/story/7321/7010119?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:34:35 , udn , 台中市彭姓男子是油漆工，去年持刀闖入弘光科大，強逼女職員到廁所內欲性侵，還稱「想操妳」，甚至搓揉女子胸部，幸女子脫困後求... , https://udn.com/news/story/7321/7010119?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:34:55 , udn , 影／新北又有轎車撞斑馬線行人 1對男女齊仰跌摔地送醫 , https://udn.com/news/story/7320/7010117?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:35:06 , udn , 葉姓男子開車行經路口左轉時，疑因前車擋住視線，撞上前方走斑馬線的一對男女。兩人被撞後，一起往後仰，倒在地上，所幸送醫後無... , https://udn.com/news/story/7320/7010117?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:35:54 , udn , T1聯盟／掰了拉佩塔 雲豹找拿酷當「魔獸」新隊友 , https://udn.com/news/story/7002/7010133?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:36:04 , udn , 不只有「魔獸」霍華德（Dwight Howard）和艾夫伯（Michael Efevberha）坐鎮，T1桃園永豐雲豹隊... , https://udn.com/news/story/7002/7010133?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:36:24 , udn , 嗨起來？高雄路口紅綠燈輪番狂閃 網笑翻：Super難衝還是不衝 , https://udn.com/news/story/7327/7010130?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:36:35 , udn , 高雄前鎮區中華五路和復興路口是交通要道，沿路有輕軌經過，有網友今天上午在臉書社團貼出一段影片，只見路口號誌燈不停閃爍，影... , https://udn.com/news/story/7327/7010130?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:38:53 , udn , 陸軍採購三廠微型無人機原型機 特戰部隊將接裝測評 , https://udn.com/news/story/10930/7010136?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:38:56 , udn , 影／新北又有轎車撞斑馬線行人 1對夫妻齊仰跌摔地送醫 , https://udn.com/news/story/7320/7010117?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:39:03 , udn , 陸軍耗資1042萬1340元預算，向國內三家廠商採購「微型無人機」的原型機，履約地點位於台中市和平區，研判是供陸軍特戰部... , https://udn.com/news/story/10930/7010136?from=udn-ch1_breaknews-1-0-news
2023-03-05 12:39:07 , udn , 葉姓男子開車行經路口左轉時，疑因前車擋住視線，撞上前方走斑馬線的一對夫妻。兩人被撞後，一起往後仰，倒在地上，所幸送醫後無... , https://udn.com/news/story/7320/7010117?from=udn-ch1_breaknews-1-0-news
