2023-03-29 00:11:30 , udn , 開箱百里侯／周春米首次參選就當上縣長 背後的男人是關鍵 , https://udn.com/news/story/6656/7063184?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:40:37 , udn , 愛普與Mobiveil攜手提供系統單晶片業者PSRAM解決方案 , https://udn.com/news/story/7240/7063765?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:40:37 , udn , 北市廣慈社宅住戶頻反映缺失 許淑華曝：常常有老鼠 , https://udn.com/news/story/7323/7063806?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:40:47 , udn , 客製化記憶體解決方案設計公司愛普（6531) 今日宣布與矽智財（SIP）、平台和IP設計服務供應商Mobiveil, I... , https://udn.com/news/story/7240/7063765?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:40:47 , udn , 北市廣慈社宅住戶陸續入住，台北市議員許淑華指出，都市發展局表示社宅入住初期，2個月前她在廣慈社宅召開第一次協調會，列出1... , https://udn.com/news/story/7323/7063806?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:41:08 , udn , 東非狒狒今解剖 農委會：積極調查死因 , https://udn.com/news/story/7324/7063792?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:41:18 , udn , 桃園狒狒前天不幸在誘捕過程中槍身亡，屍體昨交由台北市立動物園檢查。園方初步依外觀判斷，是雌性、東非狒狒，其左胸處及右背處... , https://udn.com/news/story/7324/7063792?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:41:38 , udn , 1年內急速升息！換屋族面臨高利率 預售交屋最有感 , https://udn.com/news/story/7239/7063758?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:41:39 , udn , 還沒開幕就結束！「東京醬油拉麵蘭丸林森店」頂讓 , https://udn.com/news/story/7270/7063789?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:41:48 , udn , 據聯徵中心最新資料，去年全年新增房貸借款人，若以年齡層區分，以30到40歲人數佔比35%最高，其次為40到50歲佔30%... , https://udn.com/news/story/7239/7063758?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:41:49 , udn , 拉麵迷們恐怕要失望了！已經裝潢完成的「鷹流東京醬油拉麵 蘭丸 林森南路店」，原被拉麵迷們充滿期待等候，但是近日店家於租屋... , https://udn.com/news/story/7270/7063789?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:42:00 , udn , 高雄掃墓防火宣導出奇招 4隻搜救犬扮神隊友吸粉 , https://udn.com/news/story/7320/7063807?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:42:10 , udn , 顏寬恒交重保／前對手被法辦 林靜儀：認真服務才是我目標 , https://udn.com/news/story/6656/7063790?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:42:11 , udn , 每到掃墓季節，公墓、雜草甚至山林火警一樁接一樁，常讓消防人員疲於奔命，高雄市消防局今年請出4隻搜救犬當宣導大使，參與拍攝... , https://udn.com/news/story/7320/7063807?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:42:20 , udn , 針對前立委顏寬恒因沙鹿豪宅違建案，昨天和妻子陳麗淩被檢調帶回，依偽造文書等罪嫌偵辦，凌晨兩人各以1千萬元、5百萬元交保。... , https://udn.com/news/story/6656/7063790?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:42:31 , udn , 影／量販店開賣澳洲雞蛋 限購2盒開賣1小時賣光 , https://udn.com/news/story/7270/7063797?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:42:40 , udn , 一帶一路使多國墜債務陷阱  北京跳腳稱潑髒水 , https://udn.com/news/story/7331/7063730?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:42:42 , udn , 家樂福北部（彰化以北）量販於今天3月29日陸續上架冷藏進口雞蛋，共2款規格，600g/12入售價79元，700g/12入... , https://udn.com/news/story/7270/7063797?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:42:51 , udn , 據國際間金融機構等發布的報告，由中共領導人習近平背書，迄今將屆滿10年的「一帶一路倡議」，使諸多參與其中的國家墜入債務陷... , https://udn.com/news/story/7331/7063730?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:43:52 , udn , 文化部預計６月６日起，透過app發放18至21歲青年1200元文化禮金。文化部長史哲今赴立院業務報告，立委萬美玲... , https://udn.com/news/story/7266/7063781?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:44:59 , udn , 汽車隔熱紙透光度納管 王國材：3個月內提法規修正 , https://udn.com/news/story/7314/7063732?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:45:09 , udn , 時代力量立委邱顯智今天說，台灣針對汽車隔熱紙透光度的檢測方法採目測法，與國際作法不同，考量交通安全，應改用透光率等，而且... , https://udn.com/news/story/7314/7063732?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:45:30 , udn , 2023台北花節「城市花毯」落幕 鄰里領取花卉再利用讓台北遍地開花 , https://udn.com/news/story/7323/7063814?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:45:40 , udn , 2023台北花節「城市花毯」圓滿落幕，台北市觀光傳播局昨(28)日開放台北表演藝術中心周圍之鄰里領取「城市花毯」花卉並再... , https://udn.com/news/story/7323/7063814?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:46:01 , udn , 馬祖島民何去何從？他看戰地馬祖的過去與未來 , https://udn.com/news/story/7327/7063813?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:46:11 , udn , 本書英文版出版時，我就當面致謝過：將島嶼抬高到國際學術界的高度，金門有宋怡明（Michael Szonyi），馬祖有林瑋嬪。我特別喜歡林瑋嬪在書中不斷還原馬祖人的諺語，那是我常常聽外婆妙語如珠，卻苦無能力精確標註的常民智慧。此外，我也很滿足於馬祖生活的細節...... , https://udn.com/news/story/7327/7063813?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:46:32 , udn , 全方位升級！雲林農漁畜冷鏈 從區域物流中心到特色產業冷鏈加工廠 , https://udn.com/news/story/7326/7063812?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:46:42 , udn , 「談冷鏈必須從農業整體談起，因為更大的層面，我們是在談食安、減碳和永續。」雲林縣農業處處長魏勝德開宗明義道出雲林冷鏈的視野。 , https://udn.com/news/story/7326/7063812?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:47:03 , udn , 鼓起勇氣揭露被霸凌憂鬱過往 男友提分手：你有病，跟你在一起很丟臉！ , https://udn.com/news/story/121721/7063724?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:47:07 , udn , 沒有阿里的日子裡...馬雲這一年低調忙著研究鮪魚和糧食 , https://udn.com/news/story/7333/7063786?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:47:13 , udn , 被霸凌，是誰的錯？美髮師Bella高中時因被霸凌排擠，試圖吞藥輕生甚至染上憂鬱症，長大後她鼓起勇氣揭露過往，不料論及婚嫁的男友卻逃跑了「你有病，跟你在一起很丟臉！」Bella接受全台最大女性健身社群「有肌勵」專訪，分享這段過往破碎的生命經歷，及如何將脆弱轉為愛的連結，轉化為正向力量與見證的奮鬥歷程。 , https://udn.com/news/story/121721/7063724?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:47:17 , udn , 他曾經是一家科技巨頭的老闆，現在他正在研究魚和稻米。 , https://udn.com/news/story/7333/7063786?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:47:45 , udn , Gogolook通過上市案 創新板再添生力軍 , https://udn.com/news/story/7251/7063764?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:47:56 , udn , 臺灣創新板再+1！證交所昨(28)日董事會決議通過Gogolook走著瞧（6902）上市申請，是第五家通過審查的創新板個... , https://udn.com/news/story/7251/7063764?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:48:02 , udn , NBA／2023年名人堂成員出爐！波波維奇、女助教哈蒙成亮點 , https://udn.com/news/story/7002/7063727?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:48:04 , udn , 運價調漲了！ 北北基計程車4月1日起上車變85元 , https://udn.com/news/story/7266/7063803?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:48:12 , udn , 2023年NBA名人堂最新成員出爐，包含「閃電俠」韋德（Dwyane Wade）、「德國坦克」諾維茨基（Dirk Nowitzki）、馬刺總教練波波維奇（Gregg Popovich）及前NBA女助教 , https://udn.com/news/story/7002/7063727?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:48:33 , udn , 進口蛋今上架！家樂福全台246家超市店洗選蛋稍晚開賣 , https://udn.com/news/story/122475/7063820?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:48:43 , udn , 家樂福今開賣進口雞蛋，量販店早上就鋪貨，內湖店早上8點多就有顧客在門口等待，大約9:30正式開賣，開賣後大約1小時幾乎全... , https://udn.com/news/story/122475/7063820?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:49:04 , udn , 當紅女演員父親欠稅418萬元 脫產拒繳被拘提管收 , https://udn.com/news/story/7321/7063821?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:49:14 , udn , 彰化縣一家冷凍肉品批發公司滯欠營利事業所得稅、營業稅418萬餘元未繳，76歲的公司陳姓負責人還數度脫產，被法院管收。據傳... , https://udn.com/news/story/7321/7063821?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:49:35 , udn , 雞排一片終於漲破100！名店哀「成本沒法度」 網喊：見證歷史 , https://udn.com/news/story/120912/7063580?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:49:39 , udn , 開心慶祝兒童節  4/1-5這些地方設籍北市學童有優惠 , https://udn.com/news/story/7266/7063771?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:49:45 , udn , 通貨膨脹持續影響民生經濟，日常用品漲價讓民眾很有感！昨天一間雞排名店貼出公告，指因為成本考量，不得不調漲雞排和雞米花的價錢，也導致一片雞排的價格來到「100元」的三位數字。有網友哀嚎「買不下去」，但也有人表示會繼續支持店家。 , https://udn.com/news/story/120912/7063580?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:49:50 , udn , 4月，兒童最大。4月1日至5日連假期間，設籍台北市的6歲以上、未滿12歲學童，持數位學生證或兒童優惠卡及臨櫃購買兒童票，... , https://udn.com/news/story/7266/7063771?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:50:06 , udn , 40年靜脈曲張這手術根除 醫師提醒不處理恐併發這疾病 , https://udn.com/news/story/7266/7063819?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:50:16 , udn , 1名80歲廖姓老翁患有靜脈曲張宿疾已40年，近年蚯蚓般蜿蜒的靜脈曲張血管不僅持續增長、更往大腿及小腿蔓延盤踞，夜晚頻繁抽... , https://udn.com/news/story/7266/7063819?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:50:37 , udn , 致伸推出可與亞馬遜Sidewalk配合使用的新型智能門鎖 , https://udn.com/news/story/122659/7063817?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:50:47 , udn , 致伸（4915）宣布推出可與亞馬遜Sidewalk配合使用的新型Woody智能門鎖，致伸表示，Woody智能門鎖是一款支... , https://udn.com/news/story/122659/7063817?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:51:00 , udn , 日職／曾征戰大聯盟 前央聯三冠王山口俊宣布退休 , https://udn.com/news/story/7001/7063794?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:51:10 , udn , 方於2020年登上MLB、前年回到日本職棒效力，曾成為投手三冠王的山口俊在日前宣布退役，結束16年職棒生涯。

山口俊於2005年被橫濱隊以第一指名選入，生涯初期大多以後援身分登場，2014年後逐 , https://udn.com/news/story/7001/7063794?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:51:31 , udn , 台鐵債務負擔勞資無共識 王國材：解決後公司化沒問題 , https://udn.com/news/story/7266/7063833?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:51:41 , udn , 台鐵邁向公司化，預計明年1月掛牌。交通部長王國材表示，償債基金財源是唯一尚待解決問題，會加緊腳步處理，目前與台鐵工會未達... , https://udn.com/news/story/7266/7063833?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:52:02 , udn , 陸客團人多阻街  港府介入化解矛盾 , https://udn.com/news/story/7332/7063759?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:52:08 , udn , 致伸推出低功耗邊緣運算人工智慧門鎖 , https://udn.com/news/story/122659/7063811?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:52:12 , udn , 香港與中國大陸恢復正常通關後，近月來大批大陸旅客來港遊玩，其中團客卻引起「阻街」問題，令人擔心又再引起兩地矛盾，有關機構... , https://udn.com/news/story/7332/7063759?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:52:19 , udn , 致伸科技（4915） 今（29）日在ISC West展會上宣布其新款高精度3D人工智慧臉部識別的智能門鎖”WallE-S... , https://udn.com/news/story/122659/7063811?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:53:59 , udn , 民法擬刪除父母懲戒條款 國教盟調查逾七成家長反對修法 , https://udn.com/news/story/6885/7063850?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:54:10 , udn , 法務部日前公告民法1085條修法草案，擬修正父母懲戒條款，不得對子女為身心暴力行為。國教行動聯盟今天公布修法意見民調，有... , https://udn.com/news/story/6885/7063850?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:54:30 , udn , 利空出盡？星宇航空每股淨值剩3.26元、股價連漲兩天 , https://udn.com/news/story/7254/7063841?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:54:40 , udn , 星宇航空去年每股虧損3.47元，估算每股淨值只剩3.26元，董事會通過不配發股利，但是消息傳出後，星宇股價連兩天上漲，今... , https://udn.com/news/story/7254/7063841?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:55:01 , udn , 查作票嫌疑！蘇清泉提告8名選務人員 未來追加到60人 , https://udn.com/news/story/7321/7063842?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:55:11 , udn , 國民黨蘇清泉去年在屏東縣縣長選舉以1萬多票之差敗選，蘇清泉質疑選務不公，向屏東地院提出民事選舉無效、當選無效之訴，法院審... , https://udn.com/news/story/7321/7063842?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:55:32 , udn , 伴娘把婚禮當伸展台「借新娘室化妝、不滿禮服要求退」 新娘氣炸：結婚是照妖鏡 , https://udn.com/news/story/120911/7063693?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:55:42 , udn , 清明連假高雄哪裡最塞？ 車流預測看這裡 , https://udn.com/news/story/7266/7063805?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:55:42 , udn , 不少人在婚禮上會邀請好友當伴娘，但親友們要好好配合才能讓婚禮圓滿結束。一名網友在婚宴邀請了多年好友當伴娘，但好友卻不斷探問妝髮的事、藉新娘休息室化妝，甚至還不滿意伴娘服並要求退貨，令她相當傻眼直呼，「結婚真的是一面照妖鏡」。 , https://udn.com/news/story/120911/7063693?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:56:03 , udn , 自稱華爾街金童 EXP ASSET集團吸金數千萬 4高層百萬交保 , https://udn.com/news/story/7321/7063835?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:56:13 , udn , 自稱全球第一家區塊鏈資產保險平台的「EXP ASSET」集團，其亞洲負責人陳佳誠、台灣區負責人毛奕捷，涉嫌於2018、2... , https://udn.com/news/story/7321/7063835?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:58:36 , udn , 房價凹陷區？三重近半年預售成交單價新北最高 , https://udn.com/news/story/7241/7063824?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:58:46 , udn , 新北市地政局公布近半年預售屋實價登錄案件，交易熱區分別為三重區、淡水區、土城區、板橋區、新莊區、林口區、五股區、新店區、... , https://udn.com/news/story/7241/7063824?from=udn-ch1_breaknews-1-0-news
2023-03-29 11:59:59 , udn , 彰化南瑤宮笨港進香 明年起都要潦溪橫渡濁水溪 , https://udn.com/news/story/7325/7063861?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:00:10 , udn , 彰化市南瑤宮今年笨港進香活動，將從4月30日起到5月5日展開為期7天6夜的「徒步百年古香路」之旅，今年是由老二媽、興二媽... , https://udn.com/news/story/7325/7063861?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:00:30 , udn , 「孫東寶導入行動支付」打響第一砲！悠遊卡、悠遊付獨家上線 , https://udn.com/news/story/7239/7063856?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:00:41 , udn , 台灣的夜市美食中，牛排絕對是CP值最高的選擇，在鐵板上滋滋作響的肉排讓饕客忍不住食指大動，全台共有118家門市的孫東寶是... , https://udn.com/news/story/7239/7063856?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:02:33 , udn , 創新板新板再+1 Gogolook走著瞧下半年上市 , https://udn.com/news/story/7254/7063840?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:03:00 , udn , 高雄水情明轉橙燈 桶裝水及瓶裝水銷量悄悄多2成 , https://udn.com/news/story/7266/7063874?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:03:11 , udn , 高雄市水情燈號明天轉橙燈，針對工業及非工業用水大戶，及游泳、洗車、水療等業者展開減量供水措施，暫不影響一般市民日常用水，... , https://udn.com/news/story/7266/7063874?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:03:31 , udn , 他曝日本iPhone 14 Pro Max超殺價格「買回台發大財」 網點2關鍵狂酸別肖想 , https://udn.com/news/story/7098/7063859?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:03:42 , udn , 不少產品可能因各國定價或是匯差因素，會吸引台灣人出國「撿便宜」。一名網友意圖想從日本帶數支蘋果（Apple）的iPhone回來台灣賣，詢問網友是否可以賺大錢，被眾人吐槽「有賺頭商人早回來轉賣了」。 , https://udn.com/news/story/7098/7063859?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:04:02 , udn , 普發6000元想幫長輩代領？財長：可透過郵局領現 , https://udn.com/news/story/123271/7063870?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:04:13 , udn , 全民期待普發現金6,000元，有民眾關心能否幫長輩代領？財政部長莊翠雲今（29）日表示，登記入帳、ATM領現方式可幫未滿... , https://udn.com/news/story/123271/7063870?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:05:34 , udn , 嘉市景觀杉池乾涸煞風景 林鐵文資處：放水曝曬明注水 , https://udn.com/news/story/7326/7063852?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:05:44 , udn , 水情嚴峻，阿里山腳下嘉義人俗稱景觀「杉池」，位在嘉市文化局音樂廳旁，是日治時期營林所經營的製材工場貯木池，最近乾涸，池底... , https://udn.com/news/story/7326/7063852?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:05:59 , udn , 馬英九向南京大屠殺紀念館遇難同胞獻花致祭 , https://udn.com/news/story/123435/7063890?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:06:10 , udn , 馬英九前總統於廿九日上午赴南京侵華日軍江東門遇難同胞紀念館參觀，除了參觀陳列的展品外，先敬獻花籃，默哀，向死難者獻花。馬... , https://udn.com/news/story/123435/7063890?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:06:30 , udn , 解蛋荒調降雞蛋關稅？財長莊翠雲：會在物價小組討論 , https://udn.com/news/story/7238/7063888?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:06:37 , udn , 進口蛋今上架1小時搶光！家樂福全台246家超市店洗選蛋稍晚開賣 , https://udn.com/news/story/122475/7063820?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:06:40 , udn , 蛋價上漲，農委會啟動雞蛋專案進口措施到年底，對於是否可能調降雞蛋關稅？財政部長莊翠雲今（29）日表示，有討論過，但尚未決... , https://udn.com/news/story/7238/7063888?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:07:01 , udn , 竹市今辦春祭追悼陣亡將士與公殞官兵 高虹安首任主祭 , https://udn.com/news/story/7324/7063889?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:07:11 , udn , 清明節前夕，新竹市今天在新竹市軍人忠靈祠舉行春祭陣亡將士暨公殞官兵追悼會，由市長高虹安首度擔任主祭，多位議員致祭，地區各... , https://udn.com/news/story/7324/7063889?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:07:32 , udn , 「薪」酸！  30歲以下勞工去年均薪3.4萬 只比前年多684元 , https://udn.com/news/story/7269/7063886?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:07:42 , udn , 面對萬物齊漲，青年勞工好「薪」酸。勞動部今公布15歲到29歲青年就業狀況調查指出，2022年青年勞工現職工作均薪為3萬4... , https://udn.com/news/story/7269/7063886?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:08:03 , udn , 翁章梁過敏右臉紅腫出席春祭典禮 祭祀過程簡單隆重 , https://udn.com/news/story/7326/7063884?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:08:13 , udn , 嘉義縣長翁章梁今早頂著右臉紅腫，到嘉義縣軍人忠靈祠參加春祭典禮，翁章梁手舉清香祭拜、獻果，對國家先烈忠靈表達敬意，並向榮... , https://udn.com/news/story/7326/7063884?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:08:34 , udn , 顏寬恒交重保／漏夜偵訊千萬交保  林靜儀：地方要乾淨清廉 , https://udn.com/news/story/7325/7063882?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:08:44 , udn , 國民黨前立委顏寬恒疑似涉及台中市沙鹿區豪宅違建案，台中地檢署今天諭知以新台幣1000萬元交保，民進黨立委林靜儀表示，尊重... , https://udn.com/news/story/7325/7063882?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:09:00 , udn , 指導教授神隱系所要開協調會 台大訂師生拆夥善後機制 , https://udn.com/news/story/6885/7063908?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:09:10 , udn , 國立台灣大學近日修正通過「論文指導教授與研究生互動準則」，增列若指導教授「失聯兩個月」為可申請召開協調會議的條件，協調會... , https://udn.com/news/story/6885/7063908?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:09:31 , udn , 全聯雙北地區門市開賣進口蛋！南港旗艦店民眾排隊「搶蛋」約10分鐘賣光 , https://udn.com/news/story/7270/7063902?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:09:41 , udn , 新一批進口蛋來了！全聯雙北地區門市今天（3月29日）陸續開賣常溫美國進口蛋，每盒10顆售價68元、每人限購2盒，各門市上... , https://udn.com/news/story/7270/7063902?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:10:02 , udn , 長輩臥病在床怎麼領6000元 ? 郵局領現可「下對上」代領 , https://udn.com/news/story/123271/7063905?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:10:12 , udn , 普發現金6000元，能幫長輩代領嗎？財政部長莊翠雲今天表示，「登記入帳」及「ATM領現」兩種方式僅能「上對下」幫未滿13... , https://udn.com/news/story/123271/7063905?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:10:33 , udn , NBA／勇士格林又爆氣了！連續與鵜鶘球員發生衝突 , https://udn.com/news/story/7002/7063823?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:10:43 , udn , 西區第7的勇士與第8的鵜鶘今天正面對決，在如此關鍵的賽事中，雙方球員脾氣都相當火爆。其中勇士前鋒格林（Draymond Green）再度暴怒，他先和英格倫（Brandon Ingram）起衝突，再和瓊 , https://udn.com/news/story/7002/7063823?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:11:04 , udn , 蔡總統至忠烈祠向革命先烈致敬 中午啟程出訪中美洲 , https://udn.com/news/story/6656/7063901?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:11:14 , udn , 蔡英文總統今天早上至台北市圓山國民革命忠烈祠參加「中華民國112年向先祖暨忠烈殉職人員致祭典禮」，蔡總統擔任主祭，副總統... , https://udn.com/news/story/6656/7063901?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:11:35 , udn , 警察超勤加班費比基本工資低　立委促警勤加給調升15％ , https://udn.com/news/story/6656/7063904?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:11:45 , udn , 警察加班費計算基準並未納入警勤加給，初任員警每小時的加班費僅有169.91元，遠低於現在的基本時薪176元，民進黨立委蔡... , https://udn.com/news/story/6656/7063904?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:12:36 , udn , 叫Uber Eats卻由同事買單 男盜刷360元判3月 , https://udn.com/news/story/7321/7063896?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:12:46 , udn , 37歲陳姓男子去年間出借自己Uber Eats帳號密號，提供李姓同事綁定其信用卡後再叫外送消費，隨後變更帳密，使李無法登... , https://udn.com/news/story/7321/7063896?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:13:07 , udn , 高雄女賊穿戴幸運色行竊 招財「KITTY貓」反招警察上門 , https://udn.com/news/story/7320/7063897?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:13:17 , udn , 高雄市旗山區50多歲外籍幫傭上午在雇主家中，發現一頭戴HELLO KITTY藍色安全帽的陌生女子在房內翻找東西，嚇得她驚... , https://udn.com/news/story/7320/7063897?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:14:08 , udn , 解蛋荒「調降雞蛋關稅」？財長莊翠雲：會在物價小組討論 , https://udn.com/news/story/122475/7063888?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:14:39 , udn , 電價漲！雙鐵票價也跟漲？王美花：目前雙鐵沒漲價規劃 , https://udn.com/news/story/7238/7063894?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:14:49 , udn , 4月起電價漲，用電大戶漲幅大，立委關切電價調漲衝擊台鐵、高鐵營運成本，後續恐加重票價調漲壓力。對此，經濟部長王美花今（2... , https://udn.com/news/story/7238/7063894?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:21:02 , udn , 打火沒空吃飯...台南企業今起提供肉包給消防人員享用 , https://udn.com/news/story/7320/7063967?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:21:12 , udn , 消防人員深入火場滅火救人，相當辛苦，台南在地企業「克林台包」店，深知消防人員救火的辛勞，總經理劉音岑決定今天起每天8點至... , https://udn.com/news/story/7320/7063967?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:21:33 , udn , 買「20斤蛋只要1200」！他曝光來源勸別排隊當盤子：中盤商賺到買跑車 , https://udn.com/news/story/122475/7063618?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:21:43 , udn , 全台鬧蛋荒導致蛋價高漲，為防止缺蛋狀況持續惡化，進口雞蛋今（29）天起陸續在各通路正式上架，提供消費者採購。有民眾透露本身有認識的雞蛋中盤商，販售一大籃20斤的雞蛋只要1200元，直言「缺蛋是假，漲價是真」，呼籲消費者短時間內買不到蛋能忍則忍，千萬「別去當盤子」。 , https://udn.com/news/story/122475/7063618?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:22:04 , udn , 勞動節高鐵加開44班次列車 3/31開放購票 , https://udn.com/news/story/7266/7063952?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:22:14 , udn , 2023年勞動節，勞工朋友們可享有三天連續假期，台灣高鐵（2633）自4月28日（五）至5月2日（二）規劃為期5天的勞動... , https://udn.com/news/story/7266/7063952?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:22:35 , udn , 北捷貓纜學童免費搭 兒童新樂園、小巨蛋推專屬優惠 , https://udn.com/news/story/7323/7063958?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:22:45 , udn , 兒童節連假即將到來，4月日至4月5日，設籍在台北市，且6歲以上、未滿12歲的學童，可免費搭乘台北捷運與貓空纜車，小巨蛋冰... , https://udn.com/news/story/7323/7063958?from=udn-ch1_breaknews-1-0-news
2023-03-29 12:23:06 , udn , 顏寬恒交重保／質疑淪政治打手 台中地檢：無政治考量 , https://udn.com/news/story/7321/7063953?from=udn-ch1_breaknews-1-0-news
