2023-04-27 00:03:01 , udn , 烏克蘭任命前戰略產業部長為新任駐中大使 , https://udn.com/news/story/122663/7125747?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:00:08 , udn , 日本新一代選擇談戀愛甚至結婚的年輕人漸少，各婚姻介紹所都攪盡腦汁，增加相親的適婚男女參加者數量。而當中有調查表示，原來日本女性的擇偶條件有變，愈來愈能接受沉遊TV Game、動畫的御宅族男性。宅男有4個重要原因，令女性覺得很適合與他成家立室，將下半生交給對方照顧。 , https://udn.com/news/story/7272/7126400?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:00:20 , udn , 高雄百公斤通緝犯跑給警察追 跳溪想逃因乾旱反害自己受傷 , https://udn.com/news/story/7320/7126595?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:00:29 , udn , 他不爽討債簡訊被「已讀不回」 2刀刺心殺人判關13年定讞 , https://udn.com/news/story/7321/7126566?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:00:31 , udn , 高雄陳姓通緝犯昨天深夜11時許載著女友出門，碰到警方盤查時陳男卻丟下女友轉頭就跑，隨後跳入約5公尺的典寶溪床，重摔在乾涸... , https://udn.com/news/story/7320/7126595?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:00:39 , udn , 男子張華邦去年傳簡訊向吳姓男子討債，嗆「信不信我捅你2刀」等，卻被已讀不回；張事後在街頭巧遇吳，雙方拉扯扭打，張拿刀猛刺... , https://udn.com/news/story/7321/7126566?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:00:52 , udn , 改善產業缺工 勞動部砸10億推動5大措施 , https://udn.com/news/story/7314/7126596?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:01:02 , udn , 行政院長陳建仁今在院會聽取勞動部「疫後改善缺工擴大就業方案」報告。為改善疫後產業復甦所形成的缺工現象，勞動部規畫從「獎勵... , https://udn.com/news/story/7314/7126596?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:01:23 , udn , 桃園第4選區綠營立委初選 鄭運鵬出線 , https://udn.com/news/story/6656/7126597?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:01:34 , udn , 民進黨今天公布桃園市第1選區（蘆竹、龜山、桃園區15里）昨晚進行的初選民調結果，現任立委鄭運鵬以30.52％支持度拔得頭... , https://udn.com/news/story/6656/7126597?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:01:54 , udn , 鍋鏟火烤到高溫狠燙生殖器 他被疑黑吃黑活活遭虐死 , https://udn.com/news/story/7321/7126593?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:02:01 , udn , 年輕人自柬埔寨獲救回台卻遭恐嚇 涉案至尊盟尊優會長落網 , https://udn.com/news/story/7315/7126550?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:02:05 , udn , 台中張姓、蔡姓、邱姓及董姓男子參與賭博集團，其主管懷疑另名康姓同夥黑吃黑吞掉款項，4人受指示逼問康資金流向並壓去汽車旅館... , https://udn.com/news/story/7321/7126593?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:02:26 , udn , 侯友宜宣布 明年1月1日成立新北市體育局 , https://udn.com/news/story/7323/7126590?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:02:36 , udn , 新北市今日總質詢第一天，國民黨團提出增設體育局建議，認為新北應該更重視體育培養、全民健康，目前的體育處已不足以因應體育發... , https://udn.com/news/story/7323/7126590?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:02:57 , udn , 賴清德為批國民黨精神分裂道歉 李彥秀：他才腦袋不清 , https://udn.com/news/story/123307/7126586?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:03:07 , udn , 副總統暨民進黨主席賴清德日前批評國民黨國家認同是「精神分裂」，昨（26）日晚間為此公開道歉。國民黨立法院黨團今日上午舉行... , https://udn.com/news/story/123307/7126586?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:03:23 , udn , 韓國OTT將進軍台灣 史哲呼籲電信業者投資台灣內容產業 , https://udn.com/news/story/7266/7126599?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:03:28 , udn , 先季後賽再例行賽 黃暐瀚 ：誰害了侯友宜？ , https://udn.com/news/story/6656/7126588?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:03:34 , udn , 立法院教育及文化委員會今天審查《公共電視法》，邀請文化部長史哲、公視董事長胡元輝等出席，針對民進黨立委張廖萬堅主張，中華... , https://udn.com/news/story/7266/7126599?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:03:38 , udn , 新北市議會國民黨團發動人數優勢，將六月份的新北市政總質詢提前到今天開始，政治評論員黃暐瀚認為，這種先打季後賽再打例行賽的... , https://udn.com/news/story/6656/7126588?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:03:55 , udn , 影／面對選戰整合問題 侯友宜：同心齊力、一起努力 , https://udn.com/news/story/6656/7126598?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:03:59 , udn , 一場大火燒了調查局最大辦公室 更燒出內控內稽大問題 , https://udn.com/news/story/6656/7126587?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:04:05 , udn , 國民黨2024總統大選提名備受關注，在新北市長侯友宜表態願意接受徵召後，新北市議會也因此將巿府總質詢提前，以利侯友宜來面... , https://udn.com/news/story/6656/7126598?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:04:09 , udn , 調查局本部24日晚間發生大火，雖然消防隊到場後15分鐘就滅火，但熊熊烈火不僅燒毀資通安全處偵辦科辦公室，更燒出與情治監控相關的諸多傳言。儘管調查局多次強調，相關電子資料均有備份，不影響工作運行，但因為起火地點專辦境外敵對勢力假訊息及反駭客作戰，樓上更是調查局高層辦公室，更讓各界懷疑事件可能不單純，一起大火所引發的危機，為何比火勢本身更大？是有人刻意為之或調查局內部的內控內稽出了哪些問題？ , https://udn.com/news/story/6656/7126587?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:05:01 , udn , 改善缺工！勞動部投入10億元擴大補貼、估增2萬名勞工就業 , https://udn.com/news/story/7269/7126577?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:05:11 , udn , 行政院長陳建仁今（27）日在行政院會聽取勞動部「疫後改善缺工擴大就業方案」報告。勞動部表示，為改善疫後產業復甦所形成的缺... , https://udn.com/news/story/7269/7126577?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:06:23 , udn , 顏寬恒被以貪汙罪起訴 藍委：剛登記就出事太巧 , https://udn.com/news/story/6656/7126631?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:06:33 , udn , 國民黨前立委顏寬恒昨（26）日遭台中地檢署起訴，他喊冤，強調他被政治迫害，他無罪。法務部長蔡清祥今表示，這是純粹的法律案... , https://udn.com/news/story/6656/7126631?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:06:37 , udn , 台男涉掐死馬籍女大生、出庭認錯辯加工自殺 法院裁延押2月 , https://udn.com/news/story/7321/7126530?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:06:54 , udn , 羅文嘉被控原住民保留地蓋民宿 原民會：沒有不法事實 , https://udn.com/news/story/6656/7126620?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:07:04 , udn , 台灣民眾黨立委陳琬惠日前指控，民進黨前秘書長羅文嘉知法玩法，在原住民保留地蓋豪宅經營民宿，原民會副主委鍾興華今天表示，從... , https://udn.com/news/story/6656/7126620?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:07:08 , udn , 選前遭起訴顏寬恆喊政治迫害 綠委批「別用選舉當遮羞布」 , https://udn.com/news/story/122555/7126532?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:07:25 , udn , 00878受益人數破百萬…投資人瘋高股息ETF！ 他：這並不是一個好現象 , https://udn.com/news/story/123006/7126445?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:07:30 , udn , 總質詢提前如「先季後賽再例行賽」 黃暐瀚：誰害了侯友宜？ , https://udn.com/news/story/123307/7126588?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:07:35 , udn , 台灣股民似乎對高息型ETF真的非常青睞，而且最好還要多次配息，外加收益平準金機制。從早期的0056到近期成長速度驚人的00878，然後00713改季配息之後，受益人數快速增加，不斷證明高息型ETF的人氣有多暢旺。 , https://udn.com/news/story/123006/7126445?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:07:56 , udn , 微信就是「超級應用程式」！ 從訂票、稅務申請到診療 嵌入式金融留住用戶 , https://udn.com/news/story/121591/7126569?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:08:06 , udn , 超級應用程式（Super APP）可作為預測嵌入式金融的未來發展時的參考。所謂的超級應用程式是指將智慧型手機上常用的應用程式，如訊息、社群媒體、支付、匯款、叫計程車、預定航班和飯店以及電子商務等等… , https://udn.com/news/story/121591/7126569?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:09:22 , udn , 影╱首次同時拍到黑洞吸積流和噴流 中研院研究登國際期刊 , https://udn.com/news/story/6885/7126585?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:09:32 , udn , 隨著科學研究規模及難度提升，跨國合作已成天文觀測研究趨勢。中央研究院天文及天文物理研究所與數個國際研究團隊合作，使用新的... , https://udn.com/news/story/6885/7126585?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:09:53 , udn , 漢諾威拖延再保理賠防疫險  黃天牧表示產險公會將協助釐清三大疑點 , https://udn.com/news/story/7239/7126635?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:10:03 , udn , 國際再保公司漢諾威何時才給國內承保的四家產險公司再保理賠，成為今日財委會質詢的焦點。對此，金管會主委黃天牧指出，對方有三... , https://udn.com/news/story/7239/7126635?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:10:24 , udn , 小聯盟苦熬13季1155戰 海盜33歲菜鳥不再是幻影球員 , https://udn.com/news/story/6999/7126639?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:10:34 , udn , 海盜隊今天在匹茲堡主場以8：1擊敗道奇隊，3連戰前兩戰扳平戰局，33歲菜鳥球員馬吉（Drew Maggi）終於完成登上大... , https://udn.com/news/story/6999/7126639?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:10:55 , udn , 資安外洩頻傳 民眾黨團籲儘速推動修正草案 , https://udn.com/news/story/6656/7126638?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:11:05 , udn , 國內資安外洩事件頻傳，民眾黨團今天舉行記者會，指去年10月爆出全國戶役政資料被公然放在國外網站販售，至今仍沒有查明外流單... , https://udn.com/news/story/6656/7126638?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:12:22 , udn , 時力：國民黨提名遭起訴候選人 成為黑金政客產地溫床 , https://udn.com/news/story/6656/7126648?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:12:32 , udn , 時代力量發言人余佳蒨今天表示，國民黨前立委顏寬恒昨天遭到起訴，國民黨台中市黨部竟然聲稱「候選人遭起訴也不會影響黨內的提名... , https://udn.com/news/story/6656/7126648?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:12:53 , udn , NBA／桃色風波後首對外發聲 火箭新帥尤多卡：事情已解決 , https://udn.com/news/story/7002/7126629?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:13:03 , udn , 火箭今天為新任總教練尤多卡（Ime Udoka）舉辦記者會，這是尤多卡因桃色風波離開塞爾蒂克後，首度對外發聲。

「我現在仍對此事感到懊悔，我花了很多時間反省並鍛鍊自己，這將讓我成為更好的教練及領 , https://udn.com/news/story/7002/7126629?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:13:24 , udn , MLB／藤浪轉後援首次對大谷 翔平敲安占上風 , https://udn.com/news/story/6999/7126646?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:13:34 , udn , 藤浪對決大谷的「同梯對決」在今天第2度上演，天使隊對運動家隊之戰，轉任後援投手的藤浪晉太郎在6局下登板，大谷翔平則是該局... , https://udn.com/news/story/6999/7126646?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:13:55 , udn , 侯沒提過認同九二共識？ 朱：國民黨秉持九二共識精神 , https://udn.com/news/story/6656/7126645?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:14:06 , udn , 辜汪會談30週年，國民黨主席朱立倫今被記者問到，海基會在記者會上都沒有提到九二共識，但新北市長侯友宜也沒有提過認同九二共... , https://udn.com/news/story/6656/7126645?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:15:22 , udn , 影／童醫院職災職能復健專責醫院揭牌 服務台中海線20萬名勞工 , https://udn.com/news/story/7269/7126661?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:15:31 , udn , 桃園第4選區綠營立委初選 鄭運鵬30.52％出線 , https://udn.com/news/story/123475/7126597?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:15:33 , udn , 童綜合醫院獲勞動部認可成為「職災職能復健專責醫院」，今天揭牌，該醫院去年7月成立職災職能復健中心，已協助30名因職業傷害... , https://udn.com/news/story/7269/7126661?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:15:53 , udn , 調查局惡火燒了什麼？ 蔡清祥：沒有大陸資安犯罪資料遭破壞 , https://udn.com/news/story/7320/7126658?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:16:04 , udn , 法務部調查局本月24日深夜發生大火，惡火燒燬什麼機密資料？外界傳聞不斷；法務部長蔡清祥今天表示，辦案的資料均有備分，備援... , https://udn.com/news/story/7320/7126658?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:16:25 , udn , 控川普30年前性侵 美作家：至今仍感受當時痛苦 , https://udn.com/news/story/6813/7126656?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:16:35 , udn , 美國專欄作家卡洛爾（E. Jean Carroll）今天在民事訴訟審判中表示，前總統川普30年前性侵她，讓她感到「羞愧」... , https://udn.com/news/story/6813/7126656?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:16:56 , udn , 普發現金不敵升息漲電價 4月消費信心指數終止連3升 , https://udn.com/news/story/7238/7126653?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:17:06 , udn , 中央大學台經中心今天公布4月消費者信心指數（CCI）為63.18點，月減1.29點，終止連續3個月走揚。中央大學台經中心... , https://udn.com/news/story/7238/7126653?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:17:27 , udn , 登山女神曾格爾勾搭富商人夫陳坤保 正宮加告4罪 , https://udn.com/news/story/7321/7126650?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:17:37 , udn , 「登山女神」曾格爾與已婚富商陳坤保泡湯開房間，遭陳妻岳啟儒求償200萬元，兩女接連隔空喊話，引發外界熱烈討論。岳女透過律... , https://udn.com/news/story/7321/7126650?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:18:21 , udn , 中華化周漲幅逾40%領軍特用化學股 價量齊揚 , https://udn.com/news/story/7240/7126671?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:18:31 , udn , 特用化學近期表現亮眼，受惠切入電子製程，今（27）日延續近期好表現，中華化（1727）及日勝化攻高漲停，其餘永光、三福化... , https://udn.com/news/story/7240/7126671?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:18:52 , udn , 白話財經EP108｜景氣燈號持續低迷 經濟何時能有轉機？ , https://udn.com/news/story/7238/7126668?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:19:02 , udn , 從去年下半年至今，國內景氣燈號持續低迷，市場都在關注到底何時能夠重新找回動力。本集邀請中央經濟系教授吳大任為聽眾分析景氣低迷的成因，還有何時能出現回溫的契機。 , https://udn.com/news/story/7238/7126668?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:19:53 , udn , 邊牧嘗試牧羊「血脈覺醒大失敗」一臉懵嚇到尿出來 反被小羊放牧秒跌落神壇 , https://udn.com/news/story/7470/7126633?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:20:00 , udn , 4月CCI指數由升轉跌 「二政策」負面影響已衝擊內需 , https://udn.com/news/story/7238/7126644?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:20:04 , udn , 邊境牧羊犬的智商相當高，不過牠們也有跌落神壇的時候。一名飼主為了讓自家邊牧血脈覺醒，帶了一隻小羊打算讓他試著牧羊，結果沒想到邊牧滿臉呆滯，最後甚至還被小羊反過來放牧，讓飼主相當哭笑不得。 , https://udn.com/news/story/7470/7126633?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:20:11 , udn , 中央大學台灣經濟發展研究中心今（27）日公布2023年4月消費者信心指數（CCI）調查結果。4月CCI總指數為63.18... , https://udn.com/news/story/7238/7126644?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:20:35 , udn , 桃園第一選區綠營立委初選 鄭運鵬30.52％出線 , https://udn.com/news/story/123475/7126597?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:21:02 , udn , 漢諾威拖延再保理賠防疫險  黃天牧：產險公會將協助釐清三大疑點 , https://udn.com/news/story/7239/7126635?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:21:22 , udn , 竹北「天坑」吞沒1輛特斯拉 楊文科：建案工地勒令停工 , https://udn.com/news/story/7324/7126683?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:21:33 , udn , 新竹竹北「天坑」再現。竹北市莊敬六街今天早上出現大洞，一輛特斯拉掉進洞內，引發熱議，據了解，一旁緊鄰「豐采520」建案，... , https://udn.com/news/story/7324/7126683?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:21:53 , udn , 外交官冤死 應曉薇控巴西駐外處長貪瀆 與倒閉廠商簽40萬美金合約 , https://udn.com/news/story/6656/7126680?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:22:04 , udn , 我駐巴西聖保羅辦事處組長王之化3月於住處墜樓亡，家屬控訴生前被要求核銷不明款項、遭職場霸凌等，北市議員應曉薇今再爆料，處... , https://udn.com/news/story/6656/7126680?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:22:24 , udn , 拚綠色競爭力 宏英工業領跑塑膠地磚碳足跡標章 , https://udn.com/news/story/7241/7126207?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:22:35 , udn , 當氣候變遷成了整個地球最巨大的威脅之一，未來企業的競爭力，不在規模，也不在價格，而是積極的減碳作為。 , https://udn.com/news/story/7241/7126207?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:22:35 , udn , 國內ESG推動進入下一階段 證期局局長：從五大面向出發 , https://udn.com/news/story/7239/7126627?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:22:46 , udn , ESG越發成為投資人在審視企業治理的一項重要指標，政府也在這部分持續跟進鼓勵，金管會證期局副局長高晶萍表示，政府推動ES... , https://udn.com/news/story/7239/7126627?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:24:00 , udn , 侯友宜沒提過認同九二共識？ 朱立倫：國民黨秉持此精神 , https://udn.com/news/story/123307/7126645?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:24:08 , udn , 影／個資外洩不能忍 民眾黨籲速修訂資通法 , https://udn.com/news/story/6656/7126623?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:24:18 , udn , 去年爆出國內戶役政資料被公然放上國外網站販售，至今無法確定外流單位，民眾黨立委邱臣遠、吳欣盈和陳琬惠今呼籲政府補足法規缺... , https://udn.com/news/story/6656/7126623?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:24:21 , udn , 游淑慧就黨員意見戰李彥秀 李德維：黨提名要尊重黨員 , https://udn.com/news/story/6656/7126697?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:24:31 , udn , 4月25日國民黨進行港湖區立委協調會，爭取提名的台北市議員游淑慧昨在網路節目專訪中表示，台北市議員李彥秀陣營說沒有要黨員... , https://udn.com/news/story/6656/7126697?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:24:52 , udn , 健保將檢討800項指示用藥 石崇良：兒童用藥優先保留 , https://udn.com/news/story/7266/7126692?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:25:02 , udn , 衛福部昨上午召開全民健康保險會，邀請健保署就藥費管控策略進行檢討，而111年度國內藥價占健保總額約800多億，當中20億... , https://udn.com/news/story/7266/7126692?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:25:09 , udn , 台股籌碼現隱憂 「資減券增」趨勢顯示賣壓加重 , https://udn.com/news/story/7239/7126621?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:25:20 , udn , 儘管昨（26）日台股在市場神祕買盤進場神救援，加上政府基金持續護持，使得台股由黑翻紅小漲收市，暫免持續破底的危機，今日則... , https://udn.com/news/story/7239/7126621?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:25:23 , udn , 瓜地馬拉總統賈麥岱結束訪台行程 吳釗燮送機 , https://udn.com/news/story/6656/7126581?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:25:33 , udn , 瓜地馬拉總統賈麥岱24日率團來台進行國是訪問，今天上午結束行程搭機離台，並由外交部長吳釗燮送機，賈麥岱未於國賓門發表談話... , https://udn.com/news/story/6656/7126581?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:25:54 , udn , 台九線光復鄉小客車擦撞休旅車 8旬老翁無照駕駛傷重不治 , https://udn.com/news/story/7320/7126689?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:26:04 , udn , 花蓮一名83歲黃姓老翁今天清晨5時許駕駛白色小客車，行經台九線光復鄉中興路與林森路口要左轉，與對向的白色直行休旅車發生擦... , https://udn.com/news/story/7320/7126689?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:26:25 , udn , 台鐵386列次大改點 10萬本時刻表「印錯」出包 , https://udn.com/news/story/7266/7126682?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:26:36 , udn , 台鐵26日起調整時刻表，386列次列車時刻異動，台鐵局印製10萬本冊本式時刻表，25日起在各大車站提供旅客免費索取，但有... , https://udn.com/news/story/7266/7126682?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:27:22 , udn , 影／竹北天坑吃掉特斯拉 車主衰喊：上個月才剛交車 , https://udn.com/news/story/7320/7126716?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:27:32 , udn , 今天早上11點多，特斯拉已經吊掛到路面，可見特斯拉左側車身與車頭毀損、後照鏡壞掉，板金也有凹陷，擋風玻璃還有蜘蛛網裂痕，... , https://udn.com/news/story/7320/7126716?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:27:53 , udn , 大直人準備開動！「忠泰NOKE」注目度最高餐飲陣容出列 , https://udn.com/news/story/7270/7126702?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:28:03 , udn , 大直商圈除了美麗華可逛，又加入了全新策展型商場「NOKE忠泰樂生活」將於4/29試營運，全館95家品牌中，又以差異化最高... , https://udn.com/news/story/7270/7126702?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:28:24 , udn , 2千萬蓋溜冰場 才兩個月裂損嚴重 簡直「體無完膚」 , https://udn.com/news/story/7324/7126704?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:28:34 , udn , 苗栗縣政府斥資近2000萬元在頭份市六合國小分校預定地規畫改善的綜合運動場，不料開幕啟用2個月，溜冰場的外圈地面就出現嚴... , https://udn.com/news/story/7324/7126704?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:28:55 , udn , 美孤立俄國波及全球 陸乘機拉攏南方世界 , https://udn.com/news/story/6809/7126000?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:29:06 , udn , 俄烏戰爭發展至今，有可能成為美國和中國大陸國際影響力分水嶺。英國金融時報首席外交事務專欄作家拉克曼（Gideon Rachman）指出，全球南方世界不滿美國和西方國家對俄實施制裁，卻製造食物和能源價格飛漲等問題；也有人擔心在與美方有關的地緣政治爭端站錯邊，其美元資產有可能像俄國一樣被凍結，這使大陸乘機鼓吹多用人民幣進行貿易。 , https://udn.com/news/story/6809/7126000?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:29:26 , udn , 影／顏寬恒遭檢方起訴喊政治迫害 蔡清祥：純粹的法律案件 , https://udn.com/news/story/122555/7126699?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:29:37 , udn , 國民黨前立委顏寬恒因涉及房屋假買賣、竊占國土與詐領助理費等案遭檢方起訴，顏寬恒指控這是對他個人參選的迫害，法務部長蔡清祥... , https://udn.com/news/story/122555/7126699?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:30:22 , udn , 哪些農產品可能受到大陸進口影響？ 農委會指這原因暫不公開 , https://udn.com/news/story/7266/7126727?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:30:33 , udn , 中國大陸4月12日起對我國展開貿易壁壘調查，農委會將產品分為三類，盤點受影響相關的項目一共有1066項，可能受影響的超過... , https://udn.com/news/story/7266/7126727?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:30:54 , udn , 逼上班族買保時捷還不能分期！謝國樑批中央蓋基捷淪空談 , https://udn.com/news/story/7328/7126721?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:31:04 , udn , 基隆捷運基隆分攤額度從17億暴增3倍至近54億，引發爭議未歇，昨又傳出將再增至61億。基隆市長謝國樑今天再批中央，「硬要... , https://udn.com/news/story/7328/7126721?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:31:25 , udn , 很恐慌！竹北天坑竟塌5次 住戶怒：已塌到家門口了 , https://udn.com/news/story/7324/7126723?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:31:35 , udn , 新竹竹北天坑再現，這次竟是特斯拉遭殃，整輛車被天坑吞食掉進洞，對面的社區有400戶、近3千人，蔡姓主委與幾位住戶出面怒批... , https://udn.com/news/story/7324/7126723?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:31:56 , udn , MLB／延續連28局無失分 賈倫飆12K：狀況不好 , https://udn.com/news/story/6999/7126722?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:32:06 , udn , 響尾蛇隊今天以2：0擊敗皇家隊，陣中王牌投手賈倫（Zac Gallen）更演出6.1局無失分、12次三振的好投，將個人連... , https://udn.com/news/story/6999/7126722?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:32:27 , udn , 國軍授勳暨授階典禮 蔡總統：讓中華民國國軍更精實 , https://udn.com/news/story/10930/7126720?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:32:37 , udn , 蔡英文總統今天上午主持國軍重要高階幹部授勳暨授階典禮，頒授勳章表彰參謀總長陳寶餘及國防部軍備副部長王信龍，感謝他們任內對... , https://udn.com/news/story/10930/7126720?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:33:01 , udn , 外交官冤死 應曉薇爆：巴西駐外處長貪瀆 與倒閉廠商簽40萬美金合約 , https://udn.com/news/story/6656/7126680?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:35:04 , udn , 影／童綜合醫院職災職能復健專責醫院揭牌 服務台中海線20萬名勞工 , https://udn.com/news/story/7269/7126661?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:39:22 , udn , 侯友宜宣布 新北清潔隊員夜點費調升50% , https://udn.com/news/story/7323/7126760?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:39:33 , udn , 新北市議會今日總質詢，國民黨團認為新北清潔隊員相當辛苦，清運量是台北市的5倍，夜間鐘點費卻只有80元，遠低於台北市的20... , https://udn.com/news/story/7323/7126760?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:39:53 , udn , 普發現金領取人數今將破2000萬 陳建仁鼓勵全民多消費 , https://udn.com/news/story/123271/7126756?from=udn-ch1_breaknews-1-0-news
2023-04-27 12:40:04 , udn , 全民普發6000元從4月起陸續入帳，行政院長陳建仁今天在行政院會表示，領取人數在今、明二日即將突破2000萬人，等於近9... , https://udn.com/news/story/123271/7126756?from=udn-ch1_breaknews-1-0-news
