2023-03-26 00:23:28 , udn , 初選暗樁之亂終結 藍剔除徐巧芯、費鴻泰之外4人資格 , https://udn.com/news/story/6656/7056865?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:47:49 , udn , 綠委指88槍主嫌是藍營輔選大將 國民黨不要出事神切割 , https://udn.com/news/story/7321/7057186?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:48:00 , udn , 民進黨立委郭國文今天表示，台南學甲88槍擊案的主嫌王文宗，過去擔任前總統馬英九、國民黨主席朱立倫後援會的會長，去年更大力... , https://udn.com/news/story/7321/7057186?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:48:20 , udn , 台灣「吃到飽」風潮 外國飯店業者從不解到擁抱 , https://udn.com/news/story/7266/7057153?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:48:31 , udn , 來台35年、「老外」飯店高層柯雷蒙不只說著一口流利中文，還愛吃鹹酥雞、逛夜市，他從不解到擁抱台灣「吃到飽」文化，也因為台... , https://udn.com/news/story/7266/7057153?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:48:51 , udn , 盧秀燕枇杷節活動致詞 他搶過麥克風讚「最好的總統人選！」 , https://udn.com/news/story/6656/7057181?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:49:01 , udn , 台中市長盧秀燕上午參加太平區的枇杷節活動時，區農會總幹事余文欽在她致詞後搶過麥克風說，目前黨內盧秀燕看起來是最好的總統人... , https://udn.com/news/story/6656/7057181?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:49:22 , udn , 國民黨世代交替雙北結盟？ 劉哲彰盼與徐弘庭並肩作戰 , https://udn.com/news/story/6656/7057176?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:49:32 , udn , 2024立委選戰，國民黨湧世代交替浪潮，新北市新店區已經連任四屆議員的劉哲彰，也登記參加黨內立委初選，將要挑戰已經七連霸... , https://udn.com/news/story/6656/7057176?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:50:23 , udn , 亞洲黑熊「長出滿背鱗片」變種穿山甲？遊客直擊曝心酸真相 , https://udn.com/news/story/7470/7057168?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:50:34 , udn , 有遊客在動物園看到奇怪的的黑熊，後背的毛呈現一塊一塊的岩石狀，像是長出鱗片一樣，讓人看了覺得奇妙又覺得牠們很可憐。 , https://udn.com/news/story/7470/7057168?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:50:50 , udn , 巴西總統因流感延遲訪華 陸外交部：祝他早日康復 , https://udn.com/news/story/7333/7057188?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:51:00 , udn , 巴西總統魯拉原訂率領「史詩級豪華代表團」於3月26日至31日對中國進行國事訪問，不料卻在行前傳出魯拉因感染A型流感病毒並... , https://udn.com/news/story/7333/7057188?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:51:21 , udn , 國內外旅行正夯 北市旅遊類消費爭議3月累積270件 , https://udn.com/news/story/7323/7057187?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:51:31 , udn , 隨著疫情減緩、國境開放，民眾開始出國旅遊。不過北市法務局今發布消費資訊，公布2023年第一季，已受理270件旅遊類消費申... , https://udn.com/news/story/7323/7057187?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:53:48 , udn , 春雷再出現機率低、雨勢趨緩 大雨特報限縮4縣市山區 , https://udn.com/news/story/7266/7057195?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:53:59 , udn , 今年春雷遲到，第一波春雷昨日乍響。中央氣象局表示，今天對流相對不明顯，春雷要再出現機率不高；今日台中、南投、嘉義及花蓮山... , https://udn.com/news/story/7266/7057195?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:54:19 , udn , 影/狒狒現蹤鎖定楊梅新屋空屋 加派2組人馬抓酷跑健將 , https://udn.com/news/story/7324/7057194?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:54:30 , udn , 桃園狒狒脫逃逾15天，被網友喻為「酷跑健將」的狒狒昨天現身楊梅區富岡後，至今未再現蹤跡，市府農業局今天一早加派2組人馬在... , https://udn.com/news/story/7324/7057194?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:54:50 , udn , 宏都拉斯斷交 黃偉哲：大陸奧步只會讓台灣更反感 , https://udn.com/news/story/6656/7057190?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:55:00 , udn , 中美洲國家宏都拉斯新總統卡蕬楚(Xiomara Castro)執意與中國發展外交關係，外交部今天宣布與索國斷交，台南市長... , https://udn.com/news/story/6656/7057190?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:56:58 , udn , 影／八旬婦中彰投迷途16小時 報里長名露線索找到回家路 , https://udn.com/news/story/7320/7057197?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:57:08 , udn , 彰化市八旬王姓婦人近日想到台中訪友，騎單車卻一路迷途到南投水里，騎了12小時到了台中找到親友，但要返家時，又在台中迷途4... , https://udn.com/news/story/7320/7057197?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:57:29 , udn , 隔壁情侶「床戰嗨翻」難入眠 她展開報復：遭投訴房間鬧鬼 , https://udn.com/news/story/120912/7057105?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:57:39 , udn , 千金難買早知道，萬金難買好鄰居，有女網友發文抱怨，隔壁住了一對情侶，夜晚「為愛鼓掌」的音量太大，吵得她難以入眠。為了報復，竟上成人網站模擬叫聲一個禮拜，卻遭鄰居貼符咒、投訴房間鬧鬼，有網友就建議她放大悲咒也有用。 , https://udn.com/news/story/120912/7057105?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:58:00 , udn , 為何費鴻泰年近7旬還要參選立法委員？ 吳子嘉曝背後真相 , https://udn.com/news/story/123307/7057150?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:58:10 , udn , 國民黨台北市立委第一階段（第3、7、8選區）黨內初選登記日前截止，第7選區（信義、南松山）現任立委費鴻泰和議員徐巧芯的激烈競爭也引發各界關注。對此，有網友指出「為何費鴻泰年近7旬還要選立委？」《美麗島電子報》董事長吳子嘉表示，費鴻泰比我們更愛台灣。 , https://udn.com/news/story/123307/7057150?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:59:32 , udn , 虎頭山掩埋場火警靠它！防清明掃墓引火 消防出動神器 , https://udn.com/news/story/7320/7057189?from=udn-ch1_breaknews-1-0-news
2023-03-26 11:59:42 , udn , 清明節將至，桃園市消防局第一大隊轄內三月以來雜草公墓火警頻傳；其中龜山分隊日前打滅虎頭山掩埋場火警，今在龜山幸福社區第一... , https://udn.com/news/story/7320/7057189?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:02:58 , udn , 央視快報：大陸宣布與宏都拉斯建立外交關系 , https://udn.com/news/story/7333/7057207?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:03:08 , udn , 根據大陸央視新聞約11時30分快報，中國大陸26日與宏都拉斯建立外交關係。 , https://udn.com/news/story/7333/7057207?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:03:29 , udn , 屏東富統占地600多坪工廠失火 延燒12小時損失慘重 , https://udn.com/news/story/7320/7057205?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:03:39 , udn , 屏東縣萬丹鄉富統公司一間肉品加工廠25日晚間8點傳出火警，火光照亮夜空，濃煙直竄天際，消防獲報派遣13隊前往搶救，火勢於... , https://udn.com/news/story/7320/7057205?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:04:00 , udn , 邁阿密名人賽／詹家姊妹合體擊敗第4種子 晉級16強 , https://udn.com/news/story/7005/7057185?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:04:10 , udn , WTA邁阿密網球賽，台灣「詹家姊妹」詹詠然、詹皓晴以6比3、7比6擊敗大會第4種子的美國、荷蘭組合，順利闖進16強，這也... , https://udn.com/news/story/7005/7057185?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:08:59 , udn , 台新女子路跑首度移師高雄  謝千鶴10公里組輕鬆奪冠 , https://udn.com/news/story/7327/7057211?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:09:10 , udn , 2023台新女子路跑首度移師高雄，吸引近3000名女孩熱情參與，其中釋出200個名額邀請高雄長庚、高醫等院第一線醫護參加... , https://udn.com/news/story/7327/7057211?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:09:30 , udn , 美國龍捲風強襲釀26死 8人躲冷藏庫幸運生還 , https://udn.com/news/story/6813/7057200?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:09:41 , udn , 強烈風暴徹夜襲擊美國密西西比州在當地釀25死，阿拉巴馬州另有1人罹難，數百棟建築夷為平地，且引發了至少1起致命龍捲風。搜... , https://udn.com/news/story/6813/7057200?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:10:01 , udn , 央視快報：大陸宣布與宏都拉斯建立外交關係 , https://udn.com/news/story/7331/7057207?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:11:58 , udn , 進口蛋快上架了 蛋價可能持續凍漲？ 下午揭曉 , https://udn.com/news/story/7266/7057220?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:12:08 , udn , 全台缺蛋問題持續延燒，國內黑市漲翻天，雞蛋缺口仍大，中華民國蛋價督導委員會原預計本周再調漲蛋價3元，農委會近期將有進口蛋... , https://udn.com/news/story/7266/7057220?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:14:59 , udn , NBA／約柯奇力壓希臘怪物 金塊痛宰公鹿勇奪第50勝 , https://udn.com/news/story/7002/7057218?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:15:10 , udn , 先前6戰苦吞5敗陷入亂流甚至一度遭受質疑的金塊，今天主場迎戰聯盟龍頭公鹿完全展現問鼎聯盟之巔的強悍戰力。

前兩節與對手火力互轟的金塊，下半場攻守全面碾壓，轟出66比40的巨大攻勢，一口氣擊潰公鹿 , https://udn.com/news/story/7002/7057218?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:15:30 , udn , 台宏斷交陳以信譴責中共 請蔡英文道歉、吳釗燮下台 , https://udn.com/news/story/6656/7057246?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:15:41 , udn , 宏都拉斯與中華民國斷交，國民黨立委陳以信表示令人遺憾，中共不斷掠奪中華民國邦交國，不僅無視中華民國存在，對兩岸關係更是重... , https://udn.com/news/story/6656/7057246?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:16:01 , udn , 利嘉千年老樟樹被「開膛破肚」 依然挺立成保育活教材 , https://udn.com/news/story/7328/7057240?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:16:12 , udn , 台東利嘉林道有棵千年牛樟，樹幹粗壯約需10人環抱，多年前山老鼠將樹幹鋸空盜採牛樟菇，一度讓人憂心老樹能否續活，然至今不僅... , https://udn.com/news/story/7328/7057240?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:16:33 , udn , 身背9案通緝男見警閃爍 謊報胞兄證號仍逃不過被逮命運 , https://udn.com/news/story/7321/7057237?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:16:43 , udn , 新北市海山警分局文聖所警員王韋堯昨傍晚5時許，巡邏行經萬安街巷弄時，盤查一名郭姓男子時，他起初謊報胞兄身份證號，警員當場... , https://udn.com/news/story/7321/7057237?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:17:03 , udn , 5米巨蟒卡馬桶！女子崩潰求助 捕蛇人1招KO , https://udn.com/news/story/7470/7057212?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:17:14 , udn , 廁所突然冒出蛇頭，實在嚇壞人！泰國1名女子在家中廁所，發現馬桶內有一道黑影，細看之下原來是一顆蟒蛇蛇頭，嚇得她立即致電求救，捕蛇人到埸發現是一條大蟒蛇，不過卻拉牠不出來，最後花了半小時，並且將整個馬桶拆掉才成功捉蛇，將牠帶回野外放生。 , https://udn.com/news/story/7470/7057212?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:17:34 , udn , 讀饗時光 EP85｜從Noma轉型看精緻餐飲的未來 ft. MUME主廚林泉 , https://udn.com/news/story/7266/7057231?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:17:45 , udn , 今年初全球最重要的餐飲新聞，莫過於丹麥Noma餐廳決定關門，轉型成以實驗廚房、電商為主的經營型態。Noma拿過米其林三星、全球最佳餐廳，一個人餐費約新台幣1萬5千元，而且全世界的饕客都在排隊，都覺得為了滿足客人高標準的期待，付出的大量時間、人力和工作壓力，「已經快撐不下去了。」

精緻餐飲（fine dining）目前的經營困境有解嗎？未來大多數客人還能用負擔得起的價錢，吃到Fine dining嗎？ , https://udn.com/news/story/7266/7057231?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:23:59 , udn , 七人幫捕螺螄「吸乾整個河道」狂撈5000公斤！最後才賺這點錢遭網友群嘲 , https://udn.com/news/story/7470/7057247?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:24:10 , udn , 先前台灣為了從中國大陸進口螺螄粉鬧的沸沸揚揚，有不肖人士為了捕撈螺螄，用機器將整個河道吸翻天，非法捕撈螺螄超過5000公斤卻只掙到小錢被逮捕。 , https://udn.com/news/story/7470/7057247?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:24:30 , udn , 街頭遊戲機、日軍義肢融入作品 高重黎展40年創作軌跡 , https://udn.com/news/story/7266/7057272?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:24:41 , udn , 「唯有贏得我們自己的影像機器才能贖回我們的歷史與未來，這一場抵抗現代啟蒙的鬥爭與勝利。」資深藝術家高重黎是台灣影像實驗創... , https://udn.com/news/story/7266/7057272?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:25:01 , udn , 大陸再現Red Bull山寨版 男子買｢Tired Bull累牛｣：愈喝愈累？ , https://udn.com/news/story/7335/7057249?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:25:12 , udn , 康師傅與康帥傅、雪碧和雷碧，大陸山寨產品屢禁不止。黑龍江一名男子購買一罐「Red Bull」（紅牛）後，卻赫然發現罐身上印著「Tired Bull」（累牛），令他哭笑不得。 , https://udn.com/news/story/7335/7057249?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:25:32 , udn , 台灣紅龜粿萬里一線牽 澳洲教授訪土庫商工如願嘗鮮 , https://udn.com/news/story/7326/7057265?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:25:43 , udn , 澳大利亞南澳省阿德雷德國際學院（Adelaide International school）總營運長Don Chen 及... , https://udn.com/news/story/7326/7057265?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:26:03 , udn , 接駁輕軌公車一次錯過兩班 安坑3線明起調整發車時間 , https://udn.com/news/story/7323/7057259?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:26:14 , udn , 為方便民眾轉乘安坑輕軌，新北市交通局推出5條接駁公車，不過其中卻有與一般公車班次重疊情況，導致民眾一等就是15分鐘以上。... , https://udn.com/news/story/7323/7057259?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:26:34 , udn , 台宏斷交 江啟臣：對蔡英文、馬英九出訪很負面、尷尬 , https://udn.com/news/story/6656/7057252?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:26:45 , udn , 宏都拉斯斷交，正值蔡英文總統訪美與前總統馬英九訪陸前夕，時機敏感引發議論。國民黨立委江啟臣表示，此時斷交，對我國前後元首... , https://udn.com/news/story/6656/7057252?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:27:05 , udn , 中國大陸花錢挖牆角邦交 綠委：適得其反 孤立台灣無法得逞 , https://udn.com/news/story/6656/7057250?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:27:16 , udn , 台灣與友邦宏都拉斯今天斷交，民進黨立委王定宇表示，儘管中國大陸國內的經濟局勢嚴峻，他們還是甘願花數百億挖台灣邦交、外交的... , https://udn.com/news/story/6656/7057250?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:29:07 , udn , 屏東公寓4年狂漲45%、比大樓還貴 房仲揭原因 , https://udn.com/news/story/7241/7057236?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:29:18 , udn , 中信房屋統計實價指出，在高鐵南延、高捷延伸、南台灣科技廊道等題材加持下，屏東市近四年整體房價漲幅近兩成，其中公寓漲幅達4... , https://udn.com/news/story/7241/7057236?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:29:38 , udn , 經濟部新人事 智慧局長廖承威陞任、副局長李淑美陞任 , https://udn.com/news/story/7238/7057238?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:29:49 , udn , 經濟部今（26）日宣布，智慧局前局長洪淑敏於今年3月13日起退休，為利業務推動，副局長廖承威將於明（27）日陞任局長職務... , https://udn.com/news/story/7238/7057238?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:32:11 , udn , 台新女子路跑首度移師高雄 謝千鶴10公里組輕鬆奪冠 , https://udn.com/news/story/7327/7057211?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:32:49 , udn , 宏國就讀我國軍校共計39人 國防部協助訓員及眷屬返國 , https://udn.com/news/story/10930/7057304?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:33:00 , udn , 宏都拉斯斷交，國防部表示，我國送訓宏都拉斯軍事教育共計5人，宏國就讀我國軍校學員生共計39人，國防部將協助雙邊訓員及眷屬... , https://udn.com/news/story/10930/7057304?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:33:20 , udn , 中斷逾3年 深圳今日起恢復直航台灣 , https://udn.com/news/story/7333/7057302?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:33:30 , udn , 因新冠肺炎疫情中斷逾三年的廣東深圳與台灣直航航班，終於在26日恢復。據大陸中央廣播電視總台旗下微博《看台海》消息，26日... , https://udn.com/news/story/7333/7057302?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:33:51 , udn , 華信今首航台北馬祖 王國材：馬祖觀光變世界矚目之地 , https://udn.com/news/story/7266/7057300?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:34:01 , udn , 昨天起小三通開放中轉，華信航空今天首航「台北松山-馬祖南竿」。交通部長王國材表示，期望飛航能量增加，能讓馬祖觀光變成世界... , https://udn.com/news/story/7266/7057300?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:34:22 , udn , 竹科助攻 新竹所得差距擴大 清大成立合作社助在地永續 , https://udn.com/news/story/6928/7057294?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:34:32 , udn , 受到科學園區影響，新竹的經濟水平越來越高，城鄉與所得的差距逐步擴大，長期在新竹縣橫山深耕的清大團隊，宣布成立城鄉永續生活... , https://udn.com/news/story/6928/7057294?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:34:53 , udn , 男子肇事逃逸獲緩起訴 竟然寫信恐嚇檢察官 , https://udn.com/news/story/7321/7057291?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:35:03 , udn , 汪姓男子因車禍肇事逃逸，經高雄地檢署檢察官處分緩起訴，但須繳款給國庫，事後竟寄信給檢察官，抒發情緒，並要檢察官「注意行車... , https://udn.com/news/story/7321/7057291?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:35:24 , udn , 加油再等等！ 中油：明起汽、柴油各降0.5元 , https://udn.com/news/story/7238/7057287?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:35:34 , udn , 台灣中油宣布，自明（27）日凌晨零時起汽、柴油各調降0.5元，參考零售價格分別為92無鉛汽油每公升28.4元、95無鉛汽... , https://udn.com/news/story/7238/7057287?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:35:55 , udn , 國民黨湧世代交替浪潮 蔣萬安：相信黨中央規畫 , https://udn.com/news/story/6656/7057282?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:36:05 , udn , 2024立委選戰，國民黨湧世代交替浪潮，北市文山區有議員徐弘庭要挑戰現任立委賴士葆，台北市長蔣萬安表示，相信黨中央會有妥... , https://udn.com/news/story/6656/7057282?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:36:25 , udn , 88槍擊案 蔡育輝：王文宗應非藏鏡人 說錯請吃500份雞排 , https://udn.com/news/story/7315/7057279?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:36:36 , udn , 台南學甲慈濟宮董事長王文宗被懷疑是學甲88槍擊案的「幕後指使者」遭羈押，台南市議會國民黨團蔡育輝今表示，王文宗可能是受人... , https://udn.com/news/story/7315/7057279?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:36:56 , udn , 英特爾創辦人摩爾辭世 「摩爾定律」也將隨他而去？ , https://udn.com/news/story/6811/7056161?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:37:27 , udn , 大陸與宏都拉斯簽署建交公報 宏國承認一中原則 , https://udn.com/news/story/7331/7057278?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:37:37 , udn , 宏都拉斯於台北時間26日上午宣布與台灣斷交後不久，中國大陸隨即宣布與宏都拉斯簽署「中華人民共和國和宏都拉斯共和國關於建立... , https://udn.com/news/story/7331/7057278?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:37:58 , udn , 反制北韓頻繁射彈 日本擬延長兩年制裁措施 , https://udn.com/news/story/6809/7057225?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:38:08 , udn , 日本政府獨自對北韓祭出的制裁措施將於今年4月到期，基於北韓用前所未見的頻率及方法反覆試射彈道飛彈等情況，正以再延長兩年為... , https://udn.com/news/story/6809/7057225?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:38:58 , udn , 遺憾斷交 陳建仁批宏國漠視兩國長期合作 執意與陸建交 , https://udn.com/news/story/6656/7057314?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:39:08 , udn , 外交部今天宣布中華民國終止與宏都拉斯邦交關係。行政院長陳建仁今天表示，宏都拉斯政府漠視兩國長期合作的關係，執意與中國大陸... , https://udn.com/news/story/6656/7057314?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:47:58 , udn , 董事長涉88槍擊遭羈押 慈濟宮「上白礁」後續外界關注 , https://udn.com/news/story/7315/7057335?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:48:09 , udn , 台南學甲慈濟宮董事長王文宗捲入學甲88槍擊案昨晚遭法院羈押，而慈濟宮著名的「上白礁」廟會遶境活動4月30日將登場，相關廟... , https://udn.com/news/story/7315/7057335?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:48:29 , udn , 陸客禁團令何時解封 王國材：若對岸釋出善意 台灣也會努力 , https://udn.com/news/story/7266/7057331?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:48:40 , udn , 兩岸定期航點恢復，陸客禁團令尚未解除，旅遊業力倡盡速解令。交通部長王國材說，中國近期重新開放人民造訪60多個國家，但不包... , https://udn.com/news/story/7266/7057331?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:49:00 , udn , 向老戰車敬禮 送走彰化市金馬公園2輛M41臨行依依 , https://udn.com/news/story/7325/7057327?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:49:11 , udn , 台灣早期公園常展示除役的戰機及戰車等，很受兒童及懷舊民眾歡迎，但隨著公園規畫觀念的改變，反而不符合需求，彰化市公所為辦理... , https://udn.com/news/story/7325/7057327?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:49:31 , udn , 40多萬鉅款從背包噴飛 失而復得男子喜極而泣圓重機夢 , https://udn.com/news/story/7320/7057328?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:49:41 , udn , 屏東1名年約21歲郭姓男子於昨日下午備妥40多萬元，準備到屏東市購買重機，騎車行經台一線近興中一巷口時，裝有現金的牛皮紙... , https://udn.com/news/story/7320/7057328?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:53:59 , udn , 宏都拉斯與我斷交 數以百萬計大陸民眾網上圍觀 , https://udn.com/news/story/7331/7057351?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:54:09 , udn , 大陸國務委員兼外交部長秦剛26日上午在北京與宏都拉斯外交部長雷納舉行會談，並簽署「中華人民共和國和宏都拉斯共和國關於建立... , https://udn.com/news/story/7331/7057351?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:54:30 , udn , 南投魚池大雁村陷缺水危機 設環狀供水系統改善 , https://udn.com/news/story/7325/7057350?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:54:40 , udn , 南投魚池大雁村澀水社區一帶因地處偏遠，自來水管線設置不易，過去仰賴井水，但因支應地方的古井水量逐年減少，導致70戶人家民... , https://udn.com/news/story/7325/7057350?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:55:01 , udn , 桃園「身首分離」墜樓案址祈福法會 建議這3類人別參加 , https://udn.com/news/story/7320/7057348?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:55:11 , udn , 桃園市桃園區水利大樓22日發生離奇「斷頭」墜樓案，引發周遭居民不安，管轄機關農委會農田水利署桃園管理處今上午舉辦祈福法會... , https://udn.com/news/story/7320/7057348?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:55:31 , udn , 議員批蔣萬安未開青委會議 市府：329青年節召開 , https://udn.com/news/story/7323/7057345?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:55:42 , udn , 台北市長蔣萬安去年競選拋出創立「青年事務局」政見，但北市議員吳沛憶發現，蔣上任後不曾召開青年事務委員會會議，上一次開會還... , https://udn.com/news/story/7323/7057345?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:56:02 , udn , 宏都拉斯斷交前要24.5億美元援助 吳釗燮：感覺要錢不要醫院 , https://udn.com/news/story/7314/7057344?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:56:13 , udn , 台灣與友邦宏都拉斯斷交成定局，宏都拉斯外交部稍早發出聲明，我國外交部也在上午9時30分開記者會宣布因溝通無效，為了維護國家主權和尊嚴，停止和宏都拉斯邦交關係。外交部長吳釗燮指宏國在斷交前要求我方給予24.5億美元的鉅額援助，認為他們是要錢不是要醫院。 , https://udn.com/news/story/7314/7057344?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:56:59 , udn , 費芯大戰！幫忙協調黨內互打止血？ 蔣萬安回這8個字 , https://udn.com/news/story/6656/7057354?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:57:09 , udn , 2024國民黨立委初選第一階段選區登記截止，北市信義、南松山選區有議員徐巧芯挑戰現任立委費鴻泰；大安中正區有議員徐弘庭挑... , https://udn.com/news/story/6656/7057354?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:57:30 , udn , 宏國外長致吳釗燮信件曝光 時間點顯示政治操作深 , https://udn.com/news/story/123264/7057152?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:57:40 , udn , 宏都拉斯與台灣斷交，中央社獨家取得宏國外長致外交部長吳釗燮的逾20億美元「勒索信件」，署名日期3月7日，但台灣收到時已是... , https://udn.com/news/story/123264/7057152?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:58:00 , udn , 謝龍介否認王文宗是後援會會長 綠委諷最熟悉的陌生人 , https://udn.com/news/story/6656/7057353?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:58:11 , udn , 台南學甲慈濟宮董事長王文宗涉入台南學甲88槍槍擊案，民進黨立委林俊憲今天表示，國民黨前台南市長候選人謝龍介火速切割，但是... , https://udn.com/news/story/6656/7057353?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:59:32 , udn , 南投教師對學生捏奶頭、摸下體 被撤職求翻盤法官駁回 , https://udn.com/news/story/7317/7057349?from=udn-ch1_breaknews-1-0-news
2023-03-26 12:59:43 , udn , 南投縣高姓男子曾任某國中教師，2020年被人檢舉涉嫌對學生捏奶頭、摸下體，校方經成立性平會、調查小組調查後，認定高涉犯性... , https://udn.com/news/story/7317/7057349?from=udn-ch1_breaknews-1-0-news
