2023-03-31 00:13:41 , udn , 【即時短評】 蔡英文與麥卡錫會晤的變數與選舉考量 , https://udn.com/news/story/123444/7068493?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:36:43 , udn , 台中市中區台灣大道一段1棟2層樓房屋昨天倒塌，壓住鄰宅施工的3人，警消先後救出蔡男、吳男但均不治，今天凌晨再救出陳男也罹... , https://udn.com/news/story/123447/7068934?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:37:04 , udn , 六旬婦人平日血壓難控制 就醫意外發現腎上腺腫瘤作怪 , https://udn.com/news/story/7266/7069095?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:37:14 , udn , 苗栗縣67歲邱姓婦人有高血壓和糖尿病史，因泌尿道感染住院治療，抽血報告中呈現她有低血鉀問題，且平日血壓常控制不好，需要服... , https://udn.com/news/story/7266/7069095?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:37:35 , udn , 亞旭林成貴、和碩馮震宇：5G專網熱今年轉折向上 , https://udn.com/news/story/7240/7069093?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:37:45 , udn , 網通產業今年上半遭遇通膨、庫存水位偏高壓力，廠商均感受需求不太好，但5G商機是明顯優於去年的一塊，亞旭電腦董事長林成貴表... , https://udn.com/news/story/7240/7069093?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:38:06 , udn , 前2周免費！台南水萍塭公園停車場明啟用 增362汽車格 , https://udn.com/news/story/7326/7069094?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:38:16 , udn , 台南市水萍塭公園地下停車場明天上午8時起對外開放使用，前兩周免費試停，可提供362個汽車停車位，為提高出場效率，採一進二... , https://udn.com/news/story/7326/7069094?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:42:10 , udn , 「你媽匯錢給你，收到沒」 兒聞父聲驚呼：啊！被騙了 , https://udn.com/news/story/7320/7069084?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:43:11 , udn , 三星擬減產記憶體 記憶體業歡呼 這3檔漲幅逾半根停板 , https://udn.com/news/story/7251/7069079?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:43:21 , udn , 三星擬減產記憶體，台股記憶體廠將可受惠，台股今（31）日朝萬六叩關，記憶體族群上漲助攻，尤以華邦電（2344）、威剛（3... , https://udn.com/news/story/7251/7069079?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:43:41 , udn , 最強打炒房發威 北市大樓、公寓、小宅全面跌 , https://udn.com/news/story/7241/7069077?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:43:52 , udn , 台北市今(31)日發布最近一期住宅價格實價統計，去年12月大樓、公寓、小宅價格皆微幅下跌，全市住宅價格指數115.68，... , https://udn.com/news/story/7241/7069077?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:45:01 , udn , 嘉義阿里山茶區旱災損慘烈 產量大砍半 春茶進入搶訂潮 , https://udn.com/news/story/7326/7069117?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:45:11 , udn , 嘉義山區春雨未如預期，大阿里山區茶園仍陷乾旱慘況，災損比百年大旱嚴重，推測是東北季風弱，水氣、雲海太少導致，目前採收期，... , https://udn.com/news/story/7326/7069117?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:45:32 , udn , 馬英九讚陸防疫有成 陳建仁重批：馬屈從附和大陸 , https://udn.com/news/story/123435/7069119?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:45:42 , udn , 前總統馬英九赴陸祭祖，馬昨天大讚中國大陸防疫有成，還稱是對人類的貢獻，並批評我政府給他們造成困擾。行政院長陳建仁今天表示... , https://udn.com/news/story/123435/7069119?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:46:03 , udn , 愛嫌又愛買？大陸暢銷手機Top 10…蘋果霸榜前3 「他們的國貨」剩中低階卡位 , https://udn.com/news/story/7098/7069097?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:46:13 , udn , 日前中國大陸網友不悅「iPhone的折舊率比安卓低」，認為他們「自家國產」的華為（Huawei）可媲美蘋果（iPhone）、更贏過一般安卓（Android）。不過日前外媒曝光大陸2022年手機銷售資料顯示，iPhone霸榜前3名，大陸手機根本擠不進去，顯示網友真的「愛嫌又愛買」。 , https://udn.com/news/story/7098/7069097?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:46:34 , udn , 單買雞排價格破百！便當有飯菜只要95元 老饕曝2差異：吃起來很廉價 , https://udn.com/news/story/120911/7069052?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:46:44 , udn , 近日，南霸天雞排店「天使雞排」宣布調漲10元，一片雞排漲到1百元，讓民眾大喊吃不消。有網友就指出，為何便當店的雞排便當有菜、有飯賣95元，但一片雞排卻能賣到1百元，文章曝光引發眾人議論。 , https://udn.com/news/story/120911/7069052?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:47:04 , udn , 大葉實驗這款蝦紅素 製造美粧商品問市 , https://udn.com/news/story/6928/7069114?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:47:15 , udn , 大葉大學創新育成中心與民間公司產學合作，開發有蝦紅素成分的美妝保養品，有趣的是蝦紅素來源不是蝦子，更不是福壽螺，竟是益生... , https://udn.com/news/story/6928/7069114?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:47:35 , udn , 台北大安區餐酒館喋血 刀客桃園落網 , https://udn.com/news/story/7315/7069115?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:47:46 , udn , 台北市大安區仁愛路四段一處餐酒館23日傳砍人事件，該店一名陳姓股東原本在店內和朋友聚餐飲酒，結果凌晨2時突遭數名陌生男子... , https://udn.com/news/story/7315/7069115?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:48:00 , udn , 自備環保杯買飲料半年回本 網曝「1招」半價喝咖啡已省4500元 , https://udn.com/news/story/120911/7069063?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:48:06 , udn , 性騷女職員30分鐘 台中一大學教授遭懲處還要賠10萬 , https://udn.com/news/story/7317/7069106?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:48:11 , udn , 自2022年7月1日起自備環保杯購買飲料，可享至少5元的折扣，民眾自備杯子的意願大為增加。有愛好手搖飲料的網友開心分享環保杯回本的喜悅，貼文曝光，許多也使用環保杯的同好者回應「早就回本」，還釣出嗜飲咖啡者分享隱藏優惠。 , https://udn.com/news/story/120911/7069063?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:48:17 , udn , 台中某大學1名男教授對女職員以傳訊、口頭方式性騷長達30分鐘，對方深感畏懼、恐慌，一度想提出留職停薪逃避，事後向校方提出... , https://udn.com/news/story/7317/7069106?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:48:31 , udn , 海豹被摸肚做仰臥起坐「秒現26塊腹肌」！網笑翻：健身達人深藏不露 , https://udn.com/news/story/7470/7069112?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:48:37 , udn , 管教孩子以暴制暴好嗎？用孩子虐狗方式對待他 變成危險遊戲？ , https://udn.com/news/story/121484/7067139?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:48:42 , udn , 海豹是外形超萌的動物，其實在肥胖的外表下深藏不露？一隻海豹被人摸肚肚坐起來時居然擠出「26塊腹肌」，相當爆笑。 , https://udn.com/news/story/7470/7069112?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:48:48 , udn , 她寫道：「當我兒子五、六歲的時候（他現在十五歲了），有一天，他對我們家的小母狗做了件很殘酷的事情：他把狗的四條腿綁在一起，然後把牠扔到雨裡不管。 , https://udn.com/news/story/121484/7067139?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:49:02 , udn , 人類正在退步？美國Z世代年輕人超哈「智障型手機」 原因讓人跌破眼鏡 , https://udn.com/news/story/7098/7068650?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:49:12 , udn , 如今人手一支智慧型手機是再普通不過的事，但在美國Z世代年輕人之間卻重新流行起被戲稱為「智障手機」的... , https://udn.com/news/story/7098/7068650?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:49:33 , udn , 唐鳳受邀全球民主峰會致詞 倡導全民數位韌性 , https://udn.com/news/story/7238/7069098?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:49:44 , udn , 數位部長唐鳳於美東時間3月30日下午以預錄影片方式，為第二屆民主峰會區域論壇致詞。唐鳳分享台灣經驗，數位部核心目標就是實... , https://udn.com/news/story/7238/7069098?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:50:04 , udn , 第31個會員國！芬蘭終獲土耳其國會批准「正式加入北約」 , https://udn.com/news/story/6809/7069124?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:50:14 , udn , 隨著最後一個北大西洋公約組織（NATO）土耳其的同意，芬蘭終於被批准成為北約第31個成員國。 , https://udn.com/news/story/6809/7069124?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:50:35 , udn , 蔡麥會在即  陳建仁籲中國不要藉端挑釁 , https://udn.com/news/story/123444/7069107?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:50:45 , udn , 總統蔡英文下週將在美國加州會晤眾議院議長麥卡錫，中國放話會堅決回擊。行政院長陳建仁今天受訪說，台灣是民主國家，有權利走向... , https://udn.com/news/story/123444/7069107?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:03:05 , udn , 影／台南女拿失竊手機要店員解鎖被盯上 又涉偷童裝連環爆 , https://udn.com/news/story/7320/7069166?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:03:15 , udn , 台南市警一分局前天據報，南紡購物中心內手機門市，37歲蔡姓女子拿著已通報失竊iPhone手機，要求店員協助解鎖，卻無法出... , https://udn.com/news/story/7320/7069166?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:03:36 , udn , 連真人都沒看過 宅男要轉帳10萬美金給「來台結婚香港女友」 , https://udn.com/news/story/7320/7069167?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:03:46 , udn , 近來香港許多民眾申請移民來台，竟也成為詐騙手法。台南中國信託商銀仁德分行出現20多歲年輕男子要轉帳高達10萬美金給「準備... , https://udn.com/news/story/7320/7069167?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:04:07 , udn , 核三廠2號機明起停機大修  2025年5月就要功成身退 , https://udn.com/news/story/7238/7069165?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:04:17 , udn , 核三廠啟用39年的1號機，今年1月完成除役前最後一次大修，再運轉1年半，就要在2024年7月功成身退，2號機將於明天起展... , https://udn.com/news/story/7238/7069165?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:04:38 , udn , 清明掃墓祭祖 豐原觀音山公墓單向通行 , https://udn.com/news/story/7325/7069163?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:04:48 , udn , 明天是清明連假頭一天，不少家族相約掃墓祭祖，台中市豐原區觀音山公墓對外聯絡道路狹小，警方表示，南陽路58巷口實施管制，於... , https://udn.com/news/story/7325/7069163?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:05:09 , udn , 台南地檢辦「陳宗彥案」檢察長葉淑文動向受矚　18人角逐檢察長 , https://udn.com/news/story/7321/7069161?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:05:19 , udn , 法務部檢察官人事審議委員會民選委員上午公布有意報名參與遴選檢察長名單，全國共18人獲推薦、自薦且有意願擔任檢察長；此次檢... , https://udn.com/news/story/7321/7069161?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:05:40 , udn , MLB／張育成坐板凳紅襪1分飲恨 教練稱吉田正尚「偉大球員」 , https://udn.com/news/story/6999/7069132?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:05:50 , udn , 紅襪隊今天在主場開幕戰以9：10不敵金鶯隊，旅美好手張育成今天未獲上場機會，日籍強打吉田正尚則繳出4打數2安打的成績，獲得教練高度讚賞。

金鶯前7局就以10：4領先，紅襪8局下展開反撲，先攻下3 , https://udn.com/news/story/6999/7069132?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:06:01 , udn , 狒死不只看到人性荒謬 柯文哲：凸顯動保的灰色地帶 , https://udn.com/news/story/7324/7069174?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:06:10 , udn , 高虹安、余正煌告「翁達瑞」誣指論文抄襲 檢均不起訴：可受公評 , https://udn.com/news/story/7321/7069143?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:06:12 , udn , 狒死事件引起輿論沸騰，台灣民眾黨主席柯文哲表示， 錯誤發生，要處理事件、不是處理新聞。用謊言掩飾錯誤，只會錯上加錯。 , https://udn.com/news/story/7324/7069174?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:06:21 , udn , 臉書化名「翁瑞達」的旅美教授陳時奮，去年九合一選舉前，於臉書多次發文質疑民眾黨新竹市長高虹安、調查官余正煌的論文涉嫌抄襲... , https://udn.com/news/story/7321/7069143?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:06:32 , udn , 普京簽署新徵兵令！7月15日前「再徵召14.7萬人入伍」 , https://udn.com/news/story/6809/7069172?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:06:41 , udn , NBA／雙槍發威合砍70分 塞爾蒂克痛宰公鹿41分 , https://udn.com/news/story/7002/7069121?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:06:43 , udn , 俄羅斯總統普亭（Vladimir Putin）去年9月下令動員30萬人引發逃難潮，而他30日再簽署一項新徵兵令，將在春季... , https://udn.com/news/story/6809/7069172?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:06:52 , udn , 公鹿隊今日在主場迎戰塞爾蒂克隊，由於賽前兩支球隊分居東區第一、第二名，因此被預期將上演一場激烈的龍頭之爭。沒想到，塞爾蒂克在雙槍發威下，以140：99大勝公鹿。

本場比賽，雙方擺出完整陣容應戰， , https://udn.com/news/story/7002/7069121?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:07:43 , udn , 證交所：「疫後復甦展望」主題式業績發表會 4月11日起陸續登場 , https://udn.com/news/story/7251/7069138?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:07:53 , udn , 臺灣證券交易所與永豐金證券將於4月11日至4月13日共同舉辦「疫後復甦展望」主題式業績發表會，邀請五家上市公司，深入剖析... , https://udn.com/news/story/7251/7069138?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:09:00 , udn , 花東火車撞牛事故多 未打耳標求償難...管制條例還在修 , https://udn.com/news/story/7320/7069177?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:09:10 , udn , 花東間鐵路長達150公里，這幾年一段時間就發生牛隻侵入鐵軌造成事故，因肇事牛隻多半未打耳標，造成追查困難。花蓮縣政府訂定... , https://udn.com/news/story/7320/7069177?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:09:31 , udn , 缺錢搶超商還拿贓款當賭本 他爽贏2萬多元卻換來重刑 , https://udn.com/news/story/7315/7069180?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:09:41 , udn , 高雄陳姓男子年初因欠債沒錢可還，拿一把螺絲起子到小港區某家連鎖超商行搶，得手4萬多元及一包菸後，逃往鳳山，過程中又拿著搶... , https://udn.com/news/story/7315/7069180?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:20:59 , udn , 「十幾年前殺了人埋在家！」男突自首果真挖出白骨 鄰居曝兇手內情 , https://udn.com/news/story/6810/7069181?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:21:09 , udn , 日本近來發生一起離奇的事件。一位千葉縣木更津市的37歲男子小川順也，日前突然向警方自首，表示自己十幾年前殺害了一位友人，並且將他的遺體掩埋在自宅庭院。警方調查後立刻展開搜索，果真找到已經化為白骨的遺體。 , https://udn.com/news/story/6810/7069181?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:21:30 , udn , 清明連假將至 桃機單日運量再創疫後新高逾10萬人次 , https://udn.com/news/story/7266/7069209?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:21:40 , udn , 清明連假將至，根據機場公司航班運量人數預報系統顯示，桃園國際機場今年清明連假疏運期間(3/31-4/6)，出入境高峰將落... , https://udn.com/news/story/7266/7069209?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:22:01 , udn , 抹黑馬英九沒加分！郭正亮嘆「這人替賴清德失分」：深綠爽而已 , https://udn.com/news/story/6656/7069142?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:22:11 , udn , 前總統馬英九登陸訪問，喊出中華民國、台灣總統等字眼，但仍不斷引發民進黨內抨擊，前立委郭正亮表示，馬英九在台灣關心的部分都做到了，針對民進黨多次批評，其實無法替綠營加分，甚至是幫民進黨主席賴清德失分，「抹黑馬英九就是深綠在爽而已」。 , https://udn.com/news/story/6656/7069142?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:22:32 , udn , 獨／哪時火車常撞牛？資深司機員：清晨鐵軌涼牛找草吃 , https://udn.com/news/story/7320/7069199?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:22:42 , udn , 台鐵花蓮路段連兩天發生列車撞上牛隻事件，歷年來發生火車撞到牛事件，幾乎都是凌晨，民眾質疑到底是誤闖，還是臥軌取暖？開了2... , https://udn.com/news/story/7320/7069199?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:23:03 , udn , 犯了恐衰整年！清明節「10大禁忌」碰不得 切忌拜4種水果 , https://udn.com/news/story/7268/7069111?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:23:13 , udn , 明天(4月1日)開始就是清明連假了，不少人會去掃墓祭祖緬懷先人，命理專家小孟老師指出，清明節有10大禁忌要注意，像是別進出老宅、掃墓的注意要點，如果犯了恐怕會對祖先不禮貌，讓自己惹禍上身，千萬要避開。 , https://udn.com/news/story/7268/7069111?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:23:34 , udn , 扯！桃園化工廠偷排強酸廢液波及苗中 染紅3公里溪床模樣駭人 , https://udn.com/news/story/7321/7069195?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:23:44 , udn , 桃園市觀音區芫吉公司涉嫌長期偷排強酸廢液，並採系統性上下游作案模式，排酸地遍及桃、苗、中3縣市，台中地檢署從清水區遭汙染... , https://udn.com/news/story/7321/7069195?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:24:04 , udn , 熬過3月大魔王！4月普發現金入帳、有望早領薪 還有一個隱藏版小確幸 , https://udn.com/news/story/120912/7069078?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:24:15 , udn , 3月大魔王終於要結束了，許多上班族都很期待清明節和兒童節的5天連續假期，除了可以好好放假，還有3個「4月小確幸」即將來臨，包括普發現金陸續發放、有機會提早領薪，整個月的上班日還只有17天。 , https://udn.com/news/story/120912/7069078?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:24:35 , udn , 中橫登仙溪橋大梁吊掛 5個時段暫停通行 , https://udn.com/news/story/7325/7069186?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:24:46 , udn , 大梨山居民注意！中橫便道台8臨37線17k+200的登仙溪橋，因應鋼橋大梁吊裝作業施工，公路總局谷關工務段指出，中橫便道... , https://udn.com/news/story/7325/7069186?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:25:06 , udn , 影／吳欣盈力推主權基金 夫婿雷諾現身立院打氣 , https://udn.com/news/story/7240/7069182?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:25:17 , udn , 民眾黨立委吳欣盈力推成立主權基金，今拿著44位立委連署支持，在立法院質詢行政院長陳建仁、央行總裁楊金龍及主計長朱澤民，盼... , https://udn.com/news/story/7240/7069182?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:25:37 , udn , 花東火車撞牛事故多 未打耳標求償難...管理條例還在修 , https://udn.com/news/story/7320/7069177?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:27:01 , udn , MLB／洋基背號告急 揭露當年給賈吉的99號其實有歪腦筋 , https://udn.com/news/story/6999/7069236?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:27:12 , udn , 輝煌悠久的隊史，伴隨著全大聯盟最多的22個退休背號，洋基隊開始感受到背號見底的困擾，休息室經理庫庫札（Lou Cucuz... , https://udn.com/news/story/6999/7069236?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:27:32 , udn , 高雄輕軌電力異常 C18至C24站採公車接駁 , https://udn.com/news/story/7266/7069220?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:27:43 , udn , 高雄輕軌C21A內惟藝術中心站至C21美術館站間下行軌旁電力設備今天發生異常，目前區域斷電檢修，C18站至C24站改採公... , https://udn.com/news/story/7266/7069220?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:28:03 , udn , 景氣好憂鬱  台經院2月製造業景氣燈號連四藍 , https://udn.com/news/story/7238/7069230?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:28:14 , udn , 台經院今天發布112年2月製造業景氣燈號，因全球終端需求不振，出口持續衰退，國內製造業依舊疲軟，但因去年基期較低，且股市... , https://udn.com/news/story/7238/7069230?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:28:34 , udn , 六福村狒狒數量增加？林務局曝園區沒有每隻都結紮 , https://udn.com/news/story/7324/7069227?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:28:45 , udn , 農委會林務局今天會同新竹縣政府，並邀請專家學者到六福村野生動物園勘查狒狒飼養場域，尋找可能的漏洞與缺失，以責請六福村進行... , https://udn.com/news/story/7324/7069227?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:29:05 , udn , 告「翁達瑞」妨害名譽不起訴 余正煌律師回應了 , https://udn.com/news/story/7321/7069229?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:29:16 , udn , 臉書化名「翁達瑞」的旅美教授陳時奮去年九合一選舉期間，在臉書多次發文質疑調查官余正煌的論文涉嫌抄襲新竹市前市長林智堅的論... , https://udn.com/news/story/7321/7069229?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:29:36 , udn , 記憶體族群活潑 台股盤中一度漲逾百點創波段高點 , https://udn.com/news/story/7251/7069223?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:29:41 , udn , 中信：投資黃金時代已遠去 賣方鬆動讓利 , https://udn.com/news/story/7239/7069160?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:29:47 , udn , 記憶體族群活潑，台股今天早盤一度上漲逾百點，指數再創波段高點，隨後漲幅收斂，力拚站穩15900點。法人表示，台股走勢盤堅... , https://udn.com/news/story/7251/7069223?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:29:52 , udn , 中信房屋統計內部成交量指出雖市場氛圍信心不足，但3月工作日較上月多，全台成交件數較2月增加27%，連續兩月呈現正成長，但... , https://udn.com/news/story/7239/7069160?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:30:01 , udn , 美食評論家投書媒體：用餐經驗讓她想大喊與翻桌 英國知名連鎖餐廳連台灣香港也關店 , https://udn.com/news/story/121591/7069171?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:30:07 , udn , 如何判斷續抱股？台新黃文清：可參考這兩點 , https://udn.com/news/story/7251/7069228?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:30:11 , udn , 曾經風光好幾年，很少有廚師能像他這樣成功規模化。但最終，規模化的電壓減弱，無以為繼，於是他的餐廳帝國瓦解了。他不得不關閉該集團在英國的25家餐廳，資遣1,000名員工，在別無選擇之下，只能關閉更多的分店，包括台灣和香港… , https://udn.com/news/story/121591/7069171?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:30:18 , udn , 今日台股盤中創高今年最高15,951點，午盤前漲跌收斂出現拉回，上漲39點、漲幅0.25%。盤中許多近期強勢股出現漲多拉... , https://udn.com/news/story/7251/7069228?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:30:32 , udn , 逛寶雅見文具區這一景象超震撼 眾人齊喊：超療癒 , https://udn.com/news/story/120912/7069122?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:30:38 , udn , 蔡英文擬見麥卡錫大陸嗆堅決回擊 陳建仁：別藉端挑釁 , https://udn.com/news/story/10930/7069225?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:30:42 , udn , 生活美妝連鎖賣場「寶雅」販售的商品種類眾多，吸引不少民眾甚至年輕人瀏覽光顧，有一名女網友日前和朋友逛寶雅時，發現朋友駐足在文具區前不離開，她走過去看到架上陳列的景象相當驚訝，照片一PO網也引起不少回響。 , https://udn.com/news/story/120912/7069122?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:30:49 , udn , 蔡英文總統29日出訪中美洲友邦瓜地馬拉與貝里斯，回程過境美國時預計將會見美國眾議院議長麥卡錫，引發中國大陸反彈與抗議，大... , https://udn.com/news/story/10930/7069225?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:31:40 , udn , 中華郵政關懷弱勢 壽險舉辦公益捐贈活動 , https://udn.com/news/story/7239/7069217?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:31:50 , udn , 中華郵政公司關懷弱勢團體不遺餘力，除長期關懷獨居長者，辦理關懷弱勢活動外，近年更串起小農與社福機構，以雙公益的理念，推動... , https://udn.com/news/story/7239/7069217?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:32:34 , udn , 六福村狒狒數量增加？林務局曝園區「沒有每隻都結紮」 , https://udn.com/news/story/123439/7069227?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:33:00 , udn , 北北基計程車費率明調漲 調查：逾一半民眾擬減少搭乘頻率 , https://udn.com/news/story/7323/7069251?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:33:10 , udn , 北北基的計程車費率將於4月1日調漲15元，由70元漲到85元，全國計程車產業提升推動協會針對計程車產業服務品質進行調查報... , https://udn.com/news/story/7323/7069251?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:33:30 , udn , 台南人常提早掃墓 警今天下午起清明疏導交管 , https://udn.com/news/story/7326/7069248?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:33:41 , udn , 明天開始清明連假5天，台南永康二王公墓、新營、鹽水等地墓園預估今天下午就陸續有掃墓人潮。永康、新營警分局今天都推出管制措... , https://udn.com/news/story/7326/7069248?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:34:01 , udn , 后豐大橋女教師墜橋命案 男友及同夥殺人無罪判決再度被撤銷 , https://udn.com/news/story/7321/7069250?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:34:12 , udn , 女老師陳琪瑄21年前墜落台中后豐大橋慘死，男友王淇政和友人洪世緯被依共同殺人罪判刑定讞入獄，2018年獲再審機會，台中高... , https://udn.com/news/story/7321/7069250?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:34:32 , udn , NBA／準備上演老八逆襲？ 傳奇後衛：西區球隊都怕湖人 , https://udn.com/news/story/7002/7069203?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:34:43 , udn , 湖人隊日前在對陣公牛隊時取得勝利，不僅讓勝率再次回到5成，排名也上升至西區第8名，晉級情勢大好。對於戰績節節上升的湖人，名宿湯瑪斯（Isiah Thomas）直言：「西區前面7支球隊都怕他們。」
 , https://udn.com/news/story/7002/7069203?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:35:03 , udn , 我國低利率政策轉變？楊金龍：取決通膨 , https://udn.com/news/story/7238/7069246?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:35:14 , udn , 中央銀行總裁楊金龍今天在立法院表示，我國利率政策的調整和通膨有很大關係，因應目前高通膨所以加以升息；行政院長陳建仁則說，... , https://udn.com/news/story/7238/7069246?from=udn-ch1_breaknews-1-0-news
2023-03-31 11:36:00 , udn , 港湖版「費芯大戰」上演？李彥秀：和游淑慧是老朋友 , https://udn.com/news/story/123307/7069256?from=udn-ch1_breaknews-1-0-news
