2023-05-04 00:27:43 , udn , 洩密給詐團首腦 派出所長涉貪汙收賄 檢方聲押禁見 , https://udn.com/news/story/7321/7140803?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:08:18 , udn , 最近私訊接到很多剛出社會的朋友，都在為第一桶金煩惱，覺得好難達成、或是目標很遠，純純今天來分享5招存錢心法，教你如何存到100萬。 , https://udn.com/news/story/121591/7141131?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:08:39 , udn , 遭120公斤姪子重壓 嬸嬸5度喊救命嘴唇都發黑 60萬和解換減刑 , https://udn.com/news/story/7321/7141285?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:08:49 , udn , 台中陳姓男子重達120公斤，平日和嬸嬸有遺產積怨又不滿她甩水管噴水，氣憤下竟重壓對方在地抵住脖子、肩膀，嬸嬸大喊5次救命... , https://udn.com/news/story/7321/7141285?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:09:10 , udn , 苗栗頭屋轎車直直撞路桿碎片噴飛 警消救出受困2人送醫 , https://udn.com/news/story/7320/7141284?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:09:20 , udn , 苗栗縣頭屋鄉台13線23公里象山路段，今天上午發生轎車自撞路桿車禍，車內1男1女受困，消防人員救出送醫，警方到場處理，受... , https://udn.com/news/story/7320/7141284?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:09:31 , udn , 一堆店疫情撐下來現在卻「狂倒」？ 網友揭原因：先收掉是對的 , https://udn.com/news/story/7266/7141192?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:09:41 , udn , 武財神生日補財庫！3星座獲加持、4發財徵兆 供品禁忌一次看 , https://udn.com/news/story/7268/7141044?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:09:42 , udn , 國內疫情趨緩，政府政策也逐漸鬆綁，許多民眾已回歸正常生活。一名網友表示家裡附近的小吃攤及店家紛紛倒店，令他不禁疑惑，「一堆疫情都撐下來的店，怎麼現在開始狂倒」，引起不少網友熱烈討論。 , https://udn.com/news/story/7266/7141192?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:09:52 , udn , 今(4)日為農曆3月15日，是武財神又稱「中路財神」的趙公明誕辰，也是今年最佳補財運的日子，想獲得財神爺加持的朋友們可要把握機會。有民俗專家表示，今天最適合在外奔波衝業績、要靠人際關係賺錢的行業，像是仲介、保險、業務、服務業、八大行業等民眾拜拜... , https://udn.com/news/story/7268/7141044?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:10:02 , udn , MLB／天使9局上2轟逆轉 大谷翔平500K紀錄日逃敗 , https://udn.com/news/story/6999/7141310?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:10:13 , udn , 天使隊「二刀流」好手大谷翔平今天面對紅雀隊拔出雙刀，投手丘上飆出13K，只不過也挨了2轟、丟掉4分，讓天使一度落後，好在... , https://udn.com/news/story/6999/7141310?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:10:33 , udn , 朱立倫「最強名單」有誰？ 侯友宜：他一直沒改變過 , https://udn.com/news/story/6656/7141309?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:10:43 , udn , 美參院通過恢復東南亞太陽能板輸美關稅  拜登將否決 , https://udn.com/news/story/6813/7141281?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:10:44 , udn , 國民黨將在本月提名總統人選，國民黨主席朱立倫昨在中常會表示，「我無私無我，最強名單絕對沒有包括我，沒有我」。新北市長侯友... , https://udn.com/news/story/6656/7141309?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:10:54 , udn , 美國參議院周三（3日）以56票對41票，表決贊成恢復對四個東南亞國家的太陽能板課徵進口關稅；稍早，眾議院已經通過此案。彭... , https://udn.com/news/story/6813/7141281?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:11:05 , udn , 白話財經EP109｜人民幣聲勢崛起 真能挑戰美元霸權？ , https://udn.com/news/story/7238/7141282?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:11:15 , udn , 中國大陸與巴西達成協議放棄美元結算，美國財長葉倫也擔憂美國制裁中俄等國企業，恐危及美元地位。人民幣真能掌握機會崛起？還是仍然難以撼動美元霸權？ , https://udn.com/news/story/7238/7141282?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:13:47 , udn , 美做出小讓步！允陸航空公司飛美航班增至每周12個班次 , https://udn.com/news/story/6811/7141258?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:13:58 , udn , 中國大陸的航空公司將被允許增加往返美國的航班，英國金融時報形容，這是雙方努力穩定關係之際，華府向北京做出的小小讓步。 , https://udn.com/news/story/6811/7141258?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:16:11 , udn , 國軍漢光兵推本月展開 邱國正：美軍將有代表參演 , https://udn.com/news/story/10930/7141278?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:21:34 , udn , 秦剛將首度訪巴基斯坦 並與阿富汗、巴基斯坦三方對話 , https://udn.com/news/story/7331/7141347?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:21:45 , udn , 大陸外交部長秦剛2022年底上任後，近日將首度出訪巴基斯坦，官方稱這是「中巴高層近期密集互動的重要一環」，此外他還將出席... , https://udn.com/news/story/7331/7141347?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:22:06 , udn , 寧夏所長涉貪瀆洩密 北市警局今予免職、 分局長記過2次 , https://udn.com/news/story/7321/7141338?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:22:16 , udn , 台版柬埔寨案不法金流高達近4億元，台北市寧夏路派出所長葉育忻，涉收受台版柬埔寨詐團首腦杜承哲100萬元，幫忙查個資、辦案... , https://udn.com/news/story/7321/7141338?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:22:37 , udn , 武財神是誰？今生日怎麼拜？命理師曝「職場5種人」求財超靈驗：賺錢賺到飽 , https://udn.com/news/story/7268/7141221?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:22:47 , udn , 今天是武財神生日(農曆3月15日)，為罕見求財日，武財神是民間信仰的一位財神，供奉武財神也寄託了一種祛邪、避災、祈福的願望，民俗專家廖大乙表示，有5種職業需要業績想求財，可以寫在紅紙或紅包袋稟告後哈一口氣化掉，或是在裡面放入3元銅板後封口，投入香油錢箱，有開運之效果，讓自己事業旺一整年。 , https://udn.com/news/story/7268/7141221?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:23:08 , udn , MLB／薛則復出被老東家打爆 對老虎投3.1局失6分慘敗 , https://udn.com/news/story/6999/7141327?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:23:19 , udn , 大都會隊作客底特律，今天對老虎隊進行雙重賽，日前因為使用外部物質遭禁賽的38歲老將薛則（Max Scherzer）復出登... , https://udn.com/news/story/6999/7141327?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:23:39 , udn , 南市視障愛樂合唱團有愛無礙 到南一中散播愛的種子 , https://udn.com/news/story/6898/7141316?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:23:50 , udn , 台南市視障愛樂合唱團正在做「有愛無礙」校園愛心巡演，持續到5月8日，3日來到台南一中，不只帶來美妙的音樂饗宴，視障音樂家... , https://udn.com/news/story/6898/7141316?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:24:10 , udn , 污染潛水圈？他見妹子狂發「裸潛照」不忍了 網喊：少管閒事 , https://udn.com/news/story/120912/7141174?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:24:21 , udn , 潛水界有條「百潛裸潛」的潛規則，除了用來紀念潛客第100次下潛，也象徵對海洋的崇敬，以及對自由的嚮往。不過，一名網友在臉書上發文，表示看到許多女生分享自己沒穿衣服潛水的照片，希望能夠制止這種行為，而貼文曝光後也掀起討論。 , https://udn.com/news/story/120912/7141174?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:24:33 , udn , 致敬90超模Kate Moss！這時尚季刊根本「女神剪貼簿」 , https://udn.com/news/story/7270/7141354?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:24:44 , udn , 每個人小時多少都有這種經驗：喜歡的偶像，成為影響前半生的重要繆思，但只有極少數人可以在長大後跟心中的女神或天王合作，重點... , https://udn.com/news/story/7270/7141354?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:25:04 , udn , 高警執勤抽菸、淪減肥代言人 2案曝光損形象 警局要求加強紀律 , https://udn.com/news/story/7320/7141355?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:25:12 , udn , MLB／連三打席K掉WBC隊友 天使逆轉秀助大谷紀錄日逃敗 , https://udn.com/news/story/6999/7141310?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:25:15 , udn , 高雄市警方一周發生2起警員違反紀律案，其中楠梓警分局右昌派出所一名警員的妻子，在派出所推銷保健食品，不僅陪夫值班，還拍下... , https://udn.com/news/story/7320/7141355?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:25:36 , udn , 【軍情+】虎井嶼砲擊最前線！軍民一家親 阿兵哥變女婿？！ , https://udn.com/news/story/10930/7141352?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:25:46 , udn , （內嵌：https://youtu.be/oWPxACewvYQ） , https://udn.com/news/story/10930/7141352?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:26:07 , udn , 美菲在南海擴大合作！將即時分享軍事情資 反制中國挑釁 , https://udn.com/news/story/6813/7141349?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:26:14 , udn , 買方妥協 建商信心增強？520檔北部案量爆增、年增逾二成 , https://udn.com/news/story/7241/7141304?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:26:17 , udn , 美國和菲律賓將朝著即時分享軍事情資的方向發展，以防範中國在南海和台灣周邊地區的任何脅迫行為。 , https://udn.com/news/story/6813/7141349?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:26:25 , udn , 據住展雜誌統計，北台灣2023年房市520檔期新成屋、預售屋預估推案量約1,477.6億元，較去年實際推案量增加約258... , https://udn.com/news/story/7241/7141304?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:28:35 , udn , 【軍情+】虎井嶼砲擊最前線！軍民一家親 阿兵哥變女婿？ , https://udn.com/news/story/10930/7141352?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:28:45 , udn , 近幾年台海關係緊繃，外離島實彈射擊「鎮疆操演」頻率從每季一次改為每月實施。【軍情+】前進澎湖列島中的虎井嶼，直擊砲兵部隊實彈操演現場。 , https://udn.com/news/story/10930/7141352?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:29:18 , udn , 遭120公斤姪子重壓、嬸嬸5度喊救命嘴唇都發黑 60萬和解換減刑 , https://udn.com/news/story/7321/7141285?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:30:33 , udn , 周邊四萬人口五間學校 新北議員爭設機捷三重A2a站 , https://udn.com/news/story/7323/7141383?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:30:44 , udn , 捷運系統已是大眾通勤所需，新北市議員李翁月娥金在議會質詢時，向新北市長侯友宜爭取增設機場捷運A2三重站及A3五股產業園區... , https://udn.com/news/story/7323/7141383?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:31:04 , udn , 新宿歌舞伎町公廁賣春！嫌開房間太貴「拚速度嘴巴解決」 , https://udn.com/news/story/6812/7141311?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:31:15 , udn , 日本新宿的歌舞伎町是知名的聲色場所聚集地，近年受到經濟不景氣影響，讓當地的賣春行為，有越來越增加的趨勢。近來更有人直接在公共廁所，進行性交易行為，消息傳出後令人譁然。 , https://udn.com/news/story/6812/7141311?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:31:35 , udn , 台灣要小核反應爐SMR？張善政：勿刻板懷疑新能源科技 , https://udn.com/news/story/7238/7141360?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:31:46 , udn , 桃園市長張善政今天上午在議會市政總質詢，答覆議員凌濤台灣是否需要興建SMR反應爐時，不諱言擔憂中央風力、太陽能等綠電能源... , https://udn.com/news/story/7238/7141360?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:32:07 , udn , 民進黨撐香港只為大選利益？4年前收割民主 今已被港人識破 , https://udn.com/news/story/6656/7139911?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:32:17 , udn , 2019年香港發生反送中運動，如蝴蝶在港拍動蝶翼，在台搧起一陣颶風，「吹」毀了國民黨2020年大選選情，也「吹」起了香港人的對台想像。民進黨政府喊著「撐香港」，贏得2020年大選，更贏到了民主制高點，民進黨與港人站一起，蔡英文總統宣示挺香港的景象，許多人記憶猶新。4年已過，台灣撐香港，還在撐嗎？ , https://udn.com/news/story/6656/7139911?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:33:32 , udn , MLB／孟西再見滿貫轟 道奇連3天開「魯閣」橫掃費城人 , https://udn.com/news/story/6999/7141274?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:33:43 , udn , 開季勝率不斷在五成上下浮動的道奇隊近期展現王者氣勢，近13戰狂掃10勝重登國聯西區龍頭。今天更靠著孟西(Max Muncy)的再見滿貫砲，在主場成功橫掃費城人，不只連續三天都打下雙位數分數，也奪下近期 , https://udn.com/news/story/6999/7141274?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:34:03 , udn , 台中師強餵學生、當奴隸拍賣 累犯解聘1年...家長怒太輕 , https://udn.com/news/story/6885/7141387?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:34:14 , udn , 人本基金會今偕家長指控台中大里區陳姓女教師，13年連續兩度兒虐成立，兩次遭罰8、16萬元，但校方只記大過、輔導直到昨天決... , https://udn.com/news/story/6885/7141387?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:34:34 , udn , 好消息！新埔褒忠路拓寬獲9.7億補助 改善當地交通瓶頸 , https://udn.com/news/story/7324/7141384?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:34:45 , udn , 新竹縣長十大交通建設再傳捷報，新埔鎮褒忠路道路拓寬工程4月獲中央同意補助約9億7521萬元，可望改善縣道117線褒忠路段... , https://udn.com/news/story/7324/7141384?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:35:06 , udn , 加國議員在港家人遭陸脅迫 杜魯道：絕對不能接受 , https://udn.com/news/story/7331/7141381?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:35:16 , udn , 加拿大《環球郵報》報導，加國安全情報局日前儘管已掌握消息，大陸政府可能威脅保守黨議員莊文浩（Michale Chong）... , https://udn.com/news/story/7331/7141381?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:36:12 , udn , MLB／薛則解禁復出被老東家打爆 對老虎3.1局失6分慘敗 , https://udn.com/news/story/6999/7141327?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:36:32 , udn , 柯文哲批部分科系沒價值應縮編 教育部、國科會回應了 , https://udn.com/news/story/6885/7141399?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:36:42 , udn , 台灣民眾黨主席柯文哲日前與大學生談論低薪問題，他認為低薪是教育出問題，因為教出來的學生沒有那個價值，如果該科系畢業生起薪... , https://udn.com/news/story/6885/7141399?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:36:43 , udn , 散熱產品需求升溫 奇鋐成交爆量再創新高 , https://udn.com/news/story/7252/7141323?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:36:54 , udn , 受惠散熱產品需求升溫，奇鋐（3017）再創今年新高，今（4）日成交爆量盤中上漲12.5元至175.5元、漲幅超過7.6%... , https://udn.com/news/story/7252/7141323?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:37:03 , udn , 蓮花、愛心、交織的愛 母親節送上最具意義的設計珠寶 , https://udn.com/news/story/7270/7141390?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:37:14 , udn , 為即將到來的母親節獻上滿載心意的真摯祝福，鑽石專家的De Beers Jewellers推出別具意義的新作，以每顆鑽石獨... , https://udn.com/news/story/7270/7141390?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:37:34 , udn , 日本柚配海鹽、麝香葡萄入酒 臺虎新品日系感爆棚 , https://udn.com/news/story/7270/7141400?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:37:45 , udn , 臺虎精釀在初夏推出日系感爆棚的「首選海鹽柚子啤酒」、「首選麝香葡萄啤酒」兩款新品，酒精濃度皆為8%，即日起於起全家便利商... , https://udn.com/news/story/7270/7141400?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:38:06 , udn , 邱國正：台灣開戰無前後方 東部戰力保存更重要 , https://udn.com/news/story/10930/7141319?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:38:16 , udn , 中共航空母艦山東號近日於台灣東部外海演練，艦載機更首次起降並侵擾台灣防空識別區。國防部長邱國正今天表示，一旦開打，台灣沒... , https://udn.com/news/story/10930/7141319?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:38:37 , udn , 八里汙水廠遭營建署反批拖延 侯友宜：經費都有賴中央 , https://udn.com/news/story/7323/7141393?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:38:47 , udn , 八里汙水廠交接問題持續卡關，新北市長侯友宜昨在議會表示盼中央挹注經費，加速核定設備更新，但遭營建署今反批新北藉口拖延接管... , https://udn.com/news/story/7323/7141393?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:39:31 , udn , 林義傑著作權蟑螂案合作律師拚清白 拒緩起訴遭北檢起訴 , https://udn.com/news/story/7321/7141408?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:39:41 , udn , 超馬好手林義傑經營「真相智財」顧問公司，向影視公司包攬智慧財產權案件，代為向盜版民眾提告，自和解金中抽成牟利。台北地檢署... , https://udn.com/news/story/7321/7141408?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:40:02 , udn , NBA／AD奮戰44分鐘下半場沒休過 湖人主帥：負荷管理的意義 , https://udn.com/news/story/7002/7141335?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:40:12 , udn , 南亞科4月營收連二增 法人評價維持買進 , https://udn.com/news/story/7253/7141348?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:40:12 , udn , 湖人昨天以117：112險勝勇士，最大功臣無疑是砍下30分23籃板的戴維斯（Anthony Davis）。他昨日全場奮戰44分鐘，其中下半場完全沒休息，證明自己相當耐戰。湖人主帥漢姆（Darvin H , https://udn.com/news/story/7002/7141335?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:40:22 , udn , 南亞科（2408）4月營收月增5.2%，法人機構指出，雖第2季DRAM報價將會持續走跌，即使跌幅會縮小，但南亞科稼動率沒... , https://udn.com/news/story/7253/7141348?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:40:33 , udn , 影／宣傳十八尖山踏青季 高虹安扭腰擺臀大跳花朵舞 , https://udn.com/news/story/7324/7141405?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:40:43 , udn , 新竹市政府今年首度舉辦十八尖山踏青季，將於5月每個周日推出踏青季系列活動，市長高虹安今天在市府大廳替活動宣傳，還扭腰擺臀... , https://udn.com/news/story/7324/7141405?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:41:04 , udn , 大陸五一收假出現恐慌賣壓 油價崩跌7.2%後再拉回 , https://udn.com/news/story/6811/7141404?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:41:14 , udn , 大陸市場剛結束「五一」長假歸隊，國際原油市場周四在亞洲市場一開盤就上演如雲霄飛車走勢，先是在開盤時跌到2021年以來最低... , https://udn.com/news/story/6811/7141404?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:42:12 , udn , 統一超首季EPS2.71元、創歷史同期次高 股價爆量大漲 , https://udn.com/news/story/7251/7141361?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:42:22 , udn , 統一超（2912）第1季稅後純益28.2億元，年增29.96%，每股純益（EPS）2.71元，首季獲利創下歷史同期次高，... , https://udn.com/news/story/7251/7141361?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:42:32 , udn , 營建署：新北不應以設備更新拖延接管八里汙水廠 , https://udn.com/news/story/7323/7141422?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:42:42 , udn , 八里汙水廠32億元設備更新案傳出卡關中央。內政部營建署今天表示，多年來新北市政府堅持中央應先核定經費，待新建紓流設施達到... , https://udn.com/news/story/7323/7141422?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:43:03 , udn , 馬德里女網／首局吞貝果遭直落二 謝淑薇女雙止步8強 , https://udn.com/news/story/7005/7141054?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:43:13 , udn , 台灣網球選手謝淑薇與產後復出捷克女將史翠可娃再度合拍從馬德里網球賽出發，女雙8強賽以0比6、6比7（3比7）不敵美國的湯... , https://udn.com/news/story/7005/7141054?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:43:34 , udn , 郭台銘拋機器人上戰場 國科會提一困境：全世界都沒有 , https://udn.com/news/story/6656/7141424?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:43:44 , udn , 鴻海創辦人郭台銘日前拋出「機器人」議題，允諾要在3年內把機器人產業做起來，「對方上來8萬個兵，我8萬個機器人跟他對打」。... , https://udn.com/news/story/6656/7141424?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:44:05 , udn , 高股息一定輸指數型ETF嗎…00878就贏過同期大盤！ 大俠：不如全都買 , https://udn.com/news/story/123006/7141277?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:44:16 , udn , 擁有百萬股東榮登「國民 ETF」的國泰永續高股息 ETF（00878）即將在 5 月 17 日除息，今日公告第二季每單位預估配息 0.27 元，若以今日收盤價 17.68 元計算，年化殖利率達 6.1％，投資人參與除息的最後買進日為 5 月 16 日。 , https://udn.com/news/story/123006/7141277?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:44:36 , udn , 前少棒國手刺死女友 「我知道錯了」請求法官從輕量刑 , https://udn.com/news/story/7321/7141421?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:44:47 , udn , 曾打少棒奪威廉波特世界冠軍的台電員工陰經龍，懷疑張姓女友近來提分手是另結新歡，去年3月在嘉義配電中心辦公室，持水果刀狠刺... , https://udn.com/news/story/7321/7141421?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:45:07 , udn , 鐵板燒廚師懷疑女友和妹夫不倫戀 潑油放火想燒死他全家判9年定讞 , https://udn.com/news/story/7321/7141418?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:45:09 , udn , 藍「志玲」連線搶民調 桃園版費芯戰柯志恩呂玉玲回應 , https://udn.com/news/story/7324/7141388?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:45:18 , udn , 擔任鐵板燒廚師的男子黃英哲自稱潘姓女同事是女友，懷疑女友與范姓妹夫有染而心生不滿，凌晨到范的住處大門口潑汽油縱火，再從後... , https://udn.com/news/story/7321/7141418?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:45:20 , udn , 國民黨桃園立委第5選區（平鎮龍潭）初選民調開打，市議員黃敬平、立委呂玉玲爆發「桃園版費芯大戰」，國民黨智庫執行長柯志恩上... , https://udn.com/news/story/7324/7141388?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:45:29 , udn , F-16V戰機美延後交機　綠委籲駐美及國防單位積極接洽 , https://udn.com/news/story/6656/7141425?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:45:40 , udn , 台灣向美國採購F-16V戰機交機延誤，民進黨立委許智傑今天表示，政府間合作是信任問題，是政治問題，跟一般貿易不同，駐美單... , https://udn.com/news/story/6656/7141425?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:47:02 , udn , 郭台銘拋「機器人」上戰場 國科會提一困境：全世界都沒有 , https://udn.com/news/story/10930/7141424?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:47:33 , udn , 00878贏過同期大盤…高股息不一定輸指數型ETF！ 大俠：不如全都買 , https://udn.com/news/story/123006/7141277?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:49:05 , udn , 林義傑著作權蟑螂案合作律師拚清白拒緩起訴遭北檢起訴 , https://udn.com/news/story/7321/7141408?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:51:29 , udn , 暑假也適用！瑞穗天合72小時快閃優惠 加碼兒童免費 , https://udn.com/news/story/7270/7141455?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:51:40 , udn , 瑞穗天合國際觀光酒店提前搶攻夏日出遊商機，5月9日至5月12推出72小時限定快閃優惠，雙人房一泊二食平日10,500元起... , https://udn.com/news/story/7270/7141455?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:51:46 , udn , 憂缺電！台積電、竹科設小型核電廠？吳政忠回應了 , https://udn.com/news/story/7240/7141386?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:51:56 , udn , 業界憂心缺電，提議在新竹科學園區設小型核電廠或是有第四代核反應器SMR的實驗計畫，對此，國科會主委吳政忠今（4）日在立法... , https://udn.com/news/story/7240/7141386?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:52:01 , udn , 住在永久屋竟被課徵「囤房稅」 高雄議員高呼不合理 , https://udn.com/news/story/7241/7141448?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:52:11 , udn , 為落實居住正義，高雄市「囤房稅」去年7月上路，持有3戶以上非自用住宅房屋稅，每戶從1.5％提高至2.4％或3.6％。市議... , https://udn.com/news/story/7241/7141448?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:52:32 , udn , 批藍縣市長「全員逃避中」 民進黨：票投國民黨 核廢無法擋 , https://udn.com/news/story/6656/7141450?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:52:42 , udn , 鴻海集團創辦人郭台銘日前拋出核能議題，民進黨今天表示，關於能源政策，國民黨縣市長正上演「全員逃避中」，從頭到尾就只會反對... , https://udn.com/news/story/6656/7141450?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:53:03 , udn , 高雄通緝犯藏楠梓區大樓改槍械 警方圍捕驚見達姆彈 , https://udn.com/news/story/7315/7141438?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:53:13 , udn , 高雄郭姓男子涉毒品及槍砲案通緝中，警方追查他的去向，發現他藏匿1棟大樓，埋伏多日，趁他與朋友回大樓，一擁而上逮捕他們，發... , https://udn.com/news/story/7315/7141438?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:53:34 , udn , 大學、四技申請入學  開放上傳審查資料 , https://udn.com/news/story/6929/7141363?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:53:45 , udn , 大學申請入學、四技申請入學2項招生管道，今天都開放考生上傳審查資料，考生可選擇勾選高中學習歷程資料庫，或是自行上傳PDF... , https://udn.com/news/story/6929/7141363?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:54:05 , udn , 「要台積電又不要發電」柯文哲批矛盾 預言明後年缺電 , https://udn.com/news/story/123307/7141435?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:54:16 , udn , 志在總統大位的鴻海創辦人郭台銘近日頻頻針對能源政策發言，「一縣市一小型核電站」等論調更被批失言，民眾黨主席柯文哲今早南下... , https://udn.com/news/story/123307/7141435?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:54:37 , udn , 協助青年就業 黃偉哲邀台積電等50間企業辦高中職就業博覽會 , https://udn.com/news/story/7326/7141427?from=udn-ch1_breaknews-1-0-news
2023-05-04 11:54:47 , udn , 為協助青年學子認識就業市場，台南市政府於5月6日在台南高工舉辦高中職就業博覽會，包含台積電在內等50家企業將提供青年就業... , https://udn.com/news/story/7326/7141427?from=udn-ch1_breaknews-1-0-news
2023-05-04 12:00:33 , udn , 李彥秀戰立委 地方：港湖成藍綠搖擺區 中間選民是關鍵 , https://udn.com/news/story/6656/7141494?from=udn-ch1_breaknews-1-0-news
