2023-05-19 00:02:20 , udn , 中職／雨神喊停！兄弟悍將4小時馬拉松大戰言和 , https://udn.com/news/story/7001/7175323?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:15:45 , udn , 比原先估計早1000年！新研究：人類最早「接吻」可追溯至4500年前 , https://udn.com/news/story/6812/7175727?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:15:56 , udn , 根據研究人員的最新證據，人類最早的「接吻」可以追溯至約4500年前的古代中東，比先前認定的早了1000年。 , https://udn.com/news/story/6812/7175727?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:18:29 , udn , 台美21世紀貿易倡議 經貿辦：數周內簽首批協定 , https://udn.com/news/story/7238/7175758?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:18:39 , udn , 行政院經貿談判辦公室今天指出，台美21世紀貿易倡議已完成貿易便捷化、中小企業等5項議題談判，並完成中、英文法律約本，雙方... , https://udn.com/news/story/7238/7175758?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:19:01 , udn , 用黑色碗可以讓貓咪多喝水？專家解析都市傳說背後真相 1招讓喵愛上飲水 , https://udn.com/news/story/7470/7175666?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:19:11 , udn , 你聽過這個傳說嗎？ , https://udn.com/news/story/7470/7175666?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:19:32 , udn , 持榔頭砸毀台南市府6扇玻璃門 怪男辯為人民發聲判拘役 , https://udn.com/news/story/7321/7175754?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:19:43 , udn , 台南43歲鄭姓男子今年3月1日下午1時22分許向老闆請假後，開車到台南市府永華市政中心，持工地用榔頭砸毀2樓中庭6扇玻璃... , https://udn.com/news/story/7321/7175754?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:20:04 , udn , 小琉球2男自由潛水失聯 救難人員今早水下沉船旁發現遺體 , https://udn.com/news/story/7320/7175755?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:20:15 , udn , 2名男子昨天上午到屏東縣琉球鄉杉福漁港外近海海域自由潛水，到晚上6時都未返回民宿，同行友人報案協尋，消防局和海巡隊搜尋至... , https://udn.com/news/story/7320/7175755?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:20:36 , udn , 抓到了！台鐵自強號竹南段搞軌案偵破 犯嫌遭聲押獲准 , https://udn.com/news/story/7321/7175744?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:20:46 , udn , 台鐵自強號272 車次本月 5 月 2 日清晨5點42分行經苗栗縣竹南路段時，意外撞擊放置在鐵軌上的一只小瓦斯鋼瓶，造成... , https://udn.com/news/story/7321/7175744?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:21:07 , udn , 台中金屬加工廠爽賺業績 電表偷做手腳4年竊電974萬 , https://udn.com/news/story/7321/7175746?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:21:18 , udn , 台中陳姓男子在大雅區經營金屬加工廠，後來業績蒸蒸日上，他享有利潤卻不想繳納高額電費，涉嫌破壞台電公司的電表，造成短路影響... , https://udn.com/news/story/7321/7175746?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:21:39 , udn , 日本4月核心通膨衝40年新高 強化央行調整政策預期 , https://udn.com/news/story/6811/7175747?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:21:49 , udn , 日本4月扣除生鮮食品和燃料的核心通膨指標創40年新高，使外界更加預期日本銀行（央行）最快7月將調整大規模刺激措施。 , https://udn.com/news/story/6811/7175747?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:22:10 , udn , MLB／回大聯盟只投1天 前中職洋投狂威遭道奇DFA , https://udn.com/news/story/6999/7175748?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:22:21 , udn , 前中職樂天桃猿洋投狂威（Dylan Covey）昨天重返大聯盟，還是為家鄉球隊道奇效力，不過投完一場4局失2分的比賽後，... , https://udn.com/news/story/6999/7175748?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:24:26 , udn , 台鐵端午連假疏運加開152班列車 5月24日0時開放搶票 , https://udn.com/news/story/7266/7175763?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:24:37 , udn , 台鐵局因應今年端午連續假期疏運旅客需要，自6月21日（周三）起至6月26日（周一）計6天，全線加開各級列車共計152班。... , https://udn.com/news/story/7266/7175763?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:31:43 , udn , 油價下滑約1% 金價連跌三天至六周低點 , https://udn.com/news/story/6811/7175735?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:31:54 , udn , 國際原油價格周四下跌，因為美國聯準會（Fed）進一步升息的可能性增強，市場擔心將導致經濟衰退，進而將打擊石油需求。黃金價... , https://udn.com/news/story/6811/7175735?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:44:20 , udn , 十年前花14萬買金條寄存專櫃 她想取貨卻因「老闆換人」被拒 , https://udn.com/news/story/7335/7176262?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:44:30 , udn , 大陸一名女子10多年前在溫州銀泰百貨世貿店「中國黃金」專櫃購買100克金條，共花費人民幣3萬3350元（約新台幣14萬元），今年四月底她到專櫃提貨，卻被告知「老闆換了取不了」，要求她找百貨商場處理。經協商，專櫃原老闆願意支付當時購買金額，而百貨方則會以百貨卡的方式補齊黃金溢價。 , https://udn.com/news/story/7335/7176262?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:44:51 , udn , LINE旅遊公布海外旅遊最夯城市 東京依舊最受國人喜愛 , https://udn.com/news/story/7270/7176369?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:45:01 , udn , 國境解封以來，出國旅遊人數顯著成長，LINE旅遊觀察，最受國人喜愛的前5大城市，依序為東京、大阪、首爾、京都與沖繩，長程... , https://udn.com/news/story/7270/7176369?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:45:22 , udn , 嘉義市美女議員質詢要求性專區引發熱議 議長、議員表尊重 , https://udn.com/news/story/7326/7176372?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:45:33 , udn , 電競直播主Molly翎熹，改名「顏色不分藍綠支持性專區顏色田慎節」，當選嘉義市議員，外型及穿著吸引目光。上午質詢主張開放... , https://udn.com/news/story/7326/7176372?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:45:54 , udn , 艱難的一屆！比爾蓋茲給2023年畢業生5大建議 , https://udn.com/news/story/6928/7174259?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:46:04 , udn , 哈佛大學知名中輟生比爾．蓋茲，日前在美國北亞利桑那大學發表畢業致詞，為畢業生們獻上「我希望曾在畢業典禮上聽見的五大建議」。他認為最難學會的是哪一項？又為何在母校及史丹佛後，蓋茲會選擇北亞利桑那做為人生第三場畢業致詞地點？ , https://udn.com/news/story/6928/7174259?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:46:25 , udn , 短評：大陸率先宣布恢復赴陸遊 台灣何時開放？ , https://udn.com/news/story/7333/7176365?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:46:36 , udn , 在經過4輪的兩岸交涉後，大陸終於願意主動先開放台灣民眾組團赴大陸，大陸旅遊業者已經重組台灣部門，準備和台灣業者商談接團事... , https://udn.com/news/story/7333/7176365?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:46:56 , udn , 公私併首例！ 教育部通過台科大、華夏科大整併案 , https://udn.com/news/story/6885/7176364?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:47:07 , udn , 教育部今天表示，國立台灣科技大學、華夏科大兩校昨天獲得教育部首肯、完成整併，兩校合併計畫書教育部尊重均照案通過。該案雖為... , https://udn.com/news/story/6885/7176364?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:47:28 , udn , 天雨路滑 台61轎車自撞四輪朝天釀兩傷 , https://udn.com/news/story/7320/7176366?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:47:38 , udn , 台61線南下208.4公里（彰化縣大城鄉）今天近午時，一輛轎車疑似天雨路滑自撞護欄導致四輪朝天，阮姓駕駛人和副駕駛座的乘... , https://udn.com/news/story/7320/7176366?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:47:59 , udn , 能源、低薪、房價…蔡不滿意度近七成 江啟臣：承諾全跳票 , https://udn.com/news/story/123516/7176357?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:48:10 , udn , 國民黨立委江啟臣成立的啟思民本基金會今公布民調指出，蔡英文總統執政七年，在青年低薪、居住正義、能源政策、貧富差距、出生率... , https://udn.com/news/story/123516/7176357?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:48:31 , udn , 大潤發內湖店改裝新登場！首間「娛樂型量販」MUJI無印良品、金石堂新型態店進駐 , https://udn.com/news/story/7270/7176356?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:48:42 , udn , 擁有21年歷史、陪著內湖地區民眾成長的「大潤發內湖店」，今天（5月19日）改裝新登場，為打造更貼近民眾生活型態的購物場域... , https://udn.com/news/story/7270/7176356?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:49:03 , udn , 缺工衝擊／疫情過 護理師更沒人想做？ , https://udn.com/news/story/7269/7174287?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:49:13 , udn , 上週甫過512國際護師節，今年國內統測衛護類報考人數竟創下14年新低！就連國立大學也在榜上。為何疫情一過，更沒人想做護理師？教育專家與護理界人士坦承，近年台灣護理師荒不但沒改善，還因一些緣由讓年輕人也無心加入。 , https://udn.com/news/story/7269/7174287?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:49:34 , udn , 影／台南救護員黃偉哲遭傷者呼巴掌 巿長挺他不容許暴力 , https://udn.com/news/story/7320/7176355?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:49:45 , udn , 台南車姓男子昨晨酒醉受傷叫救護車，消防局中正分隊隊員黃偉哲等人接獲勤務中心派遣前往中西區青年路執行緊急救護，送往衛生福利... , https://udn.com/news/story/7320/7176355?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:50:06 , udn , 工廠備AED救命！54歲男昏倒失去生命徵象 電擊3次死神放過他 , https://udn.com/news/story/7320/7176351?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:50:16 , udn , 苗栗縣54歲邱姓男子前天中午在工廠內突然昏倒並失去呼吸、心跳，苗栗縣消防局接獲通報，在線上指導廠內人員先進行CPR及AE... , https://udn.com/news/story/7320/7176351?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:50:37 , udn , 陳歐珀鞠躬道歉！承諾「有跟im.B掛勾願退選」：不要再含沙影射 , https://udn.com/news/story/123475/7176349?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:50:48 , udn , 時代力量前立委黃國昌昨踢爆，im.B吸金詐騙集團竟支助民進黨立委陳歐珀競選團隊房舍及個人座車。陳歐珀今天再度出面澄清，絕... , https://udn.com/news/story/123475/7176349?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:51:09 , udn , 學者：台美貿易倡議將確保台灣在跨國供應鏈重要位置 , https://udn.com/news/story/7238/7176338?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:51:19 , udn , 台美21世紀貿易倡議數週內將簽署首批協定。台經院研究員邱達生表示，這項倡議可深化台美關係，有利於未來國際合作上獲得美國支... , https://udn.com/news/story/7238/7176338?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:51:40 , udn , G7廣島峰會 巴西總統魯拉抵達日本 , https://udn.com/news/story/123512/7175619?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:51:51 , udn , 七大工業國集團（G7）峰會在日本廣島舉行。暌違14年後，巴西再次參加由德國、加拿大、美國、法國、義大利、日本和英國七國集... , https://udn.com/news/story/123512/7175619?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:52:07 , udn , 18歲男繼承5億房產墜樓亡 獨處地政助理涉殺人30萬交保 , https://udn.com/news/story/7315/7176397?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:52:12 , udn , 蘇迪曼盃／戴資穎化解2賽末點仍不敵安洗瑩 中華隊被聽牌 , https://udn.com/news/story/7005/7176350?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:52:17 , udn , 台中18歲賴姓男子5月4日被發現自北屯區旱溪西路大樓墜落死亡，賴母懷疑兒子才剛繼承5億元房產，遭擔任地政士助理的夏姓男子... , https://udn.com/news/story/7315/7176397?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:52:22 , udn , 2023年蘇迪曼盃混合團體賽8強賽今天開打，中華隊強碰4度奪冠的南韓隊，前2點戰成平手，女單台灣一姐戴資穎對決南韓天才少... , https://udn.com/news/story/7005/7176350?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:52:39 , udn , 國台辦稱恢復台團客 台灣旅行業者早聞風聲已提前準備 , https://udn.com/news/story/7266/7176390?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:52:43 , udn , 苗栗縣、台中市大雷雨 慎防劇烈降雨雷擊淹水 , https://udn.com/news/story/7266/7176347?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:52:49 , udn , 大陸國台辦發言人馬曉光今宣布，即日起恢復旅行社經營台灣居民來大陸團隊遊業務。交通部觀光局長張錫聰表示，我國赴陸「禁團令」... , https://udn.com/news/story/7266/7176390?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:52:54 , udn , 中央氣象局發布苗栗縣、台中市大雷雨即時訊息，持續時間至下午2時；慎防劇烈降雨、雷擊，溪河水暴漲，低窪地區慎防淹水，以及低... , https://udn.com/news/story/7266/7176347?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:53:10 , udn , 第八屆金門文化獎出爐 吳鼎仁等4位大師獲獎 , https://udn.com/news/story/7327/7176392?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:53:15 , udn , G7廣島峰會開幕 市區戒備森嚴 , https://udn.com/news/story/123512/7175895?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:53:21 , udn , 第八屆「金門文化獎」公開甄選結果出爐，今年共遴選出四位得獎人，包括許金印-金門口傳文學、陳榮泰-南音操作傳承演唱、黃德仁... , https://udn.com/news/story/7327/7176392?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:53:26 , udn , 七大工業國集團（G7）在日本廣島舉行領袖峰會，各國領袖上午前往廣島和平紀念公園出席開幕儀式，G7國家力挺烏克蘭，以及台海... , https://udn.com/news/story/123512/7175895?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:53:42 , udn , 雲林歌唱大賽開放報名 金牌製作人陳子鴻、陳建騏親授課 , https://udn.com/news/story/7326/7176393?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:53:47 , udn , 170元來回台中至日月潭 台灣好行雙路線明起半價優惠 , https://udn.com/news/story/7325/7176345?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:53:53 , udn , 雲林縣政府鼓勵懷有音樂夢想的年輕人，去年首度舉辦青瑟雲鈴歌唱競賽大賞，由金曲歌王趙傳、資深音樂製作人陳子鴻、薛忠銘等人擔... , https://udn.com/news/story/7326/7176393?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:53:57 , udn , 日月潭國家風景區輔導推動台灣好行日月潭及車埕雙路線，宣布明天起至2025年8月31日止，凡民眾持電子票證搭乘多條台灣好行... , https://udn.com/news/story/7325/7176345?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:54:14 , udn , 彰化二林首度跨步國際交流 今與日本雲南簽署MOU , https://udn.com/news/story/7325/7176391?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:54:19 , udn , 警察新村變這樣…北市警局喊增8百間職務宿舍 議員批「沒影」 , https://udn.com/news/story/7323/7176343?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:54:25 , udn , 彰化縣二林鎮展開城市外交，今天首度與日本島根縣雲南市簽署合作備忘錄，雙方將互相推廣農特產品，並在文化、經濟、觀光、教育四... , https://udn.com/news/story/7325/7176391?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:54:29 , udn , 北市府去年規畫新增800間員警職務宿舍，但議員陳怡君質詢指出，昔日裁併後的派出所，淪為倉庫，社子警察新村現成危樓待都更，... , https://udn.com/news/story/7323/7176343?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:54:46 , udn , 台灣虎航冬季航班下周一開賣 飛日本單程未稅1299元起 , https://udn.com/news/story/7270/7176383?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:54:57 , udn , 台灣虎航今天宣布，台虎冬季航班第一波將於5月22日下周一上午10時至23日晚上11時59分開賣， 冬季航班單程未稅129... , https://udn.com/news/story/7270/7176383?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:55:18 , udn , 扯！12億新竹棒球場大雨後成游泳池 室內打擊區、辦公室也淹 , https://udn.com/news/story/7324/7176378?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:55:29 , udn , 斥資12億元改建的新竹市立棒球場命運多舛，不僅球場缺失仍待改善，今天新竹市凌晨降下大雷雨，媒體人黃揚明接獲影像爆料，指出... , https://udn.com/news/story/7324/7176378?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:55:49 , udn , 模仿電影「瞞天過海」犯案 鑿洞偷百萬飾品盜賊仍被逮 , https://udn.com/news/story/7320/7176376?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:56:00 , udn , 49歲蔡姓男慣竊夥同其77歲父親，預謀犯下17日清晨鑿洞潛入新北市蘆洲區中山二路一間銀樓，偷得要價百萬飾品及現金百萬。案... , https://udn.com/news/story/7320/7176376?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:57:41 , udn , 屏東科學園區今動土 藍議員批招商落後、綠要求掌握進度 , https://udn.com/news/story/7327/7176407?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:57:52 , udn , 屏東科學園今下午1點45分由行政院長陳建仁出席主持動土典禮，屏東縣議會今縣府城鄉處業務報告質詢，議員關注屏東科學園區整體... , https://udn.com/news/story/7327/7176407?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:58:13 , udn , 台灣好行45條路線明起享半價優惠 單趟最高省200元 , https://udn.com/news/story/7266/7176404?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:58:23 , udn , 行政院疫後特別預算提供交通部觀光局3年21億元推動「觀光景點公共運輸接駁方案」，觀光局今宣布，「台灣好行優化服務」5月2... , https://udn.com/news/story/7266/7176404?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:58:44 , udn , 缺額加申退 幾乎少掉「一個分局」警力 台東議員高度關注 , https://udn.com/news/story/7320/7176399?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:58:55 , udn , 台東縣警察局警力嚴重不足，目前短缺63人，今年度申退81人，幾乎少掉「一個分局」警力，議員縣政總質詢高度關注，促請縣長及... , https://udn.com/news/story/7320/7176399?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:59:16 , udn , 經衰信評降級美元貶值 美債違約效應一次看 , https://udn.com/news/story/6811/7176141?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:59:26 , udn , 儘管拜登政府與眾議院議長麥卡錫對避免出現債務違約釋出積極信號，但因美債違約恐引發全球金融動盪、美經濟衰退、美元貶值等效應... , https://udn.com/news/story/6811/7176141?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:59:27 , udn , 影／新北機車騎士疑未注意停紅燈 高速撞前車卡車底亡 , https://udn.com/news/story/7315/7176363?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:59:38 , udn , 機車騎士李姓男子今天上班行經新北市土城區金城路3段與立德路口，疑似未注意前方汽車停紅燈，高速追撞卡車底，經救出送醫仍宣告... , https://udn.com/news/story/7315/7176363?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:59:47 , udn , 4星座貴人降臨好運到！找工作、想投資找「這些人」指導 , https://udn.com/news/story/7268/7176201?from=udn-ch1_breaknews-1-0-news
2023-05-19 13:59:58 , udn , 貴人降臨好運到！塔羅牌老師艾菲爾表示，隨著大吉星木星于5月17日進入金牛座，這將是一個讓許多人期待已久的轉折點，他點名射手座、水瓶座、獅子做、雙魚座都將遇到貴人，可能來自事業、愛情、財運和健康等不同領域，幫忙克服困難、解決問題。 , https://udn.com/news/story/7268/7176201?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:00:19 , udn , 求職加分 台南應用科大為特教生推出面試有型彩妝教學 , https://udn.com/news/story/6929/7176398?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:00:29 , udn , 台南應用科大學務處學生輔導中心與美容造型系合作開辦「有型設計-專屬彩妝為面試加分活動」，為應屆特殊教育畢業生設計「求職加... , https://udn.com/news/story/6929/7176398?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:02:51 , udn , 台船承造海巡第4艘4000噸級巡防艦 今舉辦安龍祈福儀式 , https://udn.com/news/story/7241/7176430?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:03:02 , udn , 台灣國際造船股份有限公司承造海洋委員會海巡署艦隊分署「4000噸級巡防艦4艘統包採購案」，第4艘巡防艦（CG5005）今... , https://udn.com/news/story/7241/7176430?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:03:23 , udn , 綠營批侯友宜拿市府預算競選 新北市府：潑政治髒水 , https://udn.com/news/story/6656/7176429?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:03:25 , udn , AI、先進製程加持 創意股價盤中鎖漲停 同步點火IP股 , https://udn.com/news/story/7251/7176377?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:03:33 , udn , 新北市長侯友宜昨下午在臉書貼出近來施政績效影片，民進黨議員卓冠廷批評侯友宜昨晚在臉書發布影片，片尾清楚標明「新北市政府新... , https://udn.com/news/story/6656/7176429?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:03:36 , udn , 在5G基礎建設、AI（人工智慧）等成長趨勢明確下，矽智財廠商創意（3443）在昨（18）日的股東會上，釋出正向的展望，帶... , https://udn.com/news/story/7251/7176377?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:03:54 , udn , 00878「填息」股價更站上18元！ 網問：獲利5%想先賣再買行嗎？ , https://udn.com/news/story/123006/7174358?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:04:05 , udn , 國泰永續高股息（00878）於17日除息0.27元，16收盤價為17.97，除息之後的價格為17.7元（17.97-0.27），今日收盤價格為18.02元，僅花3天就完成填息；18日規模更衝上2,007億元大關，創下新高。

可見00878是檔非常熱門的ETF標的，就有投資人投入11萬買進00878，預計下個月配息金額可領到1800元，獲利逾5％，若賣出可賺6000餘元，讓他猶豫是否先賣再買。但有網友建議「正值多頭行情先持有，轉空再賣」，也有人表示，除息後通常股價會下跌，因此先賣再買沒問題。 , https://udn.com/news/story/123006/7174358?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:04:26 , udn , 兩岸觀光開放題材激勵 旅行社、飯店股急拉先漲 , https://udn.com/news/story/7251/7176414?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:04:36 , udn , 觀光股今天搶先反映兩岸觀光開放題材，盤中出現戲劇性走勢，旅行社雄獅、鳳凰、五福等個股盤中急拉，市場也聯想陸客來台題材，飯... , https://udn.com/news/story/7251/7176414?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:04:57 , udn , 研究所外送員2天賺1萬6 眼紅者批外掛倒楣了 , https://udn.com/news/story/7321/7176426?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:05:08 , udn , 研究所畢業的謝姓男子找不到工作，只好當美食外送員，他拚命接單，曾創2天賺1萬6000元紀錄，不料遭人眼紅，上網指他以外掛... , https://udn.com/news/story/7321/7176426?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:05:29 , udn , 設計不良 竹市大坪頂「永恆之丘」納骨塔遇暴雨再積水 , https://udn.com/news/story/7324/7176424?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:05:39 , udn , 新竹市新建大坪頂「永恆之丘」納骨塔今年完工啟用，市府日前揭露因為設計缺失，導致納骨塔多處遇雨會進水、積水。今天凌晨3、4... , https://udn.com/news/story/7324/7176424?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:06:00 , udn , 住商不動產南科建國加盟店慶三周年 捐30萬元助家扶受虐兒 , https://udn.com/news/story/7326/7176417?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:06:10 , udn , 住商不動產台南南科建國加盟店店東李書儀、總經理王秀蘋今天到北台南家扶捐贈30萬元作為兒童保護專款，希望為受虐兒少盡一分心... , https://udn.com/news/story/7326/7176417?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:06:31 , udn , 彰化縣大雷雨持續至下午2時30分 慎防劇烈降雨雷擊 , https://udn.com/news/story/7266/7176415?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:06:42 , udn , 中央氣象局發布彰化縣大雷雨即時訊息，持續時間至下午2時30分；慎防劇烈降雨、雷擊，低窪地區慎防淹水，以及低能見度。 , https://udn.com/news/story/7266/7176415?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:07:03 , udn , 中國中亞5國正式建立元首會晤機制 2025峰會哈薩克主辦 , https://udn.com/news/story/7331/7176408?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:07:13 , udn , 中國－中亞峰會18、19日於陝西西安舉行，據新華社報導， 中國大陸和中亞五國國家元首皆同意，以這次峰會舉辦為契機，正式成... , https://udn.com/news/story/7331/7176408?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:07:33 , udn , 公私併首例！教育部通過台科大、華夏科大整併案 , https://udn.com/news/story/6885/7176364?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:09:48 , udn , 貴人降臨好運到！塔羅牌老師艾菲爾表示，隨著大吉星木星于5月17日進入金牛座，這將是一個讓許多人期待已久的轉折點，他點名射手座、水瓶座、獅子座、雙魚座都將遇到貴人，可能來自事業、愛情、財運和健康等不同領域，幫忙克服困難、解決問題。 , https://udn.com/news/story/7268/7176201?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:16:54 , udn , 同婚合法4周年 社會友善程度退、跨國同婚支持率創新高 , https://udn.com/news/story/7266/7176460?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:17:04 , udn , 同婚專法通過4周年之際，彩虹平權大平台今發布同性婚姻議題及同志權益的社會態度民調，整體調查結果顯示，社會對同志的友善與支... , https://udn.com/news/story/7266/7176460?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:17:25 , udn , 新冠疫情增溫 台中1男打滿疫苗3度確診直喊衰 , https://udn.com/news/story/7266/7176456?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:17:35 , udn , 台中市衛生局今天說，根據疾管署監測資料顯示，新冠及流感疫情增溫，提醒市民維持良好的衛生習慣，人潮聚集處建議戴口罩。診所醫... , https://udn.com/news/story/7266/7176456?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:17:56 , udn , 鋒面影響慎防致災降雨 南投縣大雷雨至下午2時45分 , https://udn.com/news/story/7266/7176457?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:18:06 , udn , 鋒面持續影響，中央氣象局發布南投縣大雷雨即時訊息，持續時間至下午2時45分；慎防劇烈降雨、雷擊，溪河水暴漲，以及低能見度... , https://udn.com/news/story/7266/7176457?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:18:27 , udn , 新竹市9處地下道今遇暴雨淹水 中午前全排除開放通車 , https://udn.com/news/story/7324/7176455?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:18:38 , udn , 中央氣象局今天凌晨4時39分，針對新竹地區發布大雷雨災防告警，新竹市最大時雨量高達106毫米，累積雨量達233毫米，造成... , https://udn.com/news/story/7324/7176455?from=udn-ch1_breaknews-1-0-news
2023-05-19 14:18:59 , udn , 520前夕 台股漲73點收16,174點 本周漲672點 , https://udn.com/news/story/7251/7176454?from=udn-ch1_breaknews-1-0-news
