2023-03-24 00:08:37 , udn , 王婉諭宣布參選北市大安區立委 , https://udn.com/news/story/123307/7052567?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:59:13 , udn , 24歲賴姓男子昨天中午駕駛白色轎車行經台13線公路苗栗市南勢里路段時，不明原因突然偏離車道撞上停放路邊的一輛大貨車，車頭... , https://udn.com/news/story/7320/7053192?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:59:33 , udn , 41萬不明金流...農會行員機警識出詐團 助警一舉逮獲車手 , https://udn.com/news/story/7321/7053188?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:59:44 , udn , 高雄湖內區43歲林姓男子本周二下班時分前來農會欲領取補發金融卡，但因未攜帶開戶印鑑，既無法取卡，就連臨櫃取款也沒轍，林男... , https://udn.com/news/story/7321/7053188?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:00:04 , udn , MLB／費城人傳壞消息！一壘手霍金斯恐整季報銷 , https://udn.com/news/story/6999/7053167?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:00:15 , udn , 費城人隊上季一路殺進世界大賽，最終以1：4不敵太空人隊，錯失世界大賽冠軍。休賽季他們以11年3億美元鉅約簽下頂尖游擊手透納（Trea Turner），試圖再度挑戰冠軍。不過今天卻傳出壞消息，主戰一壘手 , https://udn.com/news/story/6999/7053167?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:01:05 , udn , 街口投信：第2季油市供需赤字可能性仍高 , https://udn.com/news/story/7251/7053184?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:01:16 , udn , 街口投信展望第2季原油供需赤字可能性仍高，有待第3季升息路徑明朗與美國開始回補戰備儲油後，油價可望有所突破。 , https://udn.com/news/story/7251/7053184?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:02:58 , udn , 台大擬增林智堅條款 3年2人學位遭撤校方將訪視系所 , https://udn.com/news/story/6885/7053232?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:03:08 , udn , 去年新竹市前市長林智堅、桃園市前市長鄭文燦台大國發所碩士在職專班學位接連遭撤銷，台大近日研擬「國立台灣大學精進學位論文品... , https://udn.com/news/story/6885/7053232?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:03:29 , udn , 嘉義前巿議員凌子楚登記立委初選 綠營三腳督選局內戰開打 , https://udn.com/news/story/123307/7053213?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:03:39 , udn , 民進黨嘉義市立委初選登記，繼兼市黨部主委的黃露慧議員、立委王美惠完成登記，曾參選立委落敗的前市議員凌子楚，上午完成登記，... , https://udn.com/news/story/123307/7053213?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:04:00 , udn , 蛋荒被問到怕？ 店家貼告示「母雞屁股只有1個」蛋夠吃就好別囤貨 , https://udn.com/news/story/122475/7053212?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:04:10 , udn , 明晚將再度召開蛋雞產銷會議，上周凍漲，外界預期將會再漲。民眾抱怨，雞蛋再怎麼貴，也搶不到雞蛋。有店家乾脆貼出公告，呼籲消... , https://udn.com/news/story/122475/7053212?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:04:31 , udn , 用起來「最舒服」的網銀App是這家！網一面倒狂推：順到像便秘暢通 , https://udn.com/news/story/7088/7052857?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:04:41 , udn , 你經常使用網銀轉帳嗎？哪個網銀App使用起來最順手呢？一名網友就分享自己剛辦了... , https://udn.com/news/story/7088/7052857?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:05:02 , udn , 狒狒出逃！桃農業局夜間出動熱像儀「3區」搜索6小時仍未果 , https://udn.com/news/story/123439/7053203?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:08:59 , udn , 小指骨折止痛藥當糖吃 源田壯亮：小朋友不要學 , https://udn.com/news/story/7001/7053241?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:09:09 , udn , 日本隊風光拿下第五屆世界棒球經典賽冠軍，游擊手源田壯亮從預賽第二場後就帶著右手小指骨折，靠著把止痛藥當糖果吃一路撐到最後... , https://udn.com/news/story/7001/7053241?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:09:30 , udn , 六福村狒狒數量差一隻 林務局：繁殖需依法申請登記 , https://udn.com/news/story/123439/7053240?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:09:40 , udn , 一隻逃脫狒狒大鬧桃園，但究竟這隻狒狒打哪裡來，外傳可能是動物園裡逃脫，農委會林務局表示，需要教育單位、動物園才可飼養，繁... , https://udn.com/news/story/123439/7053240?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:10:00 , udn , 經典賽／日本隊凱旋歸國 村上宗隆盼扛4番再戰經典賽 , https://udn.com/news/story/10785/7053000?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:10:11 , udn , 日本武士隊在本屆世界棒球經典賽（WBC）奪冠，搭包機今天返抵國門，在成田機場受到粉絲熱烈歡迎。選手村上宗隆在記者會上表示... , https://udn.com/news/story/10785/7053000?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:10:31 , udn , 影／原住民運動會授旗 侯友宜：提高獎金以原民選手為榮 , https://udn.com/news/story/7323/7053235?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:10:37 , udn , 安盛投資管理：2023年歐元區有望率先復甦 三大投資心法戰勝衰退 , https://udn.com/news/story/7239/7053179?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:10:42 , udn , 112年全國原住民族運動會授旗儀式上午在新北市政府市民廣場舉行，新北市長侯友宜也出席授旗，面對媒體提問是否定調不再說「好... , https://udn.com/news/story/7323/7053235?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:10:47 , udn , 安盛投資管理投資組合經理劉茜(Qian Liu)表示，目前的市場狀況在近代歷史上並不常見，通膨和利率政策之間的差距巨大，... , https://udn.com/news/story/7239/7053179?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:11:02 , udn , 影／黃光芹稱講「職位不重要」致命？侯友宜：全力以赴 , https://udn.com/news/story/123307/7053237?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:11:13 , udn , 新北市長侯友宜昨（23）日稱「職位沒那麼重要，重要的是定位」，資深媒體人黃光芹知道後po文，分析這段言論，直呼「我實在驚... , https://udn.com/news/story/123307/7053237?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:11:58 , udn , 王建煊／王老先生講故事之268：每個孩子都是天才 , https://udn.com/news/story/7340/7053245?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:12:04 , udn , 手握逾百億庫存地、W飯店營運靚 太子建設長線動能足 , https://udn.com/news/story/7241/7053225?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:12:08 , udn , 造物主創造的世界萬物都是很有用的，有些東西看似沒有用，那不是因為它們沒有用，而是我們人太笨，不知道他們的用處。就像早年煉油科技尚未出現時，地下的原油被人類認為是一無用處的廢物，可是現在哪個地方發現地下有豐富石油，那還得了，舉國歡騰，世界矚目。 , https://udn.com/news/story/7340/7053245?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:12:14 , udn , 太子建設（2511）近兩年雖無新完工建案入帳，惟手中在建、未來可推新案超過百億元，加上去年第4季國門解封，讓台北W飯店單... , https://udn.com/news/story/7241/7053225?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:12:29 , udn , 她帶爸媽逛好市多被擋「1卡只能帶1人」 網曝原因：會變嚴格 , https://udn.com/news/story/120911/7053084?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:12:39 , udn , 美式賣場好市多商品豐富，價格也實惠，時常吸引不少消費者光顧，但因為好市多採付費會員制，限定一張卡只能帶2位非會員朋友進場，就有一名女網友發文抱怨，日前帶爸媽前往購物時，入場前被工作人員要求只能帶一人進 , https://udn.com/news/story/120911/7053084?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:13:00 , udn , 經典賽／小指骨折止痛藥當糖吃 源田壯亮：小朋友不要學 , https://udn.com/news/story/10785/7053241?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:14:59 , udn , 嘉義巿交通處長涉貪交保 黃敏惠：尊重司法調查 , https://udn.com/news/story/7321/7053262?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:15:09 , udn , 嘉義市政府模範公務員、交通處長鄭君健，涉貪交保請假，上午由副處駱際方代表列席議會臨時會閉幕，會後，針對此案，市長黃敏惠說... , https://udn.com/news/story/7321/7053262?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:20:57 , udn , 潛在侵略者都在看！美國務卿：俄烏戰爭對亞洲有「深遠影響」 , https://udn.com/news/story/6809/7053290?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:21:07 , udn , 美國國務卿布林肯（Antony Blinken）警告稱「俄羅斯入侵烏克蘭對亞洲產生深遠影響」，並表示「中國正謹慎地關注華... , https://udn.com/news/story/6809/7053290?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:21:28 , udn , 黃國昌質疑有人二度縱放郭哲敏 新北檢：偵查中不便說明 , https://udn.com/news/story/7321/7053273?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:21:38 , udn , 時代力量前立委黃國昌昨天晚間在臉書發文，質疑新北地檢署至今都未說明為何涉嫌地下匯兌案的主嫌郭哲敏可以在檢方行動前出國，新... , https://udn.com/news/story/7321/7053273?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:21:59 , udn , 王建煊／王老先生講故事之269：清閒日子少過為妙 , https://udn.com/news/story/7340/7053263?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:22:09 , udn , 侄兒大學畢業時，他的同學們都在找工作，我問他：「你的同學們多數希望找哪些工作？」 , https://udn.com/news/story/7340/7053263?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:22:30 , udn , 林家正下一站中職選秀？經紀公司：任何可能性都會討論 , https://udn.com/news/story/7001/7053270?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:22:40 , udn , 25歲旅美捕手林家正今天發布震撼消息，主動向響尾蛇隊提出離隊，目前留美等待其他球隊的機會。至於是否有可能投身中職選秀？所... , https://udn.com/news/story/7001/7053270?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:23:01 , udn , 侯友宜調解立委競爭 協調原因曝光 , https://udn.com/news/story/123307/7053269?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:23:11 , udn , 原有意參選國民黨立委選戰的現任淡水議員陳偉杰，昨晚宣布不參與黨內立委初選，並表示因新北市長侯友宜邀請與立委洪孟楷協調，唯... , https://udn.com/news/story/123307/7053269?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:23:31 , udn , 推動「需量競價」真的不是面臨缺電？台電這樣說 , https://udn.com/news/story/7238/7053265?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:23:42 , udn , 關於媒體報導接獲爆料指出工廠收到「需量競價」得標通知，質疑將面臨缺電一事，台電今（24）日表示，需量反應負載管理措施這是... , https://udn.com/news/story/7238/7053265?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:24:02 , udn , AI審判人類時代來臨 ChatGPT能代替法官判決嗎？ , https://udn.com/news/story/123313/7053296?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:24:12 , udn , 微軟投資的人工智慧實驗室OpenAI上周宣布將去（2022）年11月公開的AI聊天機器人ChatGPT，從3.5版更新到4.0版，有付費訂閱GPT plus的用戶可以搶先體驗。 , https://udn.com/news/story/123313/7053296?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:24:33 , udn , 乾旱！知名賞螢重鎮台南梅嶺 恐看不到螢火蟲 , https://udn.com/news/story/7326/7053297?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:24:43 , udn , 台南梅嶺賞螢季預計4月中旬登場，受到長達600天未下雨乾旱影響，居民表示若照原訂時程舉辦「可能一隻螢火蟲都沒有」，會被遊... , https://udn.com/news/story/7326/7053297?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:25:04 , udn , 經典賽／外媒評中華隊表現僅「C-」只好過南韓、多明尼加 , https://udn.com/news/story/10785/7053242?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:25:14 , udn , 2023年世界棒球經典賽已結束，由日本隊奪下暌違14年的冠軍。美媒《theScore》也針對20支參賽隊伍的表現給出評分，無緣8強的中華隊僅獲得「C-」，與中國大陸隊和以色列隊並列第16，只好過南韓、 , https://udn.com/news/story/10785/7053242?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:26:58 , udn , 南投「武界」雲的故鄉 肅殺之名源自日治管理原住民 , https://udn.com/news/story/7314/7043534?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:27:08 , udn , 位於南投縣仁愛鄉內的「武界」，是布農族分布最北的部落與泰雅族緊鄰交界，早期由於原住民爭奪獵區互相攻打，在武界部落境內發生「干卓萬事件」。

日治時期日本人為了管理及方便發音稱之為「武界」，也意味著「以武犯界」，畫定這裡是武力的界限。光復以後，國民政府因為覺得地名過於肅殺，故改名為法治村，2016年台電70周年慶，舉辦十大秘境網路票選，大觀發電廠管轄的武界壩榮獲秘境之首，同時揭開了武界神秘的面紗。 , https://udn.com/news/story/7314/7043534?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:27:29 , udn , 王毅與法國總統外事顧問通話：止戰應成為中歐戰略共識 , https://udn.com/news/story/7331/7053299?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:27:39 , udn , 在大陸國家主席習近平結束訪俄羅斯行程後，中共外事辦主任王毅與法國總統外事顧問博納通話，王毅強調習近平訪俄是和平之旅，並重... , https://udn.com/news/story/7331/7053299?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:28:00 , udn , 金酒公開遴選總經理  擇優10人清明連假後面試 , https://udn.com/news/story/7241/7053255?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:28:10 , udn , 金門酒廠公司今天表示，金酒公開遴選總經理人事案的書面審查已完成，擇優10人將進行下階段的面試；預定清明連假過後展開面試，... , https://udn.com/news/story/7241/7053255?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:30:03 , udn , 影／余天不參選區域立委 「誠信條款」支持李坤城 , https://udn.com/news/story/6656/7053314?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:30:13 , udn , 民進黨去年三重議員提名6席全上，現任三重區立委余天明確表態不競選連任，支持新北市前議員李坤城參選，至於是否爭取不分區提名... , https://udn.com/news/story/6656/7053314?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:30:34 , udn , 「侯侯作代誌」變「為國家奉獻」 侯友宜解釋因這個信念 , https://udn.com/news/story/6656/7053315?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:30:44 , udn , 新北市長侯友宜過往面對總統大選及市政議題多以「侯侯作代誌」表達身為市長就做好市長工作，但近來面對總統大選則多改以為國家、... , https://udn.com/news/story/6656/7053315?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:31:05 , udn , 江肇國登記民進黨中市六選區立委初選：做賴清德國會最強後盾 , https://udn.com/news/story/6656/7053313?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:31:15 , udn , 台中市議員江肇國今天上午在父親江正吉、多位民進黨議員及里長的陪同下，到民進黨台中市黨部登記參與台中市第六選區（中、西、東... , https://udn.com/news/story/6656/7053313?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:32:06 , udn , 華碩AI內視鏡病灶輔助系統 廣獲醫界好評 , https://udn.com/news/story/7266/7053300?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:32:17 , udn , 國健署109年癌症登記報告，大腸癌蟬聯十五年居十大癌症排行首位，目前高雄榮民總醫院、國立陽明交通大學附設醫院等已率先導入... , https://udn.com/news/story/7266/7053300?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:32:37 , udn , 美國再將14個中國大陸實體加列入未經核實名單 , https://udn.com/news/story/6811/7053302?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:32:48 , udn , 美國政府24日再把14家中國大陸實體納入「未經核實名單」（Unverified List），迫使美國出口商在出貨產品給這... , https://udn.com/news/story/6811/7053302?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:32:57 , udn , iPhone就是有價值！蘋果4大關鍵贏過安卓 光是「折舊率速度」就差2倍 , https://udn.com/news/story/7098/7053284?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:33:07 , udn , 果粉愛用蘋果（Apple）iPhone手機除了「信仰」外，在二手市場上也比安卓（Android）更有價值。現在就有外媒分析4項關鍵，證明「iPhone真的有價值」！ , https://udn.com/news/story/7098/7053284?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:33:28 , udn , 卡管案說「不死也半條命」 柯建銘遭列恐嚇案被告 , https://udn.com/news/story/7321/7053321?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:33:38 , udn , 台大前校長管中閔日前在臉書發文，回憶2018年「卡管案」時，民進黨立院黨團總召曾對他說「不死也半條命」，遭台高檢前檢察官... , https://udn.com/news/story/7321/7053321?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:33:59 , udn , 不滿前女友與新歡曬恩愛 台南男傳照給情敵...賠11萬換緩刑 , https://udn.com/news/story/7320/7053320?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:34:09 , udn , 林姓男子不滿前女友分手後與現任李姓男友曬恩愛，去年4月底將其手機上留存前女友身著內衣褲露臉的自拍照，以暱稱經IG傳給李觀... , https://udn.com/news/story/7320/7053320?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:35:40 , udn , 東研信超掛牌上櫃 盤中漲幅超過三成 , https://udn.com/news/story/7254/7053294?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:35:50 , udn , 東研信超（6840）今（24）日以68元掛牌上櫃，並以92.5元開出紅盤漲幅達35%，首日盤中漲幅仍超過三成，展現蜜月行... , https://udn.com/news/story/7254/7053294?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:35:58 , udn , 山區乾旱不雨！阿里山螢火蟲季晚2周才現跡 螢光量大減 , https://udn.com/news/story/7326/7053327?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:36:09 , udn , 阿里山邁入螢火蟲季節，不過，今年受久旱不雨影響，螢火蟲數量明顯減少，已晚半個月才現蹤跡，山區民眾盼雨快下；阿管處副處長陳... , https://udn.com/news/story/7326/7053327?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:36:29 , udn , 大巨蛋拚年底打棒球 3月底前啟動鋪設近4000坪人工草皮 , https://udn.com/news/story/7323/7053326?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:36:40 , udn , 北市大巨蛋的防火避難及排煙審查獲內政部正式認可函，日前進行煙控性能現場試驗，台北市副市長李四川今上午在臉書指出，3月底將... , https://udn.com/news/story/7323/7053326?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:37:00 , udn , 「爸爸拿錢救我！」假綁架真詐騙 車手巧設斷點仍遭逮 , https://udn.com/news/story/7320/7053329?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:37:11 , udn , 台北市中正區一名童姓男子日前接獲一通聲稱女婿遭綁架電話，童男依對方指示交付現金後才驚覺遭詐，中正一警分局介壽路派出所員警... , https://udn.com/news/story/7320/7053329?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:38:01 , udn , 美國商務部將14中國實體列入「未核實清單」 , https://udn.com/news/story/7331/7053323?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:38:12 , udn , 美國政府星期四（3月23日）將14家中國大陸公司列入一份「紅旗名單」（red flag list），這意味著美國出口商在... , https://udn.com/news/story/7331/7053323?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:38:33 , udn , 嘉義市議會通過加碼生育津貼、80歲以上全口老人假牙追加預算 , https://udn.com/news/story/7326/7053324?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:38:43 , udn , 嘉義市議會上午完成市府總預算第1次追加減預算案二、三讀會，照原編列通過，議長陳姿妏主持大會，府會和諧，提高新生兒生育津貼... , https://udn.com/news/story/7326/7053324?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:38:59 , udn , 港媒：共軍上將劉亞洲涉嚴重貪腐案 , https://udn.com/news/story/7331/7053317?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:39:10 , udn , 據報導，中國人民解放軍國防大學前政委、空軍上將劉亞洲涉及嚴重經濟貪腐問題，或將遭當局重判「死刑緩期兩年執行」（死緩）刑罰 , https://udn.com/news/story/7331/7053317?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:39:30 , udn , 歐美銀行危機效應？環時：近期香港開戶數量激增 , https://udn.com/news/story/7331/7053336?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:39:41 , udn , 美國矽谷銀行等多家銀行與瑞士瑞信銀行近期接連爆發危機，引起金融市場不少震盪。而消息顯示，近期在香港，非本地居民開戶數量有... , https://udn.com/news/story/7331/7053336?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:40:01 , udn , 日月潭水位下降達7公尺 今再封閉玄光碼頭右側引橋浮排 , https://udn.com/news/story/7266/7053335?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:40:12 , udn , 日月潭水位再降1公尺，日管處今天啟動第三階段碼頭水位下降因應措施，在不影響玄光碼頭遊憩正常功能，並維護遊客行走引橋安全的... , https://udn.com/news/story/7266/7053335?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:40:32 , udn , 遛狗撞見獅子！犬獅並排跑畫面嚇人 中間僅隔「脆弱圍欄」網友大呼恐怖 , https://udn.com/news/story/6810/7053181?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:40:43 , udn , 放狗見到獅子是什麼體驗！加拿大有女子日前去到安大略省遊玩，遛狗時留意到路邊有「院子」用鐵絲網圍起，以為是「大狗」，沒想到竟是頭獅子，犬獅一度並排奔跑，狗狗狂吠但獅子全程盯住她們未有吼叫。 , https://udn.com/news/story/6810/7053181?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:41:58 , udn , 日本外交藍皮書 強調台海和平 「關切」中俄軍事合作 , https://udn.com/news/story/6809/7053348?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:42:08 , udn , 日本媒體報導，日本外務省預計4月發表2023年版《外交藍皮書》，該藍皮書草案對中國大陸措詞強硬，稱中國影響力漸彰，其對外... , https://udn.com/news/story/6809/7053348?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:42:29 , udn , 基捷經費暴增牽動虧損分攤 基隆攤4成 營運錢坑無底洞 , https://udn.com/news/story/6656/7053345?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:42:39 , udn , 總統蔡英文送給基隆人的捷運大禮，一變再變，最新樣貌不但建設經費暴增到近700億元，路線長度還縮水，基隆市要分攤的費用翻漲三倍，且因經費暴增牽動日後虧損分攤比例，基隆和新北各要分攤四成，驚人錢坑在後頭，交通部和前市長林右昌不說，現任市長謝國樑為何也不說破？ , https://udn.com/news/story/6656/7053345?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:43:00 , udn , 就在今晚！ 別錯過「月掩金星」 氣象局：這樣觀星最佳 , https://udn.com/news/story/7266/7053342?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:43:10 , udn , 今晚別錯過「月掩金星」奇景。「報天氣 - 中央氣象局」臉書粉專表示，今天太陽下山後的西方低空，可以看到明亮的金星位於初三... , https://udn.com/news/story/7266/7053342?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:45:32 , udn , 央行升息房租別跟漲 專家勸房東「放彼此一條生路」 , https://udn.com/news/story/7238/7053332?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:45:43 , udn , 央行昨再宣布升息半碼0.125個百分點，房貸地板利率達2.06%，正式站上2%。住商不動產企研室執行總監徐佳馨提醒房東，... , https://udn.com/news/story/7238/7053332?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:47:58 , udn , 港媒：美國副助卿訪上海或為布林肯訪華鋪路 , https://udn.com/news/story/7331/7053359?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:48:08 , udn , 美國國務卿布林肯原定今年2月出訪北京，但在氣球風波發生後，布林肯推遲了他的訪華之行，具體日期尚不明朗。但近日美國國務院亞... , https://udn.com/news/story/7331/7053359?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:48:29 , udn , 皇家冠冕、王妃婚戒… 卡地亞珠寶4月將登香港故宮展 , https://udn.com/news/story/7270/7053352?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:48:39 , udn , 香港故宮文化博物館（博物館）將於2023年4月14日至8月14日隆重呈獻特別展覽「百樣玲瓏——卡地亞與女性」，為全球首次... , https://udn.com/news/story/7270/7053352?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:48:59 , udn , 只有少數美國公司參加今年中國發展高層論壇 , https://udn.com/news/story/6811/7053353?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:49:10 , udn , 本周末中國將在北京舉行一次備受矚目的企業峰會，向世界展示經濟情況已有序恢復。不過與會者名單中美國公司高管並不多。經中國美... , https://udn.com/news/story/6811/7053353?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:50:01 , udn , 經典賽／達比修有幫球隊做太多事！栗山英樹曾向他道歉 , https://udn.com/news/story/10785/7053331?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:50:11 , udn , 2023年經典賽由日本隊奪下冠軍，監督栗山英樹返國後接受訪問，透露曾主動向達比修有道歉，原因是達比修幫忙球隊做太多事，導致無法把自身狀態調整到最好。

達比修有本屆經典賽狀態不如預期，出賽3場皆有 , https://udn.com/news/story/10785/7053331?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:56:58 , udn , 央行連五度升息 教育部：就學貸款在學生不受影響 , https://udn.com/news/story/6885/7053399?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:57:08 , udn , 美國聯準會宣布升息1碼，台灣中央銀行昨日傍晚宣布升息半碼，也是近期連續第五度升息。教育部今天表示，目前93%的就學貸款學... , https://udn.com/news/story/6885/7053399?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:57:29 , udn , 妙齡女到背包客棧打工換宿 竟遭噁男房客闖入熟睡摸臀 , https://udn.com/news/story/7321/7053397?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:57:39 , udn , 台中張姓男子投宿自家附近的背包客棧，趁著裡頭1名打工換宿女子熟睡時偷溜進房，還大膽伸手摸她臀部，得手落跑後還想再度闖入結... , https://udn.com/news/story/7321/7053397?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:58:00 , udn , 影／桃園失控父高舉6歲兒作勢往陽台外丟威嚇 嚇壞眾人報警 , https://udn.com/news/story/7320/7053402?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:58:10 , udn , 桃園平鎮某10樓大廈昨晚11時40分許，1名37歲的父親於自家陽台管教6歲男童，過程中作勢以丟下陽台之舉來威嚇男童，附近... , https://udn.com/news/story/7320/7053402?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:58:31 , udn , 中廣蓋洛普總統民調 「三腳督」賴第一、柯超車侯 , https://udn.com/news/story/6656/7053396?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:58:41 , udn , 總統大選參選人綠營已定於一尊，國民黨則是日前宣布將採徵召方式提名。中廣今公布委託蓋洛普公司進行的總統民調，該民調顯示，如... , https://udn.com/news/story/6656/7053396?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:59:02 , udn , 159萬勞工受惠！ 勞動部全額補貼「勞工紓困貸款」升息半碼利息 , https://udn.com/news/story/7238/7053390?from=udn-ch1_breaknews-1-0-news
2023-03-24 11:59:12 , udn , 中央銀行昨宣布升息半碼（0.125%），為減輕勞工朋友的生活負擔，勞動部今表示，將全額補貼升息半碼的貸款利息。 , https://udn.com/news/story/7238/7053390?from=udn-ch1_breaknews-1-0-news
