2023-04-25 00:00:54 , udn , 中職／黃保羅「開箱」1.2局失5分 味全龍曹祐齊贏了娃娃兵之戰 , https://udn.com/news/story/7001/7120506?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:36:47 , udn , 萬人湧大甲媽新港祝壽大典 顏清標喊媽祖來喬兩岸和平 , https://udn.com/news/story/7325/7121272?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:36:58 , udn , 2023大甲鎮瀾宮媽祖9天8夜遶境進香行程，25萬人湧入新港鄉，昨晚駐駕嘉義縣新港奉天宮，今天上午8點舉辦媽祖祝壽大典，... , https://udn.com/news/story/7325/7121272?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:37:18 , udn , 平均地權條例子法今預告 三大重點看這裡 , https://udn.com/news/story/7314/7121264?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:37:29 , udn , 立法院完成平均地權條例修法，內政部今天預告相關子法，內政部長林右昌表示，子法內容包括禁止預售屋換約轉售，私法人買住宅採許... , https://udn.com/news/story/7314/7121264?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:37:49 , udn , 傷亡增加！聯華食品北斗廠大火22人分送6醫院 2人不治 , https://udn.com/news/story/7320/7121263?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:38:00 , udn , 聯華食品北斗廠大火，經消防局歷經2個半小時灌救，大火已經撲滅，經清查，現場已無人受困，共22人送醫，10人到院無呼吸心跳... , https://udn.com/news/story/7320/7121263?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:38:20 , udn , 聯華食品彰化廠今清晨發生大火 公司：機台起火所致 啟動跨廠支援 , https://udn.com/news/story/7320/7121253?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:38:31 , udn , 聯華食品公司彰化廠今（25）日清晨發生大火，聯華食品（1231）今日發出聲明表示，受困人員共22人已全數救出，並送醫救治... , https://udn.com/news/story/7320/7121253?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:38:51 , udn , 陸使館切割盧沙野聲明沒中文 綠委諷害怕小粉紅抗議 , https://udn.com/news/story/6656/7121254?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:39:02 , udn , 中國大陸駐法國大使盧沙野發言惹議，中國大陸駐法大使館今天表示，盧沙野談話僅是個人觀點，民進黨立委林楚茵表示，大陸大使館的... , https://udn.com/news/story/6656/7121254?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:39:22 , udn , NBA／國王福克斯左手食指骨折 關鍵第5戰出賽成疑 , https://udn.com/news/story/7002/7121212?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:39:53 , udn , 「對台灣無條件支持」 瓜地馬拉總統：最堅實邦交國 , https://udn.com/news/story/6656/7121249?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:40:24 , udn , ECFA為何生變數？ 吳敦義指因為政府否認九二共識 , https://udn.com/news/story/6656/7121243?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:45:17 , udn , 約定帳戶淪詐騙新招！金管會全面限縮「轉帳服務」 3銀行匯款門檻拉高 , https://udn.com/news/story/7239/7121315?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:45:27 , udn , 網銀「約定帳戶」轉帳快速、金額限制範圍量大且寬，近期成了詐騙集團下手的管道之一，金管會要求各銀行配合全面限縮行動銀行轉帳服務，其中華南、玉山及永豐銀行，特別針對「非約定帳戶」、「約定帳戶」拉高匯款門檻並制定相關轉帳規定。 , https://udn.com/news/story/7239/7121315?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:45:48 , udn , 通膨升、經濟緩  台經院下調GDP至2.31%上修CPI至2.2% , https://udn.com/news/story/7238/7121304?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:45:59 , udn , 受到全球景氣低迷，終端市場消費動能減弱，台經院今天發布最新2023年國內經濟成長率為2.31%，較2023年1月預測下修... , https://udn.com/news/story/7238/7121304?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:46:19 , udn , 調查局廉政大樓大火 初步排除人為縱火可能 , https://udn.com/news/story/7320/7121313?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:46:30 , udn , 調查局新北市新店局本部廉政大樓昨晚發生驚傳大火，所幸火勢在15分鐘內撲滅，無人傷亡。由於起火點位於廉政大樓一樓資通安全處... , https://udn.com/news/story/7320/7121313?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:46:50 , udn , 李彥秀建議學柯文哲多金句 蔣萬安點名留「他」就多講 , https://udn.com/news/story/6656/7121307?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:47:01 , udn , 國民黨第二階段初選，港湖、大安選區今開協調會，爭取港湖提名的議員李彥秀昨天提到，她認為若市長蔣萬安可以多一點金句、學學前... , https://udn.com/news/story/6656/7121307?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:47:21 , udn , 大樹（6469）股價進逼400元…下一間藥局是誰？ 專家：佑全大漲表態 , https://udn.com/news/story/7251/7121049?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:47:32 , udn , 大樹（6469）在近期一度400元大關了！從大樹一路變成森林，下一家大樹藥局會是誰？

財經專家阿格力於YouTube頻道的新影音中分享，就是佑全（6929）藥局！ , https://udn.com/news/story/7251/7121049?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:47:52 , udn , NBA／巴特勒56分之夜 熱火挑戰史上第6次「老八傳奇」 , https://udn.com/news/story/7002/7121255?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:48:03 , udn , 熱火今天幾乎整場比賽都處於落後頹勢，但靠巴特勒狂轟56分和球隊末節猛攻41分之下，最終119比114逆轉擊敗東區頭號種子公鹿，在季後賽首輪意外率先聽牌。 , https://udn.com/news/story/7002/7121255?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:48:24 , udn , 高雄1里長服務處剛出門遇凶煞 遭2男子持棍毆傷 , https://udn.com/news/story/7320/7121303?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:48:34 , udn , 高雄市鳳山區鎮北里長今天上午自服務處出門，突遭2名男子持棍攻擊，額頭受傷送醫，暫無大礙。警方到場逮捕吳姓男子，另名涉案的... , https://udn.com/news/story/7320/7121303?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:48:55 , udn , 郭台銘喊脫美中框架 鄭文燦：世界支持台灣才是必走之路 , https://udn.com/news/story/123307/7121300?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:49:05 , udn , 鴻海創辦人郭台銘表示，要找到脫離美中政治框架，盼為台灣掌握機會，才決定承擔再度參選總統。行政院副院長鄭文燦指出，美國、日... , https://udn.com/news/story/123307/7121300?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:49:26 , udn , 政院組改三級首長可政治任用 藍批自肥酬庸壞文官體系 , https://udn.com/news/story/6656/7121298?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:49:36 , udn , 立法院三讀通過行政院組改相關法案，三級機關首長由常任文官改為政治任命和文官雙軌制。國民黨立委游毓蘭說，這是政治酬庸凌駕文... , https://udn.com/news/story/6656/7121298?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:49:57 , udn , 「捷運出站200公尺就到家」有影嘸？這建案廣告不實被開罰50萬 , https://udn.com/news/story/7241/7121296?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:50:07 , udn , 君悅建設有限公司及好事優廣告行銷有限公司銷售桃園市桃園區「君邑富域」建案，在臉書上刊載「鄰近捷運站 O13站200米……... , https://udn.com/news/story/7241/7121296?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:50:28 , udn , 徐巧芯爆曾打給合庫施壓放貸 鄭文燦駁斥：子虛烏有指控 , https://udn.com/news/story/6656/7121290?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:50:38 , udn , 國民黨台北市議員徐巧芯爆料，行政院副院長鄭文燦擔任桃園市長期間，曾打給合作金庫審核企業的借貸資料，「某幾個案子要給過」。... , https://udn.com/news/story/6656/7121290?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:50:59 , udn , 影／王醒之：撤銷基隆地方性公投 如割掉基隆人聲帶 何等殘忍 , https://udn.com/news/story/6656/7121281?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:51:09 , udn , 時代力量陳椒華委員、基隆護海公投領銜人王醒之、台灣蠻野心足生態協會蔡雅瀅律師、陳憲政律師、基隆市議員陳冠羽、基隆野鳥學會... , https://udn.com/news/story/6656/7121281?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:51:18 , udn , 質感輕食搭康普茶！安永集團Blue Fish Bar進駐忠泰 , https://udn.com/news/story/7270/7121334?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:51:28 , udn , 食材選物品牌「安永鮮物」母集團「安永集團」，繼國父紀念館附近的「Blue Fish樂魚漢堡」後，再創全新餐飲品牌「Blu... , https://udn.com/news/story/7270/7121334?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:51:30 , udn , 林蔚山掏空大同判關8年定讞 他聲請再審、奔喪探親全被駁回確定 , https://udn.com/news/story/7321/7121280?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:51:40 , udn , 大同集團董事長林蔚山十多年前投資女性友人周雲楠的通達國際公司，通達虧損十多億元，林蔚山被控為免除連帶保證人責任，以大同集... , https://udn.com/news/story/7321/7121280?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:51:49 , udn , 侯友宜怨1200月票補貼不夠 鄭文燦：會檢討是否充足 , https://udn.com/news/story/7266/7121333?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:51:59 , udn , 基北北桃「1200月票」預計7月上路，新北市長侯友宜怨，中央3年200億補貼不夠，認為經費也須重新試算。行政院副院長鄭文... , https://udn.com/news/story/7266/7121333?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:52:01 , udn , 侯友宜議會「壓力測試」 藍綠下午將甲動大戰 , https://udn.com/news/story/6656/7121277?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:52:11 , udn , 新北市國民黨團今下午將甲動，擬變更議程，讓市長侯友宜提早接受總質詢，這也是侯登頂之路第一戰的「壓力測試」。民進黨團已放話... , https://udn.com/news/story/6656/7121277?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:52:20 , udn , 追加逾20億預算及6個月工期 淡北道路今重新上網招標 , https://udn.com/news/story/7323/7121330?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:52:30 , udn , 雙北重大公路建設淡北道路今年2月首次招標即流標，新北工務局說明，主因是近期國內工程量大、缺工缺料嚴重，新工處在廣納潛在廠... , https://udn.com/news/story/7323/7121330?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:52:32 , udn , 「台灣：沈睡的炸彈」登上西班牙週報封面故事 , https://udn.com/news/story/6809/7121069?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:52:42 , udn , 台灣登上西班牙國家報16日隨報出刊的「國家週報」封面故事，標題為「台灣，沈睡的炸彈」，以18頁內容深度分析美中兩強地緣角... , https://udn.com/news/story/6809/7121069?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:52:51 , udn , 谷月涵看台股恐破去年低點「但沒崩盤問題」！友關心他回台不安全：比美安全 , https://udn.com/news/story/7251/7121317?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:53:01 , udn , 寬量國際（QIC）周一（4/24）舉行2023年第二季媒體記者會，有「台灣先生」之稱的寬量國際策略長谷月涵（Peter Kurz）分析：「因為市場資金仍充沛，雖然未來台股仍有機會破去年低點，但沒有崩盤問題。」 , https://udn.com/news/story/7251/7121317?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:53:03 , udn , 猴子想嚇人飛撲到窗前「大腿瞬間抽筋」！牠神情痛苦彎腰瘸腿退場：有夠糗… , https://udn.com/news/story/7470/7121260?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:53:13 , udn , 猴子太淘氣結果傷到自己？一隻動物園的猴子蹦到玻璃前想嚇遊客，結果太過用力害自己腿抽筋，嚇人不成反出糗，最後悻悻然瘸腿離去。 , https://udn.com/news/story/7470/7121260?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:53:22 , udn , 桃市幼兒園伙食費2餐75元  物價上漲供應商大喊吃不消 , https://udn.com/news/story/7324/7121319?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:53:32 , udn , 桃園市出生率雖居6都之冠，但公立幼兒園的伙食費2餐合計僅75元，與第1名台中市96元差距21元，6都排名第4。疫情後物價... , https://udn.com/news/story/7324/7121319?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:54:17 , udn , 「台東人的自強號」走入歷史 留下難忘柴油味和拱門 , https://udn.com/news/story/7266/7121220?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:54:28 , udn , 台鐵DR3000型柴油自強號列車，今天在台東開出末班車。濃濃柴油味帶有遊子離家鄉愁的台東人自強號走入歷史 , https://udn.com/news/story/7266/7121220?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:54:35 , udn , 聯華食品北斗廠大火 中區職安中心：火場鑑定後了解有無違規 , https://udn.com/news/story/7320/7121269?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:54:46 , udn , 聯華食品北斗廠的廠區上午發生火警，造成10多人送醫、4人失蹤，勞動部中區職業安全衛生中心上午說，將待消防單位火場鑑定後，... , https://udn.com/news/story/7320/7121269?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:54:48 , udn , 「免疫債」來臨了？醫師爆：診間炸翻 感冒拉肚子的人超多 , https://udn.com/news/story/7266/7121270?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:54:59 , udn , 兒童感染科醫師顏俊宇昨(24)日在臉書表示，「週一門診炸裂像菜市場」，自己從早至晚共看了197 人的門診，且病患症狀相似，都是感冒、發燒、拉肚子，一些人還有皮膚問題，讓他「看診完感覺快升天」，累癱趴在桌上留影。 , https://udn.com/news/story/7266/7121270?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:55:19 , udn , 影／平均地權條例說明會 林右昌：發生重大事故可換約 , https://udn.com/news/story/7314/7121336?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:55:30 , udn , 內政部長林右昌、內政部政務次長花敬群上午舉行「平均地權條例」子法預告說明記者會，其中針對限制預售屋、新建成屋換約轉售進行... , https://udn.com/news/story/7314/7121336?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:57:16 , udn , 高雄停車還要投幣、缺工嚴重 綠議員質詢智慧城市進度 , https://udn.com/news/story/7327/7121345?from=udn-ch1_breaknews-1-0-news
2023-04-25 11:57:26 , udn , 高雄近來正積極朝智慧城市轉型，不過民進黨議員鄭光峰今在議會質詢時表示，聽朋友說去四維停車場停車，竟還要投硬幣，似乎這個城... , https://udn.com/news/story/7327/7121345?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:03:10 , udn , 招1人赴柬「月領」才1萬 哥哥拉弟弟當人蛇 兄弟都被逮 , https://udn.com/news/story/7320/7121385?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:03:20 , udn , 高雄檢警偵破黃姓兄弟為首的人蛇集團，兄弟倆以高薪騙取台灣人遠赴柬埔寨幫詐騙集團「打工」，去年招募6人赴柬，有人不甘淪為詐... , https://udn.com/news/story/7320/7121385?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:03:41 , udn , 澳洲車市風向轉變 電動車變多了 , https://udn.com/news/story/6811/7121379?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:03:51 , udn , 澳洲馬路上近幾個月很明顯看到愈來愈多的特斯拉（Tesla）電動車，終於，這個已開發國家中接納電動車最遲疑的國度，開始出現轉變跡象。 , https://udn.com/news/story/6811/7121379?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:04:01 , udn , 老人事故死傷人數有逐年攀升趨勢 警製作影片醫院宣導 , https://udn.com/news/story/7320/7121284?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:04:11 , udn , 據交通部道安會資料顯示，老人事故死傷人數逐年攀升，為溫馨提醒年長者騎車及行人安全觀念，桃園楊梅警分局除客語錄音、運用里長... , https://udn.com/news/story/7320/7121284?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:04:12 , udn , 中職／獅隊上半季暫居榜首 府城獅吼宮5月再現台南球場 , https://udn.com/news/story/7001/7121377?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:04:23 , udn , 中職新球季開打第一個月，統一獅隊暫以8勝6敗排名榜首，上半季第三檔主題活動由球迷相當喜愛、具有在地特色的廟宇季接力登場，... , https://udn.com/news/story/7001/7121377?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:04:43 , udn , 鄭文燦：朱立倫建桃園棒球場缺失多 盼張善政別抹黑 , https://udn.com/news/story/6656/7121375?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:04:54 , udn , 桃園國際棒球場排水不佳引起討論，桃園市藍營議員質疑行政院副院長鄭文燦過去擔任桃園市長任內，執政8年未有改善。鄭文燦說，該... , https://udn.com/news/story/6656/7121375?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:05:14 , udn , 三得利新任CEO 推動海外併購 , https://udn.com/news/story/6811/7121371?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:05:25 , udn , 三得利飲料食品公司（Suntory Beverage & Food）新任執行長小野真紀子（見圖），是該公司極少數獲得外派的女性，她的職涯多在推動海外併購，如今要趁著疫後消費行為改變，透過類似策略帶來成長。 , https://udn.com/news/story/6811/7121371?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:05:45 , udn , 影／藍腹鷴精彩求偶舞 武陵農場呼籲遊客保持距離不干擾 , https://udn.com/news/story/7325/7121370?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:05:56 , udn , 每年2至5月是藍腹鷴繁殖期，武陵農場山林中最近上演「鳳求凰」圓舞曲戲碼，雄鳥會悄悄靠近雌鳥至其明顯可見地點，再表演求偶舞... , https://udn.com/news/story/7325/7121370?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:06:16 , udn , 瑞士、日本投資奢侈品手表 財務報酬最高 , https://udn.com/news/story/6811/7121367?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:06:27 , udn , 根據交易平台Chrono24，與其他國家的名表收藏家相比，在瑞士和日本投資奢侈品手表獲得的財務報酬最高。 , https://udn.com/news/story/6811/7121367?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:06:47 , udn , 穿梭碧潭、探索和美山 新北定向越野新店場開放報名 , https://udn.com/news/story/7266/7121363?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:06:58 , udn , 新北今年推「2023探旅新北—定向越野活動」，參賽者可自由在打卡感應點間探索自己的獨特路線，新穎比賽方式吸引不少民眾報名... , https://udn.com/news/story/7266/7121363?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:07:18 , udn , NBA／狂轟季後賽史上第4高分 巴特勒：逆轉意義重大 , https://udn.com/news/story/7002/7121365?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:07:29 , udn , 熱火隊當家球星巴特勒（Jimmy Butler）今天完全燃燒，全場28投19中，加上18投15中的罰球，轟下生涯新高56... , https://udn.com/news/story/7002/7121365?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:07:49 , udn , 謝謝收看！指揮中心將退場 周四最終場記者會 , https://udn.com/news/story/7266/7121364?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:08:00 , udn , 新冠肺炎疫情趨緩，國內各項防疫措施幾乎完全鬆綁，行政院長陳建仁今天下午1時55分出席指揮中心會議，聽取相關規畫報告，預估... , https://udn.com/news/story/7266/7121364?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:08:20 , udn , 南韓房市動盪 殭屍企業比率升高 , https://udn.com/news/story/6811/7121361?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:08:31 , udn , 隨著央行積極緊縮貨幣政策和國內房市開始出現動盪，南韓在支付貸款利息方面出現困難的房地產開發商比率，去年比前年增加了四分之一。據南韓央行3月下旬發布的報告，去年截至第3季，營業利益無法完全支應利息支出的房地產上市公司約有36.1%，比2021年的28.9%增加逾7個百分點。 , https://udn.com/news/story/6811/7121361?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:08:51 , udn , 氣候變遷衝擊全球珊瑚    海生館打造「珊瑚方舟」 , https://udn.com/news/story/7470/7121360?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:09:02 , udn , 墾丁海域本月進入珊瑚產卵的繁殖季，墾管處與海生館直播珊瑚產卵外，為因應愈益頻繁的氣候變遷對珊瑚生態系的衝擊，海生館珊瑚人... , https://udn.com/news/story/7470/7121360?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:09:18 , udn , 局本部夜火毋過慮 調查局：資料庫建於地下一樓 水火無損 , https://udn.com/news/story/7320/7121400?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:09:22 , udn , 芯費大戰後續整合 邀費鴻泰喝咖啡？蔣萬安：我非常樂意 , https://udn.com/news/story/6656/7121358?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:09:28 , udn , 調查局局本部廉政大樓昨晚發生火警，調查局表示，除1樓辦公室起火處外，無其他文件、物品遭燒毀，同時該局資料庫建置於地下1樓... , https://udn.com/news/story/7320/7121400?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:09:33 , udn , 國民黨「芯費大戰」落幕，接下來黨內團結，北市前市長郝龍斌已答應幫忙整合，台北市長蔣萬安今天也被問到，是否邀立委費鴻泰喝咖... , https://udn.com/news/story/6656/7121358?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:09:49 , udn , 免費送拉拉熊杯套！藏壽司旗艦店外型曝光　2甜點開賣 , https://udn.com/news/story/7270/7121393?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:09:53 , udn , 與日本最大永旺超市商談品嘗會 黃偉哲：端最好農特產 , https://udn.com/news/story/7326/7121347?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:10:00 , udn , 全球最大的「藏壽司全球旗艦店」日前預告即將進駐高雄，今日也推出20秒的預告宣傳。店外將透過一連串人氣商品名稱，以番付表形... , https://udn.com/news/story/7270/7121393?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:10:04 , udn , 台南市政府昨日舉辦與日本永旺（AEON）九州株式會社的商談試吃會，邀集來自台南市10家農會及商家團體，展現上百項商品，市... , https://udn.com/news/story/7326/7121347?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:10:20 , udn , 基隆市立委民進黨初選 民調結果出爐 市議員張秉鈞勝出 , https://udn.com/news/story/123475/7121389?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:10:25 , udn , 金剛鸚鵡停貨車上賴著不走 清泉警幫PO文臉書找到主人 , https://udn.com/news/story/7320/7121353?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:10:31 , udn , 民進黨基隆市黨部今天上午公布基隆市立委初選結果，由市議員張秉鈞勝出，將代表民進黨投入2024年立委選戰。 , https://udn.com/news/story/123475/7121389?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:12:21 , udn , 華裔女教授大陸池下方被尋獲 連同領隊空勤分次吊掛2遺體下山 , https://udn.com/news/story/7320/7121411?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:12:31 , udn , 6人登山隊縱走能高安東軍路線，走在隊伍後面的華裔美籍葉姓女教授、陳姓男領隊20日失聯，陳男先被發現失溫死亡，失蹤的葉女經... , https://udn.com/news/story/7320/7121411?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:12:52 , udn , 侯友宜探視新北模範母親 母子均盼他能「更上層樓」 , https://udn.com/news/story/6656/7121407?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:13:03 , udn , 母親節將屆，新北市長侯友宜今上午前往北大特區向甫獲選為今年度模範母親代表的吳燕珠道賀，其長子左杰官則在現場表示，台灣需要... , https://udn.com/news/story/6656/7121407?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:13:23 , udn , 全美收視最高主播！福斯新聞宣布與卡爾森「分道揚鑣」 , https://udn.com/news/story/6813/7121402?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:13:34 , udn , 福斯新聞（Fox News）24日宣布與當家主播卡爾森（Tucker Carlson）分道揚鑣。 , https://udn.com/news/story/6813/7121402?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:15:17 , udn , 許願先做這三件事！確認「你的願望...真的是你的渴望」 , https://udn.com/news/story/7268/7111275?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:15:27 , udn , 確認個人需求的願望是很重要的，避免許錯願望，導致一連串不好的後果發生，這樣的觀念的確是很多人在許願時容易忽略的細節。接下來跟讀者分享三個步驟，可以確認許下的願望是否為真正的渴望？利用這三個步驟檢視願望合適與否，如果發現並不是那麼合適，也看到問題的所在，就可以調整一下願望的方向。 , https://udn.com/news/story/7268/7111275?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:15:48 , udn , 影／基隆護海公投案遭撤銷 鄭文燦：能源屬全國性議題 , https://udn.com/news/story/6656/7121420?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:15:58 , udn , 行政院副院長鄭文燦上午出席「2023總統盃黑客松徵件啟動記者會」時，被問到基隆護海公投案被撤銷一事，鄭文燦表示公民投票法... , https://udn.com/news/story/6656/7121420?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:16:19 , udn , NBA／前綠衫軍主帥尤多卡甩醜聞陰霾 正式接任火箭總教練  , https://udn.com/news/story/7002/7121397?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:16:29 , udn , 火箭隊本季再度打出差強人意的戰績，總教練西拉斯（Stephen Silas）也下台一鞠躬。火箭近期積極面試多名教練，今天確定由前塞爾蒂克總教練尤多卡（Ime Udoka）接任。

尤多卡2021- , https://udn.com/news/story/7002/7121397?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:18:19 , udn , MLB／張育成連3局策動雙殺  揮空手腕受傷提前退場 , https://udn.com/news/story/6999/7121092?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:18:29 , udn , 大聯盟波士頓紅襪台灣好手張育成近期攻守俱佳，今天作客巴爾的摩連3局策動雙殺斬斷金鶯隊攻勢，但他7局上打擊時揮空傷到左手腕... , https://udn.com/news/story/6999/7121092?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:22:54 , udn , 世界啦啦隊錦標賽 中華隊小輸美國再奪1銀 , https://udn.com/news/story/7005/7121391?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:23:05 , udn , 2023年世界啦啦隊錦標賽(2023 ICU World Cheerleading Championships)於21日... , https://udn.com/news/story/7005/7121391?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:30:18 , udn , 拜登拚連任／8旬總統再戰2024 川普、德桑提斯哪個好打？ , https://udn.com/news/story/6809/7120337?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:30:29 , udn , 美國總統拜登明確表達要競選連任，民主黨內沒有成氣候的挑戰者，同黨菁英主要任務是籌畫怎麼在2024的秋天迎戰共和黨提名人選，並且琢磨前總統川普與佛州州長德桑提斯這兩位聲勢領先的人選究竟是誰比較好打。但是，到底希望拜登對上川普還是德桑提斯？NBC新聞報導，十幾位受訪的民主黨策士其實還沒有共識。 , https://udn.com/news/story/6809/7120337?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:30:49 , udn , 業者喊鬆綁大陸禁團令 王國材籲中國對禁自由行、團客來台善意回應 , https://udn.com/news/story/7266/7121443?from=udn-ch1_breaknews-1-0-news
2023-04-25 12:31:00 , udn , 疫後旅運回溫，旅遊業者喊鬆綁大陸禁團令，先開放台灣旅遊團到大陸，完成產業復甦最後一塊拼圖。交通部長王國材表示，兩岸旅遊是... , https://udn.com/news/story/7266/7121443?from=udn-ch1_breaknews-1-0-news
