2023-04-02 00:26:41 , udn , 殺破狼週運勢／金牛感情感到甜蜜 射手工作身價水漲船高　 , https://udn.com/news/story/7268/7048130?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:18:27 , udn , 「把推特變成數位銀行」馬斯克畫大餅盼讓公司市值增加10倍 , https://udn.com/news/story/6811/7072978?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:23:50 , udn , 連勝文支持世代交替被立委猛批、怒罵？ 費鴻泰：不是我 , https://udn.com/news/story/6656/7073011?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:24:01 , udn , 國民黨立委黨內初選「費芯大戰」持續進行中，徐巧芯昨天指出，國民黨副主席連勝文曾爆料自己在電視上講支持世代交替，就被現任立... , https://udn.com/news/story/6656/7073011?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:24:21 , udn , 謝衣鳯:國民黨團共識侯友宜是最強母雞 但尊重黨中央 , https://udn.com/news/story/6656/7073010?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:24:32 , udn , 國民黨立法院黨團書記長謝衣鳯今天表示，黨團內部對於新北市長侯友宜就是國民黨最強母雞的共識，是越來越凝結，也越來越團結。 , https://udn.com/news/story/6656/7073010?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:24:52 , udn , 赴湖南大學紅樓日軍受降地參觀 馬英九：要警惕並避免戰爭發生 , https://udn.com/news/story/7332/7073001?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:25:03 , udn , 前總統馬英九二日赴湖南大學紅樓日軍受降地參觀，湖南大學紅樓是抗日戰爭長衡嶽地區受降儀式的舉行地，也是大陸全國重點文物保護... , https://udn.com/news/story/7332/7073001?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:25:23 , udn , 一圖最直觀分辨哈士奇vs.阿拉斯加雪橇犬！網笑翻：二哈再度慘遭醜化 , https://udn.com/news/story/7470/7072970?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:25:34 , udn , 狗狗界許多品種長得很相似讓人傻傻分不清楚，先前出過柴犬和秋田犬的比較文，如今網友分享如何分辨「雪橇三傻」中的哈士奇和阿拉斯加雪橇犬。 , https://udn.com/news/story/7470/7072970?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:26:52 , udn , 墾丁台灣祭超跑也南下朝聖 警方攔查告發違規車主臉綠 , https://udn.com/news/story/7320/7073014?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:27:02 , udn , 屏東縣政府在墾丁打造獨立音樂品牌「台灣祭」，上百組樂團昨起連續3天在大灣開唱，讓樂迷重拾墾丁「春吶」、「春浪」的音樂感動... , https://udn.com/news/story/7320/7073014?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:27:23 , udn , MLB／讓藍鳥5局無安打卻保送7次 弗萊賀提自認勝投難看 , https://udn.com/news/story/7001/7073015?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:27:33 , udn , 紅雀隊今天在聖路易主場以4：1擊敗藍鳥隊，新球季第2戰拿到首勝，27歲右投弗萊賀提（Jack Flaherty）先發5局... , https://udn.com/news/story/7001/7073015?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:27:54 , udn , 融化在舌尖的沁涼 療癒土地也治癒人心 , https://udn.com/news/story/7266/7072917?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:28:04 , udn , 還沒進入夏天，南臺灣已經陽光普照，熱到看見巷弄裡有間冰淇淋店，門上有戴著斗笠的雪人在微笑，便毫不遲疑地進去涼快一下。 , https://udn.com/news/story/7266/7072917?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:29:52 , udn , 影／清明連假國道火燒車黑煙漫天 大貨車只剩骨架 , https://udn.com/news/story/7320/7073020?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:30:03 , udn , 清明連假第2天，國道一號南下276公里處、水上路段，今早9點40分許有一輛貨車突然因不明原因起火，火勢猛烈竄出漆黑濃煙，... , https://udn.com/news/story/7320/7073020?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:32:56 , udn , 腸病毒來勢洶洶加強防治 社區陸續檢出71型、D68型 , https://udn.com/news/story/7327/7073037?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:33:06 , udn , 高雄市疾管處今天表示，近期國內腸病毒流行風險上升，全國腸病毒門急診就診激增，且社區陸續檢出腸病毒71型、D68型等不同型... , https://udn.com/news/story/7327/7073037?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:33:27 , udn , 植物真的會尖叫 科學家：缺水時每分鐘大叫1次 , https://udn.com/news/story/6810/7072991?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:33:37 , udn , 這真的不是愚人節玩笑——科學家發現植物在水分不足的時候，會發出頻繁的「叫聲」，叫聲可以頻密到每分種一次，只是你我都聽不見而已。 , https://udn.com/news/story/6810/7072991?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:33:58 , udn , 144萬隻平腹小蜂出擊 彰化縣動用無人機防治荔枝椿象 , https://udn.com/news/story/7325/7073029?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:34:08 , udn , 目前中部地區荔枝、龍眼正值開花期，開花情形較往年好，蜜蜂陸續採蜜授粉，為防止荔枝椿象為害，彰化縣政府在實施化學藥劑防治後... , https://udn.com/news/story/7325/7073029?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:34:28 , udn , 瓜國總統：若台灣在拉美剩一個邦交國 一定是瓜地馬拉 , https://udn.com/news/story/6656/7073025?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:34:39 , udn , 蔡英文總統出訪瓜地馬拉，今晚在當地舉辦答謝晚宴，感謝瓜國總統賈麥岱在繁忙中全程接待。賈麥岱在晚宴時也再度發表挺台言論，他... , https://udn.com/news/story/6656/7073025?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:35:30 , udn , 拖吊英雄有巧手 白天救援拆車晚上刻螞蟻製聚寶盆 , https://udn.com/news/story/7266/7073017?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:35:40 , udn , 台灣國際緊急救難隊員吳聲慶，從事車輛拖吊救援逾20年，參與救援任務無數，尤其專精車禍後車體變形，掌握技巧、最短時間內拆車... , https://udn.com/news/story/7266/7073017?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:36:01 , udn , 首座戶外拋物線賽道滑輪溜冰場完工 台南迎接全運會 , https://udn.com/news/story/7326/7073013?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:36:11 , udn , 全國首座戶外200公尺拋物線賽道的台南市永大滑輪溜冰場已完工，除提供選手及市民優質運動場館，迎接今年10月的全國運動會，... , https://udn.com/news/story/7326/7073013?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:36:32 , udn , 苗栗第一座釣魚平台 新埔漁港可望今年9月開釣 , https://udn.com/news/story/7324/7073016?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:36:42 , udn , 苗栗縣沿海有11處漁港，縣府啟動「向海致敬-友善釣魚」行動方案，850萬元在通霄鎮新埔漁港北堤新建第一座釣魚平台，可望今... , https://udn.com/news/story/7324/7073016?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:41:53 , udn , 希拉蕊學柯林頓當小說家 「恐懼境界」與時事恐怖巧合 , https://udn.com/news/story/6813/7073051?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:42:03 , udn , 美國前國務卿希拉蕊．柯林頓與推理小說家佩妮（Louise Penny）合著的「恐懼境界（State of Terror）... , https://udn.com/news/story/6813/7073051?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:42:24 , udn , 馬英九率「大九學堂」學生 赴湖南大學進行兩岸青年交流 , https://udn.com/news/story/7331/7073044?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:42:34 , udn , 前總統馬英九一行二日上午十時卅分到湖南大學與師生座談。湖南大學校長段獻忠致詞時表示，湖南大學將努力為兩岸青年學生互學互建... , https://udn.com/news/story/7331/7073044?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:42:55 , udn , 台北知名74年老派「沾美西餐廳」5月起漲 網：還是很佛 , https://udn.com/news/story/7270/7073046?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:43:05 , udn , 物價漲聲四起，1949年創立、位於台北市仁愛路圓環的老字號「沾美西餐廳」，也擋不住物價波動的壓力，為反應成本，正式宣告自... , https://udn.com/news/story/7270/7073046?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:43:26 , udn , 中市抽查玩具近1成5不合格 經發局：限期未改善即開罰 , https://udn.com/news/story/7325/7073043?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:43:36 , udn , 4月4日兒童節將至，玩具不斷推陳出新、琳瑯滿目，中市經發局自今年1月起持續抽查，至今抽查73件，其中5件不合格，不合格率... , https://udn.com/news/story/7325/7073043?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:43:57 , udn , 伊朗兩女子外出沒遮蓋頭髮 遭人潑乳酪 , https://udn.com/news/story/6812/7073019?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:44:08 , udn , 網上近日流傳一段短片，顯示伊朗兩名女子在店舖內遭一名男子潑乳酪，原因與她們沒遮蓋頭髮有關。當局稱三人已經被捕，並強調婦女必須戴上頭巾。 , https://udn.com/news/story/6812/7073019?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:44:51 , udn , 看好景氣回溫！JINS加速改裝店面、拓展新據點 北市首間路邊店進駐東區 , https://udn.com/news/story/7270/7073063?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:44:59 , udn , 不是愚人節！植物真的會尖叫 科學家：缺水時每分鐘大叫1次 , https://udn.com/news/story/6810/7072991?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:45:02 , udn , 日本的連鎖眼鏡暨通路商JINS在來台多年後，終於正式進駐東區商圈，並成立品牌第一間的台北市區內的路邊店。不僅如此，還看好... , https://udn.com/news/story/7270/7073063?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:47:01 , udn , 拖吊英雄有巧手 白天救援拆車晚上刻螞蟻、製聚寶盆 , https://udn.com/news/story/7266/7073017?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:47:24 , udn , 大溪墓區塞車民怨警力強疏散 業者允2里免費入塔回饋 , https://udn.com/news/story/7324/7073042?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:47:35 , udn , 清明節連假進入民眾掃墓祭祖高峰，桃園市大溪和平禪寺、佛光山寶塔寺、美華公墓等墓區湧入掃墓祭拜車潮，先前壅塞回堵居民抱怨，... , https://udn.com/news/story/7324/7073042?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:47:52 , udn , 棒球／徐翔聖U18東岸聯盟先發好投 有望拚玉山盃選拔 , https://udn.com/news/story/7001/7073026?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:48:03 , udn , U18東岸聯盟新北市聯隊今天與台東體中白隊交手，新北聯隊投手徐翔聖先發5局無失分、展現壓制力，率隊以6比0拿勝；總教練周... , https://udn.com/news/story/7001/7073026?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:48:54 , udn , 湖南書記稱馬英九網紅 綠委曝真實意涵：你是來蹭飯的 , https://udn.com/news/story/123435/7073066?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:49:04 , udn , 大陸湖南省委書記沈曉明昨天說，前總統馬英九是不折不扣的網紅，民進黨立委王定宇今天表示，網紅是一種求生活、謀生計，要賺錢、... , https://udn.com/news/story/123435/7073066?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:50:05 , udn , 清明連假賭場流竄 台南查獲「目賊仔」職業賭場逮11人 , https://udn.com/news/story/7320/7073012?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:50:15 , udn , 台南地區最近又興起「目賊仔」職業賭場，因為賭博方式簡單吸引許多鄉下社區民眾。白河警分局獲報後壁區有職業賭場、民眾沈迷賭博... , https://udn.com/news/story/7320/7073012?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:53:52 , udn , 連假撿便宜！ASUS電競手機折6500 蘋果這款省4710、realme和三星新機剛出就下殺 , https://udn.com/news/story/7098/7073064?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:54:02 , udn , 清明連假到來，除了出遊，也是手機撿便宜的時刻！知名手機業者推出限時折扣，新舊款手機都有折扣，像是ASUS電競手機下殺6500元、realme和三星（Samsung）最新新機現省1400元起、蘋果（Apple）最高也有4710元的促銷。 , https://udn.com/news/story/7098/7073064?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:54:23 , udn , 拒導盲犬、視障者坐室外 宜蘭小籠包店道歉 , https://udn.com/news/story/7328/7073003?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:54:33 , udn , 視障者連姓女子日前到宜蘭一間知名小籠包店消費，店家以寵物不能入店為由，安排連女和導盲犬坐在室外用餐，連女感到挫折。店家表... , https://udn.com/news/story/7328/7073003?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:54:53 , udn , 星巴克「第二杯半價」 連續3天、任何時段都能買 , https://udn.com/news/story/7270/7073080?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:55:04 , udn , 迎接春假到來，星巴克宣布4月3、4、5日連續3天，推出「一起出發．美好春遊『第二杯半價』」優惠活動。活動期間至門市購買兩... , https://udn.com/news/story/7270/7073080?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:55:24 , udn , NBA／英格倫末節飆分力擋雷納德 鵜鶘近8戰奪7勝 , https://udn.com/news/story/7002/7073073?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:55:35 , udn , 在昨天慘遭灰熊逆轉的下半場，雷納德（Kawhi Leonard）選擇休兵，並決定在今天對鵜鶘的「背靠背」客場比賽中繼續上場，不過這樣的調整還是沒能幫助球隊奪下勝利。

雷納德雖然全場狂攻40分，包 , https://udn.com/news/story/7002/7073073?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:56:52 , udn , 逃亡22年成菲國軍火大亨 陳建寧押解返台是否掀復仇？ , https://udn.com/news/story/7320/7066678?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:57:03 , udn , 台灣道上兄弟常說：「出來混，遲早要還的。」這句源自香港幫派電影「無間道2」裡的經典台詞，展現出「人在江湖不由己，因果報應終有時」的感慨。這句話某種程度，也道出日前遭遣返回台的安平角頭、菲律賓軍火大戶陳建寧的前半人生經歷，隨著他回台服刑，出獄後是否會掀起復仇之戰值得觀察。 , https://udn.com/news/story/7320/7066678?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:57:23 , udn , 桃園公車「718」4月上路 到林口長庚就醫更方便 , https://udn.com/news/story/7324/7073086?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:57:34 , udn , 桃園去年新闢701B龍岡圓環至林口長庚醫院公車路線，經試辦6個月後，市府交通局決定更名為「718路線」，並延伸至平鎮建安... , https://udn.com/news/story/7324/7073086?from=udn-ch1_breaknews-1-0-news
2023-04-02 11:59:51 , udn , 國鳥攔胡硬搶狐狸口中兔子！「拖到高空坐滑翔翼」驚險8秒戰果網幫牠QQ , https://udn.com/news/story/7470/7073068?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:00:02 , udn , 野生動物為了生存搶食不留餘力！一隻紅狐狸獵到一隻兔子，竟遭一隻白頭海鵰「攔胡」，最後不僅獵物被搶走，狐狸還經歷一趟高空彈跳驚險之旅。 , https://udn.com/news/story/7470/7073068?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:00:22 , udn , 陳其邁一天接見6組外賓 高雄城市外交成績亮眼 , https://udn.com/news/story/7327/7073106?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:00:33 , udn , 疫後國際交流互動恢復熱絡，繼總統蔡英文訪美、前總統馬英九訪中及捷克眾議院議長艾達默娃訪台引發討論，高雄市長陳其邁日前一天... , https://udn.com/news/story/7327/7073106?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:00:53 , udn , 掃墓小心恙蟲咬3症狀 未適當治療死亡率達6成 , https://udn.com/news/story/7266/7073055?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:01:04 , udn , 清明連假，掃墓或出遊容易接觸恙蟲孳生草叢環境，恙蟲病未經適當治療，死亡率達60%，疾管署建議外出穿長袖、防蟲劑、返家洗澡... , https://udn.com/news/story/7266/7073055?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:05:50 , udn , 邀費鴻泰公開辯論突跌倒 徐巧芯指費的團隊推她一下 , https://udn.com/news/story/6656/7073119?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:06:00 , udn , 藍營北市立委初選「費芯大戰」，北市議員徐巧芯今在吳興市場掃街，得知費鴻泰要前往中崙市場，隨後也轉戰跟進，並在市場碰面時公... , https://udn.com/news/story/6656/7073119?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:06:21 , udn , 無雨600天高雄終於降甘霖 果農憂鳳梨盛產恐市場崩盤 , https://udn.com/news/story/7327/7073118?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:06:31 , udn , 高雄山區如六龜、桃源、那瑪夏等地，昨傍晚紛紛飄落細雨，讓經歷久旱無雨近6百天後的農地，終於有了雨水滋潤，不過，目前除青梅... , https://udn.com/news/story/7327/7073118?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:06:52 , udn , 清明掃墓不犯禁忌 專家更曝1招開運保家族興旺 , https://udn.com/news/story/7325/7073111?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:07:02 , udn , 今天是清明連假第2天，也因天氣轉晴，掃墓、出遊等民眾變多，民俗專家廖大乙提醒，掃墓除了建議遵守禁忌，也能準備12或24顆... , https://udn.com/news/story/7325/7073111?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:07:23 , udn , 用熱忱寫故事 社工師翻轉孩子生命困境 , https://udn.com/news/story/7323/7073110?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:07:33 , udn , 新北市社工師長期投入於弱勢家庭扶助及兒少保護工作，其中3位更於近日榮獲表揚，安溪國小吳怡樺榮獲衛福部績優社工，中正國中林... , https://udn.com/news/story/7323/7073110?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:07:54 , udn , 高雄小貨車2男未繫安全帶 警將緊張的駕駛座旁乘客帶走 , https://udn.com/news/story/7315/7073109?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:08:04 , udn , 高雄一輛小貨車凌晨時分在苓雅區一處路口停等紅燈，車上2男大喇喇開窗聊天，被巡邏員警撞見2人均未繫安全帶，趨前攔查；坐在副... , https://udn.com/news/story/7315/7073109?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:08:25 , udn , 棒球／林佳緯原民盃吸取經驗 U18東岸聯盟第2轟出爐 , https://udn.com/news/story/7001/7073091?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:08:35 , udn , U18東岸聯盟棒球賽新北市聯隊好手林佳緯開轟，敲出此次盃賽個人第2轟，率隊以6比0擊敗台東體中白隊；林佳緯原民盃先感受成... , https://udn.com/news/story/7001/7073091?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:08:53 , udn , 外遇人妻做100餘次辯不知婚姻關係 法官不信判賠80萬 , https://udn.com/news/story/7321/7073121?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:08:56 , udn , 費芯大戰 費鴻泰徐巧芯中崙市場巧遇 何時辯論沒有交集 , https://udn.com/news/story/6656/7073108?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:09:03 , udn , 阮姓男子與洪男妻子婚外情，2年發生100餘次性行為，經洪男發現提告，要求賠償148萬元，阮男卻辯稱「不知對方尚有婚姻關係... , https://udn.com/news/story/7321/7073121?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:09:06 , udn , 國民黨北市立委初選「費芯大戰」愈演愈烈，北市議員徐巧芯挑戰現任費鴻泰，兩人今早原定都要在吳興市場掃街，費突然轉戰中崙市場... , https://udn.com/news/story/6656/7073108?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:13:31 , udn , NBA／英格倫第四節飆分力擋雷納德 鵜鶘近8戰奪7勝 , https://udn.com/news/story/7002/7073073?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:14:39 , udn , 川普被起訴後黨內支持度飆升 大贏初選潛在對手德桑提斯26個百分點 , https://udn.com/news/story/6813/7073135?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:14:50 , udn , 美國前總統川普因封口費案被起訴後，雅虎新聞(Yahoo News)與調查機構YouGov的最新民調顯示，共和黨選民力挺川... , https://udn.com/news/story/6813/7073135?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:15:10 , udn , 費芯大戰 藍委不忍了「徐巧芯下手愈來愈重有必要嗎？」 , https://udn.com/news/story/123307/7073134?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:15:21 , udn , 國民黨台北市第七選區（信義、南松山）立委費鴻泰與台北市議員徐巧芯的初選大戰，兩人今天在市場掃街拜票，狹路相逢。國民黨立委... , https://udn.com/news/story/123307/7073134?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:15:41 , udn , 成田機場塞爆！入境要排5小時 眾多苦主哀號：露宿機場地板 , https://udn.com/news/story/120911/7072952?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:15:52 , udn , 隨著各國邊境限制逐漸解封，越來越多人規劃出國旅行，其中日本就相當熱門。不過，大量旅客湧入日本似乎難以消化，許多苦主都在網路上分享機場的出關慘況。 , https://udn.com/news/story/120911/7072952?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:16:12 , udn , 居家風水「常犯錯誤」  命理師建議改善：免事業辛苦、招小人 , https://udn.com/news/story/7268/7072969?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:16:23 , udn , 居家風水知多少？有命理師指出，許多人家中使用的「門後掛鉤」會破壞風水，「因為大門是出入納氣的地方，掛太多東西開關門都不易」，導致事業上辛苦、小人變多，另外在科學解釋上也會讓門軸承受過多重量而歪斜。 , https://udn.com/news/story/7268/7072969?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:16:43 , udn , 視聽覺超震撼的高空音樂派對 330公尺高墾丁觀海樓將登場 , https://udn.com/news/story/7327/7073126?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:16:54 , udn , 你能想像音樂派對在墾丁最高點舉辦，凌空360度鳥瞰夕陽海景的震撼？屏東縣政府在墾丁舉辦「台灣祭」，昨天起一連3天在墾丁大... , https://udn.com/news/story/7327/7073126?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:17:14 , udn , 開車沒繫安全帶被盤查 他神色慌張只因做了這事 , https://udn.com/news/story/7320/7073123?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:17:25 , udn , 新北市板橋分局板橋所員警日前晚間6時許，巡邏行經南雅南路一段時，見一名男子開車未繫安全帶，趨前要求靠邊接受盤查，員警詢問... , https://udn.com/news/story/7320/7073123?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:17:40 , udn , 連假體驗三峽四條茶鄉旅遊路線 美景外還有茶行推優惠 , https://udn.com/news/story/7323/7073139?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:17:50 , udn , 不少民眾藉清明連假出遊踏青，北大海山學研究中心還規畫4條新北三峽茶鄉旅遊路線，沿路除美景，也能體驗在地信仰中心；新北農業... , https://udn.com/news/story/7323/7073139?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:20:40 , udn , 蘇花路廊今順暢 明起北返潮塞車時段曝 , https://udn.com/news/story/7266/7073151?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:20:51 , udn , 今天為清明連續假期第二天，宜蘭、花蓮地區天氣陰，公路總局說，蘇花路廊南下車流清晨5時湧現後即進入高峰，南下交通量每小時維... , https://udn.com/news/story/7266/7073151?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:21:18 , udn , 「費芯大戰」愈演愈烈…費鴻泰、徐巧芯中崙市場巧遇 何時辯論沒有交集 , https://udn.com/news/story/123307/7073108?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:21:42 , udn , 董座特助強脫女同事衣褲 法官依強制猥褻罪判刑10月 , https://udn.com/news/story/7321/7073148?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:21:52 , udn , 台南某醬油公司周姓董事長特助，被控假借要和女同事討論公事，將人載往旅館涉嫌強硬脫衣褲、絲襪，逼迫舌吻被拒，台南地方法院開... , https://udn.com/news/story/7321/7073148?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:22:13 , udn , 小貨車國一台南後壁路段起火燒光 車上3人及時逃脫 , https://udn.com/news/story/7320/7073147?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:22:23 , udn , 一輛小貨車上午行經國道1號南向277.4公里台南後壁路段時突然冒煙起火，駕駛將車停在外側路肩車上三人逃出車外，整輛車燒到... , https://udn.com/news/story/7320/7073147?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:24:46 , udn , 「費芯大戰」愈演愈烈…費鴻泰、徐巧芯中崙市場相遇 何時辯論沒有交集 , https://udn.com/news/story/123307/7073108?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:26:51 , udn , 巧克力與臺灣農作迸發新火花 遇見臺灣可可的農情蜜意 , https://udn.com/news/story/7270/7072920?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:27:01 , udn , 面對緊湊高壓的生活，吃一口帶有濃郁香氣及綿滑柔順口感的巧克力，是撫慰人心的最佳選擇。 , https://udn.com/news/story/7270/7072920?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:29:50 , udn , 從香港起家的新聞媒體，現在該如何製作「國際新聞」？ , https://udn.com/news/story/6812/7073172?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:30:01 , udn , 《端傳媒》從2015年在香港創立，以深度報導、時事評論與國際議題為主的華文新聞平台，成立以來見證記錄了許多重大國際時事，優異的深度作品也獲得新聞獎項的肯定。本集轉角國際的重磅廣播podcast系列，邀請《端傳媒》現任的總編輯Lulu——從她身為記者的工作開始，到跨境合作的新聞報導，以及從去年2022開始接任《端傳媒》總編，Lulu分享一路過來的媒體生態觀察，以及自己的寫作採訪經驗。隨著國際局勢近年來的動盪劇變，無論是對於新聞工作者個人、乃至於經營新媒體的團隊而言，又有哪些影響與反思？ , https://udn.com/news/story/6812/7073172?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:30:21 , udn , 首列北京直達莫斯科中歐班列 歷時16天提前２天抵達 , https://udn.com/news/story/7332/7073170?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:30:32 , udn , 據新華社報導，首列從北京直達歐洲的中歐班列1日抵達俄羅斯莫斯科州別雷拉斯特火車站。別雷拉斯特物流中心值班主任亞歷山大．休... , https://udn.com/news/story/7332/7073170?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:30:52 , udn , ChatGPT取代人資？面對AI面試官 6技巧讓你脫穎而出 , https://udn.com/news/story/123313/7067856?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:31:03 , udn , 號稱「最強AI」的聊天機器人ChatGPT近期席捲全球，未來愈來愈多職業都可能被AI取代。如今許多企業已開始使用人工智慧面試系統替代人資，分析求職者的潛在性格、是否適任某一職務等。求職者面對AI而非真人，需要注意什麼，或是有何撇步，才能從海量競爭者中脫穎而出？ , https://udn.com/news/story/123313/7067856?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:31:23 , udn , 黃河全域進入禁漁期 啟動禁漁專項執法行動 , https://udn.com/news/story/7332/7073163?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:31:34 , udn , 為了加強黃河流域生態環境保護，大陸制定的「黃河保護法」自４月1日開始實施，同日，大陸農業農村部宣布，即日起，黃河河源區及... , https://udn.com/news/story/7332/7073163?from=udn-ch1_breaknews-1-0-news
2023-04-02 12:31:54 , udn , 高美濕地對身障者不友善 楊典忠：公廁在800公尺外 , https://udn.com/news/story/7325/7073162?from=udn-ch1_breaknews-1-0-news
