2023-04-13 00:05:42 , udn , 唐永紅：兩岸變敵我矛盾 惠台失去中國人幫中國人基礎 , https://udn.com/news/story/7331/7094392?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:56:29 , udn , 國安基金例會今下午5點召開 市場關注是否退場和績效 , https://udn.com/news/story/7251/7094977?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:56:39 , udn , 國安基金去年7月進場護盤，到今天已經186個交易日，國安基金例會將於今天下午5點召開，並於會後公布最新財報。財政次長、國... , https://udn.com/news/story/7251/7094977?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:56:48 , udn , 混合上班…周末工作風潮再起 , https://udn.com/news/story/6811/7095045?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:56:59 , udn , 每逢周末就休假的周休二日工作模式，早被現代人視為理所當然，但在1980年代時周末其實仍得上工，而這個情況如今有捲土重來的現象。 , https://udn.com/news/story/6811/7095045?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:57:00 , udn , 3月新案買氣平淡  業者出這招「找肉粽頭」 , https://udn.com/news/story/7241/7094978?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:57:10 , udn , 住展雜誌發布最新市場調查指出，新案相繼進場，3月北台灣房市來人量再提升，但因多數新案價位仍高於消費者預期，整體市場買氣平... , https://udn.com/news/story/7241/7094978?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:57:19 , udn , 萬美玲、魯明哲獲提名 國民黨桃立委1、2選區下周登記 , https://udn.com/news/story/6656/7095048?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:57:30 , udn , 國民黨桃園市黨部今天上午公告第11屆立法委員桃園市第1選區（蘆竹區、龜山區、桃園區15里）、第2選區（楊梅區、新屋區、大... , https://udn.com/news/story/6656/7095048?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:57:31 , udn , 影／被說「撞臉」啦啦隊女神李多慧 高虹安首度回應了 , https://udn.com/news/story/7324/7094979?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:57:41 , udn , 南韓人氣啦啦隊女神李多慧（Dahye Lee）加盟中職樂天桃猿啦啦隊Rakuten Girls，成為樂天女孩一員。但近日... , https://udn.com/news/story/7324/7094979?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:57:50 , udn , 台南仁德電鍍廠涉排放有害廢水廢液 廠長20萬交保 , https://udn.com/news/story/7321/7095044?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:58:01 , udn , 台南環檢調據報，台南仁德區一電鍍公司未經處理，涉非法排放有害廢水及廢液，昨天會同環保署南區督察大隊及市調查處前往該公司搜... , https://udn.com/news/story/7321/7095044?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:58:21 , udn , 批賴提名談話 藍委：綠反民主、賴台獨當選台灣變戰場 , https://udn.com/news/story/6656/7095038?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:58:32 , udn , 副總統賴清德昨被民進黨正式提名為總統參選人，賴清德並說2024年不是戰爭與和平的選擇，而是民主與專制的抉擇。國民黨立委賴... , https://udn.com/news/story/6656/7095038?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:58:52 , udn , 國家級拳擊教練放任菜鳥參賽腦死不治 俱樂部負責人起訴 , https://udn.com/news/story/7320/7095039?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:59:03 , udn , 一名胡姓拳擊初學者去年7月參加新北市新店拳擊俱樂部舉辦的拳擊友誼賽，與對手交手一回合，就打輸，身體也發軟不適，返家後就醫... , https://udn.com/news/story/7320/7095039?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:59:23 , udn , 謝龍介看芯費大戰 接受世代衝擊是國民黨蛻變養分 , https://udn.com/news/story/6656/7095034?from=udn-ch1_breaknews-1-0-news
2023-04-13 11:59:34 , udn , 國民黨台北市立委初選上演「芯費大戰」，台南市前議員謝龍介在臉書發文，分享他個人經驗，強調，國民黨要成長就必須接受世代衝擊... , https://udn.com/news/story/6656/7095034?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:00:13 , udn , 新北聯合婚禮又來了 免費抽冰箱、65吋電視 , https://udn.com/news/story/7323/7095082?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:00:23 , udn , 新北民政局今日舉辦2023新北市聯合婚禮「天作之合 幸福Two兔好」記者會，聯合婚禮將於6月18日在市府一樓大廳盛大登場... , https://udn.com/news/story/7323/7095082?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:00:25 , udn , 界霖Q4可望進入爆發期 董座：全年業績估倍數成長 , https://udn.com/news/story/7240/7095024?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:00:35 , udn , 功率導線架大廠界霖（5285）董事長蔡上元表示，目前看來第一季應是全年谷底，第二季起慢慢回升，預估第四季到明年第一季進入... , https://udn.com/news/story/7240/7095024?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:00:44 , udn , 台東大學自助餐遭學生喊貴 校方要求業者公告計價方式 , https://udn.com/news/story/6928/7095028?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:00:55 , udn , 有網友在臉書社團「爆料公社」貼文指出，台東大學自助餐4菜1雞腿加白飯要新台幣180元，「原來台東物價這麼可怕」。台東大學... , https://udn.com/news/story/6928/7095028?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:01:15 , udn , 中和某國小主任疑霸凌女課輔 議員批校方教局官官相護 , https://udn.com/news/story/6885/7095069?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:01:26 , udn , 新北中和區某國小陳姓總務主任傳出疑似辱罵、性騷擾課輔女員工，該員工2月初報警。新北市議員戴瑋姍質疑，教育局、校方未依規定... , https://udn.com/news/story/6885/7095069?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:01:46 , udn , 屏東投2億造「故事館」 將149年前牡丹社事件化為文化景點 , https://udn.com/news/story/7327/7095068?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:01:57 , udn , 1874年日本以懲蕃名義出兵攻打屏東縣排灣族人的「牡丹社事件」，是台灣近代史上重要的歷史事件，也留下許多珍寶貴的文化資產... , https://udn.com/news/story/7327/7095068?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:02:17 , udn , 飛航模式／飛行員必學必謹守的方塊飛行 但軍機編隊這種時候有例外 , https://udn.com/news/story/7266/7092556?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:02:28 , udn , 空中交通沒有紅綠燈、地面標線、速限等規範，要維持飛航秩序得靠航管引導，飛機的起落有其必須要遵循的「起落航線 (Traffic pattern)」，其中「五邊飛行」就是飛機進出機場的固定路線，也是飛行員在學飛時的重要科目，不過軍機編隊飛行要衝場落地時，卻有例外，領隊長機的第五邊落地會變橢圓。 , https://udn.com/news/story/7266/7092556?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:02:48 , udn , 鴻海大未來／郭台銘要當台灣CEO 如何重塑鴻海的美中台關係鏈？ , https://udn.com/news/story/7240/7094943?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:02:59 , udn , 日前鴻海集團創辦人郭台銘結束美國科技經濟開拓之旅，旋即以「台灣需要⼀個很棒的CEO」為題召開記者會，宣布投入2024總統大選、爭取國民黨徵召提名。他說，台灣要「用科技和世界做朋友」、「化解美中對抗」。

美中貿易戰開打4年多，奠定台積電的關鍵地位，讓台灣成為外媒眼中的「矽盾」、「全世界最危險的地方」，不讓台積專美於前，鴻海和創辦人郭台銘的雄心，正要開始。 , https://udn.com/news/story/7240/7094943?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:03:19 , udn , 大陸貿易壁壘調查 盧秀燕：涉及太廣要觀察了解 , https://udn.com/news/story/6656/7095064?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:03:30 , udn , 中國大陸昨天宣布對台進行貿易壁壘調查，包含農產紡織等2455項商品。對此，台中市長盧秀燕今天說，因為項目非常多，涉及範圍... , https://udn.com/news/story/6656/7095064?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:03:50 , udn , 借鏡日本福知山線事故經驗  太魯閣事故家屬15日赴日交流取經 , https://udn.com/news/story/7270/7095065?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:04:01 , udn , 太魯閣事故屆滿2年，借鏡2005年日本福知山線事故經驗，10多名太魯閣家屬組成的「太魯閣的眼淚」，化悲傷為力量，走上倡議... , https://udn.com/news/story/7270/7095065?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:04:21 , udn , 日銀黑田十年任期 毀譽參半 , https://udn.com/news/story/6811/7095058?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:04:32 , udn , 日本銀行（央行）總裁黑田東彥在3月主持的最後一場決策會議中，決議維持負利率與日本公債殖利率曲線管控（YCC）政策不變，他創紀錄的十年任期也將在4月8日畫下句點。 , https://udn.com/news/story/6811/7095058?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:09:13 , udn , 白話財經EP106｜政府出招打炒房 但房價還是鐵板一塊？ , https://udn.com/news/story/7238/7095112?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:09:23 , udn , 政府今年陸續將祭出許多房地政策，招式雖多，但買家似乎仍等不到降價？從專家角度來看，官方政策能幫助青年購屋嗎？ , https://udn.com/news/story/7238/7095112?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:09:44 , udn , 美制裁「提供助俄攻烏便利」個人與實體  金派科技入列 , https://udn.com/news/story/7331/7095108?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:09:54 , udn , 美國之音報導，美國財政部12日宣布採取行動，限制俄羅斯通過促進者及公司接觸國際金融體系，並進一步阻止俄羅斯進口用於對烏克... , https://udn.com/news/story/7331/7095108?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:10:14 , udn , 陸發射火箭路透卻報導「禁航區」 恐有人放話操作認知戰？ , https://udn.com/news/story/10930/7095107?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:10:25 , udn , 中共聯合利劍軍演4月10日傍晚告一段落，11日台灣周邊活動的共軍機艦，仍明顯多於平日，國防部將例行記者會延後到周三、12日對外說明。對於路透社稱16日至18日，大陸在台灣北方畫設禁航區（No-fly zone），將阻斷東北亞至東南亞約七成空運交通。國防部情報次長顏有賢說，對方是進行衛星發射之類航太活動。問題是，為何路透社第一版本報導使用No-fly zone這樣嚴肅的字眼？ , https://udn.com/news/story/10930/7095107?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:10:46 , udn , 大陸首季人民幣計出口年增8.4% 進口年增0.2% , https://udn.com/news/story/7333/7095103?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:10:56 , udn , 大陸海關總署13日公布今年第1季外貿表現，統計前3月進出口總值為人民幣9.89兆元、年增4.8%，其中出口人民幣5.65... , https://udn.com/news/story/7333/7095103?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:11:17 , udn , 彰化潭墘國小廢校掀爭議 家長向監察院陳情提四訴求 , https://udn.com/news/story/7325/7095101?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:11:27 , udn , 彰化縣大城鄉潭墘國小未來5年新生數估未達10人，經審議通過112學年度起停辦，未來將轉作遊學中心，這項決議引起居民不滿，... , https://udn.com/news/story/7325/7095101?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:11:48 , udn , 開發公司圍標區公所工程遭追繳押標金 為做生意抱260萬一次繳清 , https://udn.com/news/story/7321/7095105?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:11:58 , udn , 新北淡水一家開發公司老闆李姓男子，遭抓包圍標新北市蘆洲區公所的排水系統採購工程，士林地檢署去年4月緩起訴處分，李男逾期未... , https://udn.com/news/story/7321/7095105?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:12:13 , udn , 國中教育會考下月登場 4月14日寄發准考證 , https://udn.com/news/story/6885/7095120?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:12:19 , udn , 中國大陸為何對台灣劃設「禁航區」 前空軍副司令揭背後目的 , https://udn.com/news/story/10930/7094891?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:12:23 , udn , 國中教育會考5月20、21日舉行，教育部今天說，4月14日寄發准考證，集體報名的考生由就讀國中轉發，個別報名考生由考區試... , https://udn.com/news/story/6885/7095120?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:12:29 , udn , 中國大陸原本計劃於本月16日至18日，在台灣以北空域劃設「禁航區」，經我國抗議後，劃設禁航區時間縮短為16日上午實施27分鐘。對此，前空軍副司令張延廷表示，中國大陸是要抵進台灣做火力射擊，而且以後會常態性地在台灣周邊這麼做。 , https://udn.com/news/story/10930/7094891?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:12:44 , udn , 投資詐騙廣告氾濫 政院修法實名制 違者平台要連帶賠償 , https://udn.com/news/story/6656/7095121?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:12:50 , udn , 新竹市海山漁港要有魚貨直銷站了 今開工動土明年6月啟用 , https://udn.com/news/story/7324/7095089?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:12:54 , udn , 網路求職、投資詐騙廣告氾濫，行政院會今通過3部打詐修法，其中包括增訂「證券投資信託及顧問法」第70條之1條文，落實證券投... , https://udn.com/news/story/6656/7095121?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:13:00 , udn , 新竹市海山漁港是竹市2大漁港之一，且位處西濱快速道路及17公里海岸線經香山地區的交通觀光樞紐，市府向中央漁業署爭取經費共... , https://udn.com/news/story/7324/7095089?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:13:15 , udn , 誰外洩美機密文件？華郵：20多歲、在軍事基地工作 , https://udn.com/news/story/6813/7095119?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:13:21 , udn , 329檔期新建案出奇招 賞屋送雞蛋期望「肉粽掛效應」 , https://udn.com/news/story/7241/7095087?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:13:25 , udn , 五角大廈機密文件外洩風波持續發酵，華盛頓郵報報導，據信外洩機密文件的幕後黑手是一名年輕的槍枝愛好者，並在軍事基地工作。 , https://udn.com/news/story/6813/7095119?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:13:31 , udn , 住展雜誌企研室經理成采錡表示，329檔期新案相繼進場，3月北台灣房市來人量再提升，可因多數新案價位仍高於消費者預期，來人... , https://udn.com/news/story/7241/7095087?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:13:46 , udn , MLB／紅雀大物2A直升大聯盟 生涯前12戰都敲安平百年紀錄 , https://udn.com/news/story/6999/7095078?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:13:51 , udn , 看破紅塵？「社畜黃汪」開貨車開到厭世 凝望遠方雙眼無神：整個家都我在付出 , https://udn.com/news/story/7470/7095062?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:13:56 , udn , 季前名列官網百大新秀第四、尚未在3A打過任何一場比賽便從大聯盟開季的紅雀新秀沃克(Jordan Walker)開季展現不俗火力，在今天紅雀以7：4成功踢館洛磯隊的比賽中，於最後一個打席擊出游擊穿越安打 , https://udn.com/news/story/6999/7095078?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:14:02 , udn , 是有多厭世？最近在網路上有一張圖瘋傳，一隻米克斯狗坐在貨車的駕駛座上，雙眼無神的模樣就像是大徹大悟狗生大道理一樣，不少網友笑翻表示「看破紅塵的浪子」。 , https://udn.com/news/story/7470/7095062?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:14:17 , udn , 賺10倍！越南茶混充台灣茶賺2800萬 福氣茶葉老闆還常獲獎 , https://udn.com/news/story/7321/7095118?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:14:27 , udn , 台中福氣茶葉公司涉嫌進口大量低價、劣質的越南茶混充成台灣茶，成本最低1斤146元換成台灣包裝賣到最高到1500元，靠十倍... , https://udn.com/news/story/7321/7095118?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:14:48 , udn , 牛津大學瘧疾疫苗獲准 非洲迦納首用助幼童抗疫 , https://udn.com/news/story/6809/7095071?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:14:58 , udn , 由英國牛津大學（Oxford University）研發的瘧疾疫苗將在非洲國家迦納使用，是這種疫苗首次獲監管機關許可在世... , https://udn.com/news/story/6809/7095071?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:15:19 , udn , 國民黨通過首波提名 傅崐萁再戰花蓮立委 , https://udn.com/news/story/123307/7095113?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:15:29 , udn , 明年立委選舉，國民黨中常會昨天通過第一波提名人選，傅崐萁獲提名爭取花蓮縣立委連任，傅崐萁表示，會以4屆立委、兩任縣長的豐... , https://udn.com/news/story/123307/7095113?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:16:20 , udn , T1聯盟／對裁判比污衊手勢 中信特攻金恩挨罰2萬 , https://udn.com/news/story/7003/7095109?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:16:31 , udn , T1聯盟在今天公告4月8日新北中信特攻隊與4月9日高雄全家海神隊作客台灣啤酒英熊隊主場賽事的判決報告公告，其中特攻洋將金... , https://udn.com/news/story/7003/7095109?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:18:03 , udn , 貿易壁壘調查期限藏玄機？政院：陸方不宜政治化 , https://udn.com/news/story/6656/7095159?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:18:13 , udn , 中國大陸商務部昨天宣布對台發起貿易壁壘調查，涉及2455項商品。行政院代理發言人羅秉成今天表示，兩岸貿易關係相關機制與法... , https://udn.com/news/story/6656/7095159?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:18:34 , udn , 詐騙案屢創新高 民眾黨團：政府才是最大詐騙集團 , https://udn.com/news/story/6656/7095150?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:18:44 , udn , 詐騙手法推陳出新，2022年詐騙案件量和財損均創新高，民眾黨團今天舉行記者會，指行政院近日喊出「打詐綱領1.5」，內容卻... , https://udn.com/news/story/6656/7095150?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:18:57 , udn , 華邦電與11家銀行 簽7年期200億元永續連結聯合授信案 , https://udn.com/news/story/7240/7095059?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:19:05 , udn , 綠色和平闖立委研究大樓鬧場 當面施壓綠委排審海保法 , https://udn.com/news/story/6656/7095151?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:19:07 , udn , 華邦電（2344）與11家銀行簽訂七年期新臺幣200億元永續連結聯合授信案。華邦電12日舉行簽約典禮，由華邦電董事長焦佑... , https://udn.com/news/story/7240/7095059?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:19:15 , udn , 綠色和平主張立法院本會期盡速三讀通過海洋保育法，繼日前在立院旁爬電燈桿拉起「三讀海保法NOW!」布條，今天上午多位成員更... , https://udn.com/news/story/6656/7095151?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:19:36 , udn , 美軍火商將來台 環時：台灣應像防狼一樣防美軍火販 , https://udn.com/news/story/7331/7095149?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:19:46 , udn , 中共黨媒《環球時報》今天發表一篇題為「台灣應像防狼一樣防美國的軍火販」的社評，文章說 美台商會會長韓儒伯向日媒透露，大約... , https://udn.com/news/story/7331/7095149?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:20:07 , udn , 低價高報、驗收不實還挪用公款 原能會3工程師遭訴 , https://udn.com/news/story/7321/7095141?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:20:17 , udn , 行政院原子能委員會核能研究所化工組前助理研發師蕭宇翔及助理工程師楊孟北、陳鈺沛3人，涉嫌在2012年間，承辦實驗室設備採... , https://udn.com/news/story/7321/7095141?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:20:38 , udn , 苗栗檢方提當選無效案件 迄今7件一審都勝訴 , https://udn.com/news/story/7321/7095146?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:20:48 , udn , 苗栗地檢署查賄團隊去年地方公職人員選舉查察賄選，除針對相關案件追究刑責，民事部分也對其中11件、14人提起當選無效之訴，... , https://udn.com/news/story/7321/7095146?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:20:56 , udn , 網路投資廣告將採實名制 政院通過投顧法70之1 , https://udn.com/news/story/7239/7095081?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:21:07 , udn , 有鑒於今年網路投資詐騙猖獗，對此行政院今（13）日通過金管會增訂的「證券投資信託及顧問法」第70條之1，也就是網路投資廣... , https://udn.com/news/story/7239/7095081?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:21:09 , udn , NBA／格林看好湖人擊敗灰熊 自信第二輪上演「勇湖大戰」 , https://udn.com/news/story/7002/7095083?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:21:19 , udn , 湖人隊昨天在附加賽險勝灰狼隊，搶下西區季後賽門票，將對決西區第2的灰熊隊。勇士隊格林（Draymond Green）在節目上分析賽況，指出詹姆斯（LeBron James）竟「氣喘吁吁」，不過他仍相信 , https://udn.com/news/story/7002/7095083?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:21:40 , udn , 首位生醫光電女所長郭文娟：跨域也要跨入產業 , https://udn.com/news/story/7266/7095138?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:21:50 , udn , 桌面上擺滿像樂高積木般的儀器，上頭還裝載監控電腦，密密麻麻地數據和文獻映在螢幕，眾多器材裡，一台印有藍色Logo的白色機... , https://udn.com/news/story/7266/7095138?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:22:11 , udn , 「粉絲黃牛」經濟發燒 業者：不小心人人都可能變黃牛 , https://udn.com/news/story/7266/7095134?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:22:21 , udn , 因應黃牛票猖獗，文化部修文創法部分條文，針對販售黃牛票與大量掃票開罰，行政院版草案上周出爐。立院教委會今天召開「如何有效... , https://udn.com/news/story/7266/7095134?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:22:42 , udn , 徐巧芯自辦政見發表會 喊話費鴻泰「交棒新世代進國會」 , https://udn.com/news/story/123307/7095133?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:22:52 , udn , 國民黨北市立委初選「費芯大戰」，徐巧芯今天自辦政見發表會，提出三大主軸、十大政見。她認為，選舉就像大隊接力，一棒接一棒，... , https://udn.com/news/story/123307/7095133?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:23:04 , udn , 電子股弱勢 緯穎漲多回檔盤中跌65元 , https://udn.com/news/story/7253/7095142?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:23:13 , udn , 非公務機關個資外洩頻傳 政院修法最重罰1000萬 , https://udn.com/news/story/7321/7095135?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:23:14 , udn , 週四（13日）台股隨美股壓回，開盤下跌44.34點開在15,888.63點，電子股維持強弱分歧的走勢，而高價股中伺服器、... , https://udn.com/news/story/7253/7095142?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:23:23 , udn , 企業個資外洩案件頻傳，行政院會今通過3部打擊詐騙相關修法，其中包括由國發會提出的「個人資料保護法」相關條文修正，包括增訂... , https://udn.com/news/story/7321/7095135?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:24:14 , udn , 投資詐騙廣告氾濫…政院修法實名制 違者平台要連帶賠償 , https://udn.com/news/story/7321/7095121?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:27:02 , udn , 新北提高多元都更獎勵上限至30% 再增2都更案完工 , https://udn.com/news/story/7241/7095182?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:27:13 , udn , 新北再增2案都更重建案完工，新北市都更處表示，2案分別位於板橋及新店，均採「簡易都更」方式重建，重建後戶數由15戶增加至... , https://udn.com/news/story/7241/7095182?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:27:33 , udn , 研究顯示「工作防老」 專家建議70歲再退休 , https://udn.com/news/story/6809/7094404?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:27:44 , udn , 1881年，德意志帝國「鐵血宰相」俾斯麥抵擋不住社會主義的浪潮，制定年金計畫安撫群眾，將退休年齡訂在70歲。不過，當時德人平均餘命只有40歲。 , https://udn.com/news/story/6809/7094404?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:28:04 , udn , 有片｜跳一跳健身燃脂輕鬆瘦！跳繩新手有效率的訓練菜單大公開 , https://udn.com/news/story/121721/7093248?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:28:14 , udn , 跳繩傷膝蓋？一跳腿就痛？跳幾下才會瘦？對跳繩新手而言，想要解除心中諸多疑慮，不妨讓「時尚健人」賤賤來教大家如何安排有效率的訓練菜單、怎樣避免腳痛以及怎麼跳才能速效燃脂，趕快點開影片來瞧瞧！ , https://udn.com/news/story/121721/7093248?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:28:35 , udn , 搭飛機手機為何要開「飛航模式」？ 真正原因曝光 , https://udn.com/news/story/7266/7095175?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:28:45 , udn , 後新冠疫情時代，隨著各國解封、開放邊境，搭乘飛機起降時，時常會聽到久違的「請把椅背豎直、收起餐桌、收起窗戶遮光板、把筆電放在頭上置物艙，並把電子裝置設定為飛航模式」。 , https://udn.com/news/story/7266/7095175?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:29:06 , udn , 他花上萬元買金龍魚回家卻閉口絕食！他急撬開嘴竟「噴出一堆黃金」直呼賺翻 , https://udn.com/news/story/7470/7095122?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:29:16 , udn , 有些觀賞魚種價值不菲，一名男子買了一條熱門觀賞魚「金龍魚」，買回家後牠卻不吃不喝，飼主將牠嘴巴強行撬開發現讓人又驚又喜的一幕。 , https://udn.com/news/story/7470/7095122?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:29:37 , udn , 福岡拉麵名店「未滿18歲禁入」引討論！原因曝光網點頭：客人不是神 , https://udn.com/news/story/6812/7095140?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:29:47 , udn , 近來日本飲食業界，陸續發生像是「壽司郎屁孩」般劣質客人的惡搞事件。近來一家位於福岡的人氣拉麵店「あなたの心を鷲掴み」，為了防止類似的事件發生，乾脆直接祭出「未滿18歲不得入店」的指示，引起一陣討論。 , https://udn.com/news/story/6812/7095140?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:30:08 , udn , 夫妻海灘驚見「神秘白色大腦」排一列整齊沖上岸！網驚：要出大事 專家解答了 , https://udn.com/news/story/7470/7095131?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:30:18 , udn , 天有異相？一對夫妻在海邊散步，看到沙灘上竟然有一坨又一坨的白色果凍狀物體，像極了某種生物的大腦，場面相當獵奇，照片曝光後吸引不少網友討論。 , https://udn.com/news/story/7470/7095131?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:30:39 , udn , 貴成這樣...台東大學自助餐1主4菜直逼200元 業者今道歉改價格 , https://udn.com/news/story/6885/7095171?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:30:49 , udn , 台東大學1名女學生昨上網爆料，校內自助餐價格很貴，1份主菜搭配4樣配菜以及一碗白飯，稱兩要價180元，引發熱議。業者今向... , https://udn.com/news/story/6885/7095171?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:31:10 , udn , 外交官墜樓案 外交部擬派調查團前往巴西：近期啟程 , https://udn.com/news/story/6656/7095167?from=udn-ch1_breaknews-1-0-news
2023-04-13 12:31:20 , udn , 我駐巴西聖保羅辦事處組長王之化日前墜樓，在遺孀俞惠敏撰寫公開信給外交部長吳釗燮，並偕立委、市議員共同舉行記者會，稱丈夫墜... , https://udn.com/news/story/6656/7095167?from=udn-ch1_breaknews-1-0-news
