2023-03-08 00:11:52 , udn , 鮑爾國會作證 暗示3月升息2碼機率升高 , https://udn.com/news/story/6811/7015918?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:19:27 , udn , 義務役恢復為1年 教育部擬6月底前公布配套 , https://udn.com/news/story/6885/7016548?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:19:37 , udn , 民國94年次後義務役役期恢復至1年，教育部長潘文忠今天表示，考量學生可能選擇在大學就學期間服役，教育部已陸續諮詢大學代表... , https://udn.com/news/story/6885/7016548?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:19:58 , udn , 外媒：麥卡錫證實今年將在美國與台灣總統見面 , https://udn.com/news/story/6656/7016611?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:20:08 , udn , 日前外媒金融時報（Financial Times）披露，蔡英文總統計劃四月初出訪中美洲，期間將在美國加州和紐約停留；在加... , https://udn.com/news/story/6656/7016611?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:20:55 , udn , Michael B. Jordan自導自演電影 化身「行走的費洛蒙」 , https://udn.com/news/story/7270/7016620?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:21:05 , udn , 美國男星Michael B. Jordan首度自導自演電影「金牌拳手3Creed III」正式上映後，除了在爛番茄獲得高... , https://udn.com/news/story/7270/7016620?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:21:26 , udn , 一年送養85隻 新北動保員溫惠婷展現女性溫柔與耐心 , https://udn.com/news/story/7323/7016618?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:21:36 , udn , 新北市動保員溫惠婷去年調至動保處辦理認養活動，去年成功送養85隻犬貓成績斐然，努力有目共睹。溫惠婷表示，辦理這項業務除辛... , https://udn.com/news/story/7323/7016618?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:23:52 , udn , 全民普發現金6000元 民進黨團爭取新生兒納入請領對象 , https://udn.com/news/story/6656/7016629?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:24:02 , udn , 立法院財政委員會正在審查攸關全民普發現金6000元的疫後特別預算，民進黨立委劉世芳今天表示，民進黨團主張將今年底出生前的... , https://udn.com/news/story/6656/7016629?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:24:23 , udn , 社交好累！3星座「天性孤僻」不愛說真心話 朋友超少也沒關係 , https://udn.com/news/story/7268/7016590?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:24:33 , udn , 人多半喜歡跟笑口常開、有禮貌的人相處，這也是好人緣的必備條件，但是人的個性不同，很多人天性孤傲，不喜歡群體活動，甚至給人一種「不合群」的感覺，以下三個星座就是天生自我主義比較強烈，喜歡獨來獨往，一起看誰上榜了吧！ , https://udn.com/news/story/7268/7016590?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:24:54 , udn , 台中南區工地倉庫起火 存放保麗龍一工地幹部嗆傷送醫 , https://udn.com/news/story/7320/7016626?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:25:04 , udn , 台中市南區復興路二段一處工地倉庫，在今天上午10時許傳出火警，消防局派遣信義消防分隊等5個單位前往滅火，火勢在今天上午1... , https://udn.com/news/story/7320/7016626?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:25:25 , udn , 新人成通膨時代受害者 婚宴花費漲近二成禮金打不平 , https://udn.com/news/story/7239/7016621?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:25:29 , udn , 女力買房崛起 猜猜哪四種工作薪資「女比男多」 , https://udn.com/news/story/7239/7016607?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:25:35 , udn , 通膨潮席捲全球，台灣各項民生物資在影響下紛紛調漲，間接使得舉辦婚禮的花費增加。Marry結婚吧發現，新冠肺炎疫情後新人對... , https://udn.com/news/story/7239/7016621?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:25:39 , udn , 近年女性經濟實力大增，購屋人數已追上男性。住商機構企研室統計主計總處服務業薪資資料，雖然整體服務業男性收入仍高於女性，但... , https://udn.com/news/story/7239/7016607?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:25:55 , udn , Michael B. Jordan首度自導自演續集電影  靠大師加持穿搭化身「行走的費洛蒙」 , https://udn.com/news/story/7270/7016620?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:26:06 , udn , 美國男星Michael B. Jordan首度自導自演電影「金牌拳手3Creed III」正式上映後，除了在爛番茄獲得高達90%新鮮度的好評價之外，票房也開出紅盤，突破一億美元。Michael B. Jordan在這部電影中，第三度飾演主角且必須對決過往好友，展開一場史詩級的拳王之爭；不僅有拳拳到肉的緊張比賽場景，更因為邀請了Ralph Lauren來加持造型，讓他化身「行走的費洛蒙」，帥出新高度。 , https://udn.com/news/story/7270/7016620?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:26:52 , udn , 恐怖！家人都在...吃早餐起爭執 27歲警員連開5槍「行刑式」殺妻 , https://udn.com/news/story/6812/7016602?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:27:02 , udn , 馬來西亞發生警察恐怖槍殺妻子案件，一名休假警員與妻子吃早餐後，疑因事爭執，竟在家人面前近距離連開5槍，行刑式殺死妻子。警方接報後趕到現場，與涉案休班警僵持一個小時後，破門入屋將他拘捕。據報該警員加入警隊4年，近日疑患上抑鬱症。 , https://udn.com/news/story/6812/7016602?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:27:22 , udn , 三星去年重奪晶片品牌營收龍頭 聯發科排第十 , https://udn.com/news/story/6811/7016632?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:27:33 , udn , 倫敦科技研究機構Omdia上周公佈的數據顯示，去年全球半導體營收規模衝上歷史新高的5,957.24億美元，南韓三星電子擠... , https://udn.com/news/story/6811/7016632?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:27:53 , udn , 影／肝病引發腎衰竭 治療肝腎症候群新曙光 , https://udn.com/news/story/7266/7016631?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:28:04 , udn , 肝腎症候群臨床治療有了新曙光，過去用在治療食道靜脈瘤出血的藥物名為「terlipressin」，配合白蛋白一起注射治療，... , https://udn.com/news/story/7266/7016631?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:28:24 , udn , 2024最新民調！侯友宜領先賴清德「差距縮小」 徐巧芯曝1關鍵 , https://udn.com/news/story/6656/7016580?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:28:34 , udn , 《TVBS民調中心》日前公布2024總統選舉最新民調，假設是藍綠白三腳督競逐，國民黨新北市長侯友宜支持度略減為32％、民進黨主席賴清德小幅增加至28％，而民眾黨主席柯文哲則維持21％。對此，國民黨台北市議員徐巧芯表示，候選人要表態參選，支持者才會表態支持，因為侯友宜尚未表態，所以還沒辦法凝聚那個盤，反觀賴清德已經定於一尊，所以整個盤是凝聚的，民調就自然會上升。 , https://udn.com/news/story/6656/7016580?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:28:58 , udn , 逢甲學生好幸福 統一投信冠軍團隊傳授投資實務 , https://udn.com/news/story/7239/7016609?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:29:08 , udn , 年輕世代對投資理財的濃厚興趣，反應在近年增長快速的年輕人開戶數。但投資理財管道百百種，如何才能選擇到最適合自己的投資方式... , https://udn.com/news/story/7239/7016609?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:29:54 , udn , 移工入境大鬆綁！ 自宅、宿舍自主防疫 不再強制獨立衛浴 , https://udn.com/news/story/7314/7016640?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:30:04 , udn , 隨著國內疫情趨緩且穩定可控，移工入境確診率僅占整體入境確診率的0.2%， 為兼顧國內雇主用人需求，經指揮中心同意，勞動部... , https://udn.com/news/story/7314/7016640?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:30:24 , udn , 南投補選監票亂象 警政署長允加強員警教育訓練 , https://udn.com/news/story/6656/7016643?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:30:27 , udn , WSJ：中美進一步陷入「敵意漩渦」冷戰思維顯露 , https://udn.com/news/story/6809/7016622?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:30:35 , udn , 南投立委補選，民進黨蔡培慧勝選。針對當天投開票所出現監票部隊，引發立委關切。內政部警政署長黃明昭今天在立法院內政委員會備... , https://udn.com/news/story/6656/7016643?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:30:37 , udn , 中國大陸國家主席習近平及外長秦剛昨天罕見地猛批美國打壓，華爾街日報評論，相較於幾周前，中美還小心翼翼朝向類似於外交停火的... , https://udn.com/news/story/6809/7016622?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:30:55 , udn , 土耳其賑災捐款總額出爐 28天收到逾11.8億善款 , https://udn.com/news/story/7266/7016625?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:31:06 , udn , 台灣愛心不落人後，強震重創土耳其、敘利亞地區至今，仍有許多災民待援。土耳其賑災捐款專戶6日關帳，衛福部今天公布，開放捐款... , https://udn.com/news/story/7266/7016625?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:32:54 , udn , 迷昏女友再性侵她姪女 法官批「下流」判7年4月定讞 , https://udn.com/news/story/7321/7016654?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:33:04 , udn , 盧姓男子邀女友和她姪女投宿汽車旅館，盧原想趁姪女入睡後再和女友歡合，但他卻對這名姪女起色心；為卸除兩女防備，他拿出鎮靜安... , https://udn.com/news/story/7321/7016654?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:33:25 , udn , 林昶佐連署調查退伍軍士官 應曉薇：保證讓他立委敗選 , https://udn.com/news/story/6656/7016653?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:33:35 , udn , 《日本經濟新聞》日前報導，稱我國退伍軍人9成赴中出賣情報，引發譁然；4民進黨立委昨臨時提案要求相關單位調查5年內退伍軍士... , https://udn.com/news/story/6656/7016653?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:33:55 , udn , ChatGPT開始騙人  唐鳳：借鏡國際研究AI相關法律 , https://udn.com/news/story/7239/7016651?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:34:00 , udn , 輝達、超微急評估停止供貨 因應浪潮遭美列貿易黑名單 , https://udn.com/news/story/6811/7016613?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:34:06 , udn , 數位發展部長唐鳳今出席立法院交通委員會，由於AI及ChatGPT技術突飛猛進，成為立委質詢數位發展部長唐鳳的新焦點。林俊... , https://udn.com/news/story/7239/7016651?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:34:10 , udn , 輝達（Nvidia）與超微（AMD）等美國科技公司正急忙評估他們是否必須停止對中國大陸伺服器大廠浪潮集團（Inspur ... , https://udn.com/news/story/6811/7016613?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:34:26 , udn , 「挫折」、「挫敗」之說立委關注 莊人祥：真正心情是挫折 , https://udn.com/news/story/6656/7016652?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:34:37 , udn , 「挫折」、「挫敗」成立法院焦點。「防疫五月天」成員之一的新任疾管署長莊人祥，昨接受本報專訪時表示，3年多疫情期間，最大「... , https://udn.com/news/story/6656/7016652?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:34:57 , udn , 遭控性侵駐唱女歌手 「金曲歌王」荒山亮疑下午到案說明 , https://udn.com/news/story/7317/7016648?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:35:07 , udn , 「台語金曲歌王」荒山亮遭控，去年（2022年）11月在新北市林口區一處錄音室內，性侵桃園一名駐唱女歌手，事後還匯了1萬元... , https://udn.com/news/story/7317/7016648?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:35:28 , udn , 蘇富比慶亞洲50周年 珠寶藝術家趙心綺代表展現女力 , https://udn.com/news/story/7270/7016645?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:35:52 , udn , 攝理教主染指百台女！他爆北一女被鎖定 再揭「徒弟」涉性侵77次入獄 , https://udn.com/news/story/120911/7016605?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:35:58 , udn , Google推出新聞數位共榮基金 3年投入3億元 , https://udn.com/news/story/7240/7016647?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:36:03 , udn , Netflix紀錄片《以神之名：信仰的背叛》3日開播後，迅速衝上排行榜第一名，在台灣也引發熱烈討論。節目首集以韓國「攝理教（JMS）」為主，教主鄭明析因性侵多名女信徒遭判刑入獄，台灣也有上百名知名國立大學女大生受害，網紅阿滴兄妹也被掀出曾是教徒，阿滴也親自在社群回應。對此，媒體人「剝雞」也透露教會吸眾手法，還爆料過去連北一女都被鎖定。 , https://udn.com/news/story/120911/7016605?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:36:09 , udn , Google智慧台灣計畫邁入第六年，今日宣布將推出「台灣新聞數位共榮基金」，預計未來3年、挹注3億元協助新聞產業，並由數... , https://udn.com/news/story/7240/7016647?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:36:23 , udn , 婦女節顧好「面子」 武則天、慈禧私房保養祕方大公開 , https://udn.com/news/story/7266/7016664?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:36:34 , udn , 今天三月八日是國際婦女節，「女悅己則容」，儘管現代女性對於各類名牌保養美容產品都能琅琅上口，甚至是愛用者。但鮮少人知其實... , https://udn.com/news/story/7266/7016664?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:36:54 , udn , 不要再聽電台亂買成藥！南市北門偏鄉巡迴醫療明啟動 , https://udn.com/news/story/7326/7016665?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:37:04 , udn , 「不要再聽電台浪費錢亂買成藥了！」台南市北門區錦湖及雙春里地處偏遠，居民老化就醫不便，經地方各界克服引進巡迴醫療服務，明... , https://udn.com/news/story/7326/7016665?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:37:25 , udn , 網紅及直播主小心！公平會修法規範社群網站納廣告不實，最重罰2500萬 , https://udn.com/news/story/7240/7016663?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:37:35 , udn , 網紅、直播主小心了，鑑於網紅、直播主等推廣銷售或代銷商品或服務日益普遍，公平會委員會議通過「公平交易委員會對於網路廣告案... , https://udn.com/news/story/7240/7016663?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:38:53 , udn , 美聯準會將加快升息步伐 人民幣承壓又逼近「破7」 , https://udn.com/news/story/7333/7016688?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:39:03 , udn , 美國聯準會主席鮑爾7日表示，可能會加快升息步伐，將利率上調至比預期更高水準。受鷹派言論影響，人民幣承壓，離岸價持續走貶。... , https://udn.com/news/story/7333/7016688?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:39:24 , udn , 170名旗袍辣妹站五星酒店大門迎賓 明仁會春酒太囂張 分局長霸氣趕人 , https://udn.com/news/story/7315/7016690?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:39:34 , udn , 竹聯幫仁堂明仁會6日晚上在台北市大直萬豪酒店舉辦春酒，轄區中山警分局部屬逾百名警力攔檢、維安全程監控，其中黑幫原本請來1... , https://udn.com/news/story/7315/7016690?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:39:55 , udn , 拒檢遭槍擊重傷 告警殺人未遂 檢方：符合用槍時機不起訴 , https://udn.com/news/story/7315/7016682?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:40:05 , udn , 嘉義市劉姓男子拒絕警方臨檢並開車逃逸，黃姓員警開3槍阻止，劉男受到槍傷，送醫治療因腦傷造成右側肢體障礙重傷害，劉男家屬對... , https://udn.com/news/story/7315/7016682?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:40:26 , udn , 王建煊批國民黨不統不獨 侯友宜：中華民國是我們國家 , https://udn.com/news/story/6656/7016678?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:40:36 , udn , 監察院前院長王建煊宣布參選總統，主張「和平統一救台灣」並批評國民黨對兩岸立場是「不統不獨」。新北市長侯友宜今日受訪說，「... , https://udn.com/news/story/6656/7016678?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:40:56 , udn , 中國女性平均月薪3.83萬 比男性少12% , https://udn.com/news/story/7333/7016676?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:41:07 , udn , 今天是國際婦女節，據大陸智聯招聘近日發布的《2023中國女性職場現狀調查報告》顯示，大陸職場男女薪資差距正逐年縮窄，但婚... , https://udn.com/news/story/7333/7016676?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:41:27 , udn , 確定不與羅智強競爭大安區立委 王欣儀擔任競選總幹事 , https://udn.com/news/story/6656/7016675?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:41:38 , udn , 台北市前市議員羅智強與台北市議員王欣儀都曾傳出有意角逐大安區立委，羅智強今舉辦記者會，邀請王欣儀擔任競選總幹事，並宣布將... , https://udn.com/news/story/6656/7016675?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:41:45 , udn , 傳國民黨立委提名納「戰力值」 羅智強：就一起拚戰力 , https://udn.com/news/story/6656/7016691?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:41:55 , udn , 南投縣立委補選國民黨候選人林明溱敗選後，傳出國民黨中央將調整立委初選機制，未來提名人選除了考量民調，也將納入提名者的「戰... , https://udn.com/news/story/6656/7016691?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:41:58 , udn , 林明溱敗選 趙少康：選舉主要是看本人 怪侯友宜沒道理 , https://udn.com/news/story/6656/7016674?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:42:08 , udn , 國民黨南投立委補選敗選，新北市長侯友宜未出席林明溱選前之夜引發黨中央不滿。中廣董事長趙少康今受訪表示，怪侯友宜是戰犯不公... , https://udn.com/news/story/6656/7016674?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:42:46 , udn , 上班途中驚見「會行走的冷凍豬肉」！全身結冰還瘋狂嚼雪吃 警曝傻眼真相 , https://udn.com/news/story/7470/7016655?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:42:57 , udn , 行走的冷凍豬肉？一名男子日前帶愛犬出門，驚見一隻已經凍成冰塊的豬在路上行走，嘴巴還嚼著雪吃，嚇得他立刻報警，這才發現原來這隻豬是別人的寵物豬，因為太貪吃所以跑到路上來覓食。 , https://udn.com/news/story/7470/7016655?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:44:43 , udn , T1聯盟／註冊截止洋將大洗牌 英熊補塔壁、太陽簽班森 , https://udn.com/news/story/7003/7016694?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:44:54 , udn , T1聯盟本季球員註冊截止日在3月5日晚間10點到期，聯盟也在今天對外公告6支球隊本季最終名單，其中不少球隊在洋將上做出戰... , https://udn.com/news/story/7003/7016694?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:45:14 , udn , 雞蛋缺口讓鴨蛋補 陳吉仲：都是蛋白質來源 , https://udn.com/news/story/7266/7016692?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:45:25 , udn , 缺蛋危機蔓延，雞蛋批發價從每台斤52元調漲至55元，每顆蛋增加0.3元。近來有立委提到讓鴨蛋補到雞蛋缺口，農委會主委陳吉... , https://udn.com/news/story/7266/7016692?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:45:45 , udn , 賽夏族人台61車禍釀3死 肇事司機有意賠錢二審延後宣判 , https://udn.com/news/story/7321/7016693?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:45:55 , udn , 林姓男子前年駕駛預拌車行經台61線時，追撞根男駕駛轎車起火，根17歲姪女、2歲姪外孫葬身火窟，根送醫不治，此件車禍前，根... , https://udn.com/news/story/7321/7016693?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:47:42 , udn , 少子警訊 茂盛醫院統計：35歲以下生育力不佳婦女占8.9% , https://udn.com/news/story/7266/7016721?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:47:52 , udn , 今天是婦女節，台中市茂盛醫院公布去年女性生育力統計結果，發現有超過5%以上的30歲以下女性生育力很差、35歲以下婦女更達... , https://udn.com/news/story/7266/7016721?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:48:13 , udn , 芎林女兒余雅倩青年盃奪金 楊文科大讚：真的很不得了 , https://udn.com/news/story/7324/7016723?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:48:23 , udn , 新竹縣芎林出身的女子鏈球選手余雅倩昨天在全國青年盃田徑公開賽中，再度拿下金牌，上個月她才在港都盃全國田徑錦標賽打破全國紀... , https://udn.com/news/story/7324/7016723?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:48:44 , udn , 燒了1小時！麥寮廢棄養鵝場起火 燃燒面積有足球場大 , https://udn.com/news/story/7320/7016717?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:48:54 , udn , 雲林縣麥寮鄉一處廢棄養鵝場今早6點多起火，場內雜草叢生，火勢蔓延迅速，不到一小時就全面燃燒，大量白煙直竄天際，麥寮空品A... , https://udn.com/news/story/7320/7016717?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:49:14 , udn , 王建煊參選總統喊台灣快完蛋 民進黨團：違反主流民意 , https://udn.com/news/story/6656/7016716?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:49:25 , udn , 監察院前院長王建煊昨天宣布參選2024年總統，參選的理由是因為「台灣快完蛋了」，民進黨立法院黨團幹事長鄭運鵬今天表示，民... , https://udn.com/news/story/6656/7016716?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:49:45 , udn , 大學就業博覽會「沒文組的缺」掀激戰 潘文忠這樣說 , https://udn.com/news/story/6885/7016710?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:49:56 , udn , 日前就有一名網友貼出臉書社團「台大學生交流版」內文，指出「請文組的同學不要去就業博覽會跟人擠，也不要浪費人資的時間跟文宣... , https://udn.com/news/story/6885/7016710?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:50:16 , udn , 蛋蛋危機預估到六月回穩 陳吉仲道歉：沒做好不會戀棧 , https://udn.com/news/story/6656/7016712?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:50:26 , udn , 缺蛋危機蔓延，雞蛋批發價從每台斤52元調漲至55元，每顆蛋增加0.3元。對於缺蛋造成人民困擾，農委會主委陳吉仲今天表示，... , https://udn.com/news/story/6656/7016712?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:50:47 , udn , 斜槓家族「彰藝園」 陳韋佑九年鋪就布袋戲接班路 , https://udn.com/news/story/7266/7016415?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:50:49 , udn , 長榮航太3/14上市 中籤率0.53%、抽中現賺3.1萬 , https://udn.com/news/story/7254/7016669?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:50:52 , udn , 婦女會肯定行人友善政策 謝國樑送擁抱 讚能當市府後盾 , https://udn.com/news/story/7328/7016726?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:50:57 , udn , 「做布袋戲，沒用啦！」陳韋佑的祖父陳峰煙中氣十足地說著六、七十年前的趣事，卻也不忘轉頭給金孫一句肺腑之言。 , https://udn.com/news/story/7266/7016415?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:50:59 , udn , 軍工股在3月將有兩檔掛牌上市，長榮航太（2645）公開申購今（8）日抽籤，總合格件數693,549件，中籤率　0.53％... , https://udn.com/news/story/7254/7016669?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:51:03 , udn , 今天3月8日是婦女節，基隆市婦女會理事長何淑萍議員，今天帶著七區婦女會理事長，致贈市長謝國樑「大愛為仁」獎座，感謝市府力... , https://udn.com/news/story/7328/7016726?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:51:18 , udn , 新光醫院今簽署永續發展倡議 朝全台首家「淨零排放」醫院邁進 , https://udn.com/news/story/7266/7016700?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:51:28 , udn , 全球空汙問題嚴重，根據Health Care Without Harm的2019年研究報告顯示，醫療溫室氣體排放全球平均... , https://udn.com/news/story/7266/7016700?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:51:49 , udn , 台中消防權益 消防局：追加超勤加班3800萬溯自今年1月 , https://udn.com/news/story/7325/7016705?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:51:59 , udn , 台中市時代力量議員吳佩芸指出，基層消防員長期處在「高工時、人力少」的險惡勞動環境，為確保消防員健康工時、維持台中公安防災... , https://udn.com/news/story/7325/7016705?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:52:19 , udn , 樓上鄰居太吵關水表報復無罪 男子嚐到甜頭再犯翻車了 , https://udn.com/news/story/7321/7016701?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:52:30 , udn , 桃園一名唐姓男子嫌樓上鄰居半夜用水聲音過大，白天跑到頂樓關對方水表，結果因妨害對方用水挨告。桃園地院審理時，他雖辯稱是在... , https://udn.com/news/story/7321/7016701?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:52:50 , udn , 麥卡錫證實將會晤蔡英文訪台？「中國管不了我去哪」 , https://udn.com/news/story/6656/7016697?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:53:00 , udn , 彭博資訊報導，美國眾議院議長麥卡錫（Kevin McCarthy）證實，他計劃今年在美國會見我國總統蔡英文，但強調會晤並... , https://udn.com/news/story/6656/7016697?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:53:54 , udn , NBA／柏金斯談MVP疑出言歧視白人 巴克利氣炸批愚蠢 , https://udn.com/news/story/7002/7016619?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:54:04 , udn , 前NBA球星柏金斯（Kendrick Perkins）素來以爭議言論著名，不過，他近日的言論，不僅被同為球員轉行的瑞迪克（J.J. Redick）視為種族歧視，更被大前輩巴克利（Charles Bar , https://udn.com/news/story/7002/7016619?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:54:25 , udn , 民間捐衛生棉解決月經貧窮 張善政：望免除女同學焦慮 , https://udn.com/news/story/7324/7016736?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:54:35 , udn , 桃園市國際蘭馨交流協會為解決「月經貧窮」的問題，捐贈415箱衛生棉給桃園59所國中及弱勢家庭，今日於市府舉行捐贈儀式，與... , https://udn.com/news/story/7324/7016736?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:54:56 , udn , 韓國11日起取消自陸入境核酸陰性證明 , https://udn.com/news/story/7331/7016735?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:55:06 , udn , 據《韓聯社》報導，韓國政府8日宣布自3月11日起，自中國大陸入境人員無需提供48小時新冠病毒核酸檢測陰性證明即可入境韓國... , https://udn.com/news/story/7331/7016735?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:55:26 , udn , 建設北京中關村 陸政協委員建議借鑒新竹科學園區 , https://udn.com/news/story/7331/7016730?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:55:37 , udn , 大陸全國政協委員陳軍提交提案指出，北京中關村作為「原始創新的策源地、自主創新的主陣地和高科技企業的出發地」，可藉鑑新竹科... , https://udn.com/news/story/7331/7016730?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:55:57 , udn , 紐約時報：都是因為中國 以致TikTok到處被禁 , https://udn.com/news/story/6811/7016718?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:56:08 , udn , 近來美國、歐洲國家與加拿大等基於安全考量而禁止TikTok，「紐約時報」6日報導，多國政府因擔憂北京當局可掌控TikTo... , https://udn.com/news/story/6811/7016718?from=udn-ch1_breaknews-1-0-news
2023-03-08 11:56:52 , udn , 國家運動代表隊的秘辛 律師分析政府為何能介入組成？ , https://udn.com/news/story/7314/7016750?from=udn-ch1_breaknews-1-0-news
