2023-05-16 00:24:15 , udn , 天道盟同心會租名車不還恐嚇「拿錢買回」 和運也受害 , https://udn.com/news/story/7320/7167372?from=udn-ch1_breaknews-1-0-news
2023-05-16 10:57:44 , udn , 國軍漢光39號演習電腦輔助指揮所演習首日，位於淡水漁人碼頭旁的新北市第一後備旅昨晚發生一名柯姓士兵失足墜樓意外，軍方聲稱... , https://udn.com/news/story/7320/7167834?from=udn-ch1_breaknews-1-0-news
2023-05-16 10:58:05 , udn , NBA／波爾自認會繼續留在勇士 柯瑞力挺：他是關鍵 , https://udn.com/news/story/7002/7167755?from=udn-ch1_breaknews-1-0-news
2023-05-16 10:58:16 , udn , 衛冕軍勇士季後賽不敵湖人隊，止步第二輪，季後賽表現不佳的年輕後衛波爾（Jordan Poole）成為箭靶，當家球星柯瑞（Stephen Curry）發聲力挺。

勇士季後賽失利後，傳出陣中老將和年 , https://udn.com/news/story/7002/7167755?from=udn-ch1_breaknews-1-0-news
2023-05-16 10:58:36 , udn , 調查官涉賄500萬還想關說升等 前副局長作證：沒幫忙打過電話 , https://udn.com/news/story/7321/7167816?from=udn-ch1_breaknews-1-0-news
2023-05-16 10:58:47 , udn , 潤寅詐貸案中調查局台北市調查處退休調查官郭詩晃被控收賄500萬元「吃案」，並商請有富建設董事長洪村騫關說職務升等；台北地... , https://udn.com/news/story/7321/7167816?from=udn-ch1_breaknews-1-0-news
2023-05-16 10:59:07 , udn , MLB／撿到大谷全壘打球卻丟回 球迷只爽30秒就後悔了… , https://udn.com/news/story/6999/7167817?from=udn-ch1_breaknews-1-0-news
2023-05-16 10:59:18 , udn , 大谷翔平今天繳出打高投低的一天，先發7局失5分、挨了3轟，但打擊區上貢獻4安打、包括一發致勝三分砲，撿到這顆全壘打球的球... , https://udn.com/news/story/6999/7167817?from=udn-ch1_breaknews-1-0-news
2023-05-16 10:59:39 , udn , 周休三日學習時數恐不足 教團殘酷點「暑假恐剩二周」 , https://udn.com/news/story/7266/7167813?from=udn-ch1_breaknews-1-0-news
2023-05-16 10:59:49 , udn , 有民眾在公共政策網路參與平台上提案，要讓台灣成為亞洲第一個「周休三日」的國家，引發各界熱議。全國教育產業總工會理事長林碩... , https://udn.com/news/story/7266/7167813?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:00:10 , udn , 低碳轉型概念股暴衝 倍力攻上漲停板 , https://udn.com/news/story/7253/7167814?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:00:20 , udn , ChatGPT熱度竄升，帶動「生成式AI」熱潮激增，資訊軟體整合服務商倍力資訊（6874）今（16）日以165元開出，股... , https://udn.com/news/story/7253/7167814?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:00:32 , udn , 影／桃園龍潭行人地獄驚魂 男走斑馬線被轎車撞翻滾2大圈 , https://udn.com/news/story/123509/7167845?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:00:41 , udn , 立法院三讀通過 農委會歷時35年升格農業部 , https://udn.com/news/story/6656/7167811?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:00:43 , udn , 台灣才被國外評為「行人地獄」，台南又發生3歲女童過馬路遭撞死的意外，10日中午將近12時，一名男子行經龍潭區北龍路與公園... , https://udn.com/news/story/123509/7167845?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:01:04 , udn , 影／立委為長輩請命 爭取調漲送餐便當補助 , https://udn.com/news/story/7266/7167844?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:01:14 , udn , 立委羅美玲、蔡培慧、吳玉琴、何欣純上午在立法院舉行「讓愛延續，長照送餐經費增加」記者會，為長輩請命，爭取調漲便當補助，將... , https://udn.com/news/story/7266/7167844?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:02:44 , udn , 和泰車首季獲利噴發 擠下富邦媒登第13名高價股 , https://udn.com/news/story/7252/7167795?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:02:54 , udn , 和泰車（2207）第1季獲利亮眼，單季每股純益9.27元，推升股價持續往上噴發，今（16）日開高走高，一度衝達730元，... , https://udn.com/news/story/7252/7167795?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:04:16 , udn , 工研院與台聚合作「降溫」塗料 成功阻擋九成熱能 , https://udn.com/news/story/7240/7167783?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:04:27 , udn , 揮發性有機物減排有解方！工研院與台聚（1304）公司共同開發創新防蝕隔熱塗料系統，用於戶外石化桶槽的外層塗裝，可阻擋90... , https://udn.com/news/story/7240/7167783?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:06:34 , udn , 吳欣岱批選票被拿來當政治籌碼 游淑慧秒回這9字 , https://udn.com/news/story/6656/7167874?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:06:45 , udn , 國民黨港湖區北市議員游淑慧將代表國民黨出戰第二選區（士林、大同）立委，有意代表台灣基進參選港湖區立委的吳欣岱，昨在臉書批... , https://udn.com/news/story/6656/7167874?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:07:06 , udn , 最甜戶外「咖」！法精品聯手美潮牌涼鞋  七彩fun走跳 , https://udn.com/news/story/7270/7167865?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:07:16 , udn , 時尚與運動品牌的聯名早在10年前已不新鮮，但如果是法式甜美的時尚品牌與美國戶外街頭機能涼鞋的聯名，例如Chloé與戶外專... , https://udn.com/news/story/7270/7167865?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:07:37 , udn , 桃園大停水陸續復水了 剩這幾區6萬戶到下午3時復水 , https://udn.com/news/story/7324/7167864?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:07:48 , udn , 桃園市12區304里40.7萬用戶昨天至今天下午3時大規模停水，台水公司辦理龍潭三坑原水站原水管改善工程先後完工，昨晚各... , https://udn.com/news/story/7324/7167864?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:08:08 , udn , 靠導航出包！2男女嘉義崑崙山拜拜 車卡深山嚇到皮皮挫 , https://udn.com/news/story/7320/7167871?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:08:19 , udn , 嘉義縣前天傍晚5點多黃男與劉女開車前往中埔鄉崑崙山瑤池宮參拜，導航出包開入嘉141線偏僻產道繞山路，車輛突卡石縫陷泥濘，... , https://udn.com/news/story/7320/7167871?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:08:40 , udn , NBA／勇湖大戰收視飆高 創27年來二輪系列賽最佳表現 , https://udn.com/news/story/7002/7167832?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:08:50 , udn , 勇士與湖人第二輪大決戰，不僅比賽內容高潮迭起，雙方鬥智鬥力的戰術陣型對決也讓球迷看得如癡如狂，加上兩隊球星的魅力與副手的奇兵貢獻，連帶反映在驚人的收視表現上。

根據統計，湖人與勇士系列賽在美國平 , https://udn.com/news/story/7002/7167832?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:09:11 , udn , 立院三讀開放同志家庭收養小孩 伴盟：婚姻平權邁一大步 , https://udn.com/news/story/7266/7167858?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:09:21 , udn , 同婚專法通過4周年前夕，立法院院會今三讀通過同婚專法修正案，明定同性配偶也能共同收養子女，或由一方單獨收養他方子女，相關... , https://udn.com/news/story/7266/7167858?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:09:33 , udn , 美官員：G7成員將團結一致應對中國 , https://udn.com/news/story/6809/7167837?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:09:42 , udn , 「投資賺錢保獲利絕對假」竹市警將計就計逮面交車手 , https://udn.com/news/story/7320/7167863?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:09:43 , udn , 美國總統拜登（Joe Biden）本週將赴日本出席七國集團（G7）峰會，一位美國高官週一（5月15日）向路透社透露，這場峰會將顯示各國領導人基於共同價值觀，會對中國採取團結一致的策略，同時認可每個國家將個別妥善處理與北京的關係。 , https://udn.com/news/story/6809/7167837?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:09:53 , udn , 新竹市警察局第一分局南寮派出所上月接獲50歲陳姓女子報案求助，稱家人近期對投資理財感興趣，接受理財專家指示頻繁匯款，疑似... , https://udn.com/news/story/7320/7167863?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:10:04 , udn , 失聯移工超商領包裹 心虛閃躲反引起警注意 , https://udn.com/news/story/7320/7167876?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:10:14 , udn , 法國重申不供烏克蘭戰機 但願協助培訓飛行員 , https://udn.com/news/story/122663/7167820?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:10:14 , udn , 越南籍阮姓男子到超商領包裹，見到員警馬上閃避，警方覺得可疑，上前攔住他，他示出他人的居留證，員警一眼就識破不是他的居留證... , https://udn.com/news/story/7320/7167876?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:10:24 , udn , 法國總統馬克宏（Emmmanuel Macron）今天表示，即便法國不考慮運送戰機給烏克蘭，但對替烏國培訓戰機飛行員方面... , https://udn.com/news/story/122663/7167820?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:10:45 , udn , 王世堅送游淑慧才貌雙全 游淑慧反讚他「智勇雙全」 , https://udn.com/news/story/123475/7167853?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:10:55 , udn , 國民黨台北市議員游淑慧將代表國民黨出戰第二選區（士林、大同）立委，對手是聲量極高的台北市議員王世堅。游淑慧上午受訪，對於... , https://udn.com/news/story/123475/7167853?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:11:16 , udn , 2021年國際閱讀素養調查 教育部下午四點親揭曉 , https://udn.com/news/story/6885/7167849?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:11:26 , udn , 教育部將於今天下午四點召開記者會，與國際同步公布2021年國際閱讀素養調查（PIRLS）結果，這是台灣第4次參加。前一次... , https://udn.com/news/story/6885/7167849?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:11:47 , udn , 影／宜蘭輪椅哥曾詐地主7.5億 抓不怕又洗錢1.4億落網 , https://udn.com/news/story/7315/7167850?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:11:58 , udn , 宜蘭縣吳姓男子不良於行，被稱為「輪椅哥」，曾偽造地主個資，造成新北等地主7.5億元損失，去年底才被判刑18年6月，但又涉... , https://udn.com/news/story/7315/7167850?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:12:35 , udn , 網購衣服卻送來種子和球根 消費者閉著眼按確認挨罰3萬 , https://udn.com/news/story/7321/7167884?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:12:38 , udn , NBA／勇湖大戰收視狂飆 創27年來二輪系列賽新高紀錄 , https://udn.com/news/story/7002/7167832?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:12:46 , udn , 一名倪姓消費者在蝦皮購買境外輸入的服飾，不料，入關後，海關發現貨物裝有不明種子0.4公斤及彼岸花球根0.1公斤，由於倪未... , https://udn.com/news/story/7321/7167884?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:15:09 , udn , 要唐鳳站出來 經民連籲確保消費者網路交易安全 , https://udn.com/news/story/7266/7167869?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:15:20 , udn , 台灣經濟民主連合上午在立法院舉行「蝦皮擺爛，唐鳳部長站出來」記者會，經民連先前檢舉「蝦皮購物服務條款」中的第22條「免責... , https://udn.com/news/story/7266/7167869?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:15:34 , udn , 《國際結盟新形勢2-1》國際局勢暗潮洶湧 各種結盟選邊站 , https://udn.com/news/story/6809/7167841?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:15:44 , udn , 未來西方與非西方的對立只會更加激烈！近日國際各國都展開合作之旅，中國、俄羅斯在中東拉攏阿拉伯國家、敘利亞與土耳其；而以美國為首的西方國家則積極強化盟邦關係，包括世仇已久的日、韓，菲律賓與北約等。對此，專家認為，「自由民主」與「威權」的集團已逐漸成形，並由政治聯盟帶動經濟聯盟。 , https://udn.com/news/story/6809/7167841?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:16:05 , udn , 農委會升格農業部大事記 , https://udn.com/news/story/6656/7167889?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:16:16 , udn , 立法院會今天三讀通過農業部組織法，農委會將升格為農業部，設有7署1中心7試驗機構，不僅回應1988年520農民運動的訴求... , https://udn.com/news/story/6656/7167889?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:16:36 , udn , NBA／湯普森休賽季提前續約？美媒：勇士希望他降薪 , https://udn.com/news/story/7002/7167857?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:16:47 , udn , 勇士本季尋求衛冕失利，休賽季將面臨許多難題。湯普森（Klay Thompson）5年合約即將迎來最後一季，雙方雖有意再續前緣，但因為高額豪華稅和新版勞資協議，球團希望湯普森新合約價碼能降低。

今 , https://udn.com/news/story/7002/7167857?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:17:08 , udn , 首飾業者欠40萬稅費卻有租賃所得 台北分署要扣房地他才繳 , https://udn.com/news/story/7321/7167895?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:17:18 , udn , 台北市陳姓業者經營首飾及貴金屬批發及零售業，滯納勞保費及健保費未繳，移送行政執行署台北分署執行，應執行40萬元，分署多次... , https://udn.com/news/story/7321/7167895?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:17:39 , udn , 蘋果被指疑用維修限制迫用戶淘汰舊機 法國要查 , https://udn.com/news/story/6811/7167842?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:17:49 , udn , 法國檢察官今天表示，正調查美國科技巨擘蘋果公司（Apple）涉嫌利用維修限制讓舊款iPhone被淘汰一事 , https://udn.com/news/story/6811/7167842?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:20:43 , udn , 不甩股神出清 台積電站上500元大關 , https://udn.com/news/story/7253/7167866?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:20:54 , udn , 巴菲特旗下的波克夏公司（Berkshire Hathaway）出清台積電（2330），但麥格理（Macquarie）、富... , https://udn.com/news/story/7253/7167866?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:21:35 , udn , 獨／中常委挺郭台銘連署書曝光 17日提案非郭不可 , https://udn.com/news/story/6656/7167912?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:21:45 , udn , 國民黨派誰出馬參選2024？黨主席朱立倫表示預計明天揭曉，國民黨中常會授權黨主席徵召總統參選人，不過挺郭陣營放話將動員中... , https://udn.com/news/story/6656/7167912?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:22:06 , udn , 昨晚與朱立倫會面 侯友宜：希望為國家人民多做事 , https://udn.com/news/story/6656/7167913?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:22:17 , udn , 新北市長侯友宜據傳昨晚與國民黨主席朱立倫見面，外界關注是否談到周三會徵召侯？氣氛如何？新北市長侯友宜表示，無論如何都會尊... , https://udn.com/news/story/6656/7167913?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:22:37 , udn , 打詐修法今三讀　法務部：修法後打詐法制面更完備 , https://udn.com/news/story/7321/7167911?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:22:48 , udn , 立法院今天三讀通過打擊詐欺犯罪相關修法。法務部表示，完成修法後，將使打擊詐欺的法制面更完備，藉由執法機關強力打詐，才能有... , https://udn.com/news/story/7321/7167911?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:23:08 , udn , 郭台銘若未出線是否合作？柯文哲：團結一切可團結的力量 , https://udn.com/news/story/123307/7167905?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:23:19 , udn , 國民黨明日決定2024總統大選徵召人選，鴻海集團創辦人郭台銘與新北巿長侯友宜之爭將現結果；民眾黨主席、總統參選人柯文哲今... , https://udn.com/news/story/123307/7167905?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:23:40 , udn , 賴清德倡專案辦公室挨批口號治國 陳建仁：成效不容否認 , https://udn.com/news/story/6656/7167906?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:23:50 , udn , 行政院長陳建仁今天上午到桃園市了解「長庚驛站」亮點工程成效，受訪的時候媒體問副總統賴清德喊出「專案辦公室」加強中央地方合... , https://udn.com/news/story/6656/7167906?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:24:11 , udn , 助總統候選人打選戰 游淑慧：和徐巧芯組「賴打」聯盟 , https://udn.com/news/story/6656/7167907?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:24:42 , udn , 影／游淑慧接受徵召  中山區對決王世堅 , https://udn.com/news/story/123475/7167909?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:24:52 , udn , 國民黨艱困選區徵召游淑慧在台北市中山區和民進黨王世堅對決，台北市黨部主委呂黃錦茹、與台北市議員陳重文、張斯綱、林杏兒等出... , https://udn.com/news/story/123475/7167909?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:25:13 , udn , 《國際結盟新形勢2-2》各國不以理念結盟 學者：利益優先 , https://udn.com/news/story/6809/7167839?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:25:23 , udn , 「國際上沒有永遠的朋友與敵人，都是以國家利益為優先！」針對近日各國加強合縱連橫，淡江戰略所副教授黃介正受訪時直言，這是美國霸權衰退產生的現象，而中國以利益吸引更多國家加入同盟，對抗美國的傳統盟邦；對於美、中霸權競爭，清大助理教授何志勇則提醒，台灣不要捲入，否則容易被犧牲。 , https://udn.com/news/story/6809/7167839?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:25:44 , udn , 阿金亂入新聞直播搶走麥克風逃了！女記者傻眼苦追 網笑：主播表情是亮點 , https://udn.com/news/story/7470/7167877?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:25:55 , udn , 新聞現場播報有時會發生突發狀況，一名女記者正在戶外SNG連線時，遭到一隻黃金獵犬偷襲，一把搶過她的麥克風轉頭就逃，記者狼狽追趕的畫面被在電視上放送。 , https://udn.com/news/story/7470/7167877?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:26:15 , udn , 竹光國中拾藝光廊 獲2023德國iF設計獎 , https://udn.com/news/story/6898/7167899?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:26:26 , udn , 新竹市竹光國中參與教育部的學美美學設計案「拾藝光廊-浮撫 FUFU Art Gallery _層間美術館改造計畫」，獲2... , https://udn.com/news/story/6898/7167899?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:27:36 , udn , 台灣周休三日可行嗎？486先生：首先要取消國定假日與春節 , https://udn.com/news/story/123511/7167880?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:27:46 , udn , 日前有民眾在公共政策網路參與平台上提案，誓言要讓台灣成為亞洲第一個「周休三日」的國家，目前已有5736人附議，引發各界熱議。486先生陳延昶多數字演繹了台灣若實施周休三日後，一年的工作日數，認為若真有機會，「首先要取消國定假日與春節，這樣比較接近真實條件」。 , https://udn.com/news/story/123511/7167880?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:28:07 , udn , 今年GDP保2很拚 政府不能只靠一招要端更多牛肉 , https://udn.com/news/story/6656/7167881?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:28:17 , udn , 國發會景氣燈號連五藍，出口統計已經連八黑，主計總處大幅下修今年第一季經濟成長率到-3.04%，如果後三季預測不變，今年全年經濟成長率1.67%，確定保二無望，一連串負面消息讓國發會主委龔明鑫也終於鬆口「保二是挑戰」。目前來看，政府似乎認定今年經濟保二關鍵，得靠疫後特別預算效益帶動，但僅此一招，恐怕難解國人之憂，相關單位應端出更多牛肉，度過今年經濟逆風。 , https://udn.com/news/story/6656/7167881?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:28:38 , udn , 影／撞飛70萬測速相機又自砸 駕駛三峽跑山疑閃車釀禍 , https://udn.com/news/story/7320/7167929?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:28:49 , udn , 21歲陳姓男子昨天下午開車行經新北市三峽區台7乙線，疑因車速過快在一個過彎處，閃避前方機車往右急打方向盤，導致人車打滑失... , https://udn.com/news/story/7320/7167929?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:29:10 , udn , 鍾南山：大陸約有12億人感染過新冠，目前保護力已減弱 , https://udn.com/news/story/7333/7167931?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:29:20 , udn , 大陸「五一」長假期間部分地區新冠疫情再起。中國工程院院士鍾南山指出，經檢測，大陸相當多人出現對應新冠病毒的抗體增高情況（... , https://udn.com/news/story/7333/7167931?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:29:41 , udn , 教頭看出他的揮棒有火氣 翔平的認知是分數是大谷掉的 , https://udn.com/news/story/6999/7167930?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:29:51 , udn , 天使隊今天以9：5擊敗金鶯隊，大谷翔平繳出打高投低的一天，那發致勝三分砲，總教練尼文（Phil Nevin）也看得出揮棒... , https://udn.com/news/story/6999/7167930?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:30:12 , udn , 中南部「空汙紅爆」 1地區所有群族減少外出 , https://udn.com/news/story/7266/7167921?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:30:23 , udn , 今天環境風場偏東風至東南風，西半部位於背風側，環保署表示，截至今早10時止，有1處空氣品質監測站亮「紅燈」、17處亮「橘... , https://udn.com/news/story/7266/7167921?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:30:43 , udn , 澎湖6連霸議長劉陳昭玲涉貪收押2個月 去函議會請辭議長 , https://udn.com/news/story/6656/7167920?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:30:54 , udn , 澎湖縣議會國民黨籍議長劉陳昭玲被控涉入縣府人事關說案，今年3月被收押迄今，她在本月9日被澎湖地院裁定延押2個月，目前未提... , https://udn.com/news/story/6656/7167920?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:31:14 , udn , 郭台銘放大絕也沒用？ 邱毅爆「侯友宜周三已備大型慶功宴」：被耍了 , https://udn.com/news/story/123307/7167826?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:31:25 , udn , 國民黨總統徵召人選明（17）日出爐，到底鴻海創辦人郭台銘跟新北市長侯友宜誰會出線？外界沸沸揚揚，但前立委邱毅認為，黨主席朱立倫早已定案，並爆料侯友宜陣營已在周三晚上準備了大型慶功宴，「郭台銘無力回天，印證這只是一場被耍弄的政治遊戲而已」。 , https://udn.com/news/story/123307/7167826?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:31:46 , udn , 群創買31元！他被套2年憂問「該換嗎？」 網籲：跌破這價就得跑 , https://udn.com/news/story/7253/7166474?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:31:56 , udn , TV面板在5月上旬報價持續上漲，3月上旬迄今漲幅已近二成。法人機構表示，維持友達（2409）、群創等供應鏈的「買進」評價。不過有網友哀嚎「群創買在31元，套兩年了，要換股嗎？」其他人則建議，若跌破24元「再不甘心也該走」，並提供他兩大解決方案。 , https://udn.com/news/story/7253/7166474?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:35:21 , udn , 影／游淑慧接受徵召 中山區對決王世堅 , https://udn.com/news/story/123475/7167909?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:36:36 , udn , 鄭明典：入梅似有若無 賈新興：５月底６月初有利梅雨鋒面建立 , https://udn.com/news/story/7266/7167959?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:36:47 , udn , 氣象局長鄭明典今天在臉書指出，現在是似有若無的「入梅」，今年遇到了統計上的梅雨異常年。 , https://udn.com/news/story/7266/7167959?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:37:07 , udn , NBA／與熱門新秀建立合作關係 柯瑞：見證他掌控自己未來 , https://udn.com/news/story/7002/7167946?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:37:18 , udn , 雖然選秀狀元呼聲已經遠不如超級長人文班亞馬（Victor Wembanyama），但韓德森（Scoot Henderson）仍被視為前3順位的熱門。此外，他的眼界顯然放得更遠，甚至搭上了NBA超級巨星 , https://udn.com/news/story/7002/7167946?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:37:38 , udn , 隔10多年懷二胎她深信是愛犬回來了！卻羞於告訴孩子身世：你是老媽之前養的狗… , https://udn.com/news/story/7470/7167927?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:37:49 , udn , 有一位媽麻在溝通結束後才突然問我，「我正在做試管嬰兒，牠，有可能回來嗎？」我有點訝異，這麼重要的問題，媽麻為何沒有列在題目裡，她說因為不知道這個問題可以問！但因為已經掛掉連線，為了不再打擾祂，只能跟媽麻說：「你就祝福祂吧，有緣還是可能再碰面。」 , https://udn.com/news/story/7470/7167927?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:38:10 , udn , 獲「蔬食界米其林」二星 光焙若蔬食指定新品85折優惠 , https://udn.com/news/story/7270/7167949?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:38:20 , udn , 路易莎董事長黃銘賢跨界投資的「SUN BERNO光焙若蔬食」，今年於有「蔬食界米其林」之稱的「綠．蔬食評鑑指南」，獲評為... , https://udn.com/news/story/7270/7167949?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:38:41 , udn , 雞塊、冰炫風買1送1！麥當勞「微牽絲起司排堡」回歸 , https://udn.com/news/story/7270/7167950?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:38:51 , udn , 繼2022首度登場後，麥當勞所推出的「微牽絲起司排雙牛堡」與「微牽絲起司排脆豬堡」，將於5月17日起至6月13日限期回歸... , https://udn.com/news/story/7270/7167950?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:39:12 , udn , 貴森森黑鮪魚大出價跌 屏東東港嘗鮮採買最對時 , https://udn.com/news/story/7266/7167948?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:39:22 , udn , 黑鮪魚產季已展開，進港拍賣數量居全國之冠的屏東東港漁港，捕獲量上周近攀升到單日百尾上下，魚貨拍賣場人聲鼎沸，4天前創下單... , https://udn.com/news/story/7266/7167948?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:44:19 , udn , 中常委挺郭台銘連署書曝光 17日提案非郭不可 , https://udn.com/news/story/123307/7167912?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:45:36 , udn , 假冒知名電商徵求接單員 台南2女子險遭詐騙 , https://udn.com/news/story/7321/7167984?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:45:47 , udn , 網路上出現假冒知名電商徵求接單員廣告，主打在家工作高時薪，但要求台南龔姓和呂姓女子，各先匯款24萬8千元到指定帳戶，才能... , https://udn.com/news/story/7321/7167984?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:46:07 , udn , 澳洲官方全力拚減碳 開發全新城市 , https://udn.com/news/story/6811/7167981?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:46:18 , udn , 雪梨市中心以西約56公里的郊區，正在開發一座全新城市，當局寄望能有助應付氣候變遷。 , https://udn.com/news/story/6811/7167981?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:46:39 , udn , 酒吧內強舔女服務生下體 還淫稱「我就用一下」遭判刑 , https://udn.com/news/story/7317/7167979?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:46:49 , udn , 鍾姓男子去年4月與朋友前往新竹市勝利路一間酒吧開包廂飲酒作樂，卻趁其他人都先行離開後，竟抓住入內的女服務生，試圖解開她的... , https://udn.com/news/story/7317/7167979?from=udn-ch1_breaknews-1-0-news
2023-05-16 11:47:10 , udn , 紐約滅鼠沙皇 年薪逾15萬美元 , https://udn.com/news/story/6813/7167977?from=udn-ch1_breaknews-1-0-news
