2023-04-15 00:54:02 , udn , 俄油包圍網破口？ 日、印兩面押寶背後都有中國因素 , https://udn.com/news/story/6809/7099342?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:13:15 , udn , 歐盟對兩岸不銹鋼管件反傾銷關稅 延長五年 , https://udn.com/news/story/7333/7099669?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:13:26 , udn , 外媒報導，歐盟執委會14日表示，將對來自中國大陸和台灣的不銹鋼管件的反傾銷關稅延長五年，並將其延長令擴至馬來西亞。歐盟執... , https://udn.com/news/story/7333/7099669?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:13:46 , udn , 被烏克蘭列入「戰爭資助商」 小米：從不支持戰爭 , https://udn.com/news/story/7333/7099661?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:13:57 , udn , 烏克蘭國家預防腐敗局當地時間13日發布公告，將小米公司列入所謂「國際戰爭贊助商」名單，進而施加制裁。對此，小米公司發言人... , https://udn.com/news/story/7333/7099661?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:15:14 , udn , 投資假交易詐騙猖獗 台南大橋派出所2銀行一天就阻百萬詐騙 , https://udn.com/news/story/7320/7099687?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:15:25 , udn , 網路詐騙橫行案例居高不下，台南永康警分局大橋派出所轄區兩家銀行行員幾乎同時發現民眾遭詐騙，機警通報警方擋下近百萬元流入詐... , https://udn.com/news/story/7320/7099687?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:15:45 , udn , 進口物價指數終結2年漲勢 主計總處：輸入性通膨降溫 , https://udn.com/news/story/7238/7099622?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:15:56 , udn , 餐飲、小吃店頻頻喊漲，讓民眾用餐、採買愈買愈心痛。不過主計總處指出，國際原物料價格逐漸回落，以新台幣計價的進口物價指數已... , https://udn.com/news/story/7238/7099622?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:18:17 , udn , 3架次共機越中線及我西南空域 無偵7連兩天現蹤 , https://udn.com/news/story/7331/7099691?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:18:28 , udn , 國防部今天發布最新台灣周邊海空域動態指出，從昨天上午6時至今天上午6時，偵獲共機8架次，其中逾越海峽中線及其延伸線進入西... , https://udn.com/news/story/7331/7099691?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:18:48 , udn , 春雨來了 賈新興：雨停後境外沙塵襲台 到這天才漸好轉 , https://udn.com/news/story/7266/7099692?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:18:59 , udn , 春雨來了，台灣整合防災工程技術顧問公司總監賈新興在臉書表示，一早就下雨，以台中以北為止，宜蘭、花蓮在背風面無降雨。 , https://udn.com/news/story/7266/7099692?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:20:20 , udn , 批李彥秀把選議員當選立委策略 游淑慧：「裝孝維」好錯愕 , https://udn.com/news/story/123307/7099680?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:21:14 , udn , NBA／巴特勒末節接管戰局 史特魯斯：合作過做聰明球員 , https://udn.com/news/story/7002/7099700?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:21:24 , udn , 東區附加賽最後一戰，熱火今天在主場迎戰公牛，在巴特勒（Jimmy Butler）、史特魯斯（Max Strus）各攻下3... , https://udn.com/news/story/7002/7099700?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:27:17 , udn , 愛情詐騙！包裹放美金寄台當生活費 婦險遭詐35萬警阻 , https://udn.com/news/story/7320/7099716?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:27:27 , udn , 新北市八里區張姓婦人，兩周前透過臉書認識一名自稱外國建商的男子，雙方互加LINE頻繁聊天，張婦墜入愛情陷阱。這月11日對... , https://udn.com/news/story/7320/7099716?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:27:48 , udn , 影／驚喜補捉阿里山小火車「櫻吹雪」盛況 攝影達人超震撼 , https://udn.com/news/story/7326/7099709?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:27:58 , udn , 阿里山國家森林遊樂區染井吉野櫻近日開始凋謝，漫天飛舞的「櫻吹雪」令人驚艷；阿里山攝影達人黃源明日前拍沼平線森鐵經過，恰巧... , https://udn.com/news/story/7326/7099709?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:28:19 , udn , 蔣萬安出席城市祈禱早餐會 同框宋逸民、宋達民 , https://udn.com/news/story/7323/7099710?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:28:29 , udn , 台北市長蔣萬安今天出席「2023台北城市祈禱早餐會」，多位教會領袖、牧者為他按手禱告，求神賜福台北市施政與市民有神的恩典... , https://udn.com/news/story/7323/7099710?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:28:50 , udn , 下周生肖運勢／狗有貴人  「兩生肖」超級旺！愛情、事業、財運都得意 , https://udn.com/news/story/7268/7099647?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:29:00 , udn , 命理專家曼樺老師分析，4/16-4/22各生肖運勢。上榜的會有誰呢？快點來看看。 , https://udn.com/news/story/7268/7099647?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:29:21 , udn , 大陸沙塵暴來襲 環保署曝空品惡化時間點 , https://udn.com/news/story/7266/7099705?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:29:31 , udn , 根據環保署空氣品質監測網，今天白天鋒面通過，竹苗以北位於迎風面且白天降雨機率大，中南部地區位於下風處，擴散條件差，汙染物... , https://udn.com/news/story/7266/7099705?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:30:53 , udn , 春雨來了！賈新興：雨停後境外沙塵襲台 到這天才漸好轉 , https://udn.com/news/story/7266/7099692?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:33:15 , udn , 考生注意！ 分發入學各系名額公告 這系採地理寫成物理 , https://udn.com/news/story/6885/7099739?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:33:26 , udn , 大學考試入學分發委員會公告「112學年度大學分發入學登記相關資訊」，內容包含各大學科系分發管道名額。又分發入學為今年最後... , https://udn.com/news/story/6885/7099739?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:33:46 , udn , 外食費衝13個月新高 業者漲價壓力大靠轉型求生 , https://udn.com/news/story/7238/7099682?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:33:57 , udn , 餐飲業還沒走出原物料高漲的陰影，4月又有電價調漲衝擊。不過除了成本高漲，學者提醒，民眾消費習慣已經改變，內需服務業轉型除... , https://udn.com/news/story/7238/7099682?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:34:17 , udn , 新營南瀛綠都心寵物運動公園啟用 黃偉哲帶狗同樂 , https://udn.com/news/story/7326/7099732?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:34:28 , udn , 台南市新營區「南瀛綠都心寵物運動公園」今天揭牌啟用。市長黃偉哲帶愛犬黑妞亮相，體驗闖關活動，期盼市民帶著寵物們來公園「一... , https://udn.com/news/story/7326/7099732?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:34:48 , udn , 新竹男點薯條大辣！他打開驚見「整包紅土」 傻眼 店家回應了 , https://udn.com/news/story/120911/7099637?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:34:59 , udn , 有一名男網友分享了近日的一件趣事，他最近到鹹酥雞店買了一份大辣的薯條，結果回家看快笑死，因為老闆不知道發生什麼事，給了他滿滿的辣粉，多到直接淹沒了整包薯條，網友看完也熱烈回應，不少人直呼原po根本「賺到了」。 , https://udn.com/news/story/120911/7099637?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:35:19 , udn , 一張圖看春雨來了 氣象局指愈晚愈涼、這些地區有雷雨 , https://udn.com/news/story/7266/7099723?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:35:30 , udn , 中央氣象局說，今天鋒面通過及東北季風增強，北部及東北部天氣轉涼；北部、東北部地區有短暫陣雨或雷雨，北部地區並有局部較大雨... , https://udn.com/news/story/7266/7099723?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:35:50 , udn , 屏東大鵬灣智能商店夯伴手禮 愛文芒果乾是人氣王 , https://udn.com/news/story/7327/7099724?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:36:01 , udn , 屏東大鵬灣國家風景區旅遊夯，過去常有遊客抱怨沒有販賣機，鵬管處今年1月與資策會合作，在遊客中心、濱灣碼頭、鵬村濕地及東琉... , https://udn.com/news/story/7327/7099724?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:36:17 , udn , 展望大陸4月車市 陸專家：將是驚人高增長 , https://udn.com/news/story/7333/7099740?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:36:21 , udn , 竹縣今年已三起貓頭鷹幼鳥落巢通報 提醒民眾記落巢點 , https://udn.com/news/story/7470/7099717?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:36:27 , udn , 大陸乘用車聯席會秘書長崔東樹14日在其微信公眾號發文稱，受到去年低基數的推動，3月中國大陸汽車市場的商用車恢復較強，乘用... , https://udn.com/news/story/7333/7099740?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:36:32 , udn , 新竹縣芎林鎮民眾本月10日在轎車旁發現落單的領角鴞(俗稱貓頭鷹)，經電話與新竹縣政府農業處聯繫後，縣府立即派野生動物救傷... , https://udn.com/news/story/7470/7099717?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:36:48 , udn , 最美山林燈節被世界看到 台南龍崎空山祭奪iF設計獎 , https://udn.com/news/story/7326/7099743?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:36:53 , udn , 偏鄉23人小校 營養午餐竟是圓山飯店等級 , https://udn.com/news/story/6885/7098943?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:36:58 , udn , 擁有設計界奧斯卡獎之稱的德國iF設計獎（iF Design Award），2023得獎名單揭曉，台南市政府文化局於龍崎區... , https://udn.com/news/story/7326/7099743?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:37:03 , udn , 幼兒園及學校營養午餐的品質是許多家長關心的事，近年物價上漲，學校午餐補助、廚工薪資等議題都引起關切，有的小校雖位置偏遠，... , https://udn.com/news/story/6885/7098943?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:39:14 , udn , 郭崇倫會客室EP103｜馬英九前總統訪陸祭祖行 2024將是和平與戰爭的選擇 , https://udn.com/news/story/6656/7099751?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:39:25 , udn , 前總統馬英九造訪中國大陸，受到各界高度關注。馬英九此次大陸行，以祭祖掃墓、參訪抗戰遺跡與推動兩岸青年交流為主題。本集郭崇倫會客室邀請馬英九基金會執行長蕭旭岑，來談馬總統訪陸之行的所見所思，以及對各項議題的立場與說明。 , https://udn.com/news/story/6656/7099751?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:39:57 , udn , NBA／巴特勒末節接管戰局 史特魯斯：合作過最聰明球員 , https://udn.com/news/story/7002/7099700?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:48:14 , udn , 陳時中畫作丟地上？何志偉反嗆「立院調查早還我清白」 , https://udn.com/news/story/123307/7099771?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:48:24 , udn , 民進黨台北市第二選區(大同、南士林)立委初選，現任立委何志偉與台北市議員王世堅砲火猛烈，王更為網路謠言哏圖憤而提告。何志... , https://udn.com/news/story/123307/7099771?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:48:45 , udn , 行走三重車路頭街涵洞險象還生 後天起封閉施工增設 , https://udn.com/news/story/7323/7099768?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:48:55 , udn , 新北三重車路頭街涵洞為穿越國道一號要道，但洞內無人行道，民眾穿越險象還生，經市府會勘後決定增設。新北工務局指出，工程從4... , https://udn.com/news/story/7323/7099768?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:49:16 , udn , NBA／年度獎項決選名單出爐 約柯奇挑戰MVP三連霸偉業 , https://udn.com/news/story/7002/7099672?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:49:26 , udn , NBA官方於今日公布2022-23年賽季的年度獎項決選名單，連兩季摘下MVP殊榮的約柯奇（Nikola Jokic）將挑戰成為繼名人堂球星「大鳥」柏德（Larry Bird）後，首位達成MVP三連霸的 , https://udn.com/news/story/7002/7099672?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:49:47 , udn , 與人夫生3子女遭求償百萬 小三辯元配曾扮柯南早知情 , https://udn.com/news/story/7321/7099752?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:49:57 , udn , 桃園一名已婚男子出軌養小三，還與小三生下3名子女，遭妻興訟求償百萬，但他不服，辯稱自己曾帶小三子女回家掃墓，還介紹給與妻... , https://udn.com/news/story/7321/7099752?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:50:48 , udn , 影／日相岸田文雄助選驚傳爆炸聲！警方壓制1男 , https://udn.com/news/story/6809/7099749?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:50:59 , udn , 日本首相岸田文雄15日前往和歌山市助選，上午11時半左右，岸田視察完齋崎漁港並準備發表談話前，現場傳出爆炸聲。NHK報導... , https://udn.com/news/story/6809/7099749?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:51:15 , udn , 新北河濱公園7野狗圍咬 慢跑婦人小腿濺血 , https://udn.com/news/story/7320/7099788?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:51:19 , udn , 展望大陸4月車市 陸專家：將有驚人高增長 , https://udn.com/news/story/7333/7099740?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:51:25 , udn , 新北市河濱公園經常可見流浪狗群聚，路過單車騎士或路人多少遇到野狗狂吠作勢攻擊，日前一名婦人在福和橋附近慢跑時，就慘遭約7... , https://udn.com/news/story/7320/7099788?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:52:20 , udn , 考生注意！分發入學各系名額公告 這系採地理誤植物理 , https://udn.com/news/story/6925/7099739?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:54:16 , udn , 大陸五一假期車票開賣　復甦趨勢明顯熱門城市一票難求 , https://udn.com/news/story/7332/7099793?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:54:23 , udn , 一張圖看春雨來了、愈晚愈涼 氣象局：下周四全台可望都下雨 , https://udn.com/news/story/7266/7099723?from=udn-ch1_breaknews-1-0-news
2023-04-15 11:54:26 , udn , ４月過了一半，中國大陸「五一」小長假越來越近，而今日起，大陸旅客已可開始購買4月29日的火車票。五一火車票正式開搶。由於... , https://udn.com/news/story/7332/7099793?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:03:03 , udn , 會前日相郭台銘再發文：將用行動表達「化解美中對抗」 , https://udn.com/news/story/6656/7099821?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:03:14 , udn , 表態爭取國民黨總統參選人提名的鴻海創辦人郭台銘正在訪日，今郭台銘在臉書發文表示，與日本前首相、自民黨副總裁麻生太郎會面時... , https://udn.com/news/story/6656/7099821?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:03:34 , udn , 中職／全場瘋狂！李多慧應援「萬佛朝宗照」曝光  網驚：還以為大谷來了 , https://udn.com/news/story/7001/7099722?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:03:45 , udn , 南韓啦啦隊女神李多慧加入樂天女孩，昨天(14日)晚上在對上味全龍隊的比賽「初次登板」，引起球迷暴動，強大的舞台魅力也讓鄉民大誇「強一個檔次」，粉專「DJ金寶」也貼出了李多慧當時應援的三壘側觀眾席照片，人山人海的球迷緊握著手機，全都為了李多慧，畫面相當壯觀，讓網友也笑稱「還以為是大谷來投球了」。 , https://udn.com/news/story/7001/7099722?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:04:05 , udn , 宜蘭南方澳第一鮪！ 拍賣總價224萬元近年最高 , https://udn.com/news/story/7328/7099813?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:04:15 , udn , 近10年最重的320公斤南方澳第一鮪今天上午9時拍賣，由台北的壽司店三多屋拍下，每公斤7000元，總價224萬元是近年最... , https://udn.com/news/story/7328/7099813?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:04:36 , udn , 對手不只王世堅 何志偉喊「被一坨人圍毆」 , https://udn.com/news/story/6656/7099815?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:04:46 , udn , 民進黨台北市第二選區大同、南士林立委初選，現任立委何志偉與台北市議員王世堅「堅偉大戰」砲火猛烈，王更為網路謠言哏圖憤而提... , https://udn.com/news/story/6656/7099815?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:05:07 , udn , 收汽車燃料費逾期未繳簡訊 高雄婦刷卡急繳遭坑1倍錢 , https://udn.com/news/story/7321/7099814?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:05:17 , udn , 報稅季，小心有詐！高雄李姓婦人日前收到汽車燃料費5700元逾期未繳簡訊，因生怕遭罰，點開簡訊連結網站，刷卡繳費後，見網頁... , https://udn.com/news/story/7321/7099814?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:05:38 , udn , 他吃台中吃名燒肉店亮開山刀 嚇壞民眾辯稱要做園藝 , https://udn.com/news/story/7320/7099809?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:05:48 , udn , 李姓男子到台中某知名連鎖燒肉店用餐，卻無故攜帶1把超過30公分長的開山刀，除刀柄露出隨身背包，還將刀子刻意放在餐桌上嚇壞... , https://udn.com/news/story/7320/7099809?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:06:03 , udn , 安坑輕軌機櫃日前冒煙 新北捷公司公布處理異常SOP , https://udn.com/news/story/7323/7099834?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:06:09 , udn , NBA／女兒缺席公牛32罰28中 德羅展談網路威脅直言難過 , https://udn.com/news/story/7002/7099810?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:06:14 , udn , 五泰輕軌可行性研究昨獲行政院核定，新北市的三環六線持續更新進度中。不過，上個月正式營運的安坑輕軌卻在日前發生機櫃冒煙意外... , https://udn.com/news/story/7323/7099834?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:06:20 , udn , 公牛今天在與熱火的附加賽中，最終以11分差距輸球無緣季後賽，而本場比賽公牛以拿下26分、9助攻的德羅展（DeMar De... , https://udn.com/news/story/7002/7099810?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:06:34 , udn , 白沙屯媽擁有最多專屬歌曲 新歌粉紅超跑點閱逾110萬次 , https://udn.com/news/story/7327/7099825?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:06:40 , udn , 房產E點靈／中和買房選哪區？推薦首購族「新北小內科」 新舊案CP皆高 , https://udn.com/news/story/7266/7099811?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:06:45 , udn , 白沙屯媽祖往北港進香活動今年吸引11萬3000多人參加，再次刷新紀錄，由歌手林姍主唱的「粉紅超跑」白沙屯媽祖進香新歌，短... , https://udn.com/news/story/7327/7099825?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:06:51 , udn , 不論首購族或是換屋族，都會考慮該買哪個好地段。新北市中和區生活機能強、交通便利，近年多推兩房型小物件，但在地房仲觀察，已有建商開始推小三房甚至四房，原因是購屋族群交替，且家中若有兩個小孩，就會加速換屋周期。在地房仲推薦首購族可以選擇這個區域，不僅擁高CP值新建案、中古大樓價格也相當親民，甚至還有「新北小內科」，前景可期。至於換屋族，則可以依照是否有自用車或是需要搭捷運的需求，來選擇要買哪一區。 , https://udn.com/news/story/7266/7099811?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:07:05 , udn , 會前日相麻生太郎！郭台銘再發文：將用行動表達「化解美中對抗」 , https://udn.com/news/story/123307/7099821?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:07:11 , udn , 天降甘霖石門水庫緊急人工增雨 估可有近百毫米降雨量 , https://udn.com/news/story/7324/7099805?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:07:22 , udn , 今上午桃園各地有雨，截至上午10時許，石門水庫蓄水量為8363萬噸，蓄水率40.75%，水位227.61公尺。今上午石門... , https://udn.com/news/story/7324/7099805?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:07:42 , udn , 「堅偉之爭」傳圖卡造謠 洪健益嗆：何委員別再操作 , https://udn.com/news/story/123307/7099804?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:07:53 , udn , 民進黨初選開跑，外界認為士林、大同區立委何志偉與議員王世堅的競爭激烈，不亞於松信區「芯費大戰」，甚至還有各種造謠圖卡，讓... , https://udn.com/news/story/123307/7099804?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:08:13 , udn , 國際級音樂家殷巴爾與齊柏絲坦來了 今晚登新竹演藝廳 , https://udn.com/news/story/7324/7099800?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:08:24 , udn , 台北市立交響樂團（Taipei Symphony Orchestra）2023年大師系列《殷巴爾與齊柏絲坦》將於今天（1... , https://udn.com/news/story/7324/7099800?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:08:44 , udn , 彰化路口「堆滿雞蛋籃」遭疑囤蛋！ 老闆委屈揭真相 , https://udn.com/news/story/7325/7099653?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:08:55 , udn , 為因應國內缺蛋問題，農委會開放進口蛋在各大超市量販便利商店通路販售，也讓蛋價慢慢下降。一名網友13日發現彰化一家蛋品專賣店門口推滿了好幾籃雞蛋，Po上網後，引起網友質疑老闆囤蛋... , https://udn.com/news/story/7325/7099653?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:09:13 , udn , 首購天堂曝！這裡5成青年首次買房就是40坪以上 , https://udn.com/news/story/7241/7099836?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:09:15 , udn , 大陸「五一」假期車票開賣　復甦趨勢明顯熱門城市一票難求 , https://udn.com/news/story/7332/7099793?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:09:24 , udn , 一般認為，年輕人資金有限，第一次購屋以30坪以內小宅居多，但根據桃園市桃園地政事務所統計，過去3年，35歳以下青年首購族... , https://udn.com/news/story/7241/7099836?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:11:16 , udn , 中職／全場瘋狂！李多慧應援「萬佛朝宗」  網：以為大谷來了 , https://udn.com/news/story/7001/7099722?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:15:16 , udn , 陸房市小陽春 3月房價上漲城市創4年最高峰 , https://udn.com/news/story/7333/7099843?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:15:26 , udn , 大陸房市出現小陽春，3月房價按月上漲城市數量創近4年來的最高峰。大陸國家統計局15日公佈2023年3月商品住宅銷售價格變... , https://udn.com/news/story/7333/7099843?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:15:47 , udn , 春天沙塵天氣頻繁 中國中央氣象台：近10年最多 , https://udn.com/news/story/7331/7099781?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:15:57 , udn , 中國今年沙塵天氣頻繁，中國中央氣象台14日表示，今年以來共出現8次沙塵天氣過程，為近10年來最多，且今年最強的2次沙塵過... , https://udn.com/news/story/7331/7099781?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:16:18 , udn , 朱立倫：會和郭台銘保持聯繫  盼能與柯文哲團結 , https://udn.com/news/story/6656/7099816?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:16:28 , udn , 國民黨總統人選尚未出爐，爭取提名的鴻海創辦人郭台銘今天將從日本返台，黨主席朱立倫說，會持續與郭台銘保持聯繫，目標就是團結... , https://udn.com/news/story/6656/7099816?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:27:15 , udn , 綜合調度所人員被爆上班喝酒 台鐵局擬酒測全程錄影 , https://udn.com/news/story/7266/7099873?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:27:26 , udn , 有民眾爆料，負責台鐵行車調度的綜合調度所陳姓主任，上班時間和領班、調度員喝酒，更選擇性挑選人員酒測，脫序行為嚴重影響行車... , https://udn.com/news/story/7266/7099873?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:27:46 , udn , 日本咖哩反攻印度 當地人為何愛上CoCo壹番屋？ , https://udn.com/news/story/6812/7098141?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:27:57 , udn , 雖說日本的CoCo壹番屋是全球規模最大咖哩專賣連鎖店，版圖擴大至咖哩發祥地印度，還是得到「有勇氣」的嘉許眼神。兩年多過去，這間日式咖哩店摸透印度人的喜好，也在印度開展第二號店。 , https://udn.com/news/story/6812/7098141?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:28:17 , udn , 林右昌參加全國新住民嘉年華 潮境公園3千人享異國美食 , https://udn.com/news/story/7328/7099864?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:28:28 , udn , 全國新住民健走暨嘉年華會今天上午在基隆潮境公園舉行，內政部長林右昌也到場，雖然下著小雨但民眾熱情不減，吸引3千民眾參與，... , https://udn.com/news/story/7328/7099864?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:28:48 , udn , 台南楠西桐花盛開、螢光點點 在地達人帶路嘗祕境美食 , https://udn.com/news/story/7326/7099866?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:28:59 , udn , 台南市楠西區迎來油桐花季，梅嶺大湖桶桐花步道已花開遍遍，白色花朵飄落猶如白雪，非常浪漫，接著4月29日即將迎來梅嶺賞螢季... , https://udn.com/news/story/7326/7099866?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:29:19 , udn , 路不平危及捷運橋梁墩柱？北巿議員：民眾憂變成雲霄飛車 , https://udn.com/news/story/7323/7099865?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:29:30 , udn , 台北市「路平」遭議。位於北市內湖路一段靠近港墘捷運站的路段，路面高低起伏幾十公分，民眾形容經過時猶如「越野障礙賽」，險象... , https://udn.com/news/story/7323/7099865?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:29:50 , udn , 針對洪健益成衣背景？許淑華將與黃捷合體逛五分埔 , https://udn.com/news/story/123307/7099860?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:30:01 , udn , 台北市議員許淑華今天將與高雄市議員黃捷合體逛五分埔購物，盼振興地方經濟與拉抬初選聲勢，不過外界認為許要挑戰也是成衣背景的... , https://udn.com/news/story/123307/7099860?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:30:21 , udn , NBA／豪言將湖人踢出季後賽 貝佛利提前出局反被嘲諷 , https://udn.com/news/story/7002/7099848?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:30:32 , udn , 力爭上游的公牛雖然附加賽首戰扳倒了暴龍，但面對熱火卻是在最後3分多鐘攻守全面潰堤，被對手完全碾壓，毫無爭扎地倒在季後賽門前，三劍客組合留下無限遺憾。

而當初重返故鄉風城展現豪氣干雲氣勢的貝佛利（ , https://udn.com/news/story/7002/7099848?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:30:52 , udn , 火鍋「常見1配料」成份差很大！營養師曝：吃多不利鈣質吸收 , https://udn.com/news/story/7266/7099808?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:31:03 , udn , 喜歡吃火鍋的人很多，因為方便又好吃，也是減肥中的好選擇。不過要怎麼選擇營養的配料是一大重點，營養師程涵宇提醒大家，火鍋常見的配料「蟹味棒」完全沒有蟹肉，營養價值差很多，製作中還會加入磷酸鹽類的結著劑，攝取過量恐不利鈣質吸收。 , https://udn.com/news/story/7266/7099808?from=udn-ch1_breaknews-1-0-news
2023-04-15 12:31:23 , udn , 金門大橋附掛陸域自來水管線將封路施工 預計年底完工 , https://udn.com/news/story/7327/7099854?from=udn-ch1_breaknews-1-0-news
