2023-03-27 00:05:49 , udn , 路跑／紐崔萊日月潭環湖賽 3000跑者浪漫起跑 , https://udn.com/news/story/7879/7058351?from=udn-ch1_breaknews-1-0-news
2023-03-27 10:57:42 , udn , 睽違Fine Dining餐飲市場兩年、大家喚他「阿浪」的前RAW主廚黃以倫（Alain Huang），今年夏天將以全新... , https://udn.com/news/story/7270/7058694?from=udn-ch1_breaknews-1-0-news
2023-03-27 10:58:06 , udn , 董娘申報轉讓3,463張持股 美食-KY重挫跌停 , https://udn.com/news/story/7252/7058661?from=udn-ch1_breaknews-1-0-news
2023-03-27 10:58:16 , udn , 美食-KY（2723）董事長吳政學配偶申報將以鉅額逐筆方式將手中持有的3,463張股票轉讓出去，今（27）日股價重挫，早... , https://udn.com/news/story/7252/7058661?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:01:05 , udn , 影／最感人風景！上楓國小棒球隊學生扶駝背婦過馬路 網讚好樣 , https://udn.com/news/story/7325/7058685?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:02:58 , udn , 假投資詐騙猖獗 林右昌：投資廣告實名制，社群平台負起企業責任 , https://udn.com/news/story/6656/7058723?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:03:09 , udn , 內政部長林右昌表示，要解決投資型詐騙，最重要是做前端管理，到末端發生後，民眾已點選受騙，警政單位在後端永遠追不完。投資廣... , https://udn.com/news/story/6656/7058723?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:03:29 , udn , 缺蛋可改吃這個「比雞蛋更優的蛋白質」 台南新市農會力推 , https://udn.com/news/story/7326/7058712?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:03:39 , udn , 台灣缺蛋荒難解、蛋價飆漲，許多民眾要每天吃蛋補充蛋白質，台南新市農會看到商機，今天打出文宣強調補充蛋白質不是「非蛋不可」... , https://udn.com/news/story/7326/7058712?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:04:00 , udn , 兒子的老師急借200萬周轉 豐原警與銀行及時阻詐 , https://udn.com/news/story/7320/7058714?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:04:10 , udn , 台中市一名婦人接到電話，對方謊稱是她兒子的研究所老師要急借200萬元周轉，婦人想幫這名老師度難關，未查證就去銀行要匯款，... , https://udn.com/news/story/7320/7058714?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:04:31 , udn , 配合6000元政策 北市消費200元就可抽百萬現金、汽車 , https://udn.com/news/story/7266/7058710?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:04:41 , udn , 配合中央6000元普發現金，台北市政府推出振興計畫，產業發展局長陳俊安表示，民眾只要於北市店家單筆消費滿200元，憑今年... , https://udn.com/news/story/7266/7058710?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:08:58 , udn , 烏克蘭籲安理會召開緊急會議 對抗俄羅斯核訛詐 , https://udn.com/news/story/122663/7058668?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:09:09 , udn , 俄羅斯總統普亭宣布將在白俄羅斯部署戰術核武後，烏克蘭今天表示，正在尋求聯合國安全理事會召開緊急會議，以對抗俄羅斯的「核訛... , https://udn.com/news/story/122663/7058668?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:09:29 , udn , 台灣尾清明連假活動多 屏東警啟動跨局處聯合稽查 , https://udn.com/news/story/7320/7058739?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:09:40 , udn , 清明連假自本周六開始，各地將湧現返鄉祭祖、出遊觀光人潮，屏東在5天連假首日舉辦「大鵬灣帆船生活節」和「台灣祭」音樂祭，警... , https://udn.com/news/story/7320/7058739?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:10:00 , udn , 馬士基執行長：消費者驚魂未定 大陸經濟反彈不如預期 , https://udn.com/news/story/6811/7058738?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:10:06 , udn , 睿生光電上市蜜月夯、盤中大漲逾八成 中籤最高賺5.9萬 , https://udn.com/news/story/7254/7058682?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:10:11 , udn , 全球第二大貨櫃海運集團馬士基（AP Møller-Maersk ）新任執行長柯文勝（Vincent Clerc）指出，中... , https://udn.com/news/story/6811/7058738?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:10:16 , udn , 睿生光電（6861）今(27)日掛牌上市，每股承銷價70元，早盤以120元開出，上漲50元，漲幅71.42%，盤中一度拉... , https://udn.com/news/story/7254/7058682?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:10:31 , udn , 疑因玩手機太久被斥責…新北資優男童墜樓亡 家屬悲痛癱軟在地 , https://udn.com/news/story/7320/7058736?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:10:41 , udn , 新北市泰山區今天清晨驚傳小六男學童墜樓身亡，初步了解，疑因上學途中被媽媽指責花太多時間玩手機，孩子等媽媽離開去上班，折返... , https://udn.com/news/story/7320/7058736?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:11:58 , udn , 搜索律師事務所扣押證物是否違憲？ 憲法法庭今行言詞辯論 , https://udn.com/news/story/7321/7058745?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:12:09 , udn , 理律律師事務所12年前被檢調搜索、扣押文件和電子郵件，認為刑事訴訟法有關搜索、扣押規定有違憲之虞，聲請釋憲，憲法法庭今行... , https://udn.com/news/story/7321/7058745?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:14:35 , udn , 老闆不愛 美大城市遠距工作仍增加 未來變化要看這件事 , https://udn.com/news/story/6811/7058692?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:14:45 , udn , 儘管企業高層主管努力想叫員工回辦公室上班，但在美國一些大城市，遠距工作的職缺增加。至於老闆有沒有能力逆轉此一趨勢，就看未... , https://udn.com/news/story/6811/7058692?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:14:58 , udn , 狒狒最新行蹤曝光！ 一早出現台鐵富岡機廠 抓狒空拍追捕中 , https://udn.com/news/story/7324/7058748?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:15:09 , udn , 桃園狒狒南桃園奔逃，至今還在楊梅地區逃竄，今天早上9時，民眾發現狒狒出沒在台鐵富岡機廠附近，甚至在機廠內房舍奔逃，網友貼... , https://udn.com/news/story/7324/7058748?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:15:29 , udn , 行人地獄標籤難甩 民眾黨籲盡速修法、落實人本交通 , https://udn.com/news/story/6656/7058746?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:15:40 , udn , 民眾黨立法院黨團上午舉行記者會，要求政府參考台北市前市長柯文哲任內綠色人行道經驗，加強用路人道安教育，交通部儘速提出交通... , https://udn.com/news/story/6656/7058746?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:17:58 , udn , 大陸降準1碼今生效 同步加碼人民幣2,550億元逆回購 , https://udn.com/news/story/7333/7058763?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:18:08 , udn , 中國人民銀行（大陸央行）本月中旬突襲式宣布降準1碼，預計釋放中長期資金人民幣6,000億元（約合新台幣2,65兆元），政... , https://udn.com/news/story/7333/7058763?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:18:29 , udn , 影／國小棒球隊扶駝背婦過馬路影片 柯文哲：很棒 繼續心存善念 , https://udn.com/news/story/7325/7058762?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:18:39 , udn , 台中市大雅區上楓國小棒球隊學生日前看到一名嚴重駝背婦人要過馬路，一名棒球隊學生扶著她慢慢走，兩側來往轎車看到此景，立即停... , https://udn.com/news/story/7325/7058762?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:19:00 , udn , NBA／貝佛利正面嘲諷詹皇 「捏鼻子」笑湖人打得很臭  , https://udn.com/news/story/7002/7058713?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:19:10 , udn , 公牛隊貝佛利（Patrick Beverley）先前聲稱要將老東家湖人逐出季後賽行列，今天兩隊在洛杉磯迎來正面對決，詹姆斯（LeBron James）也復出迎敵。結果貝佛利真的毫不留情，在比賽中瘋狂嘲 , https://udn.com/news/story/7002/7058713?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:19:31 , udn , 疫情下3成藝文工作者收入暴跌一半 藝創工會提3大訴求 , https://udn.com/news/story/6885/7058760?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:19:41 , udn , 疫情3年對藝術產業造成巨大衝擊。台北市藝術創作者職業工會今天上午發布「2023藝術工作者勞動調查」，發現6成藝術工作者因... , https://udn.com/news/story/6885/7058760?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:20:02 , udn , 新購武器無法與現有系統整合？ 國防部駁斥 , https://udn.com/news/story/10930/7058744?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:20:12 , udn , 媒體報導台灣向美採購海馬斯多管火箭系統（HIMARS）及岸置魚叉飛彈（RGM-84L-U），無法與國軍指管系統整合，國防... , https://udn.com/news/story/10930/7058744?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:20:33 , udn , 蔣萬安食安新政 商圈夜市推認證標章 永康新北投先上路 , https://udn.com/news/story/7323/7058749?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:20:43 , udn , 台北市長蔣萬安上任滿三個月，為讓年輕人在台北市安心生養，衛生局今天宣布北市食品安全新政策，今年上半年推動月子餐業者食安分... , https://udn.com/news/story/7323/7058749?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:23:59 , udn , 安倍晉三影像展 蔡英文總統：感念對台灣支持 , https://udn.com/news/story/6656/7058780?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:24:10 , udn , 遭槍擊身亡的日本前首相安倍晉三逝世近一年，國策研究會收集日本產經新聞記者拍攝照片以及安倍晉三生前生活記錄，舉行安倍晉三紀... , https://udn.com/news/story/6656/7058780?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:24:30 , udn , 國道10號垃圾車和3車連環撞 暫時封閉西向仁武至鼎金系統主線 , https://udn.com/news/story/7320/7058779?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:24:40 , udn , 高速公路局說，上午10時18分國道10號西向2.9K路段，因發生垃圾車跟3輛小客車追撞事故，暫時管制封閉西向仁武至鼎金系... , https://udn.com/news/story/7320/7058779?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:25:32 , udn , 存股是需要規劃的！ 專家提「六個面向」：用身心健康判斷消費的必要性 , https://udn.com/news/story/123006/7058628?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:25:42 , udn , 來跟大家談談關於如何存股（存錢）大方向的思考，不談技術面，只談我心裡的感想，希望可以跟大家交流分享。 , https://udn.com/news/story/123006/7058628?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:26:57 , udn , 威權象徵清除不力挨批「促轉工程消失9個月」 林右昌坦言要再努力 , https://udn.com/news/story/6656/7058612?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:27:08 , udn , 促轉會去年5月解散，相關業務交由六大部會承接，其中「威權象徵清除」由內政部負責。民進黨立委賴品妤月初在立法院內政委員會質詢時指出，內政部承接業務9個月以來從未公布處理進度，堪稱是「促轉工程消失的9個月」，內政部數日後終於在官網公布處置情形。 , https://udn.com/news/story/6656/7058612?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:27:28 , udn , 非典型教授陳俊太 把脫口秀、腹語、魔術搬進化學課 , https://udn.com/news/story/7314/7057536?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:27:39 , udn , 「把水倒進杯子，再跟它說交大交大我愛你，這時候水不見了！神奇的時刻，有想鼓掌了是不是？」台下學生掌聲四起，高分子奈米材料下學期的第一堂課，陽明交大理學院副院長陳俊太就在課堂上變了個魔術。自稱阿太老師的陳俊太，專長是高分子領域，但他斜槓自學的才藝簡直可以當藝人了，魔術、吉他自彈自唱、嘻哈、腹語，以及脫口秀都有登台表演的水準，去年更參加國內最大脫口秀競賽「卡米地站立喜劇爭霸賽」海選，一路打進最後八強決賽，是唯一以大學教授身份報名的參賽者。 , https://udn.com/news/story/7314/7057536?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:27:59 , udn , 一語成讖！父揚言中獎後女兒不會笑 離奇意外亡後彩券中3億  , https://udn.com/news/story/6810/7058648?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:28:10 , udn , 不少人都想中頭獎，但命運總是殘酷。一名英國蘇格蘭的老人家定期購買彩券，但去年1月突然離奇意外身亡，其女兒傷心欲絕，但隨後發現亡父生前購買郵編彩券（Postcode Lottery），結果中了790萬英鎊（約新台幣3.01億元）大獎，女兒回想前年聖誕節取笑父親收到來自郵編彩票的賀卡，當時父親「神預言」… , https://udn.com/news/story/6810/7058648?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:35:58 , udn , 集體虐童？桃園驚傳托嬰中心不當對待 家長民代開記者會控訴 , https://udn.com/news/story/7320/7058809?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:36:09 , udn , 桃園市近日某私立托嬰中心傳出疑似虐童事件，從爆料者的影像中發現有托育人員抓著幼童的頭朝櫃子猛撞的情形，今日有3位家長與民... , https://udn.com/news/story/7320/7058809?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:36:29 , udn , 金宇彬現身演繹毫不費力的帥氣  網「人間白馬王子不就如此了嗎？」 , https://udn.com/news/story/7270/7058804?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:36:40 , udn , 好久不見的男神金宇彬日前現身時裝品牌Ralph Lauren於南韓舉辦的春夏新品活動，身穿白色亞麻材質西裝的他，展現了何謂「毫不費力的帥氣」，舉手投足滿是優雅格調，讓網友看了也說「人間白馬王子不就如此了嗎？」。同場的還有品牌大使Krystal鄭秀晶以率性造型出席、「女神降臨」黃寅燁、「黑暗榮耀」辛叡恩等人，都是以輕鬆方式呈現日常奢華穿搭。 , https://udn.com/news/story/7270/7058804?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:37:00 , udn , 悲歌！南投高齡母顧身心障兒陳屍家中 死因待驗 , https://udn.com/news/story/7320/7058799?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:37:11 , udn , 南投埔里85歲高姓婦人長年照護患有身心障礙的58歲吳姓兒子，前天（25日）兩人被發現雙雙陳屍住處，且遺體腫脹腐爛，明顯已... , https://udn.com/news/story/7320/7058799?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:38:59 , udn , 范雲：馬英九心中若有中華民國 請不要做大陸統戰樣板 , https://udn.com/news/story/6656/7058814?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:39:10 , udn , 前總統馬英九將赴陸祭祖，民進黨立委范雲表示，宏都拉斯中止與我國82年外交關係，作為享受台灣老百姓納稅錢給付各種卸任禮遇的... , https://udn.com/news/story/6656/7058814?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:39:30 , udn , 你也會嗎？7500人一看到這電腦桌布「就有反應」 網喊：像在上班好想吐 , https://udn.com/news/story/7088/7058795?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:39:41 , udn , 一到周一上班日是否心情鬱悶了起來，或是看到某種東西會有「上班的感覺」呢？一名網友貼出一張圖像，引起至少7500人按讚，並讓不少上班族網友崩潰，直呼「好像在工作了」。 , https://udn.com/news/story/7088/7058795?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:40:01 , udn , 義大利總理訪烏克蘭  親俄羅斯駭客組織展開報復 , https://udn.com/news/story/6809/7058725?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:40:12 , udn , 義大利總理梅洛尼日前訪烏克蘭後，親俄國駭客組織「無名之輩」（no name）開始攻擊義國政府及銀行網站，昨天也將目標瞄準... , https://udn.com/news/story/6809/7058725?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:41:35 , udn , 影／國小棒球隊扶駝背婦過馬路 柯文哲：很棒 繼續心存善念 , https://udn.com/news/story/7325/7058762?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:41:59 , udn , 影／蔡英文執政與9國家斷交 朱立倫批喪失中華民國的尊嚴 , https://udn.com/news/story/6656/7058822?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:42:10 , udn , 國民黨主席朱立倫上午出席國民黨第二屆青年事務委員會新任委員公布記者會，談到我國與宏都拉斯斷交一事，朱立倫批評蔡政府執政這... , https://udn.com/news/story/6656/7058822?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:43:37 , udn , 蔣萬安食安新政！商圈夜市推認證標章 永康、新北投先上路 , https://udn.com/news/story/7323/7058749?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:44:08 , udn , 狒狒最新行蹤曝光！一早出現台鐵富岡機廠 抓狒空拍追捕中 , https://udn.com/news/story/123439/7058748?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:45:00 , udn , NBA／生涯第2次替補登場 詹皇終結連續先發紀錄 , https://udn.com/news/story/7002/7058808?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:45:02 , udn , 悲歌！南投高齡母顧身心障礙兒 雙雙陳屍家中 , https://udn.com/news/story/7320/7058799?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:45:11 , udn , 因右腳傷勢缺席13場比賽的詹姆斯（LeBron James），在今天突然以替補身份重回賽場。雖然他上場29分32秒，拿下19分8籃板3助攻，不過湖人面對公牛的強勢進攻卻是難以抵擋，第四節一度輸到21分 , https://udn.com/news/story/7002/7058808?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:47:33 , udn , 集體虐童？桃園驚傳托嬰中心不當對待 家長民代控訴開罰過輕 , https://udn.com/news/story/7320/7058809?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:47:59 , udn , MLB／張育成熱身賽苦坐整場板凳 美媒也深感疑惑 , https://udn.com/news/story/6999/7058821?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:48:10 , udn , 張育成打完經典賽後因簽證問題，直到23日才搭機赴美國向紅襪隊報到，本來有機會在今天對雙城隊的熱身賽上場，卻苦坐整場板凳，讓美媒也感到疑惑。

紅襪開幕戰前只剩2場熱身賽，對手皆為勇士隊。據《Mas , https://udn.com/news/story/6999/7058821?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:51:00 , udn , 重機操作技能檢定風險高 勞動部有請AI幫忙 , https://udn.com/news/story/7269/7058851?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:51:10 , udn , 勞動部配合國家科技產業發展及因應AI運用趨勢，且有鑑於起重機、重機械操作職類係高度風險職類，推動技能檢定術科採擬真系統測... , https://udn.com/news/story/7269/7058851?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:51:31 , udn , 王英郎傳坐鎮亞利桑那州廠 台積電：以公告為主 , https://udn.com/news/story/7240/7058775?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:51:41 , udn , 台積電美國亞利桑那州廠即將於2024年量產4奈米製程，市場傳出，台積電子公司TSMC Arizona將進行人事調整，由晶... , https://udn.com/news/story/7240/7058775?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:52:02 , udn , 登山女神曾格爾遭提告侵害配偶權求償200萬 富商下午到庭作證 , https://udn.com/news/story/7320/7058849?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:52:12 , udn , 登山女神曾格爾，去年遭公關女強人岳啟儒指控介入婚姻，和其丈夫陳坤保到北投三二行館泡湯共宿，還拉170萬登山贊助。岳女提告... , https://udn.com/news/story/7320/7058849?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:52:33 , udn , 日本各地海灘現「大量烏賊擱淺」異象 網友嚇：大地震前兆？ , https://udn.com/news/story/6812/7058759?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:52:43 , udn , 日本近來發生一起奇特的現象。許多地區的海灘上，都出現大量烏賊被沖上岸，使得沙灘上出現滿滿烏賊的狀況。至於為什麼會出現這樣的奇景，理由則眾說紛紜。 , https://udn.com/news/story/6812/7058759?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:53:04 , udn , 大陸前兩月對外非金融直接投資 年增35.7% , https://udn.com/news/story/7333/7058847?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:53:14 , udn , 據大陸商務部網站公告，今年1到2月，中國大陸對外投資快速成長，對外非金融類直接投資達人民幣1,360.4億元，年增35.... , https://udn.com/news/story/7333/7058847?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:53:35 , udn , 台南市北門國小中央廚房啟用 8校逾500名師生聯合供餐 , https://udn.com/news/story/6898/7058844?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:53:45 , udn , 台南市北門國小中央廚房拆除重建，今舉行落成謝土典禮，未來可提供北門、學甲區8校、500多名師生午餐。市府表示，全市中小學... , https://udn.com/news/story/6898/7058844?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:53:59 , udn , 2家親子餐廳遊戲場未附安全檢驗報告 北市命暫停使用 , https://udn.com/news/story/7323/7058853?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:54:06 , udn , 童醫院響應關燈1小時活動 夜晚關燈的醫院很不一樣 , https://udn.com/news/story/7325/7058839?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:54:09 , udn , 下月就是兒童節，台北市衛生局今天公布上半年親子餐廳聯合稽查結果，共稽查10家親子餐廳，食品衛生及防疫措施初、複查均合格；... , https://udn.com/news/story/7323/7058853?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:54:16 , udn , 童綜合醫院響應2023全球最大自發性公益減碳行動「Earth Hour關燈一小時」活動，昨晚8點30分，關閉梧棲院區醫療... , https://udn.com/news/story/7325/7058839?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:54:30 , udn , 兄弟糾紛路邊車遭殃！ 弟球棒砸車兄酒後駕車都送辦 , https://udn.com/news/story/7320/7058854?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:54:40 , udn , 新北市土城區延壽路13巷與金城路三段207巷6弄路口，昨深夜11時許傳出兄弟爭吵糾紛，土城分局獲報後趕抵，發現路邊三輛車... , https://udn.com/news/story/7320/7058854?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:57:02 , udn , 億元豪宅樓上是公設泳池 噪音直衝客廳像打籃球 建商需賠償嗎 , https://udn.com/news/story/7321/7057160?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:57:09 , udn , 脫北者帶動衛星城市房價起飛 青埔2年大漲近4成 , https://udn.com/news/story/7241/7058812?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:57:13 , udn , 不少豪宅標榜頂樓設置游泳池，以豪華公設來吸引買家入住，北市某豪宅大樓兩頂樓戶屋主分別以一億餘元價格購入，房屋正上方就是泳池的便利性，卻成為這兩戶的噪音惡夢，住戶與建商對簿公堂後，法院派人前往現場勘驗，也認證「有人游泳時，下方頂樓戶的噪音近似有人在屋頂打籃球」，但是建商卻主張，泳池公設是建商無償贈與，且泳池設計與施工並無不當，因此沒有賠償責任，但法官搞懂來龍去脈後，卻提出了不同看法... , https://udn.com/news/story/7321/7057160?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:57:19 , udn , 雙北地區房價高不可攀，外溢效應發酵。樂屋網統計近2年桃園機場捷運周遭住宅價格，以坐落於青埔的A17領航站周遭大樓與華廈價... , https://udn.com/news/story/7241/7058812?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:57:33 , udn , 當選落選都要服務 他們捐選舉補助款集資行善 , https://udn.com/news/story/7328/7058867?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:57:44 , udn , 台東縣關山鎮多名去年參加九合一選舉鎮民代表、里長候選人，不論是否當選，日前共同捐出選舉補助款，集資採購輔具助關山輔具平台... , https://udn.com/news/story/7328/7058867?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:58:04 , udn , 賓士車頭標誌被換成「1實用設備」 7千人朝聖笑了：汽車界龍頭 , https://udn.com/news/story/120911/7058825?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:58:14 , udn , 這種汽車標誌你見過嗎？台南一名男子在路上發現一輛豪車「偷藏車主巧思」，原來車主將將大家一眼就能認出的「三芒星」標誌改裝成另一種獨特標誌，吸睛效果更加分... , https://udn.com/news/story/120911/7058825?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:58:35 , udn , 朱立倫批吳釗燮雙重承認 變相鼓勵13邦交國與陸建交 , https://udn.com/news/story/123264/7058863?from=udn-ch1_breaknews-1-0-news
2023-03-27 11:58:45 , udn , 宏都拉斯斷交，國民黨主席朱立倫表示，外交部長吳釗燮提出我國可以接受雙重承認，創造這樣模糊的空間，試問吳釗燮，你可以讓現在... , https://udn.com/news/story/123264/7058863?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:00:00 , udn , 中職／讚黃衫兄弟有氣勢 蔡英文點名3選手和世界名曲 , https://udn.com/news/story/7001/7058883?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:00:10 , udn , 中信兄弟隊連續兩年前進總統府，總統蔡英文今天終於見到黃衫兄弟，直呼很有氣勢，點名印象最深的選手，包括王威晨、江坤宇、吳哲... , https://udn.com/news/story/7001/7058883?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:00:31 , udn , 班克西移民救援船遭扣留 義大利：未遵守指令 , https://udn.com/news/story/6809/7058841?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:00:41 , udn , 英國街頭塗鴉藝術家班克西資助的移民救援船，今天在義大利拉姆培杜薩島遭扣留。義大利海岸防衛隊表示，這艘船在執行移民救援行動... , https://udn.com/news/story/6809/7058841?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:01:02 , udn , 土撥鼠挖洞中比特犬四度「狂督屁股」！牠氣到彈出來：再碰我要報警囉 , https://udn.com/news/story/7470/7058860?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:01:12 , udn , 這是性騷擾嗎？一隻土撥鼠在努力挖掘洞穴時，一隻比特犬在背後不斷戳牠屁股搗亂，最後土撥鼠氣到跳出來反擊。 , https://udn.com/news/story/7470/7058860?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:01:32 , udn , 水情仍吃緊 湖山水庫進帳10萬噸不夠一天用 , https://udn.com/news/story/7326/7058877?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:01:38 , udn , 這站2年漲37% 樂屋網：機捷通車6年來最大贏家 , https://udn.com/news/story/7241/7058845?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:01:43 , udn , 上周六春雨報到，雲林縣降雨不多，湖山水庫截至今早只進帳約10萬噸水，不夠一天供應量，目前蓄水量持續下探，僅剩36%。 , https://udn.com/news/story/7326/7058877?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:01:49 , udn , 雙北地區房價高不可攀，許多購屋人沿著機捷往外移動，樂屋網統計近2年，桃園機場捷運周遭住宅價格指出，青埔A17領航站周遭大... , https://udn.com/news/story/7241/7058845?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:02:09 , udn , 新型支付工具BNPL受歡迎 國稅局：短漏報需補稅且重罰 , https://udn.com/news/story/7243/7058846?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:02:19 , udn , 財政部北區國税局表示，近期出現新型支付工具-「先買後付（Buy Now Pay Later, BNPL)」，此方式得以遲... , https://udn.com/news/story/7243/7058846?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:02:34 , udn , 大S討生活費 汪小菲提債務人異議之訴反擊 敗訴理由曝光… , https://udn.com/news/story/7321/7058876?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:02:44 , udn , 大S與韓國歌手「酷龍」具俊曄再婚後，前夫汪小菲拒絕依協議支付費用，大S以調解筆錄為據聲請強制執行獲准；汪小菲聲請停止強制... , https://udn.com/news/story/7321/7058876?from=udn-ch1_breaknews-1-0-news
2023-03-27 12:03:05 , udn , 馬英九下午抵達上海 總統府：盼以接待前元首原則安排 , https://udn.com/news/story/123435/7058868?from=udn-ch1_breaknews-1-0-news
