2023-05-03 00:00:22 , udn , 高雄萬豪延攬新主廚 優雅演繹米其林一星饗宴 , https://udn.com/news/story/7270/7138073?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:28:01 , udn , 台積電失守500元關卡 台股跌105點下探15530點 , https://udn.com/news/story/7251/7138424?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:28:12 , udn , 美股2日收低，道瓊指數下跌367.17點，那斯達克指數下跌132.09點。台股隨著同步走跌，今天早盤一度下挫105.69... , https://udn.com/news/story/7251/7138424?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:28:32 , udn , 朱澤民：台灣沒有停滯性通膨危機  出口回溫最快等第三季 , https://udn.com/news/story/7238/7138484?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:28:43 , udn , 主計長朱澤民今日上午在財委會回應國民黨籍立委林德福質詢時強調，台灣現階段沒有停滯性通膨（物價持續上漲，但經濟沒有上升）問... , https://udn.com/news/story/7238/7138484?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:29:34 , udn , 影／基隆民眾報瓦斯外洩 警消衝到場 原來是化糞池沼氣太臭 , https://udn.com/news/story/7320/7138477?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:29:43 , udn , 快筆記！foodpanda母親節專屬優惠碼7.3折起 超萌胖胖達聯名蛋糕一鍵送到家 , https://udn.com/news/story/123495/7138431?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:30:31 , udn , 嘴唇冒出「金黃色結痂」竟是細菌感染 醫示警：嚴重恐敗血症 , https://udn.com/news/story/7266/7138495?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:33:33 , udn , 郭台銘「當選讓詐騙集團90天內消失」林右昌：務實以待 , https://udn.com/news/story/6656/7138503?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:33:39 , udn , 獨家／越南設廠潮再起 微星、安勤評估中 廣積已拍板 , https://udn.com/news/story/7240/7138464?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:33:44 , udn , 鴻海創辦人郭台銘舉辦座談會表示，若當選總統，會在90天內讓詐騙集團消失。內政部長林右昌今天指出，詐騙是跨國複合的犯罪，各... , https://udn.com/news/story/6656/7138503?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:33:50 , udn , 疫情解封後，貿易戰後第二波越南投資熱正發酵。除廣達4月公布將到北越投資，取得兩岸以外第一個生產據點，連電競大廠微星（23... , https://udn.com/news/story/7240/7138464?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:34:04 , udn , 郭董提蓋小型核電廠 蔣萬安：能引起理性討論都是好事 , https://udn.com/news/story/6656/7138500?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:34:15 , udn , 鴻海集團創辦人郭台銘日前在領袖講座中提到要在高雄半屏山蓋小型核能電廠，他當晚雖緊急在臉書貼文致歉發言過於倉促，但再補述自... , https://udn.com/news/story/6656/7138500?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:39:31 , udn , 涵蓋4萬人！烏克蘭組建8個「風暴旅」 未來將投入反擊俄軍 , https://udn.com/news/story/6809/7138513?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:39:42 , udn , 烏克蘭軍隊近日新組建8個旅以加入未來的反攻行動，外界也正在猜測發動反攻的時機以及是否能成功擊敗俄羅斯入侵者。 , https://udn.com/news/story/6809/7138513?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:40:02 , udn , 解離是什麼？處理無法弄清楚的東西 還具有額外保護功能 , https://udn.com/news/story/121484/7123612?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:40:13 , udn , 所謂的健康是一種能力，能夠讓我們處在多種現實交界的空間中，而不會失去它們—一種可以感覺我既是我，同時也能是好幾個我在感知現實。
—菲利浦．布隆伯格 , https://udn.com/news/story/121484/7123612?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:40:33 , udn , 交通部研議「道安基本法」立委：應推30公里速限寧靜區 , https://udn.com/news/story/7266/7138508?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:40:44 , udn , 民眾黨立委邱臣遠今天指出，台灣被CNN封為行人地獄，現在交通部開始啟動道路交通安全基本法草案研商工作，但目前交通部草案版... , https://udn.com/news/story/7266/7138508?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:41:05 , udn , MLB／努特巴爾邀約午餐被打槍 大谷翔平：我在睡覺 , https://udn.com/news/story/7001/7138509?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:41:15 , udn , 天使隊今天起作客聖路易要與紅雀隊展開三連戰，也是經典賽後，大谷翔平與努特巴爾（Lars Nootbaar）兩位日本隊國手... , https://udn.com/news/story/7001/7138509?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:41:36 , udn , 行政院為鏡電視案批評國民黨立委介入NCC審查會議 , https://udn.com/news/story/7314/7138507?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:41:46 , udn , 國家通訊傳播委員會（NCC）今天審查鏡電視上架與董監事、負責人變更等案。國民黨立法院黨團上午前往NCC，抗議NCC主委陳... , https://udn.com/news/story/7314/7138507?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:42:07 , udn , 「假投資」北巿六旬長者最好騙 藝人何思靜現身反詐 , https://udn.com/news/story/7320/7138505?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:42:17 , udn , 台北市刑事警察大隊分析，今年4月的高發詐欺案件手法中，以「假投資」為大宗，主要被害年齡區間為60至69歲（占24.5%）... , https://udn.com/news/story/7320/7138505?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:42:30 , udn , 公共運輸定期票經費光新北就破百億 王國材：爭取一般預算 , https://udn.com/news/story/7266/7138523?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:42:38 , udn , 2023東區季後賽賽程與比分表 布朗森反彈率尼克扳回一城 , https://udn.com/news/story/7002/7084807?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:42:41 , udn , 北中南3大生活圈公共運輸定期票7月上路，新北市長侯友宜近日指出，北北基桃每年使用公共運輸高達15億人次，中央只編列3年2... , https://udn.com/news/story/7266/7138523?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:43:02 , udn , 有詭！後車廂裝顯眼喇叭 老刑警靠1工具揪出巨量毒品 , https://udn.com/news/story/7315/7138522?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:43:12 , udn , 32歲黃姓藥頭將毒品藏在BMW轎車喇叭音箱內，利用豪車運送販毒，高雄市鹽埕分局獲報搜索，在黃男台南住處和車內查獲大批K他... , https://udn.com/news/story/7315/7138522?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:43:33 , udn , 民眾黨團批評台美軍事工業合作荒腔走板 , https://udn.com/news/story/10930/7138524?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:43:43 , udn , 民眾黨立法院黨團今天說，美國對台軍售延遲交貨，總價近190億元，最重要的F-16V戰機延宕兩年，台灣軍備長期倚賴美國，應... , https://udn.com/news/story/10930/7138524?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:44:04 , udn , 機車緊貼行人呼嘯過竟不罰 網友撻伐「行人地獄果然不假」 , https://udn.com/news/story/7320/7138521?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:44:15 , udn , 新北市上月25日一名行人穿越斑馬線時，一輛機車衝了過來導致行人嚇一跳停住，機車緊貼行人從後方繞過，畫面遭民眾向警方檢舉卻... , https://udn.com/news/story/7320/7138521?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:44:35 , udn , 凱特王妃手提包遭1歲娃「搶劫」！超暖回應被讚爆 , https://udn.com/news/story/6809/7138515?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:44:46 , udn , 英國凱特王妃上月28日訪問南威爾斯的艾伯凡鎮並出席「1966年艾伯凡礦災」紀念活動，在與民眾互動時，手上的包包竟被一名調... , https://udn.com/news/story/6809/7138515?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:45:06 , udn , 英王加冕典禮即將登場 鐵粉提前沿路紮營卡位 , https://udn.com/news/story/6809/7138447?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:45:17 , udn , 英國國王查爾斯三世（King Charles III）的加冕典禮即將於6日舉行，王室超級粉絲們鐵了心於接下來幾天沿著倫敦... , https://udn.com/news/story/6809/7138447?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:45:32 , udn , NBA／安東尼重返尼克主場 布朗森30分險勝沒巴特勒的熱火 , https://udn.com/news/story/7002/7138511?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:45:42 , udn , 熱火主將巴特勒（Jimmy Butler）因傷缺陣與尼克隊系列賽G2，不過熱火面仍展現強大團隊戰力，一路奮戰到第四節，才被布朗森（Jalen Brunson）三分球逆轉戰局，尼克終場以：收下勝利，系列 , https://udn.com/news/story/7002/7138511?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:46:03 , udn , 內湖槍擊案槍手在逃 安排出海男無保請回 士檢提抗告 , https://udn.com/news/story/7315/7138525?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:46:13 , udn , 內湖槍擊案引發社會關注，槍手逃亡至東南亞，檢警帶回涉協助逃亡、藏匿的陳姓男子等11人，分別依藏匿人犯等罪嫌送辦。士林地檢... , https://udn.com/news/story/7315/7138525?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:48:34 , udn , 影／桃園刑大反詐宣導大使超香 4朵花拚演技中午上架 , https://udn.com/news/story/7320/7138529?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:48:44 , udn , 桃園市警察局刑警大隊反詐騙，邀請樂天女孩幫忙拍片宣導，今天將陸續在刑大官方臉書和Youtube上架，同時也推出抽獎活動，... , https://udn.com/news/story/7320/7138529?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:49:05 , udn , 陳水扁替兒赴凱道請願 蔣萬安：政府機關要說清楚 , https://udn.com/news/story/11907/7138528?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:49:15 , udn , 前總統陳水扁兒子、民進黨高雄市議員陳致中，因洗錢案遭判刑1年定讞，11日下午就將入監服刑。陳水扁昨天下午到凱道，親自向總... , https://udn.com/news/story/11907/7138528?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:49:36 , udn , 耳朵不見了！台中警尋回上萬元助聽器 老翁安心笑了 , https://udn.com/news/story/7320/7138527?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:49:46 , udn , 台中市罹患重聽的六旬林姓老翁前天在梧棲區校園運動，民眾見其行經鬼祟，擔憂報警。警到場後，老翁比畫示意「耳朵不見了」，警方... , https://udn.com/news/story/7320/7138527?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:50:07 , udn , 毛爸媽給汪星人餵藥每次都失敗？寵物訓練師手把手教你5步驟讓狗狗乖乖吃藥 , https://udn.com/news/story/7470/7138494?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:50:17 , udn , 定期驅蟲藥品牌換了又換，狗狗就是不買單？吃藥加了糖漿也是聞了直搖頭？ , https://udn.com/news/story/7470/7138494?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:50:48 , udn , 熱火主將巴特勒（Jimmy Butler）因傷缺陣與尼克隊系列賽G2，不過熱火面仍展現強大團隊戰力，一路奮戰到第四節，才被布朗森（Jalen Brunson）三分球逆轉戰局，尼克終場以111：105收 , https://udn.com/news/story/7002/7138511?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:51:31 , udn , 東隆綠大地社區啟動自主更新 嘉義市第2件自主都更案大樓 , https://udn.com/news/story/7241/7138540?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:51:41 , udn , 嘉義市繼首例自主都更案金財神大樓後，位於西區港坪運動公園旁的東隆綠大地社區，也獲內政部營建署經費補助，成為第二處啟動自主... , https://udn.com/news/story/7241/7138540?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:52:02 , udn , 月薪2.6萬 嘉縣府80個暑假工讀機會26日報名截止 , https://udn.com/news/story/7326/7138539?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:52:13 , udn , 嘉義縣政府暑期工讀徵才！今年共有80個公部門工讀機會，包括縣府、警消、戶政及地政等單位，每月薪資2萬6400元，設籍嘉義... , https://udn.com/news/story/7326/7138539?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:52:33 , udn , 7年級局長高雄議會報告連珠砲 主席：給你2分鐘、慢慢講 , https://udn.com/news/story/7327/7138535?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:52:44 , udn , 高雄市經發局長廖泰翔今（3日）上午在議會進行財經部門業務報告，疑因擔心簡報講不完，到後面語速愈來愈快，大會主席、財經委員... , https://udn.com/news/story/7327/7138535?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:54:35 , udn , 高雄前鎮公寓冒濃煙 屋主外出回家看傻眼 , https://udn.com/news/story/7320/7138550?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:54:46 , udn , 高雄市前鎮區瑞興街公寓，今天上午發生火警，濃煙冒出，消防局動員趕往搶救，破門進屋，不久滅火，屋主也正好回家，才知道原來出... , https://udn.com/news/story/7320/7138550?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:55:06 , udn , 翡翠水庫原水專管貫通邀歷任市長 蔣萬安還邀這個人 , https://udn.com/news/story/6656/7138546?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:55:07 , udn , NBA／安東尼場邊助陣 布朗森30分率尼克險勝沒巴特勒的熱火 , https://udn.com/news/story/7002/7138511?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:55:17 , udn , 台北市政府規畫「翡翠原水專管工程」5月12日將全線貫通，預計明年6月通水。網路論壇討論是誰的政績？台北市長蔣萬安上午受訪... , https://udn.com/news/story/6656/7138546?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:57:31 , udn , 學霸不一定是考霸！富家子弟花廿年走遍大半國土 遊記成百科全書 , https://udn.com/news/story/121484/7123669?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:57:41 , udn , 徐霞客在外遊歷約二十多年，足跡遍布大半個中國。在旅行的過程中，他親身探索大自然的奧祕，對各地的山脈、水道、地質進行實地勘察。除了白天跋山涉水，晚上還要挑燈夜戰。 , https://udn.com/news/story/121484/7123669?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:58:02 , udn , 美退役將領稱美助台國防自主不違反一中政策 , https://udn.com/news/story/10930/7138564?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:58:12 , udn , 美國陸戰隊退役中將盧德（Steven Rudder）今天表示，台美現階段最重要合作進程，是讓雙方能夠共同操作相同軍備，武... , https://udn.com/news/story/10930/7138564?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:58:33 , udn , 母親節鑽表推薦  輕奢入手就是愛放閃！ , https://udn.com/news/story/7270/7138562?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:58:43 , udn , 母親節將至，最能寄託時間與情意的禮物絕對非手表莫屬，多個瑞士鐘表品牌包含萬寶龍（Montblanc）、雷達（RADO）、... , https://udn.com/news/story/7270/7138562?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:59:04 , udn , 空襲烏克蘭頻率大減！俄羅斯防長認了：飛彈產量須增加一倍 , https://udn.com/news/story/6809/7138563?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:59:15 , udn , 俄羅斯國防部長2日敦促國有軍火公司將其飛彈產量增加一倍，因爲烏克蘭隨時可能發動反攻。在這場為期14個月的長期戰爭中，雙方... , https://udn.com/news/story/6809/7138563?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:59:35 , udn , Live／勇湖大戰新篇章 誰能搶下第一戰勝利？ , https://udn.com/news/story/7002/7138560?from=udn-ch1_breaknews-1-0-news
2023-05-03 10:59:46 , udn , window.location.href="https://tw-nba.udn.com/nba/play_by_play/f7c1b9b4-04a0-4c83-b8bb-c9b751a8d0b1"; , https://udn.com/news/story/7002/7138560?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:00:06 , udn , 不怕綠到出汁拓票難！藍今徵召李明璇 美女刺客回鄉選立委 , https://udn.com/news/story/123475/7138551?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:00:17 , udn , 國民黨中常會今天下午將宣布徵召發言人李明璇投入高雄前鎮、小港、旗津區立委，這一區是綠營優勢區，被形容是綠到出汁，李明璇將... , https://udn.com/news/story/123475/7138551?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:00:38 , udn , 「壞帳銀行」的抵押房產作公宅，成為西班牙居住正義救星？ , https://udn.com/news/story/6812/7138545?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:15:31 , udn , 共軍無人機順時鐘繞台 國防部嚴密監控 , https://udn.com/news/story/10930/7138625?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:15:42 , udn , 國防部上午發布中共解放軍台海周邊海空域動態，共軍BZK-005無人機繞行台灣北、東、南外海空域，沿途遭國軍岸置飛彈系統嚴... , https://udn.com/news/story/10930/7138625?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:16:02 , udn , 北市議員吳志剛3周內5度幽會熟女 再度被爆緋聞…上午神隱中 , https://udn.com/news/story/6656/7138624?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:16:13 , udn , 國民黨前主席吳伯雄的51歲次子、現任台北市議員吳志剛，再度爆緋聞。吳志剛不僅和櫃姐張女仍保持聯絡，還被週刊直擊有新歡林女... , https://udn.com/news/story/6656/7138624?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:16:33 , udn , 台美21世紀貿易倡議早收協議何時簽？吳釗燮：數周內 , https://udn.com/news/story/7238/7138616?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:16:44 , udn , 台美21世紀貿易倡議第2回合談判於今年一月落幕，盼今年能完成所有議題談判。對於何時能夠簽署早收協議，外交部長吳釗燮今表示... , https://udn.com/news/story/7238/7138616?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:17:05 , udn , 台南遊戲場機檯有縫 他連偷6次代幣得逞 這次栽了 , https://udn.com/news/story/7320/7138618?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:17:15 , udn , 台南市中正路某遊樂廣場人員昨天清點時，發現機檯代幣短少3萬枚代幣，店家報警後警方調閱監視器畫面是28歲鄭姓男熟客所為。鄭... , https://udn.com/news/story/7320/7138618?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:17:36 , udn , 搬新家「國賓感」創造高回流率！國賓中餐廳推新創菜 , https://udn.com/news/story/7270/7138607?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:17:46 , udn , 台北國賓大飯店危老改建進行中，館內的A CUT牛排館與國賓粵菜廳、國賓川菜廳去年搬遷至台北市遼寧街富邦遼寧大樓，搬遷新址... , https://udn.com/news/story/7270/7138607?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:18:07 , udn , 後疫情時代多元病毒來襲 陳秀熙：三大提前部署待加強 , https://udn.com/news/story/7266/7138595?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:18:17 , udn , 新冠疫情趨緩，其他呼吸道疾病卻陸續崛起。台大公衛學院教授陳秀熙說，隨著新冠病毒進展，其正尋找與其他呼吸道病毒共存機會，如... , https://udn.com/news/story/7266/7138595?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:18:31 , udn , 影／又是你！拉騎士後背包拉鍊 慣竊被逮卻辯「只想打開看」 , https://udn.com/news/story/7320/7138635?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:18:38 , udn , 世界營運長尉濟時升任總經理 方略為董事長兼策略長 , https://udn.com/news/story/7238/7138596?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:18:41 , udn , 朱姓男子上個月30日被人指控趁著停等紅燈之際，意圖拉開前方女騎士後背包拉鍊行竊，案經被害女子向轄區警方報案，於這個月1日... , https://udn.com/news/story/7320/7138635?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:18:48 , udn , 專業8吋晶圓代工廠世界先進（5347）昨（2）日舉行董事會通過經理人異動案，由營運長尉濟時接任總經理職務，董事長暨總經理... , https://udn.com/news/story/7238/7138596?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:19:02 , udn , NBA／季後賽魔咒再臨 保羅因傷至少缺席三場比賽 , https://udn.com/news/story/7002/7138482?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:19:09 , udn , 黃天牧：P2P非金融業 金融評議中心不會受理申訴 , https://udn.com/news/story/7239/7138594?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:19:12 , udn , 有了杜蘭特(Kevin Durant)後被視為奪冠熱門的太陽隊，現在卻糗了，不僅在季後賽次輪以0：2落後金塊隊，更傳出昨天腹股溝拉傷的主控保羅（Chris Paul）傷勢不樂觀，至少要缺席3場比賽，最 , https://udn.com/news/story/7002/7138482?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:19:19 , udn , 金管會主委黃天牧在今天在立法院財委會上備詢時指出，由於P2P非金融業，金融評議中心不會受理相關受害者的申訴，因為此非金融... , https://udn.com/news/story/7239/7138594?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:19:33 , udn , 美國防承包商訪團來台 漢翔、亞航盤中聚人氣 , https://udn.com/news/story/7251/7138488?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:19:40 , udn , 加國牛肉查廠僅1家 薛瑞元：系統性評估 , https://udn.com/news/story/7266/7138519?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:19:43 , udn , 「台北國防產業合作論壇」今天登場，美國25家軍火商組成訪團參與論壇交流，具備軍工題材的漢翔、亞航聚人氣，台船盤中則由紅翻... , https://udn.com/news/story/7251/7138488?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:19:50 , udn , 食藥署預告將開放加拿大全牛齡牛肉進口，外界質疑當地查廠卻只看1家飼育場，甚至廠內30月齡以上老牛僅占0.11%。衛福部長... , https://udn.com/news/story/7266/7138519?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:20:04 , udn , 阻老翁咒罵店員壓斷肋骨 北檢掛旗客竟變正義魔人遭訴 , https://udn.com/news/story/7321/7138630?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:20:11 , udn , 炒房違規事證再明確 林右昌：匿名檢舉就不受理 , https://udn.com/news/story/7314/7138587?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:20:14 , udn , 抗議常客田山盛國今年3月才因潛入台北地檢署頂樓掛上民進黨旗，遭檢方依侵入住宅罪嫌起訴，不料他在同月18日路過北市中華路某... , https://udn.com/news/story/7321/7138630?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:20:21 , udn , 內政部預告平均地權條例子法檢舉獎勵及罰鍰提撥運用辦法草案，明定檢舉獎金制採實名制，須附具體事證，防止不實檢舉。內政部長林... , https://udn.com/news/story/7314/7138587?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:20:42 , udn , 綠委：侯友宜無料無色又無味 端不出名堂想問鼎米其林 , https://udn.com/news/story/123307/7138583?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:20:53 , udn , 鴻海集團創辦人郭台銘主張在高雄半屏山蓋核電廠，民進黨立委吳思瑤今天表示，如果以料理來比喻，郭台銘端上桌的是大魚大肉，拚命... , https://udn.com/news/story/123307/7138583?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:21:13 , udn , 00878和00900皆公布配息！ 這檔慘遭網嘴翻：一百萬能領息1500元 , https://udn.com/news/story/123006/7138404?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:21:24 , udn , 00878今年第1季除息時引爆投資人搶購潮，除息前一日（2月15日）成交張數破19.9萬張，帶動全月成交量達166萬張，月成長198%；單月申購金額高達新台幣185億元，月增超過10倍；單月受益人數亦大增近10萬。延續這波氣勢，00878總受益人數已在3月底突破百萬關卡，達102.9萬人，成為史上第一個達成此成就的台股ETF，這也表示，將有破百萬人能領到第2季的「股息紅包」，為報稅季增添小確幸。 , https://udn.com/news/story/123006/7138404?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:21:32 , udn , 首場里長有約今北投登場 蔣萬安：維持一區一場 , https://udn.com/news/story/7323/7138640?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:21:42 , udn , 為強化市府與里長聯繫，台北市長蔣萬安上任後首場與里長有約，上午在北投行政中心舉行，過去柯市府以一區一座談會方式，在北市1... , https://udn.com/news/story/7323/7138640?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:21:44 , udn , MLB／吉田正尚開轟連12場敲安 菊池最慘兩戰都遭同胞毒手 , https://udn.com/news/story/6999/7138566?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:21:55 , udn , 紅襪隊日籍強打吉田正尚將連續場次敲安紀錄推進到12場，靠得是今天第2打席的全壘打，苦主是日本同胞菊池雄星，這一轟將比數拉... , https://udn.com/news/story/6999/7138566?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:22:03 , udn , 凶殘支解母親丟垃圾車 他要法官放他出去...減少少子化危機 , https://udn.com/news/story/7315/7138639?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:22:13 , udn , 朱姓男子弒母，分屍4袋丟進社區垃圾子母車，警方查出朱殺害母親，他卻稱血跡是「殺大豬」留下，一審依殺直系血親尊親屬、遺棄屍... , https://udn.com/news/story/7315/7138639?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:22:15 , udn , 人渣！3少女吸電子煙後昏迷遭4少年性侵 嫌犯最小13歲 , https://udn.com/news/story/6812/7138536?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:22:26 , udn , 電子煙勿亂吸！馬來西亞3名女子被誘騙吸入「新口味」電子煙後昏迷，慘遭4名未成年男子性侵，當中年齡最小嫌疑犯更只有13歲。警方正循輪流性侵等罪行方向調查，罪成可判最高30年監禁。 , https://udn.com/news/story/6812/7138536?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:23:48 , udn , 母親節鑽表推薦 輕奢入手就是愛放閃！ , https://udn.com/news/story/123495/7138562?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:24:31 , udn , 司機員疑被施壓開ATP故障車 立委批台鐵「安全老鼠屎」 , https://udn.com/news/story/7266/7138641?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:24:41 , udn , 台鐵2018年普悠瑪號事件ATP列車防護系統遭關閉，在新馬車站失速出軌，台鐵事後規範ATP故障列車不得開出，但近日卻爆出... , https://udn.com/news/story/7266/7138641?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:25:02 , udn , 國人聘僱外籍幫傭解禁?龔明鑫鬆口：一個月內思考重新調整 , https://udn.com/news/story/7266/7138649?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:25:12 , udn , 台灣面臨缺工危機，但立委批評國人要聘僱外籍幫傭難如登天，相對之外，在台外企主管只要年薪300萬元以上就可聘僱，本地勞工卻... , https://udn.com/news/story/7266/7138649?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:25:33 , udn , 經費到位 桃園老街溪整治計畫再延伸 預計這段2025完工 , https://udn.com/news/story/7324/7138642?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:25:43 , udn , 桃園老街溪從平鎮伯公潭至大園許厝港溼地，過去桃園市政府不斷整治，目前平鎮段、中壢開蓋段皆已完成，而中壢芝和橋至領航南橋的... , https://udn.com/news/story/7324/7138642?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:26:04 , udn , 債權平台詐25億 藍委疑：銀行沒注意人頭戶金流異常？ , https://udn.com/news/story/7321/7138648?from=udn-ch1_breaknews-1-0-news
2023-05-03 11:26:14 , udn , 名人盛竹如代言的「不動產借貸媒合平台im.B」遭爆涉詐騙，捲款金額可能達25億，受害者超過5000人。國民黨立委吳怡玎、... , https://udn.com/news/story/7321/7138648?from=udn-ch1_breaknews-1-0-news
