2023-03-11 00:02:54 , udn , 賀中華隊戰勝！7-ELEVEN一日限定指定CITY飲品買1送1 , https://udn.com/news/story/7270/7023916?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:14:55 , udn , 宗教信仰是人們的心靈依歸，台南全台首邑縣城隍廟近期收到信徒寄來的分手信，對方表示，已經認識真正的上帝，因此不會再來往。對此，廟方也在臉書幽默回應，笑翻一票網友，不少網友也質疑是教會寄送的，直言「文案應該拿回去重寫」。 , https://udn.com/news/story/120912/7024310?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:17:44 , udn , 嘉義市舊果菜魚市場可望整頓出發  有5星級飯店、購物商場 , https://udn.com/news/story/7326/7024339?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:17:55 , udn , 位於嘉義市精華地區的舊果菜魚市場用地農委會購回後交由林務局阿里山林業鐵路暨文化資產管理處管理，土地閒置令市民感到相當可惜... , https://udn.com/news/story/7326/7024339?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:18:15 , udn , 經典運彩／中國投手群進步但打擊疲軟 戰澳洲難被打爆看好小分 , https://udn.com/news/story/10785/7024337?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:18:25 , udn , 【文／運彩貓堯舜魚湯】
2023世界棒球經典賽分組預賽 中國 vs 澳洲
比賽時間: 3/11 11:00
中國連兩戰皆展現出韌性，第一戰跟日本鏖戰到後段才被拉開比分，第二戰對捷克差點就逆轉成功 , https://udn.com/news/story/10785/7024337?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:20:44 , udn , 美國公布新型空軍一號塗裝！拜登否決川普紅白藍三色方案原因曝 , https://udn.com/news/story/6813/7024345?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:20:55 , udn , 美軍10日公布新型空軍一號塗裝，總統拜登拍板定案為藍白相間的配色，與目前的知更鳥蛋殼藍相比，顏色更深一些，取代川普時代的... , https://udn.com/news/story/6813/7024345?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:21:15 , udn , 已婚男帶國一女上摩鐵 求太座寫道歉信求饒 法官打臉無心悔過 , https://udn.com/news/story/7321/7024342?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:21:25 , udn , 已婚男業務3年前透過社群軟體結識就讀國中一年級女學生，不僅以「老公、老婆」互稱，還數度開車到學校接剛放學的女學生直奔汽車... , https://udn.com/news/story/7321/7024342?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:26:45 , udn , 李強獲全數票決議成為大陸新任國務院總理 , https://udn.com/news/story/7331/7024353?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:26:56 , udn , 3月11日上午9時，十四屆大陸全國人大一次會議舉行第四次全體會議，決定國務院總理、中央軍事委員會副主席、委員的人選，選舉... , https://udn.com/news/story/7331/7024353?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:27:16 , udn , 快筆記！WANPO MADE聯名商品 第二波開賣時間出爐 , https://udn.com/news/story/7270/7024346?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:27:26 , udn , 萬波島嶼紅茶2月與日本知名潮流品牌「HUMAN MADE」推出系列聯名商品，當時台中PARK2草悟廣場聯名快閃店大排長龍... , https://udn.com/news/story/7270/7024346?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:29:44 , udn , 法金音叉獎得主佛絲特訪台  名琴「睡美人」相伴 , https://udn.com/news/story/7266/7024344?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:29:54 , udn , 法國金音叉獎得主小提琴家佛絲特將再度訪台，帶來貝多芬3首重量級小提琴奏鳴曲。佛絲特將帶來1704年製的史特拉第瓦里小提琴... , https://udn.com/news/story/7266/7024344?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:30:15 , udn , 「2023國際自由車環台賽」明登場 沿路賽點交通管制 , https://udn.com/news/story/7320/7024360?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:30:25 , udn , 2023年國際自由車環台公路大賽，將從3月12日至16日分5站舉行，今年賽事列為國際自由車總會（UCI） 2.1級頂尖賽... , https://udn.com/news/story/7320/7024360?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:30:46 , udn , NBA／安比德上演致勝跳投 76人落後21分逆轉拓荒者 , https://udn.com/news/story/7002/7024358?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:30:56 , udn , 一度在自家主場落後21分的費城76人，在下半場演出瘋狂逆轉秀，最後更在剩下1.1秒靠著安比德（Joel Embiid）翻身後仰跳投命中關鍵致勝球，以120比119逆轉擊敗拓荒者。

先在客場對公鹿 , https://udn.com/news/story/7002/7024358?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:32:45 , udn , 比利時禁止政府手機安裝TikTok  丹麥國防部跟進 , https://udn.com/news/story/7331/7024364?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:32:56 , udn , 繼美國及歐洲多個國家後，比利時亦以擔心影響網路安全為由，決定禁止在政府手機安裝中國大陸短影音分享應用程式TikTok。此... , https://udn.com/news/story/7331/7024364?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:33:16 , udn , 中華隊若能前進東京 蔣萬安：一定發祭品文 , https://udn.com/news/story/7001/7024363?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:33:27 , udn , 2023第五屆世界棒球經典賽昨晚進行A組第二場賽事，中華隊與義大利形成拉鋸戰，終以11:7獲勝。台北市長蔣萬安上午參加台... , https://udn.com/news/story/7001/7024363?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:35:44 , udn , 中華隊首勝全民狂喜 台南趁勝推「成功、致勝應援包」 , https://udn.com/news/story/7001/7024367?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:35:54 , udn , WBC世界棒球經典賽開打，中華隊昨晚以11：7逆轉擊敗義大利隊，奪下首勝，全民興奮，本周六、日中華隊即將分別迎戰荷蘭隊及... , https://udn.com/news/story/7001/7024367?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:36:14 , udn , 經典賽／台灣隊3轟擊垮義大利  陳瑩：原住民驕傲 , https://udn.com/news/story/10785/7024355?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:36:25 , udn , 世界棒球經典賽台灣隊擊敗義大利隊，民進黨立委陳瑩今天指出，比賽中轟出全壘打的林子偉、張育成、吉力吉撈‧鞏冠都是族人，「是... , https://udn.com/news/story/10785/7024355?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:36:45 , udn , 誠信條款綠稱「不做政治負心漢」 藍：賴清德最會帶職參選 , https://udn.com/news/story/6656/7024365?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:36:56 , udn , 民進黨中執會決議，不建議現任議員參與2024年立委選舉，民進黨立委林楚茵日前表示，國民黨鼓勵薪水小偷，默許當選後連議會都... , https://udn.com/news/story/6656/7024365?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:41:53 , udn , 免挨餓！南市邀餐飲業者推愛心待用餐 全市105處可兌換餐食 , https://udn.com/news/story/7323/7024371?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:42:04 , udn , 台南市社會局為提供更貼近弱勢家戶的服務，今年3月起推動愛心待用餐計畫，目前已號召105家餐飲店家加入，經社會局社工評估有... , https://udn.com/news/story/7323/7024371?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:42:24 , udn , 安海瑟薇美豔現身Versace  這「骨灰級」天后也到場 , https://udn.com/news/story/7270/7024369?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:42:35 , udn , 接續米蘭時裝周、巴黎時裝周之後，美國設計師品牌Versace也在昨日發表了2023秋冬時裝秀。除了有甜美女星安海瑟薇（A... , https://udn.com/news/story/7270/7024369?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:42:50 , udn , 經典運彩／中國投手進步但打擊疲軟 戰澳洲難被打爆看好小分 , https://udn.com/news/story/10785/7024337?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:42:55 , udn , 經典運彩／打線定勝負！ 推薦義大利勝巴拿馬讓分過盤 , https://udn.com/news/story/10785/7024368?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:43:06 , udn , 【文／運彩貓小亨利】
2023世界棒球經典賽分組預賽 巴拿馬 vs. 義大利
比賽時間: 3/11 12:00
巴拿馬第一場靠著中華隊大有問題的調度才得那麼多分，面對荷蘭完全被壓制，而面對古巴則 , https://udn.com/news/story/10785/7024368?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:47:53 , udn , 中南部旱象何時解 氣象局：3月下旬可能有一波春雨降臨 , https://udn.com/news/story/7266/7024386?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:48:04 , udn , 中南部旱象持續，民眾期待春雨為水庫解渴。中央氣象局發布月長期天氣展望（3月11日至4月7日），「報氣候 - 中央氣象局」... , https://udn.com/news/story/7266/7024386?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:48:24 , udn , 斥資24億建國際A級棒球場   屏東新棒球場拚3年後啟用 , https://udn.com/news/story/7327/7024383?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:48:34 , udn , 屏東縣立棒球場使用超過40年，因球場設施老舊，職棒賽事難在屏東開打，為重振屏東棒球榮耀，縣府規畫在高鐵六塊厝特定區，斥資... , https://udn.com/news/story/7327/7024383?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:48:55 , udn , 台中誤闖公車專用道一年32件 外地人不熟恐挨罰1800元 , https://udn.com/news/story/7325/7024387?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:49:05 , udn , 台灣大道公車專用道行之有年，屬於公車專用，救護車緊急需求也可使用，但一般汽機車就禁止通行，近日有名女騎士被拍下在尖峰時段... , https://udn.com/news/story/7325/7024387?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:53:54 , udn , 前天倒漆料今天倒廢土 新北河川成垃圾場 , https://udn.com/news/story/7323/7024399?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:54:05 , udn , 前天有民眾發現新北市五股區五股坑溪前天水色漆黑宛如黑龍江，超過百隻以上死魚漂浮，環保局查獲金屬表面處理業者，因漆料貯存設... , https://udn.com/news/story/7323/7024399?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:55:00 , udn , 李強當選大陸新任總理 3票反對 8票棄權 , https://udn.com/news/story/123410/7024353?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:55:11 , udn , 3月11日上午9時，十四屆大陸全國人大一次會議舉行第四次全體會議，決定國務院總理、中央軍事委員會副主席、委員的人選，選舉國家監察委員會主任、最高人民法院院長、最高人民檢察院檢察長、第十四屆全國人大常委會委員。李強以當選大陸新任總理，但有三票反對，八票棄權。 , https://udn.com/news/story/123410/7024353?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:56:27 , udn , 安海瑟薇美豔現身Versace 這「骨灰級」天后也到場 , https://udn.com/news/story/7270/7024369?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:56:54 , udn , 博士生存戰／讀16年才畢業、台大年休學900人 博班2大黑數虛耗高教資本 , https://udn.com/news/story/6928/7024403?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:57:05 , udn , 博士班讀了十幾年還畢不了業？清華大學統計，每一屆博士班從入學後，直到八年級、九年級都還有各約20人，甚至有頂大博士生「技術性重考」再入學讀到16年。台大每年也有近900名博士生休學。政大法律系教授王文杰表示，應公布博士班「修成正果」畢業人數、「修業年限」的黑數，看看有多少人走到最後，他更直言，有些博士班早該關了。 , https://udn.com/news/story/6928/7024403?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:57:25 , udn , 運動i台灣基隆首場暖暖2千人健走 4公里賞花抽腳踏車 , https://udn.com/news/story/7005/7024400?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:57:35 , udn , 基隆市運動i台灣2.0今年首場健走，今天上午在暖暖區碇安公園熱鬧登場，逾2千名熱情民眾參加，在市長謝國樑跟多位議員嗚槍後... , https://udn.com/news/story/7005/7024400?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:57:56 , udn , 經典賽／韓國「東京大慘案」！韓媒翻舊帳狠批還籲看看台灣 , https://udn.com/news/story/10785/7024354?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:58:06 , udn , 昨（10）日棒球經典賽A組預賽台灣以11:7逆轉義大利，睽違10年奪勝振奮人心，B組預賽則上演日韓大戰，韓國終場以4:13不敵日本，韓媒第一時間紛紛以「大災難」、「慘不忍睹」、「東京大慘案」為標題報導... , https://udn.com/news/story/10785/7024354?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:59:29 , udn , 經典賽／中華隊若能前進東京 蔣萬安：一定發祭品文 , https://udn.com/news/story/7323/7024363?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:59:44 , udn , HBL／4強賽 淡水商工45比21領先南山高中 , https://udn.com/news/story/7003/7024405?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:59:54 , udn , 111學年度HBL高中籃球聯賽4強決賽，今天在台北小巨蛋登場。上午進行女籃賽程，淡水商工對上南山高中，上半場淡水商工以4... , https://udn.com/news/story/7003/7024405?from=udn-ch1_breaknews-1-0-news
2023-03-11 11:59:58 , udn , 一年32件！台中誤闖公車專用道 外地人不熟恐挨罰1800元 , https://udn.com/news/story/7325/7024387?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:00:15 , udn , NBA／楊恩關鍵三分球保優勢 老鷹再次擊敗巫師 , https://udn.com/news/story/7002/7024401?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:00:25 , udn , 前天比賽才以2分之差險勝巫師的老鷹，今天再次於華盛頓交手，楊恩（Trae Young）全場攻下28分9助攻，包括終場前1分17秒轟進關鍵三分球，幫助老鷹穩住領先優勢，最終再以114比107擊退巫師，收 , https://udn.com/news/story/7002/7024401?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:00:46 , udn , 日本311地震12週年 2523人仍下落不明 , https://udn.com/news/story/6809/7024389?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:00:56 , udn , 日本311大地震屆滿12週年，日本警察廳統計，至今已確認包括死亡人數、失蹤人數，及因避難生活死亡人數在內的總人數共2萬2... , https://udn.com/news/story/6809/7024389?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:02:44 , udn , 台大杜鵑花節登場 蔣萬安：「雖人生無法讀台大」會力挺周邊建設 , https://udn.com/news/story/6925/7024411?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:02:54 , udn , 時隔三年，2023年「台灣大學杜鵑花節暨學系社團博覽會」再度回歸實體辦理，杜鵑花節配合升學季，今年主題為「杜鵑迎風開，學... , https://udn.com/news/story/6925/7024411?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:03:15 , udn , 台北春季四大必訪勝地「捷運紅線一日賞花趣」攻略看這 , https://udn.com/news/story/7266/7024410?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:03:25 , udn , 時序進入春天，「2023花IN台北」推出捷運紅線一日賞花趣的攻略地圖，集結當季盛開各式花，邀請民眾來去「北投賞海芋、士林... , https://udn.com/news/story/7266/7024410?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:03:46 , udn , 路跑／菊島澎湖跨海馬拉松 增11K路線在地達人試跑暖身 , https://udn.com/news/story/7005/7024414?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:03:56 , udn , 交通部觀光局澎湖國家風景區管理連續第6年辦理「菊島澎湖跨海馬拉松」賽事，每年皆吸引不少台灣及澎湖在地的跑者參與，今年特地... , https://udn.com/news/story/7005/7024414?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:04:16 , udn , 圖輯／HBL4強賽 淡水商工半場45比21領先南山高中 , https://udn.com/news/story/8688/7024405?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:06:47 , udn , 菊島澎湖跨海馬拉松 增11K路線在地達人試跑暖身 , https://udn.com/news/story/7879/7024414?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:08:20 , udn , 不只台北！數據曝「沒40歲買不起房成全台常態」 , https://udn.com/news/story/7241/7024376?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:08:30 , udn , 近年全台房價大漲，讓民眾買房年齡不斷延後，元宏不動產加值服務平台彙整聯徵中心去年前三季新增房貸，40歲以上占比達49.3... , https://udn.com/news/story/7241/7024376?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:08:45 , udn , 高雄發生百件百萬詐欺案 這分局祭出發生2件 所長記申誡引反彈 , https://udn.com/news/story/7320/7024424?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:08:55 , udn , 高雄市今年迄今發生逾200件破百萬詐欺案件，發生率高的前4名分局各有2、30件，由於警政署長黃明昭「阿昭來了」的防詐宣導... , https://udn.com/news/story/7320/7024424?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:09:16 , udn , 德國羽賽／三組台將遭台泰 剩男雙李哲輝、楊博軒晉4強 , https://udn.com/news/story/7005/7024262?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:09:20 , udn , 日本知名樂團back number聯名彩繪機啟航 , https://udn.com/news/story/7241/7024402?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:09:26 , udn , BWF超級300德國羽球公開賽今天打完8強，台灣人馬6組出賽，僅男雙李哲輝、楊博軒擊敗日本組合闖進4強，其餘包括男單林俊... , https://udn.com/news/story/7005/7024262?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:09:30 , udn , Peach Aviation 株式會社（樂桃航空，以下簡稱：Peach）執行董事 CEO森健明表示，於11周年之際，與在... , https://udn.com/news/story/7241/7024402?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:09:47 , udn , 林右昌遭疑對基捷補助態度轉變 立委籲別換位子換腦袋 , https://udn.com/news/story/123413/7024425?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:09:57 , udn , 基隆捷運經費暴增，讓基隆市前後市長林右昌、謝國樑隔空槓上，林右昌日前回應，「沒有哪種不用付錢的啦」。不過，一份林右昌卸任... , https://udn.com/news/story/123413/7024425?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:10:18 , udn , 歐洲議會副議長：歐盟能對俄一致行動 對中也能 , https://udn.com/news/story/6809/7024418?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:10:28 , udn , 歐洲議會副議長查蘭佐娃接受中央社專訪，強調歐盟應打破目前與台灣經貿協定難以進展的現狀；而歐盟國家對中國立場分歧，她說：「... , https://udn.com/news/story/6809/7024418?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:12:22 , udn , 中化銀髮結合日本AI復能 居家服務首度跨足日照中心 , https://udn.com/news/story/7241/7024377?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:12:33 , udn , 製藥大廠中化（1701）轉投資中化銀髮事業公司深耕社區居家照護服務18年後，昨（10）日宣布在台北市成立首家日間照顧中心... , https://udn.com/news/story/7241/7024377?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:14:57 , udn , 週日氣溫驟降！火辣麻辣鍋暖暖身 使用FunNow火鍋節優惠預訂更划算 , https://udn.com/news/story/7270/7024413?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:15:07 , udn , 冷空氣來襲，中央氣象局預測，明晚起將有大陸冷氣團或強烈大陸冷氣團南下，這時候最適合吃火辣辣的麻辣鍋，紅湯下肚，一口就暖。... , https://udn.com/news/story/7270/7024413?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:17:56 , udn , 新店警聯手監理所 北宜公路攔查改裝車 2小時查24件違規 , https://udn.com/news/story/7321/7024435?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:18:07 , udn , 新北市新店警分局防制違規改裝車輛在道路上危險駕駛，本月11日在新店區北宜路2段設置稽查點，與台北區監理所聯合取締違規上路... , https://udn.com/news/story/7321/7024435?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:18:27 , udn , 中華隊迎戰荷蘭 今晚府中商圈熱血直播 , https://udn.com/news/story/7001/7024434?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:18:37 , udn , 2023世界棒球經典賽直播派對中華隊vs荷蘭隊，今日晚上6點30分將於新北府中商圈直播，現場布置300吋大螢幕、加油棒，... , https://udn.com/news/story/7001/7024434?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:20:53 , udn , 二重疏洪道路口機車行人環境大NG 新北議員要求市府改善 , https://udn.com/news/story/7323/7024449?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:20:59 , udn , 搶攻演唱會商機 業者推出憑票根享優惠 , https://udn.com/news/story/7266/7024416?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:21:04 , udn , 新北市的二重疏洪道車流龐大，但道路設計狹窄，對機車族很不友善，新北市議員鄭宇恩、鍾宏仁及李宇翔三位議員要求，市府應分短期... , https://udn.com/news/story/7323/7024449?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:21:10 , udn , 高雄今年4月前將有23場演唱會，為了留住歌迷，高雄市文化局特別在駁二規劃「夜駁二派對」，邀歌迷品嚐美食、續攤小酌，另外也... , https://udn.com/news/story/7266/7024416?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:21:24 , udn , 經典賽／中華隊勝義大利 立委陳瑩：「這是原住民的驕傲」 , https://udn.com/news/story/7001/7024447?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:21:34 , udn , 世界棒球經典賽昨晚中華隊擊敗義大利隊，3大功臣林子偉、張育成和吉力吉撈．鞏冠均是原住民子弟兵，同樣是原住民立委、台東縣棒... , https://udn.com/news/story/7001/7024447?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:21:55 , udn , YouBike2.0租借率落差大 北市議員要求檢討提高周轉率 , https://udn.com/news/story/7323/7024448?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:22:05 , udn , 台北市長蔣萬安選前拋出YouBike2.0前30分鐘免費政見，但YouBike2.0上路後，民眾經常投訴尖峰時刻只有空蕩... , https://udn.com/news/story/7323/7024448?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:22:26 , udn , 南橫梅山口落石人車管制 甲仙工務段機動邊坡清理 , https://udn.com/news/story/7266/7024445?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:22:36 , udn , 南橫公路台20臨105線14.4K處，為梅山口到天池路段，今天上午10時許，疑似邊坡落石坍方，一度阻礙道路通行，聯合新聞... , https://udn.com/news/story/7266/7024445?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:22:56 , udn , 彰化八卦山蜂蟹大爆發 半數蜂箱被入侵寄生 , https://udn.com/news/story/7325/7024443?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:23:07 , udn , 彰化縣蜂蜜產量占全國的二至三成，主要產區八卦山脈今年卻飽受「蜂蟹」肆虐，蜜蜂大量折損，原本期望今年八卦山各類果樹開花良好... , https://udn.com/news/story/7325/7024443?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:23:27 , udn , HBL／蕭豫玟、李恩芯得分等同南山全隊 淡商4連霸差1勝 , https://udn.com/news/story/8688/7024442?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:23:38 , udn , HBL甲級女子組4強總決賽今天在台北小巨蛋開打，首場比賽就由將挑戰HBL史上首次4連霸的衛冕軍淡水商工出戰南山高中，淡商... , https://udn.com/news/story/8688/7024442?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:23:54 , udn , 桌球／走出低潮重返WTT大滿貫賽 鄭怡靜盼超越自己 , https://udn.com/news/story/7005/7024316?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:24:04 , udn , WTT新加坡大滿貫賽會內賽今天開打，近期重返台灣「桌球一姐」寶座的鄭怡靜將在單打、女雙項目雙線作戰，她賽前受訪表示，期盼... , https://udn.com/news/story/7005/7024316?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:24:25 , udn , 分手後想要回生日紀念外套 竟傳性愛擷圖恐嚇前女友 , https://udn.com/news/story/7321/7024465?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:24:29 , udn , 經典賽／中華隊迎戰荷蘭 今晚府中商圈熱血直播 , https://udn.com/news/story/10785/7024434?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:24:35 , udn , 劉姓男子與曾同居的潘姓女子分手，因沒帶走他1件NBA公牛隊外套，認為外套是母親送給他的20歲生日禮物，格外具紀念價值，要... , https://udn.com/news/story/7321/7024465?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:24:55 , udn , 接棒掌國務院！李強與李克強微笑合影 也與習近平握手致意 , https://udn.com/news/story/123410/7024422?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:25:06 , udn , 李強獲2936票，3票反對，8票棄權，有效票數共2947張。國家主席習近平簽署主席令，任命李強為中華人民共和國國務院總理。李強先與習近平微笑握手致意，後走向李克強，兩人握手致意，都面帶微笑；李克強後走向習近平，兩人握手合影。 , https://udn.com/news/story/123410/7024422?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:25:26 , udn , 獨／昔線民案宣布「三退」 黃國書曝為何2024仍想扛責任 , https://udn.com/news/story/6656/7024464?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:25:37 , udn , 曾因線民案爭議承諾「三退」的台中第六選區立委黃國書，是否尋求連任備受矚目。最近台中綠營基層湧現支持黃國書參選連任的聲浪，... , https://udn.com/news/story/6656/7024464?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:25:57 , udn , 朱立倫要徵詢執政縣市長總統選舉提名意見 張善政回應 , https://udn.com/news/story/6656/7024463?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:26:07 , udn , 國民黨黨主席朱立倫日前中常會表示總統選舉提名要徵詢各方意見包括拜會執政的縣市長，桃園市長張善政今天中午受訪表示，會建議提... , https://udn.com/news/story/6656/7024463?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:26:58 , udn , 經典賽／中華隊勝義大利 立委陳瑩：這是原住民的驕傲 , https://udn.com/news/story/10785/7024447?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:29:54 , udn , 2024立委戰／綠營內戰已開打 派系競合牽動板橋三重情勢詭譎 , https://udn.com/news/story/6656/7024478?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:30:04 , udn , 民進黨中央已公告立委選舉初選時程，有意參選者須在3月20日到24日領表。雖然還未正式領表表態，但內戰已開打。民進黨內派系湧言會急欲在北部插旗，新北市黨部主委何博文有意參選立委已是公開祕密，意外牽動湧言會、正國會、蘇系、英系在板橋、三重地區的派系競合，蘇系現任立委張宏陸在板橋西區的席次成為討論標的，情勢詭譎。 , https://udn.com/news/story/6656/7024478?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:30:25 , udn , 拔河／換血成功 台灣女子隊500公斤級世錦賽摘金 , https://udn.com/news/story/7005/7024356?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:30:35 , udn , 台灣女子500公斤級代表隊今天凌晨在世界室內拔河錦標賽摘金，也是台灣在本屆賽事首金，教練郭昇說，陣中一半都是新秀，代表換... , https://udn.com/news/story/7005/7024356?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:30:56 , udn , 新冠降級卻不愛美景了？ 日本Z世代出國夢被恐懼挾持 , https://udn.com/news/story/6812/7020297?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:31:06 , udn , 日本3月8日起將新冠肺炎降級為第五類傳染病、與流行感冒同級。但不少Z世代在學時被剝奪畢業旅行、校外教學，這場疫情改變了他們的價值觀，對海外旅遊的想像，與上一輩的年輕世代截然不同。 , https://udn.com/news/story/6812/7020297?from=udn-ch1_breaknews-1-0-news
2023-03-11 12:31:26 , udn , 全球十大最美花道白河林初埤木棉花開近五成 遊客湧入 , https://udn.com/news/story/7266/7024468?from=udn-ch1_breaknews-1-0-news
