2023-03-02 00:05:31 , udn , 大葉大學機械系開發球拍拉線機控制軟體 技轉業界 , https://udn.com/news/story/6885/7002986?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:54:21 , udn , 台南市議長賄選案 檢方偵結起訴邱莉莉等10人 , https://udn.com/news/story/7314/7003882?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:54:31 , udn , 台南地檢署偵辦台南市議會正副議長賄選案，陸續向法院聲請羈押民進黨前中執委郭再欽等6人，歷經近3個月調查，認為議長邱莉莉、副議長林志展等10人涉嫌違反公職人員選舉罷免法等案件，偵查終結，提起公訴。

台南地檢署今指出，遭起訴的10人分別是議長邱莉莉、副議長林志展、民進黨前中執委郭再欽、台南市無黨團結聯盟顧問楊志強、市議員李文俊及友人黃怡萍、台南市區漁會理事長林士傑、市議員黃麗招、李鎮國及妻子高玫仙。 , https://udn.com/news/story/7314/7003882?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:54:52 , udn , 大基金二期新動作！攜手湖北國資入股長江存儲 , https://udn.com/news/story/7333/7003876?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:55:02 , udn , 「大基金二期」又有新動作，根據大陸國家市場監督管理總局旗下企業信用信息公示系統顯示，大陸記憶體晶片大廠長江存儲股東結構，... , https://udn.com/news/story/7333/7003876?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:55:23 , udn , 馮世寬：退役官兵若違國安法 停退撫給付追討退休俸 , https://udn.com/news/story/10930/7003780?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:55:25 , udn , 蘋果iPhone 15 Pro料將主打3奈米晶片 有望掀起換機潮 , https://udn.com/news/story/7098/7003846?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:55:33 , udn , 針對日媒報導，台灣退役軍官赴中賣情報，退輔會主委馮世寬今天駁斥報導內容，但表示退役官兵若違反國家安全法，仍將停止退撫給付... , https://udn.com/news/story/10930/7003780?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:55:35 , udn , 科技媒體9to5Mac報導，蘋果（Apple）預計今秋推出的新款iPhone（暫稱iPhone 15）旗艦機種，預料將採用台積電代工的3奈米製程晶片，將同時改善效能與效率，有望掀起換機潮。 , https://udn.com/news/story/7098/7003846?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:55:53 , udn , 朝野立委欲修法增加國定假日　內政部長林右昌這樣看 , https://udn.com/news/story/6656/7003872?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:55:59 , udn , 特斯拉為何讓投資人失望？新車款只是白布遮掩的示意圖 , https://udn.com/news/story/6811/7003794?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:56:04 , udn , 朝野立委提案修法增加國定假日，立法院內政委員會今天排案審查，邀請內政部長林右昌等人列席，民進黨立委莊瑞雄質詢時表示，目前... , https://udn.com/news/story/6656/7003872?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:56:09 , udn , 馬斯克大肆宣揚的「宏偉計畫」第三階段未能讓投資人感到驚艷，市場更對沒有公布新一代電動車的任何細節感到失望。這使得特斯拉股... , https://udn.com/news/story/6811/7003794?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:56:50 , udn , 影／嘉義優鮮農產行銷日本 翁章梁下周率團前進東京國際食品展 , https://udn.com/news/story/7326/7003883?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:57:01 , udn , 亞洲規模最大的日本東京國際食品展，7至10日盛大開展，嘉義縣睽違4年，在展場佈置嘉義優鮮主題館，縣長翁章梁將親率8家嘉義... , https://udn.com/news/story/7326/7003883?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:57:21 , udn , 王世堅批228只道歉一半 應以蔣家後代身分 蔣萬安回應了 , https://udn.com/news/story/7323/7003884?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:57:31 , udn , 台北市長蔣萬安首度以市長身分，為二二八道歉，不過身為受難家屬的民進黨議員王世堅認為美中不足，只有道歉一半，蔣萬安應該以蔣... , https://udn.com/news/story/7323/7003884?from=udn-ch1_breaknews-1-0-news
2023-03-02 12:59:50 , udn , 連9年上榜 亞洲大學獲2023大學辦學績效成長全台第11名 , https://udn.com/news/story/6928/7003901?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:00:00 , udn , Cheers雜誌「2023大學辦學績效卓越獎」今頒獎，亞洲大學連9年上榜，今獲「2023大學辦學績效成長」全台第11名。 , https://udn.com/news/story/6928/7003901?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:00:21 , udn , LINE Pay「女神降臨季」5招購物優惠 最高可得3,990點 , https://udn.com/news/story/7270/7003900?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:00:31 , udn , 想購物永遠有理由！3月女王節，LINE Pay推「女神降臨季」攜手飾品配件、服飾鞋包、按摩紓壓、彩妝保養及網路購物等多家... , https://udn.com/news/story/7270/7003900?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:00:52 , udn , 國健署長：加熱菸品牌「IQOS」只是4個英文字 若有違法才會處罰 , https://udn.com/news/story/7266/7003896?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:01:02 , udn , 新「菸害防制法」即將上路，意謂加熱菸在台灣將合法上市。目前市佔率最高的加熱菸品牌「IQOS」，靠著精緻外型、品牌行銷，短... , https://udn.com/news/story/7266/7003896?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:01:22 , udn , 學習階段轉換影響心理感受 南市教局問卷找答案提策略 , https://udn.com/news/story/7326/7003895?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:01:33 , udn , 台南市學生輔導諮商中心針對國中小學生心理感受問卷調查發現，國中小學生不同「學習階段」的轉換，為影響學生心理感受變化因素之... , https://udn.com/news/story/7326/7003895?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:01:53 , udn , 遠從澳洲進口高價雞蛋 徐巧芯指1關鍵超怪：台灣不能去這買？ , https://udn.com/news/story/122475/7003698?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:02:04 , udn , 受到氣溫和禽流感等因素影響，台灣近期許多民眾連蛋都買不到，農委會主委陳吉仲除了出面道歉，也承諾會從澳洲進口500萬顆雞蛋填補缺額。對此，國民黨台北市議員徐巧芯質疑，「蔡政府號稱新南向政策，可是在東南亞卻一顆蛋都買不到，必須要跟這麼遙遠的澳洲買，而且即便買了這麼貴的蛋進來，現在還是處在一個缺蛋狀態，顯得陳吉仲完全沒有能力」。 , https://udn.com/news/story/122475/7003698?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:02:24 , udn , 柯規蔣隨?社子島自救會籲撤案 蔣萬安：會持續溝通 , https://udn.com/news/story/7323/7003889?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:02:25 , udn , 台南議長賄選案起訴10人 檢還原案情批涉賄選、恐嚇手法盡出 , https://udn.com/news/story/7315/7003856?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:02:34 , udn , 台北市長蔣萬安上任已兩個多月，周六將首度由地政局召開社子島剔除徵收說明會，不過居民質疑，蔣市府仍沿用前朝柯文哲任內規畫的... , https://udn.com/news/story/7323/7003889?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:02:51 , udn , 環團屋頂光電盤查 台積電閒置綠電面積可發5300萬度電 , https://udn.com/news/story/7266/7003905?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:02:55 , udn , 選情觀察／綠營空戰圍剿林明溱   為賴主席止血 , https://udn.com/news/story/6656/7003888?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:03:01 , udn , 環團綠色和平今公布台灣四大半導體與電子業「屋頂光電潛力盤點調查」，發現台積電，廠區面積最大，但未裝設綠電的閒置面積也最多... , https://udn.com/news/story/7266/7003905?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:03:05 , udn , 南投第二選區立委補選，藍綠動員對決，只剩10個月任期的立委補選，硬是打成總統規格選戰。民進黨大力圍剿下，國民黨候選人林明... , https://udn.com/news/story/6656/7003888?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:05:50 , udn , 任文化部長首次赴立院備詢 史哲身段柔軟回答明快 , https://udn.com/news/story/6656/7003827?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:06:00 , udn , 文化部長史哲今天首次赴立法院教育及文化委員會備詢，身段柔軟，回答明快。他在中場休息時接受媒體聯訪時表示，文化預算永遠都太... , https://udn.com/news/story/6656/7003827?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:06:23 , udn , 選情觀察／綠營空戰圍剿林明溱 為賴主席止血 , https://udn.com/news/story/123408/7003888?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:07:24 , udn , 王世堅批228只道歉一半、應以蔣家後代身分 蔣萬安回應了 , https://udn.com/news/story/122701/7003884?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:11:51 , udn , 球場上的腦力風暴 宜蘭東光國中女子橄欖球隊全國賽2連霸 , https://udn.com/news/story/6885/7003939?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:12:01 , udn , 宜蘭東光國中女子橄欖球隊在2月19日到22日的第77屆全國橄欖球錦標賽，全勝奪冠，在國中女子帶式橄欖球項目2連霸。隊長陳... , https://udn.com/news/story/6885/7003939?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:12:21 , udn , 蝸居老殘窮何其多 老協南辦：貧富差距加大 民間補位不可少 , https://udn.com/news/story/7327/7003936?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:12:32 , udn , 高雄左營區68歲柯阿伯獨居在租金3千元陋室，他患有糖尿病等宿疾，行動困難，住在缺乏無障礙設施老屋，上下樓梯舉步維艱，社團... , https://udn.com/news/story/7327/7003936?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:12:52 , udn , 民調近5成對司改不滿意 8成5認檢方辦案受政治力影響 , https://udn.com/news/story/7321/7003940?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:13:03 , udn , 台灣公民人權聯盟今舉行「司法信心年度民意調查」記者會，公布對於台灣司法信心民調滿意度，對於當年總統蔡英文上任疾呼的司法改... , https://udn.com/news/story/7321/7003940?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:13:23 , udn , 台媒疑擴大日媒報導羞辱退伍軍人 馮世寬：非常可惡 , https://udn.com/news/story/6656/7003942?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:13:33 , udn , 日媒報導我退伍軍人九成曾赴大陸，經國內媒體轉載時報導成涉從事間諜活動。退輔會主委馮世寬今天在立法院表示，這就不只是挑撥，... , https://udn.com/news/story/6656/7003942?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:13:54 , udn , 彰化永靖鄉第一處日照中心揭幕 永靖從此多一「村」 , https://udn.com/news/story/7325/7003931?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:14:04 , udn , 彰化縣永靖鄉第一處日照中心今天開幕，每天可服務60名長輩，因經營日照中心的青山社會福利慈善事業基金會命名為「永福村日照中... , https://udn.com/news/story/7325/7003931?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:14:25 , udn , 全動法文化部「動起來」？史哲:絕對不會影響新聞自由 , https://udn.com/news/story/7266/7003928?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:14:35 , udn , 國防部日前公告「全民防衛動員準備法」修正草案，草案中提到，「動員準備階段」應對出版事業、廣播電視事業、網際網路平台服務提... , https://udn.com/news/story/7266/7003928?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:14:51 , udn , 獨／學測廣播聲亂入遭申訴 大考中心結果出爐卻惹眾怒 , https://udn.com/news/story/6925/7003962?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:14:56 , udn , 台南議長賄選郭再欽幕後總操盤？藍：全面追查瀘碴及光電不法利益 , https://udn.com/news/story/7315/7003922?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:15:02 , udn , 今年大學學測考場插曲頻傳，不僅學測前兩日南部高溫破30度，有考生抱怨，考場不給開電風扇，只靠窗戶「縫」通風，悶到快缺氧；... , https://udn.com/news/story/6925/7003962?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:15:06 , udn , 台南地檢署偵辦台南市議會正副議長賄選案，今天起訴邱莉莉等10人，其中民進黨前中執委郭再欽涉擔任幕後總操盤手，台南市議會國... , https://udn.com/news/story/7315/7003922?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:15:22 , udn , 苗栗縣金良興觀光磚廠首度台中辦展  再現紅磚獨特風貌 , https://udn.com/news/story/7324/7003961?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:15:32 , udn , 苗栗縣苑裡鎮金良興觀光磚廠，多年來轉型帶動台灣磚雕創作與發揚磚瓦文化工藝有成，今年首度獲邀到台中市舉辦「磚情物語-磚瓦文... , https://udn.com/news/story/7324/7003961?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:15:53 , udn , 金紙經營權惹議 桃園百年宮廟上演神像爭奪戰 , https://udn.com/news/story/7320/7003957?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:16:03 , udn , 桃園市大園區擁有百年以上歷史的竹圍福海宮配合航空城開發案遷廟，後續竟因金紙販賣問題，鬧到神像最初擁有者的後人與廟方不愉快... , https://udn.com/news/story/7320/7003957?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:16:24 , udn , AIT主席莫健退休、羅森伯格接任 外交部：感謝與歡迎 , https://udn.com/news/story/6656/7003956?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:16:34 , udn , 美國在台協會（American Institute in Taiwan, AIT）理事會今宣布AIT主席莫健大使（Jam... , https://udn.com/news/story/6656/7003956?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:16:54 , udn , 米蘭最時尚的風景！蔡依林、許光漢代言人福利新包上身 , https://udn.com/news/story/7270/7003952?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:17:05 , udn , 亞洲歌舞天后蔡依林（Jolin）是寶格麗（BVLGARI）大中華區品牌代言人，日前受邀前往米蘭時裝周出席寶格麗2023秋... , https://udn.com/news/story/7270/7003952?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:17:25 , udn , 足球／足協理事長交接 王麟祥盼推職業化、球星文化 , https://udn.com/news/story/7005/7003953?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:17:35 , udn , 中華民國足球協會在上周完成理事長補選作業後，新任理事長王麟祥將於今天下午進行交接儀式，擁有資深媒體行銷背景的王麟祥也許下... , https://udn.com/news/story/7005/7003953?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:17:42 , udn , 衛福部考慮放寬肺癌乳癌篩檢門檻 補助未婚女性凍卵 , https://udn.com/news/story/7266/7003974?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:17:52 , udn , 癌症長年蟬聯國人十大死因榜首，其中肺癌年年排名第一、乳癌則是女性癌症排名第一。不過時代力量立委王婉諭、民進黨立委高嘉瑜建... , https://udn.com/news/story/7266/7003974?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:18:13 , udn , 酒後啟動引擎、吹冷氣算酒駕？法院認沒違法幫他撤單 , https://udn.com/news/story/7321/7003975?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:18:23 , udn , 台中陳姓男子酒後在車上休息，員警以他「喝酒就不應上車發動引擎」舉發裁罰3萬7500元、吊照2年，陳不服提行政訴訟；法院查... , https://udn.com/news/story/7321/7003975?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:18:44 , udn , 幫小孩存股怎麼選？網點名狂推0050：台股存亡指標 , https://udn.com/news/story/123006/7002077?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:18:54 , udn , 有些父母會從孩子小時候開始為兒女理財存錢，一名網友打算替幼稚園、國小的兒女每月定期定額投資，「只存不賣、股息不會再投入，該選006208或00713？」，不少人支持006208，也有很多人點名推薦0050，直言「如果0050崩了，其他ETF也好不到哪去」。 , https://udn.com/news/story/123006/7002077?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:19:14 , udn , 判決書寫被告是「漢子」被指佩服加害人 新北院：僅對量刑區別做說明 , https://udn.com/news/story/7321/7003973?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:19:25 , udn , 台灣作家苦苓昨天在臉書提及，一名犯恐嚇案的男子陳正興被判定『確屬敢作敢當的男子漢大丈夫，此等血性男子，實令人欽佩，不忍對... , https://udn.com/news/story/7321/7003973?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:19:45 , udn , 19部狗受虐影片 因未受傷竟無法可罰？動保團體抗議 , https://udn.com/news/story/7470/7003971?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:19:55 , udn , 新竹縣新豐鄉一處工廠日前發生虐狗事件，熱心民眾拍下受虐的影片並檢舉，影片中犬隻慘遭暴力對待，哀號聲不斷，新竹縣家畜防治所... , https://udn.com/news/story/7470/7003971?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:20:40 , udn , 竹北市公設大體檢 自籌千萬、老舊公廁修繕列首波 , https://udn.com/news/story/7324/7003986?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:20:51 , udn , 公共設施年久失修、老舊不堪使用，新竹縣竹北市公所近日展開既有公設大體檢，正式啟動改善補救計畫，第一步針對老舊公廁進行翻修... , https://udn.com/news/story/7324/7003986?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:21:11 , udn , 批資安沒對策 藍曝唐鳳內部會議：忙著改名詞討預算 , https://udn.com/news/story/6656/7003987?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:21:22 , udn , 公部門、企業個資遭駭事件頻傳，國民黨立委賴士葆今披露數位發展部內部會議資訊指出，數位發展部部長唐鳳拿不出防止個資外洩對策... , https://udn.com/news/story/6656/7003987?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:21:42 , udn , 壯男突然右手無力竟是中風 名醫曝：謹記救命口訣 , https://udn.com/news/story/7266/7003985?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:21:52 , udn , 65歲黃姓男子有高血壓病史，平時身體健壯，也有在保養，去年六月突然右手無力，警覺可能是中風送醫，醫師發現他右側頸動脈75... , https://udn.com/news/story/7266/7003985?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:23:41 , udn , 法名廚薩沃伊享譽全球 巴黎餐廳遭降為米其林2星 , https://udn.com/news/story/6812/7003983?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:23:51 , udn , 法國名廚薩沃伊（Guy Savoy）享有全球最佳廚師之譽，美食評鑑「米其林指南」（Le Guide Michelin）多... , https://udn.com/news/story/6812/7003983?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:24:11 , udn , NBA／活塞菜鳥喊暫停被吹犯規葬送比賽 網：致敬韋伯 , https://udn.com/news/story/7002/7003932?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:24:22 , udn , 公牛隊今天在拉文（Zach LaVine）狂飆41分的帶領下，以117：115險勝活塞隊。這場比賽最大的亮點是活塞菜鳥艾維（Jaden Ivey）最後關頭的荒謬操作，他在沒有暫停的情況下還跟裁判要暫停 , https://udn.com/news/story/7002/7003932?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:24:44 , udn , 經典賽／「紅色閃電」古巴隊為何來台大採買？球員叛逃成日常 經濟危機釀出走潮 , https://udn.com/news/story/10785/7003850?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:26:31 , udn , 2023第五屆世界棒球經典賽（WBC）3月8日起在台中洲際棒球場開打，全球棒球迷引頸期盼，各隊精銳盡出，像是尋求衛冕的美國隊，堪稱陣容「史上最強」，球員清一色都來自MLB；而本次日本隊也相當有看頭，像是效力天使隊的「二刀流」球星大谷翔平、相隔14年再度參加經典賽的達比修有等等，大咖球星陣容相當豪華。 , https://udn.com/news/story/10785/7003850?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:26:42 , udn , 希臘火車對撞慘案：國債危機鐵路私有化的後遺症？ , https://udn.com/news/story/6809/7003995?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:27:08 , udn , 「這是希臘史上最嚴重的火車意外之一，也是歐債危機以來撙節開支的後遺症...」希臘當地時間2月28日午夜的火車對撞的嚴重事故，目前已知死亡人數至少43人，其中多數是學生，另有數十人受傷、50至60人尚未尋獲。希臘消防部門目前仍在事故現場進行搶救，儘管事發後當地一名車站站長被以過失殺人罪逮捕，但悲憤的希臘輿論更加關注全國存在已久的鐵路問題，包括國債危機以來導致的人力嚴重不足、基礎設施極度落後等，希臘交通部長在視察現場後引咎辭職，他直指希臘的鐵路網「存在缺陷、不符合21世紀標準」，而總理米佐塔基斯（Kyriakos Mitsotakis）也表示事故原因是「悲慘的人為錯誤」。 , https://udn.com/news/story/6809/7003995?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:27:39 , udn , 退輔會主委馮世寬支持全動法修法 否則「國恆亡」 , https://udn.com/news/story/6656/7003992?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:27:54 , udn , 針對國防部擬修訂全動法，退輔會主委馮世寬表示，他支持修訂此法，假如國家沒有這樣的準備，國恆亡，我們平時就應有充分準備，這... , https://udn.com/news/story/6656/7003992?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:29:50 , udn , 退休警涉殺人案交保  檢方抗告成功  再度羈押 , https://udn.com/news/story/7321/7004014?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:30:21 , udn , 個資法提高罰則、獨立機關化等修法 政院拚本會期送出 , https://udn.com/news/story/6656/7004010?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:30:31 , udn , 個資外洩案件頻傳，國發會今祭出三大措施防範，包括修正個資法提高罰則、設立個資保護獨立專責機關等。行政院代理發言人羅秉成今... , https://udn.com/news/story/6656/7004010?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:30:58 , udn , 民調近5成對司法改革不滿意 8成5認檢方辦案受政治力影響 , https://udn.com/news/story/7315/7003940?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:31:17 , udn , 酒後啟動引擎、吹冷氣算酒駕？ 法院認沒違法幫他撤單 , https://udn.com/news/story/7320/7003975?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:32:18 , udn , 判決書稱被告「漢子」被指佩服加害人 新北院：僅對量刑區別說明 , https://udn.com/news/story/7321/7003973?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:32:40 , udn , 考試院會通過 今年中醫師第二階段考試6/17、6/18舉行 , https://udn.com/news/story/7266/7004021?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:32:51 , udn , 今天考試院院會通過，112年第二次專門職業及技術人員高等考試醫師中醫師考試分階段考試（第二階段考試）訂於6月17日（星期... , https://udn.com/news/story/7266/7004021?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:33:11 , udn , 美國記者前進克里米亞實地採訪 烏克蘭政府宣布要查、還被打上黑名單 , https://udn.com/news/story/6809/7004022?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:33:22 , udn , 美國NBC新聞近日播出了資深國際特派記者西蒙斯（Keir Simmons）經克赤大橋前往克里米亞半島實地採訪的獨家特別報... , https://udn.com/news/story/6809/7004022?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:33:42 , udn , 美宣布F-16戰機飛彈軍售 府：萬全準備是為避戰 , https://udn.com/news/story/6656/7004019?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:33:52 , udn , 美國政府於美東時間3月1日宣布批准6.19億美元對台軍售案，包含AGM-88B、AIM-120C等2型飛彈，並進入「知會... , https://udn.com/news/story/6656/7004019?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:34:13 , udn , 退休警涉殺人案交保 檢方抗告成功再度羈押 , https://udn.com/news/story/7315/7004014?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:34:54 , udn , 酒後啟動引擎、吹冷氣遭舉發酒駕！他氣炸提訴訟法院還公道 , https://udn.com/news/story/7321/7003975?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:35:41 , udn , 台灣應材每周2天可在家上班 協助降低園區交通負載 , https://udn.com/news/story/7325/7004030?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:35:51 , udn , 台灣應材宣布，公司已開始執行「混合式上班」模式，員工每周一及周五可以留在家辦公，工程師也不用進公司，可從家中直接前往客戶... , https://udn.com/news/story/7325/7004030?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:36:12 , udn , 希臘火車對撞至少43死 舉國哀悼將追究起因 , https://udn.com/news/story/6809/7004017?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:36:22 , udn , 希臘發生兩列火車對撞出軌意外，造成至少43人死亡，舉國上下一片哀傷，總理米佐塔基斯說，事故是人為疏失所致；當時值勤的車站... , https://udn.com/news/story/6809/7004017?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:37:56 , udn , 苗栗縣金良興觀光磚廠首度台中辦展 再現紅磚獨特風貌 , https://udn.com/news/story/7324/7003961?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:38:41 , udn , 搓掉百元蔥油餅店家挨轟 疑開粉專指可能同業競爭攻擊 , https://udn.com/news/story/7328/7004047?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:38:52 , udn , 宜蘭礁溪有間蔥油餅店的老闆娘遭指控，把客人付的3張100元鈔票搓掉一張，再向客人多收100元，雖事後還錢，但影片被貼上網... , https://udn.com/news/story/7328/7004047?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:39:12 , udn , 通緝犯衝撞警車 彰化員警開槍阻止 一女受傷 , https://udn.com/news/story/7315/7004048?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:39:22 , udn , 彰化縣員林警分局員警今天上午11點多在大村鄉山腳路追緝一名陳姓通緝犯時，陳男衝撞警車，員警朝他的車子開了一槍阻止，坐在車... , https://udn.com/news/story/7315/7004048?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:39:43 , udn , 環境防災教育成果展 周春米不忘提醒：掃墓勿燒雜草 , https://udn.com/news/story/7327/7004039?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:39:53 , udn , 屏東縣環保防災勇士PK賽暨環境防災教育成果展今在縣立體育館熱鬧登場，縣長周春米致詞時不忘提醒，請小朋友回家記得跟家長們說... , https://udn.com/news/story/7327/7004039?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:41:40 , udn , 12隻吉娃娃、8隻米克斯犬待認養 竹縣周五辦抽籤認養 , https://udn.com/news/story/7324/7004062?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:41:50 , udn , 新竹縣動物保護防疫所將於明天為20隻毛小孩們舉辦抽籤認養活動，除了包括去年動保所查獲民眾不當飼養沒入的12隻吉娃娃犬，還... , https://udn.com/news/story/7324/7004062?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:44:41 , udn , 健保罕病預算36億元看得到用不到 僅1/3病友用得起藥 , https://udn.com/news/story/7266/7004069?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:44:42 , udn , NBC記者前進克里米亞實地採訪 烏克蘭政府宣布要查、還被打上黑名單 , https://udn.com/news/story/122663/7004022?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:44:51 , udn , 罕病家庭的照護壓力龐大，罕病童用藥上更是每個家長經濟上的重擔。10歲的有桐在3歲那年確診「卓飛症候群」，天氣稍冷、熱或輕... , https://udn.com/news/story/7266/7004069?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:45:11 , udn , 波波牙醫爭議延燒 衛福部研議開放民眾查醫師學歷 , https://udn.com/news/story/7266/7004071?from=udn-ch1_breaknews-1-0-news
2023-03-02 13:45:22 , udn , 衛福部近期提出「國外牙醫學歷參加醫師考試臨床實作適應訓練辦法」草案，並為明定國外學歷實習名額，引起本國學歷牙醫師擔憂，大... , https://udn.com/news/story/7266/7004071?from=udn-ch1_breaknews-1-0-news
