2023-03-04 00:29:37 , udn , 「國民黨誤導人民」蔡總統：不會讓孩子上戰場 , https://udn.com/news/story/6656/7008128?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:32:42 , udn , 嘉巿定古蹟北門驛整修施工 3月20日起阿里山小火車暫停停靠 , https://udn.com/news/story/7326/7008509?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:32:52 , udn , 阿里山林鐵及文化資產管理處編列預算2700萬元，整修嘉義市定古蹟北門驛，20日起進行施工，期間阿里山小火車暫停旅客在此上... , https://udn.com/news/story/7326/7008509?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:35:51 , udn , NBA／傳老鷹神射手可能跳出合約 今夏投入自由市場 , https://udn.com/news/story/7002/7008511?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:36:02 , udn , 根據《HoopsHype》記者斯卡托（Michael Scotto）的報導，來自塞爾維亞的老鷹射手波格丹諾維奇（Bogdan Bogdanovic），預計將會拒絕執行下一季價值1800萬美元的球員選項 , https://udn.com/news/story/7002/7008511?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:38:54 , udn , 蔣萬安首場社子島說明會破局 地政局：場地門鎖遭破壞 , https://udn.com/news/story/7323/7008517?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:39:04 , udn , 蔣萬安上任後，針對陳情不納入社子島區徵範圍民眾，上午舉辦溝通說明會，卻遭遇社子島自救會激烈抗爭，地政局上午指出，因場地門... , https://udn.com/news/story/7323/7008517?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:39:24 , udn , 全動法暫緩修法 綠委：倉促、缺乏溝通讓民代措手不及 , https://udn.com/news/story/6656/7008518?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:39:35 , udn , 國防部日前預告全民防衛動員準備法修法草案，引發管控言論自由、讓學生讓戰場等爭議，蔡英文總統昨晚在臉書批評國民黨誤導人民。... , https://udn.com/news/story/6656/7008518?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:39:55 , udn , 民眾嘆花博機械花逾3年未盛開 中市府：目前靜態展示 , https://udn.com/news/story/7325/7008516?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:40:06 , udn , 台中花博於2019年圓滿落幕，園中機械花為當時熱門裝置藝術。但有民眾發現，花博、台灣燈會結束至今，機械花未再盛開，建議市... , https://udn.com/news/story/7325/7008516?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:40:26 , udn , 小石虎來不及長大！環保局：露天燒草最重可罰10萬元 , https://udn.com/news/story/7266/7008514?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:40:36 , udn , 「石虎保育大使阿虎加油」日前在臉書粉專發文，1月18日發現定期追蹤的石虎「豆棗」肚子明顯隆起，讓團隊原本期待豆棗順利傳宗... , https://udn.com/news/story/7266/7008514?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:40:57 , udn , 驚！酒駕男騎士肖想橫跨南北高雄 警即時半途攔獲 , https://udn.com/news/story/7320/7008515?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:41:07 , udn , 高雄市鳥松區日前54歲莊姓男騎士行經中正路與長青街路口時，因變換車道未打方向燈，遭後方鳥松分駐所警員攔停盤查，莊渾身酒氣... , https://udn.com/news/story/7320/7008515?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:41:28 , udn , 男酒客涉持刀刺死女公關 遭北檢聲押 , https://udn.com/news/story/7321/7008502?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:41:38 , udn , 陳姓男子赴台北市錦州街附近酒店消費，疑因感情糾紛，涉持刀刺殺張姓酒店女公關後再自傷，張女送醫不治，陳男無大礙。台北地檢署... , https://udn.com/news/story/7321/7008502?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:41:47 , udn , 忘記取消訂房！旅館半夜來電他怒轟「被吵醒」 掀兩派論戰 , https://udn.com/news/story/7266/7008495?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:41:57 , udn , 多數人出外旅遊都會事先訂好住宿，一名網友日前抱怨凌晨12點多時，突然接被旅館打來的電話吵醒，詢問他今晚是否入住，他才驚覺自己先前忘記取消訂房，不過他也被旅館半夜致電的行為惹怒，引起網友討論... , https://udn.com/news/story/7266/7008495?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:42:18 , udn , 連假車多身障車格難求 花蓮議員胡仁順促增設勿占用 , https://udn.com/news/story/7328/7008524?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:42:28 , udn , 228連假花蓮湧入大批潮車，身心障礙者向縣議員胡仁順反映，市區找不到停車位。胡仁順發現，身障專用停車位略低於法定標準且易... , https://udn.com/news/story/7328/7008524?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:42:49 , udn , 酒駕男心虛下跪求饒 高雄警喝斥「都大人了不要這樣」 , https://udn.com/news/story/7320/7008523?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:42:59 , udn , 高雄市楠梓區日前天還沒亮，39歲吳姓男騎士直闖紅燈，警員見狀驅車尾隨，沒想到他再闖紅燈前行，警立即上前攔查並實施呼氣酒測... , https://udn.com/news/story/7320/7008523?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:43:20 , udn , 補選投票 林明溱：昨晚睡得很好、有信心 , https://udn.com/news/story/7325/7008522?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:43:30 , udn , 南投第二選區立委補選今天投開票，國民黨候選人林明溱上午到集集鎮八張社區活動中心投票，林明溱表示昨晚競選活動結束後心情輕鬆... , https://udn.com/news/story/7325/7008522?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:43:50 , udn , 經典賽／加入中華隊練球 鄧愷威還沒遇到「時差」攻擊 , https://udn.com/news/story/6999/7008521?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:44:01 , udn , 旅美投手鄧愷威今天首次加入練習，中華隊全員到期備戰經典賽，有過亞錦賽經驗的他心情上已經調整好，適應上還沒感受到「時差」攻... , https://udn.com/news/story/6999/7008521?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:44:52 , udn , 新竹市前3大遭詐騙手法出爐 警局長解密破億詐術 , https://udn.com/news/story/7320/7008519?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:45:02 , udn , 詐騙案件層出不窮，為提升民眾識詐意識，杜絕詐騙案件發生，新竹市警察局局長張素菱今天上環宇廣播電台錄製反詐騙宣導影音，說明... , https://udn.com/news/story/7320/7008519?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:47:42 , udn , 大聯盟官網列9項待破紀錄 陳鏞基單場4長打入列 , https://udn.com/news/story/7001/7008525?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:47:52 , udn , 第5屆世界棒球經典賽8日在台中點燃戰火，大聯盟官網盤點過去4屆賽事創下的紀錄，列名9項難被打破的障礙，其中包括陳鏞基的單... , https://udn.com/news/story/7001/7008525?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:50:42 , udn , 死灰復燃？尖沙咀大樓今早再有煙冒出 消防升雲梯檢查 , https://udn.com/news/story/7331/7008493?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:50:52 , udn , 尖沙咀中間道11號海員之家重建大樓今上午9時11分，大樓內再次有煙冒出，消防為避免死灰復燃，接報到場即升起雲梯尋找有煙位置，37分鐘後將煙撲熄，停止動員。 , https://udn.com/news/story/7331/7008493?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:51:13 , udn , 影／投完票展開感謝之旅 蔡培慧帶助理欣賞家鄉風景 , https://udn.com/news/story/7325/7008529?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:51:23 , udn , 民進黨南投立委補選候選人蔡培慧，今天前往鹿谷鄉永隆社區活動中心投下神聖的一票，她投完票後馬不停蹄展開感謝之旅，預計從選區... , https://udn.com/news/story/7325/7008529?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:51:44 , udn , 南投補選林明溱完成投票  質疑有監票人員用手機錄影 , https://udn.com/news/story/123408/7008528?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:51:54 , udn , 南投縣立委補選今天投票，國民黨候選人林明溱和妻子上午在在集集鎮八張社區活動中心完成投票，林明溱表示，有些投開票所疑似有不... , https://udn.com/news/story/123408/7008528?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:52:14 , udn , 影／每天三組「彎身瑜珈深呼吸」體操 甩肉迎來漂亮小腹 , https://udn.com/news/story/7266/7007294?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:52:25 , udn , 現代人愛美，有時就算控制飲食，但沒有適量的健身運動，還是可能達不到理想的身材。日本網站「beauty news tokyo」最近就分享簡易瑜珈，只要每天做三組，就能有效甩掉肚子上的贅肉。 , https://udn.com/news/story/7266/7007294?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:53:41 , udn , 同事一堆人出軌！他曝2大特徵「100％機率偷吃」網友戰翻 , https://udn.com/news/story/7272/7008512?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:53:52 , udn , 有網友分享，自己處於一個出軌率很高的產業，發現另一半如果出現以下2點幾乎可以說是「100%出軌了」，不過卻引發了網友兩派論戰。 , https://udn.com/news/story/7272/7008512?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:54:12 , udn , 南投立委補選傳有人在投票所外錄影監控 中選會回應了 , https://udn.com/news/story/6656/7008532?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:54:23 , udn , 今天是南投縣第2選區立委補選投票日，傳出有特定投票所外出現錄影監控他人投票之行為。中選會表示，無論是投票所30公尺內外，... , https://udn.com/news/story/6656/7008532?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:56:41 , udn , 賓士車切西瓜未禮讓直行機車 車頭損毀騎士受傷 , https://udn.com/news/story/7320/7008543?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:56:51 , udn , 外送員蘇姓男子昨天騎車送貨途中，遇蔡姓男子開賓士轎車左轉，不料賓士車疑轉彎車沒禮讓直行車，釀成車禍，蘇撞上賓士左車頭，騰... , https://udn.com/news/story/7320/7008543?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:57:11 , udn , Airbnb裁撤30%招聘人力 否認後續將大規模裁員 , https://udn.com/news/story/6811/7008541?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:57:22 , udn , 美國知名旅宿平台Airbnb於3日宣布，公司本周已裁撤30%招聘人員，並指預期今年仍會增加員工人數。 , https://udn.com/news/story/6811/7008541?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:57:42 , udn , 高虹安38婦女節當「館長」 邀女性朋友跳活力有氧 , https://udn.com/news/story/7324/7008536?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:57:53 , udn , 3月8日是國際婦女節，新竹市政府響應聯合國「性別平等並增強婦女和女童權能」目標，將於婦女節當天舉辦2023新竹市婦女節慶... , https://udn.com/news/story/7324/7008536?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:58:13 , udn , 離奇！ 彰化男子牽電動自行車被壓不治 死因仍待釐清 , https://udn.com/news/story/7320/7008533?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:58:23 , udn , 彰化市48歲卓姓男子，昨晚10時27分許，騎電動自行車返家，欲牽車進屋，疑因重心不穩摔倒，被電動自行車壓倒在地，直到今天... , https://udn.com/news/story/7320/7008533?from=udn-ch1_breaknews-1-0-news
2023-03-04 11:59:51 , udn , NBA／布里吉斯狂飆38分 率籃網下半場逆轉綠衫軍 , https://udn.com/news/story/7002/7008550?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:00:01 , udn , 布里吉斯（Mikal Bridges）今天面對綠衫軍再度發飆，全場奮戰43分鐘，22投13中包括4顆三分球、9罰8中，狂攻38分10籃板4助攻，率領籃網在下半場演出逆轉秀，硬是在客場以115比105扳 , https://udn.com/news/story/7002/7008550?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:00:22 , udn , 「錯的時間」預告全動法修法 綠營批國防部亂選戰 , https://udn.com/news/story/6656/7008552?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:00:32 , udn , 國防部2月21日預告將修正「全民防衛動員準備法」，近日引發多方討論及爭議，行政院表示，「全動法」修法遇到一些新狀況，產生一些不要誤解，因此草案會暫時留在國防部，由行政院召集各部會了解各種動員計畫情況，再審慎研議。教育部昨天也行文要求各校停止16歲以上學生防護團造冊上傳國防部雲端系統，以避免家長疑慮及恐慌。 , https://udn.com/news/story/6656/7008552?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:00:53 , udn , 國內第2座 蘇澳分洪道工程獲行政院54億核定 , https://udn.com/news/story/7328/7008551?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:01:03 , udn , 宜蘭「蘇澳溪分洪計畫」3月2日獲得行政院核定全額補助54億元，是繼員山子分洪道後國內第2座，將開闢長2.4公里、斷面寬1... , https://udn.com/news/story/7328/7008551?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:01:23 , udn , 陸2月新能源汽車銷量回升 比亞迪一家占比近4成 , https://udn.com/news/story/7333/7008549?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:01:34 , udn , 大陸乘用車市場信息聯席會（乘聯會）公佈2023年2月新能源乘用車廠商批發銷量快訊，其中，比亞迪地位依然無可撼動，2月銷量... , https://udn.com/news/story/7333/7008549?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:02:53 , udn , 誤遭強制戒治102日 苗栗刺青師獲刑事補償35萬 , https://udn.com/news/story/7315/7008560?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:03:03 , udn , 苗栗劉姓刺青師吸毒被命強制戒治，他抗告被駁仍不放棄再提重審才終獲撤銷，劉主張當時確診才無法接見，解隔後母親隨即來探視，苗... , https://udn.com/news/story/7315/7008560?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:03:24 , udn , 美方控中國大陸正考慮軍援俄羅斯 最初消息來源與不解密原因曝光 , https://udn.com/news/story/6811/7008561?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:03:34 , udn , 美國NBC新聞3日獨家報導，2名不願具名的知情人士透露，美方最初是從俄羅斯政府官員收集到情報，表明中國大陸正在考慮提供致... , https://udn.com/news/story/6811/7008561?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:03:54 , udn , 坐安官被查哨抓到睡覺 屏東志願役軍人遭判3月 , https://udn.com/news/story/7321/7008558?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:04:05 , udn , 一名張姓志願役軍人於去年6月凌晨在軍中擔任軍械室安全士官時，因身體疲勞精神不濟，不顧職務在身，竟趴在桌上熟睡，遭查哨人員... , https://udn.com/news/story/7321/7008558?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:04:25 , udn , 2023國際蘭展今開展 黃偉哲歡迎大家來看遍世界級蘭花 , https://udn.com/news/story/7326/7008553?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:04:36 , udn , 台灣國際蘭展今天開展，展至3月19日共17天，市長黃偉哲一早到後壁蘭花園區歡迎參觀民眾。黃偉哲表示，經歷長久籌備，今天終... , https://udn.com/news/story/7326/7008553?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:06:57 , udn , 經典賽／大聯盟官網列9項待破紀錄 陳鏞基單場4長打入列 , https://udn.com/news/story/10785/7008525?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:08:52 , udn , 早餐店休業公告滿滿祝福留言 「連警察先生也來了」 , https://udn.com/news/story/7325/7008572?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:09:02 , udn , 台北市網友在「路上觀察學院」臉書社團PO出一張早餐店休業公告，因早餐店老闆受傷需要休養，公告上滿滿客人留言祝他早日康復，... , https://udn.com/news/story/7325/7008572?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:09:23 , udn , 追悼辜寬敏 台灣制憲基金會規劃4月辦大型追思會 , https://udn.com/news/story/6656/7008545?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:09:33 , udn , 台灣制憲基金會董事長、總統府資政辜寬敏2月27日辭世，原定開放至5日的追思會場將展延至8日。基金會執行長林宜正今天表示，... , https://udn.com/news/story/6656/7008545?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:09:54 , udn , 新北鶯歌男騎士自撞電桿  送醫不治肇因待查 , https://udn.com/news/story/7320/7008569?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:10:04 , udn , 新北市鶯歌區林姓男子，今天清晨騎乘機車，行經八德路近31號前，突然失控自撞一旁電線桿，導致機車車頭全毀，林男拋摔落地當場... , https://udn.com/news/story/7320/7008569?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:10:25 , udn , 南投立委補選／蔡培慧投票秀「她」送的祈福小物 , https://udn.com/news/story/123408/7008567?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:10:35 , udn , 南投立委補選今投票，民進黨候選人蔡培慧現身鹿谷鄉茶席文化館投開票所，她秀出胸前的紫南宮土地公玉墜說，立委林靜儀昨晚送給她... , https://udn.com/news/story/123408/7008567?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:11:42 , udn , 10年未見火燒致死案例 苗栗石虎母子疑因山林野火失散 , https://udn.com/news/story/7470/7008586?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:11:52 , udn , 南投縣最近發生疑似民眾燒雜草，導致兩隻出生不久的石虎寶寶被大火活活燒死，引起保育團體關切。苗栗縣石虎數量經調查居全國之冠... , https://udn.com/news/story/7470/7008586?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:12:12 , udn , 台大資遣教師為何創新高？ 1年砍5人 醫學院就占了2人 , https://udn.com/news/story/6928/7008581?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:12:23 , udn , 台灣大學2021年資遣5名專任教師，人數創新高，有些正在跟教育部提訴願。台大每年平均約有3名教師因升等不成而提出訴願。台大資深教授表示，以前在台大任教，升等沒過很不光榮，都默不吭聲，但是現在這個時代鼓勵興訟，有曾在台大任教的老師指出，台大要成為世界一流大學，建立嚴格淘汰機制非常重要且關鍵。 , https://udn.com/news/story/6928/7008581?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:12:43 , udn , 「驚蟄」報到！ 命理師：3生肖「運勢超強」屬羊正偏財都有 , https://udn.com/news/story/7268/7008548?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:12:54 , udn , 3/6(一)驚蟄來報到，氣溫將逐漸回暖，春雷乍動後萬物將萌生，有三個生肖在驚蟄期間運勢也將回暖。國際天星風水命理專家邱彥龍指出，屬龍者這段期間特別容易賺到錢或是因為婚姻關係給自己帶來財富，屬兔的人則要懂得把握這段期間可能有加薪的機會，屬羊的朋友，驚蟄期間則是貴人運特別好，容易有突出的表現。 , https://udn.com/news/story/7268/7008548?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:14:43 , udn , 經典賽／大谷翔平會合日本隊與舊識嬉戲 遇生面孔先問：你幾歲？ , https://udn.com/news/story/10785/7008563?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:14:54 , udn , 大谷翔平3日搭機前往名古屋和日本隊會合，球隊與中日龍隊進行熱身賽，雖然他還在調整時差並未出賽，但當播報員念出他名字時，立刻引來場邊球迷的歡呼。

今年日本國家隊有不少新面孔，大谷翔平透露自己第一句 , https://udn.com/news/story/10785/7008563?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:16:45 , udn , 南投立委補選今投票 好天氣助長投票率 , https://udn.com/news/story/123408/7008575?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:16:55 , udn , 南投第二選區立委補選今天投開票，國民兩黨主席昨晚均到場力挺自家候選人。民進黨南投立委補選候選人蔡培慧，與國民黨候選人林明... , https://udn.com/news/story/123408/7008575?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:17:51 , udn , NBA／布克、杜蘭特合砍55分 太陽客場痛宰公牛 , https://udn.com/news/story/7002/7008595?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:18:02 , udn , 布克（Devin Booker）攻下35分6助攻5籃板，杜蘭特（Kevin Durant）10投7中獲得20分9籃板6助攻，加上奧柯吉（Josh Okogie）貢獻25分，太陽雖然上半場打完陷入落後局 , https://udn.com/news/story/7002/7008595?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:18:22 , udn , 耗資5億基隆田徑場改建重發包 3月下旬動工明年底完工 , https://udn.com/news/story/7328/7008597?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:18:32 , udn , 使用40多年的基隆市立田徑場，因老舊市府拆除重建，市府與舊得標商終止契約後辦理點交結算，新得標廠商已辦理開工前置作業，最... , https://udn.com/news/story/7328/7008597?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:18:53 , udn , 配合安坑輕軌營運時間 3月6日起接駁公車調整發車時間 , https://udn.com/news/story/7266/7008596?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:19:03 , udn , 配合安坑輕軌自3月6日起調整全日營運，新北市交通局表示，安坑1線等5條接駁公車同步調整發車班次，並維持免費搭乘至試營運最... , https://udn.com/news/story/7266/7008596?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:20:51 , udn , 機車後載工業電扇違規超載 經警攔檢男酒駕栽跟頭 , https://udn.com/news/story/7321/7008599?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:21:01 , udn , 60歲的胡姓男子在機車後座綑綁工業用電風扇，後座機車扇葉甚至高於肩部，明顯違規超載，昨行經台南北區北門路段時遭台南市警五... , https://udn.com/news/story/7321/7008599?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:21:18 , udn , NBA／布里吉斯狂飆38分 籃網演28分逆轉秀氣走綠衫軍 , https://udn.com/news/story/7002/7008550?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:23:53 , udn , 房貸補貼限850萬以下中產戶 邱臣遠批政府鼓勵單身 , https://udn.com/news/story/7238/7008614?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:24:03 , udn , 內政部為降低貸款族負擔，近期提出「中產以下自用住宅貸款戶支持方案」，預計動用特別預算165億元，一次性補助55萬戶各3萬... , https://udn.com/news/story/7238/7008614?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:24:23 , udn , 不是清冠藥包 19歲男為小女友買轎車當小蜜蜂 下場慘了 , https://udn.com/news/story/7315/7008601?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:24:34 , udn , 台中市19歲李姓男子剛從畢業，為了幫女友買轎車做為生日禮物，疑被販毒集團吸收成藥頭，並當起俗稱「小蜜蜂」的毒品送貨員涉嫌... , https://udn.com/news/story/7315/7008601?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:26:55 , udn , 經典賽／大谷與日本隊與舊識嬉戲 遇生面孔先問：你幾歲？ , https://udn.com/news/story/10785/7008563?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:26:56 , udn , 疫後出國如何熬過長途飛行 空服員分享脫鞋、進食、孩子哭鬧心法 , https://udn.com/news/story/6812/7004426?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:27:07 , udn , 新冠疫情逐漸退去，許多人迫不及待出國旅行，但很久沒搭長途班機，難免令人感到畏懼。一名資深空服員透露熬過長途飛行的個人秘訣，並回答一些大家最想知道的問題，例如：預訂座位時哪些是最佳位子、登上過夜班機前是否最好先用餐、機上脫鞋是否不妥、幼兒哭鬧時家長該如何安撫？

CNN報導，梅傑（Kris Major）是擁有24年經驗的英國空服員，有著短程與14小時超長程飛行的工作經歷，航班之間短暫過夜住宿的經驗豐富，也是在3萬英呎高空補眠充電的專家。 , https://udn.com/news/story/6812/7004426?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:27:27 , udn , 超便民！台南新生兒出生可一併申請育兒津貼托育補助 , https://udn.com/news/story/7326/7008619?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:27:37 , udn , 南市社會局與民政局跨局合作，各戶政事務所貼心提供單一窗口受理服務，今年2月1日起市民到戶政事務所進行新生兒出生登記時，即... , https://udn.com/news/story/7326/7008619?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:27:58 , udn , 兩天沒出現 侯友宜今自曝行程 , https://udn.com/news/story/7323/7008618?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:28:08 , udn , 新北市長侯友宜今天上午參加社團法人新北市護理師護士公會第18屆第1次會員代表大會，由於他前連續兩天沒出現，侯友宜表示其實... , https://udn.com/news/story/7323/7008618?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:28:29 , udn , 南投縣長許淑華完成立委補選投票  呼籲選民踴躍投票 , https://udn.com/news/story/6656/7008617?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:28:39 , udn , 南投縣立委第2選舉區補選今天投開票，南投縣長許淑華上午10時到南投市三玄宮投開票所投票，投票前燒香祝禱，祈求選舉開票過程... , https://udn.com/news/story/6656/7008617?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:29:00 , udn , 1次遇詐仍得不到教訓 男子再落投資陷阱險再受騙 , https://udn.com/news/story/7320/7008615?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:29:10 , udn , 61歲李姓男子去年落入投資股票詐騙圈套，被騙15萬元，不料，3天前他又遇「領取飆股」的詐騙手法，到銀行執意匯款，幸行員聯... , https://udn.com/news/story/7320/7008615?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:30:28 , udn , 新北鶯歌男騎士自撞電桿 送醫不治肇因待查 , https://udn.com/news/story/7320/7008569?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:30:51 , udn , 連兩天沒現身 侯友宜今自曝行程 , https://udn.com/news/story/7323/7008618?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:31:32 , udn , NBA／布克、杜蘭特合砍55分 太陽末節爆發痛宰公牛 , https://udn.com/news/story/7002/7008595?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:32:51 , udn , 杜拜網賽／約克維奇輸給梅德維夫 今年20連勝寫句點 , https://udn.com/news/story/7005/7008251?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:33:01 , udn , 塞爾維亞網球名將喬科維奇今天在杜拜錦標賽（Dubai Championships）男單準決賽輸給俄羅斯網球好手梅迪維夫，... , https://udn.com/news/story/7005/7008251?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:33:14 , udn , 大谷翔平3日搭機前往名古屋和日本隊會合，球隊與中日龍隊進行熱身賽，雖然他還在調整時差並未出賽，但當播報員念出他名字時，立刻引來場邊球迷的歡呼。

#大谷翔平 選手、#ヌートバー 選手がチームに合流 , https://udn.com/news/story/10785/7008563?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:35:53 , udn , 網球／約克維奇爭取破例入境美國參賽 美國球界相挺 , https://udn.com/news/story/7005/7008482?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:36:03 , udn , 網球名將喬科維奇未接種COVID-19疫苗遭美國拒絕入境，目前正爭取入境參加世界職業網球協會（ATP）賽事。美國網球協會... , https://udn.com/news/story/7005/7008482?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:36:24 , udn , 陳其邁明天出訪日本  駐日代表處將安排拜會行程 , https://udn.com/news/story/7327/7008631?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:36:34 , udn , 高雄市長陳其邁明天將率團赴日參訪，此行以參加東京食品展為主，不過也安排熊本及福岡兩地參訪，並接受代表處安排與日本政商人士... , https://udn.com/news/story/7327/7008631?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:36:55 , udn , 南投補選發現密錄器？ 綠營：特定陣營有如威權特務 , https://udn.com/news/story/123408/7008630?from=udn-ch1_breaknews-1-0-news
2023-03-04 12:37:05 , udn , 南投第二選區立委補選今天投票，民進黨候選人蔡培慧陣營表示，投票現場發現多個密錄器，並有疑似特定陣營假裝「全民監票行動聯盟... , https://udn.com/news/story/123408/7008630?from=udn-ch1_breaknews-1-0-news
