2023-02-26 00:26:31 , udn , 殺破狼周運勢／白羊感情有關鍵進展 獅子脫離不友善職場 , https://udn.com/news/story/7268/6985016?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:29:52 , udn , 學甲88槍擊案押解回台第一晚 洪政軍、孔祥志心境曝 , https://udn.com/news/story/7315/6996169?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:30:02 , udn , 台南學甲88槍擊案主嫌洪政軍及槍手孔祥志犯後偷渡到大陸，昨遭押解回台，台南檢警上午偵訊中，洪、孔向幹員說「還是台灣好」，... , https://udn.com/news/story/7315/6996169?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:30:23 , udn , NBA／太陽第15人扶正溫萊特 布克：他是球隊重視的拼圖 , https://udn.com/news/story/7002/6996165?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:30:33 , udn , 《Bleacher Report》記者海恩斯（Chris Haynes）先前曾爆料尼克隊老將羅斯（Derrick Rose）可能會買斷合約，而太陽將有意爭取他的加盟。不過後續有消息指出，羅斯本人並不尋 , https://udn.com/news/story/7002/6996165?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:30:53 , udn , 台南88槍兩嫌遣返對岸釋出善意 兩岸共打有機會回溫？ , https://udn.com/news/story/7266/6996168?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:31:04 , udn , 兩岸共同打擊犯罪及司法互助協議機制，過去曾在台陸雙方良好互動下合作，多次破獲重大刑案及遣返逃陸重犯；不過近年來民進黨執政後，受到政治氛圍影響，過去的兩岸警政高層互訪停止，遣返罪犯人數也跌入低點。日前大陸公安主動發文，25日遣返台南學甲88槍擊案兩主嫌「紅龜仔」洪政軍、槍手孔祥志兩人，警界私下指出，這次可視為大陸釋放善意。而如今大陸在內的各國疫情陸續解封，兩岸的打擊犯罪互動是否有機會回溫呢？ , https://udn.com/news/story/7266/6996168?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:32:50 , udn , 免筆試！ 台大學士後護理系招生 只需書審和面試 , https://udn.com/news/story/6939/6996174?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:33:00 , udn , 經濟不景氣，新人起薪低，後悔讀錯科系想轉職，想參加國考卻發現有種種門檻？台灣大學醫學院開辦學士後護理學系，在校可取得10... , https://udn.com/news/story/6939/6996174?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:35:51 , udn , 上班4小時其它時間玩手機  他月領3萬想離職：沒年終、沒三節 , https://udn.com/news/story/7269/6996116?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:36:01 , udn , 薪水高低取決於個人能力，有一名男網友目前月領三萬多，但沒有年終、三節獎金，本身也沒有專業技能，形容工作時「一天上工頂多三至四小時，其他時間都在玩手機」，因此詢問網友是否該離職，許多人紛紛檢討原PO「先問問自己要不要努力」。 , https://udn.com/news/story/7269/6996116?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:36:22 , udn , 新北市消防局長黃德清爆婚外情「影響巿府形象」下台   副局長李清安上任 , https://udn.com/news/story/7323/6996164?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:36:52 , udn , 謝衣鳳：鄭文燦讓蛋蛋危機越演越烈 大內宣做法要改變 , https://udn.com/news/story/122475/6996173?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:37:02 , udn , 針對近日的缺蛋危機，國民黨立法院黨團書記長謝衣鳳今天表示，這一次陳建仁內閣的蛋蛋危機為什麼越演越烈， 就是號稱地下院長的... , https://udn.com/news/story/122475/6996173?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:38:51 , udn , 高雄男超商順手牽羊偷背包遭活逮 歸還財物辯：我沒偷 , https://udn.com/news/story/7320/6996179?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:39:02 , udn , 劉姓婦人到高雄一家超商購物，疏忽將背包放休息區座位，引起郭姓男子覬覦，搜刮1200元和2000元禮券藏身，拿背包欲離開，... , https://udn.com/news/story/7320/6996179?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:39:22 , udn , 台鐵頻傳落軌「為何不學捷運裝月台門？」 內行人曝2關鍵原因 , https://udn.com/news/story/120911/6996146?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:39:33 , udn , 台鐵頻頻傳出不明原因落軌意外，像是民眾不幸被剛好開過去的火車撞擊，導致當場輾壓死亡。然而，一名網友在網路上發文，好奇詢問大家「為何站數跟載客量比捷運、高鐵更多的台鐵，卻沒有普及設置月台門？」貼文曝光後也掀起討論，有內行人點出兩大關鍵原因。 , https://udn.com/news/story/120911/6996146?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:39:53 , udn , 杜拜女網／「下次拿冠軍」 詹家姊妹奪亞軍但收到球后勉勵 , https://udn.com/news/story/7005/6996175?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:40:03 , udn , 我國女雙姊妹檔詹詠然和詹皓晴，台灣時間昨天深夜在杜拜女網賽決賽登場，姊妹倆和俄羅斯組合庫德梅托娃（Veronika Ku... , https://udn.com/news/story/7005/6996175?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:41:50 , udn , 莫斯科控華府施壓 意圖破壞俄非峰會 , https://udn.com/news/story/6809/6996181?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:42:00 , udn , 俄羅斯塔斯社（TASS）引述俄國副外交部長表示，美國向非洲國家「施以空前壓力」，意圖破壞計劃中的俄非峰會。 , https://udn.com/news/story/6809/6996181?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:42:20 , udn , 失智八旬婦買菜迷途3小時 鞋子上一張布條看到女兒孝心 , https://udn.com/news/story/7320/6996182?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:42:31 , udn , 台中市八旬王姓婦人日前出門買菜後，迷途3個多小時，因手腳顫抖、臉色發白被民眾發現，通知到場，警方見婦人疑患有失智症，無法... , https://udn.com/news/story/7320/6996182?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:44:50 , udn , 他在動物園掉手機拍到「羊駝視角」珍貴影像！網驚：喉嚨口清晰到像看內視鏡 , https://udn.com/news/story/7470/6996176?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:45:00 , udn , 手機遭殃卻意外拍到珍貴視角！一名男子逛動物園不慎把手機掉進柵欄內，受到一隻羊駝的關注，回家後意外發現拍到有趣罕見的畫面。 , https://udn.com/news/story/7470/6996176?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:47:50 , udn , 800種珍貴玫瑰品種爭豔 台北玫瑰展3月1日浪漫登場 , https://udn.com/news/story/7323/6996191?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:48:00 , udn , 北市「花IN台北」系列的2023台北玫瑰展，即將在3月1日登場，台北玫瑰園內有超過800種珍貴的玫瑰品種，供民眾盡情欣賞... , https://udn.com/news/story/7323/6996191?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:48:21 , udn , 【重磅快評】賴洗白務實台獨 蔡確立黨內歷史地位 , https://udn.com/news/story/6656/6996190?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:48:31 , udn , 作為蔡英文公開確認的「適合的總統接班人」，賴清德言必尊蔡。最近更傳出賴陣營擬將蔡英文的「四個堅持」納入民進黨黨綱，化解美... , https://udn.com/news/story/6656/6996190?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:50:50 , udn , 酷似韓星宋慧喬 大陸高顏值女飛行員成全國人大代表 , https://udn.com/news/story/7332/6996167?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:51:00 , udn , 解放軍第75集團軍某空突旅直-20女飛行員徐楓燦因其高顏值受到關注，更被認為酷似韓星宋慧喬。據央視軍事周六（25日）消息，新一屆全國人大代表名單公佈，徐楓燦首次進入解放軍和武警部隊代表團。 , https://udn.com/news/story/7332/6996167?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:51:21 , udn , 「石不能言最可人！」國小校長愛畫石 隨物賦形栩栩如生 , https://udn.com/news/story/6898/6996197?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:51:31 , udn , 高雄市愛國國小校長室裡擺了許多奇趣石頭，校長歐陽國榮愛畫石，許多不起眼的石頭，經過巧手被賦予新的生命。「石不能言最可人！... , https://udn.com/news/story/6898/6996197?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:51:51 , udn , 大廈居民晾衣架「生曬臘肉」 下層住戶衣服沾肉汁醬油極崩潰 , https://udn.com/news/story/6810/6996187?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:52:02 , udn , 屋外晾曬衣物既要防下雨打濕，還要防樓上住戶的肉汁？新加坡1名男子發現樓上鄰居竟然在晾衣架上曬臘肉，而自己剛洗好、正在晾曬的衣物被沾滿了生肉汁與醬油，他即時火冒三丈，發文抱怨，並向相關部門投訴，最終該名鄰居收回臘肉。有另一名居民向當地傳媒大呻，難理解對方曬還曬，為何要在大家晾衫的地方曬，炮轟肉汁弄髒大家的衣物。 , https://udn.com/news/story/6810/6996187?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:52:22 , udn , 國際少年運動會長來台 花蓮爭取辦2026年賽事 , https://udn.com/news/story/7005/6996180?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:52:33 , udn , 曾在台灣兩度舉辦的國際少年運動會，其榮譽會長瑞許（TorstenRasch）一行人應體育署之邀來台灣進行6天參訪，花蓮縣... , https://udn.com/news/story/7005/6996180?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:52:53 , udn , 台南落實轉型正義 校園去除「中正」等字樣威權象徵 , https://udn.com/news/story/6656/6996195?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:53:03 , udn , 台南市政府因應時代變遷，將把舊有「中正堂」、「中山堂」改為當地居民聚會所在的名稱，教育局今天表示，市長黃偉哲上任後，已在... , https://udn.com/news/story/6656/6996195?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:54:24 , udn , 影／新北消防局長爆外遇請辭 侯友宜今南投補選親口證實 , https://udn.com/news/story/6656/6996188?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:54:35 , udn , 新北市消防局長黃德清今遭爆料婚外情長達6年，自覺損及市府形象，已向市長侯友宜請辭獲准。侯友宜今到南投陪同國民黨立委補選候... , https://udn.com/news/story/6656/6996188?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:56:50 , udn , 台南88槍擊案主嫌在陸被押解回台 趙少康：民進黨應良性交流 , https://udn.com/news/story/123142/6996206?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:57:00 , udn , 台南學甲88槍擊案兩主嫌在大陸落網，自廈門被押解回台。中廣董事長趙少康說，這可以看成是大陸方面釋出的善意，繼續執行兩岸共... , https://udn.com/news/story/123142/6996206?from=udn-ch1_breaknews-1-0-news
2023-02-26 11:59:49 , udn , NBA／新秀中鋒寫紀錄助黃蜂連勝 熱火苦吞4連敗 , https://udn.com/news/story/7002/6996207?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:00:00 , udn , 熱火為了填補禁區戰力從買斷市場順利搶下老將勒夫（Kevin Love），然而今天作客夏洛特面對新秀中鋒威廉斯（Mark Williams）的禁區肆虐，卻是毫無招架之力。

威廉斯上場29分鐘，12 , https://udn.com/news/story/7002/6996207?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:00:20 , udn , 首位參加雪梨同志大遊行的澳洲在任總理 艾班尼斯創造歷史 , https://udn.com/news/story/6809/6996208?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:00:30 , udn , 澳洲總理艾班尼斯(Anthony Albanese)25日參加雪梨同性戀狂歡節 (Mardi Gras) 遊行，成為澳洲... , https://udn.com/news/story/6809/6996208?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:02:51 , udn , 國1彰化段上午塞翻了 溪州南下路段發生事故 , https://udn.com/news/story/7266/6996212?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:03:01 , udn , 228連假第2天，國道1號中部彰化、台中等南下路段上午就開始塞車，國道3隊表示，除了彰化南下溪州路段一起事故，其他壅塞路... , https://udn.com/news/story/7266/6996212?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:03:21 , udn , 春雷一響萬蟲出沒 業者收錢噴藥防蟲 沒執照最高罰15萬元 , https://udn.com/news/story/7266/6996214?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:03:32 , udn , 24節氣「驚蟄」3月6日即將到來，也是春雷一響萬蟲出沒的季節，不少人清理居家環境，會購買殺蟲劑或是找相關業者噴灑藥物，避... , https://udn.com/news/story/7266/6996214?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:03:52 , udn , 影／運將忘拔鑰匙 桃園男偷計程車2小時辯：我不知道 , https://udn.com/news/story/7320/6996211?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:04:02 , udn , 桃園市桃園區昨發生計程車竊案，李姓男子趁司機下車購物空檔，當街將鑰匙未拔的車輛開走，在外閒晃2小時後，被獲報趕到的警方攔... , https://udn.com/news/story/7320/6996211?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:04:53 , udn , 影／新北消防局長爆外遇請辭 侯友宜今南投輔選親口證實 , https://udn.com/news/story/6656/6996188?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:04:55 , udn , 免筆試！台大學士後護理系招生 只需書審和面試 , https://udn.com/news/story/6928/6996174?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:05:50 , udn , 日本北海道規模6.0地震 氣象廳籲留意雪崩等 , https://udn.com/news/story/6809/6996193?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:06:01 , udn , 日本北海道2月25日晚間發生規模6.0地震，北海道多數地方都被觀測到搖晃。日本氣象廳表示，未來一週左右仍可能出現跟這次搖... , https://udn.com/news/story/6809/6996193?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:06:21 , udn , 影／228連假 麗寶渡假區預估20萬人潮比去年同期成長5到6成 , https://udn.com/news/story/7325/6996218?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:06:31 , udn , 今天是228連假的第二天，麗寶樂園早上已出現人潮，有父母帶小孩到樂園過生日，業者預估，4天連假，麗寶樂園渡假區將有20萬... , https://udn.com/news/story/7325/6996218?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:08:50 , udn , 烏克蘭砲火聲中儲備電力 讓民眾寒冬有暖氣可用 , https://udn.com/news/story/122663/6996219?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:09:00 , udn , 烏克蘭能源部長今天表示，俄羅斯砲轟造成多個月的電力中斷後，烏克蘭如今已儲備了一些電力，如果沒有新的空襲行動，烏方將不打算... , https://udn.com/news/story/122663/6996219?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:09:21 , udn , 土耳其強震震出建築問題 調查擴大184人被捕 , https://udn.com/news/story/6809/6996192?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:09:31 , udn , 土耳其許多民眾對建築政策腐敗益感不滿之際，當局繼續擴大針對6日強震的調查範圍。1位部長今天表示，已有184人因涉嫌要為建... , https://udn.com/news/story/6809/6996192?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:09:52 , udn , 台中爸媽離家丟下3兄弟沒給吃 警察帶去鴨肉麵線店無限取餐 , https://udn.com/news/story/7320/6996225?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:09:56 , udn , 旅美死亡的大熊貓「樂樂」初判心臟病變 「丫丫」可望返陸 , https://udn.com/news/story/6811/6996184?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:10:02 , udn , 台中市一名高二學生，因家裡發生變故，爸媽一時都離家，致他和兩個尚讀國中、國小的3兄弟無人照應，連吃飯都有問題。高中生的同... , https://udn.com/news/story/7320/6996225?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:10:07 , udn , 今年二月初在美國孟菲斯動物園死亡的大熊貓「樂樂」，經中美專家屍檢後初步判定是心臟病變導致。至於另一隻大熊貓「丫丫」的健康... , https://udn.com/news/story/6811/6996184?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:11:50 , udn , 不斷更新／228連假第2天國道一早就「紫爆」 北中南都驚見大型停車場 , https://udn.com/news/story/7266/6996038?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:12:00 , udn , （11:40更新） , https://udn.com/news/story/7266/6996038?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:12:35 , udn , （11:10更新） , https://udn.com/news/story/7266/6996038?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:13:21 , udn , 馬戲結合國樂、郭雪湖名畫 「魔幻時空大稻埕」首演 , https://udn.com/news/story/7266/6996226?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:13:32 , udn , 大稻埕往日風華，如何透過國樂和馬戲重現舞台？台灣國樂團作品「魔幻時空大稻埕」，導演黎煥雄和指揮江靖波攜手，聯合前太陽馬戲... , https://udn.com/news/story/7266/6996226?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:14:51 , udn , 新竹、台南「哪兼具工作與生活？」 過來人給答案：這裡完勝 , https://udn.com/news/story/120912/6996186?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:15:01 , udn , 每個人對於選擇居住位置的理想條件都不同，有些人希望在生活機能發達的鬧區，也有人偏好悠閒寧靜的地方。一名網友在網路上發文，好奇詢問大家「若是工作與生活兩者兼具，新竹跟台南哪個品質高？」貼文曝光後也掀起討論，多數過來人都推薦台南。 , https://udn.com/news/story/120912/6996186?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:17:51 , udn , 民進黨批黃德清下台是保護侯友宜 藍營認為太政治化 , https://udn.com/news/story/6656/6996251?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:18:01 , udn , 新北市消防局長黃德清傳出疑似婚外情，已主動請辭下台。新北市民進黨團總召鄭宇恩認為，從黃德清下台可以看出他就是怕影響新北市... , https://udn.com/news/story/6656/6996251?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:18:22 , udn , 南投立委補選 民進黨批林明溱要選務人員發抹黑文宣 , https://udn.com/news/story/6656/6996249?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:18:25 , udn , 降低加油時吸入有害物質的風險 北市環保局教你這樣做 , https://udn.com/news/story/7241/6996203?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:18:32 , udn , 南投第二選區立委補選白熱化，國民黨參選人林明溱被爆出疑似違法要求選務人員發抹黑文宣，但今稱不知情。民進黨副秘書長黃建嘉說... , https://udn.com/news/story/6656/6996249?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:18:35 , udn , 228連假，不少民眾規劃開車出遊，上路前都有加油的需求。台北市環保局提醒市民朋友加油時養成「加油跳停就好，停3秒再抽油槍... , https://udn.com/news/story/7241/6996203?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:18:52 , udn , 連假次日出遊「早鳥」車潮再現 屏東警估南下車流高峰午後緩解 , https://udn.com/news/story/7266/6996243?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:19:03 , udn , 228連假次日，往返屏東墾丁和台東的台1線枋寮路段，昨日南下路段出現大車流量，單日超過4萬輛車次，警方今上午8點51分開... , https://udn.com/news/story/7266/6996243?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:20:50 , udn , 影／台中熟女開BMW被親屁股 警追出肇事者她寫卡片致謝 , https://udn.com/news/story/7320/6996256?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:21:01 , udn , 台中市楊姓女子月初駕駛BMW行經東區，遭後方轎車駕駛撞車尾，雙方下車查看，男子以「趕上班」為由，離開現場。警方查出是六旬... , https://udn.com/news/story/7320/6996256?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:21:21 , udn , 連假不平靜…桃園龜山民宅起火 15歲少年無生命跡象送醫 , https://udn.com/news/story/7320/6996255?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:21:32 , udn , 桃園市龜山區一處民宅一樓今上午發生火警，消防隊到場發現3人受困，先以雲梯車救出4樓1男1女，待火勢控制後消防員再入內搜救... , https://udn.com/news/story/7320/6996255?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:23:51 , udn , 17年黃德清終下台 基層貶過於褒...卻讚「這件事」 , https://udn.com/news/story/7320/6996263?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:23:56 , udn , 春雷一響萬蟲出沒 業者沒執照就收錢噴藥防蟲最高罰15萬元 , https://udn.com/news/story/7266/6996214?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:24:02 , udn , 新北市消防局長黃德清，今天遭CTWANT爆料跟電子廠老闆（化名A女）外遇6年，A女想結束這段婚外情，黃德清短短兩周內狂打... , https://udn.com/news/story/7320/6996263?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:24:22 , udn , 桃園女童接種兩劑BNT心肌炎亡 救濟金額350萬為兒童案最高 , https://udn.com/news/story/7314/6996261?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:24:33 , udn , 衛生福利部預防接種受害救濟審議小組（VICP）公布最新會議紀錄及最新受害救濟名單，出現5至11歲兒童救濟的最高金額，因接... , https://udn.com/news/story/7314/6996261?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:24:53 , udn , 美通膨數據高於預期 法人：留意228假期國際股市 , https://udn.com/news/story/6811/6996223?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:25:04 , udn , 美國通膨指標、1月個人消費支出（PCE）物價指數上揚，核心PCE增幅高於預期，造成美股下挫，因台股在228連假後開盤，法... , https://udn.com/news/story/6811/6996223?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:26:51 , udn , 日本逃亡網紅當選議員 從未踏進議場卻爽領百萬乾薪 , https://udn.com/news/story/6812/6995445?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:27:02 , udn , 從潮牌店、演藝經紀到從政，別名GASHI的日本參議員東谷義和去年7月當選至今未曾踏進議場，因為他覺得被警察盯上，一直躲在國外，寫下日本憲政史上一頁不名譽紀錄。東谷用爆料更多醜聞為政見選上國會議員，顯見日本部分國民對政治的失望。 , https://udn.com/news/story/6812/6995445?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:27:22 , udn , 竹東星巴克3月1日開幕！用這張卡連續31天享第2杯半價 , https://udn.com/news/story/7270/6996264?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:27:32 , udn , 連鎖咖啡店星巴克看好新竹縣竹東鎮商機，竹東杞林門市預定於3月1日上午9點正式開幕，並推出系列優惠活動。3月1日至7日連續... , https://udn.com/news/story/7270/6996264?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:27:53 , udn , 從培育到選品 植人打造宅栽園地 , https://udn.com/news/story/7266/6996053?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:28:03 , udn , 宅栽的大本營位在埔里田間的隱密處，園主陳兆倫從臺北到南投創業，會踏入園藝產業的契機，其實是前一份創業失敗的慘痛經驗。 , https://udn.com/news/story/7266/6996053?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:29:51 , udn , 立院3月1日報告蛋荒議題 農委會搬短中長期措施因應 , https://udn.com/news/story/7266/6996279?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:30:01 , udn , 國內近來鬧蛋荒。立法院經濟委員會3月1日周三將邀請相關部會報告。農委會在送抵立法院的書面報告中指出，雞蛋產能未能如預期回... , https://udn.com/news/story/7266/6996279?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:30:21 , udn , 蘭陽原創館戶外播放《哈勇家》金馬獎導演陳潔瑤現身 , https://udn.com/news/story/7328/6996276?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:30:32 , udn , 去年入圍5項金馬獎的《哈勇家》電影，勇奪《最佳導演獎》及《最佳女配角獎》，來自南澳鄉原民部落的陳潔瑤導演更是首位榮獲金馬... , https://udn.com/news/story/7328/6996276?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:33:01 , udn , 台灣中油宣布，明（27）日凌晨零時起汽、柴油各調降0.1元，參考零售價格分別為92無鉛汽油每公升29.0元、95無鉛汽油... , https://udn.com/news/story/7238/6996283?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:33:21 , udn , 影／台東市掩埋場大火濃煙 臭到居民好苦...里長爭取另地安置 , https://udn.com/news/story/7320/6996280?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:33:31 , udn , 台東市垃圾掩埋場今天凌晨1時許不明原因起火燃燒，由於風勢強勁，垃圾山大火越燒越旺、濃煙沖天，火燃燒的惡臭煙塵，瀰漫至下風... , https://udn.com/news/story/7320/6996280?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:38:51 , udn , 歹路不可行！學甲88槍案主嫌槍手落網身材明顯「消風」 , https://udn.com/news/story/7315/6996293?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:39:02 , udn , 台南學甲88槍擊案主嫌洪政軍及槍手孔祥志上月中旬在大陸落網昨經押解回台，兩人向幹員稱「還是台灣好」，警界人士看著兩人明顯... , https://udn.com/news/story/7315/6996293?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:41:50 , udn , 民調支持 基隆、南港直達車仍難產 基市府提出折衷方案 , https://udn.com/news/story/7323/6996295?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:42:01 , udn , 基隆市政府做民調七成七支持台鐵加開基隆、南港直達車，但台鐵局指路線已飽和。基市交通處長王圳宏今天建議台鐵，上午7點34分... , https://udn.com/news/story/7323/6996295?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:42:21 , udn , 鹿港警方偵破自助洗車場竊盜 緝捕過程偵防車還挨撞 , https://udn.com/news/story/7315/6996294?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:42:32 , udn , 彰化縣鹿港鎮本月接連發生2件自助洗車場投幣機竊案，鹿港警分局調閱監視器，掌握李姓男子涉案，警方昨天緝捕李男時，同時查獲他... , https://udn.com/news/story/7315/6996294?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:45:23 , udn , 中歐關係回暖 馬克宏4月初訪中 歐盟主席等人也將跟進 , https://udn.com/news/story/6809/6996277?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:45:34 , udn , 中歐關係回暖，法國總統馬克宏當地時間25日在巴黎的一個農業博覽會表示，他將在4月初訪問中國。他還談到中方此前發布的「關於... , https://udn.com/news/story/6809/6996277?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:47:50 , udn , 南部大旱水情吃緊 鄭文燦提抗旱方案 陳明文卻這樣說 , https://udn.com/news/story/7326/6996304?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:48:00 , udn , 南部大旱，降雨量遭遇30年來最低，行政院副院長鄭文燦昨南下視察曾文水庫及供水調度，提五大策略抗旱；立委陳明文聽完水利署簡... , https://udn.com/news/story/7326/6996304?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:48:21 , udn , 影／2024選總統恐挨批落跑 侯友宜：把握當下做事 , https://udn.com/news/story/6656/6996298?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:48:31 , udn , 第5屆世界棒球經典賽將於3月8日開打，昨在新莊棒球場的首場自辦熱身賽，由新北市長侯友宜、新竹市長高虹安同場開球，引發「藍... , https://udn.com/news/story/6656/6996298?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:53:52 , udn , 被爆6年婚外情！新北消防局長請辭獲准 接任人選已出爐 , https://udn.com/news/story/7314/6996311?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:54:02 , udn , 新北市消防局長黃德清今遭CTWANT爆料跟電子廠女老闆（A女）外遇6年，A女想結束婚外情，黃卻狂打上百通電話要求復合，甚至還到家門口「堵人」，黃德清坦言確有此事，自己身為政務官，已嚴重影響市府形象，昨天請辭獲准。 , https://udn.com/news/story/7314/6996311?from=udn-ch1_breaknews-1-0-news
2023-02-26 12:56:54 , udn , 228連假第2天午後國道10地雷路段曝 建議國5南向傍晚再出發 , https://udn.com/news/story/7266/6996318?from=udn-ch1_breaknews-1-0-news
