2023-05-07 00:27:01 , udn , 中一中再惹議！匿名版驚見「納粹」符號 校方深夜止火 , https://udn.com/news/story/6898/7147745?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:50:07 , udn , 人妻全身脫光跳舞賺小費 男子申請離婚法院裁准 , https://udn.com/news/story/7317/7148068?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:50:17 , udn , 台東男子阿明（化名）多年前到中國大陸與小莉（化名）結婚，小莉為賺錢到小吃部脫衣陪酒，某日為賺小費，全身脫光跳舞時被警查獲... , https://udn.com/news/story/7317/7148068?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:50:38 , udn , 綠委批侯友宜 「侯侯做代誌變侯侯喬代誌」 , https://udn.com/news/story/6656/7148060?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:50:48 , udn , 民進黨立委吳思瑤今天說，新北市長侯友宜喬事情喬到台北市，不斷地介入國民黨立委初選協調，顯然是沒有用心在市政，台北市長蔣萬... , https://udn.com/news/story/6656/7148060?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:51:09 , udn , 與郭曉玲出席永齡母親節活動 曾馨瑩對郭台銘喊加油 , https://udn.com/news/story/6656/7148063?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:51:19 , udn , 永齡基金會今天舉辦永齡超人媽媽母親節感恩會，永齡基金會創辦人郭台銘夫人曾馨瑩與永齡基金會執行長郭曉玲出席。曾馨瑩被問到是... , https://udn.com/news/story/6656/7148063?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:51:33 , udn , 星宇「怪風」無法降落 另班航空航班旅客：風真的超大 , https://udn.com/news/story/7270/7148072?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:51:40 , udn , 星宇出包 張國煒凌晨急赴日「我也不希望再砸鍋我真的很怕」 , https://udn.com/news/story/123501/7148059?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:51:43 , udn , 星宇航空昨赴日班機JX800因當地側風太強無法降落，致返台的JX801延遲，又因後一班機JX803警示燈顯示異常，造成3... , https://udn.com/news/story/7270/7148072?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:51:50 , udn , 星宇航空昨天日本航班嚴重出包，造成數百名旅客夜宿機場管制區打地鋪，星宇航空董事長張國煒今天凌晨緊急搭乘捷星航空班機抵達成... , https://udn.com/news/story/123501/7148059?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:54:32 , udn , NBA／戴維斯回魂全能演出 湖人掌控攻守節奏痛宰勇士30分 , https://udn.com/news/story/7002/7148074?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:54:43 , udn , 湖人勇士第三戰移師洛城，比賽進行到第二節5分14秒時，穆迪（Moses Moody）切入禁區遭到戴維斯（Anthony Davis）封阻，倒地後的他隨手拉了一下戴維斯的右腳，被吹了一次惡意犯規，讓里夫 , https://udn.com/news/story/7002/7148074?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:55:03 , udn , 上海合作組織外長會議 秦剛：反對外部勢力插手地區事務 , https://udn.com/news/story/7331/7148018?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:55:14 , udn , 中國國務委員兼外交部長秦剛在印度果阿省出席上海合作組織成員國外長會。秦剛強調，堅持支持彼此維護主權、安全、發展利益，反對... , https://udn.com/news/story/7331/7148018?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:57:31 , udn , 銀行電話行銷超煩！員工有套教戰手冊降低客訴 你該如何拒絕？ , https://udn.com/news/story/7238/7148052?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:57:41 , udn , 國內銀行業一年以電銷方式創造驚人業績，估計前五大電銷銀行一年的信貸業務，合計超過2千億元。靠著電話攻勢就能拉到業務，第一關就是打出去的電話不被民眾拒接，銀行早已有一套教戰手冊，但若不想被行銷，民眾也有方法可拒絕… , https://udn.com/news/story/7238/7148052?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:58:02 , udn , 板橋民族陸橋試辦封閉後將拆除 板橋及中和交界矗立40年 , https://udn.com/news/story/7323/7148078?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:58:12 , udn , 新北板橋民族路是連接板橋及中和的要道，平時車流量頗大，不過隨現在人本交通規畫，路段上的民族陸橋已幾乎無人使用，且橋體也已... , https://udn.com/news/story/7323/7148078?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:59:34 , udn , 時髦媽媽最戴得出門的體面禮！精選高辨識度經典符碼包 , https://udn.com/news/story/7270/7148073?from=udn-ch1_breaknews-1-0-news
2023-05-07 11:59:45 , udn , 一年一度的母親節即將到來，為時髦的媽媽獻上一款最具代表性的經典包包吧！FERRAGAMO品牌兩大經典包款Wanda與To... , https://udn.com/news/story/7270/7148073?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:00:34 , udn , 60歲鄭惠美助尫創業與照顧家庭 獲選嘉義縣水上鄉模範母親 , https://udn.com/news/story/7326/7148092?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:00:44 , udn , 60歲鄭惠美年輕時從台南嫁到嘉義，跟著開建材行的丈夫篳路藍縷，一生奉獻家庭，照顧孩子維持家計，同時也熱心公益，時常擔任志... , https://udn.com/news/story/7326/7148092?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:01:05 , udn , 影／金針花已開 東勢林場遊樂區母親節媽媽入場門票125元 , https://udn.com/news/story/7325/7148086?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:01:15 , udn , 母親節將到，東勢林場遊樂區內金針花已開花，林場推出感恩季活動，母親節假期5月13日和14日到林場的媽媽，入場門票只要12... , https://udn.com/news/story/7325/7148086?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:01:36 , udn , 國中會考將登場 畢業後念哪？新竹家長憂在地高中不足 , https://udn.com/news/story/7324/7148088?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:01:46 , udn , 新竹縣竹北市人口激增多年來面臨就學壓力，新竹縣府新建勝利國中和嘉豐國小紓解，今年也將發包施工文中二和文小三新建校舍工程，... , https://udn.com/news/story/7324/7148088?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:02:07 , udn , 我家門前迷途婦竟是通緝犯 暖心屋主做這件事警也感動 , https://udn.com/news/story/7320/7148083?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:02:17 , udn , 55歲陳姓婦人在高雄左營區一處民宅前迷路，女屋主見她神智恍惚報警；警方趕抵，陳語焉不詳，聲稱自己就住在屋內，後套出身分資... , https://udn.com/news/story/7320/7148083?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:03:33 , udn , 女性最想嫁10大職業調查出爐 醫生輸給「他」 , https://udn.com/news/story/120912/7147980?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:03:44 , udn , 結婚是兩個家庭的事，伴侶的性格、職業也相當重要。近日《DailyView網路溫度計》透過《KEYPO大數據關鍵引擎》輿情分析系統，調查出女生最想嫁的十大職業，前3名分別是，「老師、教授」、「醫生、醫護人員」、「軍警消」。 , https://udn.com/news/story/120912/7147980?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:04:04 , udn , 密集閃電訊號雷雨胞強勢逼近 彭啟明籲台南人別外出 , https://udn.com/news/story/7266/7148093?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:04:15 , udn , 「天氣風險 WeatherRisk」臉書粉專表示，嘉義、台南、高雄，注意大雷雨。天氣風險公司總經理彭啟明在「氣象達人彭啟... , https://udn.com/news/story/7266/7148093?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:09:34 , udn , 大象霸凌妹妹偷偷撞飛牠！3隻「直升機家長」氣沖沖衝出圍陣：誰欺負我們寶貝 , https://udn.com/news/story/7470/7148076?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:09:44 , udn , 溫馴的大象也會大欺小？一隻大象姊姊突然衝向妹妹把牠狠狠撞倒在地，象群的三頭母象馬上衝過來圍陣保護妹妹，整個互動極度像人類。 , https://udn.com/news/story/7470/7148076?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:11:41 , udn , 星宇「怪風」無法降落 其他航空航班旅客：風真的超大 , https://udn.com/news/story/123501/7148072?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:12:32 , udn , 明知趕不上！部落客分析「星宇延誤」時間軸 3大錯誤決策釀禍 , https://udn.com/news/story/123501/7148071?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:12:43 , udn , 星宇航空JX800航班原訂昨（6）日中午12點45分抵達東京成田機場，結果因為遇到怪風不斷延誤，甚至連帶影響後續航班。對此，旅遊部落客傑西大叔在臉書發文，分析星宇航空這次的延誤事件時間軸，並點出三大錯誤決策。 , https://udn.com/news/story/123501/7148071?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:13:03 , udn , 內政部海岸管理計畫通盤檢討 呈現台灣海岸現況及挑戰 , https://udn.com/news/story/6656/7148107?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:13:14 , udn , 內政部2020年起推動整體海岸管理計畫通盤檢討作業，以海岸資源保護、海岸災害防護、永續利用管理三面向為主軸，呈現台灣海岸... , https://udn.com/news/story/6656/7148107?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:13:34 , udn , 翻轉行人地獄困境 高雄民團鎖定捷運鹽埕埔站周邊做社區溝通 , https://udn.com/news/story/7327/7148104?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:13:45 , udn , 如何擺脫行人地獄汙名？高雄市行人路權促進會近期鎖定捷運鹽埕埔站周邊做社區溝通，走訪21個店家，多數店家贊成應該配置人行道... , https://udn.com/news/story/7327/7148104?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:14:05 , udn , 夫痛毆前妻互蒐證 法官因這原因判夫3月刑期 , https://udn.com/news/story/7321/7148106?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:14:16 , udn , 新竹一名許姓男子經常會痛毆林姓前妻出氣，林女偷偷用手機錄音蒐證後提告，不料許也拿出錄影蒐證，還稱林女先持刀攻擊他；新竹地... , https://udn.com/news/story/7321/7148106?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:15:40 , udn , 陸學者：是時候叫停ECFA了，對大陸總體而言利大於弊 , https://udn.com/news/story/7333/7148124?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:15:50 , udn , 大陸商務部今年4月12日宣布對台灣發起貿易壁壘調查後，引發台灣各界擔心大陸下一步會否停止ECFA（海峽兩岸經濟合作框架協... , https://udn.com/news/story/7333/7148124?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:16:11 , udn , 傳成田擬「開特例」准飛 星宇航空：雙方未達成協議 , https://udn.com/news/story/123501/7148122?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:16:22 , udn , 星宇航空延誤事件延燒，傳星宇航空董事長張國煒向乘客表示，成田機場因強風關係擬「開特例」，讓星宇能在日本時間今天凌晨0點3... , https://udn.com/news/story/123501/7148122?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:16:42 , udn , 萬物齊漲！營養午餐業者吃不消 調漲反映人資、食材成本 , https://udn.com/news/story/6885/7148123?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:16:53 , udn , 物價上漲，不少學校提出新學年將調漲營養午餐價格，漲幅約3-10元不等，業者反應，很多學校營養營養午餐價格已經5-8年未調... , https://udn.com/news/story/6885/7148123?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:21:32 , udn , 嚇爆！妹子帳戶突然多15萬 她求助結局卻大逆轉 , https://udn.com/news/story/120911/7148100?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:21:43 , udn , 戶頭如果突然多了一筆錢，都會讓人感到有點怕怕的。最近有一名女網友指出自己戶頭突然多出了15萬元，讓她以為自己變成人頭帳戶，嚇到不知所措，後來結局卻是烏龍一場，讓許多網友看了很傻眼。 , https://udn.com/news/story/120911/7148100?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:22:03 , udn , 日韓全面恢復「穿梭外交」！岸田今抵首爾訪問 12年來首位訪韓日相 , https://udn.com/news/story/6809/7148138?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:22:14 , udn , 韓聯社報導，日本首相岸田文雄7日上午抵達首爾，將與南韓總統尹錫悅舉行高峰會，代表在間隔12年後，日韓全面恢復兩國間的「穿... , https://udn.com/news/story/6809/7148138?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:22:35 , udn , MiLB／林昱珉先發3.2局飆8K無關勝敗 李灝宇連4戰敲安 , https://udn.com/news/story/6999/7148116?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:22:45 , udn , 旅美亞利桑那響尾蛇隊投手林昱珉今天在高階1A先發出賽，總計投3.2局飆出8次三振、失1分，無關勝敗；費城人隊高階1A李灝... , https://udn.com/news/story/6999/7148116?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:27:34 , udn , 他們找不到家！ 竹縣多數受虐身障兒留滯機構 身障寄養家庭僅4戶 , https://udn.com/news/story/7324/7148154?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:27:45 , udn , 新竹縣府保護安置的身心障礙兒童約20人，但身障寄養家庭僅有4戶，多數受虐兒童少年安置在機構中，縣府社會處長陳欣怡呼籲民眾... , https://udn.com/news/story/7324/7148154?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:28:05 , udn , 沒有大壩的水力發電廠全球夯 陸領軍發展的抽水蓄電站有何好處？ , https://udn.com/news/story/6811/7141359?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:28:16 , udn , 非政府組織「全球能源觀察」（Global Energy Monitor）2日發布新研究顯示，全球水力發電計畫正在轉型，同樣是利用水的位能，一些使用抽蓄科技（pumped storage）的小型水力發電廠，正在中國大陸、歐洲、美國及澳洲快速興起；最重要的是，這類計畫中，已無中國大陸三峽水庫或美國胡佛水庫那樣的傳統大壩。沒有大壩的水力發電廠如何運作？ , https://udn.com/news/story/6811/7141359?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:28:36 , udn , 賴神放大絕／兩岸論述拿掉「抗中」「台獨」 賴清德如意算盤仍有隱憂 , https://udn.com/news/story/6656/7148129?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:28:47 , udn , 相較於國民黨2024總統人選陷入「侯郭之爭」，民進黨總統參選人賴清德早已啟動選戰模式，空陸戰並進。但對賴清德而言，兩岸論述能否被台灣民眾甚至美中雙方接受，將是順利走完2024最後一哩路的關鍵因素。據了解，賴陣營內部討論，為爭取更多中間選民支持讓選票極大化，未來將更強化賴清德與民進黨「和平保台」以及「反共不反中」論述。 , https://udn.com/news/story/6656/7148129?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:29:08 , udn , 國家濕地南仁湖20年後走入歷史？ 專家建議：尊重自然生態 , https://udn.com/news/story/7327/7148149?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:29:18 , udn , 位於墾丁國家公園內的「南仁湖」是國家級重要濕地，學者長期監測發現有它日漸陸化趨勢，有人更大膽預測南仁湖「20年後走人歷史... , https://udn.com/news/story/7327/7148149?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:29:39 , udn , 澤倫斯基賀英王查爾斯加冕 感謝支持烏克蘭抗俄 , https://udn.com/news/story/6809/7148085?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:29:49 , udn , 烏克蘭總統澤倫斯基今天祝賀英王查理三世（或譯查爾斯三世，King Charles III）加冕，並對英國在基輔對抗俄羅斯入侵的戰爭中所給予的支... , https://udn.com/news/story/6809/7148085?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:30:10 , udn , MLB／差1呎出不了牆 大谷翔平4支0、連12打席沒安打 , https://udn.com/news/story/6999/7148150?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:30:20 , udn , 大谷翔平近日陷入安打乾旱期，今天4打數再度繳白卷，連續12打席沒有安打，打擊率下修到2成86，所屬的天使隊終場以1：10... , https://udn.com/news/story/6999/7148150?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:30:31 , udn , 特大暴雨襲擊中國華南 多省市慘遭水扁 , https://udn.com/news/story/7332/7148153?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:30:41 , udn , 星宇傳出今天洛杉磯回台班機臨時取消 旅客：登機前才通知 , https://udn.com/news/story/123501/7148145?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:30:42 , udn , 綜合中國媒體6日報導，4日以來，特大與大暴雨先後襲擊江西等華南省市，導致河堤潰決引發洪澇，湖北與貴州甚至降下冰雹毀損農作... , https://udn.com/news/story/7332/7148153?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:30:51 , udn , 星宇航空日本航線出狀況，不但牽連原定昨深夜桃園飛美國洛杉磯的JX0002班機取消航班，「星宇航空 討論區 STARLUX... , https://udn.com/news/story/123501/7148145?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:31:03 , udn , 賴清德直搗中壢客庄參香 地方人士分析：鞏固基本盤 , https://udn.com/news/story/6656/7148161?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:31:13 , udn , 副總統賴清德近日競選行程加溫，尤其近幾日行程著重於桃竹苗一帶，從3號前往桃園出席桃園企業聯合會晚宴，昨日新竹縣信賴台灣之... , https://udn.com/news/story/6656/7148161?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:31:34 , udn , 加油再等等 中油：明起汽、柴油各降1.0、0.2元 , https://udn.com/news/story/7238/7148160?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:31:45 , udn , 台灣中油宣布，自明（8）日凌晨零時起汽、柴油各調降1.0元及0.2元，參考零售價格分別為92無鉛汽油每公升28.6元、9... , https://udn.com/news/story/7238/7148160?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:32:05 , udn , 吳思瑤社區唱跳拚勝選 點名女立委組立院BLACKPINK , https://udn.com/news/story/6656/7148155?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:32:16 , udn , 民進黨立委吳思瑤今天表示，她昨天跟幾位台北市議員共同組成北投的BLACKPINK，希望用各種方式打一場高品質的選戰，她點... , https://udn.com/news/story/6656/7148155?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:32:36 , udn , 反共不反中？ 連勝文：話術無法掩飾把台灣帶入危險事實 , https://udn.com/news/story/6656/7148156?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:32:47 , udn , 民進黨總統參選人賴清德兩岸政策受關注，傳將強化「反共不反中」論述，國民黨副主席連勝文今天說，務實的台獨終究是台獨，不管用... , https://udn.com/news/story/6656/7148156?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:33:33 , udn , 疑太多吃不完！森林驚現226公斤「野生」義大利麵 , https://udn.com/news/story/6810/7148047?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:33:43 , udn , 美國紐澤西州近日出現奇景，約500磅（226公斤）的義大利麵在森林被發現。外媒披露，原來是當地一名退伍軍人，發現已故母親留下這些麵，疑因數量太多，才將這些麵條扔出房子。 , https://udn.com/news/story/6810/7148047?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:38:14 , udn , 陸學者：是時候叫停ECFA了 對大陸總體而言利大於弊 , https://udn.com/news/story/7333/7148124?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:39:34 , udn , 虐嬰案港湖再開戰 李彥秀批高嘉瑜只作秀：被抓包才氣噗噗 , https://udn.com/news/story/6656/7148183?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:39:44 , udn , 內湖虐嬰案引爆港湖立委選戰提前開打，立委高嘉瑜昨批議員李彥秀不監督市府，稱她早在2019年就要求北市府應將監視畫面雲端保... , https://udn.com/news/story/6656/7148183?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:40:05 , udn , 台學聯指服儀嚴踐踏學權 高餐：對接產業規格國際教育 , https://udn.com/news/story/6925/7148181?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:40:15 , udn , 台灣學生聯合會指高雄餐旅大學長年侵害學生各項基本權利，包括服裝儀容規定、強制學生住宿、宿舍門禁晚點名，甚至還有晨掃。高餐... , https://udn.com/news/story/6925/7148181?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:40:36 , udn , 張大千「雲峰古寺」首現拍場 來自蘇東坡「寒食帖」藏家 , https://udn.com/news/story/6885/7148178?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:40:46 , udn , 佳士得宣布，31日於香港舉行的「中國近現代及當代書畫」拍賣，將由王世杰家族珍藏、張大千創作於1967年的潑彩鉅作「雲峰古... , https://udn.com/news/story/6885/7148178?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:41:07 , udn , 慶祝嘉義市升格41周年 慢速壘球賽56小時不打烊 , https://udn.com/news/story/7326/7148179?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:41:18 , udn , 慶祝嘉義市升格41周年56小時不打烊慢速壘球對抗賽5月5日開始一連3天在嘉義市運三甲乙慢速壘球場場地舉行，參賽人數超過2... , https://udn.com/news/story/7326/7148179?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:41:38 , udn , 台74特斯拉2死車禍 駕駛是設計公司合夥人與好友 , https://udn.com/news/story/7320/7148177?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:42:09 , udn , 憑兒歌《挖呀挖》爆紅 美女幼教師否認辭職做直播：想治愈更多人 , https://udn.com/news/story/7335/7148095?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:42:19 , udn , 五一假日期間，湖北武漢一位黃姓幼稚園教師憑藉教唱洗腦的「挖呀挖呀挖」兒歌而紅爆網絡，不但官方新華網都被吸引，予以轉發，其在短片平台的粉絲數更已超過500萬。然而人紅是非多，有爆料稱，黃老師已經辭職，開始做起直播，憑藉直播帶貨和打賞獲取不菲的收入。周六（6日），黃老師所在的幼稚園工作人員表示，黃老師沒有辭職；其本人亦公開回應，稱接下來的日子，想用音樂治愈更多的人。 , https://udn.com/news/story/7335/7148095?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:42:40 , udn , 張國煒親自將飛機開回來 星宇航空：已盡速安排旅客返台 , https://udn.com/news/story/123501/7148174?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:42:51 , udn , 星宇航空昨在日本航班嚴重出包，造成數百名旅客夜宿機場管制區打地鋪。星宇航空聲明表示，清晨4時調度一架A321飛東京以接回... , https://udn.com/news/story/123501/7148174?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:43:12 , udn , 內門山火再起！連日燒不停 高雄阿嬤：直升機飛好幾趟了 , https://udn.com/news/story/7320/7148173?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:43:22 , udn , 高雄內門、杉林區上月因莿竹林大火連燒6天，高市府罕見成立森林大火應變中心，跨單位動員逾1320人次搶救，沒想到，一個月不... , https://udn.com/news/story/7320/7148173?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:43:43 , udn , NBA／西蒙斯心理狀況變好了！澳洲主帥曝：有機會打世界盃 , https://udn.com/news/story/7002/7148075?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:43:53 , udn , 籃網隊西蒙斯（Ben Simmons）本季因傷提前結束NBA賽季，不過，他或許會在季後以澳洲隊球員身分，出現在世界盃的舞台上。

事實上，西蒙斯前年就有機會代表澳洲國家隊，出戰東京奧運。然而，由於 , https://udn.com/news/story/7002/7148075?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:45:32 , udn , 影／軍人站南屯大樓頂痛哭 老婆到場安撫警才鬆口氣 , https://udn.com/news/story/7320/7148186?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:45:43 , udn , 台中市一名五旬退伍軍人昨天中午站在住處大樓13樓頂，揚言要尋短，警方獲報後，在一樓鋪設氣墊床，避免意外發生，但男子拒絕與... , https://udn.com/news/story/7320/7148186?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:46:03 , udn , 讀饗時光 EP91｜蔡珠兒的台港飲食觀察（上） , https://udn.com/news/story/7266/7148187?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:46:14 , udn , 香港人直率，醒目明快；台灣人婉轉，節奏悠緩。飲食作家蔡珠兒認為，兩地最大的交集是食物：台港都愛吃，飲膳產業發達，舉世飄香。
她以食物為文本，參照脈絡、比較異同，讓台港風味「鴛鴦並呈」，策畫了一場相互呼應、彼此比拚的餐會。 , https://udn.com/news/story/7266/7148187?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:46:35 , udn , 獨家／星宇旅客機場過夜事件 民航局8日將約談星宇 , https://udn.com/news/story/123501/7148184?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:46:45 , udn , 星宇航空（2646）因航班旅客併班問題，導致JX803東京飛台北的航班機組員工作超時無法起飛，後又因日本東京成田機場過午... , https://udn.com/news/story/123501/7148184?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:48:37 , udn , 辣模獻吻！44年前查理三世海灘「香艷」一幕 不是艷遇卻是圈套 , https://udn.com/news/story/123500/7148185?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:48:47 , udn , 查理三世（King Charles III，又譯查爾斯三世）2022年9月登基後，2023年5月6日香港時間下午6時舉行加冕大典。新王加冕，他早在1979年與模特兒在澳洲海灘上演的「香艷」一幕也再度成為網絡話題，一位穿着三點式泳衣的年輕模特兒當時跑上去抱着查理，更偷吻他，但原來事件是攝影師為求拍到好照片的「圈套」。 , https://udn.com/news/story/123500/7148185?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:49:08 , udn , MLB／發音錯誤涉種族歧視 運動家主播慘遭停職 , https://udn.com/news/story/6999/7148170?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:49:18 , udn , MLB除了是運動賽場外，也是多元文化的展示地，因此，當運動家隊主播庫柏（Glen Kuiper）脫口而出歧視字彙時，等待他的便是停職處分。

昨日運動家對上皇家隊的賽前，庫柏分享著自己在堪薩斯參觀 , https://udn.com/news/story/6999/7148170?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:51:35 , udn , 高雄美麗島商機流失議員促訂開發辦法 里長形容像苦守寒窯 , https://udn.com/news/story/7327/7148193?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:51:45 , udn , 高雄捷運美麗島站周邊的美麗島商圈，在老高雄人眼中，曾是高雄最繁華、人潮最多的商業鬧區之一，隨著捷運開發、商圈移轉，美麗島... , https://udn.com/news/story/7327/7148193?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:52:06 , udn , 超強女力行車200萬公里 偏鄉賣菜不忘提醒兒子助弱勢 , https://udn.com/news/story/7327/7148192?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:52:17 , udn , 台東縣大武鄉婦人陳麗絹，年輕時陪丈夫駕菜車賣菜，每天凌晨到屏東批菜，載回台東到偏鄉販售，猶如偏鄉行動7-ELEVEN，行... , https://udn.com/news/story/7327/7148192?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:57:36 , udn , 她成功阻詐5件 為民眾把關守住200萬元積蓄 , https://udn.com/news/story/7320/7148208?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:57:47 , udn , 台中市大甲警分局與轄內金融機構建立良好橫向聯繫，組成堅強「打詐大甲隊」，今年至4月底止，已成功阻詐17件，國泰世華銀行大... , https://udn.com/news/story/7320/7148208?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:58:08 , udn , 金色三麥攜手嵜本高級生吐司 打造兩款「果醬系」啤酒 , https://udn.com/news/story/7270/7148207?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:58:18 , udn , 迎接盛夏到來，SUNMAI金色三麥再次攜手「嵜本SAKImoto Bakery高級生吐司專門店」，以搭配吐司的熱賣果醬為... , https://udn.com/news/story/7270/7148207?from=udn-ch1_breaknews-1-0-news
2023-05-07 12:58:39 , udn , 夜唱狂歡3小時回家 男竟想脫褲性侵強制性交未遂起訴 , https://udn.com/news/story/7317/7148204?from=udn-ch1_breaknews-1-0-news
