2023-04-04 00:02:29 , udn , 滿額送安妮亞筆記本！壽司郎×間諜家家酒　第二波開跑 , https://udn.com/news/story/7270/7075557?from=udn-ch1_breaknews-1-0-news

而台中動保防疫處為了讓飼主可在清明節前緬懷追思與寵物共度的時光，也首次舉辦「愛永留存-112年寵物植存追思會」，究竟這場活動如何幫助飼主健康地走出悲傷？ , https://udn.com/news/story/7314/7059697?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:26:57 , udn , 日外相訪陸為何受重視？陸學者：北京高層「苦口婆心」 , https://udn.com/news/story/7331/7075964?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:27:07 , udn , 日本外相林芳正日前甫完成訪問大陸的行程，由於這次訪問推遲多次，至今方才成行，對雙邊關係的影響也備受矚目。大陸學者認為，在... , https://udn.com/news/story/7331/7075964?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:27:12 , udn , 出不了國沒關係！台灣花季綻放如仙境 還能賞螢玩水整天都不膩 , https://udn.com/news/story/7266/7062095?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:27:22 , udn , 疫後解封，但出國旅費太貴，一家4口想出國玩，光是機票費用就貴桑桑，想趁櫻花季飛趟日本賞櫻卻被高昂的團費給嚇到，其實不用這麼辛苦飛出去，國旅也能欣賞到獨具特色的絕美花季，不只有油桐花，還有繡球花花團錦簇，浸在花田中就像踩入童話世界。一起來看看究竟有哪些不能錯過的限定遊程吧！ , https://udn.com/news/story/7266/7062095?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:27:28 , udn , 儲蓄率探3年新低藏玄機 疫後消費潮恐不如預期 , https://udn.com/news/story/7239/7075853?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:27:38 , udn , 主計總處預測今年儲蓄率下滑至39.51%，創3年新低，外界解讀，疫後新生活展開，閒錢將挹注消費投資2支柱，不過官員認為，... , https://udn.com/news/story/7239/7075853?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:27:43 , udn , 張繼科事件沸沸揚揚 中共政法委發文：要查清三件事 , https://udn.com/news/story/7331/7075977?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:27:53 , udn , 知名大陸桌球男星張繼科日前被抱有債務問題並抵押女明星私密影片給債主，引起大陸輿論關注，對此，中共政法委微信公眾號發文強調... , https://udn.com/news/story/7331/7075977?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:27:59 , udn , 監委：最好的兒童節禮物 國家重視兒童人權 , https://udn.com/news/story/7314/7075959?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:28:09 , udn , 今天是兒童節，監察委員蔡崇義、田秋堇表示，學校教評會處理教師涉及兒少體罰、性平等案件，雖增設校外委員，但校內委員仍占多數... , https://udn.com/news/story/7314/7075959?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:28:14 , udn , 惡鄰6個月往樓下倒水200次 影響鄰居作息法官判罰1萬2 , https://udn.com/news/story/7321/7075978?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:28:24 , udn , 邱姓男子被控自去年5月至11月約6個月內，不定時自其4樓住處，向下方3樓陽台、窗戶採光罩倒水，製造噪音，次數超過200次... , https://udn.com/news/story/7321/7075978?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:28:30 , udn , 你給我記者EP108｜國民黨內亂 再老大心態等著輸！新兩岸論述且看馬英九？ , https://udn.com/news/story/6656/7075958?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:28:40 , udn , 前總統馬英九清明連假訪問中國大陸，不僅連提「中華民國」、「九二共識」，還突破性地從兩岸各自的憲法、在大陸談「一個中國」，並絕口不提「一中各表」。其中他所提倡的「加強兩岸交流、減少隔閡」，能成為國民黨新的兩岸論述嗎？而馬英九雖然敢在中國大陸公開稱中華民國，過去連戰訪陸也有過，但這都得看時機的，為什麼？
此外，上個月的國民黨鬧出一份只存活2天的選策會名單，今天也來幫大家分析其中道理；另外，原來侯友宜想選總統，在2021年就有念頭了嗎？ , https://udn.com/news/story/6656/7075958?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:28:45 , udn , 網購遇延遲出貨 女子硬告詐欺稱「我在乎的不是錢」 , https://udn.com/news/story/7321/7075976?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:28:55 , udn , 桃園一名經營網路商城的楊姓女子，前年11月因為身體不適延遲出貨，雖提議免單作為補償，但買家李姓女子稱「不在乎錢、只在乎信... , https://udn.com/news/story/7321/7075976?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:32:40 , udn , 沒在跟你開玩笑！馬斯克實現1年前寵粉諾言「推特藍鳥LOGO變柴犬」 狗狗幣飆漲30% , https://udn.com/news/story/7088/7075965?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:32:50 , udn , 你是否發現今天的推特（Twitter）有點不一樣？你印象中的「藍色小鳥」從推特首頁上消失，推特執行長馬斯克（Elon Musk）無預警宣布推特LOGO變成加密貨幣「狗狗幣（DOGE）」的符號，但你絕對想不到的是「這並不是推特被盜」，而是馬斯克在2022年與... , https://udn.com/news/story/7088/7075965?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:33:04 , udn , 拿鐵鎚痛毆姊姊 1刀刺穿她胸腔斃命！火爆弟弟殺人判15年 , https://udn.com/news/story/7321/7075913?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:33:11 , udn , 婆婆不滿媳婦去月子中心…大伯夫妻為她撐腰 網反問：老公在幹嘛？ , https://udn.com/news/story/7272/7075832?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:33:20 , udn , 獨棟民宅火警1樓全面燃燒 屋主逃往屋頂嗆暈樓梯間 , https://udn.com/news/story/7320/7075963?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:33:21 , udn , 月子中心雖然是一筆開銷，但讓生產完的媽媽去調養身體，也是不少家庭認為不錯的選擇。不過日前有位媳婦抱怨「要在哪裡坐月子到底關婆婆什麼事情？」她指出，婆婆知道自己要去月子中心後，就打電話來告訴她「兒子賺錢很辛苦，為什麼一定要去昂貴的月子中心？」讓她十分無奈。 , https://udn.com/news/story/7272/7075832?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:33:30 , udn , 基隆市深澳坑路今天凌晨發生民宅火警，消防人員滅火後，在火場內找到疑嗆傷的陳姓男子，送醫不治，起火原因待鑑識。警方封鎖現場... , https://udn.com/news/story/7320/7075963?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:35:42 , udn , 夢幻大翅鯨現蹤花蓮海域 母帶子往北洄游舉尾下潛 , https://udn.com/news/story/7328/7075987?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:35:53 , udn , 連假期間，花蓮多羅滿賞鯨船4日下午在花蓮鹽寮外海，目擊到被稱為「夢幻鯨種」的大翅鯨母子檔，這是相隔兩周，花蓮海域再度出現... , https://udn.com/news/story/7328/7075987?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:36:13 , udn , 沒在跟你開玩笑！馬斯克實現1年前寵粉諾言「推特藍鳥LOGO變柴犬」 狗狗幣狂吠飆漲30% , https://udn.com/news/story/7088/7075965?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:47:43 , udn , 法國公民會議8成支持安樂死合法  總統馬克宏盼盡快立法 , https://udn.com/news/story/6809/7075824?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:47:54 , udn , 法國積極協助死亡合法化邁出一大步。歷經數月討論，生命臨終公民會議2日提交報告，近8成參與者贊成有條件開放輔助自殺與安樂死... , https://udn.com/news/story/6809/7075824?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:48:14 , udn , MLB／紅襪首局就炸3轟贏不了 張育成僅代跑亮相 , https://udn.com/news/story/6999/7075995?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:48:25 , udn , 海盜、紅襪隊今天端出花火祭，各敲3發全壘打，包括日籍強打吉田正尚都在首局以兩分砲寫下大聯盟生涯首轟，海盜終場以7：6贏球... , https://udn.com/news/story/6999/7075995?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:48:45 , udn , 林濁水：大陸仍有土地屬中華民國 但剩孫中山墳墓那塊 , https://udn.com/news/story/6656/7075993?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:48:56 , udn , 前總統馬英九日前在中國大陸提及中華民國憲法概念，表達兩岸同屬一中。民進黨前立委林濁水今天臉書表示，台灣和大陸都是中華民國... , https://udn.com/news/story/6656/7075993?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:49:16 , udn , 台中狠男活活打死毛小孩 領養當天用熱水燙到大量脫毛 , https://udn.com/news/story/7320/7075992?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:49:27 , udn , 台中許姓男子多次從臉書動物社團領養狗，卻僅因和女友吵架又發現他養的黃色米克斯犬「阿肥」亂大小便，竟狠心拿木棍活活打死牠，... , https://udn.com/news/story/7320/7075992?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:50:18 , udn , 蘋果1、2月傳停產M2晶片、3月產量砍半 因MacBook需求低 , https://udn.com/news/story/6811/7075986?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:50:28 , udn , 南韓媒體報導，蘋果已在1、2月暫停生產用於MacBook筆電的M2系列系統單晶片，主因是MacBook需求低迷，為蘋果首... , https://udn.com/news/story/6811/7075986?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:50:43 , udn , 學馬斯克關了辦公室裁員 麥當勞作法會成新標準流程？ , https://udn.com/news/story/6813/7076026?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:50:53 , udn , 總部在芝加哥的速食連鎖餐廳麥當勞已要求員工，在公司公布裁員決定期間，也就是3至5日居家工作。雖然先前推特和百事可樂在內的... , https://udn.com/news/story/6813/7076026?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:51:14 , udn , MLB／大谷翔平超前兩分砲 全壘打草帽已換上自家隊徽 , https://udn.com/news/story/6999/7076025?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:51:24 , udn , 大谷翔平昨天炸裂本季首轟，第2轟來得很快，今天在面對水手隊3連戰首戰就開砲，5局上敲出超前兩分砲，而天使的全壘打慶祝草帽... , https://udn.com/news/story/6999/7076025?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:51:45 , udn , ADIDAS再攜手GUCCI打造聯名鞋  重塑80年代經典設計 , https://udn.com/news/story/7270/7076023?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:51:55 , udn , GUCCI與ADIDAS合作，在去年推出一系列的服飾與配件、鞋款，叫好又叫座，幾乎每一款上市後就迅速銷售一空。因此帶著高... , https://udn.com/news/story/7270/7076023?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:52:16 , udn , 獨／莊嚴大佛陪吃火鍋！高雄名店「天水玥」無預警熄燈 , https://udn.com/news/story/7266/7076024?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:52:26 , udn , 人氣餐廳又少一間！位於高雄左營的「天水玥  秘境鍋物殿」，以店內的「巨型佛頭」造景最為出名，散發出「大佛陪你吃火鍋」的神... , https://udn.com/news/story/7266/7076024?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:52:46 , udn , 川普飛抵紐約出庭 警方全力備戰、小群支持者到場迎接 , https://udn.com/news/story/6813/7075942?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:52:57 , udn , 美國前總統川普預計明天下午在紐約曼哈頓法院為封口費案出庭應訊，他今天搭乘私人飛機抵達曼哈頓時，迎接他的是成群結隊的記者、... , https://udn.com/news/story/6813/7075942?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:54:42 , udn , ADIDAS再攜手GUCCI打造聯名鞋  重塑經典設計讓人一秒就愛上 , https://udn.com/news/story/7270/7076023?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:54:52 , udn , GUCCI與ADIDAS合作，在去年推出一系列的服飾與配件、鞋款，叫好又叫座，幾乎每一款上市後就迅速銷售一空。因此帶著高人氣的支持，今年雙方延續了同樣概念，以80年代經典鞋款基礎，打造全新聯名鞋履，更有過去不曾推出的拖鞋，擄獲潮流迷與時尚迷的心。 , https://udn.com/news/story/7270/7076023?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:56:51 , udn , 拿國旗當桌巾是行銷台灣？駐匈牙利代表劉世忠PO文惹議 , https://udn.com/news/story/6656/7075886?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:57:01 , udn , 駐匈牙利代表劉世忠自行在社群媒體公開，他最近在一場非正式活動當中，把中華民國國旗當桌巾，將食物鋪墊在國旗上面。劉世忠把國旗當桌巾的作法，引發爭議。 , https://udn.com/news/story/6656/7075886?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:59:52 , udn , 「費芯大戰」還沒找兩人聊 何時出手？蔣萬安回答了.... , https://udn.com/news/story/6656/7076049?from=udn-ch1_breaknews-1-0-news
2023-04-04 11:59:54 , udn , 兒買房幫付300萬也課稅？專家：免稅額非這樣算 , https://udn.com/news/story/7243/7075999?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:00:02 , udn , 國民黨信義南松山「費芯大戰」，議員徐巧芯日前拜票為邀費鴻泰辯論演變成推擠，徐控訴被推倒；徐昨也再爆料，指費4年前要她當側... , https://udn.com/news/story/6656/7076049?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:00:05 , udn , 近年房價暴漲，很多父母利用贈與免稅額方法，幫小孩出頭期款減輕買房壓力，同時節稅。依照規定，父母各有244萬免稅額，合計4... , https://udn.com/news/story/7243/7075999?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:01:18 , udn , 清明防火「雙語」並行 南消七大隊公墓火災熱點巡邏 , https://udn.com/news/story/7326/7075981?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:01:28 , udn , 每逢清明節，台南市南山公墓、喜樹公墓湧進大批掃墓人潮，台南市消防局第七大隊今天除使用無人機廣播宣導外，在入口進行清明駐點... , https://udn.com/news/story/7326/7075981?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:01:49 , udn , 清明掃墓天氣太熱中暑 新北消防1天背2個老人下山 , https://udn.com/news/story/7323/7075980?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:01:59 , udn , 清明連假北部天氣晴朗炎熱，新北市樹林區、三峽區公墓，昨天中午都有老人家掃墓之後疑似中暑，無法自行走路，消防局獲報派員趕抵... , https://udn.com/news/story/7323/7075980?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:02:25 , udn , 獨／莊嚴大佛陪吃火鍋成絕響！高雄名店「天水玥」無預警熄燈 , https://udn.com/news/story/7270/7076024?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:05:52 , udn , 打破10年懸缺 港媒報導沈斌出任上海主教 , https://udn.com/news/story/7332/7075941?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:06:02 , udn , 據報導，中國天主教上海教區主教職務懸空10年後，將由中國天主教主教團主席、全國政協常委沈斌接任 , https://udn.com/news/story/7332/7075941?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:06:23 , udn , 白沙屯媽祖臉書社群遭駭 警調協助搶救管理權 , https://udn.com/news/story/7320/7076055?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:06:29 , udn , 台東露天焚燒增雜草增加 環保局：查無行為人罰管理人 , https://udn.com/news/story/7328/7075988?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:06:33 , udn , 50多萬粉絲的白沙屯媽祖粉絲團等4個臉書社群管理員駱調彬昨天遭駭，檢調都關心，駱調彬今天上午報案，將循駭客因違反臉書使用... , https://udn.com/news/story/7320/7076055?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:06:39 , udn , 台東縣民眾露天焚燒雜草、廢樹枝葉等植物性殘體件數增加，光今年統計1至3月份就受理70件，比去年同期增加20件。環保局表示... , https://udn.com/news/story/7328/7075988?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:06:54 , udn , 清明連假嘉義人潮滾滾 好客民宿再添3家生力軍 , https://udn.com/news/story/7326/7076051?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:07:04 , udn , 清明連假，嘉義市湧入大批旅客，飯店、民宿、餐飲、夜市人潮滾滾，為提供旅客優質住宿環境選擇，交通部觀光局每年辦理「好客民宿... , https://udn.com/news/story/7326/7076051?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:07:25 , udn , 台東小客車自撞路樹 1命危1傷送醫救治 , https://udn.com/news/story/7320/7076053?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:07:35 , udn , 台東省道台9線319公里崁頂路段今天上午10點多發生一輛自小客車不明原因自撞路樹，車上1男駕駛及1男乘客受困車內，警消據... , https://udn.com/news/story/7320/7076053?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:07:56 , udn , 「費芯大戰」還沒找兩人聊 何時出手？蔣萬安回答了 , https://udn.com/news/story/123307/7076049?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:08:52 , udn , 清明時節水星震盪 命理師：注意交通重大意外 雙魚、水瓶5星座事業走旺運 , https://udn.com/news/story/7268/7076001?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:09:03 , udn , 明天就是4/5清明節，國際天星風水命理專家邱彥龍提醒，清明節水星震盪，是大環境重新洗牌，自我整理的好時機，『溝通、協調、創新』是未來兩個多月的三大重點，需資源和條件符合，才能把握住機運讓事情發展與運行，但若自身條件不足則會中斷結束。邱彥龍老師並提醒，清明節氣這16天，水星接近與天王星合象，重大交通意外會特別多，要格外注意。 , https://udn.com/news/story/7268/7076001?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:09:23 , udn , 大陸蛋價漲到每公斤47元歷史高位 官媒：飼料成本過高 , https://udn.com/news/story/7333/7076074?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:09:33 , udn , 大陸蛋價雖然沒有受到禽流感波及，但近日也悄悄上漲到歷史高位，而官媒則引述專家解讀指出，蛋價升高不是產蛋雞不足、也非雛雞價... , https://udn.com/news/story/7333/7076074?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:09:54 , udn , 馬前總統祭拜張自忠烈士墓  馬評：壯烈成仁令人動容 , https://udn.com/news/story/7332/7076070?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:10:04 , udn , 馬前總統一行，四日早上赴重慶張自忠烈士陵園祭拜，張自忠嫡孫張慶成對馬英九表示，曾和馬吃過兩次飯，也曾看過台灣拍攝的「英烈... , https://udn.com/news/story/7332/7076070?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:10:25 , udn , 國1貨櫃車撞橋墩封閉2線道 車流回堵4公里 , https://udn.com/news/story/7320/7076069?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:10:35 , udn , 今天為清明連假第4天，國道陸續湧現北返車潮，國道1號南向303k上午10點34分發生貨櫃車撞橋墩交通事故，目前占用中間以... , https://udn.com/news/story/7320/7076069?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:14:03 , udn , 竹市將蓋關埔全區空橋 鄭正鈐爭取竹科管理局專案補助 , https://udn.com/news/story/7324/7075991?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:14:13 , udn , 新竹市政府規畫在關埔重劃區興建全區空橋，首座慈雲路空橋預計年底發包開工；由於後續空橋系統興建費用龐大，國民黨立委鄭正鈐認... , https://udn.com/news/story/7324/7075991?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:14:24 , udn , 投資詐騙250萬元還想再騙 車手穿西裝假冒理財專員遭逮 , https://udn.com/news/story/7320/7076065?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:14:34 , udn , 清明上山掃墓防被咬 新北去年3497捕蛇案這區蛇最多 , https://udn.com/news/story/7323/7075989?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:14:34 , udn , 小心投資詐騙！新竹市警察局第一分局接獲民眾報案遭假冒財經名人投資詐騙250萬元，詐騙集團食髓知味準備再騙他拿出129萬元... , https://udn.com/news/story/7320/7076065?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:14:44 , udn , 新北市去年通報3497件捕蛇案，主要在靠山區以新店、汐止、三峽等地區較多，其中又以新店497件最多，適逢清明連假許多民眾... , https://udn.com/news/story/7323/7075989?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:14:50 , udn , 藍綠吵越兇觀光人潮越多？ 桃園神社單日人潮已破5000 , https://udn.com/news/story/7324/7076092?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:15:00 , udn , 桃園神社迎來日本神祇引發爭議，甚至傳出觀光人潮減少，攤商反應吃不消的情形，引發藍綠營議員論戰，藍營議員批評，請走日本神祇... , https://udn.com/news/story/7324/7076092?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:18:23 , udn , 民怨6.3億綜合大樓視察完沒進展 新北市府：4月底開放 , https://udn.com/news/story/7323/7076081?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:18:33 , udn , 新北市府為增加中和區停車需求並增加多元服務，興建完成佳和公園多目標綜合大樓，結合健身中心、幼兒園、公托、地下停車場興建工... , https://udn.com/news/story/7323/7076081?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:20:52 , udn , 豬源少又逢清明備料 毛豬每公斤批發價逾99元創新高 , https://udn.com/news/story/7266/7076100?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:21:02 , udn , 明天是清明節，由於有祭祀拜拜需求，加上今起休市3天，畜產品價格大漲。根據農委會畜產行情資訊網顯示，4月3日毛豬拍賣頭數為... , https://udn.com/news/story/7266/7076100?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:21:23 , udn , 蔡總統視察貝羊計畫  親餵小羊直言想帶回家 , https://udn.com/news/story/123444/7076018?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:21:33 , udn , 總統蔡英文今天率團視察台灣與貝里斯兩國合作的「貝里斯國家種羊中心」，為中美洲首座現代化高床式羊舍，蔡總統不僅親餵小羊，看... , https://udn.com/news/story/123444/7076018?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:21:54 , udn , 老公寓4樓懸空外推3公尺 新北強拆「天空之城」158件 , https://udn.com/news/story/7323/7076095?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:22:04 , udn , 新莊西盛街一處老舊公寓屋主外推，增建懸空突出3公尺，拆除大隊接獲檢舉後，現場勘查認定屬有公安之虞的違建，已於3月初強制執... , https://udn.com/news/story/7323/7076095?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:23:53 , udn , 貨櫃車撞橋墩「直立」國一南下下營系統麻豆封閉中 , https://udn.com/news/story/7326/7076106?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:24:03 , udn , 中山高南下台南麻豆路段今上午發生離奇車禍；1輛貨櫃車不明原因失控撞上橋墩，後方車體直立，目前拖吊車占用中間及內側車道處理... , https://udn.com/news/story/7326/7076106?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:29:51 , udn , 我國技術團指導貝里斯種羊計畫 蔡英文餵羊不談麥卡錫 , https://udn.com/news/story/6656/7076130?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:30:01 , udn , 國際合作發展基金會2017年起，協助中美洲友邦貝里斯小農改善羊隻飼養管理，引進優良種羊，提升羊肉品質及羊隻存活率。 蔡英... , https://udn.com/news/story/6656/7076130?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:30:22 , udn , 兒童節家長排慘、小孩玩瘋！兒童新樂園免費入園 排隊長龍見不到盡頭 , https://udn.com/news/story/7266/7076099?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:30:32 , udn , 清明五天連假不僅國道狂塞，墾丁、澎湖、溪頭、淡水老街等知名景點也出現擁擠人潮。為歡慶兒童節，兒童新樂園在4月1日至5日止，全國國小（含）以下學童，持2023兒童月摺頁、數位學生證、學生證或健保卡等身分證明文件，連同陪同家長1位，可享免費入園優惠，園內遊樂設施正常收費，因此湧入大批親子。 , https://udn.com/news/story/7266/7076099?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:30:53 , udn , 睡不飽課業壓力大 兒盟調查台灣兒童只有「中等快樂」 , https://udn.com/news/story/6885/7076131?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:31:03 , udn , 今天是兒童節，經過長達三年的疫情，孩子對現在的生活滿意嗎？兒福聯盟今天發布2023年兒童福祉調查發現，發現台灣兒少主觀生... , https://udn.com/news/story/6885/7076131?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:31:24 , udn , ChatGPT求職熱 年薪千萬徵「AI詠唱師」為何青睞文組生？ , https://udn.com/news/story/6811/7067993?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:31:34 , udn , 許多人都在談論ChatGPT等生成式AI將搶走多少人類工作，但較少人注意到的是，圍繞該技術的職缺正如雨後春筍般出現，而且需求火熱，年薪最高可達新台幣1000萬元。該職位又被稱為AI「詠唱師」（Whisperer），想勝任不一定要有計算機工程學位，受過人文科學訓練的人有時反而吃香。為何公司需要這些人才、他們實際工作又在做什麼？ , https://udn.com/news/story/6811/7067993?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:31:55 , udn , 邊牧偷咬貓被抓包「秒用打哈欠掩飾」演技神切換！網笑：給牠頒奧斯卡獎 , https://udn.com/news/story/7470/7073545?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:32:05 , udn , 邊境牧羊犬是智商非常高的犬種，其鬼靈精怪的個性，經常為人們的生活增添不少樂趣。在微博上就有網友分享一段影片，是一隻邊境牧羊犬想偷襲緬因貓，被對方抓包之後竟然瞬間想出奇招幫自己化解危機。 , https://udn.com/news/story/7470/7073545?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:32:26 , udn , 黃偉哲會面日本前橋市長 行銷台南農產 , https://udn.com/news/story/7326/7076087?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:32:36 , udn , 台灣虎航「台南-仙台」1日包機直航起飛，台南市長黃偉哲也搭機訪日，且和群馬縣前橋市長山本龍會面，雙方對台南農產在日本最大... , https://udn.com/news/story/7326/7076087?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:32:57 , udn , 臉書又來！9.2萬成員「南投人聊天室」突遭滅團 , https://udn.com/news/story/7325/7076109?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:33:07 , udn , 達9.2萬成員、南投第一大臉書社團「南投人聊天室」，今突然消失，地方網友不解，管理團隊一查，臉書以「社團違反社群守則遭停... , https://udn.com/news/story/7325/7076109?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:33:28 , udn , 全國舞蹈比賽新北囊括23座特優 4校獲雙特優 , https://udn.com/news/story/6885/7076006?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:33:38 , udn , 新北教育局今天表示，111學年度全國學生舞蹈比賽共獲23座特優，其中4校取得「雙特優」榮譽；鳳鳴國中莊宸萱及台北藝術大學... , https://udn.com/news/story/6885/7076006?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:33:59 , udn , 參觀電動SUV智能製造車廠 馬英九大讚坐起來「很舒適」 , https://udn.com/news/story/123435/7076107?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:34:09 , udn , 前總統馬英九一行人，四日上午十時許到重慶賽力斯汽車製造廠參觀，由賽力斯汽車董事長張興海接待。馬英九在參觀完賽力斯工廠後，還... , https://udn.com/news/story/123435/7076107?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:35:51 , udn , 荷蘭客運列車出軌起火 傳數人重傷 , https://udn.com/news/story/6809/7076128?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:36:01 , udn , 荷蘭緊急救援機關今天凌晨表示，一列載有至少50人的客運列車在福爾斯霍滕鎮（Voorschoten）附近撞上貨運列車後出軌... , https://udn.com/news/story/6809/7076128?from=udn-ch1_breaknews-1-0-news
2023-04-04 12:36:22 , udn , 從上海「潤」回台灣的一家人：忘不了的封城恐懼 , https://udn.com/news/story/7332/7076148?from=udn-ch1_breaknews-1-0-news
