2023-03-01 00:20:20 , udn , 即時短評／蔣萬安DNA如雙面刃？上任以來第一道大難關 , https://udn.com/news/story/6656/7000443?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:13:04 , udn , 新竹市立棒球場爭議不斷，排水與土壤規格都出現重大缺失，新竹市長高虹安今天開記者會說明處理過程，受訪也表示府內政風單位去年... , https://udn.com/news/story/6656/7000885?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:13:56 , udn , 放置長達83分鐘！照護員滑手機半小時沒發現嬰兒溢奶 過失致死判刑 , https://udn.com/news/story/7321/7000831?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:14:50 , udn , 伊朗數百名女學生中毒！疑似「頭巾革命反對人士」報復手段 , https://udn.com/news/story/6809/7000895?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:15:00 , udn , 伊朗2月28日驚傳一起數十名女學生「集體神秘中毒」，成為近期一連串類似事件中的最新一起。 , https://udn.com/news/story/6809/7000895?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:15:21 , udn , 蔣萬安228說法中央打臉 蔡詩萍：不能因身分就認為不對 , https://udn.com/news/story/6656/7000890?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:15:31 , udn , 二二八國家紀念館昨天澄清，二二八事件不是天馬茶房附近緝菸所導致的全台衝突，緝菸並非二二八主因，表示要更正觀念，並幫北市長... , https://udn.com/news/story/6656/7000890?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:15:51 , udn , 新市值型ETF要來啦！00922擁「三大特色」：指數9年累積績效勝大盤 , https://udn.com/news/story/123006/7000648?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:16:02 , udn , 理財達人摳摳（懶錢包Lazywallet）在Youtube頻道上分享，如果你對台股市值巨大的龍頭標的有興趣，可以來認識這一檔，一次網羅市值領袖級企業、號稱是市值型2.0版的ETF，「國泰台灣領袖50 ETF(基金之配息來源可能為收益平準金)」，證券代碼00922。 , https://udn.com/news/story/123006/7000648?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:16:53 , udn , 羨慕誰？你看到的不是全貌 而是別人想要展現的樣子 , https://udn.com/news/story/121484/7000647?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:17:03 , udn , 我認識不少過著表面生活的人，要假裝有錢、假裝人脈很廣、假裝很有能力、假裝婚姻幸福，一旦你知道了真相才會恍然大悟，原來看到的不是全貌，而是別人想要展現出來的樣子。很多人為了面子而活，看多了，你就不會只看表面就信以為真了！ , https://udn.com/news/story/121484/7000647?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:17:50 , udn , 回不去了！更新iOS 16.3.1爆耗電災情 連最後降級「後悔藥」也沒了 , https://udn.com/news/story/7098/7000872?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:18:00 , udn , 蘋果（Apple）於2月14日釋出iOS 16.3.1更新檔，不少果粉「身先士卒」搶先升級卻爆出狂掉電量的災情，但如今若後悔升級、想「降級」恐怕也沒辦法了。 , https://udn.com/news/story/7098/7000872?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:18:21 , udn , 希臘火車相撞至少26死85傷！前四節車廂出軌、車頭幾乎全爛 , https://udn.com/news/story/6809/7000901?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:18:24 , udn , 凱基證券囊括財資雜誌年度四大獎 專業屢獲國際肯定 , https://udn.com/news/story/7239/7000880?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:18:31 , udn , 希臘北部城市坦佩（Tempe）今天稍早傳出兩列火車相撞，至少26人死亡、85人受傷，目前救援仍在進行中。 , https://udn.com/news/story/6809/7000901?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:18:34 , udn , 凱基證券專業備受國際媒體肯定，一舉奪得國際知名財經媒體財資雜誌（The Asset）Triple A Country A... , https://udn.com/news/story/7239/7000880?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:18:55 , udn , 國內首見本土猴痘個案 2男皆無出國旅遊史 , https://udn.com/news/story/120940/7000877?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:20:51 , udn , 加嚴遏阻TikTok在美國使用 白宮持開放態度 , https://udn.com/news/story/6811/7000893?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:21:01 , udn , 共和黨人提案在美國禁用中國短影音平台TikTok的法案開始在國會內推動。白宮今天表示，對於進一步採取行動限制TikTok... , https://udn.com/news/story/6811/7000893?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:21:22 , udn , 按摩師猥褻女客胸部10分鐘   騙可消除淋巴不適感 , https://udn.com/news/story/7321/7000909?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:21:32 , udn , 何姓按摩師曾強制猥褻女客判刑，發監前，騙稱月事來女人胸部會腫脹，再猥褻一名女客，另對一名女客強制性交得逞，台北地院審理，... , https://udn.com/news/story/7321/7000909?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:21:53 , udn , 碧桂園創始人楊國強交棒 楊惠妍接任董事會主席 , https://udn.com/news/story/7333/7000905?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:22:03 , udn , 大陸地產巨頭碧桂園1日公告稱，該公司創始人、主席及執行董事楊國強因年齡原因提出辭任主席及執行董事職務，由其女兒、聯席主席... , https://udn.com/news/story/7333/7000905?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:23:50 , udn , NBA／暴龍再補強要拚季後賽！簽下前約柯奇得力助手 , https://udn.com/news/story/7002/7000766?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:24:01 , udn , 雖被視為交易大限前的賣家，暴龍隊不僅在截止日前積極補強，根據「沃神」沃納羅斯基（Adrian Wojnarowski），他們日前還簽下了搖擺人巴頓（Will Barton），再次加強球隊陣容。

 , https://udn.com/news/story/7002/7000766?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:24:21 , udn , 好康延長至3月20日 新北長者打疫苗就可領500元禮券 , https://udn.com/news/story/7323/7000926?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:24:31 , udn , 國內疫情雖已趨緩，但Omicron仍為主流病毒株，接種雙價疫苗能有效預防Omicron。新北市疫苗接種系統第27期從今日... , https://udn.com/news/story/7323/7000926?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:24:52 , udn , 陳其邁赴日前夕 台灣基進呼籲借鏡鳳梨提「棗」防範 , https://udn.com/news/story/6656/7000927?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:25:02 , udn , 中國大陸無預警禁止進口台灣鳳梨今天滿2年，高雄市長陳其邁預計3月5日率團赴日行銷農產，台灣基進高雄市黨部開記者會指出，明... , https://udn.com/news/story/6656/7000927?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:25:23 , udn , 永和樂活共生實驗基地月底走入歷史 在地居民難過不捨 , https://udn.com/news/story/7323/7000921?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:25:33 , udn , 新北永和樂活共生實驗基地過去是在地民眾樂活空間，但卻無預警貼出閉館倒數公告，讓在地居民相當不捨。新北城鄉局回應，園區本來... , https://udn.com/news/story/7323/7000921?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:25:53 , udn , 影／藍提取消228活動？吳沛憶：蔣萬安是王子嗎 , https://udn.com/news/story/6656/7000919?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:26:04 , udn , 台北市政府昨日舉辦228紀念活動，台北市長蔣萬安致詞時遭抗議民眾打斷，台北市議員鍾沛君表示，要提案名捻起舉辦官方228追... , https://udn.com/news/story/6656/7000919?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:26:24 , udn , 影／921地震受幫助 清水大秀國小學生義賣送愛土敘 , https://udn.com/news/story/6904/7000917?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:26:35 , udn , 感念台灣921大地震時曾受幫助，當年土耳其救難隊也第一時間抵達台灣協助救災，台中市清水區大秀學生今天製作種子飾品等小物將... , https://udn.com/news/story/6904/7000917?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:26:55 , udn , 騎士閃路樹撞死 嘉縣府辯只倒1棵仍有過失 判國賠396萬 , https://udn.com/news/story/7321/7000913?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:27:05 , udn , 故宮南院胡姓保全去年下班時因騎機車閃倒下路樹自撞送醫不治，家屬請求國賠，雖縣府以沿線384棵只倒1棵已盡管理義務、且死者... , https://udn.com/news/story/7321/7000913?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:27:21 , udn , 與兩妹妹感情好！蔡天鳳寵溺為妹慶生 容貌都甜美 , https://udn.com/news/story/123406/7000899?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:27:26 , udn , 大陸無人機干擾阻我試射？ 知情人士：已試射成功 , https://udn.com/news/story/10930/7000912?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:27:31 , udn , 譚仔太子爺Chris的28歲老婆Abby Choi（蔡天鳳）日前（24日）被發現遭謀殺分屍，並藏屍大埔龍尾村村屋，消息震驚全香港。Abby為人心地善良，性格和藹可親，她的離世令人深感惋惜和難過。Abby的母親「五姐」與女兒感情深厚，Abby的死訊曝光後，大批網友紛紛湧入五姐的抖音帳號留言哀悼，希望五姐可以節哀順變。 , https://udn.com/news/story/123406/7000899?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:27:36 , udn , 中科院預計本月22、23、24日共3天飛彈試射，但公告取消，巧合的是23日至24日大陸偵察無人機闖我東南空域，外界認為陸... , https://udn.com/news/story/10930/7000912?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:27:51 , udn , 公司春酒辦在「八方雲集」他超錯愕 單人預算曝光網也傻了 , https://udn.com/news/story/120911/7000878?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:28:02 , udn , 不少公司都會舉辦春酒，讓員工可以提振精神工作。一名網友在中部一間中型行銷公司上班，老闆表示春酒會辦在一家中式餐廳，他本來滿心期待，沒想到最後公佈春酒地點是在八方雲集，令他相當錯愕，於是想問問大家，「中小企業上班的各位春酒也是辦在這樣的餐廳嗎？」。 , https://udn.com/news/story/120911/7000878?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:28:22 , udn , 丟廢棄輪胎遭拒 嗆罵環保人員 網友負評洗版 他道歉了 , https://udn.com/news/story/7320/7000928?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:28:33 , udn , 新北市新莊區中港路一家機車維修行，日前下午欲將是事業廢棄輪胎丟進資源回收車內，被環保局人員阻止，他竟失控嗆罵。整段過程影... , https://udn.com/news/story/7320/7000928?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:29:23 , udn , 永立榮球型羊水幹細胞製劑獲台美專利 , https://udn.com/news/story/7238/7000925?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:29:34 , udn , 專注於研發羊水幹細胞再生療法的永立榮生醫今（1）日宣布，繼台灣之後，已在今年2月下旬接獲書面通知，公司開發的球型羊水幹細... , https://udn.com/news/story/7238/7000925?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:29:51 , udn , 防H5N1！家禽養殖業者開發智能系統 可遠端餵飼料、洗禽舍 , https://udn.com/news/story/7266/7000942?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:30:02 , udn , 全球受禽流感H5N1肆虐，造成嚴重缺蛋危機，台灣去年10月至今共發生52例，雲林縣長張麗善今天到四湖鄉芳源畜牧場觀摩「家... , https://udn.com/news/story/7266/7000942?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:30:22 , udn , NBA／莫蘭特第三節狂砍28分創紀錄 率灰熊逆轉沒詹皇的湖人 , https://udn.com/news/story/7002/7000920?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:31:23 , udn , 缺蛋未解+雞肉價格上漲 這檔飆漲停創33年高 , https://udn.com/news/story/7251/7000932?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:31:33 , udn , 全球禽流感嚴峻下，雞蛋價強漲，台灣近期蛋品缺口愈來愈大，雞肉和蛋品價格後市看漲下，推升今（1）日缺蛋概念股的表現，由卜蜂... , https://udn.com/news/story/7251/7000932?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:32:53 , udn , 超越「旅遊」的意義 勇敢踏上歐洲朝聖者之路 , https://udn.com/news/story/6812/7000944?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:33:03 , udn , 經過漫長的防疫期，人們出門旅遊的需求已經有所不同，新趨勢也等著大家嘗試；例如心靈療癒、養生假期和環保設施越來越受重視，世界各國的神山、聖地和秘境成為許多人慢旅行的首選目的地。 , https://udn.com/news/story/6812/7000944?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:35:54 , udn , 慘了！邱毅罵李敖兒「不肖子、骯髒」 挨告求償200萬確定判決出爐 , https://udn.com/news/story/7321/7000949?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:35:56 , udn , 影／藍提取消228活動？ 吳沛憶：蔣萬安是王子嗎？ , https://udn.com/news/story/122701/7000919?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:36:05 , udn , 前立委邱毅4年前在中國大陸網站節目「邱毅說」中，批已故作家李敖的兒子李戡「不肖子」、「顯示你內心的骯髒」、「你對起你老爸... , https://udn.com/news/story/7321/7000949?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:36:25 , udn , 高雄路口計程車擦撞機車 消防隊千斤頂救出壓車下騎士 , https://udn.com/news/story/7320/7000955?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:36:36 , udn , 高雄市左營區左營區博愛二路今天上午發生計程車與機車車禍，林姓男子駕駛計程車右轉，疑未禮讓直行機車，機車騎士黃姓男子撞上後... , https://udn.com/news/story/7320/7000955?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:36:56 , udn , 幻術師出手 日月漢引的東方茶屋 , https://udn.com/news/story/7270/7000953?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:37:06 , udn , 隱身承德路巷弄，土黃色如拱門般的招牌成為焦點，「仙島SENTO」彷彿引領進入一個奇幻世界，與漢方茶飲的美麗相遇，如此觸動味蕾。 , https://udn.com/news/story/7270/7000953?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:38:51 , udn , 國民黨：力抗民進黨全動法箝制言論自由 籲票投林明溱 , https://udn.com/news/story/6656/7000958?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:39:02 , udn , 南投立委補選在即，國民黨上午舉行「力抗民進黨箝制言論自由、力挺南投真正國會監督力量」記者會表示，民進黨強推「全民防衛動員... , https://udn.com/news/story/6656/7000958?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:39:22 , udn , 藍議員提案停辦228台北官方活動 蔡詩萍：不會停辦 , https://udn.com/news/story/6656/7000965?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:39:32 , udn , 台北市長蔣萬安昨天首度出席北市府舉辦的二二八紀念活動，卻遭抗議群眾衝上台抗議，連致詞稱二二八事件是因緝菸事件導致全台衝突... , https://udn.com/news/story/6656/7000965?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:39:53 , udn , NBA／美媒稱威廉森傷情已有進展 下週檢查後再評估復出日 , https://udn.com/news/story/7002/7000871?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:40:03 , udn , 在狀元威廉森（Zion Williamson）遭遇傷病後，鵜鶘隊戰績跌落谷底。不過，根據《ESPN》報導，威廉森回復狀況已有進展，但仍未設已定歸隊日期。

威廉森本季場均獲得26分、4.6助攻、7 , https://udn.com/news/story/7002/7000871?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:40:24 , udn , 伺服器廠 開拓邊緣5G電信整合AI應用市場 , https://udn.com/news/story/7240/7000957?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:40:29 , udn , 騎士閃路樹撞死…嘉縣府辯「只倒1棵」仍有過失 判國賠396萬 , https://udn.com/news/story/7321/7000913?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:40:34 , udn , DIGITIMES研究中心分析師龔明德觀察，近期伺服器產業鏈包含晶片業者、伺服器業者以及雲端大廠等皆積極拓展邊緣運算市場... , https://udn.com/news/story/7240/7000957?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:40:59 , udn , 車行丟廢棄輪胎遭拒反嗆罵環保人員 網友負評洗版讓他道歉了 , https://udn.com/news/story/7320/7000928?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:43:56 , udn , 安碁資訊去年EPS 7.92元 擬配發4.5元股息 , https://udn.com/news/story/7254/7000934?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:44:07 , udn , 宏碁（2353）集團旗下資安服務廠商安碁資訊（6690）董事會通過去年度合併財務報表，全年度營收1,603,216仟元，... , https://udn.com/news/story/7254/7000934?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:44:51 , udn , 在科技業打滾8年多！底薪從43K提升至117K 網見1亮點佩服了 , https://udn.com/news/story/7269/7000863?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:45:01 , udn , 每個人對於工作的理想條件都不同，有人希望從事自己有興趣的領域，也有人只單純追求高薪的待遇。一名男網友在網路上發文，分享自己在科技業八年多來的薪資歷程，除了底薪從43K提升到117K，工作的領域也大幅改變，其中「跳槽」就是重要的關鍵，而貼文曝光後也掀起討論。 , https://udn.com/news/story/7269/7000863?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:45:22 , udn , 新台幣早盤重貶1.72角跌破30.6元 創近2個月新低 , https://udn.com/news/story/7239/7000972?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:45:32 , udn , 228連假期間，亞幣普遍走貶，新台幣匯率今天連假後首個交易日展開補跌，今天早盤一度重貶1.72角、最低觸及30.652元... , https://udn.com/news/story/7239/7000972?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:45:53 , udn , 印尼佐科威卸任前拉抬家人聲勢  學者：政治王朝將成形 , https://udn.com/news/story/6809/7000937?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:46:03 , udn , 印尼明年2月將舉行總統、議員及地方省長選舉，最近有關總統候選人選的猜測不斷，但更多輿論集中在總統佐科威的政治野心及其卸任... , https://udn.com/news/story/6809/7000937?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:46:23 , udn , 能源總署：2022年歐洲液化天然氣進口量飆升63% , https://udn.com/news/story/6809/7000970?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:46:34 , udn , 國際能源總署今天發表的一份報告指出，由於各國試圖彌補俄羅斯經輸送管供應的天然氣量下降，歐洲去年的液化天然氣進口量劇增 , https://udn.com/news/story/6809/7000970?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:46:54 , udn , 台師大成立產業創新學院　推雙指導制、再領高額獎學金 , https://udn.com/news/story/6928/7000969?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:47:05 , udn , 為培育國家重點產業所需人才，國立台灣師範大學今年將成立「跨域科技產業創新研究學院」，設置AI跨域應用、綠能科技與永續治理... , https://udn.com/news/story/6928/7000969?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:47:25 , udn , 抓到蛋商聯合哄抬蛋價？公平會說話了 , https://udn.com/news/story/7266/7000978?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:47:35 , udn , 台灣目前缺蛋荒，蛋價也直直漲，立委今天關切公平會是否有發現蛋商聯合哄抬價格？公平會主委李鎂表示，目前蛋價漲價主要是產銷機... , https://udn.com/news/story/7266/7000978?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:47:43 , udn , 南非缺電困境 威脅白金供應 , https://udn.com/news/story/6811/7000984?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:47:53 , udn , 南非的嚴重停電困境，不僅正在衝擊已在近月惡化的經濟，也威脅印帕拉白金（Impala Platinum）等礦商在當地的白金供應，不管是現在、還是未來幾年。 , https://udn.com/news/story/6811/7000984?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:47:56 , udn , 影／228連假4天大執法 清水警方取締違規超速250件 , https://udn.com/news/story/7325/7000975?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:48:06 , udn , 228連假剛結束，台中市清水警分局大執法，連續4天假期在轄區多處路段設警網防制噪音車，取締違規車輛，共取締交通違規超速2... , https://udn.com/news/story/7325/7000975?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:48:14 , udn , 法國年金改革 勢在必行 , https://udn.com/news/story/6811/7000991?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:48:24 , udn , 法國總統馬克宏政府日前公布了一度被稱為「所有改革之母」的政策綱要--一項要求法國人拉長工作年齡、延後退休的退休金改革計畫。 , https://udn.com/news/story/6811/7000991?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:48:27 , udn , 跟著藝術家「逍姚遊」 姚植傑藝術個展即日連袂開展 , https://udn.com/news/story/7324/7000974?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:48:37 , udn , 「跟著來去逍姚遊–姚植傑藝術個展」即日起至4月30日於新竹市市定古蹟「新竹州警務部部長官舍」、「下竹町」歷史建築南大路警... , https://udn.com/news/story/7324/7000974?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:48:44 , udn , 競業禁止條款 利弊互見 , https://udn.com/news/story/6811/7000995?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:48:55 , udn , 美國聯邦貿易委員會（FTC）在日前提出一項新規定，禁止雇主對員工施加競業限制，這是一種普遍存在於就業市場、而且經常具剝削性的做法，會壓低工資、阻礙創新，以及阻止創業家開辦新企業。 , https://udn.com/news/story/6811/7000995?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:48:57 , udn , 影／拒絕柯市府舊方案 社子島居民盼蔣萬安兌現承諾 , https://udn.com/news/story/7323/7000977?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:49:08 , udn , 社子島自救會成員今天上午前往台北市政府門口陳情，要求市長蔣萬安兌現選前承諾，處理聚落保留。自救會發言人李華萍表示，蔣萬安... , https://udn.com/news/story/7323/7000977?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:49:15 , udn , 統包商認了2大缺失 高虹安曝新竹棒球場改善方向 , https://udn.com/news/story/7314/7000981?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:49:26 , udn , 新竹市立棒球場重建工程爭議不斷，新竹市長高虹安今天親上火線說明最新掌握進度，表示市府積極聯繫廠商取得重大改善承諾。棒球場... , https://udn.com/news/story/7314/7000981?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:49:28 , udn , 張敦量構成殺人未遂關鍵曝！重踹男大生頭下場重判9年 , https://udn.com/news/story/7321/7000966?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:49:39 , udn , 台中瑪莎拉蒂3煞張敦量、李韋霖及陳勁豪前年底痛毆宋姓男大生引發軒然大波，張案發遭收押至今1年多。台中地方法院耗時1年多審... , https://udn.com/news/story/7321/7000966?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:49:46 , udn , 出現本土猴痘！ 疾管署明專家會議討論疫苗接種對象 , https://udn.com/news/story/6656/7000992?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:49:56 , udn , 國內新增兩例本土個案，分別為北部40多歲和南部20多歲本國籍男性；去年至今已累計7例個案。疾管署發言人羅一鈞表示，目前匡... , https://udn.com/news/story/6656/7000992?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:49:59 , udn , 命理師去年早就預言「會缺蛋」 8項警告已命中4點 , https://udn.com/news/story/120912/7000911?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:50:09 , udn , 全台陷入缺蛋危機，農委會還得向澳洲進口500萬顆雞蛋以穩定供需。不過，其實早在去年底（2022），命理老師廖美然就曾預言今年會缺蛋，此外還有大地震、企業裁員潮等都在廖美然的預言中，令網友直呼實在太神準。 , https://udn.com/news/story/120912/7000911?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:50:17 , udn , 聯準會續鷹 新興亞股表現不佳 , https://udn.com/news/story/7239/7000989?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:50:27 , udn , 美國聯準會升息壓力再度轉強，美股近期跌多漲少，新興亞股上周除台灣小幅上漲0.2%以外，其餘均走跌，印度下跌2.5%最重，... , https://udn.com/news/story/7239/7000989?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:50:30 , udn , 五股新興堂香舖大爆炸4死38傷 桃園市消防局確定要連帶賠償1077萬元 , https://udn.com/news/story/7320/7000968?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:50:40 , udn , 桃園萬達煙火公司12年前因爆炸被廢止爆竹煙火製造許可證書，負責人鄭禮廷為減少損失，將專業煙火賣給新興堂香鋪老闆陳邱隆，未... , https://udn.com/news/story/7320/7000968?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:50:48 , udn , 瀚亞投資-日本動力股票基金發威 橫掃國內外五項基金獎 , https://udn.com/news/story/7239/7000986?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:50:50 , udn , 加持金榜題名...台南推出最高CP值「最強考運」導覽路線 , https://udn.com/news/story/7326/7001006?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:50:58 , udn , 享有基金界奧斯卡獎美譽的「Smart智富台灣基金獎（晨星技術指導）」，2023年得獎名單揭曉。瀚亞投資-日本動力股票基金... , https://udn.com/news/story/7239/7000986?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:51:01 , udn , 繼去年農曆7月推出「台南最強女鬼」散步路線瞬間秒殺，台南南市觀旅局再推出史上「最強考運」散策導覽。短短的不到1公里就有5... , https://udn.com/news/story/7326/7001006?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:51:01 , udn , 國民黨批鄭文燦出訪大撒幣 籲綠不要對林明溱雙標 , https://udn.com/news/story/6656/7000976?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:51:11 , udn , 國民黨桃園市議員舒翠玲、副發言人楊智伃今舉行「民進黨看過來！鄭文燦出訪大撒幣，不用同樣標準監督嗎？」 記者會，針對民進黨... , https://udn.com/news/story/6656/7000976?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:51:21 , udn , 第二屆我愛白沙屯媽祖歌唱大賽今起報名  冠軍2萬元 , https://udn.com/news/story/7324/7001007?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:51:31 , udn , 疫情關係，停辦一年的「我愛白沙屯媽祖」歌唱大賽，訂於4月8日恢復辦理，主辦單位已將活動辦法公告在白沙屯媽祖婆網站，冠軍獎... , https://udn.com/news/story/7324/7001007?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:51:31 , udn , 大聯大去年營業淨利創歷史新高 EPS 6.02元 , https://udn.com/news/story/7253/7000967?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:51:42 , udn , 半導體零組件通路商大聯大投控（3702）2022年合併營收為7,752.32億元，為歷史次高，大聯大表示，在有效控管費用... , https://udn.com/news/story/7253/7000967?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:51:52 , udn , 賴清德民調升、郭台銘退場就選總統？ 侯友宜回應了 , https://udn.com/news/story/6656/7001004?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:52:02 , udn , 有立委推測說新北市長侯友宜出場參選總統的時間可能是落在副總統賴清德民調往上衝或鴻海董事郭台銘初選退場的時候。侯友宜回應，... , https://udn.com/news/story/6656/7001004?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:52:02 , udn , 美眾院外委會審挺台抗中法案 一口氣通過8部 , https://udn.com/news/story/6813/7000938?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:52:13 , udn , 美國眾議院外委會今天一口氣通過8部挺台抗中法案，其中包括要求國務院定期檢視對台交往準則，以確保任何美國對台政策的改變，都... , https://udn.com/news/story/6813/7000938?from=udn-ch1_breaknews-1-0-news
2023-03-01 11:52:34 , udn , 加入IMF會員國？楊金龍點出能否突破的關鍵 , https://udn.com/news/story/7238/7000961?from=udn-ch1_breaknews-1-0-news
