2023-03-09 00:14:53 , udn , 北大台研院長李義虎：今年兩岸民間交流回暖可期 , https://udn.com/news/story/7333/7018798?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:08:37 , udn , 長期看多蘋果的Wedbush證券公司分析師艾夫斯（Dan Ives）表示，蘋果iPhone在1、2月的供應穩定，同時中國... , https://udn.com/news/story/6811/7019509?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:08:53 , udn , 魚屍都曬成魚乾還不清  高市林園汕尾港上演官場現形記 , https://udn.com/news/story/7327/7019536?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:09:03 , udn , 高雄林園區汕尾漁港外灘，3月1日被發現大量魚群曝屍，但卻不見處理，魚屍在艷陽下腐臭，民眾看不過，昨再向民代告狀，議員王耀... , https://udn.com/news/story/7327/7019536?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:09:24 , udn , 羽球／讓世界看見球后！戴資穎躍上時代廣場巨型螢幕 , https://udn.com/news/story/7005/7019535?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:09:34 , udn , 身為羽壇指標性選手的我國「一姊」戴資穎，身影再躍上時代廣場巨型螢幕！戴資穎所屬的國際羽球品牌VICTOR從1968年創立... , https://udn.com/news/story/7005/7019535?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:09:55 , udn , 南市公益彩券經銷商申請已逾1700件 增加假日受理便民 , https://udn.com/news/story/7326/7019533?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:10:02 , udn , 經典賽／大陸推19歲左投王翔先發 日本讓大谷扛首戰有原因 , https://udn.com/news/story/10785/7019475?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:10:05 , udn , 台南市3月初開始受理第五屆公益彩券經銷商「第一階段資格審查證明」申請，截至3月7日止已受理逾1700件考量部分身心障礙或... , https://udn.com/news/story/7326/7019533?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:10:26 , udn , 康復之家股東帶女住民上摩鐵 挨告乘機性交獲不起訴 , https://udn.com/news/story/7320/7019532?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:10:36 , udn , 台北某康復之家陳姓股東遭控，2021年間帶身心障礙女住民外出參加活動，回程卻直接帶進汽車旅館利用權勢發生性行為。檢方認為... , https://udn.com/news/story/7320/7019532?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:10:56 , udn , 恢復兩岸直航點有譜 政院：陸委會下午4時說明 , https://udn.com/news/story/6656/7019531?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:11:07 , udn , 疫情趨緩，行政院長陳建仁今天在行政院會指示，陸委會會同交通部、衛福部，就「恢復兩岸空運客運航點」各層面交流進行評估及規畫... , https://udn.com/news/story/6656/7019531?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:11:53 , udn , 蔡英文訪美若成行能建歷史定位 卻恐讓賴清德2024之路蒙陰影 , https://udn.com/news/story/6656/7019538?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:12:00 , udn , 2隻名貴錦鯉暴斃！天兵爸媽竟拿去做成炸魚大餐她傻爆眼 試吃口感曝光 , https://udn.com/news/story/7470/7019459?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:12:04 , udn , 總統蔡英文預計3月底出訪，4月初過境美國將於加州會晤聯邦眾議院議長麥卡錫，美國國務院發言人普萊斯今天表示，台灣高層官員過境美國，符合美國長期的「一個中國」政策，不過，麥卡錫仍表示不排除之後可能會造訪台灣，中國大陸已向美方提出嚴正交涉。蔡總統訪美行攸關她的歷史定位，除了這次過境美國，明年可能也有「畢業旅行」，但卻恐讓副總統賴清德2024之路蒙上陰影。... , https://udn.com/news/story/6656/7019538?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:14:56 , udn , 台灣華語文學習中心遭網路攻擊 徐佳青：法警方證實中共駭攻 , https://udn.com/news/story/6656/7019530?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:15:06 , udn , 立法院外交及國防委員會邀請僑務委員會委員長徐佳青報告業務概況並備質詢，徐佳青表示中國海外警察服務站最近對法國的「台灣華語... , https://udn.com/news/story/6656/7019530?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:17:53 , udn , 黑道連辦春酒太囂張 陳建仁下令警政署加以遏止 , https://udn.com/news/story/7321/7019567?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:18:02 , udn , 影／包尿布男清晨跌坐路中險象環生 清水警護送回家 , https://udn.com/news/story/7320/7019491?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:18:04 , udn , 竹聯幫仁堂旭仁會、明仁會接連在台北市中山區五星級萬豪酒店舉行春酒，刻意壯大幫派聲勢。行政院長陳建仁今天在院會指示內政部警... , https://udn.com/news/story/7321/7019567?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:18:12 , udn , 一名48歲男子下半身只包尿布，清晨走在台中市沙鹿區街上，不慎跌坐路上很危險，路人發現報案，員警帶他回派出所休息，挨家挨戶... , https://udn.com/news/story/7320/7019491?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:18:24 , udn , 看電影變灌籃高手鐵粉 小2女見這幕好驚喜「我和三井壽一樣」 , https://udn.com/news/story/120912/7019504?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:18:35 , udn , 「灌籃高手」動畫電影版上映後，不只讓許多老粉絲，回憶當年的熱血感動，也有部分觀眾透過電影版，認識到這部經典的動漫作品。近來一位日本網友，就分享他女兒在欣賞「灌籃高手」漫畫版時，所發生的一件趣事。 , https://udn.com/news/story/120912/7019504?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:18:55 , udn , 她收到團購紅棗包裹 手伸進去拿慘遭「埋伏生物突襲狠咬」當場噴血 , https://udn.com/news/story/7470/7019541?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:19:05 , udn , 拆包裹要小心裡面的陷阱！一名女子在新年收到團購來的紅棗，手一伸進袋子裡竟遭到潛藏在其中的老鼠狠咬，當場見血受傷，其他相關人士卻把責任撇的一乾二淨。 , https://udn.com/news/story/7470/7019541?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:19:26 , udn , 影／總統文化獎徵選起跑 賴清德：鼓勵具有台灣價值、為土地奉獻人士 , https://udn.com/news/story/7266/7019560?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:19:36 , udn , 副總統賴清德今天出席文化總會在總統府舉行的「第十二屆總統文化獎 徵選起跑記者會」，文化總會自2001年起籌辦兩年一屆的「... , https://udn.com/news/story/7266/7019560?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:19:57 , udn , 影／紫色風暴來襲 嘉義縣紫藤花季起跑 166縣道32個賞花點迎客 , https://udn.com/news/story/7326/7019554?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:20:07 , udn , 春天嘉義超浪漫！繼黃花風鈴木大爆發，另一波紫藤花紫色花海即將來襲，賞花期今起到31日止，嘉義縣文化觀光局上午舉行宣傳會，... , https://udn.com/news/story/7326/7019554?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:20:28 , udn , 遭點名沒撤俄  微星：不予評論 , https://udn.com/news/story/7240/7019447?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:20:38 , udn , 電競大廠微星科技遭民間團體點名未撤出俄國市場，形同為侵略烏克蘭「貢獻」，微星不予評論 , https://udn.com/news/story/7240/7019447?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:20:53 , udn , 男屍卡台中港風場平台 法醫高大成：查溺水或死後落水 , https://udn.com/news/story/7320/7019573?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:20:58 , udn , 王建煊：選上第一年和對岸談判統一、蓋萬戶老人安養 , https://udn.com/news/story/6656/7019553?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:21:09 , udn , 監察院前院長王建煊日前宣布參選總統，主張兩岸和平統一。王建煊今在直播節目中受訪時表示，如對岸武統爆發戰爭，對不起台灣人民... , https://udn.com/news/story/6656/7019553?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:21:29 , udn , 逾80年歷史東吉嶼燈塔凌晨坍塌 燈塔園區即起暫停開放 , https://udn.com/news/story/7266/7019552?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:21:40 , udn , 東吉嶼燈塔位處島嶼長期受海風侵蝕，重建後已有85年歷史，交通部航港局表示，東吉嶼燈塔一樓屋簷昨天凌晨發生部分坍塌，未造成... , https://udn.com/news/story/7266/7019552?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:22:00 , udn , 蛋荒未緩解 卜蜂：估到中秋節才會不缺蛋 , https://udn.com/news/story/122475/7019551?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:22:10 , udn , 全台鬧蛋荒，卜蜂董事長鄭武樾表示，缺蛋是全球性的問題，推估要到天氣回暖才會緩解，要中秋節左右才能不缺蛋，而包括雞蛋與肉雞... , https://udn.com/news/story/122475/7019551?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:22:31 , udn , 宜蘭「捐血送蛋」掀爆動了 網笑：賣血換雞蛋 , https://udn.com/news/story/7328/7019548?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:22:41 , udn , 全台雞蛋荒，一蛋難求，宜蘭有政黨訂於後天舉辦捐血活動，送出目前最搶手的雞蛋，每盒30顆牧草蛋、限量100盒；消息一出，未... , https://udn.com/news/story/7328/7019548?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:23:02 , udn , 百年古蹟草山御賓館今動工修復 預計主體修復將投入1億3,600萬元 , https://udn.com/news/story/7323/7019547?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:23:12 , udn , 直轄市定古蹟「草山御賓館」今天辦理修復工程動工典禮，宣告歷經多年的跨部門協調後，由中央與北市府攜手達成共識，由管理單位國... , https://udn.com/news/story/7323/7019547?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:23:33 , udn , 實踐侯友宜安居樂業 經發局下周三辦青年創業課 , https://udn.com/news/story/7323/7019545?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:23:43 , udn , 新北市長侯友宜施政重點之一包括讓市民安居樂業，新北市經發局今年3月接連推出彩色情人節系列活動與少年頭家創業課程，為響應民... , https://udn.com/news/story/7323/7019545?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:24:03 , udn , 變態阿公拿叉子性侵5歲孫女 無罪逆轉判7年半、賠31萬 , https://udn.com/news/story/7321/7019544?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:24:14 , udn , 台中1名祖父是退休公務員，他不顧孫女僅5歲拿叉子、筷子插她下體性侵，一審雖獲判無罪，但二審逆轉改依強制性交判7年6月經最... , https://udn.com/news/story/7321/7019544?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:24:34 , udn , 經典賽／日本推大谷戰中國 教頭栗山坦承有策略考量 , https://udn.com/news/story/10785/7019463?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:24:45 , udn , 日本棒球明星大谷翔平在世界棒球經典賽（WBC）第一次亮相，將在台北時間9日日本預賽首場擔任對中國之戰的先發投手，日本總教... , https://udn.com/news/story/10785/7019463?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:25:05 , udn , 加速AR元宇宙應用商業化 工研院攜手Ganvix深化藍綠光VCSEL關鍵技術 , https://udn.com/news/story/7238/7019539?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:25:15 , udn , 在經濟部技術處補助下，工研院與具有獨家垂直共振腔面射型雷射（Vertical-Cavity Surface-Emitti... , https://udn.com/news/story/7238/7019539?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:26:06 , udn , 魚屍都曬成魚乾還不清 高市林園汕尾港上演官場現形記 , https://udn.com/news/story/7327/7019536?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:26:37 , udn , 三星聘台積電前研發大將林俊成 接先進封裝事業副總裁 , https://udn.com/news/story/6811/7019537?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:26:47 , udn , 南韓媒體BusinessKorea報導，根據產業3月8日傳來的消息，三星電子近期已聘請台積電前研發主管林俊成（Lin J... , https://udn.com/news/story/6811/7019537?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:26:53 , udn , 這些中國品牌為何在美爆紅？中西對抗下有何生存之道？ , https://udn.com/news/story/6809/7018297?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:27:03 , udn , 不少中國企業已成功打入西方市場，例如電商Temu、CapCut影片剪輯App、短影音平台TikTok、時尚電商Shein等，但這些公司面臨或未來可能面臨西方政府的反中情結和打壓，美國白宮已表態支持參院提出的一項旨在授權總統禁用TikTok或迫使其出售的法案。這些已打開國際市場的中國企業如何在充滿敵意的環境下求生，公司執行長有何生存法則？ , https://udn.com/news/story/6809/7018297?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:27:23 , udn , 不滿被資遣 生華科前專案經理竊取營業秘密遭訴 , https://udn.com/news/story/7321/7019596?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:27:34 , udn , 上市公司生華生物科技臨床管理處一名馮姓女專案經理，前年5月因不滿遭資遣，竟在離職前將公司正在研發的新藥臨床試驗、藥物反應... , https://udn.com/news/story/7321/7019596?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:27:54 , udn , NBA／布魯克斯直言不喜歡勇士 格林回酸：灰熊沒他會更好 , https://udn.com/news/story/7002/7019549?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:28:05 , udn , 勇士與灰熊兩隊去年在季後賽結下樑子，日前灰熊球員布魯克斯（Dillon Brooks）狠酸格林（Draymond Green）若不在勇士，根本沒人會認識。格林近期也在節目中反嗆布魯克斯。

布魯克 , https://udn.com/news/story/7002/7019549?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:28:25 , udn , 傳產金融走弱 台股開高走低回測15800點支撐 , https://udn.com/news/story/7251/7019437?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:28:36 , udn , 美股8日多數收高，台股今天早盤隨著攀高至15878.75點，逼近波段高點15879.16點，只是隨後賣壓出籠，指數震盪走... , https://udn.com/news/story/7251/7019437?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:28:56 , udn , 魚還沒長大就被捕撈 環團憂漁業枯竭、促海保法快送審 , https://udn.com/news/story/7266/7019593?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:29:06 , udn , 環團綠色和平組織與國立海洋生物博物館合作調查，公布六種台灣漁港常見魚類體長調查，包括白腹鯖、黑喉、竹筴魚、日本馬頭魚、盤... , https://udn.com/news/story/7266/7019593?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:29:27 , udn , 國民黨民調恐不納朱立倫 侯友宜：在哪都可為國家做事 , https://udn.com/news/story/123307/7019592?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:29:37 , udn , 國民黨祕書長黃健庭說現在2024民調不會納入黨主席朱立倫，但可能會有郭台銘。新北市長侯友宜表示，不管身處哪個角色，都可以... , https://udn.com/news/story/123307/7019592?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:29:53 , udn , 持菜刀逼走社工 家暴男：我在煮飯拿刀很正常 , https://udn.com/news/story/7321/7019619?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:29:58 , udn , 春耕期早晚溫差大 花蓮秧苗現稻熱病農改場提醒防治 , https://udn.com/news/story/7266/7019588?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:30:03 , udn , 桃園一名鄭姓男子因10歲兒子不服管教動手施暴，去年10月見家暴防治中心社工登門訪視，竟手持菜刀，以兒子性命做威脅，驅趕社... , https://udn.com/news/story/7321/7019619?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:30:08 , udn , 春暖花開，近日氣溫逐漸回升，但早晚溫差仍大，農委會花蓮區農改場發現秧苗已有稻熱病發生，提醒農友巡田時要特別留意，若發現要... , https://udn.com/news/story/7266/7019588?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:30:23 , udn , 民進黨「大局條款」為擋侯友宜？　侯：自己是新北市長 , https://udn.com/news/story/7323/7019613?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:30:29 , udn , 學童走入歷史建築修復現場 文資教育向下扎根 , https://udn.com/news/story/6898/7019586?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:30:34 , udn , 民進黨主席賴清德推出「大局條款」，建議議員別選立委，外界認為是為阻止新北市長侯友宜參選總統。侯今回應，自己現在是新北市長... , https://udn.com/news/story/7323/7019613?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:30:39 , udn , 屏東市保留多處的歷史建築日式宿舍群，屏東縣政府落實文化資產教育扎根，邀請文資專家帶領屏東市仁愛國小學童走入修復現場，認識... , https://udn.com/news/story/6898/7019586?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:30:54 , udn , 田徑／南韓接力隊破青年盃紀錄 今與亞培隊頂尖競速 , https://udn.com/news/story/7005/7019614?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:30:59 , udn , 李世聰曾找張國煒搞飛機 與賴英里合作不敵疫情收攤 , https://udn.com/news/story/7241/7019584?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:31:05 , udn , 新北市全國青年盃田徑公開賽本周在板橋體育館點燃戰火，今年在短跑賽場上不僅我國幾名好手表現受到關注，月初來台移訓的南韓國家... , https://udn.com/news/story/7005/7019614?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:31:30 , udn , 新竹這社區賺翻！5筆轉售全大賺 最多2,400萬 , https://udn.com/news/story/7241/7019583?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:31:40 , udn , 新竹市近年房價飆，買房獲利驚人，尤其是高價宅。房仲統計實價資料，2022年新竹市住宅成交單價最高者，為關埔重劃區的喬立悅... , https://udn.com/news/story/7241/7019583?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:32:01 , udn , 男客全裸接受服務 越籍女子稱按摩 警問為何一絲不掛？ , https://udn.com/news/story/7317/7019575?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:32:11 , udn , 基隆市黃女在養生館工作，向蔡男收取1300元後，媒介越南籍黎姓女子為全裸的蔡男提供「半套」性服務。基隆地院審理時，黃女否... , https://udn.com/news/story/7317/7019575?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:32:53 , udn , TISSOT經典腕表改裝升級 新配色、新尺寸搭出個人丰采 , https://udn.com/news/story/7270/7019628?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:33:02 , udn , 響應賴清德黨務改革 郭貞慧簽學倫聲明書參選立委 , https://udn.com/news/story/6656/7019572?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:33:03 , udn , 瑞士天梭表（TISSOT）2023年度新表款，在日前正式公開，有讓人驚喜的設計，也有熟悉的產品再進化，整體而言，在目前能... , https://udn.com/news/story/7270/7019628?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:33:13 , udn , 「論文門」重創民進黨去年地方選舉，民進黨主席賴清德上任後，拍板未來黨內提名公職參選人應簽署「學位論文學術倫理聲明書」。被... , https://udn.com/news/story/6656/7019572?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:33:24 , udn , 桃園議員落選人議會拍攝惹議 綠營：譴責藐視議會的行為 , https://udn.com/news/story/6656/7019627?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:33:34 , udn , 桃園市議會於3月6日至9日召開第2次的臨時會，議程內容為桃園市政府的專案報告，但卻有前市議員候選人朝議會錄影，並在社群發... , https://udn.com/news/story/6656/7019627?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:33:55 , udn , 媒體議價變3億共榮基金？立委要求行政院要跨部會動起來 , https://udn.com/news/story/6656/7019626?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:34:05 , udn , Google宣布推出「台灣新聞數位共榮基金」，未來3年內將挹注新台幣3億元協助新聞產，但是立委今天批評，國內媒體業者那麼... , https://udn.com/news/story/6656/7019626?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:34:25 , udn , 有片｜每天10分鐘有感提升肌耐力！醫師教你躺床就能做的核心訓練 , https://udn.com/news/story/121721/7015022?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:34:36 , udn , 一彎腰打掃就痠個不行？排隊時經常站不住？如果連平衡感都差，只能證明你有個虛弱的核心。核心肌群是我們身體所有動作的啟動源頭，不僅關乎體態，也對健康有著很大的影響。「照護線上」白映俞醫師就要教大家平時在家如何鍛鍊核心，趕快點開影片跟著一起做吧！ , https://udn.com/news/story/121721/7015022?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:34:56 , udn , 服務業節能補助 商業司：目標助7,000家企業設備更節能 , https://udn.com/news/story/7238/7019620?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:35:04 , udn , 兩美女人大代表相遇 網友讚：太空人與飛行員最美同框 , https://udn.com/news/story/7332/7019559?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:35:07 , udn , 經濟部商業服務業節能補助方案本月1日開放受理受理。商業司今（9）日說明會時預估設備汰換補助可協助約7,000多家企業導入... , https://udn.com/news/story/7238/7019620?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:35:15 , udn , 具高顏值的解放軍陸軍第75集團軍某空突旅直-20飛行員徐楓燦今年當選大陸全國人大代表，近日，她和同為全國人大代表、女太空... , https://udn.com/news/story/7332/7019559?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:35:55 , udn , TISSOT經典腕表改裝又升級 新配色、新尺寸輕鬆搭出個人丰采 , https://udn.com/news/story/7270/7019628?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:36:05 , udn , 瑞士天梭表（TISSOT）2023年度新表款，在日前正式公開，有讓人驚喜的設計，也有熟悉的產品再進化，整體而言，在目前能曝光的款式來說，算是中規中矩。但還有很多有趣概念腕表，品牌總裁Sylvain Dolla在與媒體的線上發表會中，卻要我們先保留，就如同他說「當我加入天梭表後，對品牌豐富的典藏作品感到訝異」，暗示了將取材自過去的經典款，留待日後公開。 , https://udn.com/news/story/7270/7019628?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:41:55 , udn , 好慘！他的三星手錶竟「二度烙印」 官方內部回應無法退貨讓星粉傻眼了 , https://udn.com/news/story/122659/7019568?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:42:06 , udn , OLED螢幕容易出現烙印情況已不是稀奇之事，不過一名網友似乎沒那麼幸運了，他日前購買了三星（Samsung）的智慧手錶Galaxy Watch5，沒想到出現「二度烙印」，他貼出三星回覆後更讓其他「星粉」霧煞煞，直呼「不意外」。 , https://udn.com/news/story/122659/7019568?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:42:26 , udn , 影／Podcaster才說「這裡太安靜」 隨即出現休旅車撞上他身後落地窗 , https://udn.com/news/story/6813/7019651?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:42:37 , udn , 美聯社與CBS新聞8日報導，一位Podcaster跟來賓日前坐在德州休士頓一家咖啡館的窗邊錄節目，卻有一輛休旅車朝著他們... , https://udn.com/news/story/6813/7019651?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:42:57 , udn , 呂秀蓮將舉辦國是會議 化解台海危機 , https://udn.com/news/story/6656/7019644?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:43:07 , udn , 前副總統呂秀蓮將舉辦民間國是會議，分為北、中、南三區舉辦，第一場將於3月19日於台北國際會議中心舉行。呂秀蓮今天舉行記者... , https://udn.com/news/story/6656/7019644?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:43:28 , udn , 北京涉台學者：要防止台灣問題引發中美災難 , https://udn.com/news/story/7331/7019645?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:43:38 , udn , 7日上午，大陸外長秦剛在兩會外長記者會上表示，台灣問題處理不好，中美關係地動山搖。對此，北京聯合大學台灣研究院副院長李振... , https://udn.com/news/story/7331/7019645?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:43:59 , udn , 井字遊戲變身商業教案 北科大教學實踐計畫全國稱冠 , https://udn.com/news/story/6885/7019642?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:44:09 , udn , 教育部預計今天下午舉辦110年度教學實踐績優計畫頒獎典禮，全國138件績優計畫中，北科大獲選績優計畫高達7件，為國內獲選... , https://udn.com/news/story/6885/7019642?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:44:29 , udn , 大陸2月CPI一年來最低！PPI連5個月負增長 分析師曝主要因素 , https://udn.com/news/story/7333/7019637?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:44:40 , udn , 受節後消費需求回落、市場供應充足等因素影響，春節後豬肉、蔬菜等食品價格季節性回落，帶動2月消費者物價指數（CPI）增速放... , https://udn.com/news/story/7333/7019637?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:44:56 , udn , 餐廳求才廣告「微」工作夥伴 網笑：也領「微」薪水嗎？ , https://udn.com/news/story/120911/7019392?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:45:00 , udn , 台北店面怎麼投資有高CP值？這類總價低、空間大效益高 , https://udn.com/news/story/7241/7019632?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:45:06 , udn , 「微」風潮當道，有網友在臉書貼出一張「微正職」求才廣告，掀起熱議。 , https://udn.com/news/story/120911/7019392?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:45:11 , udn , 根據實價登錄，去年12月台北市中山區天津街一樓帶地下室店面，以總價1.16億元易主，坪數共121.5坪，其中一樓60.8... , https://udn.com/news/story/7241/7019632?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:45:31 , udn , 王建煊稱當選總統槍決死刑犯 綠委酸先煩惱連署門檻 , https://udn.com/news/story/123307/7019631?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:45:41 , udn , 監察院前院長王建煊宣布將參選總統，針對死刑犯態度，王建煊質疑已判死為何不執行，若當選總統，1個月內會將這些人槍決。民進黨... , https://udn.com/news/story/123307/7019631?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:47:57 , udn , 總統文化獎徵選起跑 賴清德：盼挖掘更多美麗故事 , https://udn.com/news/story/7266/7019675?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:48:07 , udn , 兩年一度的「總統文化獎」徵選活動即將起跑，今天「第12屆總統文化獎徵選起跑記者會」在總統府舉行，中華文化總會副會長、副總... , https://udn.com/news/story/7266/7019675?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:48:27 , udn , 新北市議長、里長都拱選總統 侯友宜：一起並肩作戰 , https://udn.com/news/story/7323/7019673?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:48:38 , udn , 新北市議長蔣根煌呼籲國民黨盡快徵召新北市長侯友宜選總統，另也傳出新北29區聯誼會長要連署推舉侯友宜。侯今回應，不管是議長... , https://udn.com/news/story/7323/7019673?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:48:58 , udn , 侯友宜「兩岸和外交能力」頻遭質疑 媒體人曝1關鍵：別小看他 , https://udn.com/news/story/123307/7019399?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:49:04 , udn , 民進黨「大局條款」為擋選總統？侯友宜：我是新北市長 , https://udn.com/news/story/123307/7019613?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:49:09 , udn , 2024總統大選的可能人選成近期熱門話題，其中新北市長侯友宜頻頻被點名。對此，資深媒體人韋安表示，有些人質疑侯友宜在兩岸和外交方面的能力，但他其實只要好好勤政做事，同時懂得用人且尊重專業，制定出的政策和方法並不會比現在更糟，「不要小看警察出身的侯友宜」。 , https://udn.com/news/story/123307/7019399?from=udn-ch1_breaknews-1-0-news
2023-03-09 12:49:29 , udn , 成立分枝桿菌中心 中榮助結核及非結核分枝桿菌病人精準治療 , https://udn.com/news/story/7266/7019668?from=udn-ch1_breaknews-1-0-news
