2023-04-01 00:02:40 , udn , 台灣申請加入CPTPP 陸外交部：堅決反對 , https://udn.com/news/story/7331/7071102?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:39:00 , udn , 2023兒童節台中活動看過來 4日三井Outlet聽鬼滅之刃、迪士尼 , https://udn.com/news/story/7325/7071492?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:39:10 , udn , 兒童節清明5天連假開跑！台中市大雪山、八仙山森林遊樂區12歲以下兒童免費入場，在寶熊漁樂碼頭官網購票，享有雙人購票，12... , https://udn.com/news/story/7325/7071492?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:41:59 , udn , 清明連假首日 嘉義台82轎車自撞護欄 女乘客無呼吸、男駕駛重傷 , https://udn.com/news/story/7320/7071495?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:42:09 , udn , 清明連假首日，嘉義縣鹿草鄉台82東西向18.7公里處，今早7點44分發生一起黑色轎車不明原因，疑自撞護欄，飛出欄外嚴重車... , https://udn.com/news/story/7320/7071495?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:54:00 , udn , 清明連假首日 中部車多未壅塞 , https://udn.com/news/story/7270/7071517?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:54:10 , udn , 今天是清明連假第一天，台中市警局掌握轄內路況，截至上午10時為止，國道一號、三號南下，以及台74線霧峰、快官系統都有車多... , https://udn.com/news/story/7270/7071517?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:54:31 , udn , NBA／藍道腳傷預計兩週後評估 尼克有信心度過難關 , https://udn.com/news/story/7002/7071497?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:54:41 , udn , 幾乎確定可以以東區第5名進入季後賽的尼克，卻在這時間點出現重大傷病問題。陣中頭號大將藍道（Julius Randle）因左腳踝扭傷進入缺賽名單之中，預計會在兩週之後重新評估傷勢。

藍道是在先前對 , https://udn.com/news/story/7002/7071497?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:55:02 , udn , 看影片編故事？被爆「台灣KK園區」  台中人力公司要告網友 , https://udn.com/news/story/7321/7071512?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:55:12 , udn , 台中市太平區某人力公司遭網友爆料有壓榨、毆打員工等情事，猶如「台灣KK園區」翻版。經警方網路巡邏、漏夜調查，昨晚請到被爆... , https://udn.com/news/story/7321/7071512?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:55:33 , udn , 關心遷葬問題 侯友宜視察土城靈恩納骨塔 , https://udn.com/news/story/7323/7071511?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:55:43 , udn , 新北市市長侯友宜上午前往土城靈恩納骨塔，視察清明節掃墓狀況。針對土城第一公墓遷葬後，靈恩納骨塔空間問題，侯友宜表示，希望... , https://udn.com/news/story/7323/7071511?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:56:04 , udn , 嘉市生育津貼2萬2000元 溯自今年1月1日新生兒 , https://udn.com/news/story/7326/7071505?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:56:14 , udn , 嘉義市生育津貼大躍進，針對新生兒的父或母設籍嘉義市滿6個月以上，調高為每生育1名新生兒發放生育津貼2萬2000元，鼓勵生... , https://udn.com/news/story/7326/7071505?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:56:35 , udn , 台南兩線三星警官涉騷擾女房仲3萬元交保 警長：加強保護被害人 , https://udn.com/news/story/7321/7071503?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:56:45 , udn , 台南市警局兩線三星林姓警務正被控本月初為賣房子，與女房仲發生糾紛，不斷利用LINE及打電話騷擾女方，還到其工作處所騷擾，... , https://udn.com/news/story/7321/7071503?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:57:06 , udn , MLB／天使溢價球星拉扯球迷衣領吵架 大聯盟、警方要查 , https://udn.com/news/story/6999/7071500?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:57:16 , udn , 已被視為溢價球星，天使隊瑞登（Anthony Rendon）還在新球季的第一天就惹事生非，昨天一段拉扯球迷衣領的影片在網... , https://udn.com/news/story/6999/7071500?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:57:36 , udn , 馬讚陸防疫遭批屈從附和 馬辦駁陳建仁：意識形態老路 , https://udn.com/news/story/123435/7071501?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:57:47 , udn , 前總統馬英九赴陸祭祖時，因大讚中國大陸防疫有成並批評我政府給他們造成困擾，引起行政院長陳建仁批評是「屈從附和大陸」，陳建... , https://udn.com/news/story/123435/7071501?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:58:07 , udn , 基隆核准四接公投 藍讚正港地方自治 綠批市長帶頭違法 , https://udn.com/news/story/6656/7071496?from=udn-ch1_breaknews-1-0-news
2023-04-01 10:58:18 , udn , 內政部雖認定四接公投連署非屬地方自治事項，但基隆市長謝國樑昨天宣布此案屬地方自治事項，審查後已核准，可進行第二階段程序。... , https://udn.com/news/story/6656/7071496?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:00:40 , udn , 蘇花改清晨回堵到國5「至少塞12小時」 最快傍晚才紓解 , https://udn.com/news/story/7266/7071487?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:02:49 , udn , NBA／以NFL傳奇四分衛為例 艾德里奇宣布二度退休 , https://udn.com/news/story/7002/7071489?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:02:59 , udn , NBA明星大前鋒艾德里奇（LaMarcus Aldridge）在本季沒有獲得任何球隊青睞，也讓他稍早在個人推特發文，以NFL傳奇四分衛布雷迪（Tom Brady）作為例子，宣佈自己的二度退休。

 , https://udn.com/news/story/7002/7071489?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:05:49 , udn , 六福村動物園區暫時關閉 竹市動物園5天連假不打烊 , https://udn.com/news/story/7324/7071546?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:05:59 , udn , 新竹縣六福村動物園區因爆發狒狒脫逃事件，目前動物園區暫時關閉進行設施改善。適逢5天清明連續假期，新竹市立動物園則宣布清明... , https://udn.com/news/story/7324/7071546?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:06:20 , udn , 交通新法上路 桃園441人吃罰單 , https://udn.com/news/story/7320/7071545?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:06:30 , udn , 交通新法上路，汽車未禮讓行人先行、汽機車未依號誌標線行駛，罰款金額都調高。桃園市警察局交通大隊今天公布新法上路取締成果，... , https://udn.com/news/story/7320/7071545?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:06:51 , udn , 時代變了？她驚「現在國高中生都全妝上學」 網酸：阿姨思想 , https://udn.com/news/story/120912/7071477?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:07:01 , udn , 隨著時代變遷，除了流行的東西會變，社會上的風氣和思想也會不太一樣。一名女網友在網路上發文，困惑詢問大家「怎麼現在的國高中生都全妝上課？」而貼文曝光後也掀起討論。 , https://udn.com/news/story/120912/7071477?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:07:22 , udn , 台鐵連續2天撞死牛 王國材：巡查補強 也拜託民眾把牛管好 , https://udn.com/news/story/7266/7071541?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:07:32 , udn , 明天為太魯閣事故2周年，台鐵昨天及前天接連撞上闖入牛隻，安全問題引發關注。交通部長王國材今前往高速公路局視察國道路況受訪... , https://udn.com/news/story/7266/7071541?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:14:49 , udn , 台東莽父替女兒出氣毆打犬隻致死 判拘役30天併罰20萬 , https://udn.com/news/story/7321/7071559?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:15:00 , udn , 台東陳姓男子因女兒被鄰居飼養的犬隻咬，憤而持鐵條毆打犬隻導致傷重不治，飼主發現報警處理。案經檢察官偵結起訴，法官依違反動... , https://udn.com/news/story/7321/7071559?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:15:20 , udn , 影／國道玩命飆行？他急變換車道 撞車後橫著走又360度轉回去 , https://udn.com/news/story/7320/7071551?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:15:31 , udn , 昨天深夜，張姓男子開車，行經國道1號北向38公里處，疑因車速過快變換車道不慎，衝撞內側車道一輛汽車，再向右橫越兩車道，撞... , https://udn.com/news/story/7320/7071551?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:16:22 , udn , 北市公立靈骨塔禁燒紙錢 環保局推集中焚燒降空汙 , https://udn.com/news/story/7266/7071549?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:16:32 , udn , 清明連假掃墓，民眾有祭祀及燃燒紙錢的需求，要注意避免引發火災及汙染空氣品質。北市環保局表示，從今起至4月5日止，將調派紙... , https://udn.com/news/story/7266/7071549?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:16:53 , udn , 台南公告未核准水井登記納管期限至年底 逾期封井開罰 , https://udn.com/news/story/7326/7071548?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:17:03 , udn , 台南市有許多民眾業者私自開鑿水井，市政府公告4月至年底未經核准鑿井引水者，可主動向市府申報輔導納管，未登記水井逾期未申報... , https://udn.com/news/story/7326/7071548?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:17:49 , udn , 林口小貨車自撞護欄  車毀駕駛骨折肇因待查 , https://udn.com/news/story/7320/7071575?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:18:00 , udn , 新北市廖姓男子今天早上駕駛一輛小貨車，行經台15線20.5公里處，自撞路旁護欄，當場車毀、人卡車內動彈不得。消防人員獲報... , https://udn.com/news/story/7320/7071575?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:18:20 , udn , 台中老屋3工人未投保 勞動部：勞工到職 就有職災保險保障 , https://udn.com/news/story/7238/7071573?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:18:31 , udn , 台中前天發生老屋施工倒塌壓埋3名工人致死事件，而罹災的3名工人都沒有以雇主為投保單位為其投保。勞動部今表示，若經查罹災勞... , https://udn.com/news/story/7238/7071573?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:18:51 , udn , 長榮美東航線遭爆多次超過乘載量 王國材：努力注意行李分送 , https://udn.com/news/story/7266/7071571?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:19:02 , udn , 長榮航空(股)公司企業工會昨天指出，長榮公司美東航線多次發生超過航機最大乘載重量，旅客在抵達目的地才被告知行李還沒到；長... , https://udn.com/news/story/7266/7071571?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:19:22 , udn , 孫女用「鹹蛋超人」掉包觀音像！阿嬤拜1個月才發現 , https://udn.com/news/story/7335/7071542?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:19:33 , udn , 拜觀音者一般會在家中設觀音像供奉，大陸1名虔誠的老奶奶每日都要拜觀音掛像，但是她卻不知自己過去1個月內所敬拜的，並非大慈大悲普渡眾生的觀音菩薩，而是與邪惡怪獸決戰的「鹹蛋超人」奧特曼！原來調皮孫女「狸貓換太子」，將超人頭部合成到觀音掛像上。 , https://udn.com/news/story/7335/7071542?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:20:50 , udn , 清明連假首日天氣最糟、4縣市降雨強 氣象局：收假日入夜再變天 , https://udn.com/news/story/7266/7071580?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:21:00 , udn , 今天清明連假首日，中央氣象局預報員曾昭誠說，台灣上空有一個明顯的雲系，這波雲系通過台灣的時候就會帶來比較明顯的降雨。降雨... , https://udn.com/news/story/7266/7071580?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:21:21 , udn , 男拉女網友至草叢意圖不軌 路人聞呼救聲趨前關心阻他得逞 , https://udn.com/news/story/7321/7071582?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:21:31 , udn , 王姓男子去年邀女網友駕車一起出遊，以為對方對其有好感，到新北市堤外停車場取車時，表態欲前往汽車旅館，遭對方嚴詞拒絕，竟強... , https://udn.com/news/story/7321/7071582?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:21:51 , udn , 遊戲大咖們都不參加…E3 2023主辦方確定「取消不辦了」 連線上展也沒有 , https://udn.com/news/story/7088/7071153?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:22:02 , udn , 在微軟、任天堂、Ubisoft、SEGA及騰訊等主要遊戲業者均表態不會參加今年度的E3 2023展會活動後，主辦單位美國娛樂軟體協會稍早則是確定將取消今年度原訂恢復實體形式舉辦活動，同時也連帶取消線上數位展覽內容。 , https://udn.com/news/story/7088/7071153?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:22:22 , udn , 雞肉漲不停  攤商：到暑假才可能緩和 , https://udn.com/news/story/7266/7071576?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:22:33 , udn , 雞肉市場價從今年初至今已漲幅近3成，目前每台斤100元以內屬正常，但跟隨而來的清明節、端午節連假，在嘉義市共和市場經營雞... , https://udn.com/news/story/7266/7071576?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:23:49 , udn , 印尼移工竊電為電動單車充電 夜市索價6萬...法官判2元 , https://udn.com/news/story/7321/7071587?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:23:59 , udn , 6名印尼籍移工在高雄市凱旋夜市，利用夜市電源，為電動自行車充電。夜市管理人發現，控告他們竊盜，另提民事求償6萬元。高雄地... , https://udn.com/news/story/7321/7071587?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:24:20 , udn , 人民幣已取代歐元，成為巴西外匯儲備第二大貨幣 , https://udn.com/news/story/7333/7071585?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:24:30 , udn , 根據大陸央視新聞客戶端訊息，巴西當地時間3月31日，巴西中央銀行發布的一份報告顯示，人民幣已取代歐元，成了巴西外匯儲備中... , https://udn.com/news/story/7333/7071585?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:27:18 , udn , 人民幣已取代歐元 成為巴西外匯儲備第二大貨幣 , https://udn.com/news/story/7333/7071585?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:38:50 , udn , NBA／戴維斯扭傷腳踝仍砍38分 湖人力壓灰狼勝率首破5成 , https://udn.com/news/story/7002/7071586?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:39:00 , udn , 湖人隊今日作客對上灰狼隊，由於兩隊戰績相當接近的關係，讓這場比賽變得格外重要。最終，湖人在戴維斯（Anthony Davis）攻守全能發揮下，搭配全隊均衡表現，以123：111贏下這場西區卡位戰。
 , https://udn.com/news/story/7002/7071586?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:39:31 , udn , 上午10時52分，國道1號北向220K處北斗路段，5輛小客車追撞事故，占內車道，事故已於上午11時5分排除，回堵3公里。在國道3號南向田寮至中寮隧道路段車多壅塞，已回堵約6公里。 , https://udn.com/news/story/7266/7071358?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:39:52 , udn , 苗縣首例推動師投入輔導 危老建築重建完成化身日照中心 , https://udn.com/news/story/7324/7071624?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:40:02 , udn , 苗栗縣推動危險及老舊建築重建推動師制度，首件由推動師投入輔導的危老重建計畫案已在竹南鎮完成，屋齡近40年的4層老舊建築，... , https://udn.com/news/story/7324/7071624?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:40:23 , udn , 訪美有望？ 侯友宜：永遠心繫中華民國 為人民做最大貢獻 , https://udn.com/news/story/6656/7071623?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:40:33 , udn , 鴻海集團創辦人郭台銘大動作訪美，引發政壇關注。新北市長侯友宜也持續被關注是否有訪美行程，他稍早出席行程時被問及此事，他說... , https://udn.com/news/story/6656/7071623?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:40:53 , udn , 影／台中海線攔8改裝機車 清明連假警加強取締 嚴禁噪音吵死人 , https://udn.com/news/story/7321/7071615?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:41:04 , udn , 台中市清水區鎮新南路出現8輛改裝機車呼嘯而過，住戶不堪車輛噪音震耳欲聾，通報警方。清水警分局清查，顏姓騎士與另7名騎士車... , https://udn.com/news/story/7321/7071615?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:41:24 , udn , 美加邊境驚現8具遺體「含2兒童」 疑坐船偷渡遇難 , https://udn.com/news/story/6809/7071609?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:41:35 , udn , 加拿大警方過去兩天在美加邊境附近發現至少8具屍體，懷疑死者企圖加拿大坐船橫渡聖勞倫斯河，非法進入美國時遇險，其中包括兩名... , https://udn.com/news/story/6809/7071609?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:41:49 , udn , 連假衝屏東墾丁、小琉球    屏鵝公路、東琉碼頭人車爆大量 , https://udn.com/news/story/7327/7071635?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:41:55 , udn , 洗刷「行人地獄」有補助不申請？蔣萬安下令：一定要提 , https://udn.com/news/story/7323/7071606?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:41:59 , udn , 清明5天連假今天展開，屏東縣兩大熱門旅遊度假勝地小琉球和墾丁，連假前3天的旅宿住房滿房，東港東琉碼頭駛往小琉球的各家交通... , https://udn.com/news/story/7327/7071635?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:42:06 , udn , 為洗刷「行人地獄」惡名，中央跨部會推出多項改善措施，並補助地方政府，其中包括前瞻處的提升道路品質計畫98億，補助地方政府... , https://udn.com/news/story/7323/7071606?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:42:26 , udn , 影／高雄垃圾車迴轉騎士煞不住 整個人衝進後車斗險成垃圾 , https://udn.com/news/story/7320/7071607?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:42:37 , udn , 高雄一輛垃圾車前天行經仁武區水管路，在路口大迴轉，後方直行的藍姓機車騎士見狀，煞不住，直接撞上垃圾車後車斗，整個人衝上去... , https://udn.com/news/story/7320/7071607?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:42:57 , udn , 馬英九湘潭祭祖再提中華民國總統、遵家訓推兩岸和平 , https://udn.com/news/story/123435/7071608?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:43:08 , udn , 前總統馬英九今到湖南湘潭祭祖，在祭文中向其祖父報告馬家情況，也提及自己兩次當選中華民國總統，八年任內秉持讀書為善的家訓，... , https://udn.com/news/story/123435/7071608?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:43:28 , udn , 北市府稽查預售屋 炒作查核納重點 , https://udn.com/news/story/7241/7071590?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:43:39 , udn , 因應平均地權條例修法，地政局今（1）日指出，於3月29日至31日，進行預售屋建案聯合稽查，共查核6個建案，查核結果建案銷... , https://udn.com/news/story/7241/7071590?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:45:30 , udn , 社區破500戶不要碰？專家揭優勢、這項最迷人 , https://udn.com/news/story/7241/7071579?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:45:41 , udn , 「建案戶數這麼多，以後社區會不會很複雜？」「房價會不會容易跌？」住展雜誌企研室經理成采錡表示，近年市場推出不少大型建案，... , https://udn.com/news/story/7241/7071579?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:47:02 , udn , 雞肉漲不停 攤商：到暑假才可能緩和 , https://udn.com/news/story/7266/7071576?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:50:49 , udn , 甲子園／報德學園再演逆轉勝 春季甲子園與山梨學院爭冠 , https://udn.com/news/story/7001/7071629?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:51:00 , udn , 春季甲子園四強賽事又見「逆轉的報德（學園高校）」後來居上擊敗去年春季甲子園冠軍大阪桐蔭高校，繼2002年後睽違21年再闖... , https://udn.com/news/story/7001/7071629?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:51:20 , udn , 最高檢研議修法 檢舉賄選獎金免稅 , https://udn.com/news/story/7321/7071603?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:51:31 , udn , 最高檢察署表示，為大幅增加民眾檢舉意願，日前研議於選罷法中增訂檢舉賄選獎金的免稅規定，及明文增列選舉賭博罪的網路賭博部分... , https://udn.com/news/story/7321/7071603?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:51:51 , udn , 台中男自誇高智商多房產 要買瑪莎邀出遊 她路邊被纏嚇到哭 , https://udn.com/news/story/7321/7071641?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:52:02 , udn , 台中市張姓男子2019年間，在西屯區發現一名妙齡女子取機車，上前搭訕，誇口自己智商200，有1間房產、4間公司，近日要購... , https://udn.com/news/story/7321/7071641?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:52:22 , udn , 連假首日國道大塞車3原因 雪隧車流暴增11%恐塞至傍晚 , https://udn.com/news/story/7266/7071636?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:52:33 , udn , 今天為清明連假首日，各地一早陸續湧現車潮，交通部長王國材上午前往視察高速公路局交控中心視察表示，連假首日國道車流較去年同... , https://udn.com/news/story/7266/7071636?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:52:53 , udn , 推特公布新版API付費方案…APP用戶寫入推文設上限 免費版只能發文「不能讀貼文」 , https://udn.com/news/story/7088/7071155?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:53:03 , udn , 先前透露將推出全新API付費方案，Twitter目前公布新版收費模式，並且保留針對開發者測試與聊天機器人設計使用的免費方案。 , https://udn.com/news/story/7088/7071155?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:53:24 , udn , 棒球／江沁恩回投手丘首勝留念  U18東岸聯盟穀保拿勝 , https://udn.com/news/story/7001/7071627?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:53:34 , udn , U18東岸聯盟棒球賽穀保家商江沁恩4個月前再度回到投手丘，今天對台東縣聯隊先發6局無失分、投出代表作，率隊以4比0拿勝，... , https://udn.com/news/story/7001/7071627?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:53:49 , udn , 森林小木屋度假夫妻「洗鴛鴦浴」不速之客加入！見真身狂尖叫 , https://udn.com/news/story/6810/7071625?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:53:55 , udn , 連假衝屏東墾丁、小琉球 屏鵝公路、東琉碼頭人車爆大量 , https://udn.com/news/story/7327/7071635?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:53:59 , udn , 美國1對夫妻到科羅拉多州度假，在出租木屋戶外浴缸享受鴛鴦浴時，丈夫突然感到頭部被利爪抓住，妻子連忙用電筒一照，竟然是一頭美洲獅，實在嚇了一大跳。夫婦二人成功將獅子趕走，丈夫只是受輕傷，算是不幸中之大幸。 , https://udn.com/news/story/6810/7071625?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:54:20 , udn , MLB／跑者散步害打者多1顆好球 大都會：大聯盟認錯了 , https://udn.com/news/story/6999/7071658?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:54:30 , udn , 大聯盟為了加快比賽步調，本季引進多項新規，昨天大都會隊疑似因一壘跑者阿隆索（Pete Alonso）回壘問題，讓打者多承... , https://udn.com/news/story/6999/7071658?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:54:51 , udn , 今年愚人節碰上「楊公忌日」 專家示警不宜捉弄人：小心反噬 , https://udn.com/news/story/7268/7071527?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:55:01 , udn , 今（1）日是愚人節，不少人都會故意捉弄朋友，或是開玩笑欺騙身邊的人。不過，命理專家柯柏成提到，今年的4月1日正好遇上陰曆的楊公忌日，所以其實是諸事不宜，打算捉弄朋友的人千萬要節制，因為很容易弄巧成拙，甚至會有反噬效果。 , https://udn.com/news/story/7268/7071527?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:55:22 , udn , 課礦石稅遭業者提告7件全部敗訴確定 花蓮縣府發聲了 , https://udn.com/news/story/7321/7071657?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:55:32 , udn , 福安礦業不滿花蓮縣府礦石稅漲幅過高提起行政訴訟，連同近日最高行政法院駁回縣府上訴的4件，共7件縣府全部被判敗訴。花蓮縣府... , https://udn.com/news/story/7321/7071657?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:55:53 , udn , 高中藝能班特招術科將登場 確診中重症隔離者可補考 , https://udn.com/news/story/6885/7071655?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:56:03 , udn , 112學年度高中藝術才能班特色招生甄選入學術科測驗，將於4月中旬以分類、分區方式辦理，各類各區報名於2月24日截止，報名... , https://udn.com/news/story/6885/7071655?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:56:50 , udn , 連假首日返鄉出遊車潮湧現 公路總局公布省道地雷路段 , https://udn.com/news/story/7266/7071668?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:57:00 , udn , 今天是清明節連假首日，交通部公路總局說，今天返鄉及出遊車潮湧現，建議用路人出發前先行查詢周邊交通狀況，以減少壅塞於車陣中... , https://udn.com/news/story/7266/7071668?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:57:21 , udn , 影／紓解清明返鄉人潮 金門加開快輪載運238名旅客 , https://udn.com/news/story/7327/7071666?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:57:31 , udn , 為紓解清明連假返鄉祭祖人潮，金門縣政府加開台中-金門海運往返一航次，由金門快輪執行，並於昨晚11點載運238位鄉親旅客由... , https://udn.com/news/story/7327/7071666?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:57:52 , udn , 森林小木屋度假夫妻「洗鴛鴦浴」不速之客突加入！見真身嚇呆 , https://udn.com/news/story/6810/7071625?from=udn-ch1_breaknews-1-0-news
2023-04-01 11:59:50 , udn , 南市YourBike2.0突破10萬人次 觀光熱區再增加11處新站 , https://udn.com/news/story/7326/7071674?from=udn-ch1_breaknews-1-0-news
2023-04-01 12:00:00 , udn , 台南市公共自行車YouBike 2.0自2月上線服務，已經累計超過10萬人次使用，交通局在清明連假前趁熱增加11站上線服... , https://udn.com/news/story/7326/7071674?from=udn-ch1_breaknews-1-0-news
2023-04-01 12:00:21 , udn , 影／愚人節買單嗎？男人鬍子太多玩遊戲不好發揮 雷蛇推新品「可刮鬍電競滑鼠」 , https://udn.com/news/story/122659/7071315?from=udn-ch1_breaknews-1-0-news
2023-04-01 12:00:31 , udn , Razer宣布，在4月1日推出名為Razer Razer、首款結合電動刮鬍刀功能的電競滑鼠，同樣具備Razer經典Chroma RGB多彩背光功能。 , https://udn.com/news/story/122659/7071315?from=udn-ch1_breaknews-1-0-news
2023-04-01 12:02:49 , udn , 連假首日中部以北防大雨 今北台灣整日濕涼 , https://udn.com/news/story/7266/7071676?from=udn-ch1_breaknews-1-0-news
2023-04-01 12:03:00 , udn , 受華南雲雨區東移影響，今起中部以北白天會有明顯降雨，並容易出現較大雨勢，雨勢明顯的地方感受也稍涼。除南部平地外，其他地區... , https://udn.com/news/story/7266/7071676?from=udn-ch1_breaknews-1-0-news
2023-04-01 12:03:20 , udn , 影／台中Lexus男買早餐紅線違停被檢舉 嗆「我問老闆可停」遭網譏 , https://udn.com/news/story/7320/7071675?from=udn-ch1_breaknews-1-0-news
2023-04-01 12:03:31 , udn , 台中市一名Lexus休旅車的車主，昨天將車違規停在北區一家早餐店前，有民眾前往拍照，該名車主還嗆聲「我問過店家了耶」，貼... , https://udn.com/news/story/7320/7071675?from=udn-ch1_breaknews-1-0-news
2023-04-01 12:05:49 , udn , 要去歐洲玩護照被狗啃！他少做1事旅行泡湯、機酒退不了損失慘 , https://udn.com/news/story/6810/7071553?from=udn-ch1_breaknews-1-0-news
