2023-03-19 00:26:27 , udn , 殺破狼周運勢／白羊面臨社恐症 1星座偏財運好「發票中獎率高」 , https://udn.com/news/story/7268/7029830?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:16:10 , udn , 擁有高人氣的「大師兄銷魂麵舖」，即將於3月31日板橋車站環球百貨開設旗下的15間直營店。為慶祝新店開幕，開幕前7日消費2... , https://udn.com/news/story/7270/7041374?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:16:30 , udn , 花蓮原民聯合豐年節大會舞選拔出爐 充滿力與美 , https://udn.com/news/story/7328/7041317?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:16:40 , udn , 每年夏天花蓮觀光盛事－原住民族聯合豐年節的高潮大會舞，上萬人同歡共舞令人印象深刻，今年大會舞由「海原樂舞劇坊HYASDT... , https://udn.com/news/story/7328/7041317?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:17:01 , udn , 挑食母雞產下「怪獸巨蛋」和3顆蛋一樣重！主人敲開奇觀外媒也嘖嘖稱奇 , https://udn.com/news/story/7470/7041351?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:17:11 , udn , 現在雞蛋昂貴又稀缺，如果家裡母雞生出巨蛋想必很賺。大陸一戶人家養的雞生出一個比尋常雞蛋重三倍的「巨無霸雞蛋」，一剖開更是令人驚訝。 , https://udn.com/news/story/7470/7041351?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:17:57 , udn , 掏數千元買演唱會門票遇詐 歌都唱完還沒取到票 , https://udn.com/news/story/7321/7041388?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:18:07 , udn , 韓國天團「BLACK PINK」來台開唱黃牛橫行，不少人遭詐受害，買到「空氣票」，今年初台灣歌手蔡依林站上小巨蛋，演唱會... , https://udn.com/news/story/7321/7041388?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:18:32 , udn , 盧秀燕「成全說」 羅友志：在盧身上看到台灣的晴空萬里 , https://udn.com/news/story/123307/7041357?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:19:34 , udn , 8旬老翁騎機車迷航 南警精準預判路線協助返家 , https://udn.com/news/story/7320/7041356?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:19:44 , udn , 台南市84歲黃姓老翁前天晚上9點多騎機車外出後迷路，黃妻著急地報警處理，警方獲報後漏夜協尋，昨天中午終於在永康區中山南路... , https://udn.com/news/story/7320/7041356?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:20:57 , udn , 美國銀行業危機壟罩下 拉美財長年度會議聚首 , https://udn.com/news/story/6811/7041353?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:21:07 , udn , 美國與歐洲銀行業危機籠罩一週之後，來自拉丁美洲和加勒比海國家的最高金融官員今天將在美洲開發銀行（IDB）的年度秘密會議上... , https://udn.com/news/story/6811/7041353?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:21:28 , udn , 影／WBC經典賽有組頭開盤口 攻心理學收注5000萬被抓 , https://udn.com/news/story/7321/7041390?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:21:38 , udn , WBC棒球經典賽8日至22日在台中洲際棒球場開打，不過鄭姓組頭趁機收注，開盤口讓賭客簽注，警方循線在13日收網抓人，還在... , https://udn.com/news/story/7321/7041390?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:21:59 , udn , 跆拳道／比利時公開賽奪銀  羅嘉翎：回台想「大吃一頓」 , https://udn.com/news/story/7005/7041342?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:22:09 , udn , 跆拳國手羅嘉翎今天在比利時公開賽連拚5場後奪得銀牌，歐洲賽程暫告一段落。飽受控制體重所苦的她說，回台後最想大吃，但只要「... , https://udn.com/news/story/7005/7041342?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:23:56 , udn , 疫後大舉徵才 北市就服處本周邀21企業釋出833工作機會 , https://udn.com/news/story/7323/7041398?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:24:06 , udn , 疫後產業陸續復甦，台北市勞動局就業服務處明天起至3月23日，邀請21家知名企業辦理聯合徵才，提供833個工作機會，平均起... , https://udn.com/news/story/7323/7041398?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:24:27 , udn , 普發6000元別花太快 網揭「4月大魔王」就要來了：準備倒貼 , https://udn.com/news/story/123271/7041358?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:24:37 , udn , 全民普發6000元現金推估最快4月發放，許多民眾都開始規劃要把錢花在哪裡，或是怎麼領取最划算。不過，也有網友不滿指出，5月開始就是繳稅季，甚至4月就要繳牌照稅，除了馬上要把錢吐回去，還可能要自己倒貼。 , https://udn.com/news/story/123271/7041358?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:25:28 , udn , 上海知名台企克莉絲汀欠款2億5千萬 盛況時543家門店今歸零 , https://udn.com/news/story/7333/7041391?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:25:39 , udn , 創立於1993年的克莉絲汀（台企），巔峰時期在上海擁有543家門店。不過，這一知名烘焙連鎖品牌，如今自曝欠款5700萬人... , https://udn.com/news/story/7333/7041391?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:29:58 , udn , NBA／浪花兄弟手感冰冷 勇士慘輸灰熊寫客場連敗難堪紀錄 , https://udn.com/news/story/7002/7041394?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:30:09 , udn , 即便對上的是缺少莫蘭特（Ja Morant），且昨日才與馬刺隊血戰至延長賽的灰熊隊，勇士隊今日仍無法克服客場作戰的心魔，以119比133吞下客場11連敗，創下難堪紀錄。

灰熊與勇士之間的對決，已 , https://udn.com/news/story/7002/7041394?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:30:29 , udn , 台大太子學舍9月起喊漲、最貴房破萬 校方：依合約進行 , https://udn.com/news/story/6885/7041403?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:30:40 , udn , 台大委外經營的學生宿舍「太子學舍」將在今年9月起漲價，每間房型漲270元至500元不等，調整後最貴每間每月將破萬元，引起... , https://udn.com/news/story/6885/7041403?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:31:00 , udn , 經典賽／牛棚輪流放火…透納滿貫砲救命 美國晉四強 , https://udn.com/news/story/10785/7041401?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:31:10 , udn , 世界棒球經典賽八強戰連兩天上演逆轉秀，今天更是兩隊牛棚輪流放火，美國隊在5局下從領先變落後，好在8局上透納（Trea T... , https://udn.com/news/story/10785/7041401?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:32:57 , udn , 桃園不動產交易市場冷清 市府統計：近一年來最低 , https://udn.com/news/story/7324/7041409?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:33:02 , udn , 萬名跑者挑戰萬金石馬拉松 選手們在細雨中奔馳 , https://udn.com/news/story/7005/7041396?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:33:07 , udn , 根據桃園市地政局公布的不動產市場交易統計顯示，上月土地移轉筆數為3794筆、建物移轉為2250棟，合計總筆棟數6044筆... , https://udn.com/news/story/7324/7041409?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:33:13 , udn , 新北市萬金石馬拉松今天在細雨中登場，這場賽事是我國唯一獲世界田徑總會(WA)金標籤比賽，這次一共有11000名跑者報名參... , https://udn.com/news/story/7005/7041396?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:33:28 , udn , 累了直接睡「多功能小物」你家也有？  鄉民勸別買：脊椎殺手 , https://udn.com/news/story/120912/7041324?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:33:38 , udn , 市面上有許多「懶人商品」，近日有一名網友詢問是否會想買「懶人桌」，可以坐在床上使用電腦相當方便，對此許多人指出久坐會腰痛、影響坐姿、對脊椎也不好，還有人笑稱「跟病床桌有87%像」。 , https://udn.com/news/story/120912/7041324?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:35:56 , udn , 日韓峰會後 北韓今又向東海射試飛彈 , https://udn.com/news/story/6809/7041419?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:36:06 , udn , 韓聯社報導，南韓軍方表示，北韓19日又朝東海發射一枚短程彈道飛彈。 , https://udn.com/news/story/6809/7041419?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:36:27 , udn , 林右昌：青年購屋積金支持機制 配套研議中 , https://udn.com/news/story/6656/7041418?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:36:37 , udn , 外傳內政部擬推的「青年購屋積金支持機制」喊卡，「長期使用權住宅」研議中。內政部長林右昌澄清，與事實不符。政策方向是「青年... , https://udn.com/news/story/6656/7041418?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:38:32 , udn , 新莊火爆大叔當街攔車打人1分鐘 沒被告也要罰4萬2 , https://udn.com/news/story/7321/7041393?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:38:43 , udn , 新北市新莊區17日傍晚交通尖峰時段，有2輛機車因行車糾紛停在馬路中央，其中1名騎士拿安全帽暴打對方，前後僅約1分鐘時間，... , https://udn.com/news/story/7321/7041393?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:47:55 , udn , 盧秀燕「成全說」引共鳴 羅智強：國民黨需更多盧秀燕 , https://udn.com/news/story/6656/7041435?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:48:06 , udn , 台中市長盧秀燕接受本報專訪，對於國民黨選策會風波，她認為，「國民黨不缺人才，缺的是犧牲自己成全別人。」前北市議員羅智強發... , https://udn.com/news/story/6656/7041435?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:48:26 , udn , 他去公廁驚見2隻孔雀「結伴一塊上廁所」！網笑：是小學生嗎？ , https://udn.com/news/story/7470/7041424?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:48:37 , udn , 上公廁遇到稀客！有男子到社區的公廁解放時，意外看到裡面有兩隻孔雀，似乎是結伴一塊兒上廁所的模樣，令人莞爾。 , https://udn.com/news/story/7470/7041424?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:50:57 , udn , 為領5顆蛋排隊1小時！ 台中市議員江和樹送蛋給弱勢 , https://udn.com/news/story/7325/7041451?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:51:08 , udn , 蛋荒！台中市民眾黨市議員江和樹為此募集了4千台斤的雞蛋，上午發送給低收、身障和單親等弱勢家庭，讓他們每戶能領得5顆雞蛋；... , https://udn.com/news/story/7325/7041451?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:51:28 , udn , 農地違章1316工廠 20日未提改善計畫恐有斷水電危機 , https://udn.com/news/story/7238/7041395?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:51:39 , udn , 低汙染農地違章工廠提送改善計畫20日截止，經濟部中部辦公室表示，目前仍有1316家工廠尚未提交改善計畫，包含新北市、台中... , https://udn.com/news/story/7238/7041395?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:51:59 , udn , 萬金石馬拉松今登場 肯亞、衣索比亞選手分別包辦前3名 , https://udn.com/news/story/7005/7041445?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:52:09 , udn , 2023新北市萬金石馬拉松今早在北海岸開跑，男女冠軍分別是來自肯亞的BARNABAS KIPTUM，以及來自衣索比亞的B... , https://udn.com/news/story/7005/7041445?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:56:57 , udn , 21日春分限定天象 日落後可見黃道光 穀神星整夜登場 , https://udn.com/news/story/7266/7041467?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:57:07 , udn , 今年春分在3月21日，天文館表示，春分前後的日落後2至3小時，可以看到西方天空呈三角形的淡黃色光錐「黃道光」，另外，第一... , https://udn.com/news/story/7266/7041467?from=udn-ch1_breaknews-1-0-news
2023-03-19 11:59:56 , udn , 女兒是BLACKPINK狂粉 爸媽幫買黃牛票卻連門都進不去 , https://udn.com/news/story/7320/7041479?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:00:07 , udn , 南韓頂流女團BLACKPINK昨晚和今晚在高雄世運主場館開唱，開唱前，一票難求傳出不少黃牛和詐欺爭議！一對林姓夫妻因高一... , https://udn.com/news/story/7320/7041479?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:00:57 , udn , 美國參議院承認「麥克馬洪線」是中印邊界線 藏南屬印度管轄 , https://udn.com/news/story/6809/7041461?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:01:08 , udn , 中國收復「藏南地區」（印度稱阿魯納恰爾邦）恐更加困難。3月14日，美國參議院兩黨一致通過決議，正式承認「麥克馬洪線」是中... , https://udn.com/news/story/6809/7041461?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:08:59 , udn , 金曲歌手連唱2天 新北春紛節周末嗨翻新北大都會公園 , https://udn.com/news/story/7323/7041516?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:09:10 , udn , 新北河濱公園迎接春分到來的首場大型活動「2023新北春紛節」，這兩天在新北大都會公園登場，昨開幕首日就吸引數萬民眾參加，... , https://udn.com/news/story/7323/7041516?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:09:30 , udn , 「這時段」車禍死傷高出14倍 警指2成因籲銀髮族要留意 , https://udn.com/news/story/7320/7041513?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:09:41 , udn , 行人安全問題備受關切，桃園市警方統計全市死傷車禍事故，發現清晨4至6時死傷比例遠超平均值14倍多，肇因是駕駛自撞和行人違... , https://udn.com/news/story/7320/7041513?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:10:01 , udn , 台南白河木棉花道盛開湧人潮 公所籲多搭公車 , https://udn.com/news/story/7326/7041382?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:10:12 , udn , 位於台南市白河區的林初埤木棉花道近日進入盛開期，區公所配合規劃木棉花季系列活動，昨天吸引約1萬3000人次遊客，今天一早... , https://udn.com/news/story/7326/7041382?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:10:32 , udn , 【重磅快評】普亭逮捕令背後的孤雛淚 , https://udn.com/news/story/6809/7041510?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:10:43 , udn , 俄烏戰爭初起，一名烏克蘭小男童獨自離鄉，千里逃難邊走邊哭的模樣，觸動無數人心。一年後，烏克蘭兒童的命運，再度引起世人注意... , https://udn.com/news/story/6809/7041510?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:11:03 , udn , MLB／張育成帶經典賽好手感21日抵美 紅襪教頭不擔心 , https://udn.com/news/story/6999/7041508?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:11:13 , udn , 大聯盟官網記者預測紅襪隊開季26人名單，簽下大聯盟合約的張育成被評估從內野工具人角色出發，由於參加經典賽，張育成預計21... , https://udn.com/news/story/6999/7041508?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:11:34 , udn , 巴拉圭跨黨派議員團訪台 將拜會游錫堃 , https://udn.com/news/story/6656/7041498?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:11:44 , udn , 外交部今天表示，巴拉圭共和國資深參議員亞諾夫婦應邀於3月19日至23日率領跨黨派議員團來台訪問，成員包括巴拉圭參議員席爾... , https://udn.com/news/story/6656/7041498?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:12:05 , udn , 影／桃園楊梅民宅大火屋主葬身火窟 警疑屋主縱火 , https://udn.com/news/story/7320/7041500?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:12:15 , udn , 桃園市楊梅區一棟2層樓住宅今天上午突然失火，由於火勢從1樓竄出，大火在房間燃燒，霹叭作響，傅姓屋主子女聽到疑似小小爆炸聲... , https://udn.com/news/story/7320/7041500?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:12:36 , udn , ChatGPT帶動AI伺服器需求 台廠就定位鴻海擴新品 , https://udn.com/news/story/7240/7041439?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:12:46 , udn , 聊天機器人ChatGPT帶動人工智慧（AI）伺服器成長可期，售價高的運算晶片和零組件需求數量增加，從晶圓代工、板卡、機殼... , https://udn.com/news/story/7240/7041439?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:13:06 , udn , 厄瓜多爾6.8地震 新北消防局啟動國際人道救援任務整備 , https://udn.com/news/story/10930/7041492?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:13:17 , udn , 南美洲國家厄瓜多爾（Ecuador）3月18日中午12時許發生6.8地震，震央位於第二大城市厄瓜基爾鄰近的太平洋海底，規... , https://udn.com/news/story/10930/7041492?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:13:37 , udn , 家扶兒少表揚 賴清德：父親留給我最大資產就是貧窮 , https://udn.com/news/story/7266/7041482?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:13:48 , udn , 家扶基金會2023年全國自強兒少表揚活動今天舉行，副總統賴清德親自頒獎給23名自強兒少。賴清德出身北部貧窮礦工家庭，他致... , https://udn.com/news/story/7266/7041482?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:14:08 , udn , BLACK PINK散場人潮爆表 高捷：25萬運量突破跨年 , https://udn.com/news/story/7266/7041491?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:14:19 , udn , 國際知名南韓女團BLACKPINK昨晚（18日）在高雄世運主場館開唱，吸引4.5萬名歌迷湧入，散場時捷運站整個塞爆，市府... , https://udn.com/news/story/7266/7041491?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:14:39 , udn , 4大理財產品收益曝 專家：難怪富人都配房產3成 , https://udn.com/news/story/7239/7041483?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:14:50 , udn , 去年下半年以來，受升息、QE縮表、俄烏戰爭、通膨等利空衝擊，各投資市場表現普遍不佳，元宏不動產加值服務平台統計從去年下半... , https://udn.com/news/story/7239/7041483?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:14:57 , udn , 新北市職業總工會辦捐血「送蛋」 民眾排隊4小時 , https://udn.com/news/story/7323/7041530?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:15:07 , udn , 新北市職業總工會日前發起「新北工會行善團」，號召網路購物服務、餐飲、冰類製造、直銷人員等職業工會，合辦「捐血 從我做起」... , https://udn.com/news/story/7323/7041530?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:15:28 , udn , 北市男持刀搶身障者 捅他腹部得手2700元 當場遭逮捕 , https://udn.com/news/story/7315/7041527?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:15:38 , udn , 19歲劉姓男子無業，日前在台北市萬華區三水街閒晃，挑上身心障礙、行動不便的52歲羅姓男子行搶，不只把他拉到巷弄內毆打，更... , https://udn.com/news/story/7315/7041527?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:15:40 , udn , 喚醒那些年一起度過的青春 高雄把候車亭變懷舊教室 , https://udn.com/news/story/7327/7041367?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:15:51 , udn , 高雄市立文化中心五福路正門口候車亭變得很吸睛，高雄市文化局邀請在地藝術家黃法誠復刻教室場景，以加大版國語作業簿、課桌、帆... , https://udn.com/news/story/7327/7041367?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:17:58 , udn , 類風濕關節炎發病筷子都拿不動 病友疼痛折磨被誤會無病呻吟 , https://udn.com/news/story/7266/7041541?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:18:09 , udn , 類風濕性關節炎不僅發生在長輩身上，30至50歲的青壯年更是好發族群，且對於生活影響更加劇烈。患者初期易誤以為是媽媽手、肌... , https://udn.com/news/story/7266/7041541?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:18:29 , udn , NBA／金塊近6戰吞5敗 約柯奇坦言：需要開始擔心了 , https://udn.com/news/story/7002/7041537?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:18:40 , udn , 好不容易上一戰才擊退墊底球隊活塞中止連敗，今天金塊面對近況出色的尼克，雖然第三節一度領先兩位數分差，但隨後遭遇尼克強勢反擊，金塊難以招架，進入第四節更是一路苦戰，在擋不住布朗森（Jalen Bruns , https://udn.com/news/story/7002/7041537?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:19:00 , udn , 她聽信風水「養金魚改運」卻都養不活！老師給一建議花70元解決網超傻眼 , https://udn.com/news/story/7470/7041490?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:19:10 , udn , 有些人會因迷信去養特定寵物，一名女子聽信風水師建議養魚改運，卻怎樣都養不活，於是改買一堆假魚放進魚缸，和僅存的一條活魚養在一起，她讚很方便也夠逼真。 , https://udn.com/news/story/7470/7041490?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:20:58 , udn , 黑色閃電蔣介文奪冠 創下個人金萬石馬拉松最佳成績 , https://udn.com/news/story/7266/7041544?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:21:03 , udn , BLACKPINK散場人潮爆表 高捷：25萬運量突破跨年 , https://udn.com/news/story/7266/7041491?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:21:09 , udn , 2023新北市萬金石馬拉松今早在北海岸開跑，外籍選手包辦男女前3名。國內選手部分，「黑色閃電」蔣介文拿下國內男子組第1名... , https://udn.com/news/story/7266/7041544?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:21:29 , udn , 市場缺蛋 宜蘭民宿出妙招 包棟入住「送蛋也送雞」 , https://udn.com/news/story/7328/7041546?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:21:39 , udn , 市場雞蛋荒，很多賣雞蛋的店停止營業，民眾想要買也買不到。宜蘭員山鄉有家民宿以蛋吸客，推出平日包棟入住，送出20顆自家生產... , https://udn.com/news/story/7328/7041546?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:22:00 , udn , 經典賽／準備好接受時差攻擊 古巴隊長：我們是戰士 , https://udn.com/news/story/10785/7041542?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:22:10 , udn , 飛來亞洲打完經典賽預賽、八強戰，古巴隊接下來又回到美洲時區，準備接受12小時的時差攻擊，隊長迪斯派（Alfredo De... , https://udn.com/news/story/10785/7041542?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:22:33 , udn , MLB／帶著經典賽好手感張育成21日抵美 紅襪教頭不擔心 , https://udn.com/news/story/6999/7041508?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:23:57 , udn , ChatGPT加速AI晶片供應鏈成形 台廠拚一條龍 , https://udn.com/news/story/7240/7041441?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:24:08 , udn , 聊天機器人ChatGPT帶動高階人工智慧（AI）晶片需求，從特殊應用晶片（ASIC）設計、先進晶圓製造、小晶片（Chip... , https://udn.com/news/story/7240/7041441?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:26:58 , udn , 民生用電不漲是政府話術？ 黃揚明曝1未來慘況：台灣的困境 , https://udn.com/news/story/7238/7041488?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:27:08 , udn , 經濟部日前拍板，4月起電費將大幅調漲，平均漲幅高達11%。對此，媒體人黃揚明表示，上游的電價開始提高，下游出去的所有原物料和商品都會調整價格，導致整波的物價上漲，「未來有可能是每年要漲一次，這才是我們的困境，因為我們的燃氣和燃煤都是仰賴國際進口」。 , https://udn.com/news/story/7238/7041488?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:27:28 , udn , 米其林空戰／從鹽酥雞到精緻蔬食 虎航的飛機餐如何讓乘客願意額外掏錢？ , https://udn.com/news/story/7266/7030582?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:27:39 , udn , 台灣虎航董事長陳漢銘在辦公室裡的茶几上擺滿了鹽酥雞。「大家都進來吃，冰箱裡還有飲料。」他如此招呼著。充滿炸物香氣的空間立時擠滿人。「我們讓鹽酥雞上飛機好不好？」陳漢銘大聲問。沒有人反對。

三個月後，鹽酥雞出現在台灣虎航機上餐點的選項裡。

從鹽酥雞、大腕燒肉、「小小廚神美國版」冠軍台裔女童朱如茵（Liya）的料理，到與台灣米其林指南必比登、綠星餐廳小小樹食合作，台灣虎航讓乘客掏錢的策略究竟是什麼呢？ , https://udn.com/news/story/7266/7030582?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:29:57 , udn , 北市標線型人行道變障礙賽？ 李明賢：行人地獄真實版 , https://udn.com/news/story/7323/7041563?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:30:07 , udn , 為擺脫「行人地獄」封號，台北市交通局分階段實施機車退出人行道，並優先檢討學校周邊標線人行道不連貫，不過有民眾陳情，台北市... , https://udn.com/news/story/7323/7041563?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:30:28 , udn , NBA／反駁重攻輕守抨擊 拉文：我是最好防守者之一 , https://udn.com/news/story/7002/7041455?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:30:38 , udn , 與全能球星相比，公牛隊明星後衛拉文（Zach LaVine）一直給人「重攻輕守」的印象，但他在日前跳出來捍衛自己，反駁這種說法。

拉文在剛出道時，靠著灌籃大賽與葛登（Aaron Gordon）的 , https://udn.com/news/story/7002/7041455?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:30:58 , udn , 極少人有「職場協作」技能 哈佛職涯專家傳授精進訣竅 , https://udn.com/news/story/6812/7038854?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:31:09 , udn , ChatGPT的到來，使得各行各業很快就要學習如何與AI共處。但哈佛大學職涯專家表示，懂得與人共處的能力也可為自己增添競爭優勢，卻很少人具備（尤其是男性）。搭起跨團隊協作的能力可說是最受青睞的職場技能，專家也提出五項建議，讓你能在這方面做得更好。 , https://udn.com/news/story/6812/7038854?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:32:46 , udn , 加油再等等！ 明天汽油調降0.3元、柴油調漲0.5元 , https://udn.com/news/story/7238/7041567?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:32:56 , udn , 台灣中油公司今宣布，自明（20）日凌晨零時起汽油調降0.3元、柴油調漲0.5元，參考零售價格分別為92無鉛汽油每公升28... , https://udn.com/news/story/7238/7041567?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:35:46 , udn , 未來一周像夏天這兩天最熱上看35度 周六清明補班日再變天 , https://udn.com/news/story/7266/7041579?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:35:49 , udn , 印地安泉網賽／梅德維夫直落2擊退地主 將與阿爾卡拉茲爭冠 , https://udn.com/news/story/7005/7041469?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:35:56 , udn , 中央氣象局表示，今天天氣稍涼，入夜後北部地區也可能飄雨；不過，明天起全台回溫，未來一周上班日，全台暖熱如夏，周二、周三最... , https://udn.com/news/story/7266/7041579?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:35:59 , udn , 俄羅斯男網好手梅德維夫（Daniil Medvedev）今天擺脫對手反撲，以7比5、7比6（7/4）擊敗美國的提亞佛（F... , https://udn.com/news/story/7005/7041469?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:36:17 , udn , 促銷台東鳳梨釋迦 副縣長上購物台銷售1.2噸 , https://udn.com/news/story/7328/7041470?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:36:27 , udn , 台東鳳梨釋迦外銷中國大陸受阻，縣政府致力拓展國內銷售通路，除透過跨縣市合作增加銷量之外，副縣長王志輝與青農李俊儀於購物頻... , https://udn.com/news/story/7328/7041470?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:38:47 , udn , 姊姊目擊車禍疑助爛醉胞弟肇逃 弟卻無罪姊姊下場卻最慘 , https://udn.com/news/story/7321/7041586?from=udn-ch1_breaknews-1-0-news
2023-03-19 12:38:57 , udn , 高雄李姓女子目擊弟弟李男疑酒駕撞傷人，她擔心弟弟被關，將弟弟抱上林姓友人轎車，由林男載著李男逃逸，自己留下頂罪，檢警事後... , https://udn.com/news/story/7321/7041586?from=udn-ch1_breaknews-1-0-news
