2023-04-14 00:00:05 , udn , 融合客家精神與法料神髓 「CEO 1950」春季新菜登場 , https://udn.com/news/story/7270/7096920?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:47:17 , udn , 新光金今年董事改選 30人搶15席次 , https://udn.com/news/story/7239/7097576?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:47:28 , udn , 新光金今年6月股東會將進行董事改選，候選人名單出爐，高達30人要搶15席董事，新光金總經理吳欣儒、前凱基銀行董事長魏寶生... , https://udn.com/news/story/7239/7097576?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:47:48 , udn , 喝3罐啤酒存僥倖 高雄男酒駕穿過1路口遇警慘了 , https://udn.com/news/story/7321/7097573?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:47:59 , udn , 高雄黃姓男子與朋友到KTV飲酒唱歌，結束後發現自己落單，朋友全已搭車離去，只好自己騎機車要回家，但才穿過1個路口，正遇見... , https://udn.com/news/story/7321/7097573?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:48:15 , udn , 姊弟戀新潮流？「4星座」最愛跨越年齡差 巨蟹男喜歡被另一半碾壓 , https://udn.com/news/story/7268/7092172?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:48:19 , udn , 影／驚悚！中和工安意外「鋼索突斷」 建材壓傷工人 , https://udn.com/news/story/7320/7097574?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:48:25 , udn , 大家有沒有發現，這幾年不但影視作品中湧現大量姐弟戀相關題材，演藝界中的姐弟配更是比比皆是。現實生活中的熟女們，欣賞小鮮肉早已蔚為時尚。不過，你知道哪些星座的男女最容易陷入姐弟戀嗎？就讓科技紫微網為大家剖析！ , https://udn.com/news/story/7268/7092172?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:48:30 , udn , 新北市中和區12日發生一起工安意外，驚悚畫面曝光！工地在施作吊掛作業時，鋼索突然斷裂，導致建材掉落，當場壓到一名57歲工... , https://udn.com/news/story/7320/7097574?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:48:46 , udn , 旅宿業新進員工薪資補貼回溯4月1日 最快可申請日曝光 , https://udn.com/news/story/7266/7097585?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:48:50 , udn , 見貨運行內沒人 他扳開玻璃門...80秒不到得手5萬6 , https://udn.com/news/story/7320/7097571?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:48:56 , udn , 疫後為吸引國際客振興觀光，交通部推動「加速擴大吸引國際觀光客方案」共53億元特別預算，其中也包括旅宿業者雇用新進房務和清... , https://udn.com/news/story/7266/7097585?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:49:01 , udn , 新北市三重區一家貨運行，9日下午被竊賊闖空門，短短不到80秒被偷走5萬6000元，當晚被害人返回發現貨運行被人翻箱倒櫃，... , https://udn.com/news/story/7320/7097571?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:49:17 , udn , 逾3萬人共捐4600萬 台東癌父為自閉兒打造「星願樓」家園今落成 , https://udn.com/news/story/7328/7097586?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:49:21 , udn , 殘忍！家長製毒餌殺鄰居13隻狗 只因孩子被嚇倒 2原因避過刑責 , https://udn.com/news/story/7335/7097400?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:49:27 , udn , 台東縣人稱「孫爸」的孫中光，為照顧弱勢孩子，以退休金成立基金會、賣米、募款興建「星願大樓」今落成，國民黨秘書長黃健庭委託... , https://udn.com/news/story/7328/7097586?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:49:32 , udn , 在區內毒狗後仍能全身而退！四川有小區的住戶因為自己的孩子被未拴狗繩的狗嚇倒，他心生怨恨下，竟網購硝氯酚及火腿腸製作毒餌，在區內的草叢四撒，在數天之內導致13隻寵物犬死亡。 , https://udn.com/news/story/7335/7097400?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:49:48 , udn , 國安基金結束護盤 鄭文燦：來無影去無蹤不影響股市 , https://udn.com/news/story/6656/7097587?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:49:58 , udn , 國安基金昨天拍板退場，結束275天史上最長護盤任務。國安基金退場是否影響市場，行政院副院長鄭文燦今天表示，「不會」，現在... , https://udn.com/news/story/6656/7097587?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:51:13 , udn , 孕產婦關懷專線每年1.8萬通 求問孕吐、寶寶半夜哭鬧解方 , https://udn.com/news/story/7266/7097611?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:51:23 , udn , 好男人呈現增加趨勢！衛福部國健署「孕產婦免付費關懷專線」0800-870-870，提供民眾詢問孕前、孕期至產後照護、母乳... , https://udn.com/news/story/7266/7097611?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:51:44 , udn , 美西岸港口資方：勞資糾紛仍在干擾長堤與洛杉磯港作業 , https://udn.com/news/story/6811/7097600?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:51:54 , udn , 彭博資訊報導，代表船公司和碼頭營運商的太平洋海事協會（PMA）表示，本周勞資糾紛仍在阻礙長堤與洛杉磯港的貨物流動。 , https://udn.com/news/story/6811/7097600?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:53:46 , udn , 國安基金最長護盤結束 鄭文燦：來無影去無蹤 不影響股市 , https://udn.com/news/story/7251/7097587?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:57:15 , udn , 調查官向受刑人家屬索賄20萬　調查局長王俊力：深表痛心 , https://udn.com/news/story/7321/7097623?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:57:25 , udn , 調查局澎湖縣調查站組長陳麒元於嘉義市調查站調查官任內，涉嫌收受在台北監獄服刑陳姓受刑人、高雄監獄服刑江姓受刑人家屬賄賂1... , https://udn.com/news/story/7321/7097623?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:57:26 , udn , 用雙腳進入藍海視野 帛琉馬拉松6月4日開跑 , https://udn.com/news/story/7879/7097562?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:57:46 , udn , 台南88槍擊案偵結起訴 疑有幕後策畫檢方分案偵查 , https://udn.com/news/story/7315/7097625?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:57:56 , udn , 台南學甲88槍擊案震撼社會，也影響去年底大選，歷經5個多月調查，台南地檢署認策畫者「紅龜」洪政軍、槍手孔祥志及學甲慈濟宮... , https://udn.com/news/story/7315/7097625?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:58:17 , udn , 嘉市最辣議員深夜收到騷擾信崩潰大哭 網友支持她提告 , https://udn.com/news/story/7320/7097616?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:58:27 , udn , 嘉義市新科最辣議員、直播實況主Molly翎熹「顏色不分藍綠支持性專區顏色田慎節」，政見訴求性專區，言行受關注，昨晚貼臉書... , https://udn.com/news/story/7320/7097616?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:58:48 , udn , 陳文茜政治獻金被消失？她淡定回「已一腳在棺材內」：流言如浮雲 , https://udn.com/news/story/6656/7097597?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:58:58 , udn , 前台北市議員羅智強13日表示，民進黨攻擊「資深媒體人陳文茜捐款給他，沒有出現在政治獻金裡」一事，他今（14）日又表示，陳文茜致電關心，並告訴他「我已經是一隻腳踏進棺材的人，這些流言對我已如浮雲」，讓他感動的直呼「這就是永遠正能量的陳文茜」。 , https://udn.com/news/story/6656/7097597?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:59:19 , udn , 小朋友和魟魚合照一轉頭驚見「生鮮活吞吃播」！0距離觀賞牠吃同事現場 , https://udn.com/news/story/7470/7097593?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:59:29 , udn , 魟魚是水族館的明星動物，有遊客在水缸前拍照，意外看到一隻魟魚吞食小魚的畫面，非常逗趣卻帶有一絲血腥。 , https://udn.com/news/story/7470/7097593?from=udn-ch1_breaknews-1-0-news
2023-04-14 11:59:50 , udn , 羨慕同事住家裡免房租、省餐費？網點1缺點：住起來更痛苦 , https://udn.com/news/story/7269/7097535?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:00:01 , udn , 在萬物高漲唯有薪水不漲的時代，不少人出社會後仍會選擇住家裡，有名網友就分享，同事住家裡每月可省下租房費、伙食費，而每天最大的開銷就是交通費，賺的薪水基本上都是可支配所得，讓他好奇不知道大家會不會羨慕這樣的人... , https://udn.com/news/story/7269/7097535?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:00:17 , udn , 六福村8長頸鹿死、狒狒逃脫亡 動團籲董事長出面溝通 , https://udn.com/news/story/7266/7097633?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:00:21 , udn , 廣達除息秀率先登場 首日慘陷貼息窘境 , https://udn.com/news/story/7251/7097613?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:00:28 , udn , 台灣動物保護行政監督聯盟、鳥語獸躍等動保團體今天對六福旅遊集團董事長莊豐如發表公開信，重申六福村野生動物園10年死8隻長... , https://udn.com/news/story/7266/7097633?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:00:32 , udn , 廣達（2382）去年稅後純益289.57億元，年減14%，毛利率5.5%，每股純益7.51元，董事會通過配發現金股利6元... , https://udn.com/news/story/7251/7097613?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:00:48 , udn , 中國專家稱沙塵暴對環境有利  不需要根治 , https://udn.com/news/story/7332/7097603?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:00:52 , udn , 超過3千人棄權領6千元 竹北紓困金發放達98.3% , https://udn.com/news/story/7324/7097614?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:00:59 , udn , 近來源自中國西北、華北、東北以及蒙古地區的沙塵暴，波及台灣等鄰近國家，不過中國氣象專家卻說，沙塵暴這種天氣型態無需根治，... , https://udn.com/news/story/7332/7097603?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:01:03 , udn , 竹北市限定6000元民生紓困金上月15日開始發放，市公所統計經過三階段作業，全市共有近21萬名市民完成領取，但仍有超過3... , https://udn.com/news/story/7324/7097614?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:01:19 , udn , 影／驚竦！吊掛鋼梁脫勾 中和工人雙腳遭墜下H型鋼砸碎 , https://udn.com/news/story/7320/7097638?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:01:30 , udn , 新北市中和區一處工地前天發生工安意外，吊車進行吊掛鋼梁時，疑似鋼索斷裂脫勾，工人蘇姓男子雙腳慘遭H型鋼砸碎，為開放性骨折... , https://udn.com/news/story/7320/7097638?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:05:55 , udn , 把馬斯克甩大老遠 LVMH低調掌門人身價漲到2,100億美元 , https://udn.com/news/story/6811/7097612?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:06:06 , udn , 全球精品龍頭LVMH集團的老闆阿諾特（Bernard Arnault）身價又大漲，坐穩全球首富寶座，將排名第二的馬斯克遠... , https://udn.com/news/story/6811/7097612?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:06:15 , udn , 中華郵政發行台灣近代作曲家郵票 紀念馬水龍等人 , https://udn.com/news/story/7266/7097641?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:06:25 , udn , 中華郵政公司將於20日，發行「台灣近代作曲家郵票（112年版）」1套4枚，面值皆為新台幣12元，以陳泗治、呂泉生、郭芝苑... , https://udn.com/news/story/7266/7097641?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:06:46 , udn , 辯精神病也沒用！屏東狼水果刀搶劫落單女子並性侵 關20年定讞 , https://udn.com/news/story/7317/7097640?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:06:56 , udn , 屏東縣男子羅時昇去年持水果刀押落單女子到人煙罕至的空地，要求對方交出財物，再伸手摸胸、逼口交、性侵得逞，他企圖以心神喪失... , https://udn.com/news/story/7317/7097640?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:06:57 , udn , 房價看回不回 這縣市晚1年買預售屋多花500萬 , https://udn.com/news/story/7241/7097595?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:07:07 , udn , 永慶房屋統計預售屋實價資料，2022年全台成交量減少16%，看似價格應下修，但平均成交總價卻上漲10%，其中價量背離最嚴... , https://udn.com/news/story/7241/7097595?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:07:17 , udn , MLB／想按滑球變直球 教士強投鏡頭前怒斥PitchCom , https://udn.com/news/story/6999/7097490?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:07:27 , udn , 教士隊日前以2：5輸給另一支豪門大都會隊，其中，先發投手史奈爾（Blake Snell）持續低迷，5局投球丟了4分、被敲6安包含2轟，還送出5次保送，他認為是「PitchCom」裝置太難用對他造成了影 , https://udn.com/news/story/6999/7097490?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:08:18 , udn , 美軍售改類同品學問大 是不是舊貨看國防部能否公開生產日期 , https://udn.com/news/story/10930/7097639?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:08:29 , udn , 台灣向美國採購多項軍品嚴重延遲交貨，今年2月美國眾議員訪台時，我方也向對方表達延遲交貨的憂慮，國防部稱美方用「類同裝備」交運台灣，但是沒有具體說明，究竟類同裝備是什麼樣的狀況，熟悉軍事採購程序人士說，類同裝備涵蓋範圍很大，從嶄新成品到舊貨翻修品，都算是類同品，美國提供類同裝備軍火，國防部很可能花大錢買不到全新裝備，拿到的卻是舊貨。 , https://udn.com/news/story/10930/7097639?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:09:00 , udn , 上櫃公司2022年度董事及監察人酬金 將於4月17日揭露 , https://udn.com/news/story/7254/7097588?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:09:10 , udn , 櫃買中心表示，為落實股東行動主義，達到以市場機制督促公司訂定合理之董監事酬金，將於2023年4月17日在公開資訊觀測站公... , https://udn.com/news/story/7254/7097588?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:09:31 , udn , 拒絕價購委託書 保障股東權益 , https://udn.com/news/story/7251/7097583?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:09:41 , udn , 每年4月到6月股東會旺季期間，經常看到有商店、場所張貼廣告收取某公司委託書的布條或海報，另外有委託書徵求業者，以電話、拜... , https://udn.com/news/story/7251/7097583?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:12:21 , udn , 解放軍東部戰區：仍持續在台島周邊開展實戰課目演練 , https://udn.com/news/story/7331/7097658?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:12:32 , udn , 中共人民解放軍「東部戰區」微信公眾號上午發布標題為「現場視頻！東部戰區空軍多型戰機持續位台島周邊開展實戰課目演練」的圖文... , https://udn.com/news/story/7331/7097658?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:12:52 , udn , NBA／與安德森講和歸隊 戈貝爾：家人也是會打架 , https://udn.com/news/story/7002/7097653?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:13:03 , udn , 在因為對隊友安德森（Kyle Anderson）出拳遭到球隊禁賽一場錯過附加賽後，灰狼隊明星中鋒戈貝爾（Rudy Gob... , https://udn.com/news/story/7002/7097653?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:13:23 , udn , 黃健庭稱侯友宜最強卻改口 綠委批：朝三暮四讓人不信任 , https://udn.com/news/story/123307/7097652?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:13:34 , udn , 民進黨確定提名黨主席賴清德參選2024總統，國民黨人選態勢未明朗，國民黨秘書長黃健庭以三階段說明黨內徵召提名，指第一階段... , https://udn.com/news/story/123307/7097652?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:14:25 , udn , 辯精神病也沒用！潮州火車站前持水果刀劫財劫色 惡狼關20年定讞 , https://udn.com/news/story/7317/7097640?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:21:18 , udn , AIT處長攜夫遊北台 迪化街這張照...意外又曝台灣行人地獄 , https://udn.com/news/story/7321/7097705?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:21:28 , udn , 美國在台協會(AIT)處長孫曉雅，上任後積極走訪台灣各地展現親民作風，昨天傍晚AIT粉專貼上數張孫曉雅與其丈夫遊走雙北及... , https://udn.com/news/story/7321/7097705?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:21:49 , udn , 信誼幼兒文學獎將擴大 鼓勵5到10歲兒童文學 , https://udn.com/news/story/7266/7097668?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:21:59 , udn , 信誼幼兒文學獎今年邁入第35屆，即將於4月16日舉辦頒獎典禮。主辦單位今天表示，第36屆起擴大為「信誼文學獎」同步徵求圖... , https://udn.com/news/story/7266/7097668?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:24:13 , udn , 二哈站路邊被花草催眠？凝視草叢「下秒自助插秧」筆直埋入土裡飼主看傻 , https://udn.com/news/story/7470/7097683?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:24:23 , udn , 二哈野性解放？一名飼主帶著自家哈士奇去外面散步，只見二哈站在草叢邊若有其事地盯著，結果下一秒牠竟然自己一頭栽進草地裡面「自行插秧」，無厘頭的行為讓不少網友笑翻。 , https://udn.com/news/story/7470/7097683?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:25:14 , udn , MLB／貝耶茲連2個跑壘低級錯誤被換下場 給出奇葩解釋 , https://udn.com/news/story/6999/7097695?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:25:25 , udn , 老虎隊今天以3：1擊敗藍鳥隊，先發游擊手貝耶茲（Javy Báez）第2局就因兩次跑壘犯錯，早早就被換下場，總教練辛區（... , https://udn.com/news/story/6999/7097695?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:25:45 , udn , 川普才剛面對刑事起訴 又因涉商業詐欺宣誓作證 , https://udn.com/news/story/6813/7097669?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:25:56 , udn , 美國前總統川普今天在紐約為一宗民事訴訟案宣誓作證數小時，他和3名子女在此案被控商業詐欺。他上週才因另一起案子在曼哈頓法庭... , https://udn.com/news/story/6813/7097669?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:26:16 , udn , 影／中泰花園拆除案 蔡啟芳出面挺王世堅 , https://udn.com/news/story/123307/7097684?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:26:27 , udn , 民進黨2024立委初選激烈開打，台北市第二選區（大同、士林區）由議員王世堅挑戰現任立委何志偉，網路上卻出現謠言哏圖，指王... , https://udn.com/news/story/123307/7097684?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:26:47 , udn , 台南柳營火車站轉乘環境優化完工 通勤族更便捷舒適 , https://udn.com/news/story/7326/7097680?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:26:57 , udn , 台鐵柳營火車站前轉乘環境優化改善工程完工，市長黃偉哲今天主持啟用典禮時表示，感謝中央和議會支持工程經費，優化柳營火車站前... , https://udn.com/news/story/7326/7097680?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:27:15 , udn , 批賴清德投機   藍委：喊獨又想擁抱中華民國 , https://udn.com/news/story/6656/7097721?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:27:18 , udn , 國1南向366K高雄段2聯結車和1大貨車追撞 回堵6公里 , https://udn.com/news/story/7320/7097673?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:27:25 , udn , 副總統賴清德日前被民進黨提名為總統參選人時表示，台灣沒有統獨問題，且事實上已經是主權獨立國家，不必另行宣布獨立，並稱20... , https://udn.com/news/story/6656/7097721?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:27:28 , udn , 今天上午10時49分在國1南向366K處、九如交流道附近，發生2輛聯結車和1輛大貨車事故，占用中間和內側車道，後方回堵約... , https://udn.com/news/story/7320/7097673?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:27:46 , udn , 影／進化2.0！「HAMA壽司」全新迴轉方式 不怕被惡搞 , https://udn.com/news/story/6812/7097654?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:27:49 , udn , 國民黨6屆議員何淑萍今宣布選基隆立委 與林沛祥爭出線 , https://udn.com/news/story/123307/7097661?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:27:56 , udn , 近來日本迴轉壽司業受到「壽司郎屁孩事件」影響，有些店家決定只提供單點的服務，停止讓壽司放在輸送帶上迴轉的供餐模式，失去「迴轉壽司」最大的特色。不過近來日本「HAMA壽司」卻想到一招，不僅保持了迴轉壽司的形式，也能兼顧到衛生安全。 , https://udn.com/news/story/6812/7097654?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:27:59 , udn , 連任6屆的基隆市議員何淑萍今天宣布參選立委，爭取國民黨內提名，她說，國民黨在謝國樑拿回市長執政權後，更需要有一席黨籍立委... , https://udn.com/news/story/123307/7097661?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:28:17 , udn , 進軍智慧物流 廣運子公司群豐欣業今盛大開幕 , https://udn.com/news/story/7241/7097723?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:28:27 , udn , 物流發貨設備大廠廣運（6125），今（14）日旗下群豐欣業公司於高雄台糖成功物流園區，隆重舉行開幕典禮，並展現智慧物流系... , https://udn.com/news/story/7241/7097723?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:28:48 , udn , 德國外長貝爾伯克訪問大陸 探索德中更多合作機會 , https://udn.com/news/story/7331/7097722?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:28:58 , udn , 應大陸外長秦剛邀請，德國外長貝爾伯克13日至15日對中國大陸進行正式訪問。參考消息網14日引述德新社報導，在對中國大陸進... , https://udn.com/news/story/7331/7097722?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:29:50 , udn , 超過一半 台中人最愛買新屋 專家點出關鍵 , https://udn.com/news/story/7241/7097706?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:30:00 , udn , 新屋房價高，但仍是國人優先選擇，根據聯徵中心2022年第四季房貸資料，3年內新成屋案件占整體樣本數39.6%，排名第一，... , https://udn.com/news/story/7241/7097706?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:30:16 , udn , 侯友宜被徵召有4大優勢 學者曝：民調支持度會有一波慶祝行情 , https://udn.com/news/story/123307/7097619?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:30:20 , udn , 微星推出商務4K顯示器 高效辦公和享受娛樂的不二選擇 , https://udn.com/news/story/7240/7097708?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:30:27 , udn , 新北市長侯友宜聲量高，外界關注是否投入2024總統大選。文化大學廣告學系專任教授兼系主任鈕則勳表示，侯友宜若被徵召，至少有能拉抬聲勢及支持度的四大優勢，且民調支持度勢必會有一波慶祝行情。 , https://udn.com/news/story/123307/7097619?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:30:31 , udn , 微星（2377）今（14）日宣布推出全新的「Modern MD271UL商務顯示器」，讓使用者擁有更優異的視覺體驗。這款... , https://udn.com/news/story/7240/7097708?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:30:48 , udn , 高屏溪川流量續下探  陳其邁：會加大節水力度 , https://udn.com/news/story/7266/7097742?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:30:58 , udn , 中央氣象局推判梅雨仍可能晚到，南部水情依然嚴峻，高雄市長陳其邁今早受訪表示，高市仍會從開源、節流雙管齊下，多元開發水源並... , https://udn.com/news/story/7266/7097742?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:31:19 , udn , 外交官墜樓案 藍營指駐聖保羅處長是「巴西謝長廷」 , https://udn.com/news/story/6656/7097743?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:31:29 , udn , 我駐巴西聖保羅辦事處組長王之化日前墜樓，被家屬質疑背後原因不單純，僅管外交部已表明，將派調查團赴巴西調查，但前台北市議員... , https://udn.com/news/story/6656/7097743?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:31:50 , udn , 上午11時54分台東規模4.1地震 最大震度4級 , https://udn.com/news/story/7266/7097739?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:31:52 , udn , 廣運集團旗下郡豐欣業開幕 為集團拓展智慧物流開新頁 , https://udn.com/news/story/7241/7097697?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:32:00 , udn , 中央氣象局發布地震報告，今天上午11時54分，台東縣政府北北東方4.2公里，位於台東縣台東市，發生芮氏規模4.1地震，地... , https://udn.com/news/story/7266/7097739?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:32:03 , udn , 在台成立已近47年的物流發貨設備大廠廣運（6125）正式跨足物流市場，旗下群豐欣業公司於高雄台糖成功物流園區的物流中心，... , https://udn.com/news/story/7241/7097697?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:32:21 , udn , 國一高雄路段大貨車事故傷亡不明 車流回堵超過6公里 , https://udn.com/news/story/7320/7097734?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:32:31 , udn , 國道1號南下366公里處高雄九如路段，鄰近九如交流道，今天上午11時15分，發生聯結車與大貨車追撞事故，造成中間車道遭占... , https://udn.com/news/story/7320/7097734?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:32:52 , udn , 88槍擊案檢方控幕後藏鏡人今起訴 王文宗否認犯罪：互相幫忙很正常 , https://udn.com/news/story/7315/7097724?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:33:02 , udn , 去年九合一大選前台南市學甲區發生88槍擊案震驚社會，台南地檢署今天偵結，學甲慈濟宮董事長王文宗因涉嫌資助在中國大陸窩藏洪... , https://udn.com/news/story/7315/7097724?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:33:23 , udn , 台南88槍起訴8人 民進黨：盡速判決 還給台南乾淨政治 , https://udn.com/news/story/7315/7097736?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:33:33 , udn , 台南學甲88槍槍擊案歷經4個多月偵辦，南檢今天起訴8人，台南市議會民進黨團幹事長蔡筱薇表示，謝謝第一線檢警單位的辛苦，民... , https://udn.com/news/story/7315/7097736?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:33:54 , udn , 游淑慧喊年輕活用戰術 李彥秀：我和她只差4歲 , https://udn.com/news/story/123307/7097737?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:34:04 , udn , 國民黨北市立委黨內初選競爭激烈，有意參選的立委的市議員徐巧芯、游淑慧、張斯綱、鍾小平，上午站路口造勢，尋求支持年輕人進國... , https://udn.com/news/story/123307/7097737?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:34:25 , udn , MLB／生涯首支再見轟！金鶯少主拉契曼：腦袋一片空白 , https://udn.com/news/story/6999/7097618?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:34:35 , udn , 金鶯少主拉契曼（Adley Rutschman）今天敲出生涯首支再見全壘打，幫助球隊以8：7氣走運動家，他賽後坦言，「當下腦袋一片空白。」

金鶯和運動家前8局戰成7：7平手，9局下半運動家推派梅 , https://udn.com/news/story/6999/7097618?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:34:56 , udn , 極道末路／日本黑道窮到去詐騙 還當工人、賣二手書只求有飯吃 , https://udn.com/news/story/6809/7095913?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:35:06 , udn , 日本也有民眾被高薪工作騙去柬埔寨當「豬仔」，警視廳近日從柬國移送19名詐騙集團成員，認為騙來的錢是拿去供養暴力團（黑幫）。以前日本暴力團不做詐騙、不欺負老人，但是法令箍緊幫派分子，他們另闢財源。前陣子被抓的神戶山口組成員，平日還兼差泥作。 , https://udn.com/news/story/6809/7095913?from=udn-ch1_breaknews-1-0-news
2023-04-14 12:35:27 , udn , 有片｜練了這麼久體態沒太大變化？健身教練教你５招突破停滯期！ , https://udn.com/news/story/121721/7093800?from=udn-ch1_breaknews-1-0-news
