2023-03-22 00:05:37 , udn , 「海水煉金」5年前台中沒成 今年將在大陸成真？ , https://udn.com/news/story/7331/7047525?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:25:31 , udn , 經典賽／今天不要仰慕對手！大谷翔平熱血喊話 , https://udn.com/news/story/10785/7047918?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:25:42 , udn , 世界棒球經典賽日本隊今天對上美國隊，兩國球星正面交鋒，大谷翔平作為代表人物，賽前帶領全隊喊聲時，以超熱血談話激勵隊友，「... , https://udn.com/news/story/10785/7047918?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:26:33 , udn , 投資人青睞 中信高評級公司債躍升債券王 , https://udn.com/news/story/123006/7047890?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:26:43 , udn , 瞄準甜蜜點湧現，全台投資人瘋債券ETF，推升債券ETF規模創新高，訴求月月配息的中信高評級公司債（00772B）今(20... , https://udn.com/news/story/123006/7047890?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:29:57 , udn , 死亡練習／前主播罹罕病生活難自理 霸氣宣告要做到死去那一天 , https://udn.com/news/story/7266/7046623?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:30:08 , udn , 前主播楊玉欣年輕時經常跌倒，直到有一天無法站起來，有同樣困擾的三姊弟才意識到「難道這是一種病？」經檢查確認罹患罕見疾病，被醫生宣判那年，楊玉欣19歲。她的身體功能一點一滴喪失，如今像住在百歲老人身體裡，卻依舊保持光鮮亮麗，她推動的亞洲第一部「病主法」上路4年，現在她又挑戰社會處長工作，許多人擔心她的身體受不了，她霸氣宣告，要做到死的那一天。 , https://udn.com/news/story/7266/7046623?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:30:28 , udn , AUKUS符合美國整體性嚇阻戰略 卻可能讓澳洲變成中國箭靶？ , https://udn.com/news/story/6809/7045832?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:30:39 , udn , 美國總統拜登、英國首相蘇納克及澳洲總理艾班尼斯13日共同宣布AUKUS協議詳細內容，將分三階段協助澳洲成為擁有核動力潛艇艦隊的國家，以對抗中國大陸在印太地區日益擴張的威脅，然而這項在未來30年預計耗資2680億至3680億澳元的計畫，卻也同時在澳洲國內掀起巨大爭論。... , https://udn.com/news/story/6809/7045832?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:30:59 , udn , 進入媽媽的意念世界後超驚嘆 原來她將自己放在那麼後面 , https://udn.com/news/story/121484/7039988?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:31:10 , udn , 媽媽也曾是個懷有夢想和願望的女孩，尤其在她還年輕、人生道路仍很漫長時，追求夢想的欲望更是強烈。只是後來結了婚，也有了孩子，為了努力達成家人的期待，她開始將自己擺在最後。 , https://udn.com/news/story/121484/7039988?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:35:58 , udn , 繁星放榜嘉縣永慶高中44人摘星 66%上醫大、國立大學 , https://udn.com/news/story/6928/7047957?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:36:08 , udn , 嘉義縣立永慶高中今年繁星榜單相當亮眼，共有44人上榜，國立大學及醫學大學錄取率高達66%，台大、成大、清大、陽交、政大等... , https://udn.com/news/story/6928/7047957?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:36:29 , udn , 監理所前所長袁國治在診所插乾股收賄 貪汙罪判刑12年 , https://udn.com/news/story/7321/7047956?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:36:39 , udn , 台北市區監理所前所長袁國治在診所插乾股收取分紅，委託診所代辦駕駛人的體檢業務，另在審核業者申請成立停車場時收賄，被控貪汙... , https://udn.com/news/story/7321/7047956?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:36:59 , udn , 再次裁員！曾充滿華人基因的Marvell成為對華脫鉤排頭兵 , https://udn.com/news/story/7333/7047935?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:37:10 , udn , 時隔半年不到，Marvell再次裁員。去年10月，Marvell裁撤中國區上海和成都分公司的大部分研發成員，集微網獲悉，這一次裁員將裁撤中國區全部研發團隊，正式通知將於本周三下達。 , https://udn.com/news/story/7333/7047935?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:37:30 , udn , 搭肩女大生以掌貼膚撫摸20秒判拘 噁男逾期上訴求遭駁 , https://udn.com/news/story/7321/7047955?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:37:41 , udn , 高雄張姓男子在某科技大學側門，藉故向女大生攀談，同時伸手搭著對方左肩不放，還以手掌貼膚滑動撫摸手臂，讓女子嚇到靠在牆上，... , https://udn.com/news/story/7321/7047955?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:38:01 , udn , 議會備詢處女秀 張善政：做更多事不見得要編更多預算 , https://udn.com/news/story/7324/7047951?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:38:12 , udn , 就任第88天，今天是桃園市長張善政的議會備詢處女秀，張在施政報告時，細數3個月來實現的多項政見，包括基北北桃通勤月票、擴... , https://udn.com/news/story/7324/7047951?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:38:59 , udn , 經典賽／冠軍賽還在進行！楚奧特：會打下屆WBC , https://udn.com/news/story/10785/7047926?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:39:09 , udn , 目前，美國與日本隊仍在為了本屆經典賽冠軍熱戰中，但在比賽告一段落前，美國隊長「神鱒」楚奧特（Mike Trout）卻已宣布會參加下屆賽事。

稍早，大聯盟主席宣布必定會於2026年舉辦第六屆經典賽 , https://udn.com/news/story/10785/7047926?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:41:01 , udn , 經典賽文字直播／八局王牌達比修上陣 日本3：1要保戰果 , https://udn.com/news/story/10785/7046959?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:43:36 , udn , 對決微軟、ChatGPT！Google AI聊天機器人Bard 先開放這2國用戶測試 , https://udn.com/news/story/123313/7047909?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:43:47 , udn , 在矽谷掀起AI熱潮之際，Alphabet旗下的谷歌周二表示，向大眾開放名為Bard的對話式AI服務，美國和英國用戶可以登... , https://udn.com/news/story/123313/7047909?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:45:00 , udn , 日本男公關羅蘭「光臨」西門町還出輯？網友笑噴：完了我整個看錯 , https://udn.com/news/story/7088/7046957?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:45:11 , udn , 日本知名男公關羅蘭，憑藉一身本事總是話題不斷，近日有一名眼尖的網友發現，羅蘭竟有「新海報」被掛在人來人往的西門町錢櫃中華館的建築上。 , https://udn.com/news/story/7088/7046957?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:45:31 , udn , 烏干達通過反LGBTQ新法案 違者最重可被判死刑 , https://udn.com/news/story/6809/7047967?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:45:41 , udn , 烏干達國會21日以387票同意、2票反對通過強硬的反同性戀法案，涉及同性戀行為者或對同性戀活動進行招攬、推廣和資助者，將... , https://udn.com/news/story/6809/7047967?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:46:02 , udn , NBA／莫蘭特確定明天復出戰火箭 布魯克斯又被禁賽1場 , https://udn.com/news/story/7002/7047945?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:46:12 , udn , 因在直播中亮槍遭禁賽8場的莫蘭特（Ja Morant）禁賽期滿，灰熊主帥詹金斯（Taylor Jenkins）今天宣布他將在明天對陣火箭的比賽復出，不過隊友布魯克斯（Dillon Brooks）昨天領 , https://udn.com/news/story/7002/7047945?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:47:58 , udn , 闖紅燈、逆向行駛最多 台南市中西區事故肇因大執法 , https://udn.com/news/story/7321/7047976?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:48:09 , udn , 警二分局 一週精準執法600件來降低事故 , https://udn.com/news/story/7321/7047976?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:48:29 , udn , 1980年以來歷次衰退期間 醫療保健盈餘平均變化勝出 , https://udn.com/news/story/7238/7047975?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:48:34 , udn , 經典賽文字直播／達比修挨史瓦柏陽春砲 美國2：3追近日本  , https://udn.com/news/story/10785/7046959?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:51:00 , udn , 今起閏二月！專家曝4大禁忌 「3星座」當心有災厄  , https://udn.com/news/story/7268/7047859?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:51:10 , udn , 今年潤二月為癸卯兔年，因此今年共有384天，潤二月落在國曆的3月22日至4月19日，民間相傳一年天數越拉長，象徵長輩越容易減壽，古人會由已經結婚的女兒，在閏二月開始前，攜帶購買豬腳麵線給娘家父母添壽，因此豬腳也能有去霉運的作用。 , https://udn.com/news/story/7268/7047859?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:51:30 , udn , 金融股竟不適合無腦存…？達人：用估值「擇時進場」更好賺 , https://udn.com/news/story/7252/7047785?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:51:41 , udn , 台灣有許多投資人把金融股當成是存股的標的，因為認為銀行不會倒也配息也穩定，不過股市達人股添樂更新一則影片中直言「金融股並不適合無腦存」，追求穩定配息應該存高股息ETF，而金融股用「擇時進場」的方式，績效會大大勝過存股。 , https://udn.com/news/story/7252/7047785?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:52:02 , udn , 春分過後深澳娛樂漁業待命 載客海釣或從海上看象鼻岩 , https://udn.com/news/story/7323/7047983?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:52:12 , udn , 農曆節氣春分到來，今天氣溫升高還有如夏日。新北市漁業處說，台灣北部海域風浪漸緩，深澳漁港擁有全國數量最多的娛樂漁船，民眾... , https://udn.com/news/story/7323/7047983?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:52:32 , udn , 到高雄與米飛兔同住！值得被愛的事物 讓小幸運圍繞 , https://udn.com/news/story/7270/7047986?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:52:43 , udn , 很多人說高雄不一樣了，變得更漂亮、更國際化了，很大的原因是高雄近年擁有許多別具特色的新建設，並大力推動觀光，吸引許多國際級飯店進駐。 , https://udn.com/news/story/7270/7047986?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:53:03 , udn , 傳徐國勇欲選立委 洪健益證實：港湖或新北市某區 , https://udn.com/news/story/6656/7047982?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:53:14 , udn , 民進黨台北市議員洪健益日前替內政部前部長徐國勇領表，今天洪赴台北市黨部登記參選時，透露徐國勇在北市港湖區及新北市做選擇，... , https://udn.com/news/story/6656/7047982?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:53:34 , udn , 見議長媒體陣仗大柯文哲稱標配 當老百姓他怨北市騎YouBike真危險 , https://udn.com/news/story/6656/7047985?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:53:44 , udn , 民眾黨主席柯文哲今天親自率四位黨籍議員赴北市議會拜會議長戴錫欽，柯文哲一到現場超過11家媒體，讓戴錫欽驚呼，這是他當議長... , https://udn.com/news/story/6656/7047985?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:54:05 , udn , 童子賢1論點釋重要風向？ 黃揚明曝賴清德2024大選可能走向 , https://udn.com/news/story/123307/7047835?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:54:15 , udn , 核二廠2號機日前期滿除役，外界開始擔憂是否會對供電造成影響。和碩董事長童子賢表示，假設台灣未來一年繼續廢核，非碳排發電比重會下滑至10％邊緣，產業的碳稅恐怕被課到暈頭轉向。對此，媒體人黃揚明直言，「要選2024大位的人，全都要針對未來10年的能源轉型議題提出觀點，副總統賴清德也可能為非核家園轉向鋪排」。 , https://udn.com/news/story/123307/7047835?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:54:36 , udn , 經典賽文字直播／達比修挨陽春砲 八局上美國2：3追近日本  , https://udn.com/news/story/10785/7046959?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:56:58 , udn , 酒醉踹女友隔天見冰冷屍體 桃園男子只犯傷害判7個月 , https://udn.com/news/story/7321/7047998?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:57:08 , udn , 桃園一名周姓女子3年前與蕭姓男友參加聚會宴飲，醉到全身癱軟意識模糊，無法自己行走，被攙扶回家時，一路跌跌撞撞，還因吵鬧被... , https://udn.com/news/story/7321/7047998?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:57:28 , udn , 高職女生突破障礙電繪動漫得獎 角色原型充滿性格寫照 , https://udn.com/news/story/6898/7047997?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:59:59 , udn , 公共運輸月票目標7月上路 王國材：全台已20縣市參與 , https://udn.com/news/story/7266/7048004?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:00:09 , udn , 中央促進公共運輸使用方案推出通勤通學月票，交通部長王國材今赴立院交通委員會報告進度表示，除北北基桃、中彰投苗、南高屏3大... , https://udn.com/news/story/7266/7048004?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:00:30 , udn , 普發六千預先登記首日系統順暢 截至9點半已25萬人登記 , https://udn.com/news/story/123271/7048005?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:00:40 , udn , 全民普發現在今（22）日預先登記首日，對此，行政院副院長鄭文燦指出，今天是登記第一天，登記狀況算是非常順利，截至9時30... , https://udn.com/news/story/123271/7048005?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:01:01 , udn , 唐鳳與德教育部長會面 共倡數位公益創新 , https://udn.com/news/story/6656/7048000?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:01:11 , udn , 數位發展部長唐鳳21日接見率團來訪的德國聯邦教育和研究部長貝蒂娜・史塔克・瓦特辛格（Bettina Stark-Watz... , https://udn.com/news/story/6656/7048000?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:01:32 , udn , 經典賽文字直播／九上3：1投手大谷關門對決楚奧特 奪冠剩最後3個出局數  , https://udn.com/news/story/10785/7046959?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:02:43 , udn , 高雄市樹德家商資處科三年級學生郭品言，雖有學習障礙的困難，卻在電繪方面展現出非凡的天賦，榮獲第五屆竹田動漫賞高中職組第一... , https://udn.com/news/story/6898/7047997?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:02:59 , udn , 6000元領取期限擬到10月底 3月22日後過世者可由家屬代領 , https://udn.com/news/story/123271/7048011?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:03:03 , udn , 新港藝高繁星錄取達84% 隔代教養蔡語宸目標上警大犯防 , https://udn.com/news/story/6925/7047996?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:03:09 , udn , 普發現金6000元今天上午8時式開放民眾上網預先登記入帳，網站將開放半年以上，領取期限擬到10月底。除符合領取資格的民眾... , https://udn.com/news/story/123271/7048011?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:03:14 , udn , 嘉義新港藝術高中在112年大學繁星推薦，共36位學生上榜，錄取率達8成4，其中國立大學9人，醫學大學4人，頂尖大學錄取率... , https://udn.com/news/story/6925/7047996?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:03:30 , udn , 騎車下山煞車失靈 新北老翁邊坡滑落卡困10米深山谷 , https://udn.com/news/story/7320/7048010?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:03:34 , udn , 加速交付速度！美國「最快秋季」提供烏克蘭改版艾布蘭戰車 , https://udn.com/news/story/6809/7047995?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:03:40 , udn , 新北市樹林區楊姓老翁，昨天下午騎機車，從大同山產業道路下山，疑因煞車失靈不慎人車滑落邊坡，卡困在10米深山谷，路過民眾聽... , https://udn.com/news/story/7320/7048010?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:03:44 , udn , 美國宣布軍援烏克蘭31輛M1「艾布蘭」戰車（M1 Abrams）後曾表示需要1至2年的時間才能完成交付，不過最新消息指出... , https://udn.com/news/story/6809/7047995?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:04:01 , udn , 高雄休旅車擋出入口2男互毆 警疏未開報案證明記申誡 , https://udn.com/news/story/7320/7048013?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:04:05 , udn , 影／十軍團今台中演訓 甕窯雞老闆拋雞投教召：國家重要 , https://udn.com/news/story/10930/7047994?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:04:11 , udn , 高雄市三民區金獅湖畔停車場3月18日發生2男子互毆糾紛，雙方由三民二警分局鼎金派出所帶回查辦，雙方互控傷害，但是員警在接... , https://udn.com/news/story/7320/7048013?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:04:15 , udn , 陸軍十軍團第五作戰區今天上午在台中市南區，辦理新式14天的教召演訓，南區的演訓有40名官士兵與後備召員參與，演練敵軍侵擾... , https://udn.com/news/story/10930/7047994?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:04:32 , udn , 英特爾人事震動 原委外代工負責人Pann將接掌晶圓製造 , https://udn.com/news/story/6811/7048012?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:04:36 , udn , 另類理財賺外快！運動愈多、健檢數值達標 他幸運獲保費折減回饋 , https://udn.com/news/story/121591/7047921?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:04:42 , udn , 英特爾（Intel）21日宣布重大人事調整，原企業規劃事業部主管潘恩（Stuart Pann）將接掌晶圓製造事業，肩負... , https://udn.com/news/story/6811/7048012?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:04:46 , udn , 說到最受保戶青睞的回饋方式首推「現金回饋」或是「保費折減」；其中，保戶熱衷「現金回饋」優惠的原因，不外乎對於透過從事自我健康管理來賺取回饋金的方式很有感，也普遍接受。 , https://udn.com/news/story/121591/7047921?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:05:03 , udn , 馬克宏6座新核電廠計畫 獲下議院多數通過 , https://udn.com/news/story/6809/7047911?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:05:07 , udn , 游錫堃編著台灣民主蘭城尋蹤 盼帶動在地民主探尋 , https://udn.com/news/story/6656/7047948?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:05:13 , udn , 法國政府昨天才在國會不信任投票中驚險脫身後，政府為能源自主規劃的6座新核電廠投資計畫案，今天在下議院表決中獲大多數支持通... , https://udn.com/news/story/6809/7047911?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:05:17 , udn , 財團法人仰山文教基金會出版「台灣民主蘭城尋蹤」新書，編著者、立法院長游錫堃今天表示，希望藉由此書帶動台灣各地對於在地民主... , https://udn.com/news/story/6656/7047948?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:05:33 , udn , 驚嚇農場！「蜘蛛人阿嬤」掛15公尺高圍牆外種菜嚇壞人 本尊現身這樣說 , https://udn.com/news/story/120912/7047872?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:05:44 , udn , 不少舊公寓都有頂樓加蓋增加使用空間，日前天母一名網友發現一位阿嬤竟翻出頂樓圍牆，蹲在樓下遮雨棚上，似乎在種花，將畫面拍下上網分享「阿嬤玩捉迷藏太厲害」，驚悚畫面曝光，眾人驚呼「天啊…好危險」、「阿嬤是蜘蛛人化身嗎？」 , https://udn.com/news/story/120912/7047872?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:05:48 , udn , 今年閏二月為癸卯兔年，因此今年共有384天，閏二月落在國曆的3月22日至4月19日，民間相傳一年天數越拉長，象徵長輩越容易減壽，古人會由已經結婚的女兒，在閏二月開始前，攜帶購買豬腳麵線給娘家父母添壽，因此豬腳也能有去霉運的作用。 , https://udn.com/news/story/7268/7047859?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:05:58 , udn , 普發6000上網登記首日 高雄市民不急 區公所服務櫃台「等無人」 , https://udn.com/news/story/123271/7048024?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:06:08 , udn , 全民普發現金6千元今天起分流登記，考量數位落差及城鄉差距，高雄市48處區公所及戶政事務所開放臨櫃代登記及諮詢服務，上午8... , https://udn.com/news/story/123271/7048024?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:06:28 , udn , 清明連假赴京都遊玩注意 多景點、交通票價漲 , https://udn.com/news/story/7270/7047931?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:06:39 , udn , 清明連假要到日本京都遊玩的旅客留意，京都市部分交通、觀光景點及參拜設施相繼調整費用，包含知名的嵐電4月起成人票價漲為日幣... , https://udn.com/news/story/7270/7047931?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:06:39 , udn , 緯穎再度站上第十千金 AI概念股領漲 大盤上漲200點 , https://udn.com/news/story/7251/7047981?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:06:49 , udn , 輝達加持台積電ADR大漲2.7%，今日盤中台積電上漲12元至529元、漲幅2.32%，大盤上漲200點至15,713點，... , https://udn.com/news/story/7251/7047981?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:07:35 , udn , 經典賽文字直播／九上3：2投手大谷關門對決楚奧特 奪冠剩最後3個出局數  , https://udn.com/news/story/10785/7046959?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:08:58 , udn , 經典賽／不只亞洲一還是世界一！ 5點分析為什麼日本的棒球這麼強？ , https://udn.com/news/story/10785/7047820?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:09:09 , udn , 世界棒球經典賽（WBC）4強賽中，日本對上墨西哥這一局上演奇蹟！9局下半日本仍4：5落後，直到最後一刻「村神」村上宗隆敲出再見二壘打，以6：5逆轉擊敗墨西哥，日本將在明天對上美國，爭取隊史第3冠！ , https://udn.com/news/story/10785/7047820?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:09:12 , udn , 亨泰光2022年獲利創新高 董事會推舉第二代接新董座 , https://udn.com/news/story/7241/7047979?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:09:22 , udn , 亨泰光（6747）昨（21）日公告2022年全年合併營收為新台幣7億4,426萬元，稅後淨利254,457仟元，每股盈餘... , https://udn.com/news/story/7241/7047979?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:11:08 , udn , 幾乎2間交易就有1間 高雄小宅夯、這樣買不踩雷 , https://udn.com/news/story/7241/7047993?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:11:19 , udn , 近年小宅風潮席捲全台，高雄也不例外，依據內政部不動產資訊平台資料顯示，2022年高雄25坪以下住宅買賣移轉筆數的占比高達... , https://udn.com/news/story/7241/7047993?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:11:39 , udn , 小宅風潮燒到高雄 房仲曝這物件流通性最好 , https://udn.com/news/story/7241/7047988?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:11:50 , udn , 近年小宅風潮席捲全台，甚至燒到中南部，連高雄也不例外，據內政部不動產資訊平台資料顯示，2022年高雄25坪以下住宅買賣移... , https://udn.com/news/story/7241/7047988?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:11:58 , udn , 好市多「露營神器」半價優惠 內行人曝缺點秒滅火：千萬別買 , https://udn.com/news/story/120915/7047919?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:12:08 , udn , 台灣近年來露營風潮崛起，不少人會自備露營用具和朋友相約去露營，樂趣十足。美式賣場好市多最近推出一款「露營料理神器」，且價格還是網路的半價，令喜愛露營的網友相當心動，引起網友們的熱烈討論。 , https://udn.com/news/story/120915/7047919?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:12:29 , udn , 月進口3000萬顆雞蛋 陳吉仲：短期補足北部賣場需求 , https://udn.com/news/story/7266/7048039?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:12:39 , udn , 國內缺蛋狀況持續嚴峻，農委會主委陳吉仲近期靠大量進口雞蛋補足，從喊3月底進口500萬顆澳洲雞蛋，今天再表示，4月份、5月... , https://udn.com/news/story/7266/7048039?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:12:59 , udn , 華為：打造從沙子、礦石到產品研發工具 徹底擺脫對西方依賴 , https://udn.com/news/story/7238/7048037?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:13:10 , udn , 華為舉行產品研發工具階段總結與表彰會，華為副董事長、輪值董事長徐直軍說，華為要打造從沙子、礦石到產品的領先產品研發工具，... , https://udn.com/news/story/7238/7048037?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:13:30 , udn , 影／身上藏毒撒謊推叔叔可作證 沒套好招...他叔笑到檳榔掉出口 , https://udn.com/news/story/7315/7048038?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:13:41 , udn , 1對楊姓叔姪前天在新北市蘆洲區遇到警方攔查，姪子身上被發現藏有毒品，慌張結巴自稱地上撿到、叔叔可以作證，但2人顯然沒有事... , https://udn.com/news/story/7315/7048038?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:14:01 , udn , 經典賽文字直播／大谷九局關門K掉楚奧特 日本靠兩轟3:2勝美奪第三冠 , https://udn.com/news/story/10785/7046959?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:14:32 , udn , 經典賽／日美大戰奪勝名符其實世界一！ 5點分析為什麼日本的棒球這麼強？ , https://udn.com/news/story/10785/7047820?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:17:57 , udn , 集電弓異常找嘸原因 立委質疑高鐵今年已10件行車異常 , https://udn.com/news/story/7266/7048053?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:18:07 , udn , 台灣高鐵2007年通車，至今每日搭乘人數達19.6萬人次，立委李昆澤今於立院交通委員會質詢指出，高鐵今年1、2月已發生1... , https://udn.com/news/story/7266/7048053?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:18:28 , udn , 影／火爆！張善政首次備詢挨批尸位素餐 局長拍桌怒槓綠議員 , https://udn.com/news/story/7324/7048050?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:18:38 , udn , 今天是桃園市長張善政的議會備詢處女秀，但開會不到一小時，議場就大爆衝突。民進黨議員余信憲質疑，張善政市府工作報告「直接複... , https://udn.com/news/story/7324/7048050?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:18:59 , udn , 來高雄VR體感劇院看演唱會 金曲製作打造《SESSION 180》 , https://udn.com/news/story/7323/7048049?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:19:09 , udn , 全台唯一結合5G網路和8K影像的高雄VR體感劇院，4月1日至5日推出《SESSION 180》VR音樂現場。由金曲獎製作... , https://udn.com/news/story/7323/7048049?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:19:30 , udn , 羅致政駁斥拒入閣交換何博文參選 「請停止破壞團結」 , https://udn.com/news/story/6656/7048047?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:19:40 , udn , 民進黨立委羅致政今天表示，有媒體報導他曾經被徵詢擔任外交部次長，交換退選板橋東區立委遭到拒絕，這是子虛烏有的假新聞，連傳... , https://udn.com/news/story/6656/7048047?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:20:00 , udn , 經典賽／再見三振楚奧特！大谷翔平率日本奪隊史第三冠 , https://udn.com/news/story/6999/7048046?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:20:11 , udn , 大谷翔平今天在世界棒球經典賽冠軍戰展現「二刀流」，不僅先發打第三棒，9局更登板關門對楚奧特投出再見三振，加上村上宗隆、岡... , https://udn.com/news/story/6999/7048046?from=udn-ch1_breaknews-1-0-news
2023-03-22 11:20:31 , udn , 中俄聯合聲明 將在八重點方向展開雙邊經濟合作 , https://udn.com/news/story/7331/7048042?from=udn-ch1_breaknews-1-0-news
