2023-02-09 00:03:19 , udn , 會考生活英語／【交通篇】租借共享單車 , https://udn.com/news/story/6904/6939505?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:51:20 , udn , 航空公司掛保證「行李很安全」？她用蘋果AirTag嚇壞「行李在陌生人家裡」 , https://udn.com/news/story/122659/6958552?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:51:20 , udn , 許多民眾都會使用蘋果（Apple）的AirTag追蹤身邊物品，近日有人將AirTag定位自己的行李，發現她離奇消失的行李箱竟去了「陌生人的公寓內」，還曾去過「麥當勞」跟「購物中心」等，她決定將這段經歷PO出，航空公司還希望請她「冷靜」，最後過了4天才拿回行李，但航空公司仍未解釋原因。 , https://udn.com/news/story/122659/6958552?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:51:20 , udn , 台灣有春節、日本有春鬥！岸田文雄大挺調薪 日本物價飛漲解套有望？ , https://udn.com/news/story/7238/6959988?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:51:20 , udn , 除了日本國內的Uniqlo的「異次元調薪」，近期許多日本企業開始跟上調薪步伐，岸田政府對此也力表支持。 , https://udn.com/news/story/7238/6959988?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:51:20 , udn , 健保被奪、退休金不見、薪資40年零成長 美國千禧世代：住在民主國家很不好 , https://udn.com/news/story/121591/6959863?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:51:20 , udn , 除了倡議提高薪資、將員工配股作為薪酬的一部分，以及二度職訓的機會，工會組織必須更有效率投入企業治理與公共治理。未來的勞工領袖必須對資本如何重新分配有更大的發言空間，不只是對勞工，而是要對整個經濟體系發聲。這表示要影響企業董事會裡的決策，也要影響政府。 , https://udn.com/news/story/121591/6959863?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:51:20 , udn , 下周一強烈冷氣團報到 北部下探11度 玉山降雪機率曝光 , https://udn.com/news/story/7266/6959983?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:51:20 , udn , 今天隨著東北季風減弱，各地白天都是舒適溫暖天氣，僅北部、東半部有零星降雨，下半天隨著水氣離開，各地將恢復到多雲到晴天氣。... , https://udn.com/news/story/7266/6959983?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:54:21 , udn , 影／台中商旅淪毒窟 警撞破毒鴛鴦用「下體」吸食器 , https://udn.com/news/story/7315/6959991?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:54:21 , udn , 台中市刑大在去年間獲報，有毒犯藏身在北區商旅套房內，從事不法，經蒐證後前往查緝，當場查獲張姓男子等涉案5人，查扣市價破百... , https://udn.com/news/story/7315/6959991?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:54:21 , udn , 金融股、006208、中鋼（2002）…定期定額存6年誰績效好？ 報酬率出爐 , https://udn.com/news/story/123006/6957390?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:54:21 , udn , 《投資嗨什麼》分享從熱門定期定額排行榜名單存金融股、傳產股、科技股、人氣ETF，每月投資1萬存股6年後，哪一檔報酬最高？ , https://udn.com/news/story/123006/6957390?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:57:20 , udn , 防詐騙 湖北等地要求別去柬埔寨8國 通告引爭議已撤 , https://udn.com/news/story/7332/6959966?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:57:20 , udn , 湖北恩施市7日發出要求當地居民非必要不得前往柬埔寨等8國的緊急通告，引發熱議後，官方解釋這是針對電信詐騙人員等涉詐重點人... , https://udn.com/news/story/7332/6959966?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:57:20 , udn , 中職／經典賽2國手領軍 樂天桃猿石垣島遠征26人出爐 , https://udn.com/news/story/7001/6959997?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:57:20 , udn , 中職樂天桃猿隊將在2月11日、12日六度遠征石垣島，與日職千葉羅德海洋隊進行亞洲門戶交流賽2場賽事，26人名單正式出爐，... , https://udn.com/news/story/7001/6959997?from=udn-ch1_breaknews-1-0-news
2023-02-09 10:57:20 , udn , NBA／湖人三方交易三隊都得利 賈奈特：衛少自由了 , https://udn.com/news/story/7002/6959995?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:00:19 , udn , NBA／神巧合！詹姆斯生涯6大紀錄夜皆輸球 , https://udn.com/news/story/7002/6959984?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:00:19 , udn , 湖人隊巨星詹姆斯（LeBron James）昨天超越「天勾」賈霸（Kareem Abdul-Jabbar），以3萬8390分成為NBA歷史得分王，不過湖人最終仍輸給雷霆隊。巧合的是，近年只要詹姆斯破紀 , https://udn.com/news/story/7002/6959984?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:00:19 , udn , 辛勤工作卻被說成偷吃 他對婚姻徹底絕望「七年不碰感情」 , https://udn.com/news/story/7272/6959958?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:00:19 , udn , 外遇出軌往往會毀了一段感情。然而，明明沒有做出背叛的行為，卻遭到對方誣陷，也有可能造成雙方的裂痕。近來日本媒體，就談到這麼一則離奇的感情糾紛。 , https://udn.com/news/story/7272/6959958?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:00:19 , udn , 影／機車切進內車道欲左轉 遭大貨車撞倒躺在血泊中 , https://udn.com/news/story/7320/6960002?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:00:19 , udn , 雲林縣斗六市昨天下午2點20分發生一件死亡車禍，76歲林姓男子騎機車行經路口時，從外側車道切進內側，準備要左轉，後方35... , https://udn.com/news/story/7320/6960002?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:00:20 , udn , 千禧世代有30％受訪者說住在民主美國很重要，70％的人說不重要，24％則說住在民主國家很不好。我看到這個研究結果時，嚇了一大跳。我心想：「這些人到底… , https://udn.com/news/story/121591/6959863?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:06:20 , udn , 惜食減碳又環保 原粹蔬食作蛋糕用板豆腐邊角料製成 , https://udn.com/news/story/7323/6960023?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:06:20 , udn , 民眾去餐廳吃不完剩菜是常態，新北市農業局長年推動惜食，透過惜食分享餐廳計畫，媒合全台各地小農及餐廳，使用蔬果格外品。其中... , https://udn.com/news/story/7323/6960023?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:06:20 , udn , 家扶青少年學習自我成長  展力計畫發揮功效贏回自信 , https://udn.com/news/story/7326/6960020?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:06:20 , udn , 雲林家扶的12位國中生利用寒假舉辦展力計畫，走訪福家草莓園、千巧谷牛樂園牧場，還與大山城掌中劇團長王有騰學習布袋戲操偶，... , https://udn.com/news/story/7326/6960020?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:06:20 , udn , PLG／林書豪12日初登板 鋼鐵人加碼送專屬應援TEE , https://udn.com/news/story/7002/6960019?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:06:20 , udn , 前NBA球星林書豪加盟高雄17直播鋼鐵人隊，12日確定在主場鳳山體育館披掛上陣，鋼鐵人與17直播於11、12日舉辦「燃S... , https://udn.com/news/story/7002/6960019?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:09:19 , udn , 疫後強化經濟三大方向出爐　穩經營、留人才、助升級 , https://udn.com/news/story/6656/6960027?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:09:19 , udn , 經濟部今天在行政院會提出「疫後強化經濟與社會韌性及全民共享經濟成果施政規劃-推動產業及中小企業升級轉型」報告，以穩經營、... , https://udn.com/news/story/6656/6960027?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:09:19 , udn , 王金平：郭台銘有過經驗 著重提名辦法能否讓他初選 , https://udn.com/news/story/6656/6960030?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:09:19 , udn , 鴻海創辦人郭台銘是否參選2024引發關注，昨天他表示「現在在等國民黨的一個辦法」。對此，立法院前院長王金平今受訪表示，因... , https://udn.com/news/story/6656/6960030?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:12:19 , udn , 高鐵道岔異常大誤點 抵達新竹站旅客：一路走走停停 , https://udn.com/news/story/7266/6960032?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:12:19 , udn , 台灣高鐵新竹站今天上午出現道岔訊號異常，造成南港到新竹之間列車延誤，新竹站旅客大排長龍，還有搭乘延誤列車抵達新竹站的旅客... , https://udn.com/news/story/7266/6960032?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:12:19 , udn , 蘇花公路遊覽車撞山壁6死39傷 肇事駕駛最終判刑1年半定讞得入獄 , https://udn.com/news/story/7321/6960033?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:12:19 , udn , 蘇花公路宜蘭東澳段前年發生遊覽車自撞山壁釀6死39傷意外，駕駛游志豪因在下坡路段未使用低速檔、超速過彎，車輛失控時又操作... , https://udn.com/news/story/7321/6960033?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:15:19 , udn , 探索嘉義古墓奇兵傳說 賴國華驚見斷腿石馬傾斜古墓 , https://udn.com/news/story/7326/6960043?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:15:19 , udn , 嘉義縣竹崎鄉深山白杞村流傳一件古老傳說，相傳有一古墓，其墓碑會自動往前往後移動，甚至墓旁石馬還趁深夜跑到別村破壞良田，勘... , https://udn.com/news/story/7326/6960043?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:15:19 , udn , 宗博館辦跨宗教音樂會 展現宗教友誼也為土、敘祈福 , https://udn.com/news/story/7323/6960035?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:15:19 , udn , 世界宗教博物館發展基金會主辦「彈琴說愛音樂會」昨晚在輔大淨心堂登場，靈鷲山開山住持、世界宗教博物館創辦人心道法師與各宗教... , https://udn.com/news/story/7323/6960035?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:15:19 , udn , 影／土城警執行清源專案 清查出租套房逮2通緝還持毒 , https://udn.com/news/story/7315/6960039?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:15:20 , udn , 新北市土城警方日前執行清源專案，清查轄內出租套房逮捕陳姓及吳姓2名因案遭通緝男子，其中吳男還涉嫌持有毒品。警詢後將二人依... , https://udn.com/news/story/7315/6960039?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:15:20 , udn , 推特殺手「Damus」變犯罪聚集地？平台上線1周 滿滿色情詐騙廣告洗版 , https://udn.com/news/story/7088/6960028?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:15:20 , udn , 受到推特創辦人 Jack Dorsey 大力支持的社交程式 Damus，近期在加密社群引起不小的討論，甚至被冠上了「推特殺手」的稱號。然而，Damus 真的有這麼優秀嗎，推出近一週後上面的生態到底如何呢？ , https://udn.com/news/story/7088/6960028?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:18:21 , udn , 白沙屯拱天宮媽祖徒步進香活動  「放頭旗」揭開序幕 , https://udn.com/news/story/7324/6960056?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:18:21 , udn , 苗栗縣通霄鎮白沙屯拱天宮媽祖婆今年徒步雲林北港朝天宮進香活動，即將在12日凌晨起駕出發，昨天深夜舉行「放頭旗」儀式，揭開... , https://udn.com/news/story/7324/6960056?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:18:21 , udn , 低薪、疫情衝擊學子 藍委籲立即免除學貸利息 , https://udn.com/news/story/6656/6960054?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:18:21 , udn , 政府陸續提出疫後振興措施，國民黨立法院黨團今舉行記者會指出，受疫情及低薪等因素衝擊，青年學子還不出學貸的情形變嚴重，政府... , https://udn.com/news/story/6656/6960054?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:18:21 , udn , 「煩死了，好想離職」超強發文動機被讚爆！臉書最新社群梗引爆跟風潮 , https://udn.com/news/story/120912/6959898?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:18:21 , udn , 「煩死了，好想離職」！電影發行商《甲上娛樂》7日上午在臉書粉絲專頁發布貼文寫下了這句話，讓不少網友嚇一跳，以為是小編忘記切換帳號發文，替他捏了一把冷汗，沒想到這其實只是宣傳新電影的宣傳手法。

「 , https://udn.com/news/story/120912/6959898?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:18:21 , udn , 醜嫦娥、兔肉火鍋後...台北燈會新亮點「拿槍兔」 網曝：監獄做的 , https://udn.com/news/story/7266/6960000?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:18:21 , udn , 台灣燈會今年亮點多，除了日前爆紅的「西遊記煮兔肉火鍋」跟「醜臉嫦娥」，又有網友分享監獄兔花燈，只見一隻渾身肌肉的兔子，手持衝鋒槍，目露兇光狠盯遊客，原po戲稱「台中(慶記之都)來的兔子」。 , https://udn.com/news/story/7266/6960000?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:24:18 , udn , 嘉縣新任環保局長張輝川就職  用AI智能設備監控阻絕營建廢棄物入侵 , https://udn.com/news/story/7326/6960063?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:24:19 , udn , 嘉義縣新任環保局長張輝川，上午在縣長翁章梁佈達監誓監交下，宣誓就職，張輝川曾任環保署南區督察大隊長，針對民意深惡痛絕的營... , https://udn.com/news/story/7326/6960063?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:24:19 , udn , 沒「邊緣化柯文哲」蔣萬安今晚將親自陪柯Ｐ賞燈會 , https://udn.com/news/story/7323/6960057?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:24:19 , udn , 台灣燈會登場，北市前市長柯文哲因開幕舞台站位淪「邊緣人」，引熱議，柯文哲今天晚間七點半將與妻子陳佩琪賞燈會，北市府則由市... , https://udn.com/news/story/7323/6960057?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:24:19 , udn , 自認「非典型公務員」收10萬人蔘又接受遠雄招待 撤職！ , https://udn.com/news/story/7321/6960062?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:24:19 , udn , 新北市城鄉發展局正工程司海治平擔任計畫審議科科長期間，收受遠雄集團賄賂、旅遊食宿等招待，利用職權於2012年7月26日新... , https://udn.com/news/story/7321/6960062?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:24:19 , udn , NBA／拓荒者送出哈特 向尼克換來被冷凍的瑞迪許+首輪籤 , https://udn.com/news/story/7002/6960040?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:24:19 , udn , 距離本季NBA交易大限截止不到17小時，各隊交易動作頻繁，根據知名記者「沃神」沃納羅斯基（Adrian Wojnarowski）爆料，拓荒者隊與尼克隊達成交易，拓荒者將送出哈特（Josh Hart）得 , https://udn.com/news/story/7002/6960040?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:24:19 , udn , 「壽司郎屁孩」退學了！鄰居爆料近況：全家人面容憔悴… , https://udn.com/news/story/6812/6960053?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:24:19 , udn , 壽司郎惡搞風波至今仍未平息，犯下過錯的金髮少年，至今仍是輿論撻伐的對象，本名與學校等基本資料，也已經被網友肉搜公布在網路上了。近來日媒爆料，表示這位少年因為不堪其擾，已經決定退學。 , https://udn.com/news/story/6812/6960053?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:24:19 , udn , 她偷偷帶17隻哈士奇回老家過年！爸媽表情逐漸母湯 最後結局超溫馨 , https://udn.com/news/story/7470/6960038?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:24:19 , udn , 頑皮的哈士奇養一隻已夠嗆，養超過10隻是什麼體驗？一名女子養了17隻哈士奇還把牠們全都帶回老家過年，讓父母瞠目結舌，但最後也乖乖加入剷屎官的行列。 , https://udn.com/news/story/7470/6960038?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:27:20 , udn , 身高矮擠公車不便 銘傳國中「會伸縮公車拉環」得金牌 , https://udn.com/news/story/6898/6960083?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:27:20 , udn , 基隆市銘傳國中3位七年級學生鄭媁庭、陳晶郁、許美川，因常擠公車，因身高矮小拉拉環不便，從生活中發想，設計出「會伸縮的公車... , https://udn.com/news/story/6898/6960083?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:27:20 , udn , 男子駕車違規謊稱急載客  南警盤檢出大量毒品法辦 , https://udn.com/news/story/7315/6960081?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:27:20 , udn , 台南市35歲李姓男子今天凌晨駕車行經成功路與臨安路口，停等紅燈時超越停止線，被巡邏員警發現攔查，李辯稱駕駛多元計程車，趕... , https://udn.com/news/story/7315/6960081?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:27:20 , udn , 懷疑前妻結交男友持刀刺傷 男子入所監護2年 , https://udn.com/news/story/7315/6960079?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:27:20 , udn , 楊姓男子因懷疑前妻結交男友且前一天未返家而起疑，前年1月底口角後，楊持刀刺入其腰際致脾臟撕裂傷，前妻呼救時遭摀住口鼻作勢... , https://udn.com/news/story/7315/6960079?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:30:20 , udn , 賴清德證實：潘孟安為了幫我 婉拒蔡總統入閣擔任2要職 , https://udn.com/news/story/6656/6960095?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:30:20 , udn , 屏東縣前縣長潘孟安出版新書「紅色鋼鐵人」，今天在台北舉辦新書發表會，包括副總統賴清德、導演吳念真、監察委員葉宜津、立委吳... , https://udn.com/news/story/6656/6960095?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:30:20 , udn , 影／只靠2支手機的光也行！淡水工地毛胚屋開賭黑粒仔 , https://udn.com/news/story/7320/6960088?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:30:20 , udn , 「都別動！」新北市淡海新市鎮某建築工地，只建好結構毛胚還沒裝燈，5名工人入夜躲在尚無隔間的漆黑空曠1樓角落，僅靠2支手機... , https://udn.com/news/story/7320/6960088?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:30:20 , udn , 今宣布口罩放寬政策 張善政：樂觀其成 , https://udn.com/news/story/7266/6960087?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:30:20 , udn , 中央流行疫情指揮中心今將宣布第二階段口罩鬆綁措施，傳出預計20日起，室內將不再強制戴口罩，並將列出需要強制戴口罩的場所。... , https://udn.com/news/story/7266/6960087?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:30:20 , udn , 不用跑遠賞櫻花 八里區公所分享多個賞花秘境 , https://udn.com/news/story/7323/6960085?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:30:20 , udn , 春暖花開，隨著天氣逐漸回溫，新北市櫻花處處開放，八里也有多處私密賞櫻景點，不用跑遠就能觀賞，八里區公所表示，民眾不妨把握... , https://udn.com/news/story/7323/6960085?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:30:20 , udn , 沒出車禍iPhone卻自動偵測報警？ 真相出爐後反讓人大讚 , https://udn.com/news/story/7098/6959860?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:30:20 , udn , 蘋果（Apple）在新一代的iPhone 14系列中推出了「車禍偵測」功能，而一位民眾則在未發生車禍的情況下，手機自動偵測了車禍，甚至引來警車協助。 後來才發現，原來是手機在某條轉彎處時「拋飛出去」，讓手機誤以為發生嚴重車禍，自動協助報警，讓他不禁大讚車禍偵測功能。 , https://udn.com/news/story/7098/6959860?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:19 , udn , 食在地！南市食農遊學展覽如科普 學童搶先體驗旅遊趣 , https://udn.com/news/story/7326/6960107?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:19 , udn , 台南市教育局近年推展食農教育成果豐碩，今天在立人國小舉辦「享當季 食在地-食農體驗旅遊趣」啟動記者會，邀請17所學校共同... , https://udn.com/news/story/7326/6960107?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:19 , udn , 北台合作平台邀青年提政策新點子 最高獲得10萬獎金 , https://udn.com/news/story/7323/6960125?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:19 , udn , 由北北基桃竹竹苗宜8縣市組成的「北台合作平台」，今年邁入第20年。新北市今年為北台合作平台的主政縣市，以「青年創議市集」... , https://udn.com/news/story/7323/6960125?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 經典賽／7點起床！20隊、30人名單10日早上公布 , https://udn.com/news/story/7001/6960123?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 2023世界棒球經典賽（WBC）今年3月開打，共計20支國家隊伍參賽，30人名單多數仍在保密中，大聯盟官網今天預告名單發... , https://udn.com/news/story/7001/6960123?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 疫後振興貸款  中小企業額度最高3500萬、可借新還舊 , https://udn.com/news/story/7238/6960070?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 經濟部今天在行政院會報告疫後特別條例草案中，攸關協助中小企業轉型升級相關措施。經濟部提出疫後振興專案貸款，中小企業最高貸... , https://udn.com/news/story/7238/6960070?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 花蓮玉里地標圓環魚隻翻肚暴斃 公所撈除籲酌量餵食 , https://udn.com/news/story/7328/6960106?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 花蓮縣玉里鎮圓環水池內的魚兒，近日被人發現陸續翻肚死亡，數量約有數十隻。鎮長龔文俊會勘後，認為可能是日前寒流，加上近日回... , https://udn.com/news/story/7328/6960106?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 國防部：共機各1架次逾越中線、侵擾西南ADIZ , https://udn.com/news/story/10930/6959936?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 國防部指出，統計自昨天上午6時起至今天上午6時止，偵獲共機8架次、共艦5艘次，持續在台海周邊活動。其中共機各1架次逾越海... , https://udn.com/news/story/10930/6959936?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 飛航模式／時代的眼淚！波音747載客量獨霸37年 索羅門行動曾創千人紀錄 , https://udn.com/news/story/7266/6957499?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 由美國波音公司在1970年代投入營運的747，是航空史上經典機種，更被讚譽為「空中女王」，具備駝峰雙層機首的設計、無與倫比的洲際飛行能力、四具發動機的性能，更是眾多民眾辨識率最高的機型。1969年2月9日首飛的747，在1970年由泛美航空（Pan American World Airways）率先營運，747也成為長達30餘年全世界載客量最高的客機。但一次載運4、500人對747來說其實稀鬆平常，她更曾在1991年的「索羅門行動」上，單趟載運破千人，締造史上載運最多乘客飛機的世界紀錄。 , https://udn.com/news/story/7266/6957499?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 柯文哲擬最快4月訪美 能解失去舞台、民眾黨4%標籤困境嗎 , https://udn.com/news/story/6656/6959782?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 台北市前市長、民眾黨主席柯文哲將於今年上半年走訪美國，展開為期數周的美國行，不過據傳訪美行程的安排卻遭遇卡關，導致進度落後。對此，民眾黨秘書長周台竹駁斥相關說法，指ㄧ切準備工作都正常進行中，柯文哲預計4月，或5月可以出發訪美。但實情究竟為何？

柯文哲卸任台北市長後，未來動向引人關注，尤其柯文哲極早就透露有意備戰2024總統大選，甚至據傳連競選總部辦公室都已選定位置，更讓外界好奇柯文哲是否計畫在選前飛往美國「面試」。而今年初接任民眾黨秘書長的周台竹則向媒體透露，柯文哲將於今年春季訪美，目的要讓美國感受到民眾黨對美國的重視。 , https://udn.com/news/story/6656/6959782?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 全亞洲首發！7-11宣布跨海與Google Pay國際支付合作 , https://udn.com/news/story/7239/6960101?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 全亞洲首發！為搶攻會員行動支付經濟，統一超旗下7-ELEVEN今（9）日宣布，經營OPEN POINT跨海與國際支付Go... , https://udn.com/news/story/7239/6960101?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 歡慶情人節 華航推14天限時優惠 飛日本萬元有找 , https://udn.com/news/story/7270/6960093?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:20 , udn , 西洋情人節將屆，中華航空推出限時機票促銷活動，提供台灣地區出發全航線經濟艙優惠，其中台北－琉球（沖繩）只要6305元起（... , https://udn.com/news/story/7270/6960093?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:33:21 , udn , 男子駕車違規謊稱急載客 南警盤檢出大量毒品法辦 , https://udn.com/news/story/7315/6960081?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:36:20 , udn , 國際學生光學設計競賽 北科大學生奪冠 , https://udn.com/news/story/6929/6959977?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:36:20 , udn , 台北科技大學光電工程所碩二學生邱柏翰參加在美國舉辦的「2023年學生光學設計競賽」，以與華碩電腦合作的AR眼鏡光學設計研... , https://udn.com/news/story/6929/6959977?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:39:19 , udn , 吳釗燮赴土耳其駐台處慰問震災傷痛 表達堅定支持 , https://udn.com/news/story/123305/6959978?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:39:19 , udn , 土耳其發生強震，外交部長吳釗燮今天赴土耳其駐台貿易辦事處，代表台灣政府及人民再次向土國駐台代表貝定可表達慰問，同時在弔唁... , https://udn.com/news/story/123305/6959978?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:42:20 , udn , 桃園山區道路大霧影響行車 吳德榮：2-4月霧氣頻率最高 , https://udn.com/news/story/7266/6960152?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:42:20 , udn , 中央氣象局今晨發布濃霧特報，西半部地區易有局部霧或低雲影響能見度。桃園市龍潭、楊梅、大溪區等地山區道路，今天上午出現大霧... , https://udn.com/news/story/7266/6960152?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:42:20 , udn , 許銘春留任最低工資法沒下文 綠委要她提具體改革成績 , https://udn.com/news/story/7266/6960154?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:42:20 , udn , 民進黨立委范雲今天表示，這個會期是本屆立法院的最後一個法案會期，包括「最低工資法」在內的3大勞權改革與政策，如果沒有辦法... , https://udn.com/news/story/7266/6960154?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:42:20 , udn , 土耳其強震女孩遭活埋！搜救犬「緊貼牽手」溫馨照瘋傳 真相曝光眼淚秒乾 , https://udn.com/news/story/7470/6960137?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:42:20 , udn , 土耳其南部6日發生地震導致嚴重災情，目前和敘利亞2國的死亡人數已飆升至1萬2000人，各國救難團隊挺進救出不少人，也有許多溫馨的救難故事傳出。近日網路上瘋傳一張照片，一隻可愛的搜救犬陪在被壓在瓦礫堆下的女孩身邊還牽著她的手，溫馨的畫面讓不少網友感動，但卻被踢爆真相其實不是這樣。 , https://udn.com/news/story/7470/6960137?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:42:20 , udn , 巧新1月營收月增11.64% 兔年營運有望攀高 , https://udn.com/news/story/7240/6960135?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:42:20 , udn , 巧新（1563）公布1月合併營收達5.5億元，受惠全球超跑、豪華汽車品牌車廠於新車銷售市場維持穩健的銷售表現，推進主要客... , https://udn.com/news/story/7240/6960135?from=udn-ch1_breaknews-1-0-news
2023-02-09 11:45:20 , udn , 台東「晚崙西亞」產期 東河鄉邀路跑吃鮮果 , https://udn.com/news/story/7328/6960155?from=udn-ch1_breaknews-1-0-news
