2023-02-28 00:35:32 , udn , 脫歐後北愛貿易規範 英國歐盟達成新協議 , https://udn.com/news/story/6809/6998756?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:19:17 , udn , 中信關鍵半導體ETF 獲創新類非債券指數股票型基金大獎 , https://udn.com/news/story/7251/6999052?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:19:27 , udn , 全台首檔以半導體為題的中信關鍵半導體ETF（00891）持續發光，繼2022年榮獲The Asset臺灣永續投資ETF大... , https://udn.com/news/story/7251/6999052?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:19:48 , udn , 中信關鍵半導體ETF 奪創新類非債券指數股票型基金獎 , https://udn.com/news/story/7251/6999051?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:19:58 , udn , 全台首檔以半導體為題的「中信關鍵半導體ETF」（00891）持續發光，繼2022年獲The Asset臺灣永續投資ETF... , https://udn.com/news/story/7251/6999051?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:20:41 , udn , 桃園女宜蘭登山肺水腫 消防局報請花蓮空勤救援 , https://udn.com/news/story/7320/6999090?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:20:51 , udn , 桃園27歲女子趁228連假到宜蘭登山，今天行程第4天上午，行至南湖大山附近，疑出現高山症肺水腫症狀，同伴報請宜蘭消防局救... , https://udn.com/news/story/7320/6999090?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:21:12 , udn , 美國駐中國大使：中國須對COVID起源更加誠實 , https://udn.com/news/story/6813/6999072?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:21:22 , udn , 「華爾街日報」稱美國能源部推斷疫情可能源於中國實驗室外洩之後，美國駐北京大使勃恩斯今天表示，中國必須對COVID-19（... , https://udn.com/news/story/6813/6999072?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:21:42 , udn , 少校遺失14件機密公文遭記大過案 二審廢棄發回 , https://udn.com/news/story/7321/6998999?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:21:53 , udn , 陳姓少校涉遺失14件機密公文，遭國防部軍事情報局以違失情節重大，記大過一次，他不服興訟，一審裁定駁回。陳提抗告，二審認依... , https://udn.com/news/story/7321/6998999?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:22:44 , udn , Bottega Veneta 23米蘭時裝周  魔幻遊行上街趣 , https://udn.com/news/story/7270/6999082?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:22:54 , udn , Bottega Veneta日前於米蘭時裝周期間發表了2023年秋冬全數81套女裝與男裝。本季是品牌創意總監Matthi... , https://udn.com/news/story/7270/6999082?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:23:14 , udn , 北市警局掃黑打詐 逮148詐嫌扣3868萬元 , https://udn.com/news/story/7315/6999081?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:23:25 , udn , 台北市警察局配合警政署規劃，2月13日至24日執行掃黑、打詐、緝毒行動專案，掃黑部分檢肅犯罪組織案5件，查獲治平目標5人... , https://udn.com/news/story/7315/6999081?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:23:39 , udn , 全動法更名刪「準備」二字 立委質疑空白授權限制人民 , https://udn.com/news/story/10930/6999091?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:23:50 , udn , 國防部公告「全民防衛動員準備法」修正草案，民眾黨立委張其祿認為，更名為「全民防衛動員法」後，把案名中的「準備」二字拿掉，... , https://udn.com/news/story/10930/6999091?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:24:15 , udn , 陳其邁追思二二八 前罷捷發言人現身鬧場被警勸離 , https://udn.com/news/story/6656/6999080?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:24:26 , udn , 今天是二二八和平紀念日，高雄市長陳其邁今早至鹽埕區二二八紀念公園獻花追思，場面肅穆。曾參選鳳山區市議員落敗的徐尚賢，在追... , https://udn.com/news/story/6656/6999080?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:29:41 , udn , 中國放寬防疫 自紐西蘭等地出發可快篩取代核酸 , https://udn.com/news/story/122650/6999064?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:29:51 , udn , 中國入境防疫要求再放寬。自3月1日起，從紐西蘭、馬來西亞和斯里蘭卡飛往中國的航班，乘客將可用抗原檢測（快篩）代替核酸檢測 , https://udn.com/news/story/122650/6999064?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:30:12 , udn , 他月薪37K自認沒前途想投資！ 網籲先做1件事 , https://udn.com/news/story/12806/6988810?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:30:22 , udn , 不少人喜歡依靠投資錢滾錢，投資對於存錢理財也更有效率。一名23歲的社會新鮮人抱怨，每個月領37K的死薪水很沒前途，想投資股票又怕不懂賠錢。其他網友則建議他「先開證券戶」，接著先從小額投資開始進行，若是較為保守，也可以選擇活存定存。 , https://udn.com/news/story/12806/6988810?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:30:43 , udn , 宜蘭買蔥油餅...老闆收完錢「突喊少1百」手法網嚇壞：是慣犯 , https://udn.com/news/story/7266/6999074?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:30:53 , udn , 有一名女網友表示228連假期間和家人到宜蘭玩，途中買了蔥油餅來吃，被推銷到買了220元，老闆娘接過300元後卻突然說「少了一張100元」，只好無奈再掏錢結帳。事後看影片才發現，那張不見的100元是被老闆娘順勢掉在地板，不少網友也質疑「看起來很熟練」，懷疑店家是慣犯了。 , https://udn.com/news/story/7266/6999074?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:31:13 , udn , 1年多來坍5次！ 台鐵集集支線114年底通車 不排除改線 , https://udn.com/news/story/7266/6999093?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:31:24 , udn , 台鐵集集支線集集段隧道，前年因大雨走山，隧道毀損，隨後又因遭逢梅雨季、地震等影響，邊坡1年多來，至少坍方5次之多。台鐵局... , https://udn.com/news/story/7266/6999093?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:32:15 , udn , 創作者殿堂 華碩、NVIDIA建置實踐大學協作空間 , https://udn.com/news/story/6928/6999057?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:32:25 , udn , 產學合作新篇章！華碩（2357）偕同NVIDIA(輝達)展開實踐大學VISIONBASE協作空間建置計畫，透過頂尖軟、硬... , https://udn.com/news/story/6928/6999057?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:34:12 , udn , 1年多來坍5次！台鐵集集支線114年底通車 不排除改線 , https://udn.com/news/story/7266/6999093?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:35:41 , udn , 拖地噪音露餡 桃園情侶帶笑氣助興「舉手發誓」也沒用 , https://udn.com/news/story/7320/6999108?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:35:51 , udn , 桃園市桃園區一間汽車旅館昨晚傳出吵雜聲響，員警臨檢時接獲住客報案，到傳出聲響的房間詢問；房內彭姓男子及女友雖極力否認，但... , https://udn.com/news/story/7320/6999108?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:38:40 , udn , 親善大使2.0培力計畫開始 移民署歡迎新二代報名參加 , https://udn.com/news/story/7320/6999110?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:38:50 , udn , 移民署北區事務大隊台北市服務站，為讓國人認識各族群風貌，2019年起招募新住民二代擔任親善大使，透過口語表達、自我探索、... , https://udn.com/news/story/7320/6999110?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:41:41 , udn , 大陸2022年GDP總量18兆美元  官員：綜合國力再增強 , https://udn.com/news/story/7333/6999113?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:41:52 , udn , 大陸國家統計局公布2022年中國國內生產總值(GDP)達121萬億（兆）元人民幣，按年平均匯率折算，中國經濟總量達18萬... , https://udn.com/news/story/7333/6999113?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:42:12 , udn , 取消年砍健保藥價免缺藥？醫師團體：勿頭痛砍頭 , https://udn.com/news/story/123405/6999116?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:42:22 , udn , 112年度健保藥價調整將在4月1日上路，卻遇缺藥風波，外界提出取消逐年砍健保藥價建議，醫師公會全聯會今天發布聲明表示，藥... , https://udn.com/news/story/123405/6999116?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:47:41 , udn , NBA／巴特勒準大三元助熱火止敗 關鍵得分力壓費城雙星 , https://udn.com/news/story/7002/6999117?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:47:51 , udn , 上一場遭到泰托姆（Jayson Tatum）致命一擊打敗的76人，今天在主場迎戰熱火又是陷入一場苦戰。哈登（James Harden）在接獲安比德（Joel Embiid）的傳球後，原本有機會複製泰托 , https://udn.com/news/story/7002/6999117?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:48:12 , udn , 男子偷人牌照掛己車 被捕竟稱重辦牌照嫌麻煩 , https://udn.com/news/story/7320/6999122?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:48:22 , udn , 高雄蘇姓男子涉嫌偷他人汽車牌照，懸掛自己的轎車上，昨天經警方查獲，竟稱自己的牌照遺失，覺得重辦牌照嫌麻煩才偷他人牌照，警... , https://udn.com/news/story/7320/6999122?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:48:43 , udn , 書寫不斷轉生的威權幽靈：專訪波蘭作家沙博爾夫斯基 , https://udn.com/news/story/6812/6999123?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:48:53 , udn , 「當今社會的氛圍適合獨裁者。」沙博爾夫斯基憂心地補充。他在走訪世界各地時的見聞可以佐證這一點：古巴人懷念卡斯楚、伊拉克人懷念海珊，都是類似的現象。而自從他的書在台灣出版後，他發現台灣也有人懷念兩蔣。這就是為什麼他開始寫《獨裁者的廚師》，因為世界上正有愈來愈多的獨裁者，而「他們的事我們知道得愈多愈好」。 , https://udn.com/news/story/6812/6999123?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:49:13 , udn , 修法擴大禁用抖音範圍？　綠委：須委員會討論 , https://udn.com/news/story/7314/6999120?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:49:24 , udn , 加拿大政府近期以國安、隱私為由，禁止政府部門跟雇員安裝抖音，台灣的政府部門去年底也要求公務員不得在公務電腦、公務手機安裝... , https://udn.com/news/story/7314/6999120?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:50:40 , udn , 經典賽／郭天信淪箭靶 葉總看得出求表現但不用太擔心 , https://udn.com/news/story/7001/6999130?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:50:50 , udn , 世界棒球經典賽開打逼近，中華隊打完3場在新莊球場進行的自辦熱身賽後，郭天信成為眾矢之的，母隊味全龍隊總教練葉君璋指出，看... , https://udn.com/news/story/7001/6999130?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:51:11 , udn , 防止長者迷途找不到家 東勢警主動幫長者指紋建檔 , https://udn.com/news/story/7320/6999126?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:51:21 , udn , 台中市警局東勢分局新社分駐所日前舉辦社區治安會議，加強推廣「自願同意指紋建檔服務」，讓現場長者自願指紋建檔，防止將來可能... , https://udn.com/news/story/7320/6999126?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:53:12 , udn , 修法擴大禁用抖音範圍？綠委：須委員會討論 , https://udn.com/news/story/7314/6999120?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:53:40 , udn , 大葉大學林坤駿兩種求學態度 考上3所頂大醫工機械研究所 , https://udn.com/news/story/6885/6999135?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:53:50 , udn , 大葉大學醫學工程學系四年級學生林坤駿，過去兩年研究「開發以深度攝影技術為基礎之動作分析系統進行下肢運動學分析」，研究成果... , https://udn.com/news/story/6885/6999135?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:54:11 , udn , 他小時狂笑爸爸「穿老人褲」長大後體驗認錯：冬天不穿會死掉   , https://udn.com/news/story/120911/6999118?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:54:21 , udn , 最近氣溫變化很大，只要碰到寒流來襲時，常掉到只剩下10度以下，讓人直呼「好冷」，有一名網友在臉書表示，小時候常笑爸爸穿「老人褲」，結果長大的他現在冬天也必穿，直呼「爸爸我錯了」，釣出許多人喊+1，該篇貼文也已經破七千人按讚。 , https://udn.com/news/story/120911/6999118?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:59:31 , udn , 不再流標 桃園「正光路警察宿舍」都更最快年中開工 , https://udn.com/news/story/7321/6999146?from=udn-ch1_breaknews-1-0-news
2023-02-28 11:59:41 , udn , 桃園正光路警察宿舍原為60年破舊老屋，市府結合部分私有地辦理都更案，雖在前年9月就完成設計監造發包，但營造工程卻招標不順... , https://udn.com/news/story/7321/6999146?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:00:02 , udn , 高雄5旬男涉毒通緝逃亡被逮 女友聽到要囚13年淚崩 , https://udn.com/news/story/7321/6999145?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:00:12 , udn , 高雄52歲錢姓男子涉嫌販賣毒品遭法院重判13年確定，今年2月發監執行卻未到案，被法院發布通緝後逃亡，經鼓山警分局追查，前... , https://udn.com/news/story/7321/6999145?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:00:32 , udn , 附帶搜索一、二審見解大不同 露鳥男包藏毒逆轉判無罪 , https://udn.com/news/story/7321/6999141?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:00:43 , udn , 台中李姓男子當街露鳥被逮，警方附帶搜索在他手提包起獲2小包安非他命，法院一審認為相關程序合法依毒品罪判他4月；二審卻發現... , https://udn.com/news/story/7321/6999141?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:01:03 , udn , 日本工業產值降低但零售銷售成長 經濟復甦路不明 , https://udn.com/news/story/6811/6999140?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:01:13 , udn , 受全球經濟放緩和地區地假日影響，日本1月製造業產值三個月來首見下滑，但零售銷售優於預期，日本央行總裁提名人選植田和男面對... , https://udn.com/news/story/6811/6999140?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:02:31 , udn , TikTok直播甩妻巴掌 西班牙男子遭判家暴入獄 , https://udn.com/news/story/6812/6999128?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:02:41 , udn , 一名西班牙男子在TikTok上直播甩妻子巴掌，即使妻子拒絕向警方報案，這名家暴男今天仍被法院判處1年徒刑 , https://udn.com/news/story/6812/6999128?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:03:01 , udn , 竹科氣體外洩現詭異雲海 科管局要求廠商配合調查 , https://udn.com/news/story/7320/6999147?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:03:12 , udn , 新竹科學園區力行四路今天上午7時許發生廠房液氮外洩事故，雖未造成人員傷亡，但液氮低溫造成水氣凝結而產生的大量白煙宛如詭異... , https://udn.com/news/story/7320/6999147?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:03:32 , udn , 辜寬敏辭世 柯文哲緬懷為台灣拚搏的精神不會消失 , https://udn.com/news/story/6656/6999148?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:03:35 , udn , NBA／巴特勒準大三元助熱火止敗 高難度進球力退費城 , https://udn.com/news/story/7002/6999117?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:03:42 , udn , 總統府資政辜寬敏昨辭世，民眾黨主席柯文哲在臉書緬懷，指辜是快意恩仇的人，總對台灣時政提出快人快語的直率意見；ㄧ生精彩，是... , https://udn.com/news/story/6656/6999148?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:08:32 , udn , 中職／那個沒讓Mesa失望的男人 林智勝再戰古巴好興奮 , https://udn.com/news/story/7001/6999175?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:08:42 , udn , 當年三分砲棒打古巴隊，林智勝暌違超過七年再戰「紅色閃電」，他知道球迷的期待，笑答：「我盡力啦！時光背景不同，年紀也大了7... , https://udn.com/news/story/7001/6999175?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:09:02 , udn , 選罷法排黑條款 立院內政委員會明審查 , https://udn.com/news/story/6656/6999173?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:09:13 , udn , 立法院內政委員會明天將排審攸關排黑條款的「選罷法」修正草案，相關修法擬限制曾犯違反國家忠誠、黑金槍毒、賄選前科及被判重刑... , https://udn.com/news/story/6656/6999173?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:09:33 , udn , 明入夜變天！本周連兩波東北季風 最冷時間點曝光 , https://udn.com/news/story/7266/6999170?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:09:44 , udn , 今天到明天白天，全台各地都是多雲到晴的天氣，高溫有24至26度，屬於溫暖的天氣，不過明天水氣稍微增多，東半部會有零星降雨... , https://udn.com/news/story/7266/6999170?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:10:04 , udn , 中央公園評價兩極 議員：每年花5300萬維護成這樣？ , https://udn.com/news/story/7325/6999171?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:10:14 , udn , 台中市指標建設「中央公園」，舉辦中台灣燈會等大型活動，吸引數十萬人。市議員陳淑華今指園內特色步道斑駁，多處設備久未修復、... , https://udn.com/news/story/7325/6999171?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:10:35 , udn , 國防部擬修「全民防衛動員法」 楊永明：動員戡亂復辟 , https://udn.com/news/story/10930/6999169?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:10:45 , udn , 國防部預告提出「全民防衛動員法」修正草案，管制媒體與新聞從業人員之規範遭批評箝制新聞自由。國安會前副祕書長楊永明直言，這... , https://udn.com/news/story/10930/6999169?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:11:06 , udn , 共機在海峽中線擾我空防 國軍任務機、艦、飛彈反制 , https://udn.com/news/story/10930/6999168?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:11:16 , udn , 國防部今（28）日上午發布「中共解放軍台海周邊海、空域動態」，昨有2架次殲-11戰機、各一架次BZK-005無人機、運-... , https://udn.com/news/story/10930/6999168?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:11:36 , udn , 屏鵝公路收假停停走走到深夜  警方：每小時3000輛難消化 , https://udn.com/news/story/7266/6999166?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:11:47 , udn , 228連假今天結束，屏東縣警局和這次連假調整以往調撥車道作為，收假時段北上調撥車道改從台1線枋山楓港段開始，但有用路人抱... , https://udn.com/news/story/7266/6999166?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:12:07 , udn , 雞舍更新方案 農委會最多補助費用一半 無息農貸2年 , https://udn.com/news/story/7266/6999167?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:12:17 , udn , 台灣面臨史上最嚴重蛋荒，農委會擬定短中長期規畫，其中禽舍升級有33.76億元，輔導傳統禽舍升級為密閉水簾式或非開放飼養為... , https://udn.com/news/story/7266/6999167?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:12:38 , udn , 國民黨：民進黨烏龍爆料 請賴清德、蔡培慧莫抹黑南投 , https://udn.com/news/story/6656/6999165?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:12:48 , udn , 民進黨立委補選候選人蔡培慧陣營指控選務人員發放選舉公報時夾帶國民黨南投立委候選人林明溱文宣，國民黨發言人林家興表示，隨後... , https://udn.com/news/story/6656/6999165?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:13:09 , udn , 農委會稱禽流感釀蛋荒 綠委提兩建議解決雞肉、蛋短缺 , https://udn.com/news/story/122475/6999164?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:13:19 , udn , 近期台灣陷入蛋荒，根據農委會日前送至立法院報告指出，受到低溫、日夜溫差大、疫病等因素，導致雞蛋產能未如期回穩；不過，外界... , https://udn.com/news/story/122475/6999164?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:16:11 , udn , 港警赴垃圾場找尋蔡天鳳肢體 將花3天翻查千噸垃圾 , https://udn.com/news/story/123406/6999142?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:16:21 , udn , 為搜尋香港28歲社交名媛蔡天鳳遭肢解的遺體，今(28日)早10時半，大批身穿白色全套保護衣的港警已至打鼓嶺禾徑山東北堆填... , https://udn.com/news/story/123406/6999142?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:17:31 , udn , NBA／尼克攻守碾壓綠衫軍勇奪6連勝 助公鹿登東區龍頭 , https://udn.com/news/story/7002/6999187?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:17:42 , udn , 藍道（Julius Randle）和奎克利（Immanuel Quickley）各拿下23分，搭配全隊6人得分雙位數的表現，再加上優異的防守壓制，近況出色的尼克在主場以109比94痛擊來訪的塞爾蒂克。 , https://udn.com/news/story/7002/6999187?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:18:02 , udn , 兩會期間入京快遞需二次安檢 無人機等航空器禁飛 , https://udn.com/news/story/7331/6999139?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:18:13 , udn , 今年中國全國「兩會」將於3月初陸續登場，北京公安局發布公告，3月1日至14日間行政區域內禁止使用無人機等「低慢小」航空器... , https://udn.com/news/story/7331/6999139?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:18:33 , udn , 令人超羨慕 貢寮國中師生出國參訪日本 , https://udn.com/news/story/6885/6999186?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:18:43 , udn , 新北市立貢寮實中的教師自109學年度起，以「前進國際」為主題，探討不同國家文化發展。校長劉松英及家長會為幫助學生拓展國際... , https://udn.com/news/story/6885/6999186?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:19:04 , udn , 談中正紀念堂轉型正義 史哲：威權創造偉人不大正常 , https://udn.com/news/story/6656/6999185?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:19:14 , udn , 今天228，文化部長史哲接受自由時報《官我什麼事》節目專訪時，主持人問對受難者家屬有無特別的補償，他說，轉型正義在中正紀... , https://udn.com/news/story/6656/6999185?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:19:35 , udn , 感受特色助孩童適性選擇 新北高中職線上博覽會明開跑 , https://udn.com/news/story/6885/6999176?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:19:45 , udn , 隨校園下學期開始，不少孩童也面臨升學及志願選擇，新北高中職國際教育線上博覽會明起開跑，彙整全市67間高中職學校課程及特色... , https://udn.com/news/story/6885/6999176?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:23:32 , udn , 「吶喊」震撼世界 孟克「在海灘起舞」藏兩段愛情估7億 , https://udn.com/news/story/6904/6999202?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:23:37 , udn , 屏鵝公路收假停停走走到深夜 警方：每小時3000輛難消化 , https://udn.com/news/story/7266/6999166?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:23:42 , udn , 以畫作「吶喊」震撼世界的孟克（Edvard Munch），是挪威代表畫家。倫敦蘇富比明天舉行的現當代藝術晚拍，將拍賣孟克... , https://udn.com/news/story/6904/6999202?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:24:02 , udn , 民眾黨指二二八傷痕未癒 「等不到真正的轉型正義」 , https://udn.com/news/story/6656/6999200?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:24:13 , udn , 今天是二二八和平紀念日，台灣民眾黨臉書貼文指1947年2月27日後，一整批知識份子消失，「留下長時間的噤聲和隔閡，如今傷... , https://udn.com/news/story/6656/6999200?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:24:33 , udn , 228中樞紀念今在台南舉行 場外抗議：被殺外省人也應調查 , https://udn.com/news/story/6656/6999199?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:24:43 , udn , 中樞紀念228典禮今天在台南舉辦，總統蔡英文與行政院長陳建仁都出席，抗議的老面孔、民主監督聯盟總召集人黄正忠等，則在場外... , https://udn.com/news/story/6656/6999199?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:25:04 , udn , 男子裝闊買手機竟亮槍 警方逮人發現涉多案 , https://udn.com/news/story/7320/6999198?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:25:14 , udn , 高雄市新興區 1家通訊行遭人強行取走手機，警方查出，江姓男子謊稱當鋪是，要買高階手機，但要先拿手機給車上女友鑑定價值，竟... , https://udn.com/news/story/7320/6999198?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:25:35 , udn , 陳椒華率隊參加228中樞紀念儀式 時力黨魁任內最後一次 , https://udn.com/news/story/6656/6999197?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:25:45 , udn , 今年是二二八事件76周年，時代力量黨主席陳椒華今天表示，推動轉型正義的價值在於還原歷史真相，政府必須從自身做起，包括積極... , https://udn.com/news/story/6656/6999197?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:26:06 , udn , COVID病毒起源 白宮：尚未達共識 , https://udn.com/news/story/6813/6999192?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:26:16 , udn , 「華爾街日報」昨天報導美國能源部評估COVID-19疫情可能源於中國實驗室洩漏；白宮今天出面表示，拜登政府對病毒源頭一事... , https://udn.com/news/story/6813/6999192?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:26:28 , udn , 全民防衛戰／學生防護團不直接參戰？從日德慘痛經驗看 仍恐變娃娃兵戰鬥團 , https://udn.com/news/story/10930/6998327?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:26:39 , udn , 政府規畫動員16歲以上在學學生參加戰時各項勤務，包括軍火生產，雖說這計畫馬政府執政時就有，蔡政府沿用，但這個現在由國防部主導，教育部配合實施的青年學生戰時動員方案，卻看見窮兵黷武的日本軍閥在二次大戰末期推動全國總動員的影子。... , https://udn.com/news/story/10930/6998327?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:26:59 , udn , 關閉35年的前蘇聯軍火廠生產線為何偷偷復活？背後金主是美國 , https://udn.com/news/story/6809/6996756?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:27:10 , udn , 俄烏戰開打一年多，儘管西方國家允諾為烏克蘭供應先進武器，烏軍現有的主力武器仍是蘇聯規格的槍砲彈藥。如今在庫存快速消耗下，以美國及北約為首的西方國家，把腦筋動到東歐一些蘇聯時期的軍火工廠，挹注千百萬美元資金，重開生產線。保加利亞一個彈藥製造廠一條關閉35年的生產線，就這樣起死回生了。... , https://udn.com/news/story/6809/6996756?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:27:30 , udn , 人潮回來了！西門町伴手禮店、拍貼機忙卡位 北市出招搶自由行客 , https://udn.com/news/story/7266/6999079?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:27:40 , udn , 疫情寒冬悶了三年，疫後國際旅遊鬆綁，搶攻觀光客自由行商機，台北市西門商圈摩拳擦掌，去年末伴手禮店回鍋、藥妝店卡位，加上拍貼機店進駐，生意人積極部署力求重振商機，街頭湧入各國觀光客如小聯合國，人潮漸回流，但要從「店求人」重返「人求店」榮景，商圈業者與房仲業都認為，還少了這一塊關鍵拼圖。 , https://udn.com/news/story/7266/6999079?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:28:01 , udn , 明起至10月底禁止捕撈鰻苗 違者最高可罰15萬元 , https://udn.com/news/story/7323/6999209?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:28:11 , udn , 鰻魚養殖是我國長久以來的傳統產業，目前養殖所需的鰻苗來源需要依賴野生捕撈的天然苗，因此僅有特定時間讓漁民捕撈鰻苗。新北漁... , https://udn.com/news/story/7323/6999209?from=udn-ch1_breaknews-1-0-news
2023-02-28 12:28:32 , udn , 影／婦營泰式「嗨囉」賭場被捕 馬上又在樹林活蝦餐廳設賭 , https://udn.com/news/story/7321/6999208?from=udn-ch1_breaknews-1-0-news
