2023-02-10 00:12:20 , udn , 想吃蜜芋頭免出門！賈以食日「桂花蜜芋頭」現享86折 , https://udn.com/news/story/7270/6962122?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:39:21 , udn , 夾娃娃出奧步撞落11碗泡麵 法官：不算偷竊 , https://udn.com/news/story/7321/6962644?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:19 , udn , iRent個資外洩怎辦？律師分析消費者求償管道 , https://udn.com/news/story/7321/6962701?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:19 , udn , 最近，iRent發生用戶個資傳外洩的事件，雖然還在調查中，但依照新聞所述：「公總表示，台北市區監理所今天下午已派員到和雲行動服務股份有限公司辦理行政檢查，如有違反《個人資料保護法》相關情事將要求限期改正，屆期未改正，將依個人資料保護法按次處兩萬元以上20萬元以下罰鍰」。 , https://udn.com/news/story/7321/6962701?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:19 , udn , 新加坡出現非洲豬瘟疫情 星國旅客入境台灣帶豬肉製品重罰20萬元 , https://udn.com/news/story/7266/6962702?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:19 , udn , 非洲豬瘟中央災害應變中心今天表示，新加坡112年2月7日在西北部的自然公園發現野豬屍體確診非洲豬瘟，2月9日向世界動物衛... , https://udn.com/news/story/7266/6962702?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:19 , udn , 林明溱批賴清德參選勞民傷財  黃建嘉：傷了馬英九的心 , https://udn.com/news/story/6656/6962699?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:19 , udn , 南投第二選區立委補選，民進黨主席賴清德全力輔選蔡培慧，國民黨參選人林明溱批評，副總統每周到南投，維安勤務勞民傷財。民進黨... , https://udn.com/news/story/6656/6962699?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:19 , udn , 台灣搜救隊馳援土耳其「隊長黃博村」身份曝！日人感動哭：311也在 , https://udn.com/news/story/120911/6962568?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:19 , udn , 土耳其發生規模7.8強震，後續餘震不斷，當地災情慘重，死亡人數已超過2萬人，台灣派出搜救隊，目前第一梯搜救隊已到當地協助救援工作。日本台灣交流協會指出，本次的搜救隊隊長黃博村正是日本311地震的台救難隊長，讓日本同仁熱淚盈眶。 , https://udn.com/news/story/120911/6962568?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:19 , udn , 中山高仁德交流道塞車汽機車爭道 議員會勘要市府改善 , https://udn.com/news/story/7326/6962698?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:19 , udn , 中山高仁德交流道因龐大車流及路幅狹窄、加上交流道下三爺溪萬代橋橋梁改建，汽機車日夜爭道、交通亂象車禍不斷，市議員鄭佳欣、... , https://udn.com/news/story/7326/6962698?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:19 , udn , 懸缺527天體育署長公布 教育部：他將帶領代表隊世大運、亞運拚佳績 , https://udn.com/news/story/6656/6962696?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:20 , udn , 教育部人事處今天表示，行政院已核定教育部體育署署長職務由國立體育大學教授鄭世忠接任，懸缺527天的體育署長終於底定，將帶... , https://udn.com/news/story/6656/6962696?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:20 , udn , 土耳其賑災 衛福部專戶湧捐款逾8千筆、8353萬元 , https://udn.com/news/story/123305/6962541?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:20 , udn , 土耳其強震災情持續擴大，迄今造成上萬人罹難者，全球馳援，民眾熱心捐款。衛福部今天公布，目前已收到8148筆、新台幣835... , https://udn.com/news/story/123305/6962541?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:20 , udn , 雷軍：小米汽車明年量產不算晚 爭取進入世界前五 , https://udn.com/news/story/7333/6962693?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:45:20 , udn , 小米集團創辦人雷軍再次談到小米造車的未來目標，他在9日的小米投資者日上表示，小米汽車明年量產不算晚，爭取15至20年內進... , https://udn.com/news/story/7333/6962693?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:48:20 , udn , 日本關東甲信降雪 氣象廳發布東京大雪警報 , https://udn.com/news/story/6809/6962555?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:48:20 , udn , 日本關東甲信廣範圍地區今天清晨起降雪，以內陸地帶為主的地區清晨開始積雪。日本氣象廳上午對東京23區及多摩地區發布大雪警報 , https://udn.com/news/story/6809/6962555?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:48:20 , udn , 接下懸缺527天體育署長 鄭世忠上任盼先凝聚體育界力量 , https://udn.com/news/story/7005/6962703?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:48:20 , udn , 行政院在今天舉行記者會宣布由國體大管理學院院長鄭世忠接任懸缺527天的體育署署長一職，對於將接下帶領我國體育發展的重責大... , https://udn.com/news/story/7005/6962703?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:48:21 , udn , 影／救護車急駛國道送醫 惡霸小貨車不讓道最重吊照、罰9萬 , https://udn.com/news/story/7321/6962668?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:51:19 , udn , 166億安坑輕軌通車 今下午1點起試營運一個月免費搭乘 , https://udn.com/news/story/7323/6962713?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:51:19 , udn , 耗時6年、造價達116億元的捷運安坑輕軌，今上午在環狀線十四張站辦理通車典禮，新北市長侯友宜宣布正式啟用安坑輕軌及列車首... , https://udn.com/news/story/7323/6962713?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:51:19 , udn , 華碩AI雲創園區 估上半年20家新創企業入駐 , https://udn.com/news/story/7240/6962705?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:51:19 , udn , AI、LLM (Large Language Model)、5G、HPC及區塊鏈等科技應用日新月異，PC品牌大廠華碩（2... , https://udn.com/news/story/7240/6962705?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:54:21 , udn , 台灣搜救隊130人奔土耳其救援　林右昌曝當地情況 , https://udn.com/news/story/6809/6962730?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:54:21 , udn , 土耳其南部地區日前發生強震，台灣第一時間派遣搜救隊前往當地協助搶救，內政部長林右昌今天表示，台灣搜救隊共派出130人，在... , https://udn.com/news/story/6809/6962730?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:54:21 , udn , 獨／高雄保二警員和同學餐敘酒駕 自家人查獲不手軟送辦 , https://udn.com/news/story/7321/6962724?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:54:21 , udn , 高雄保大黃姓警員6日酒駕，被自家人查獲；無獨有偶，保二總隊一名駐守在興達港火力發電廠的朱姓警員，7日晚間和高中同學餐敘，... , https://udn.com/news/story/7321/6962724?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:54:22 , udn , 住宿驚魂！一家8口住小琉球萬元民宿 全身癢急逃才知「這間很精彩」 , https://udn.com/news/story/120911/6962528?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:54:22 , udn , 有民眾農曆春節到小琉球出遊，但規劃時段太熱門幾乎一房難求，便臨時找了間仍有空房的民宿，怎料入住後發現房間髒亂、棉被床單滿是塵蟎，浴缸骯髒，連蓮蓬頭都壞掉了，嚇得全家人連夜退房睡路邊。事後也將踩雷經驗分享到臉書，才得知也有人遇過類似情況。 , https://udn.com/news/story/120911/6962528?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:54:22 , udn , 出遊遇超親人浪貓討摸！正妹暖心收編網卻阻止急喊：你把觀光景點帶走了 , https://udn.com/news/story/7470/6962695?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:54:22 , udn , 命中注定要收編的。一名女子到觀光景點遊玩發現一隻白色流浪貓，覺得牠很可憐就帶回家收編，並將此事貼到社群網站上，沒想到她PO文沒多久就有網友驚呼「你把觀光景點帶走了」，嚇得她只好趕快把貓還回去。 , https://udn.com/news/story/7470/6962695?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:54:22 , udn , 桃園捕蜂捉蛇去年業務量達9170件 5至10月是旺季 , https://udn.com/news/story/7324/6962718?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:54:22 , udn , 桃園捕風捉蛇業務自2015起委由義消成立捕蜂捉蛇大隊，以排班方式，全年無休解決市民通報案件，去年全桃園案件約9170件，... , https://udn.com/news/story/7324/6962718?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:54:23 , udn , 危險！雙貸族3年狂增4萬人 專家點出2因素造成 , https://udn.com/news/story/7239/6962689?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:54:23 , udn , 央行去年4度升息，讓有貸款民眾負擔壓力節節攀升，同時扛信貸跟房貸的「雙貸族」，更因此成為高危險群。元宏不動產加值服務平台... , https://udn.com/news/story/7239/6962689?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:57:21 , udn , 台東男子山區溪谷接管線跌傷 黑鷹直升機救援 , https://udn.com/news/story/7320/6962731?from=udn-ch1_breaknews-1-0-news
2023-02-10 11:57:21 , udn , 台東縣延平鄉今早1名胡姓男子前往溪谷水源地接管線時，不慎跌傷造成腰椎受傷無法行走，緊急申請空勤黑鷹直升機，協同特搜隊將胡... , https://udn.com/news/story/7320/6962731?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:00:20 , udn , 午睡接到台積電面試電話 她崩潰：頭腦還沒清醒過來 , https://udn.com/news/story/7269/6962636?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:00:20 , udn , 面試是進入職場、企業的第一關，而想進入「護國神山」台積電更是許多人夢寐以求的願望，不過有一名女網友表示日前接到台積電的面試電話，卻因為自己才剛睡醒，回答問題相當簡短，掛完電話回想起來讓她相當後悔，不少過來人也分享親身經驗。 , https://udn.com/news/story/7269/6962636?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:00:20 , udn , 陽金公路坍方水公司為穩定金山供水 覓土地設快濾桶等設備 , https://udn.com/news/story/7323/6962738?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:00:20 , udn , 位陽金公路的新北市金山區林莊淨水場，2月5日大規模土石坍崩後，水公司已積極另覓土地，洽談設置快濾桶及清水桶等設備穩定金山... , https://udn.com/news/story/7323/6962738?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:00:20 , udn , 民進黨：譴責國民黨卑躬屈膝附和陸方統戰操作 , https://udn.com/news/story/6656/6962737?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:00:20 , udn , 中國大陸國台辦主任宋濤9日在北京釣魚台國賓館接見國民黨副主席夏立言，表示將深入貫徹中共二十大精神和「新時代黨解決台灣問題... , https://udn.com/news/story/6656/6962737?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , 她罹癌脫髮上女廁 清潔員竟怒斥趕人：妳會嚇到別人 , https://udn.com/news/story/120911/6962685?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , 罹患癌症透過化療治療時，有可能出現脫髮的情形。有網友抱怨，他的朋友因乳癌化療脫髮戴帽，7日在醫院如廁時，卻被清潔員怒斥「這是女廁，妳會嚇到別人，要上性別友善廁所」，導致患者心理再度受到傷害。 , https://udn.com/news/story/120911/6962685?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , 花敬群：租金補貼2.0專案 預計6月或7月開辦 , https://udn.com/news/story/7238/6962734?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , 行政院去年核定300億租金補貼專案，因成效良好正規劃升級為2.0版本，針對上路期程，內政部政務次長花敬群今天表示，將不再... , https://udn.com/news/story/7238/6962734?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , 竹北高鐵特區居民苦無自來水 飲地下水濾芯1個月就全黑 , https://udn.com/news/story/7324/6962745?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , 新竹縣竹北市是新興都會區，但距新竹高鐵站不到2公里的東海三街、東興路二段708巷、興海街103巷等處長年無自來水可用，居... , https://udn.com/news/story/7324/6962745?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , MLB／「韓職沒有大聯盟的球速」 李政厚想旅美打擊遭質疑  , https://udn.com/news/story/6999/6962597?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , 世界棒球經典賽為規模最大的棒球國際賽事，欲挑戰MLB的亞洲選手也在此期間成為全世界焦點，但橫掃韓國職棒各項紀錄的「風之孫」李政厚卻被球探質疑是否能在MLB生存。 

李政厚目前效力韓國職棒Kiwo , https://udn.com/news/story/6999/6962597?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , 蜜蜂顏色不對就殺？奧地利要求「純種」蜂群被控像納粹 , https://udn.com/news/story/6812/6957679?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , 純種、顏色、處決、屠殺……，如果你以為這是在討論二十世紀的納粹歷史，你就錯了，這是奧地利南部卡林西亞州（Carinthia）蜂農近來討論他們養殖蜜蜂的詞彙。由於氣氛殺伐，許多人現在拒絕談蜜蜂了，他們爭執的主要問題是：蜜蜂的正確顏色是什麼？ , https://udn.com/news/story/6812/6957679?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , 中職／職棒星二代 滿載溫馨與期待的血脈傳承 , https://udn.com/news/story/122629/6945079?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , 【撰文・鍾亞芳】

職棒球員場上英姿不只影響無數小球員樹立目標，家中小寶貝從小仰視父親光芒，期許追隨腳步邁進，成為職棒星二代不只受到關注，背後也有不為人知心酸，職棒戰場必須靠實力生存，扎實努力付出 , https://udn.com/news/story/122629/6945079?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , 考選部今宣布 112年起高普考試增設宜蘭考區 , https://udn.com/news/story/6939/6962741?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:03:20 , udn , 考選部今天宣布，考量宜蘭地區應考人的應試權益和需求，112年起高普考試將增設宜蘭考區，便利應考人就近應試。 , https://udn.com/news/story/6939/6962741?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:20 , udn , 鳳梨彩帽地景「旺福鴞」 屏科大守護貓頭鷹與鳳梨產業 , https://udn.com/news/story/7327/6962769?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:20 , udn , 屏東縣高樹鄉鳳梨採帽地景「旺福鴞」，民眾搭乘雙層巴士假日列車從高空俯瞰，彩色鳳梨田間一顆顆戴帽子鳳梨，是為防止鳳梨果實曬... , https://udn.com/news/story/7327/6962769?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:20 , udn , 安坑輕軌通車 供民眾試乘一個月 , https://udn.com/news/story/7323/6962770?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:20 , udn , 捷運安坑輕軌上午在十四張站舉行通車典禮。新北市長侯友宜、交通部次長胡湘麟等人，前往參與通車儀式、與新北市議員、當地里長、... , https://udn.com/news/story/7323/6962770?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:20 , udn , 等不得？和女兒進拉麵店 他先吃完遭店員「強制驅離」掀論戰 , https://udn.com/news/story/6810/6962582?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:20 , udn , 在餐廳吃東西，如果店家位子，且是重視翻桌率型的餐館，為了避免干擾其他客人的用餐權益，一般人通常都會吃完了馬上離開。然而，如果碰到和親朋好友一起用餐時，其中有人先吃完，有人還在吃，那先吃完的人又應該先行離位嗎？最近在日本，就發生了這樣的爭議。 , https://udn.com/news/story/6810/6962582?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:20 , udn , 搜救犬「咬雞腿待命」被批觀感不佳？領犬員揭真相霸氣宣言：我不會改！ , https://udn.com/news/story/7470/6962732?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:20 , udn , 土耳其強震已造成上萬人死傷，多國紛紛派出搜救團隊支援，台灣的搜救犬也在第一時間抵達現場。「Tyfd-K9桃園搜救犬隊」發文表示接獲可能支援的消息，急忙回到隊上卻讓搜救犬被眾人圍觀猛拍，讓狗狗「咬雞腿紓壓」疑似被指觀感不佳，讓領犬員霸氣表示「如果你要我改，我不會改，因為他的心情是我最重視的！」 , https://udn.com/news/story/7470/6962732?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:21 , udn , 清理貓砂ing喵皇1個大跳躍「爪子狠插進背上」 奴才痛到撞牆倒地翻滾崩潰 , https://udn.com/news/story/7470/6962173?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:21 , udn , 養貓的人都懂！日本有名愛貓網友日前在社群平台IG上分享一段影片，拍下家裡兩隻中途貓貓有天趁自己在清掃貓籠時，一個飛躍直接跳到背上，深深插進肉裡的爪子讓他痛得一震，接著就如搞笑片般一頭撞上籠子，畫面引起不少愛貓網友共鳴。 , https://udn.com/news/story/7470/6962173?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:21 , udn , 斑海豹「全身癱軟路倒水缸中」遊客呆站玻璃前看傻眼：要叫管理員嗎？ , https://udn.com/news/story/7470/6962662?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:21 , udn , 圓滾滾的海豹慵懶模樣相當討喜，但有時懶過頭也會讓人嚇一跳。有遊客在日本水族館看到一隻海豹整個像沒了氣息一樣癱倒在地上，笑稱簡直是沒幹勁過了頭。 , https://udn.com/news/story/7470/6962662?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:22 , udn , 愛迪達今年恐營業損失7億歐元 切割肯爺後又難吸引買氣 , https://udn.com/news/story/6811/6962739?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:06:22 , udn , 德國運動用品大廠愛迪達（Adidas）9日示警，在最糟的情況下，2023年恐怕出現7億歐元（7.52億美元）營業損失，主... , https://udn.com/news/story/6811/6962739?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:09:20 , udn , 援助土耳其  南市議會正副議長宣布捐出1個月研究費 , https://udn.com/news/story/6809/6962780?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:09:20 , udn , 2月6日清晨4點許土耳其與敘利亞邊界發生規模7.8強震，至今死亡人數超過2萬人。聽聞土耳其震災，台南市議會議長邱莉莉及副... , https://udn.com/news/story/6809/6962780?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:09:20 , udn , ChatGPT爆紅股票型ETF沾光  3檔報酬率破2成 , https://udn.com/news/story/123006/6962735?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:09:20 , udn , ChatGPT在全球快速爆紅，相關類股、基金等表現也跟著水漲船高，目前台灣掛牌上市的股票型ETF中，共有11檔前10大持... , https://udn.com/news/story/123006/6962735?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:09:20 , udn , NBA／籃網新領袖丁威迪回鍋首秀表現佳 公牛拉文38分做白工 , https://udn.com/news/story/7002/6962714?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:09:20 , udn , 籃網在交易大限前接連送走厄文（Kyrie Irving）及杜蘭特（Kevin Durant）陣容產生大變動，先一步與球隊會合的丁威迪（Spencer Dinwiddie）迎接回鍋籃網首秀，新援布里吉斯 , https://udn.com/news/story/7002/6962714?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:12:20 , udn , 二次元超能力JENNIE飆車好帥！香奈兒釋COCO CRUSH動畫 , https://udn.com/news/story/7270/6962781?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:12:20 , udn , 香奈兒（CHANEL） 發布2023年COCO CRUSH高級珠寶系列全新形象大使動畫影片，演員暨品牌大使瑪格麗特庫利 ... , https://udn.com/news/story/7270/6962781?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:12:20 , udn , 嘉縣議員黃嫈珺踢爆某體育協會理事長有性犯罪前科  四處遊走校園任職 , https://udn.com/news/story/7326/6962783?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:12:20 , udn , 嘉義縣議員黃嫈珺上午議會提案，踢爆某體育協會蔡姓理事長11年前，有妨害風化等性犯罪前科紀錄，因5年內無犯罪紀錄，申請到良... , https://udn.com/news/story/7326/6962783?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:21 , udn , 揪財務破口元凶 學者示警「勞保破產比中共攻台更可能發生」 , https://udn.com/news/story/7238/6962808?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:21 , udn , 據2021年勞保精算報告指出，勞保基金用罄大限為2028年。中華和平發展智庫今召開「勞保基金破產危機記者會系列之一揭露勞... , https://udn.com/news/story/7238/6962808?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:21 , udn , 年後轉職看過來！新竹2/15、16日徵才 餐飲業上看60K , https://udn.com/news/story/7324/6962807?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:21 , udn , 農曆過年後將湧現求職或轉職需求，勞動部勞動力發展署桃竹苗分署將於2月15、16日分別在新竹市及新竹縣竹北市辦理大型現場徵... , https://udn.com/news/story/7324/6962807?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:21 , udn , 口罩令鬆綁4類人仍建議戴口罩 專家看1規定直呼：不合理！ , https://udn.com/news/story/120940/6962749?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:21 , udn , 中央流行疫情指揮中心宣布本月20日起大幅度鬆綁口罩禁令，非指定地點的室內可不戴口罩，不過毒理專家招名威指出，「有發燒或呼吸道症狀者」被列為「建議戴口罩」的對象並不合理，這類人應被強制要求戴口罩，否則會影響健康的群眾。 , https://udn.com/news/story/120940/6962749?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:22 , udn , 鳳凰谷鳥園改由南投縣府管理 林明溱鹿谷政見提願景 , https://udn.com/news/story/7314/6962788?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:22 , udn , 南投縣鹿谷鄉鳳凰谷鳥園今年剛過40歲生日，園內雖飼養超過100種的鳥禽，但目前營運狀況不佳、導致年年虧損，前縣長林明溱在... , https://udn.com/news/story/7314/6962788?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:22 , udn , 立法院17日開議陳建仁施政報告 發現金條例21日表決 , https://udn.com/news/story/6656/6962790?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:22 , udn , 立法院長游錫堃今天召集朝野黨團協商，各黨團同意2月17日開議，行政院長陳建仁當天率同各部會首長列席，進行施政方針及施政報... , https://udn.com/news/story/6656/6962790?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:22 , udn , 口罩解禁在即  成大將召開防疫會議統一作法 , https://udn.com/news/story/6928/6962709?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:22 , udn , 口罩解禁在即，又逢大專院校將在未來1週至2週內開學，成功大學今天表示，校方將於開學1週內召開防疫會議後再發布統一的防疫措... , https://udn.com/news/story/6928/6962709?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:22 , udn , 開學日在即 花蓮市清潔隊加強校園周邊清消 , https://udn.com/news/story/7328/6962786?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:22 , udn , 13日就要開學，花蓮市公所清潔隊，連日來針對39所學校及幼兒園周邊，以次氯酸水清消；花蓮縣警局長呂世明指示開學日加強護童... , https://udn.com/news/story/7328/6962786?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:22 , udn , 深夜到清晨「狂震80次」！義大利旅遊勝地居民嚇壞、難以入眠 , https://udn.com/news/story/6809/6962787?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:15:22 , udn , 土耳其6日遭強震襲擊引發全球關注，義大利旅遊勝地西恩納（Siena）8日也出現「大量小規模地震」，嚇得當地民眾人心惶惶，... , https://udn.com/news/story/6809/6962787?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:18:21 , udn , 上班首日進門就被「劈頭狂罵30分」 理智男2小時閃辭：不會去消費了 , https://udn.com/news/story/7269/6962740?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:18:21 , udn , 在挑選職場時，很多時候不是看外在的待遇，而是職場內部是否和諧。有位日本男子，就曾經遇到一次不愉快的工作經驗，讓他只待短短兩個小時，就決定馬上辭職離開了。 , https://udn.com/news/story/7269/6962740?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:21:20 , udn , 矽品宣布AMRA成果 降低數百噸生產貨物搬運提升效率 , https://udn.com/news/story/7240/6962817?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:21:20 , udn , 半導體封測大廠矽品今（10）日表示，首家採用AMRA（自主移動機器人聯盟）技術標準的半導體封測業者，廣泛應用在車用、消費... , https://udn.com/news/story/7240/6962817?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:21:20 , udn , 吃完麻油雞上路 自撞翻車酒測值0.38遭法辦 , https://udn.com/news/story/7320/6962814?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:21:20 , udn , 台北市中正二警分局日前接獲報案，羅斯福路4段與基隆路4段交岔口發生自小客車自撞事故，警方到場發現余姓女子（35歲）駕車沿... , https://udn.com/news/story/7320/6962814?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:24:24 , udn , 學測英文作文考「表情符號」 字數不足將扣總分1分 , https://udn.com/news/story/6925/6962830?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:24:24 , udn , 大考中心今天召開記者會，說明英文考科非選擇題閱卷評分原則。第二大題「英文作文」，考生必須根據所提供的表情符號及作答提示文... , https://udn.com/news/story/6925/6962830?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:24:24 , udn , 00878除息可參加嗎？ 他「三方法」判斷：良性看待00900的表現 , https://udn.com/news/story/123006/6962535?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:24:24 , udn , 國泰永續高股息（00878）和富邦特選高股息30（00900）都將於2023年2月16號進行除息；00878這次配息0.27元，00900這次配息0.12元，許多投資人都很想知道，是否可以參加這次的除息？

YouTube頻道《陳愉昇股市經驗談》就分享，投資人能用「三個方法」來判斷是否要不要參加除息，且將00878和00900套用到這三個方法中，分析這次的除息後的股價表現。 , https://udn.com/news/story/123006/6962535?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:24:24 , udn , 頭份六合綜合運動場完工 不料開放前就遭塗鴉破壞景觀 , https://udn.com/news/story/7324/6962828?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:24:24 , udn , 苗栗縣政府爭取經費在頭份市六合國小分校預定地，規畫改善的綜合運動場已完工，預定開學後選定吉日落成啟用，不料春節連假期間遭... , https://udn.com/news/story/7324/6962828?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:24:24 , udn , 日本旅遊CP值大勝國旅 網曝主因：台灣這點貴到不合理 , https://udn.com/news/story/120911/6962789?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:24:24 , udn , 邊境解封國人瘋搶出國，其實撇去機票而言，到日韓、東南亞等國旅遊的旅費，有時都比在台國旅更低，尤其是旅宿費用相差最多。一名網友好奇詢問「為什麼日本旅遊這麼便宜？」對此，PTT網友直言「是台灣飯店貴到太不合理」。 , https://udn.com/news/story/120911/6962789?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:24:24 , udn , 中國網紅聲稱在港講普通話遭歧視  引發爭議 , https://udn.com/news/story/7331/6962751?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:24:24 , udn , 據報導，有中國大陸網紅近日上載在香港拍攝的短片，聲稱在港講普通話屢遭歧視，引來不少粉絲留言共鳴，但也有人指這名網紅故意挑... , https://udn.com/news/story/7331/6962751?from=udn-ch1_breaknews-1-0-news
2023-02-10 12:24:24 , udn , 總統初選提名要幫朱立倫說話 羅智強：給他一點時間 , https://udn.com/news/story/6656/6962821?from=udn-ch1_breaknews-1-0-news
