2023-04-26 00:05:59 , udn , 新竹縣派出所下月將增至50所 3年內更將擴編警力近3成 , https://udn.com/news/story/7324/7123236?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:03:17 , udn , 《首都》導讀：從歐債到難民危機...戳破歐洲幻夢，命運何去何從？ , https://udn.com/news/story/6812/7123624?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:03:27 , udn , 《首都》是一部選材和筆法都非常特出的小說。

貫串這部作品的主軸，是在小說類中通常很罕見的硬骨頭題材：官僚運作，而且還是歐盟的官僚運作──這個遠比個別國家的運作更令大眾陌生冷感、且更加理不清道不明的超國家機器。 , https://udn.com/news/story/6812/7123624?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:06:18 , udn , 二信高中林芯瑜奪日本香川縣之旅海報設計首獎 1萬獎金入袋 , https://udn.com/news/story/6898/7123630?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:06:28 , udn , 基隆市二信高中廣告設計科學生林芯瑜，贏得今年「日本香川縣之旅海報設計比賽」高中職組第1名。她將香川縣特產烏龍麵和知名景點... , https://udn.com/news/story/6898/7123630?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:06:49 , udn , 黑暗榮耀桃園版 國小女童遭同學霸凌踹下體拒上學 , https://udn.com/news/story/6885/7123628?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:06:59 , udn , 桃園市某國小發生疑似霸凌案件，家長向民代控訴就讀國小4年級的女童，自3年級開始，長期遭同班男同學霸凌，造成女童身心受損，... , https://udn.com/news/story/6885/7123628?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:09:17 , udn , 阿里山慈雲寺百年「多花紫藤」盛開 花瀑花期倒數10天 , https://udn.com/news/story/7326/7123637?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:09:27 , udn , 春季，是阿里山國家森林遊樂區燦爛時節，阿里山慈雲寺的百年歷史「多花紫藤」正達滿盛開，萬串花長1公尺垂降寺內庭院，如花瀑布... , https://udn.com/news/story/7326/7123637?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:09:48 , udn , 恐怖畫面曝光！印官員執意做1動作 慘遭螺旋槳爆頭慘死 , https://udn.com/news/story/6809/7123634?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:09:59 , udn , 印度北阿坎德邦民航發展局官員日前搭飛機前往視察時，慘遭直升機尾翼螺旋槳擊中，當場爆頭身亡，恐怖畫面曝光引發熱議。 , https://udn.com/news/story/6809/7123634?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:10:19 , udn , 影／嘴說不要仍中計！台中六旬婦提美金 幸有警銀聯防 , https://udn.com/news/story/7320/7123633?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:10:30 , udn , 台中市莊姓婦人近期透過網路認識一名英國男子，雙方以「愛人」互稱，21日對方以積欠貨物費為由，要她到銀行匯款5000元美金... , https://udn.com/news/story/7320/7123633?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:11:21 , udn , 黑暗榮耀桃園版…國小女童遭同學霸凌踹下體 身心受創拒上學 , https://udn.com/news/story/6885/7123628?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:12:17 , udn , 台灣首檔百萬受益人台股ETF誕生 00878高股息+ESG受歡迎 , https://udn.com/news/story/123006/7123641?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:12:28 , udn , 台灣首檔百萬受益人台股ETF誕生！據投信投顧公會最新統計，3月台股ETF規模、受益人數同創新高，規模首度衝破兆元，達新台... , https://udn.com/news/story/123006/7123641?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:15:16 , udn , NBA／打破手骨顛倒勇？福克斯G5打算上場 , https://udn.com/news/story/7002/7123648?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:16:48 , udn , 恐怖畫面曝光！印官員執意做「1動作」慘遭螺旋槳爆頭慘死 , https://udn.com/news/story/6812/7123634?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:24:18 , udn , 郭台銘以川普為例 強調自己不會當傳統政治領袖 , https://udn.com/news/story/123307/7123660?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:24:29 , udn , 鴻海創辦人郭台銘今天在臉書以美國前總統川普為例，他不當傳統政治領袖，要深入了解政治，但不要被政治限制，從經濟、科技層面所... , https://udn.com/news/story/123307/7123660?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:24:49 , udn , 合庫台灣Pay繳房屋稅 紅利點數大加倍 , https://udn.com/news/story/7239/7123659?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:25:00 , udn , 近年來，行動支付漸趨普及，成為人們生活中不可或缺的付款方式，為了提供客戶更便捷、更優惠的支付體驗，合作金庫銀行（ 588... , https://udn.com/news/story/7239/7123659?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:25:20 , udn , 2023東區季後賽賽程與比分表 老鷹楊恩準絕殺三分逼出第6戰 , https://udn.com/news/story/7002/7084807?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:25:51 , udn , 營造公司贈台南消防局1千個住警器 優先給弱勢及高風險場所 , https://udn.com/news/story/7320/7123655?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:26:02 , udn , 為提升台南市民居家防火安全，豐禾營建工程公司捐贈1千個住宅用火災警報器給台南市消防局。火災預防科技佐梁雅筑今天說，住警器... , https://udn.com/news/story/7320/7123655?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:26:22 , udn , 二戰後的「滿洲國」：台人見證日本人遭大追殺 , https://udn.com/news/story/7320/7123653?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:26:33 , udn , 日本帝國昭和天皇於1945年8月15日宣布日本無條件投降，8月18日日本卵翼下的滿洲國皇帝溥儀退位，滿洲國滅亡。到滿洲追求建立王道樂土、實現東亞同盟的日本人、日本開拓團，失去國家的保護，面臨被蘇聯兵進逼，無路可逃而自決；被滿洲當地人報復，面臨逃亡，衣食禦寒之具俱失，他們如何渡過滿洲的嚴冬？ , https://udn.com/news/story/7320/7123653?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:26:53 , udn , NBA／安戴托昆波仍受背傷所困 賽後接受靜脈注射 , https://udn.com/news/story/7002/7123636?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:27:04 , udn , 安戴托昆波（Giannis Antetokounmpo）昨日復出拿下大三元，但公鹿隊仍以114：119不敵熱火隊，季後賽首輪系列賽陷入1：3落後，據消息指出，安戴托昆波昨日賽後接受靜脈注射治療。
 , https://udn.com/news/story/7002/7123636?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:27:24 , udn , 從中美衝突中解套？郭台銘提出兩個看法 , https://udn.com/news/story/123307/7123652?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:27:35 , udn , 鴻海（2317）創辦人郭台銘今（26）日在臉書貼文，他以全世界 #經濟 ＃產業 ＃科技 尋找從中美衝突中解套的新動向為題... , https://udn.com/news/story/123307/7123652?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:45:19 , udn , 2024大選「最有帝王相」是誰？命理師預言：這人有疤影響總統路？ , https://udn.com/news/story/7268/7123615?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:45:30 , udn , 人的喜怒哀樂，氣運好壞，往往寫在臉上，因此，「相由心生」講的一點都沒錯！目前參選總統的候選人年紀都在65至74歲之間，反映在「面相學」的流年，就在「法令紋」及下巴「地閣」，此處若暗沉、晦暗、斷裂、歪斜，將影響總統之路；另外，眼神不容易掩蓋，往往可以看出智慧、心性、急躁、緩慢、沉穩、內斂、狐疑、剛毅等。所以，判斷誰能當選總統，就要從總統候選人面相的眼神、「法令紋」及下巴「地閣」比一比。 , https://udn.com/news/story/7268/7123615?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:45:50 , udn , 建議提名同出席與侯手舉手團結 王鴻薇：郭台銘點頭 , https://udn.com/news/story/6656/7123710?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:46:01 , udn , 國民黨總統參選人徵召提名作業中，目前新北市長侯友宜及鴻海創辦人郭台銘聲勢最高，而已表態支持郭台銘的國民黨立委陳玉珍昨晚在... , https://udn.com/news/story/6656/7123710?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:46:22 , udn , 大客車司機極缺 擴大徵才最高可領補助達13萬7273元 , https://udn.com/news/story/7326/7123707?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:46:32 , udn , 為推動「公路公共運輸營業大客車駕駛擴大徵才就業獎勵方案」，嘉義區監理所5月13日(周六)上午10時至下午3時在台南轉運站... , https://udn.com/news/story/7326/7123707?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:46:53 , udn , 國民黨高市立委初選時間敲定 第六及七選區皆採全民調 , https://udn.com/news/story/6656/7123708?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:47:03 , udn , 國民黨高雄2024立委第二階段黨內初選登記19日結束，經黨中央協調後，第六選區及第七選區將舉辦初選民調。高市黨部主委羅世... , https://udn.com/news/story/6656/7123708?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:47:24 , udn , 美議員致信拜登政府 籲制裁華為等中國雲端業者 , https://udn.com/news/story/6813/7123674?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:47:34 , udn , 路透社週二（4月25日）報導，一群美國共和黨參議員寫信給多個拜登政府單位，敦促美方應以國家安全為由，制裁華為雲（Huawei Cloud）和其他中國雲服務提供商。 , https://udn.com/news/story/6813/7123674?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:47:55 , udn , 藍委抗議「假改革真酬庸」 公視法修正改明天逐條審查 , https://udn.com/news/story/6656/7123705?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:48:05 , udn , 立院教委會今天審查公視法部分條文修正草案。原本預定上午完成立委詢答、下午進行逐條審查。今天一開議，多位國民黨立委手持「調... , https://udn.com/news/story/6656/7123705?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:48:26 , udn , 法務部開啟檢審公聽會改革 劍青檢改：期配套禁請託拜票 , https://udn.com/news/story/7321/7123704?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:48:36 , udn , 對於法務部針對檢察長遴選公開透明化，正面回應支持辦理類似候選人公聽會等建議，劍青檢改表示肯定，相信將此舉將使檢審會與部長... , https://udn.com/news/story/7321/7123704?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:48:57 , udn , 尹錫悅訪美行正式起跑 著重兩國未來合作關係 , https://udn.com/news/story/6809/7123698?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:49:07 , udn , 南韓總統尹錫悅今天展開6天訪美行程，第一站先參觀美國國家航空暨太空總署（NASA），接下來還將與美國總統拜登一同參訪華府... , https://udn.com/news/story/6809/7123698?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:49:28 , udn , 天氣越來越熱小心喵星人中暑！快試試這6撇步幫貓咪降溫 溫差太大要注意 , https://udn.com/news/story/7470/7123693?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:49:38 , udn , 如何預防貓咪中暑？居家調整才是最重要的環節！只要善用幾個招數，就能幫寶貝創造舒適環境唷！ , https://udn.com/news/story/7470/7123693?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:49:59 , udn , 新同事剛進辦公室就與前輩「很熟」一封洗煉的英文成果信閃瞎人 , https://udn.com/news/story/121484/7113775?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:50:10 , udn , 到新公司報到的第一天，意外的是，大部分新進同仁才剛進辦公室，就能與前輩們熱絡攀談起來，我這才知道，他們都是臺大應屆畢業生。這間外商大部分的雇員都來自臺大、政大，也是最優秀的菁英人才，更是最積極求上進的一群。 , https://udn.com/news/story/121484/7113775?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:50:30 , udn , 中信國寶弊案二審宣判！辜仲諒無罪、朱國榮加重改判16年 , https://udn.com/news/story/7321/7123702?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:51:18 , udn , 疫情時代終結！今年染疫身亡人數比你想像得多 圖表看3年多疫情關鍵數據  , https://udn.com/news/story/123490/7123640?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:51:28 , udn , 2020年1月20日成立至今，開過960場記者會，中央流行疫情指揮中心總算將於5月1日解編，結束長達1197個日子的任務。《聯合新聞網》透過圖表帶你回顧3年多來的疫情重要數據。 , https://udn.com/news/story/123490/7123640?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:51:49 , udn , 研發智慧浮空儀表搭載於重機 台科大團隊獲獎 , https://udn.com/news/story/6929/7123656?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:51:59 , udn , 台科大團隊將「高亮度車用浮空顯示技術」應用於重型機車，研發出智慧浮空儀表，在Touch Taiwan的I-Zone競賽中... , https://udn.com/news/story/6929/7123656?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:52:20 , udn , 希臘論壇矮化馬英九 邱太三：重要人士應受尊重 , https://udn.com/news/story/6656/7123645?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:52:30 , udn , 前總統馬英九應邀將出席希臘「德爾菲經濟論壇」開幕式，論壇官網卻矮化馬英九頭銜為「前台北領導人」。陸委會主委邱太三今說，國... , https://udn.com/news/story/6656/7123645?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:52:51 , udn , 新法上路前衝一波 私法人買住宅狂增26% , https://udn.com/news/story/7241/7123717?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:53:01 , udn , 內政部於2021年底提出打炒房五重拳「平均地權條例修正案」，其中包含私法人購買住宅改為許可制，資料顯示，此一法案掀起一波... , https://udn.com/news/story/7241/7123717?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:53:22 , udn , 遭冒名詐騙 宏達電聲明：董事長王雪紅未經營FB粉絲團 , https://udn.com/news/story/7240/7123718?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:53:33 , udn , 名人遭冒名招攬股票投資的詐騙事件層出不窮，宏達電（2498）董事長也遭到冒用，宏達電發出聲明澄清，「董事長王雪紅並未使用... , https://udn.com/news/story/7240/7123718?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:57:17 , udn , T1聯盟／魔獸來台推手蘇翊傑宣布離隊 預告反擊抹黑他的人 , https://udn.com/news/story/7003/7123730?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:57:27 , udn , T1聯盟桃園永豐雲豹隊去年11月宣布「魔獸」霍華德 （Dwught Howard）重磅加盟，在台颳起一陣魔獸旋風。一手促成此事的前雲豹總經理蘇翊傑今日在個人社群自曝，其實從去年12月底就離開雲豹隊高層 , https://udn.com/news/story/7003/7123730?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:57:48 , udn , 「最美魚市場」辦活動拉抬買氣 攤主憂人潮多是看風景 , https://udn.com/news/story/7327/7123737?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:57:58 , udn , 高雄鼓山魚市場去年10月開幕時被稱為「最美魚市場」，湧入大量觀光客，但近期熱潮消退。高市海洋局與負責營運的南仁湖公司溝通... , https://udn.com/news/story/7327/7123737?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:58:19 , udn , 新北議會提前至27日總質詢助攻2024？侯友宜：尊重安排 , https://udn.com/news/story/123307/7123731?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:58:29 , udn , 新北市議會國民黨團昨以席次優勢，通過變更議程動議，將市長侯友宜總質詢從6月5日提前至4月27日，外界質疑是助攻侯，讓他提... , https://udn.com/news/story/123307/7123731?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:59:09 , udn , 中信慈善基金會董事長辜仲諒被控掏空中信資產3億美金、約近百億台幣，違反金融控股公司法、證券交易法等罪嫌，一審獲判無罪。同... , https://udn.com/news/story/7321/7123702?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:59:30 , udn , MLB／大都會強投有望歸隊 韋蘭德：99%準備好了 , https://udn.com/news/story/6999/7123699?from=udn-ch1_breaknews-1-0-news
2023-04-26 10:59:41 , udn , 大都會隊強投韋蘭德（Justin Verlander）開季進傷兵名單，如今有望歸隊，預計美國時間周五到小聯盟進行復健賽，... , https://udn.com/news/story/6999/7123699?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:00:01 , udn , 王德傳茶莊 X 迪士尼 兩大百年品牌首度攜手 , https://udn.com/news/story/7270/7123695?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:00:12 , udn , 擁有百年製茶工藝的王德傳茶莊，首次與百年品牌迪士尼合作，時空跨度超越一世紀且橫越東西方的娛樂與飲食文化，推出「米奇探索系... , https://udn.com/news/story/7270/7123695?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:00:18 , udn , 憂中共介選 蔡明彥：台若選出配合的領導人 符中方利益 , https://udn.com/news/story/7331/7123752?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:00:29 , udn , 無黨籍立委林昶佐上午在立法院詢及「有一個很想選舉的企業家」，說其當選後，中共對台灣就不會對台有軍事威脅、軍機不繞台。國安... , https://udn.com/news/story/7331/7123752?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:00:32 , udn , 水星又逆行！對12星座影響公開 牡羊小心破財、雙子注意負面情緒 , https://udn.com/news/story/7268/7123676?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:00:43 , udn , 水逆再度降臨了！4月21號，水星在金牛座開啟本年第二次逆行，將會一直持續到5月中旬。雖然這次水逆歷時不短，會對我們的生活造成一定程度的影響，不過只要提前給自己打些預防針，儘可能穩定情緒，不讓自己煩躁起來，水逆期是可以安穩度過的！接下來就讓科技紫微網告訴大家，本次水逆會給12星座帶來哪些影響吧。 , https://udn.com/news/story/7268/7123676?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:00:49 , udn , 滿額贈小禮！PLEATS PLEASE ISSEY MIYAKE喜迎30周年 , https://udn.com/news/story/7270/7123748?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:01:00 , udn , 一個人30歲值得開心，更何況是一個品牌的30周年更值得盛大慶祝。PLEATS PLEASE ISSEY MIYAKE自1... , https://udn.com/news/story/7270/7123748?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:01:03 , udn , NBA／最後1.8秒飆致勝外線！楊恩連拿14分率老鷹起死回生 , https://udn.com/news/story/7002/7123684?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:01:14 , udn , 塞爾蒂克帶著10分領先進入決勝節，眼看能在主場「關門」成功，老鷹卻靠楊恩（Trae Young）隻手遮天續命，他一人包辦... , https://udn.com/news/story/7002/7123684?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:01:20 , udn , 影／新北觀音坑溪橋倒塌還在調查中 拆除時又有工人被砸傷 , https://udn.com/news/story/7320/7123747?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:01:31 , udn , 新北市五股區觀音坑溪橋22日施工更換吊索時，發生意外導致橋梁斷裂倒塌，造成3名工人受傷被勒令停工、封閉現場拆除舊橋整座重... , https://udn.com/news/story/7320/7123747?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:01:51 , udn , 在「剛好及格」的男人身旁蹉跎？以為「壞」才是分手唯一理由 , https://udn.com/news/story/121484/7107625?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:02:02 , udn , 世界上最難分手的不是爛男人，是不好不壞的男人。來找我的女孩已經交往十一年，但談起現任男友，眼神卻充滿抑鬱：「現在這個男友，我不知道該怎麼辦……」她說道。 , https://udn.com/news/story/121484/7107625?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:02:23 , udn , 私法人買住宅狂增26.6% 專家曝：法人買房有這好處 , https://udn.com/news/story/7241/7123739?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:02:33 , udn , 內政部2021年底提出打炒房五重拳「平均地權條例修正案」，引起市場軒然大波，其中重點包含私法人購買住宅改為許可制，激起私... , https://udn.com/news/story/7241/7123739?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:06:19 , udn , 紙風車劇團來囉！芎林、峨眉兩場演出免費入場 , https://udn.com/news/story/7324/7123765?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:06:29 , udn , 紙風車劇團來囉！紙風車劇團將在4月28日及29日晚間7點，分別在峨眉鄉峨眉國小及芎林鄉芎林國小，帶來劇團自創「巫婆」品牌... , https://udn.com/news/story/7324/7123765?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:06:50 , udn , 超屁白汪欺負小奶貓！虎媽爆氣偷襲要害「一拳直接攻蛋」 牠瞬間腿軟求饒 , https://udn.com/news/story/7470/7122834?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:07:00 , udn , 大陸社群平台微博近日流傳一段影片，內容是有隻貪玩小狗狗在公園裡看見有隻小奶貓獨自在長椅上，一時玩心起的牠直接撲向人家狂咬猛親，一旁奶貓媽媽見狀氣得直接朝著狗狗的重要部位「偷襲狂抓」，「超狂虎媽」模樣意外在網路上引發熱議。 , https://udn.com/news/story/7470/7122834?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:07:21 , udn , 宜蘭沒有「50嵐」…全因老闆感情問題？ 官網曝真相 , https://udn.com/news/story/120911/7123713?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:07:31 , udn , 台灣手搖飲料品牌眾多，還有不少網紅、藝人自創品牌搶食商機大餅，老字號50嵐手搖飲仍然屹立不搖，仍是許多人心中的最愛。有網友好奇「為什麼50嵐不在宜蘭開店？」對於這個問題，早前50嵐官網就已給了答案──「代理公司」問題。 , https://udn.com/news/story/120911/7123713?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:07:52 , udn , 竹東客家文化大禾埕獲中央補助 圖書館1.7億二期討論 , https://udn.com/news/story/7324/7123759?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:08:02 , udn , 新竹縣政府積極打造竹東客家文化大禾埕，近期計畫獲客家委員會匡列補助4億6千多萬元，將打造全國首座以客家音樂文化為主題的大... , https://udn.com/news/story/7324/7123759?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:08:23 , udn , 羨慕台南車友！ZIV運動眼鏡全台首店進駐將軍區 複合式型態免費提供多項服務 , https://udn.com/news/story/7266/7123758?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:08:33 , udn , 好羨慕台南人！ZIV運動眼鏡首家直營門市，就進駐於當地的將軍區的自行車道旁，以複合式型態經營，除了專業眼鏡產品，更是車友們在騎行中途休憩的最佳去處。ZIV將免費提供飲用水補給、單車用鎖頭、打氣筒和單車相關工具，給予車友和旅客們優質的服務和設施。 , https://udn.com/news/story/7266/7123758?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:08:54 , udn , 00878「零成本」存股需多少時間？ 他推估：要花費12年半 , https://udn.com/news/story/123006/7123574?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:09:04 , udn , 常常聽人說，存股是一種信仰，但要有堅定不移的精神，確實很困難啊！

YouTube頻道《陳愉昇股市經驗談》分享，怎麼計算自己存的這檔ETF或金融股，多久才可以實現零成本存股呢？且其實零成本存股其實有許多迷思，有些地方是投資人要特別去注意的。 , https://udn.com/news/story/123006/7123574?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:09:25 , udn , Google Cloud 為 Web3 新創公司推出全新計畫與支援 , https://udn.com/news/story/7240/7123754?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:09:35 , udn , Google提供資源贊助新創，參與Web3領域。Google Cloud 台灣總經理謝良承在官方部落格中指出，為讓 We... , https://udn.com/news/story/7240/7123754?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:09:56 , udn , 拜登釋3分鐘影片宣布競選連任 美國選民反應兩極 , https://udn.com/news/story/6813/7123749?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:10:06 , udn , 美國總統拜登在2020年大選拿下8100萬張選票，刷新前總統歐巴馬所創的得票紀錄，儘管如此，許多支持者仍不確定是否要讓高... , https://udn.com/news/story/6813/7123749?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:10:27 , udn , NBA／豪華快艇年年因傷沉船 喬治很沮喪：這不是我來的目的 , https://udn.com/news/story/7002/7123690?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:10:37 , udn , 自雷納德（Kawhi Leonard）和喬治（Paul George）加盟以來，快艇隊年年被視為冠軍熱門，卻也屢屢遭傷病拖累。本季，球隊再度因傷兵問題處於淘汰邊緣，首輪季後賽以1：3落後太陽，讓喬治忍 , https://udn.com/news/story/7002/7123690?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:10:58 , udn , 柯基緝毒犬與同伴一起訓練！超低底盤「起立趴下高度一樣」認真完成每個動作 , https://udn.com/news/story/7470/7123347?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:11:09 , udn , 大陸社群平台微博日前流傳一段影片，內容是有隻柯基緝毒犬在接受日常訓練時畫風與一旁兇猛夥伴相差甚遠，且因為體型、腿長關係，站立跟趴下的高度幾乎沒有差別，專注真摯的眼神與可愛外表融化不少人的心。 , https://udn.com/news/story/7470/7123347?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:13:32 , udn , 台中「市31」BOT開發案 統一集團取得最優投資申請人 , https://udn.com/news/story/7241/7123738?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:13:42 , udn , 備受矚目的台中市11期重劃區「市31」BOT開發案，在冠德建設（2520）旗下環球購物中心二年前宣布棄標後，台中市政府重... , https://udn.com/news/story/7241/7123738?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:15:17 , udn , 馬英九去希臘被改頭銜 陳建仁：大部分人會取消演講 , https://udn.com/news/story/6656/7123793?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:15:28 , udn , 針對前總統馬英九赴希臘參加德爾菲經濟論壇，頭銜被改為台北前領袖，行政院長陳建仁今天上午受訪時表示，這是極大不禮貌不尊重，... , https://udn.com/news/story/6656/7123793?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:15:35 , udn , 升息末端 法人：布局新興短債享甜頭 , https://udn.com/news/story/7239/7123736?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:15:45 , udn , 台新投信表示，在中國大陸開放邊境與美國聯準會(Fed)已接近升息終點的樂觀情緒所帶動下，今年以來，新興市場企業債已表現亮... , https://udn.com/news/story/7239/7123736?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:15:48 , udn , 足球／C羅與喬治娜7年感情驚傳生變 因不滿女友做這件事？ , https://udn.com/news/story/7005/7123689?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:15:59 , udn , 葡萄牙足球巨星C羅（Cristiano Ronaldo）過去不僅在場上呼風喚雨，場外情史也相當豐富。2016年他和喬治娜（Georgina Rodriguez）交往後變得相當專情，但近期有消息指出，兩 , https://udn.com/news/story/7005/7123689?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:16:19 , udn , MLB／光芒隊開季主場14連勝被太空人中斷 仍寫百年紀錄 , https://udn.com/news/story/6999/7123779?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:16:30 , udn , 光芒隊開季主場14連勝紀錄今天中斷，太空人隊靠著賈西亞（Luis García）先發6局無失分壓制下，在純品康納棒球場以... , https://udn.com/news/story/6999/7123779?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:16:50 , udn , 大狗剛從麻醉醒來還在ㄎ一ㄤ！「拳擊手靈魂上身」雙眼呆滯狂對空氣出拳 , https://udn.com/news/story/7470/7122533?from=udn-ch1_breaknews-1-0-news
2023-04-26 11:17:01 , udn , 國外有名飼主日前在社群平台抖音上分享一段影片，拍下愛犬前陣子動完手術剛從麻醉中醒來後，神智不清的同時雙手完全沒閒著，不斷往空氣「出拳攻擊」一秒拳擊手上身，與呆滯的表情形成對比，可愛模樣讓牠在網路上擄獲不少網友的心。 , https://udn.com/news/story/7470/7122533?from=udn-ch1_breaknews-1-0-news
