2023-03-07 00:00:06 , udn , 美股道瓊早盤上漲0.2% 市場靜待重要數據和鮑爾證詞 , https://udn.com/news/story/6811/7013321?from=udn-ch1_breaknews-1-0-news
2023-03-07 11:59:48 , udn , 65年來沒搬過家…如今漲幅超過3倍！巴菲特買早餐只有3選擇 絕不超過這價格 , https://udn.com/news/story/6811/7014058?from=udn-ch1_breaknews-1-0-news
2023-03-07 11:59:59 , udn , 投資界的傳奇股神巴菲特（Warren Buffett）身價逾千億美元，除了靠精準的投資眼光之外，他更以節儉生活著稱。 , https://udn.com/news/story/6811/7014058?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:00:05 , udn , 329檔期商辦大爆發 住宅退燒推案量萎縮至6400億 , https://udn.com/news/story/7241/7014105?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:00:16 , udn , 數字科技旗下591新建案統計六都、新竹縣市329檔期推案狀況，在商辦供給量爆發、住宅指標案撐場下，總銷金額爆出逾8千億元... , https://udn.com/news/story/7241/7014105?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:00:36 , udn , 經典賽／李維拉暢談心路歷程 稱卡特球是上帝的恩典  , https://udn.com/news/story/10785/7014100?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:00:46 , udn , 生涯13度入選明星賽、5度拿下世界大賽冠軍的前紐約洋基守護神李維拉（Mariano Rivera），近日受邀來台擔任中國... , https://udn.com/news/story/10785/7014100?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:01:07 , udn , 陳建仁：明年努力編列1,000億預算撥補勞保 , https://udn.com/news/story/7238/7014099?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:01:17 , udn , 行政院長陳建仁今（7）日前往立法院進行施政方針及施政報告並備詢，會中民進黨立委郭國文提問，有關勞保撥補相關議題，陳建仁表... , https://udn.com/news/story/7238/7014099?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:01:38 , udn , 影／酒空？桃園男清早喧鬧揮傘、噴髒話 警亮甩棍秒慫 , https://udn.com/news/story/7320/7014097?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:01:48 , udn , 桃園市蘆竹區上興路一帶居民今清早被喧鬧聲吵醒，一名酒醉男子搭朋友轎車回家，途中發生車禍，他不斷靠近大竹派出所員警，無視勸... , https://udn.com/news/story/7320/7014097?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:01:50 , udn , 聯電營收探22個月低點 股價這樣表現 , https://udn.com/news/story/7253/7014045?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:02:01 , udn , 聯電（2303）2月合併營收為169.31億元，下探近22個月低點，月減13.56%，也比去年同期衰退18.64%。聯電... , https://udn.com/news/story/7253/7014045?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:02:09 , udn , NBA／威廉斯錯失關鍵罰球 米契爾飆40分助騎士逆轉綠衫軍 , https://udn.com/news/story/7002/7014071?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:02:19 , udn , 一度在比賽中領先15分的塞爾蒂克，在比賽後段遭手到騎士的強力反撲，優勢逐步消耗殆盡，而原本球隊更有機會在正規時間結束前透過罰球終結比賽，但G.威廉斯（Grant Williams）卻是兩罰落空。
 , https://udn.com/news/story/7002/7014071?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:02:32 , udn , 美國報稅季2月中開跑 資誠：掌握三點可扣抵稅額 , https://udn.com/news/story/7238/7014134?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:02:43 , udn , 2022年度美國報稅季於2023年2月中旬開始，擁有美國公民、綠卡持有者，或是美國稅務居民的納稅義務人，最關心的議題包括... , https://udn.com/news/story/7238/7014134?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:03:03 , udn , 日媒稱受訪者不代表社方立場 邱國正：這是責任問題 , https://udn.com/news/story/10930/7014127?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:03:13 , udn , 日本經濟新聞日前報導台灣九成退役軍官到大陸賣情報牟利，我方各界表達抗議，駐日代表處也前往遞交文書要求平衡報導，今天日經在... , https://udn.com/news/story/10930/7014127?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:03:34 , udn , 超商店員不菸不酒患患鼻咽癌4期 放化療2個月腫瘤不見了 , https://udn.com/news/story/7266/7014124?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:03:44 , udn , 在超商工作的50歲江姓男子常日夜顛倒、超時工作，自覺身體硬朗，且不菸不酒，對於脖子出現不痛的腫塊，且嗅覺怪怪的，聞不太到... , https://udn.com/news/story/7266/7014124?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:04:05 , udn , 影／不滿日媒抹黑 退伍軍人嗆「總統豈不是共諜頭子」 , https://udn.com/news/story/6656/7014111?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:04:15 , udn , 日本媒體報導「台灣九成退伍軍官是共諜」引發高雄退役軍人不滿，一群陸軍官校專修班校友會成員今早前往日本交流協會高雄事務所抗... , https://udn.com/news/story/6656/7014111?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:04:35 , udn , 馬祖終於有網路了！中華電信提前完成台馬微波擴建工程 , https://udn.com/news/story/7240/7014106?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:04:41 , udn , CSD中衛75周年春酒宴 將舉辦盛大時尚白色派對 , https://udn.com/news/story/7241/7014065?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:04:46 , udn , 馬祖海底電纜自2月8日中斷至今，馬祖居民終於能使用行動上網、寬頻上網功能。中華電信表示，在228連假加緊趕工下，原預計3... , https://udn.com/news/story/7240/7014106?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:04:51 , udn , 台灣醫材廠始祖「CSD中衛」歡慶75周年，將於本月10日盛大舉辦「白色派對春酒宴」，席開42桌宴請員工、客戶與廠商。有趣... , https://udn.com/news/story/7241/7014065?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:05:31 , udn , 00878配息會被金融股拖累？專家曝：「選股邏輯」才是重點 , https://udn.com/news/story/123006/7013711?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:05:42 , udn , 為什麼會拿金融股來講00878？因為00878是高股息ETF，以組成的成分股來看，持有金融股的比例是相對偏高的。(現在大約是26%左右) , https://udn.com/news/story/123006/7013711?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:06:02 , udn , 奈良美智「朦朧潮濕的一天」10年巡展 蔡總統留言促成機緣 , https://udn.com/news/story/7270/7013784?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:06:13 , udn , 日本藝術家奈良美智畫作「朦朧潮濕的一天」今年起將於台灣巡展10年。巡展計畫「跟著朦朧潮濕的一天去旅行」由文總主辦，秘書長... , https://udn.com/news/story/7270/7013784?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:06:33 , udn , 超陰森...這個麥當勞叔叔不好惹？網笑翻：一言不合就請你吃薯條 , https://udn.com/news/story/120911/7013927?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:06:44 , udn , 麥當勞陪伴很多人長大，麥當勞叔叔也是很多人童年的重要回憶。有網友在臉書社團路賞觀察學院分享了一張「不一樣的」麥當勞叔叔照片，笑稱「這叔叔…好像有點不好惹」。 , https://udn.com/news/story/120911/7013927?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:07:04 , udn , Jodo！啵啵椅一鍵自動充氣 隨身沙發陪你上山下海 , https://udn.com/news/story/7270/7012534?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:07:14 , udn , 21 世紀可以把沙發帶出家門了 — Jodo！啵啵椅突破市面充氣用具的設計思維，一鍵按下立刻自動充氣，免工具、免插線、免流汗，只需要 90 秒就能立刻成形，隨時隨地都能立即躺下耍費，你的「隨身個人專屬沙發」就此誕生！ , https://udn.com/news/story/7270/7012534?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:08:05 , udn , 超商店員不菸不酒患鼻咽癌4期 放化療2個月腫瘤不見了 , https://udn.com/news/story/7266/7014124?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:08:32 , udn , 曾批日媒「放他Ｘ的屁」馮世寬：至少我講的話它聽到了 , https://udn.com/news/story/6656/7014153?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:08:42 , udn , 日經新聞報導指台灣有9成軍官退伍後赴中國大陸賣情報牟利，日經新聞今刊登聲明，澄清報導不代表社方立場，對造成困擾表達遺憾。... , https://udn.com/news/story/6656/7014153?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:09:03 , udn , 像電影情節！男子企圖開緊急出口與攻擊空服員 挺身而出乘客還原經過 , https://udn.com/news/story/6813/7014151?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:09:13 , udn , 美國ABC新聞6日報導，聯合航空日前發生一名乘客因涉嫌試圖打開飛機緊急出口艙門與試圖刺傷空服員而被捕，機上一名乘客則跟記... , https://udn.com/news/story/6813/7014151?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:09:34 , udn , 買家豪擲2.4億 高雄岡山３間連棟店面一次打包 , https://udn.com/news/story/7241/7014149?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:09:44 , udn , 房市漸冷卻，房仲業發現仍有投資人逆勢操作，去年底有買家在高雄岡山區中山北路一口氣買下同排三間連棟透天店，各以總價5800... , https://udn.com/news/story/7241/7014149?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:10:04 , udn , 影／推「都更5箭」 蔣萬安：加速台北都更及危老重建 , https://udn.com/news/story/7323/7014148?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:10:15 , udn , 台北市長蔣萬安今天上午召開「都更5箭台北無限TAIPEI ON THE WAY」記者會，親自宣布都更5箭行動自即日起正式... , https://udn.com/news/story/7323/7014148?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:10:35 , udn , 燈會結束中央公園燈區未開放 中市府：3月底規劃再展 , https://udn.com/news/story/7324/7014140?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:10:46 , udn , 中台灣元宵燈會今年首度在台中市中央公園舉行，為期9天的燈會，吸引賞燈人潮。有市民向本報反映，指燈會已落幕逾20天，但仍有... , https://udn.com/news/story/7324/7014140?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:11:06 , udn , 2次無照執行獸醫業務 新北動物醫院廢照 , https://udn.com/news/story/7323/7014142?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:11:16 , udn , 新北市板橋區某動物醫院醫事助理，去年9月遭檢舉雖未取得獸醫師資格但仍進行獸醫師業務，新北市動保處依獸醫師法處10萬元罰鍰... , https://udn.com/news/story/7323/7014142?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:11:33 , udn , 烏克蘭芭蕾演出全新舞碼「戰時輓歌」 向烏克蘭人民致敬 , https://udn.com/news/story/7270/7013831?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:11:43 , udn , 烏克蘭聯合芭蕾舞團集結了一群因烏俄戰爭而流離失所的頂尖芭蕾舞者，他們在荷蘭海牙落腳，並重拾舞鞋、恢復日常訓練，透過一次又一次的舞台演出，傳達烏克蘭文化精神及和平訴求。四月底在台灣的演出，將表演當代最偉大編舞家拉特曼斯基因烏俄戰爭所創作的全新舞作《戰時輓歌》。 , https://udn.com/news/story/7270/7013831?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:14:32 , udn , 高股息ETF表格／00878與0056績效PK！ 00713更強以「黑馬之姿」來襲 , https://udn.com/news/story/123006/7013762?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:14:42 , udn , 理財達人摳摳（懶錢包Lazywallet）在Youtube頻道上分享，台灣高股息ETF兩大人氣王，元大高股息（0056）對決國泰永續高股息（00878）該怎麼選呢？去年改制季配息的元大台灣高息低波（00713）則以黑馬之姿強勢來襲！ , https://udn.com/news/story/123006/7013762?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:15:03 , udn , 寒旱害釀逾7成硬質玉米欠收 農委會、中市府啟天災補助 , https://udn.com/news/story/7266/7014167?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:15:13 , udn , 台中市種植硬質玉米共有26.7公頃，但受去年9、10月乾旱、今年1月下旬寒害，致玉米受損欠收，面積達約20公頃，受損率近... , https://udn.com/news/story/7266/7014167?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:15:34 , udn , 反對後龍北勢溪親水廊道設置太陽能 今二次說明會流產 , https://udn.com/news/story/7324/7014166?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:15:44 , udn , 苗栗縣政府規畫在後龍鎮高鐵特區的北勢溪親水廊道建置太陽能光電設施爭議，地方一面倒堅決反對到底而停擺。今天上午10點，縣府... , https://udn.com/news/story/7324/7014166?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:16:05 , udn , 微型創業鳳凰貸款3種人有福 可申請最高200萬創業貸款 , https://udn.com/news/story/7241/7014165?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:16:15 , udn , 為鼓勵女性創業，勞動力發展署桃竹苗分署推動「微型創業鳳凰貸款」提供成年至65歲女性、成年至65歲設籍離島居民及年滿45至... , https://udn.com/news/story/7241/7014165?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:17:31 , udn , 又菸又酒嚼檳榔 頭頸腫瘤病友心聲「能吃一碗滷肉飯都好」 , https://udn.com/news/story/7266/7014172?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:17:42 , udn , 屏東榮總日前舉辦頭頸癌病友分享會，其中一名病友過去又菸又酒還嚼檳榔，口腔長出惡性腫瘤，術後兩周需透過鼻胃管進食，「能吃一... , https://udn.com/news/story/7266/7014172?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:18:02 , udn , 北部枯水期桃竹啟動抗旱 竹科部署抗旱自主節水5% , https://udn.com/news/story/7266/7014173?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:18:13 , udn , 南部水情持續吃緊，北部地區今年來降雨偏少，水利署北區水資源局今天上午表示，統計2月分石門水庫及新竹寶二水庫降雨，發現兩個... , https://udn.com/news/story/7266/7014173?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:20:42 , udn , 明天請早 傳統市場雞蛋限購 「盡量讓大家都能買到」 , https://udn.com/news/story/7266/7014196?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:20:53 , udn , 蛋價漲價3元，雞蛋批發價從52元漲為55元，產地價本周四(9日)起，從每台斤42.5元漲到45.5元，但因為供給大過需求... , https://udn.com/news/story/7266/7014196?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:21:13 , udn , 秦剛談「戰狼外交」 中國的外交官必須與狼共舞、保家衛國 , https://udn.com/news/story/7331/7014188?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:21:24 , udn , 大陸外交部長秦剛今天談到「戰狼外交」時表示，中國外交有足夠的厚道與善意，但當豺狼當道、餓狼來襲時，中國的外交官必須與狼共... , https://udn.com/news/story/7331/7014188?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:21:44 , udn , 盤點秋冬四款IT包Burberry、Balenciaga…你愛哪一枚？ , https://udn.com/news/story/7270/7014187?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:21:54 , udn , 2023年的倫敦、米蘭秋冬時裝秀已然結束，而巴黎時裝周也將在明日劃下句點。這次我們盤點了四枚將成為2023秋冬必備的亮點... , https://udn.com/news/story/7270/7014187?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:22:15 , udn , 「保險金信託」為何很重要？ 讓退休保障更加分 , https://udn.com/news/story/7239/7014185?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:22:25 , udn , 近年在金管會的「信託2.0」政策推動下，信託商品變得更多元，可配合人生各階段需求，發展出跨業結盟的生態圈創新服務。 , https://udn.com/news/story/7239/7014185?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:22:46 , udn , 大學撤除吸菸區　學生團體：癮君子轉地下化、更難管理 , https://udn.com/news/story/6885/7014180?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:22:56 , udn , 配合菸害防制法，教育部要求大學於二月底前撤除大專校院內所有吸菸區。學生團體台灣學生聯合會今（3/7）於教育部前召開記者會... , https://udn.com/news/story/6885/7014180?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:23:17 , udn , 花蓮市地標「石來運轉」整修 預計4月底完工 , https://udn.com/news/story/7328/7014181?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:23:27 , udn , 花蓮市地標「石來運轉」噴泉廣場因年久失修，自去年11月起，市公所編列1千多萬元預算，進行石球打磨、基座清洗及修繕整體噴泉... , https://udn.com/news/story/7328/7014181?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:23:47 , udn , 黃越宏指邱太三為妻關說賠80萬 涉公益判在聯合報刊啟示 , https://udn.com/news/story/7321/7014186?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:23:58 , udn , 大陸委員會主委邱太三被法治時報社社長黃越宏指妻子宋富美申請回任法官「是為了司法官的年金而回」，且向司法院關說，邱自訴誹謗... , https://udn.com/news/story/7321/7014186?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:24:18 , udn , 免靠Apple Watch測睡眠品質？蘋果專利曝這1物可「隔空監測」身體狀況 , https://udn.com/news/story/122659/7014157?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:24:29 , udn , 不少大廠的穿戴裝置可以監測自己的睡眠品質，不過你知道又有新方法可以「隔空監測」嗎？蘋果（Apple）傳出可能用無線的方法，透過iPhone就可以接受到睡眠數據。 , https://udn.com/news/story/122659/7014157?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:24:49 , udn , 新北劃4處更新地區、提都更專案 加速老舊市場更新改建 , https://udn.com/news/story/7323/7014178?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:24:59 , udn , 老舊市場都更不易，新北市城鄉局針對三重、永和共4處市場劃定更新地區，提出都更誘因，加速市場改建外，另也提出「民有市場活化... , https://udn.com/news/story/7323/7014178?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:25:20 , udn , 基隆捷運負擔暴增 謝國樑嗆門都沒有 蔣萬安今也回應了 , https://udn.com/news/story/123413/7014175?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:25:30 , udn , 基隆捷運經費暴增到697億，基隆市負擔額從17.7億暴增到53.86億，市長謝國樑昨大動作召開記者會希望比照機捷由中央全... , https://udn.com/news/story/123413/7014175?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:26:53 , udn , 迎戰經典 中華隊全方位戰力解密 , https://udn.com/news/story/122629/7012567?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:27:03 , udn , 【撰文・鍾亞芳】

相隔6年經典賽重燃戰火，中華隊集結各隊好手，教練團更是星光熠熠，過去在國際賽留下輝煌戰果，陳容大換血，充滿活力、拚勁，煥然一新中華隊，集訓期間產生令人期待化學效應。
統一7- , https://udn.com/news/story/122629/7012567?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:27:23 , udn , 各國推「15分鐘城市」就近滿足生活所需 為何會扯上獨裁陰謀論？ , https://udn.com/news/story/6809/7011482?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:27:34 , udn , 在新冠疫情過後，「15分鐘城市」(15-minute cities)概念更加盛行，目標是在城市裡提供各種便利設施，創造出一種生活環境，讓居民能在15分鐘內就近滿足購物、就學、醫療，甚至工作等基本需求，不論是徒步、騎自行車或搭大眾交通工具。但在西方國家，不是人人都贊成，有人認為這限制了開車的自由，極右派懷疑這是政府意圖封城的第一步，甚至有陰謀論指稱是國際社會主義者的陰謀，意圖建立「統一的世界政府」，為什麼？ , https://udn.com/news/story/6809/7011482?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:27:54 , udn , 響應38婦女節 新北市圖力推系列講座、瑜珈課 , https://udn.com/news/story/7323/7014210?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:28:04 , udn , 為響應38婦女節，新北市立圖書館從3月8日至19日止推出「Gender好日」閱讀活動，透過系列性別關係講座、職業×性別論... , https://udn.com/news/story/7323/7014210?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:28:25 , udn , IDS潛艦驗收商機可期「潛艦國造法律諮詢」4160元決標 , https://udn.com/news/story/10930/7014209?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:28:35 , udn , 海軍司令部今日發布「潛艦國造法律諮詢」決標案，軍方為此案原準備194萬6880元預算，經以最低標方式，由安信商務法律事務... , https://udn.com/news/story/10930/7014209?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:28:56 , udn , 經典賽／巴台之戰支持誰 李維拉：希望有一場好比賽 , https://udn.com/news/story/10785/7014201?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:29:06 , udn , 前洋基守護神李維拉近日受邀來台擔任經典賽中華隊與巴拿馬之戰的開球嘉賓（Mariano Rivera），在今天出席記者會被... , https://udn.com/news/story/10785/7014201?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:29:26 , udn , NBA／巴特勒聯手板凳暴徒飆分 熱火主場逆轉老鷹 , https://udn.com/news/story/7002/7014184?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:29:37 , udn , 前天才在自家力退老鷹的熱火，今天又在主場迎戰同一個對手。熱火雖然首節被老鷹狂轟43分，一度陷入15分落後局面，但仍然在比賽後段重整旗鼓，第四節最後時刻打出12比5的攻勢，取得重要領先。最終，熱火再以1 , https://udn.com/news/story/7002/7014184?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:29:52 , udn , MLB／紅襪透納挨臉部觸身球濺血！去醫院縫了16針  , https://udn.com/news/story/6999/7014200?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:29:57 , udn , 寶二水庫暫無缺水危機 較年均高出逾1成蓄水量 , https://udn.com/news/story/7266/7014198?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:30:03 , udn , 前明星三壘手透納（Justin Turner）本季轉戰紅襪隊，他今天在熱身賽面對老虎隊時，慘遭臉部觸身球擊中臉，當場倒地且血流不止，他隨後也離開球場，前往醫院治療，總共縫了16針。

此戰1局下老 , https://udn.com/news/story/6999/7014200?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:30:08 , udn , 南台灣水情吃緊，連帶影響竹科供水信心，昨科管局宣布園區用水大戶啟動自主節水5％，讓外界擔心竹科用水是否也跟著吃緊，北水局... , https://udn.com/news/story/7266/7014198?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:30:23 , udn , 屏東大鵬灣帆船生活節下月登場 上網票選有機會獲500元禮券 , https://udn.com/news/story/7327/7014214?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:30:33 , udn , 結合運動賽事、水上活動與在地觀光的屏東「大鵬灣帆船生活節」下月登場，交通部航港局與鵬管處合推遊艇、帆船遊程短影音競賽為活... , https://udn.com/news/story/7327/7014214?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:30:54 , udn , 供蛋出問題未請中央幫忙 民眾黨團轟蔣市府失靈 , https://udn.com/news/story/6656/7014227?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:31:04 , udn , 台北市缺蛋問題嚴重，台北市議會民眾黨團今舉辦記者會，批評蔣市府沒有做為，還被發現3月1日向市府索資，3月2日才發文請農委... , https://udn.com/news/story/6656/7014227?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:31:25 , udn , 缺蛋價漲未見物價小組開會？ 蔣萬安：有掌握物價避免囤積 , https://udn.com/news/story/6656/7014228?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:31:35 , udn , 缺蛋引民怨，台北市民生物資蛋的庫存燈號持續紅黃燈，議員質疑，台北市至今未見物價平穩小組開會，市長蔣萬安上午出席都更五箭發... , https://udn.com/news/story/6656/7014228?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:31:56 , udn , 經典賽／迎戰WBC 中華隊全方位戰力解密 , https://udn.com/news/story/122629/7012567?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:33:30 , udn , 黃越宏指邱太三為妻關說賠80萬 涉公益判在聯合報刊啟事 , https://udn.com/news/story/7321/7014186?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:35:52 , udn , 陳其邁拜會日本自民黨核心幹部 感謝力挺台灣 , https://udn.com/news/story/6656/7014255?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:36:02 , udn , 高雄市長陳其邁率團訪日第3天，今早拜會自民黨核心幹部政調會長萩生田光一。陳其邁指出，萩生田會長多次力挺台灣，可說是台灣非... , https://udn.com/news/story/6656/7014255?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:36:23 , udn , 疫後民眾的健保卡變大花臉 醫師公會理事長籲別再貼了 , https://udn.com/news/story/7266/7014252?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:36:33 , udn , 新冠疫情已經緩解，但民眾的健保卡卻仍被許多的貼紙貼滿，不僅不美觀，連醫師都反映刷卡機已送修多次，還增加不必要的污染的風險... , https://udn.com/news/story/7266/7014252?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:36:53 , udn , 蔡英文將提新大法官 審薦小組由賴清德當召集人 , https://udn.com/news/story/6656/7014247?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:37:04 , udn , 總統府今天表示，蔡英文總統已核定成立「112年司法院大法官提名審薦小組」，審薦小組將協助總統提名4位大法官人選，咨請立法... , https://udn.com/news/story/6656/7014247?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:37:24 , udn , 數位雕塑師的職人路 入行關鍵培養耐心、觀察力與反覆練習 , https://udn.com/news/story/7314/7014246?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:37:35 , udn , 3D列印技術近年來發展迅速，受到全球關注，未來在各項領域的應用也是非常多元。奇實數位文創負責人萬仲瑋說用數位雕塑家來形容自己的工作更為貼切。 , https://udn.com/news/story/7314/7014246?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:38:57 , udn , 蛋價漲、物價漲 北市學校營養午餐開第一槍喊漲 , https://udn.com/news/story/6885/7014264?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:39:08 , udn , 疫情以來物價上漲，近期蛋價也飆漲，台北市營養午餐業者漸漸吃不消，如今已有三興國小午餐群組開出第一槍喊漲，其它區域也有多所... , https://udn.com/news/story/6885/7014264?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:39:28 , udn , 新冠疫苗接種率低於全國平均 鍾東錦當代言人接種第4劑 , https://udn.com/news/story/7324/7014265?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:39:38 , udn , 新冠肺炎疫情雖然趨緩，但迄今未止歇，苗栗縣近半年至少完成一劑追加劑的比率遠低於全國標準，縣府衛生局為降低感染可能導致的重... , https://udn.com/news/story/7324/7014265?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:40:29 , udn , 詐欺、住宅竊盜通緝犯路邊等公車 鷹眼警巡邏喝斥抓人 , https://udn.com/news/story/7320/7014261?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:40:40 , udn , 詐騙集團車手殷姓男子，去年台北市內湖區多處ATM提領不法現金，且涉當蜘蛛人犯下住宅竊盜案，今年1月初遭遭士林、新北地方法... , https://udn.com/news/story/7320/7014261?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:41:53 , udn , 國防院所長談賴清德參選高下立判 邱國正：絕對不合宜 , https://udn.com/news/story/6656/7014280?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:42:03 , udn , 國防安全研究院國安所所長沈明室日前接受節目專訪，大談民進黨主席賴清德在2024年的總統大選勝算很高，國防部長邱國正今天表... , https://udn.com/news/story/6656/7014280?from=udn-ch1_breaknews-1-0-news
2023-03-07 12:44:53 , udn , 不住宿方案來了！早上飛到名古屋深夜回國 快閃日本一日特別票價曝光 , https://udn.com/news/story/7266/7014242?from=udn-ch1_breaknews-1-0-news
