2023-04-24 00:02:57 , udn , 滑冰／世青賽明年2月小巨蛋登場 未來之星蔡玉鳳拚佳績 , https://udn.com/news/story/7005/7118387?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:12:46 , udn , 美參院情報委員會主席：密件查閱權應設限 , https://udn.com/news/story/6813/7118977?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:12:57 , udn , 美國參議院情報委員會主席華納今天談及近日嚴重洩密事件竟出自線上聊天群組時表示，太多人能接觸到美國政府的最高機密，應由一中... , https://udn.com/news/story/6813/7118977?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:13:00 , udn , 月薪8.5萬到蘭嶼鄉公所當「門神」 雇員貪汙罪判5年6月 , https://udn.com/news/story/7321/7118971?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:13:10 , udn , 鍾男為名碁工程公司負責人，為順利完成得標的蘭嶼工程案，2017年8月介紹公司潘姓職員，到蘭嶼鄉任約僱土木技士，協辦完成相... , https://udn.com/news/story/7321/7118971?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:13:17 , udn , 花蓮市中山、建國路口禁跨雙白線 3個月開罰2572件 , https://udn.com/news/story/7328/7119011?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:13:28 , udn , 花蓮市建國路與中山路口，經各界會勘建議後，去年底於路口畫設雙白線，禁止用路人臨時在路口變換車道並科技執法。由於外地遊客不... , https://udn.com/news/story/7328/7119011?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:13:31 , udn , 鶯歌老街停車場假日回堵變1線道 卓冠廷嘆陳年問題 , https://udn.com/news/story/7323/7118965?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:13:41 , udn , 新北市鶯歌老街是假日遊客造訪景點之一，但議員卓冠廷指出，停車場假日排隊大回堵是陳年問題，不見改善，甚至車輛為超車，跨越雙... , https://udn.com/news/story/7323/7118965?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:13:48 , udn , 黃喉貂出現特有雄性結盟 將增加成功獵食可能性 , https://udn.com/news/story/7325/7119010?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:14:02 , udn , 賴清德出席國家願景論壇 盼將論壇結論納入競選政見 , https://udn.com/news/story/123307/7118963?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:14:12 , udn , 副總統賴清德今天出席「挑戰2032：台灣國家願景系列論壇」，並與台灣智庫共同創辦人也是總統府秘書長林佳龍、台灣智庫榮譽董... , https://udn.com/news/story/123307/7118963?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:14:33 , udn , 有錢人才在台灣玩？旅館房價年漲11% 這區平均一晚1.5萬 , https://udn.com/news/story/7241/7118962?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:14:43 , udn , 報復性旅遊讓觀光業一飛衝天，據觀光局資料，去年全台旅館平均房價每晚4,195元，年成長11%，其中南投縣旅館平均要價1萬... , https://udn.com/news/story/7241/7118962?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:15:35 , udn , 2022年車輛油耗指南出爐 本田小客車、機車表現最省油 , https://udn.com/news/story/7238/7118957?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:15:45 , udn , 經濟部能源局為提供民眾選購高效率車輛的參考資料，今（24）日公布2022年「車輛油耗指南」。其中，小客車以本田公司生產之... , https://udn.com/news/story/7238/7118957?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:18:18 , udn , 藍：打詐國家隊淪詐騙集團 蔡政府成治安惡化最大元兇 , https://udn.com/news/story/6656/7119046?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:18:28 , udn , 國民黨上午記者會批評新北市發生治安狀況，民進黨政府甩鍋卸責地方政府，行政院長陳建仁忙著黨同伐異，攻擊地方首長。蔡政府任內... , https://udn.com/news/story/6656/7119046?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:18:49 , udn , 多元化垃圾處理第2期計畫 環署明年編9億升級地方處理廠 , https://udn.com/news/story/7266/7119042?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:18:59 , udn , 立法院社福及衛環委員會今邀請環保署報告「強化家戶與一般事業廢棄物管理因應作為」並備質詢，環保署報告時表示，去年全國家戶垃... , https://udn.com/news/story/7266/7119042?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:19:20 , udn , 工地灌漿驚見「長毛的石頭」下秒動起來！靠近發出啾啾聲 他急撈起揭真面目 , https://udn.com/news/story/7470/7118991?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:19:30 , udn , 路上看到石頭有時候不是石頭，而是需要救助的毛小孩。一名工人正在進行灌漿作業，結果在沒乾的水泥裡面發現一顆「長毛的石頭」，靠近一看才發現竟是一隻受困瀕死的浣熊，工人們嚇壞了趕緊想辦法將其救出。 , https://udn.com/news/story/7470/7118991?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:19:51 , udn , 尷尬婚禮！新娘新郎沒到場 父母致詞20秒即開酒席、原因心酸絕了 , https://udn.com/news/story/7335/7119020?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:20:02 , udn , 這個婚禮也太尷尬了吧？河南焦作市近日有一對新人舉行婚禮，然而過程相當離奇──新郎和新娘竟然都沒有出現，而新娘父母則「臨危受命」，走上台尷尬地致辭約20秒後，便即時下台開席。而新人缺席的理由… , https://udn.com/news/story/7335/7119020?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:20:22 , udn , 台中捷運明通車滿2周年免費一天 盧秀燕：歡迎坐車去玩 , https://udn.com/news/story/7325/7119039?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:20:33 , udn , 台中捷運明天通車滿2周年，市長盧秀燕上午提醒，只要持電子票證刷卡進站並比「YA」，即可免費搭乘，還有機會抽到日本來回機票... , https://udn.com/news/story/7325/7119039?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:20:53 , udn , 避免台中版費芯大戰  黃健豪：黨部找他和沈智慧明協調 , https://udn.com/news/story/123475/7119029?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:21:04 , udn , 台北市費芯大戰剛落幕，參與國民黨台中市第五選區（北屯、北區）立委初選的市議員黃健豪上午說，黨部明天會約他和同時參選的前立... , https://udn.com/news/story/123475/7119029?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:21:15 , udn , 桃園抓車禍肇逃獎金難申請 民代要求比照其他五都 , https://udn.com/news/story/7320/7119052?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:21:24 , udn , 退伍軍人組團參加大陸黃埔軍校校慶退輔會勸阻 , https://udn.com/news/story/10930/7119023?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:21:26 , udn , 車禍影像常是釐清車禍原因及責任的重要證據之一，目前六都除桃園外，皆有制定提供車禍影像的獎勵措施，民眾若提供行車影像協助釐... , https://udn.com/news/story/7320/7119052?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:21:35 , udn , 退輔會副主委李文忠上午表示，國內有某軍專修班組團6月到對岸參與黃埔軍校校慶活動，同時舉行黃埔同學會聯誼，同行應有退將，他... , https://udn.com/news/story/10930/7119023?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:21:55 , udn , 會面李顯龍？ 侯友宜：對新加坡安排心存感激 , https://udn.com/news/story/123307/7119024?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:22:06 , udn , 新北市長侯友宜在新加坡時疑似有與星國總理李顯龍會面，侯友宜昨日對此笑而不答，外界關注是否為真。侯今早表示，尊重新加坡，也... , https://udn.com/news/story/123307/7119024?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:22:57 , udn , 韓觀光股連三日下挫 市場憂總統涉台言論影響對陸關係 , https://udn.com/news/story/6809/7119013?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:23:07 , udn , 南韓觀光類股連續三天下跌，投資人擔心南韓總統尹錫悅有關台灣的言論影響對中國大陸的關係。 , https://udn.com/news/story/6809/7119013?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:24:29 , udn , 黃喉貂出現特有「雄性結盟」 將增加成功獵食可能性 , https://udn.com/news/story/7470/7119010?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:24:40 , udn , 黃喉貂是玉山國家公園的常見動物，主要分布在中海拔至高海拔3000 公尺的森林與邊緣，常見於塔塔加地區、排雲山莊、瓦拉米步... , https://udn.com/news/story/7470/7119010?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:25:00 , udn , 影／涉賣大麻台中出庭 Toyz提醒「邊緣人」：犯案真的會被關 , https://udn.com/news/story/7321/7119007?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:25:11 , udn , 電競好手、網遊實況主劉偉健（Toyz）販賣大麻菸彈，去年底一審判劉4年2月徒刑，劉上訴台中高分院，劉今早到台中高分院出庭... , https://udn.com/news/story/7321/7119007?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:25:31 , udn , 缺電日益嚴重 立委質疑能源轉型糖衣包裹綠金 , https://udn.com/news/story/6656/7119008?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:25:42 , udn , 民眾黨立委賴香伶今天指出，國內用電需求增加，政府只能以綠電追趕越發嚴峻的用電需求，昂貴的綠電到底是政策性放任，還是結構上... , https://udn.com/news/story/6656/7119008?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:27:04 , udn , 商務旅行難返疫情前水準 企業大砍出差人數與頻率 , https://udn.com/news/story/6811/7119002?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:27:14 , udn , 最新的研究報告顯示，大手筆支出讓員工出差的做法不會再恢復到往昔的一般水準了。 , https://udn.com/news/story/6811/7119002?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:27:17 , udn , 7-ELEVEN第6,711店千塘門市開幕 消費滿額抽百萬精品包 , https://udn.com/news/story/7270/7119083?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:27:28 , udn , 是超商還是百貨？統一企業集團台灣7-ELEVEN第6,711店「千塘門市」將於4月29日正式開幕，門市外觀設計以「綠芽」... , https://udn.com/news/story/7270/7119083?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:27:48 , udn , 經典賽「無名之輩」到荷蘭殺手 吳哲源闖出逆襲英雄路 , https://udn.com/news/story/122629/7106142?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:27:59 , udn , 【撰文・鄧心瑜】
經典賽中華隊對戰荷蘭之戰，3局上兩人出局吳哲源登板，洲際棒球場響起出場曲〈無名之輩〉，「不覺得這首歌很適合我嗎？跟我的人生很像，從沒人認識，默默努力、耕耘，現在終於有一點收穫。」最 , https://udn.com/news/story/122629/7106142?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:28:20 , udn , 王鴻薇揭合庫AMC黑幕 大改內規七成放款集中高雄 , https://udn.com/news/story/6656/7119076?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:28:30 , udn , 國民黨立委王鴻薇說，合庫AMC在蔡見興上任董事長後，承做都市更新及危老代墊款業務，修改業務內規渉嫌放水。莊姓地方人士案、... , https://udn.com/news/story/6656/7119076?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:28:51 , udn , MLB／達比修有終於奪本季首勝 抽筋不影響墨西哥戰擔任先發 , https://udn.com/news/story/6999/7119041?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:29:01 , udn , 教士隊日籍強投達比修有終於擺脫悲情，今天面對響尾蛇隊主投5.2局僅失1分，幫助教士以7：5獲勝，達比修也收下個人本季首勝。

教士首局就進占滿壘，柯朗沃斯（Jake Cronenworth）擊出高 , https://udn.com/news/story/6999/7119041?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:29:22 , udn , 手機有468送海膽湯！王品5品牌優惠　免費送烤蝦、蛋糕 , https://udn.com/news/story/7270/7119073?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:29:32 , udn , 為慶祝母親節，王品集結旗下「陶板屋」、「品田牧場」、「藝奇」、「初瓦」等4個日韓品牌，限時推出「滿500送千元加菜券」的... , https://udn.com/news/story/7270/7119073?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:29:53 , udn , 台南分署首次拍賣虛擬貨幣 5月2日泰達幣3萬多顆競標 , https://udn.com/news/story/7321/7119064?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:30:03 , udn , 台南地檢署偵辦林姓男子所屬詐欺集團涉組織犯罪防制條例、洗錢防制法等案，查扣虛擬貨幣泰達幣3萬1355顆不法所得，囑託行政... , https://udn.com/news/story/7321/7119064?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:30:24 , udn , 山羌闖教室 早自習學生驚訝 一路亂竄 最後在廁所落網 , https://udn.com/news/story/7320/7119063?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:30:34 , udn , 基隆市百福國中今天出現不速之客，引發騷動。一隻山羌在早自習跑進教室，學生吃驚，山羌更是慌張亂竄，最後在女廁「落網」。基隆... , https://udn.com/news/story/7320/7119063?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:30:55 , udn , 中職／獅隊廟宇季連3年登場 錢母、刮刮樂送進場球迷 , https://udn.com/news/story/7001/7119062?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:31:05 , udn , 統一獅隊今年第三檔主題活動，由已經舉辦第3年廟宇季接力登場， 5月12到14日府城獅吼宮再現台南棒球場。今年將活動主題定... , https://udn.com/news/story/7001/7119062?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:31:26 , udn , 冰球／成隊16年寫新猷 中華隊奪成人世錦賽首金 , https://udn.com/news/story/7005/7119060?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:31:36 , udn , 我國冰球代表隊捷報頻傳，去年4月先打下U18世界冰球錦標賽第三級A組奪冠，今年首度挑戰U18世錦賽第二級就在B組打下銅牌... , https://udn.com/news/story/7005/7119060?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:31:57 , udn , 郭台銘爭取南部民代支持 侯友宜：同心齊力國家才安全 , https://udn.com/news/story/123307/7119059?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:32:08 , udn , 鴻海創辦人郭台銘為爭取國民黨總統提名，近期不斷與南部民代合作，外界認為新北市長侯友宜被綁在新北，相比之下有點吃虧。侯今回... , https://udn.com/news/story/123307/7119059?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:32:28 , udn , 寫下新紀錄！TAG Heuer聯手「子彈列車」名導、雷恩葛斯林  推出好萊塢動作喜劇 , https://udn.com/news/story/7270/7119054?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:32:39 , udn , 為了紀念旗下的Carrara系列腕表，推出60周年，瑞士鐘表品牌泰格豪雅（TAG Heuer）寫下新紀錄，攜手「子彈列車... , https://udn.com/news/story/7270/7119054?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:33:17 , udn , 國三少女愛上按摩師裸照外流 她的男同學也是受害者 , https://udn.com/news/story/7317/7119110?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:33:28 , udn , 高雄陳姓按摩師和國三少女交往又上床，結果陳男卻將女友裸照傳給少女男同學「炫耀」，陳男事後反悔，擔心男同學將裸照外流，改逼... , https://udn.com/news/story/7317/7119110?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:33:30 , udn , 2024基隆立委選舉 藍綠外這3人被點名 , https://udn.com/news/story/123475/7119048?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:33:40 , udn , 基隆市2024立委選舉國民黨、民進黨都面臨同志競爭局面。國民黨市議員林沛祥、何淑萍今天協商，若無人退讓將辦初選。民進黨市... , https://udn.com/news/story/123475/7119048?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:33:48 , udn , 再攻日本！南市鳳梨裝櫃下月還有2櫃 價格回穩 , https://udn.com/news/story/7326/7119102?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:33:59 , udn , 台南鳳梨再攻日本！今上午1只40呎貨櫃(15.6公噸)封櫃，預估8至9天可在日本上市，農業局說，南市鳳梨採收逾7成5，價... , https://udn.com/news/story/7326/7119102?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:34:19 , udn , 俄副總理：計劃在未來放棄使用美元和歐元 , https://udn.com/news/story/7333/7119101?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:34:30 , udn , 大陸網路媒體《觀察者網》引述俄羅斯媒體報導指出，俄羅斯副總理諾瓦克（Aleksandr Novak）22日表示，俄羅斯對... , https://udn.com/news/story/7333/7119101?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:34:50 , udn , 心肌梗塞！ 患者家屬憂經濟負擔 醫用心臟繞道手術救他 , https://udn.com/news/story/7324/7119100?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:35:01 , udn , 一位68歲鐵工上腹陣痛、噁心想吐，服用胃藥未緩解，後來工作時因呼吸困難全身無力而被送急診。澄清醫院中港院區心臟血管內科醫... , https://udn.com/news/story/7324/7119100?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:35:21 , udn , 林間駕駛沙灘車墜落兩米深邊溝 2女受傷1人骨盆破裂 , https://udn.com/news/story/7320/7119099?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:35:32 , udn , 屏東縣恆春警分局昨下午4點多接獲民眾報案，兩名遊客在車城鄉竹社社區駕駛沙灘車，摔落兩米深的邊溝，駕駛黃女、副駕駛座曾女身... , https://udn.com/news/story/7320/7119099?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:35:53 , udn , 亡羊補牢！揮發空汙管制草案修正 環團：改善幅度不足 , https://udn.com/news/story/7327/7119096?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:36:03 , udn , 高雄市從北至南諸多行政區都有大型石化廠，產出的揮發性有機物汙染問題，長年影響周邊居民身心健康，中央針對「揮發性有機物空氣... , https://udn.com/news/story/7327/7119096?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:36:17 , udn , 台南歷史建築忠靈塔基座遭塗鴉 休學男大生涉案遭法辦 , https://udn.com/news/story/7320/7119113?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:36:27 , udn , 22歲休學中傅姓男大學生，本月8日晚間台南市南區歷史建築忠靈塔玩滑板，涉嫌在白色基座遭塗鴉，員警巡邏發現後調閱監視錄影畫... , https://udn.com/news/story/7320/7119113?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:36:54 , udn , 退休年齡延後成趨勢 專家曝：不是所有工作都適合晚退休 , https://udn.com/news/story/6811/7114803?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:37:05 , udn , 幾歲退休最適合？各國普遍將退休年齡定為65歲以來，人類平均預期壽命增加16歲，加上少子化問題，在大缺工環境下，不少產業都呼籲政府延後退休年齡，站在經濟學角度看，延後法定退休年齡或許對大眾更有利，但晚退休對國民身心健康又有何影響？ , https://udn.com/news/story/6811/7114803?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:39:58 , udn , 山羌闖教室！慌張撞到早自習學生的腳 一路亂竄女廁落網 , https://udn.com/news/story/7470/7119063?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:45:17 , udn , 影／豐原后里長照機構預計明年底完工 陳建仁帶來長照大利多 , https://udn.com/news/story/7325/7119138?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:45:28 , udn , 衛福部豐原醫院附設后里長照機構今天動土，預計明年底完工，後年營運，行政院長陳建仁說，衛福部的醫院負責住宿型長照機構，豐原... , https://udn.com/news/story/7325/7119138?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:45:48 , udn , 李文忠說榮家蔣中正銅像有預防老人失智保存記憶功能 , https://udn.com/news/story/6656/7119137?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:45:59 , udn , 退輔會榮民之家保留蔣中正總統銅像，退輔會副主委李文忠上午表示，對榮家而言，這是預防老人失智，保存記憶的作法。退輔會將積極... , https://udn.com/news/story/6656/7119137?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:46:19 , udn , 台中市舊社托嬰中心揭幕 盧秀燕：2026年增至60座 , https://udn.com/news/story/7325/7119135?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:46:30 , udn , 台中市長盧秀燕上午為北屯舊社托嬰中心揭幕，她說，上任4年多來公托已由5座增至34座，第二任市長內要做「公托倍倍增」202... , https://udn.com/news/story/7325/7119135?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:46:50 , udn , 北歐簡約風！新竹縣府美食街重新亮相 自備碗筷可折5元 , https://udn.com/news/story/7324/7119134?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:47:01 , udn , 新竹縣政府前棟辦公大樓地下室空間翻修後，大幅改善明亮度與空間規劃，引入美食街，目前有4家進駐試營運，民眾若自備餐具碗筷可... , https://udn.com/news/story/7324/7119134?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:47:21 , udn , 石門水庫春雨挹注蓄水回到4成 供水南送新竹降至10萬 , https://udn.com/news/story/7324/7119123?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:47:32 , udn , 桃園市石門水庫最近春雨明顯降雨入帳，繼4月中旬水位跌至226公尺、蓄水率跌破40%，去年來最吃緊，春雨挹注5天來，石門水... , https://udn.com/news/story/7324/7119123?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:47:53 , udn , 他好奇有什麼國產貨品質「稱冠世界」？ 網讚原來不只台積電 , https://udn.com/news/story/7241/7118730?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:48:03 , udn , 台灣晶片代工、半導體技術品質稱冠全球，台積電3奈米、2奈米先進製程近年來獲得蘋果、英特爾大單，連處理器大廠超微新研發的Zen 6處理器（CPU）核心架構開發，日前也傳出要導入台積電的2奈米先進製程，紛紛讓國人封為「護國神山」。不過除了半導體產業以外，台灣還有什麼「國產貨品品質稱冠全球嗎」？ , https://udn.com/news/story/7241/7118730?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:48:24 , udn , 需量競價喊出每度電10元  經長：占發電成本僅0.17% , https://udn.com/news/story/7238/7118994?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:48:34 , udn , 台電18日執行需量競價抑低用電，且出價最高10元向民間買電引發關注，經濟部長王美花今天表示，需量競價是買保險機制，過去也... , https://udn.com/news/story/7238/7118994?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:48:55 , udn , 雖升息隱憂持續干擾市場 債市仍獲資金追捧 , https://udn.com/news/story/7251/7119117?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:49:05 , udn , 美國聯準會褐皮書顯示美國經濟成長陷入停滯，美國多家科技企業財報或財測不如預期也引發景氣衰退擔憂，但4月標普全球美國綜合P... , https://udn.com/news/story/7251/7119117?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:51:17 , udn , 陸前駐美大使警告 中美恐將爆發「驚濤駭浪」的事 , https://udn.com/news/story/7333/7119168?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:51:28 , udn , 針對當前中美關係陷入僵局，大陸前駐美大使崔天凱指控，美國現在在搞「兩個凡事」：凡是中國做的一定反對、凡是中國提倡的一定不... , https://udn.com/news/story/7333/7119168?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:51:48 , udn , 巨蛋商圈停電近9小時 陳其邁：配線老舊應儘速改善 , https://udn.com/news/story/7327/7118995?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:51:59 , udn , 高雄市左營區昨天下午5時34分無預警停電，造成巨蛋商圈523戶停電。經搶修在今天凌晨2時21分全數復電，部分用戶停電近9... , https://udn.com/news/story/7327/7118995?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:52:19 , udn , 他幫跌倒女鄰居擦藥卻強揉胸摸下體 桃園色大叔判7月 , https://udn.com/news/story/7321/7119167?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:52:30 , udn , 桃園市王姓男子見女鄰居在自家門外跌倒，假意替她擦藥帶回家中，將她推倒在自己房間床上，不顧女子拒絕，伸手撫摸對方胸部及私處... , https://udn.com/news/story/7321/7119167?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:52:50 , udn , 國民黨團送金雞母給陳其邁 民進黨團酸：公雞不會下蛋 , https://udn.com/news/story/7327/7119151?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:53:00 , udn , 最像百貨的超商！7-ELEVEN第6,711店「千塘門市」週六開幕 消費滿額抽百萬精品包 , https://udn.com/news/story/7270/7119083?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:53:01 , udn , 高雄市議會今天進行市政報告，國民黨團質詢拿出「金雞母」、「金雞蛋」，質疑台積電來高雄什麼時候會下蛋？民進黨團大酸送金雞母... , https://udn.com/news/story/7327/7119151?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:53:21 , udn , 苗栗秋行軍蟲現蹤 農業處籲把握用藥黃金期 , https://udn.com/news/story/7324/7118946?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:53:32 , udn , 苗栗縣目前正值種植玉米及高粱幼苗，有農民發現部分田區有秋行軍幼蟲蹤跡，苗栗縣政府農業處今天呼籲，農友在受害初期的黃金時間... , https://udn.com/news/story/7324/7118946?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:53:52 , udn , 影／槍擊案侯友宜未立刻回台 林右昌：社會觀感問題 , https://udn.com/news/story/123307/7119149?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:54:03 , udn , 立法院內政委員會上午繼續審查「地方制度法部分條文修正草案」，邀請內政部長林右昌列席備詢，日前新北發生多起槍擊案，案發當下... , https://udn.com/news/story/123307/7119149?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:54:17 , udn , 「火焰披薩」釀2死12傷！西班牙餐廳特色料理竟引發大火 , https://udn.com/news/story/6809/7119181?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:54:23 , udn , 整形、治禿頭就去土耳其？土國如何變成醫美旅遊聖地 , https://udn.com/news/story/6812/7119147?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:54:27 , udn , 西班牙馬德里一間餐廳21日晚間驚傳火災、造成2死12傷，當局透露意外竟是因為一道「火焰披薩」所引起。 , https://udn.com/news/story/6809/7119181?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:54:31 , udn , 廣達越南廠選址曝光 砸15億、佔地22.5公頃 , https://udn.com/news/story/7238/7119077?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:54:34 , udn , 提到土耳其觀光，不少人會立刻想到土耳其壯闊的自然景觀，像是棉堡的石灰岩地形或卡帕多奇亞的火山岩「妖精煙囪」；也有人會想到其悠久的文化歷史，從羅馬時期到鄂圖曼時期的建築遺跡，或是從基督教聖母的住所遺址到伊斯蘭教的清真寺，豐富的文化與歷史故事每年都吸引許多觀光客的到訪。但少為人知的是，在過去的十年內，土耳其有另一個附加價值極高的觀光產業正蓬勃發展，那正是「醫療觀光業」。 , https://udn.com/news/story/6812/7119147?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:54:42 , udn , 電子代工大廠再擴大東南亞佈局，其中，代工龍頭廣達（2382）越南廠選址正式曝光；《南定電子報》報導稱，越南南定省政府21... , https://udn.com/news/story/7238/7119077?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:54:48 , udn , 新北槍擊案 民進黨批侯友宜總統夢比市民安全重要 , https://udn.com/news/story/6656/7119179?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:54:55 , udn , 港媒：中國砍樹還耕  20年退耕還林政策下架 , https://udn.com/news/story/7332/7118916?from=udn-ch1_breaknews-1-0-news
2023-04-24 12:54:58 , udn , 民進黨發言人張志豪今天表示，國民黨不斷為新北市長侯友宜擦脂抹粉，推諉卸責，地方治安要中央出面扛，是雙重標準。侯友宜事發當... , https://udn.com/news/story/6656/7119179?from=udn-ch1_breaknews-1-0-news
