2023-02-24 00:00:00 , udn , 台指期重拾動能，日盤上漲222點收在15,597點，夜盤再度拉高，主要受惠於美股四大指數同步走揚，美債殖利率回落，科技股... , https://udn.com/news/story/7251/6991871?from=udn-ch1_breaknews-1-0-news
2023-02-24 00:20:30 , udn , 蔡4年前為何反敗為勝？國民黨老症頭至今未解 , https://udn.com/news/story/6656/6991963?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:03:31 , udn , 普發六千元的《疫後強化經濟與社會韌性及全民共享經濟成果特別條例草案》已在立法院完成三讀程序，將以五種方式普發現金，包括直接入帳、特定偏鄉由派出所發放、登記入帳、ATM領現、郵局領現。不少網友偏好登記入帳，但也有人認為「到郵局領最安心」、「網路會塞車寧願排隊領」。 , https://udn.com/news/story/120912/6992582?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:04:26 , udn , 第七貨櫃中心即將正式營運 鞏固高雄港海運樞紐地位 , https://udn.com/news/story/7241/6992605?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:04:36 , udn , 為提升高雄港競爭力及穩固貨櫃樞紐港地位，並滿足大型船舶進港作業需求，台灣港務股份有限公司高雄分公司與長榮海運公司簽署高雄... , https://udn.com/news/story/7241/6992605?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:05:49 , udn , SOGO經營權之爭未受「章家」委託 李恒隆背信判無罪 , https://udn.com/news/story/7321/6992659?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:05:59 , udn , SOGO百貨2005年爆發經營權之爭，前國票金控董事長林華德犯背信罪入獄，前太流公司董事長李恒隆、前太百公司董事長賴永吉... , https://udn.com/news/story/7321/6992659?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:06:20 , udn , 左打「寄生帳號」右邊默默降價！Netflix調降月費 這區最高竟降價57% , https://udn.com/news/story/7088/6992620?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:06:30 , udn , Netflix面臨串流影音平台市場的激烈競爭，日前更因預計要打擊「寄生帳號」而導致用戶不安。根據《IT之家》24日消息指出，Netflix預計將宣佈他們將在亞洲、非洲、歐洲、拉丁美洲和中東部分國家等地降低訂閱費用，希望可以用該手段留住用戶、維持競爭力。 , https://udn.com/news/story/7088/6992620?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:08:49 , udn , 阿里CEO張勇：持續推進消費、雲計算和全球化三大戰略 , https://udn.com/news/story/7333/6992675?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:08:59 , udn , 在23日發布上季財報後的電話會議上，阿里巴巴執行長張勇表示，阿里將持續推進消費、雲計算和全球化三大戰略，這三大戰略的天花... , https://udn.com/news/story/7333/6992675?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:09:20 , udn , 全國掃黑打詐 高雄掃入聚眾討債傷人暴力分子 , https://udn.com/news/story/7320/6992680?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:09:30 , udn , 高雄陳姓男子涉嫌組暴力討債集團，去年9月聚眾討債持械殺傷債務人，警方將他列為治平掃黑對象，蒐證出他與旗下7名男女，涉嫌多... , https://udn.com/news/story/7320/6992680?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:09:50 , udn , 角逐2024總統大位？ 陳建仁：沒有這回事 , https://udn.com/news/story/6656/6992672?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:10:01 , udn , 行政院長陳建仁上午赴立法院進行施政方針及施政報告並備詢，接受立委質詢時，被立委問是否會在2024選總統？陳院長回答：「沒... , https://udn.com/news/story/6656/6992672?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:11:50 , udn , 北北基桃1200月票 北市籲全額補助國道客運與台鐵 , https://udn.com/news/story/123404/6992617?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:12:00 , udn , 台北市交通局長謝銘鴻表示，北北基桃1200元月票，預估4縣市須共同負擔新台幣26億元，呼籲中央全額補助國道客運與台鐵；而... , https://udn.com/news/story/123404/6992617?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:12:20 , udn , 唱K熊抱又亂頂女顧客遭判拘 他稱曾中風博同情上訴遭駁 , https://udn.com/news/story/7321/6992689?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:12:31 , udn , 高雄55歲邱姓男子前年在KTV無故亂抱女顧客，還用身體頂臀部挨告，但邱男否認犯行，還說分不清是正面還是背面，法院一審判他... , https://udn.com/news/story/7321/6992689?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:12:51 , udn , 228有4天連假 觀光景點恐湧現遊客、車潮 , https://udn.com/news/story/7270/6992688?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:13:02 , udn , 228和平紀念日有4天連續假期，包括通往國道各交流道的主要平面道路，各觀光景點亦恐湧現大量人潮及車潮，新北市局交通大隊呼... , https://udn.com/news/story/7270/6992688?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:13:22 , udn , 侯友宜籲1200月票常態補助 王國材：好政策會延續 , https://udn.com/news/story/123404/6992551?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:13:25 , udn , 美國史上第4大頭獎狂中411億彩金 得主「一原因」只能帶走152億 , https://udn.com/news/story/6813/6992634?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:13:32 , udn , 行政院推動北、中、南三個生活圈通勤通學月票，新北市長侯友宜建議常態性補助，交通部長王國材說，只要實施成效好，後續會檢討，... , https://udn.com/news/story/123404/6992551?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:13:53 , udn , T1聯盟／雲豹申訴出爐 3球員懲處減半、董事長多禁10場 , https://udn.com/news/story/7002/6992687?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:14:03 , udn , 桃園永豐雲豹隊在日前與台啤英熊隊之戰爆發嚴重衝突事件，並遭到聯盟重罰後，球隊也在日前向聯盟提出申訴，而今天申訴結果也出爐... , https://udn.com/news/story/7002/6992687?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:14:23 , udn , 藥品保障「地板價」 將採浮動制適時檢討 , https://udn.com/news/story/7266/6992532?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:14:34 , udn , 健保藥預算今天將公告，健保署長石崇良接受中央社專訪表示，藥品保障「地板價」將採浮動制，除考慮不同藥品劑型、製程，也納入物... , https://udn.com/news/story/7266/6992532?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:14:50 , udn , 「菸防法」預告期過短挨轟閃國會監督 國健署長5字回應 , https://udn.com/news/story/7266/6992692?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:14:54 , udn , 解決缺藥健保擬統一採購 兒童用藥先實施 , https://udn.com/news/story/7266/6992443?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:15:01 , udn , 總統府於2月15日公告新「菸害防制法」，母法實施日待行政院公布，除母法以外還有8項相關子法，衛福部國健署於同日公告子法「... , https://udn.com/news/story/7266/6992692?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:15:05 , udn , 缺藥頻傳，健保署長石崇良接受中央社專訪表示，除設定「地板價」予以保障藥價，針對國內市場規模小的藥品，如兒童用藥等，研擬採... , https://udn.com/news/story/7266/6992443?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:17:50 , udn , 台北市立動物園「二房東」周轉不靈欠款上千萬 下游餐飲業叫苦 , https://udn.com/news/story/7323/6992703?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:18:00 , udn , 台北市立動物園爆發委外廠商資金週轉出問題，導致園內非洲區共有7家下游餐飲業者從1月開始就收不到款，初估逾2000萬元，店... , https://udn.com/news/story/7323/6992703?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:18:21 , udn , 路邊驚見童年零嘴！老饕直呼「隨摘隨吃超甜」 醫曝嚴重後果 , https://udn.com/news/story/120910/6992631?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:18:31 , udn , 平常時候走在路上，幾乎很少人會特別留意路旁的雜草和植物。不過，一名網友在臉書上發文，貼出路旁一處植物的照片，貼文曝光後卻意外掀起討論，有老饕直呼「這好吃耶，拔下來直接吃」。 , https://udn.com/news/story/120910/6992631?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:19:53 , udn , 角逐2024總統大位？陳建仁：沒有這回事 , https://udn.com/news/story/123307/6992672?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:19:58 , udn , 經典賽／預賽在台中資訊一把抓 中市府成立網站專區今上線 , https://udn.com/news/story/10785/6992648?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:20:50 , udn , NBA／雙方爆發多次口角衝突！哈登領軍76人逆轉灰熊 , https://udn.com/news/story/7002/6992616?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:21:00 , udn , 東西區強隊76人與灰熊正面交鋒，雙方在比賽中多次出現口角衝突。灰熊首節就取得15分領先，但76人在後頭持續追趕，成功在末節完成逆轉，以110：105收下勝利，將連勝紀錄推進至5場。

首節哈登（J , https://udn.com/news/story/7002/6992616?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:21:20 , udn , 台南麻豆公園新設特色遊戲場親子休閒設施 今動工 , https://udn.com/news/story/7326/6992704?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:21:23 , udn , T1聯盟／雲豹申訴出爐 3人懲處減半、董事長正名且多禁10場 , https://udn.com/news/story/7003/6992687?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:21:31 , udn , 台南麻豆公園有大量樹木，鄰近市區是許多民眾休憩去處，但孩童親子遊戲設施不足。市府編列1千萬元增設特色遊戲場遊具，並修繕人... , https://udn.com/news/story/7326/6992704?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:22:52 , udn , 新菸防法預告期過短挨轟「閃監督」 國健署長：大家想太多 , https://udn.com/news/story/7266/6992692?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:23:50 , udn , 俄烏戰爭周年 學者：台灣應思考走向「民主保台」 , https://udn.com/news/story/10930/6992715?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:24:00 , udn , 俄烏戰爭開打今天滿一周年，全世界分為以美歐為首的民主同盟，以及俄羅斯、中國的威權獨裁陣營。學者分析，俄烏戰爭開打後，民主... , https://udn.com/news/story/10930/6992715?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:26:50 , udn , 日企涉學歷歧視惹議 頂大生在職場也遇同儕歧視 , https://udn.com/news/story/6809/6991817?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:27:01 , udn , 日本某求職平台疑將應徵者依學校排名分群，引發「企業該不該依文憑挑人」、「普大生該洗洗睡」的討論。然而找工作時帶來加分的名校文憑，日後可能變成令人想撕掉的標籤。 , https://udn.com/news/story/6809/6991817?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:27:21 , udn , 有片｜酸甜可口的紅蘿蔔泡菜！韓國太太教你做俄羅斯國民菜餚 , https://udn.com/news/story/121721/6985766?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:27:31 , udn , 大家常吃的韓式蘿蔔泡菜主要以白蘿蔔來製作，不過，住在台北的韓國主婦金太太卻要教我們做一道紅蘿蔔泡菜，酸甜可口，做法也很簡單，趕快點開影片來學學吧！ , https://udn.com/news/story/121721/6985766?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:27:52 , udn , 共軍擾台頻率下降 學者：中共還不想以武力實現統一 , https://udn.com/news/story/10930/6992721?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:28:02 , udn , 去年八月美國眾議院議長裴洛西訪台，中共對台軍演，台海軍事情勢也出現明顯變化。學者分析，春節迄今，共軍機艦在台灣周邊海空域... , https://udn.com/news/story/10930/6992721?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:28:23 , udn , 竹市關埔空橋4期計畫出爐 居民盼慈雲路空橋加寬增電梯 , https://udn.com/news/story/7324/6992719?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:28:33 , udn , 新竹市長高虹安選舉期間喊出興建光埔全區空橋，市府昨晚舉辦首場空橋公聽會，曝光空橋4期計畫，第1期首座空橋將跨越慈雲路四處... , https://udn.com/news/story/7324/6992719?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:29:51 , udn , 德媒爆料：俄羅斯洽購100架中國無人機 , https://udn.com/news/story/7331/6992758?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:30:01 , udn , 路透社引述德國媒體《明鏡》（Der Spiegel）雜誌指出，西安冰果智慧航空科技有限公司（Xian Bingo Int... , https://udn.com/news/story/7331/6992758?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:30:22 , udn , 終於等到你！麥卡倫詹姆士．龐德60週年系列限量抵台 , https://udn.com/news/story/7270/6992757?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:30:32 , udn , 具指標性意義的蘇格蘭單一麥芽威士忌麥卡倫，獨家攜手神祕瀟灑的「007詹姆士．龐德（James Bond）」所發行的「麥卡... , https://udn.com/news/story/7270/6992757?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:30:52 , udn , 228連假到這 大漢溪中庄啟用全國最長懸索吊橋串連多美景 , https://udn.com/news/story/7324/6992754?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:31:03 , udn , 228連續4天假日想要到哪裡旅遊，桃園市水務局提醒如果往大溪，可以走一趟1月才通行中庄吊橋，現在已經是美拍、打卡熱門景點... , https://udn.com/news/story/7324/6992754?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:31:23 , udn , 影／政院提交通月票 民眾黨：特別預算勿挹注常態支出 , https://udn.com/news/story/6656/6992753?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:31:34 , udn , 行政院通過交通部「中央促進公共運輸使用方案」，針對北北基桃、中彰投、南高屏都會圈提出通勤月票方案，民眾黨立委賴香伶、邱臣... , https://udn.com/news/story/6656/6992753?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:32:24 , udn , 大台北瓦斯開挖搶修瓦斯漏氣害2棵樟樹枯死 法院判要賠台北市府44萬元 , https://udn.com/news/story/7321/6992752?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:32:35 , udn , 大台北瓦斯公司前年搶修瓦斯漏氣管線，開挖台北市敦化南路一段中央分隔島，卻傷及樹木重要根系，導致2棵樟樹乾枯死亡，台北市政... , https://udn.com/news/story/7321/6992752?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:32:50 , udn , 陳建仁：今年不會有缺電危機 , https://udn.com/news/story/6656/6992764?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:32:55 , udn , 山區三合院分裝毒咖啡販賣 「含笑半步癲虎白糖」包裝 , https://udn.com/news/story/7320/6992751?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:33:01 , udn , 立法院今邀請行政院長陳建仁率各官員列席進行施政報告並備質詢。國民黨立法院黨團總召曾銘宗質詢時問陳建仁，今年是否會有缺電危... , https://udn.com/news/story/6656/6992764?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:33:05 , udn , 竹聯幫明仁會幹部陳姓男子涉嫌在新北市山區三合院分裝毒品咖啡包，透過微信販賣，刑事局搜出毒咖啡1216包，拘提陳等8人依毒... , https://udn.com/news/story/7320/6992751?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:33:21 , udn , 北市盼1200月票中央全額補助 研擬1280月票退場機制 , https://udn.com/news/story/6656/6992760?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:33:26 , udn , 嘉義大林某蘭花園主銷售差 改種大麻遭警破千萬毒廠 , https://udn.com/news/story/7315/6992726?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:33:31 , udn , 行政院昨拍板「中央促進公共運輸使用方案」，北區推北北基桃1200元通勤套票，30天內無限次搭乘轄內公車、客運、捷運、台鐵... , https://udn.com/news/story/6656/6992760?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:33:36 , udn , 嘉義縣大林鎮過溪里某蘭花園因銷量不佳，50歲林姓男園主去年起分批轉種植大麻，21日被民雄警分局查獲，起出栽種大麻205株... , https://udn.com/news/story/7315/6992726?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:33:52 , udn , 新港藝術高中學生學測成績亮眼 賴姵璇達「五頂」 , https://udn.com/news/story/6925/6992759?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:33:57 , udn , 經典賽／弟弟曾被逮捕11次 達比修有PO兩人合照引熱議 , https://udn.com/news/story/10785/6992709?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:34:02 , udn , 大學學測成績昨日公布，嘉義縣新港藝術高中成績亮眼。畢業自民雄國中學生賴姵璇，獲四科總和最高級分53級分、五科總和68級分... , https://udn.com/news/story/6925/6992759?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:34:07 , udn , 教士隊日籍強投達比修有近期待在日本備戰經典賽，他日前在推特發布與弟弟達比修翔的合照，引發日本網友熱議。

達比修翔近期造訪日本在宮崎的集訓基地，達比修有與他合照並PO在個人社群，吸引超過5萬名網友 , https://udn.com/news/story/10785/6992709?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:35:49 , udn , 1200月票被綠中央批割稻尾 侯友宜：期待中央負責部分全額負擔 , https://udn.com/news/story/6656/6992768?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:36:00 , udn , 北北基桃1200月票預計7月上路，民進黨新聞部主任張志豪今天表示，國民黨在選前不斷扭曲政見，大罵「空頭支票」、「預算哪裡... , https://udn.com/news/story/6656/6992768?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:36:20 , udn , 【一劍浣春秋】AV界是這樣補充新人的！事務所面試過程解密 , https://udn.com/news/story/120914/6992679?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:36:31 , udn , 你知道為什麼日本的AV女優可以源源不絕地出道嗎？為什麼經紀公司手上有那麼多女優可以用？答案很簡單，因為他們有很成熟的SOP，前線有人在作戰，後方則是源源不絕地補充新戰力，所以經紀人平常不只幫忙女優談工作還得抽空發掘新鮮的肉體... , https://udn.com/news/story/120914/6992679?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:38:51 , udn , 遠傳VoLTE出國漫遊 費用較傳統漫遊最高省7成5 , https://udn.com/news/story/7270/6992777?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:39:01 , udn , 各國國境解封，不少民眾安排出國旅遊計畫，遠傳宣布，繼去年率先提供月租用戶VoLTE服務免月租費優惠後，更積極拓展VoLT... , https://udn.com/news/story/7270/6992777?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:39:21 , udn , 土城警規畫替代道路分散車潮 228連假出遊順暢安心 , https://udn.com/news/story/7266/6992775?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:39:32 , udn , 228和平紀念日連續假期共計4天，新北市土城警分局預判國道三號土城交流道及台65線快速道路將湧現大量出遊車潮，為有效加強... , https://udn.com/news/story/7266/6992775?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:39:52 , udn , 網紅行銷打響名號 斗南商圈獲經濟部雙料冠軍 , https://udn.com/news/story/7326/6992776?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:40:02 , udn , 網紅行銷打響名號！雲林縣斗南鎮形象商圈發展協會推動數位轉型，邀請網紅拍VLOG，獲經濟部城鄉導遊-導遊換你當創意組及體驗... , https://udn.com/news/story/7326/6992776?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:41:49 , udn , 陳琬惠提新事證 指陳宗彥「跨局處喬事快又有效率」 , https://udn.com/news/story/6656/6992796?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:41:59 , udn , 民眾黨立委陳琬惠17日爆行政院發言人陳宗彥涉嫌接受業者性招待，今首次登台質詢，前面時間聚焦蛋價和物價上漲等議題，質詢末提... , https://udn.com/news/story/6656/6992796?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:42:20 , udn , 入侵周年！烏參謀部：過去24小時俄軍向烏東「猛攻90次」 , https://udn.com/news/story/7314/6992795?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:42:30 , udn , 在俄羅斯入侵烏克蘭即將滿一周年之際，俄軍似乎再次加強對烏克蘭東部前線的攻擊力道。衛報報導，烏克蘭總參謀部表示在過去24小時內已經擊退在該國東部和東北部「共90次攻擊」。報導中提到，雖然擔心俄羅斯總統普亭（Vladimir Putin）會在俄烏戰爭滿一周年的時機對烏克蘭主要城市發動新攻勢，不過烏克蘭總統澤倫斯基（Volodymyr Zelenskiy）23日仍強調「我的國家終將在這場戰爭中獲勝」。 , https://udn.com/news/story/7314/6992795?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:47:50 , udn , 影／新北市民進黨團總召交接 鄭宇恩籲侯：好好做市長 , https://udn.com/news/story/7323/6992797?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:48:01 , udn , 新北市長侯友宜上午出席新北市議會民進黨團幹部交接典禮，民進黨團新任總召鄭宇恩接受媒體聯訪表示，本次總召交接新北市長侯友宜... , https://udn.com/news/story/7323/6992797?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:48:21 , udn , 「山雞」押人強拍裸照 拘禁情侶12小時 , https://udn.com/news/story/7320/6992798?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:48:32 , udn , 高雄林姓女子與朋友發生工作糾紛，得知朋友的男友開公司，便找綽號「山雞」的周姓男子出頭。周竟夥人對這對男女涉嫌強拍裸照，逼... , https://udn.com/news/story/7320/6992798?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:48:52 , udn , 俄侵烏週年 中國學者：美國最獲益俄國深陷耗損 , https://udn.com/news/story/122663/6992694?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:49:02 , udn , 俄侵烏屆滿週年，中國學者分析，美國因這場戰爭在政經方面最獲益，俄國則因深陷戰場泥淖而持續被消耗與牽制，恐將喪失世界一流大... , https://udn.com/news/story/122663/6992694?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:50:51 , udn , NBA／溫班亞瑪率法國逆轉捷克 17籃板平戈貝爾隊史紀錄 , https://udn.com/news/story/7002/6992816?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:51:01 , udn , 被喻為今年NBA選秀狀元最大熱門的法國19歲長人溫班亞瑪（Victor Wembanyama），今天在世界盃歐洲區預賽法... , https://udn.com/news/story/7002/6992816?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:51:22 , udn , 台南人秀冰箱照「哪有蛋荒？」 北部人酸：都在下雨哪有缺水 , https://udn.com/news/story/120912/6992697?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:51:32 , udn , 台灣最近鬧蛋荒，許多人哀號買不到雞蛋，網路上也出現不少買得到、買不到的各種言論，有網友就在臉書PO出家中冰箱裡幾十顆雞蛋的照片，質疑「到底哪裡在鬧蛋荒？」貼文也引起鄉民們唇槍舌劍。 , https://udn.com/news/story/120912/6992697?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:51:52 , udn , 竹聯幫明仁會幹部酒後與專科生鬥毆 兩學生被打到昏厥 , https://udn.com/news/story/7315/6992810?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:52:03 , udn , 竹聯幫明仁會幹部康姓男子因酒後糾紛，涉嫌糾眾與苗栗縣某專科學校學生鬥毆，將兩名學生打到昏厥，不滿小弟被檢方聲押，在苗栗地... , https://udn.com/news/story/7315/6992810?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:52:23 , udn , 雲嘉嘉生活圈月票 翁章梁喊話中央大幅補助到9成並增加交通建設 , https://udn.com/news/story/7314/6992812?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:52:25 , udn , 【一劍浣春秋】事務所面試過程解密！原來AV界是這樣補充新人的 , https://udn.com/news/story/120914/6992679?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:52:34 , udn , 立法院通過疫後特別條例，行政院會拍板「中央促進公共運輸使用方案」，納入「雲嘉嘉生活圈月票」，從歐洲考察返國銷假上班的嘉義... , https://udn.com/news/story/7314/6992812?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:53:50 , udn , NBA／伯爾特進駐禁區捍衛籃板 暴龍近7戰奪6勝 , https://udn.com/news/story/7002/6992814?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:54:00 , udn , 當暴龍在季中交易大限前迎回舊將伯爾特（Jakob Poeltl）時，主要就是冀望他能增強球隊的制空權，而伯爾特確實也不負期待。

伯爾特在今天比賽中11投9中，拿到21分18籃板2助攻3抄截，籃板 , https://udn.com/news/story/7002/6992814?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:54:21 , udn , 遭問陳宗彥案 陳建仁：之前確實不知、得知時有點震驚 , https://udn.com/news/story/6656/6992823?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:54:25 , udn , 房市回穩？永慶：2月交易月增46% 這樣算仍減26% , https://udn.com/news/story/7241/6992793?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:54:31 , udn , 立法院今舉行院會，邀請行政院長陳建仁率各官員列席進行施政報告並備質詢。國民黨立法院黨團總召曾銘宗質詢時問陳建仁，行政院前... , https://udn.com/news/story/6656/6992823?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:54:35 , udn , 永慶房產集團統計指出，在史上最長農曆春節假期於1月底結束後，民眾回歸日常生活節奏，看屋行程也轉趨積極，2月全台交易量較1... , https://udn.com/news/story/7241/6992793?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:56:49 , udn , 228連假到淡水漁人碼頭 幾米遊園車、遊樂場讓孩子放電 , https://udn.com/news/story/7270/6992826?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:56:59 , udn , 228連假將至，新北淡水漁人碼頭2座幾米女孩裝置藝術，連假不停駛幾米遊園車可至遊樂場，讓小孩放電。此外，連假期間上午9點... , https://udn.com/news/story/7270/6992826?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:57:20 , udn , 影／缺蛋民怨 盧秀燕喊話中央：民生物資、物價最優先 , https://udn.com/news/story/6656/6992825?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:57:30 , udn , 台灣近期缺蛋惹民怨。台中市長盧秀燕今天受訪時，呼籲中央政府，從這幾年發生蛋缺情形，中央政府還是要注意民生物資最優先，物價... , https://udn.com/news/story/6656/6992825?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:58:51 , udn , NBA／鎖定選秀狀元！ 溫班亞瑪17籃板平戈貝爾法國隊史 , https://udn.com/news/story/7002/6992816?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:59:48 , udn , 缺蛋一年 陳吉仲去年立院竟誇海口「買不到蛋來找我」 , https://udn.com/news/story/6656/6992834?from=udn-ch1_breaknews-1-0-news
2023-02-24 12:59:59 , udn , 全台蛋荒持續。今天立法院進行對行政院長陳建仁內閣團隊總質詢，國民黨立委曾銘宗再度針對蛋荒議題質詢農委會主委陳吉仲；但在野... , https://udn.com/news/story/6656/6992834?from=udn-ch1_breaknews-1-0-news
2023-02-24 13:02:20 , udn , NBA／狀元熱門真香！ 溫班亞瑪抓17籃板平戈貝爾法國隊史紀錄 , https://udn.com/news/story/7002/6992816?from=udn-ch1_breaknews-1-0-news
2023-02-24 13:02:50 , udn , 228連假屏菸入園門票全面優惠 一票玩到底暢遊三大館 , https://udn.com/news/story/7266/6992838?from=udn-ch1_breaknews-1-0-news
2023-02-24 13:03:00 , udn , 屏菸1936文化基地2月25日迎接開館一周年，適逢228連假，屏東縣政府祭出入園票價全面優惠129元，「一票逛到底」參觀... , https://udn.com/news/story/7266/6992838?from=udn-ch1_breaknews-1-0-news
2023-02-24 13:03:21 , udn , 棒球／右手156KM、左手148KM 美大學火球男4局7K引關注 , https://udn.com/news/story/7001/6992809?from=udn-ch1_breaknews-1-0-news
