2023-02-23 00:03:22 , udn , 會考生活英語／【科技篇】線上課程 , https://udn.com/news/story/6904/6973047?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:36:24 , udn , 誰將接任Fed布蘭納德？WSJ點名這兩位女性經濟學家 , https://udn.com/news/story/6813/6989794?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:36:24 , udn , 美國聯準會（Fed）副主席布蘭納德即將離任，轉任總統拜登的首席經濟顧問，白宮也已開始物色接任「Fed二把手」的人選，華爾... , https://udn.com/news/story/6813/6989794?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:36:25 , udn , 個資外洩頻傳 唐鳳：資安模式應轉向「易守難攻」 , https://udn.com/news/story/7238/6989795?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:36:25 , udn , 短短數月爆發多起個資外洩事件，民眾的個資全都露，被外洩個資的民眾深怕一不小心成了詐騙集團眼中肥羊。針對企業個資外洩問題日益嚴重，備受外界期待的數位部能做些什麼？數位部長唐鳳接受本報專訪強調，現代的資安意識應該轉為「墊高攻擊成本、降低防禦成本」的模式，使個資變得易守難攻。 , https://udn.com/news/story/7238/6989795?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:36:27 , udn , 上洋去年配息10元、殖利率逾7% 股價鎖漲停 , https://udn.com/news/story/7251/6989774?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:36:27 , udn , 台灣空調及商用洗衣代理廠商上洋產業（6728）昨（22）日公布去年財報，其中，該公司去年全年營收、整體獲利及每股獲利同步... , https://udn.com/news/story/7251/6989774?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:39:22 , udn , 被檢舉竊占國有地種檳榔昨遭約談 花蓮縣議長：藏鏡人打壓 , https://udn.com/news/story/7321/6989811?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:39:22 , udn , 花蓮縣議長張峻遭檢舉占用國有地種檳榔，昨遭花蓮縣調查站約談，他昨晚在臉書澄清說，檳榔是他祖父所種，合法承租，他繼承後卻被... , https://udn.com/news/story/7321/6989811?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:42:23 , udn , 路易莎咖啡連3天88折！「1餐+1飲」全時段優惠 , https://udn.com/news/story/7270/6989817?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:42:24 , udn , 228連假之後開工不憂鬱，路易莎咖啡3/1(三)至3/3(五)全門市推「1餐+1飲」全時段享88折優惠，這是繼「超值早餐... , https://udn.com/news/story/7270/6989817?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:42:24 , udn , 228連假出遊 台中山城多點森林系暢玩 , https://udn.com/news/story/7325/6989814?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:42:25 , udn , 本周末就是228連假，不想到遊樂區人擠人，可安排台中山城森林系景點暢玩，東勢警分局推薦轄內有東勢林業文化園區、東豐自行車... , https://udn.com/news/story/7325/6989814?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:42:25 , udn , 創意再奔天價 亮燈漲停 , https://udn.com/news/story/7251/6989800?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:42:26 , udn , 台積電概念股、IC設計公司創意（3443）近期股價狂飆，成為市場關注焦點。今（23）日股價開盤小漲35元，開在1,050... , https://udn.com/news/story/7251/6989800?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:42:28 , udn , 維護投資人權益 證交所亦會處置權證交易異常 , https://udn.com/news/story/7255/6989777?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:42:28 , udn , 臺灣證券交易所周三(22日)盤中監視作業發現滬深2X凱基26購02認購權證有異常成交，立即依實施股市監視制度辦法規定，召... , https://udn.com/news/story/7255/6989777?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:45:23 , udn , 近日空汙嚴重還製造空汙 彰化縣共查獲6件開罰62萬 , https://udn.com/news/story/7325/6989826?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:45:23 , udn , 近日受東北季風挾帶境外汙染物影響，空品不佳，危害民眾健康，彰化縣環保局即時啟動緊急應變機制，並結合科技執法取締，到今天為... , https://udn.com/news/story/7325/6989826?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:45:23 , udn , 恩主公醫院八德就診專車3月復駛 詳細班次資訊看這邊 , https://udn.com/news/story/7324/6989830?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:45:24 , udn , 由恩主公醫院開設的八德就診專車，前年因疫情因素停駛，3月1日將重新行駛，並採用中型巴士，方便長輩上下車，3條路線分別為八... , https://udn.com/news/story/7324/6989830?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:45:24 , udn , 台南登上紐約時報 美國在台協會高雄分處幫推連假來台南 , https://udn.com/news/story/7326/6989825?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:45:24 , udn , 上個月紐約時報風尚雜誌報導台南的古都潮風貌，引發一股熱潮，美國在台協會高雄分處(AIT Kaohsiung Branch... , https://udn.com/news/story/7326/6989825?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:45:25 , udn , 高鐵「國旅聯票」千項產品自由配 加購車票享75折優惠 , https://udn.com/news/story/7266/6989822?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:45:25 , udn , 台灣高鐵公司為鼓勵旅客利用「國旅聯票」出遊，自即日起至4月30日（出發日期3月1日至4月30日）推出購買「國旅聯票」指定... , https://udn.com/news/story/7266/6989822?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:45:26 , udn , 二哈睡到一半差點不能呼吸眼皮狂抽！竟是貓弟弟伸懶腰堵住鼻孔 飼主傻了 , https://udn.com/news/story/7470/6989453?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:45:26 , udn , 日本有名飼主日前在社群平台推特上分享一段影片，拍下家中一貓一狗平時感情超好，這天在睡覺的時候貓咪把手手伸到狗狗鼻子前，害得狗狗因為鼻子被堵住而在睡夢中差點不能呼吸，瘋狂抽動的鼻子與眼皮看起來又可愛又可憐，在網路上引發討論。 , https://udn.com/news/story/7470/6989453?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:45:27 , udn , 北市還有4字頭新屋可買 專家：價格比兩年前還便宜8萬 , https://udn.com/news/story/7241/6989806?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:45:27 , udn , 據住展雜誌統計，目前台北市全區銷售中、平均開價最低的建案，出現在北投稻香路一帶，平均開價47萬元／坪，且與2021年平均... , https://udn.com/news/story/7241/6989806?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:48:22 , udn , NBA／詹姆斯與喬丹誰是史上最佳？艾佛森有最棒答案 , https://udn.com/news/story/7002/6989752?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:48:22 , udn , 湖人球星詹姆斯（LeBron James）登上NBA歷史得分王後，他與「籃球之神」喬丹（Michael Jordan）誰才是史上最佳球員，再度引發球迷討論。對此「戰神」艾佛森（Allen Iverso , https://udn.com/news/story/7002/6989752?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:54:23 , udn , 足球／中華隊大勝巴布亞紐幾內亞 總教練：如洗三溫暖 , https://udn.com/news/story/7002/6989841?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:54:23 , udn , 在前一場女子世足賽洲際附加賽於PK大戰不敵巴拉圭後，中華女足隊今天仍重振旗鼓在國際友誼賽中出戰世界排名第51名的巴布亞紐... , https://udn.com/news/story/7002/6989841?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:54:24 , udn , 六旬男涉販毒、吸毒被查獲 髮白齒落身形如八旬老人 , https://udn.com/news/story/7315/6989840?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:54:24 , udn , 64歲李姓男子兩年多前因販售毒品被檢警查獲，去年底剛被判刑6年半，不料他仍持續販售安非他命，最近被檢警再次鎖定，將他及多... , https://udn.com/news/story/7315/6989840?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:54:24 , udn , 妹子拒吃「蒸肉圓」遭冷戰提分手 網見1細節力挺男友 , https://udn.com/news/story/7272/6989796?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:54:25 , udn , 因為喜歡不同肉圓而分手，也蠻搞笑的！台灣傳統小吃「炸肉圓」、「蒸肉圓」各有其擁護者，不過一名女網友卻抱怨，男友竟因為她不愛吃蒸肉圓而跟她冷戰，甚至還提出分手。文章曝光，網友揪出一細節反而力挺男友．．． , https://udn.com/news/story/7272/6989796?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:54:25 , udn , 怎麼判斷喵星人開不開心？簡單6個跡象就能察覺 出現這狀況快帶去看醫生 , https://udn.com/news/story/7470/6989835?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:54:25 , udn , 貓每天跟我們生活在一起，當然希望他們能開心又健康，不過，你知道怎麼判斷貓開不開心嗎？ , https://udn.com/news/story/7470/6989835?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:54:27 , udn , 房貸補貼3萬元民意如何？ 63%上班族喊金額少幫助不大 , https://udn.com/news/story/7238/6989801?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:54:28 , udn , 近期內政部釋出房貸補貼3萬元政策的民意反映如何呢？根據1111人力銀行今（23）日發布的最新調查顯示，在複選情況下結果顯... , https://udn.com/news/story/7238/6989801?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:57:23 , udn , 連兩年漲價 SpaceX再提高部分用戶的星鏈服務價格 , https://udn.com/news/story/6811/6989836?from=udn-ch1_breaknews-1-0-news
2023-02-23 10:57:23 , udn , 華爾街日報報導，SpaceX正在調漲對部分「星鏈」（Starlink）衛星聯網服務用戶的費用，將是連續第二年提高對一些用... , https://udn.com/news/story/6811/6989836?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:23 , udn , 學測雄中8人雄女1人四科滿級分 選填注意考招制度變化 , https://udn.com/news/story/6925/6989859?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:24 , udn , 大學學測寄發成績單，雄中有8人、雄女1人分別在四個科目拿到60滿級分。 , https://udn.com/news/story/6925/6989859?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:24 , udn , 總統府證實美眾院中國委員會主席訪台：感謝支持台灣 , https://udn.com/news/story/6656/6989858?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:24 , udn , 總統府發言人Kolas Yotaka今天表示，美國眾議院中國問題特別委員會主席蓋拉格日前訪台，蔡英文總統與副總統賴清德分... , https://udn.com/news/story/6656/6989858?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:25 , udn , 塔吉克規模7.2地震 新疆西部地區感受強烈搖晃 , https://udn.com/news/story/7331/6989787?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:25 , udn , 中國中央電視台今天援引中國地震台網中心（CENC）報導，塔吉克上午8時37分前後發生規模約7.2地震，震源深度10公里 , https://udn.com/news/story/7331/6989787?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:26 , udn , 學測今公布成績  君毅高中徐子晉54級分獲20萬獎學金 , https://udn.com/news/story/6925/6989855?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:26 , udn , 112年度大學學科能力測驗今天公告成績，私立君毅高中徐子晉考出該校最高54級分，學校將頒發20萬獎學金。校方表示，今年高... , https://udn.com/news/story/6925/6989855?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:26 , udn , 交通違規申請歸責每年達20多萬件 即日起開放線上申辦 , https://udn.com/news/story/7266/6989853?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:27 , udn , 逕行舉發交通違規案件一般會將舉發通知單會寄給車主，車主若要申辦歸責實際駕駛人須備齊文件至監理(裁罰)機關辦理，平均每年申... , https://udn.com/news/story/7266/6989853?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:27 , udn , 災害防救升級 台南北區公所與志誠醫院簽醫療支援協定 , https://udn.com/news/story/7326/6989856?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:27 , udn , 土耳其大地震造成逾4萬人死亡，台南市北區公所為了達到有天災人禍能即時救助災民，發揮減災功能，今天與區內的志誠醫院簽訂災害... , https://udn.com/news/story/7326/6989856?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:28 , udn , 經典賽／代表中國大陸卻連背號都還不知道 韓職中繼王：下屆代表南韓 , https://udn.com/news/story/10785/6989831?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:28 , udn , WBC世界棒球經典賽開打倒數不到一個月，但這次代表中國大陸出征的韓職中繼王朱權，卻連自己的背號都還不知道，對比在旁一同訓練的南韓國家隊，早已拿到比賽用球開始練習，他只能表示：「中國的棒球還在起步階段， , https://udn.com/news/story/10785/6989831?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:28 , udn , 敬酒失禮給教訓？高雄男遭痛毆倒地 警逮7人雙方避重就輕 , https://udn.com/news/story/7315/6989851?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:29 , udn , 高雄黃姓男子上月19日凌晨在左營區住處大樓下遭4名惡煞痛毆，警方循線至屏東、台南等地逮人，日前收網逮到林姓、劉姓等7人到... , https://udn.com/news/story/7315/6989851?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:29 , udn , 印得又省又安全 Brother彩雷主打資安防護 Epson免加熱微噴新機省電85% , https://udn.com/news/story/7270/6989847?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:30 , udn , 疫情讓全球企業工作模式都產生不可逆的變化，在尋求恢復常態生活的同時，對於資安、環保永續的關注也加倍受到重視。近期列印事務... , https://udn.com/news/story/7270/6989847?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:30 , udn , 停車亂象太誇張 鶯歌老街17條路段路邊停車開始收費 , https://udn.com/news/story/7323/6989848?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:00:30 , udn , 新北市交通局為讓市民公平共享停車資源，紓解停車需求，包括汐止區樟樹一路145巷、樟樹二路277巷和蘆洲區鷺江街、鶯歌老街... , https://udn.com/news/story/7323/6989848?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:03:22 , udn , 新加坡列為非洲豬瘟區 攜帶豬肉回國最高罰百萬 , https://udn.com/news/story/7266/6989871?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:03:23 , udn , 因應連續假期，國內外旅客增加，為防止非洲豬瘟病毒藉由國際郵包及隨身行李傳入我國，新北市動保護處提醒，出國勿攜帶、網購及郵... , https://udn.com/news/story/7266/6989871?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:03:23 , udn , 民進黨：林明溱豪宅爭議說不清 一再說謊欺騙 , https://udn.com/news/story/6656/6989873?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:03:24 , udn , 民進黨新聞部主任張志豪、南投縣議員蔡銘軒及沈夙崢今天表示，林明溱擔任縣長8年無心縣政，整天掛心兩個兒子的兩棟豪宅，對照林... , https://udn.com/news/story/6656/6989873?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:03:24 , udn , 空拍看台灣／南台缺水加劇 曾文水庫庫底「龜裂一整片」慘況曝光 , https://udn.com/news/story/7314/6989812?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:03:24 , udn , 南台灣入冬以來沒有大雨出現，主要的大型水庫如曾文水庫、南化水庫的上游鮮少進帳，讓水庫的庫存水位頻頻下探，曾文水庫的蓄水率已不到2成4，而南化水庫的蓄水率只剩5成、水位也已跌至170公尺以下，由於預期缺水嚴重，嘉南平原一期稻作幾乎全都休耕，原本應該綠油油的稻田全都黃禿一片，如果再不下雨南部地區恐將限水。 , https://udn.com/news/story/7314/6989812?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:03:25 , udn , 嘉市消防巷弄一步一腳印 家戶推廣住警器 , https://udn.com/news/story/7326/6989860?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:03:25 , udn , 嘉義市消防局為了讓市民能夠有安全的生活環境，減少火災致人命傷亡的危險，挨家挨戶推廣住警器，今年度購置1萬8千顆供民眾申請... , https://udn.com/news/story/7326/6989860?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:09:22 , udn , 炸雞桶＋貓草！肯德基「咔啦喵草包」登場　只送不賣 , https://udn.com/news/story/7270/6989884?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:09:22 , udn , 你家的貓主子也想吃肯德基嗎？因應日本的「貓之日」，肯德基推出「咔啦喵草包」，以經典的咔啦炸雞桶造型搭配上台灣產的無毒貓草... , https://udn.com/news/story/7270/6989884?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:09:23 , udn , 台中市山線社區大學掛牌 春季開設70門課程 , https://udn.com/news/story/7325/6989876?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:09:23 , udn , 山城大盛事！設立於台中市立東勢工業高中的台中市山線社區大學，昨在教育局副局長王淑懿帶領下正式掛牌，春季班將開設70門課程... , https://udn.com/news/story/7325/6989876?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:09:23 , udn , 千人搶當都市農夫 新北樂活農園抽籤出爐 , https://udn.com/news/story/7323/6989875?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:09:24 , udn , 新北市三重新北大都會規畫樂活農園，給民眾在都市農耕。今年累計千人報名，共抽出正取359人、備取100人，民眾可至高灘處官... , https://udn.com/news/story/7323/6989875?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:09:24 , udn , 余正煌告林智堅加重誹謗今開庭 是否告陳明通？律師這樣說 , https://udn.com/news/story/7321/6989878?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:09:25 , udn , 調查官余正煌捲入新竹巿前市長林智堅台大碩士論文抄襲案，不滿林智堅去年選前為了自清指余抄襲他的論文，對林提告加重誹謗。台北... , https://udn.com/news/story/7321/6989878?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:09:25 , udn , 貓咪自己處理很好「人卻幫倒忙的3件事」 奴才只要提供喵皇需要的就好 , https://udn.com/news/story/7470/6989843?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:09:25 , udn , 這些事真的不用麻煩囉！ , https://udn.com/news/story/7470/6989843?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:12:23 , udn , 來台讀碩每天花400元「超商吃三餐」 法國美女親揭原因 , https://udn.com/news/story/120912/6989754?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:12:23 , udn , 來自法國的美女Angele，目前在台北醫學大學攻讀生物醫學工程碩士，但因為在台灣沒有朋友，租屋處也沒有廚房，所以每天三餐都在超商解決，一天的餐食花費高達400元台幣。然而，她也喊話希望可以交到台灣朋友，透過他們的視角來認識台灣，或許還可以因此發現一些好餐廳。 , https://udn.com/news/story/120912/6989754?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:12:24 , udn , 外資：未來2至3年 鴻海中國以外產能比重升至3成 , https://udn.com/news/story/7240/6989866?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:12:24 , udn , 鴻海集團面對全球供應鏈重組策略備受關注，美系外資法人今天預估，未來2至3年，鴻海集團在中國以外產能比重將提升至30% , https://udn.com/news/story/7240/6989866?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:12:27 , udn , ONEBOY一直開...NET半年卻收4間店 專家點關鍵因素 , https://udn.com/news/story/7241/6989857?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:12:27 , udn , 近期服飾品牌ONEBOY討論火熱，不少民眾都會拿它與國內其他服飾品牌比較，其中，老牌服飾NET似乎也在悄悄重新布局店面。... , https://udn.com/news/story/7241/6989857?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:12:28 , udn , 經典賽／代表中國卻連背號還未知 韓職中繼王：下屆代表南韓 , https://udn.com/news/story/10785/6989831?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:15:22 , udn , 七旬電台創辦人狂頂20歲女臀部 喊冤遭「仙人跳」仍得坐牢 , https://udn.com/news/story/7321/6989889?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:15:22 , udn , 七旬楊姓電台創辦人前年和妻子到某化妝門市消費後，邀約年僅20歲美容銷售顧問到飯店提供售後療程，趁機強抱及隔內褲磨蹭、上頂... , https://udn.com/news/story/7321/6989889?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:15:23 , udn , 賴惠員爆陳筱諭選舉「都是國共在操盤」 逆轉獲判無罪確定 , https://udn.com/news/story/7321/6989890?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:15:23 , udn , 民進黨立委賴惠員4年前在政論節目「抹紅」參加立委補選的無黨籍候選人陳筱諭「都是國共在操盤」，一審依違反公職人員選舉罷免法... , https://udn.com/news/story/7321/6989890?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:15:23 , udn , 影／22歲男當詐騙車手 雲林警埋伏超商12小時抓人 , https://udn.com/news/story/7320/6989887?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:15:24 , udn , 年僅22歲的于姓男子日前到雲林斗六一家超商取貨，突遭埋伏12小時的警方盤查，他疑似心虛，雙手不停顫抖，警方當場拆開男子手... , https://udn.com/news/story/7320/6989887?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:15:24 , udn , 他賣「這檔股票」報酬率0% 卻因1理由嗨喊：賺爛了！ , https://udn.com/news/story/12806/6988764?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:15:24 , udn , 大魯閣（1482）2022年股東會紀念品包括「700元消費抵用券」及七張「每月玩樂買1送1券」，價值超過2800元。有投資人在股價18元時購入一股，如今「無套出場」，報酬率0%，但領到很多折價券及禮券，直呼「賺爛」。 , https://udn.com/news/story/12806/6988764?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:18:23 , udn , NBA／詹皇兒子選秀預測升至第10 球探報告：防守很恐怖 , https://udn.com/news/story/7002/6989850?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:18:23 , udn , 距離2024年NBA選秀會還有16個月，但由於詹姆斯（LeBron James）兒子布朗尼（Bronny James）有望參加該屆選秀，因此已提前引起關注，《ESPN》選秀專家吉馮尼（Jonathan , https://udn.com/news/story/7002/6989850?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:18:24 , udn , 北勢國中棒球小將打進全國賽　副議長顏莉敏到校加油 , https://udn.com/news/story/7325/6989904?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:18:24 , udn , 台中市沙鹿區北勢國中棒球隊，成功晉級111年學年度國中硬式棒球聯賽，將代表台中打進全國賽。今天上午，台中市議會副議長顏莉... , https://udn.com/news/story/7325/6989904?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:18:24 , udn , 時隔17月 三峽恩主公八德線下月重啟3線專車 , https://udn.com/news/story/7324/6989903?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:18:25 , udn , 三峽恩主公醫院就醫專車桃園八德線，因新冠疫情停駛至今長達1年5個月，近期考量疫情趨緩，及該地區民眾就醫需求增加，將於3月... , https://udn.com/news/story/7324/6989903?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:18:25 , udn , 蕭景田涉嫌買票今起訴 林杏兒：相信司法不冤枉無辜人 , https://udn.com/news/story/7321/6989907?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:18:26 , udn , 行政院拍板！3800億特別預算通過送立院審議 , https://udn.com/news/story/7314/6989906?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:18:26 , udn , 行政院會今天通過規模3800億元的「中央政府疫後強化經濟與社會韌性 及全民共享經濟成果特別預算案」，將送立法院審議。此次... , https://udn.com/news/story/7314/6989906?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:18:26 , udn , H&M攜手MUGLER打造聯名系列 販售時間也公開了！ , https://udn.com/news/story/7270/6989900?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:18:27 , udn , H&M宣布將與法國前衛設計師品牌MUGLER合作，由創意總監Casey Cadwallader親自操刀，將融入品牌享負盛名的性感剪裁與高級時裝的元素，預計在今年第一季結束前就會在網路商店及精選門市推出。 , https://udn.com/news/story/7270/6989900?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:22 , udn , FENDI大秀宋慧喬、許光漢終於同框！宋雨琦穿透視洋裝 , https://udn.com/news/story/7270/6989915?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:23 , udn , FENDI於義大利米蘭當地時間2月22日下午舉辦2023秋冬系列女裝大秀，全球來自電影、娛樂和音樂各界的藝人嘉賓皆共襄盛... , https://udn.com/news/story/7270/6989915?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:23 , udn , 陽明交大發現除草劑惡化腸道發炎　這一類人要小心 , https://udn.com/news/story/7266/6989912?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:24 , udn , 國立陽明交通大學研究，發炎性腸道疾病（nflammatory Bowel Disease, IBD）主要包括潰瘍性結腸炎... , https://udn.com/news/story/7266/6989912?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:24 , udn , 撕票重犯逃亡20年落網嘆「欠人終要還」 一審今判無期 , https://udn.com/news/story/7321/6989916?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:25 , udn , 曾參與擄人勒贖撕票案的要犯巫秋標，20年來隱姓埋名，四處打零工維生，沒想到去年4月間遇警攔查，因虛報身分證號碼遭識破，差... , https://udn.com/news/story/7321/6989916?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:25 , udn , 職業大賭場藏匿林森北路 中山警夜襲搜索查獲117人 , https://udn.com/news/story/7321/6989923?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:26 , udn , 台北市警方上周獲報，複合式職業賭場藏匿中山區林森北路一處商辦大樓內，經連日蒐證，今晨0時許集結警力破門搜索，當場查獲負責... , https://udn.com/news/story/7321/6989923?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:26 , udn , 綠委組打詐小組提10大訴求 盼阻斷年收70億元詐騙產業 , https://udn.com/news/story/7321/6989929?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:27 , udn , 民進黨立委郭國文今天表示，根據刑事警察局統計，去年因詐欺受騙的財物損失逼近70億元，詐騙不只受損金額高，近年來更是以1年... , https://udn.com/news/story/7321/6989929?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:27 , udn , 影／三峽男偷車換掛家人車牌 因這句話露餡遭逮 , https://udn.com/news/story/7320/6989922?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:28 , udn , 新北市謝姓男子日前在新北市三峽區北大特區涉嫌偷機車代步，為躲警攔查，還刻意拆下車牌，換上自家車牌，以為神鬼不知的他，昨天... , https://udn.com/news/story/7320/6989922?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:28 , udn , 影／台中霧峰大火波及學生租屋大樓 消防單位搶救中 , https://udn.com/news/story/7320/6989924?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:29 , udn , 台中市霧峰區中正區一家食品容器公司今天早上八點傳出火警，火勢在短短時間內迅速延燒，並波及旁邊民宅，濃煙也蔓延到一旁學生租... , https://udn.com/news/story/7320/6989924?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:29 , udn , 英官員：烏克蘭3月反攻 飛官將受訓操作颱風戰機 , https://udn.com/news/story/122663/6989883?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:24:29 , udn , 英國8日率先宣布將訓練烏克蘭飛行員操作北約規格戰機。國防副大臣哈佩今天說，烏軍飛官將學習操作「颱風」戰機；隨著各國軍援加... , https://udn.com/news/story/122663/6989883?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:27:26 , udn , 開貨車要撞派出所長遭求刑1年 法院判最輕6月還能易科 , https://udn.com/news/story/7321/6989939?from=udn-ch1_breaknews-1-0-news
2023-02-23 11:27:27 , udn , 台中林姓男子無照駕駛大貨車被葉姓所長攔查，林想逃竟朝葉加速欲衝撞，所幸葉立刻跳車並朝林的車輪開槍才未釀傷亡，法院一審依妨... , https://udn.com/news/story/7321/6989939?from=udn-ch1_breaknews-1-0-news
