2023-05-09 00:06:04 , udn , 擺脫行人地獄 蔣萬安2改革 李四川留言也做這事…網讚 , https://udn.com/news/story/7323/7151531?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:35:11 , udn , 新北市長侯友宜昨天說出「反台獨、反一國兩制」，民進黨認為侯刻意迴避九二共識，沒說清楚兩岸論述。侯說，他已經說很清楚，中華... , https://udn.com/news/story/123307/7152058?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:35:57 , udn , MLB／26位圈內人估大谷身價 總額6億美元vs.年薪6千萬美元 , https://udn.com/news/story/6999/7152068?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:39:22 , udn , 嚇傻！蝦皮賣「運屍袋」已售出近700件全留5星好評 買家曝真實用途：別大驚小怪 , https://udn.com/news/story/120911/7151922?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:39:32 , udn , 現代人生活忙碌，因此習慣透過網購平台下單需要的日用品，其中「蝦皮購物」是國人愛用的電商平台之一。日前有網友發現蝦皮竟然有販售運屍袋，截至目前為止售出數量將近700，感到相當震驚。 , https://udn.com/news/story/120911/7151922?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:39:53 , udn , Live／柯瑞半場全能秀力抗AD19分 勇士領先湖人3分 , https://udn.com/news/story/7002/7151995?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:40:24 , udn , 男孩驚見家裡闖入一頭「小狼」嚇壞！爺爺揭尊爵不凡身份超驚喜：賺翻了 , https://udn.com/news/story/7470/7152062?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:40:34 , udn , 住在偏鄉常會撞見各種野生動物，一名男孩回家意外發現屋內闖進一隻小狼，嚇到渾身發抖，直到爺爺回家才辨明這隻生物的獨特身份。 , https://udn.com/news/story/7470/7152062?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:40:55 , udn , 好市多袋裝烤雞「這一幕」嚇到她通報店員 內行曝：這樣才讚 , https://udn.com/news/story/120915/7152061?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:41:05 , udn , 美式賣場好市多（Costco）的烤雞與烤雞腿受到不少消費者喜愛，不過近日有名女網友指出，逛熟食區時因發現烤雞翅有一半都泡在油裡面，認為觀感不佳，也馬上通報店員處理。對此，也引來其他網友表示，其實原PO嫌棄的雞汁，是整隻雞的精華所在。 , https://udn.com/news/story/120915/7152061?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:41:26 , udn , 星宇旅客狼狽睡機場 有保「旅遊不便險」能獲賠上萬？ 達人揭買保單訣竅 , https://udn.com/news/story/123501/7152105?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:41:37 , udn , 星宇航空(2646)週六(5/6)因天候異常、指示燈有異狀，導致飛機延誤逾7個小時，再加上機場宵禁的關係，旅客只能鋪睡袋、睡機場，針對這樣的狀況，如果在出國前有買旅遊平安險，並加保「旅遊不便險」的話，是否能獲得理賠？ , https://udn.com/news/story/123501/7152105?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:41:57 , udn , 公德心在哪？ 家用垃圾塞爆新北行人垃圾桶 , https://udn.com/news/story/7323/7152101?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:42:08 , udn , 隨著垃圾費隨袋徵收，台灣民眾逐漸養成作好資源回收、減少垃圾量以降低購買專用垃圾袋花費，但也有民眾投機取巧，將家用垃圾往行... , https://udn.com/news/story/7323/7152101?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:42:22 , udn , 非法保母夫妻踩破3歲男童肝臟、生殖器爛掉身亡 最終下場出爐！ , https://udn.com/news/story/7321/7152135?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:42:28 , udn , 不再是房價凹陷區！北市6處傳統市場房價高於行政區 , https://udn.com/news/story/7241/7152100?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:42:32 , udn , 非法保母劉庭妌與丈夫張竣堯不滿收托照顧的3歲男童哭鬧，加上男童父母遲延給付保母費，輪番將男童肝臟踏到挫裂、生殖器糜爛死亡... , https://udn.com/news/story/7321/7152135?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:42:39 , udn , 傳統市場環境雜亂，過往多被視為嫌惡設施，房市票房毒藥，但永慶房產集團根據實價登錄資料，統計台北市十大知名的傳統市場周邊房... , https://udn.com/news/story/7241/7152100?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:42:59 , udn , NBA／艾頓關鍵跳球犯規漏吹 裁判報告顯示金塊吃悶虧 , https://udn.com/news/story/7002/7152080?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:43:10 , udn , 約柯奇（Nikola Jokic）在金塊太陽第4戰豪取生涯新高53分，但面對杜蘭特（Kevin Durant）和布克（Devin Booker）高效率合砍72分，以及沙米特（Landry Shamet , https://udn.com/news/story/7002/7152080?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:43:24 , udn , 投產印度！儒鴻4月營收月增6%  法人對後市多空看法不一 , https://udn.com/news/story/7252/7152118?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:43:34 , udn , 儒鴻（1476）4月營收月增6%、年減31.4%，符合市場預期；法人機構認為，儒鴻營收雖較去年下滑，但隨庫存去化進度順利... , https://udn.com/news/story/7252/7152118?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:44:01 , udn , 高雄「都市之肺」雨後積水東一塊西一塊 民眾憂藏風險 , https://udn.com/news/story/7327/7152087?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:44:05 , udn , 柯瑞半場攻下15分7籃板7助攻，力抗湖人戴維斯的19分，勇士暫時以52：49領先。 , https://udn.com/news/story/7002/7151995?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:44:12 , udn , 高雄市凹子底森林公園占地達10公頃，被譽為「都市之肺」，前天高雄盼來久違的雨水，雨後公園地磚鋪面上，出現大大小小積水區，... , https://udn.com/news/story/7327/7152087?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:45:21 , udn , 超級富豪避險 鎖定精品豪宅 , https://udn.com/news/story/6811/7152159?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:45:31 , udn , 在疫情期間又變得更有錢的全球超級富豪，正找尋資金避風港，近年來的熱門標的是阿拉伯聯合大公國杜拜的精品豪宅。俄烏戰爭開打後，擔心錢財安全的俄羅斯富人也來湊熱鬧。 , https://udn.com/news/story/6811/7152159?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:45:52 , udn , 亞馬遜Prime Video攻非洲市場 , https://udn.com/news/story/6811/7152150?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:46:02 , udn , 亞馬遜串流影音平台Prime Video推出首部非洲原創電影「拉哥斯黑幫」，並在奈及利亞大城拉哥斯舉辦電影首映會，此片隔日也隨即在串流平台上架，顯示亞馬遜計劃以更多貼近當地的內容，擴大在非洲的營收。 , https://udn.com/news/story/6811/7152150?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:46:23 , udn , 已婚商人不滿小三斷情 討百萬分手費二度開車衝撞 , https://udn.com/news/story/7321/7152144?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:46:33 , udn , 彰化縣陳姓男子販售農產品，與黃姓女子有多年婚外情關係，黃女近年欲回歸家庭，與陳分手，但陳要求黃女給付120萬元分手費，黃... , https://udn.com/news/story/7321/7152144?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:47:05 , udn , 台灣產業龍頭股創造奇蹟 等權重異軍突起 , https://udn.com/news/story/7251/7152067?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:48:57 , udn , 面板業市況開始回升 雙虎友達、群創今帶量走強成撐盤要角 , https://udn.com/news/story/7253/7152116?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:49:07 , udn , 研調機構集邦科技昨（8）日發布最新調查報告指出，受惠實質訂單回穩，面板產能利用率開始提升，帶動今（9）日面板雙虎盤中股價... , https://udn.com/news/story/7253/7152116?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:50:04 , udn , 大江股價跌停 首季毛利率跳水創7年新低主要是這原因 , https://udn.com/news/story/7252/7152083?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:50:14 , udn , 大江（8436）公告第1季財報，首季營收18.73億元，年增13%，單季毛利率37.82%，較去年同期下滑2.5個百分點... , https://udn.com/news/story/7252/7152083?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:51:21 , udn , NBA／柯瑞半場17分力抗戴維斯肆虐 勇士後來居上領先湖人 , https://udn.com/news/story/7002/7152167?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:51:31 , udn , 勇士與湖人的第四戰持續在洛城進行，兩隊上半場外線手感都不佳，柯瑞（Stephen Curry）11投6中拿下17分7籃板7助攻3抄截，在半場結束前拉出一波10比4的攻勢，取得52比49領先。

S , https://udn.com/news/story/7002/7152167?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:51:52 , udn , 瑪爾濟斯過世穿LV花色衣上路「同款花紋飛蛾」頭七現身：讓姐姐感受我還在呀 , https://udn.com/news/story/7470/7152129?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:52:03 , udn , 咩咩(化名)是一隻可愛的馬爾濟斯、全家人的小跟班，雖然從小由姐姐帶回家，但平常咩咩(化名)總是會靠在失智的阿嬤旁邊陪伴老人家，牠最怕家人出門的時候忘了帶上牠，總是自己先跑進籠子裡就定位，把自己打包好，然後眼巴巴的看著家人，最後總是如願一起出門。 , https://udn.com/news/story/7470/7152129?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:52:23 , udn , 高雄父子闖壽山軍管區還拍照分享　老爸被憲兵隊移送 , https://udn.com/news/story/7321/7152172?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:52:34 , udn , 高雄李姓男子帶未成年的兒子爬壽山「少女峰」，結果闖入軍事管制區，還將登山照片大方貼到「高雄登山社」社團分享，高雄憲兵隊看... , https://udn.com/news/story/7321/7152172?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:52:55 , udn , 高雄查街暴分子 曾掀黑金之亂的幫派分子落網 , https://udn.com/news/story/7315/7152170?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:53:05 , udn , 高雄新興幫派分子綽號「黑仔」的潘姓男子，近4年在高雄街頭爭凶鬥狠，並掀起一場「黑金之亂」，2年前在高雄警方掃蕩新興幫派「... , https://udn.com/news/story/7315/7152170?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:53:26 , udn , 沙烏地阿拉伯打造全球鈾供應重鎮 功敗垂成 , https://udn.com/news/story/6811/7152171?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:53:36 , udn , 沙烏地阿拉伯力圖晉身全球鈾供應國，不過這番努力顯然功敗垂成，當地的探勘投資最後未能如願找到大量鈾礦礦藏。 , https://udn.com/news/story/6811/7152171?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:53:57 , udn , 拜登今晚將與國會協商美債上限 法人：台股整理機會大 , https://udn.com/news/story/7251/7152164?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:54:07 , udn , 市場觀望今晚美國總統拜登與國會參眾議院領袖之會面，討論美債上限事宜，台股早盤由紅翻黑後，午盤又攻回15,709點，大盤持... , https://udn.com/news/story/7251/7152164?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:54:28 , udn , 追求速度刺激感從未改變 TAG Heuer攜手全球最快帆船隊！ , https://udn.com/news/story/7270/7152214?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:54:28 , udn , ChatGPT殺手！22歲大學生自創「防AI程式」吸120萬用戶 , https://udn.com/news/story/6813/7152163?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:54:38 , udn , 無論是在陸地上還是水上，追求速度，一直都是瑞士鐘表品牌泰格豪雅（TAG Heuer）的DNA。所以在與保時捷締結合作關係、擔任摩納哥骨董車大獎賽的合作夥伴後，TAG Heuer宣布攜手世界上第一艘全水翼離岸單體帆船FlyingNikka，未來在比賽期間，船員除了會穿上帶有品牌標誌的服裝，同時配戴Aquaracer Professional 200太陽能腕表亮相。 , https://udn.com/news/story/7270/7152214?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:54:39 , udn , 隨著ChatGPT等人工智慧程式誕生，包括記者、編劇和大學教授等越來越工作領域的人皆擔憂最終會被取代，不過仍有人正尋求區... , https://udn.com/news/story/6813/7152163?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:54:59 , udn , 納粹符號再現身台灣 外交部接獲以色列、歐洲代表關切 , https://udn.com/news/story/6656/7152188?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:55:00 , udn , NBA／衛少、貝佛利和湖人討冠軍戒 前東家：奪冠都給！ , https://udn.com/news/story/7002/7152162?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:55:10 , udn , 外交部近日接獲歐洲與以色列駐台使節反映，再度有民眾手持納粹旗幟到台北歐洲學校門口，此外台中一中等非官方匿名臉書粉絲專頁也... , https://udn.com/news/story/6656/7152188?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:55:10 , udn , 衛斯特布魯克（Russell Westbrook）和貝佛利（Patrick Beverley）季後賽旅程都已結束，但兩人... , https://udn.com/news/story/7002/7152162?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:55:30 , udn , 雄獅狩獵水牛「遭美食反攻頂飛」強行逆轉食物鏈！被拖進叢林復仇下場慘爆 , https://udn.com/news/story/7470/7152134?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:55:31 , udn , 網紅代言加密幣 英官方畫出紅線 , https://udn.com/news/story/6811/7152169?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:55:41 , udn , 獅子是萬獸之王，但也有失手的時候。最近一段影片在網路上瘋傳，有遊客在南非野生動物公園目睹驚人的一幕，一隻雄獅進入水牛群獵食，沒想到竟然食物鏈大逆轉，雄獅反被一群水牛圍攻頂飛到高空，最後獅子被暴怒的水牛群重踏到奄奄一息，完全逆轉生態的狀況讓目擊者相當驚訝。 , https://udn.com/news/story/7470/7152134?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:55:41 , udn , 英國金融行為監管局（FCA）最近加強宣導，提醒網紅不得在網路上推銷「快速致富」的投資建議。但這波活動卻找來與金融沾不上邊的實境秀明星蓋夫卡（Sharon Gaffka）， 加入教育網紅的行列。 , https://udn.com/news/story/6811/7152169?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:56:02 , udn , 影／郭台銘台語掉漆？ 陳其邁：他講台語有誠意啦 , https://udn.com/news/story/6656/7152158?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:56:13 , udn , 鴻海集團創辦人郭台銘7日晚在高雄舉辦首場造勢晚會，吸引2萬人到場力挺，「台灣阿銘」全程用台語致詞，但被評郭的台語「落漆到... , https://udn.com/news/story/6656/7152158?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:56:32 , udn , 罕見合體！郭台銘拜會新竹議長 中午將與高虹安用餐 , https://udn.com/news/story/123307/7152179?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:56:43 , udn , 鴻海創辦人郭台銘表態爭取國民黨總統提名，今天一早前往新竹市議會拜會議長許修睿，國民黨籍竹市立委鄭正鈐也到場，雙方在市議會... , https://udn.com/news/story/123307/7152179?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:57:23 , udn , 機車待轉區恐成「未讓行人」罰單陷阱 萬年難題考照與現實如何兩全 , https://udn.com/news/story/7266/7150941?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:57:33 , udn , 「行人地獄」大執法，機車強制兩段式左轉存廢爭議再度引起討論，待轉區位置很可能成為不禮讓行人的「陷阱」，動輒吃罰單。台灣交通安全協會理事長陳宏益觀察，現行機車路考試題中，未要求考生進入待轉區時以手勢或方向燈示意，無論騎士是否打方向燈，皆不會扣分，機車考照脫離現實，機車族「肉包鐵危機」雪上加霜。

交通部4月28日召開道安說明會，公布今年1至2月事故死亡數526人，比去年增加48人、提升1成；其中機車死亡數占全體死亡數6成3，顯示全台機車數逾1400萬輛，機車族面臨的危機重重，交通部三大改善方向中，才會考量「因地制宜」地開放部分路口，讓機車可從內車道直接左轉、不必強制兩段式左轉。 , https://udn.com/news/story/7266/7150941?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:57:54 , udn , 時力：數位身分證10億全民埋單 錯誤政策與貪污無異 , https://udn.com/news/story/6656/7152224?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:58:04 , udn , 數位身分證政策喊卡，中央印製廠與廠商賠償金額兜不攏，時代力量發言人余佳蒨今天說，政府當初不顧資安疑慮，強推數位身分證卻不... , https://udn.com/news/story/6656/7152224?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:58:05 , udn , 宣明智送郭台銘READY玩偶 侯友宜：都願為這塊土地貢獻 , https://udn.com/news/story/123307/7152147?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:58:16 , udn , 聯電榮譽副董事長宣明智昨辦餐敘，邀請鴻海創辦人郭台銘、12位國民黨立委，還送郭印有「READY」字樣的玩偶，引發郭搶票聯... , https://udn.com/news/story/123307/7152147?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:58:25 , udn , MLB／不滿洋基復健賽安排 塞佛里諾：不想早上6點開車出門 , https://udn.com/news/story/6999/7152143?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:58:35 , udn , 洋基強投塞佛里諾（Luis Severino）傷病史豐富，今年開季又因背部拉傷進傷兵名單，目前還在復健，尚未出賽，他近日受訪時表達對球隊復健賽安排的不滿。

塞佛里諾2018年繳出19勝8敗，防禦 , https://udn.com/news/story/6999/7152143?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:58:37 , udn , 高雄住宅地2年狂漲6成 這區地價最貴 , https://udn.com/news/story/7241/7152133?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:58:47 , udn , 台灣房屋集團統計，高雄近年百坪以上具獨立開發效益的土地成交行情，包括住宅地、商業地、農地與工業用地，成交地價全都上揚。其... , https://udn.com/news/story/7241/7152133?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:58:56 , udn , 西門美食「雪王冰淇淋」快閃SOGO「月老冰淇淋」掀話題 , https://udn.com/news/story/7270/7152218?from=udn-ch1_breaknews-1-0-news
2023-05-09 11:59:07 , udn , 有76年歷史、台北西門著名的老牌冰淇淋「雪王冰淇淋」，首度前進百貨，將於5/15起至5/31於SOGO忠孝館B1樓層快閃... , https://udn.com/news/story/7270/7152218?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:00:22 , udn , 立院三讀通過輔導條例修法 退除役官兵就業津貼入法 , https://udn.com/news/story/7314/7152232?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:00:32 , udn , 為促進退除役官兵穩定就業，立法院今日三讀通過「國軍退除役官兵輔導條例部分條文修正案」，將就業穩定津貼、金額、對象、期間等... , https://udn.com/news/story/7314/7152232?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:00:53 , udn , 消防員為國爭光不能請公假 立委要消防署通通給假支持 , https://udn.com/news/story/7314/7152229?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:00:59 , udn , 妙齡女為和男網友見面 險被騙12萬元 , https://udn.com/news/story/7320/7152190?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:01:03 , udn , 世界警消運動會7月將在加拿大登場，時代力量立委邱顯智今天表示，相較警政署採用部分項目甄選方式，消防署皆採用遴選方式辦理，... , https://udn.com/news/story/7314/7152229?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:01:10 , udn , 台南蘇姓女子在交友軟體認識男網友，雙方互相加LINE後，對方要求如要見面，得購買12萬元遊戲點數才能如願，若不依照他的指... , https://udn.com/news/story/7320/7152190?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:02:25 , udn , 科技校院繁星推薦放榜 錄取率57.7%近4年最低 , https://udn.com/news/story/6929/7152187?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:02:36 , udn , 112學年度科技校院繁星計畫聯合推薦甄選入學今天放榜，有50校提供2551個名額，3500人報名，錄取2019人，錄取率... , https://udn.com/news/story/6929/7152187?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:03:25 , udn , 環時不接受韓方批評 南韓使館表達不滿和遺憾 , https://udn.com/news/story/7331/7152245?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:03:36 , udn , 大陸官方鷹派媒體《環球時報》日前發文批評韓國總統尹錫悅相關談話，引起韓國駐陸使館發函抗議。對此，環球時報8日透過該報社評... , https://udn.com/news/story/7331/7152245?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:03:57 , udn , 質疑信賴台灣變姓賴台灣 藍要賴清德說清楚擋疫苗始末 , https://udn.com/news/story/6656/7152241?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:04:07 , udn , 國民黨今舉行「缺疫苗、護高端、擋BNT  民進黨假裝失憶？還是害怕想起？」記者會，針對鴻海創辦人郭台銘7日說蔡英文請她的... , https://udn.com/news/story/6656/7152241?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:15:25 , udn , 美國佛州限制中國人買地 州長迪尚特簽署法案 , https://udn.com/news/story/6813/7152272?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:15:35 , udn , 美國佛羅里達州長迪尚特今天簽署多項法案，目的在遏制北京日益增長的影響力，包括限制中國人在佛州購買房地產，以及收緊對短影音... , https://udn.com/news/story/6813/7152272?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:15:57 , udn , 暴雨不歇 大陸華南地區10日起將有新一輪強降雨 , https://udn.com/news/story/7332/7152277?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:16:07 , udn , 大陸暴雨一波接一波，多個省市農作物遭暴雨損害，並傳出道路橋樑坍塌造成居民出行不便等災情。大陸中央氣象台預測，10日至13... , https://udn.com/news/story/7332/7152277?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:16:28 , udn , 外界質疑衛福部食藥署處理莓果慢半拍 薛瑞元回應了 , https://udn.com/news/story/7266/7152278?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:16:38 , udn , 台北市衛生局今年5月5日接獲一例急性病毒性A型肝炎通報個案，疫調發現，個案曾於3月底至4月底期間，食用於好市多購買的冷凍... , https://udn.com/news/story/7266/7152278?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:16:59 , udn , 參加柔術比賽奪牌！FB創辦人祖克柏感謝文「提及台裔教練」 , https://udn.com/news/story/6813/7152279?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:17:09 , udn , Facebook創辦人祖克柏（Mark Zuckerberg）又能為自己加上一個新的身分：奪牌武術家，他近期在一場於加州... , https://udn.com/news/story/6813/7152279?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:17:30 , udn , 蔡天鳳案！控方發現前婆婆DNA外套 村屋內人體下肢與蔡吻合 , https://udn.com/news/story/7332/7152242?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:17:41 , udn , 28歲香港名媛蔡天鳳（Abby Choi）疑被殺害肢解烹屍案，蔡的前夫鄺港智和其三名家人早前被控謀殺和妨礙司法公正等罪。 , https://udn.com/news/story/7332/7152242?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:18:01 , udn , 3歲女童過馬路遭撞死 網揭台灣駕駛左轉惡習：觀念很差！ , https://udn.com/news/story/120911/7152215?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:18:12 , udn , 台南8日發生3歲女童過馬路時遭轎車撞死事件，為台灣洗刷「行人地獄」汙名再添一道門檻，也再次引發網友討論交通亂象，認為台灣人愛搶快，不管騎車、開車，都喜歡「切西瓜左轉」趕在對向車到來前先一步進入車道，特別是「前排機車騎士有8成都這樣」。 , https://udn.com/news/story/120911/7152215?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:18:28 , udn , 雄獅旅遊涉詐領訓練補助 勞動部追回99萬 , https://udn.com/news/story/7321/7152281?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:18:33 , udn , 投資00878必搭配00713？ 她解析「爆紅4關鍵」：有3年績效贏過大盤型ETF , https://udn.com/news/story/123006/7151905?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:18:39 , udn , 針對「雄獅旅行社」詐領訓練補助案，勞動部勞力發展署北基宜花金馬分署表示，2020年專案清查時發現雄獅涉以提供不實資料向北... , https://udn.com/news/story/7321/7152281?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:18:43 , udn , 理財達人摳摳（懶錢包Lazywallet）在Youtube頻道上分享，00713爆紅的「4個關鍵」，也解釋為何許多人覺得投資00878必搭配00713？原因就在於兩者季配息月份沒有重複到，同時投資兩檔一年即可領股利8次，且00713成分當中沒有太多金融股，能達到分散風險的效用。 , https://udn.com/news/story/123006/7151905?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:19:04 , udn , 星宇日本延誤連帶影響洛杉磯航班 旅客怨：空等4小時 , https://udn.com/news/story/123501/7152258?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:19:14 , udn , 星宇航空日前飛東京成田航班受到側風嚴重影響轉降名古屋，後續調度不當引發旅客抱怨，也由於星宇目前僅有3架A350 XWB，... , https://udn.com/news/story/123501/7152258?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:19:35 , udn , 他線上報稅遭被「登出六次」超崩潰 網曝一招：3分鐘完成申報 , https://udn.com/news/story/121041/7151993?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:19:45 , udn , 報稅季節到了，今年國稅局網站除了提供離線報稅以外，也提供了行動電話認證、健保卡＋註冊密碼、自然人憑證、戶口名簿戶號、行動自然人憑證、電子憑證線上申報等方式，讓申報者輕鬆報稅。不過有網友稱，他在報稅過程中，因為不明原因，而被系統強制六次，讓他直言「乾脆提示請用手機申報。」 , https://udn.com/news/story/121041/7151993?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:20:37 , udn , 質疑信賴台灣變「姓賴台灣」 藍要賴清德說清楚擋疫苗始末 , https://udn.com/news/story/6656/7152241?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:21:08 , udn , 信義房屋替新人扎實打基礎 甘家銘成千萬經紀人 , https://udn.com/news/story/7241/7152231?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:21:18 , udn , 零經驗的一張白紙，如何成為房仲「千萬經紀人」？信義房屋板橋江翠店專案經理甘家銘第一份正職工作，就加入信義房屋當房仲，雖然... , https://udn.com/news/story/7241/7152231?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:21:26 , udn , 路邊看到「阿嬤養的鬥牛犬」臉超胖！她越想越不對 倒退嚕1動作救狗狗一命 , https://udn.com/news/story/7470/7152252?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:21:36 , udn , 感謝許多善心人士的細心。一名女子在路上看到一隻流浪狗整張臉胖胖的很可愛，但下秒卻覺得好像哪邊不對勁，女子立刻倒退嚕過去查看浪浪的狀況，伸手一摸才發現狗狗會變胖是因為脖子上面被繫上一條很緊的繩子導致發炎腫脹，女子立刻將狗狗帶去看獸醫，再晚一步狗狗可能就會沒命。 , https://udn.com/news/story/7470/7152252?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:21:57 , udn , 直擊17隻「長頸龍寶寶」在沙灘上狂奔？網曝真相：還以為穿越2億年前拍的 , https://udn.com/news/story/7470/7152257?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:22:08 , udn , 恐龍是早已滅絕的生物，卻有人在沙灘上目擊一堆小長頸龍奔跑？原來這是一支遭到惡搞的影片，讓人虛驚一場。 , https://udn.com/news/story/7470/7152257?from=udn-ch1_breaknews-1-0-news
2023-05-09 12:24:26 , udn , 大陸4月出口年增8.5% 略優於預期 , https://udn.com/news/story/7333/7152301?from=udn-ch1_breaknews-1-0-news
