2023-04-16 00:20:53 , udn , 2023台灣盃極限射擊大賽盛大登場 全民國防議題受重視 , https://udn.com/news/story/7241/7100778?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:39:16 , udn , 「堅偉大戰」曝民調？ 何志偉：別傷害民進黨、糟蹋賴清德 , https://udn.com/news/story/123307/7101144?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:45:14 , udn , 不滿稚子腦傷！母公布保母家人個資二審 仍獲判無罪 , https://udn.com/news/story/7321/7101169?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:45:25 , udn , 陳姓女子不滿商姓保母導致稚子腦傷，上網公布保母家人的照片與姓名，遭控違反個資法。一審判陳女無罪。二審認保母家人的隱私名譽... , https://udn.com/news/story/7321/7101169?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:51:14 , udn , 氣候變遷局取消掛牌 環保署：422世界地球日改成立籌備處 , https://udn.com/news/story/7266/7101188?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:51:25 , udn , 為加速氣候變遷因應法（氣候法）推動及規畫碳費徵收，環保署原先規畫於世界地球日（4月22日）正式掛牌成立「氣候變遷局」，但... , https://udn.com/news/story/7266/7101188?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:51:45 , udn , 營利事業所得稅申報軟體開放下載 身分認證方法二擇一 , https://udn.com/news/story/7238/7101185?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:51:56 , udn , 5月報稅季即將開跑，去年（2022）營利事業所得稅結算網路申報軟體自4月15日起在財政部電子申報繳稅服務網站開放，營利事... , https://udn.com/news/story/7238/7101185?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:52:16 , udn , 影／通緝犯交出毒品卻騎機車衝撞 蘆洲警開1槍逮捕 , https://udn.com/news/story/7315/7101179?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:52:27 , udn , 45歲李姓男子日前在新北市蘆洲區，深夜騎乘機車被警方攔下盤查，他交出身上攜帶的毒品，卻趁隙跳上機車欲衝撞逃脫，員警立刻鳴... , https://udn.com/news/story/7315/7101179?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:52:47 , udn , 矽銀瑞信震撼效應 葉倫：銀行放貸會趨保守 , https://udn.com/news/story/6811/7101150?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:52:58 , udn , 美國財政部長葉倫在今天播出的採訪中表示，近期銀行業歷經動盪後，美國各銀行在放貸方面可能趨於謹慎，但仍預測國內生產毛額（G... , https://udn.com/news/story/6811/7101150?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:53:18 , udn , 「堅偉」之戰 吳子嘉稱民調沒贏 王世堅酸回應 , https://udn.com/news/story/6656/7101178?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:53:29 , udn , 民進黨初選「堅偉之戰」明起就要民調，議員王世堅今到大同區拜票，對於日前專訪自曝互比民調贏對手兩位數，美麗島電子報董事長吳... , https://udn.com/news/story/6656/7101178?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:53:49 , udn , 陸衛星飛越台灣北部海域 我交通部：目前無班機取消 一切平安 , https://udn.com/news/story/7314/7101176?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:57:14 , udn , MiLB／劉致榮先發勝 潘文輝生涯初登板飆158公里中繼成功 , https://udn.com/news/story/6999/7101183?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:57:24 , udn , 旅美紅襪隊小聯盟2A投手劉致榮今天先發，投5局飆8K、無失分，拿下本季首勝；費城人隊小聯盟1A投手潘文輝生涯初登板，中繼... , https://udn.com/news/story/6999/7101183?from=udn-ch1_breaknews-1-0-news
2023-04-16 11:59:47 , udn , 「堅偉」之戰…吳子嘉稱民調沒贏 王世堅酸回應 , https://udn.com/news/story/123307/7101178?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:00:18 , udn , 陸衛星飛越台灣北部海域 我交通部：目前無航班取消 一切平安 , https://udn.com/news/story/7314/7101176?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:00:28 , udn , 中國大陸在酒泉衛星發射中心使用長征四號乙運載火箭，16日上午9時36分將「風雲三號07星」發射升空，大陸宣布16日要在台... , https://udn.com/news/story/7314/7101176?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:00:49 , udn , 不滿稚子腦傷！母公布保母家人個資 二審仍獲判無罪 , https://udn.com/news/story/7321/7101169?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:03:13 , udn , 上午11時26分花蓮規模4.1地震 最大震度4級 , https://udn.com/news/story/7266/7101200?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:03:24 , udn , 中央氣象局發布第32號顯著有感地震報告，今天上午11時26分，在花蓮縣政府西南方35.2公里，位於花蓮縣萬榮鄉，發生芮氏... , https://udn.com/news/story/7266/7101200?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:03:44 , udn , 他剝開香蕉驚見熟透部位「魔鬼藏在細節裡」！ 網崩潰：以後不敢無腦吃了 , https://udn.com/news/story/7470/7101184?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:03:55 , udn , 蔬果裡常夾帶蟲蟲，不仔細看還不容易發現，有人分享在香蕉的果肉裡驚見有白白的物體蠕動，讓人看了頭皮發麻。 , https://udn.com/news/story/7470/7101184?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:05:47 , udn , 全國學生舞蹈賽獲5特優16優等 竹縣學生表現不俗 , https://udn.com/news/story/6885/7101186?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:05:57 , udn , 新竹縣學生在日前全國學生舞蹈比賽上，獲獎數再創新高，由各校團體、個人共獲得5項特優、16項優等的好成績，其中竹北光明國小... , https://udn.com/news/story/6885/7101186?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:06:15 , udn , 改善空品先「健骨強身」 環保署：降低空品濃度、惡化日數 , https://udn.com/news/story/7266/7101208?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:06:25 , udn , 受到中國大陸沙塵暴的影響，再加上台灣本地的汙染物夾擊，在「內外夾擊」的狀況，台灣空氣品質近日慘兮兮。對於台灣空品如何改善... , https://udn.com/news/story/7266/7101208?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:06:46 , udn , 拉拉山國家森林遊樂區明天開園半票 議員民眾有話說 , https://udn.com/news/story/7324/7101207?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:06:56 , udn , 明天（4月18日）全台第19個國家森林遊區的「拉拉山國家森林遊樂區」開園！園區位於台灣中海拔霧林帶，保留原始林相及巨木群... , https://udn.com/news/story/7324/7101207?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:07:17 , udn , 前民視董座阿扁家前發傳單引警關切 警澄清：有人檢舉 , https://udn.com/news/story/7321/7101209?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:07:27 , udn , 表態要參選高雄區域立委的前民視董事長、喜樂島聯盟主席郭倍宏，昨天在前總統陳水扁住處前方的人行道發放傳單時，被人檢舉違規擺... , https://udn.com/news/story/7321/7101209?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:07:48 , udn , 運用三種桶型 班瑞克16年補足產品線「缺少的一塊」 , https://udn.com/news/story/7270/7101204?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:07:58 , udn , 班瑞克（BENRIACH）正式推出全新班瑞克16年單一麥芽蘇格蘭威土忌，這款威士忌使用波本桶、雪莉桶與新橡木桶三種酒桶熟... , https://udn.com/news/story/7270/7101204?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:08:19 , udn , 日相岸田遇襲後繼續輔選行程 強調不容暴力行為 , https://udn.com/news/story/123470/7101152?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:08:29 , udn , 日本首相岸田文雄15日在地方輔選遇襲幸運躲過一劫，他今天不受影響依原訂行程繼續下鄉輔選行程，強調絕不容許在選舉時發生暴力... , https://udn.com/news/story/123470/7101152?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:09:15 , udn , 「龍崎條款」異於常態光速過關   政界：賴的本命區保衛戰 , https://udn.com/news/story/6656/7101214?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:09:25 , udn , 立法院4月14日通過環評法第16條之2修正案，被政壇稱為「龍崎條款」，若撤銷開發許可，則可廢止環評結論，也讓老環評問題有... , https://udn.com/news/story/6656/7101214?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:09:46 , udn , NBA／國王雙槍狂轟70分 首戰力壓浪花兄弟逆轉奪勝 , https://udn.com/news/story/7002/7101212?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:09:56 , udn , 全聯盟進攻火力最兇猛的國王和勇士在季後賽首度正面交鋒，雙方整場比賽攻勢凌厲，比分持續交互領先，毫無冷場。

原本處於兩位數分差落後劣勢的國王，在第三節後段展開大反擊，將比賽拉回原點；到了第四節中後 , https://udn.com/news/story/7002/7101212?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:10:17 , udn , 蔣萬安增500長照床政見恐跳票？ 北市衛生局：早有規劃 , https://udn.com/news/story/7323/7101213?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:10:27 , udn , 台北市長蔣萬安去年9月選舉期間，提出「長照三箭」政見，其中長照床位增加500床，要於6個月內完成，遭民進黨議員王閔生、林... , https://udn.com/news/story/7323/7101213?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:11:18 , udn , 半票優惠到9月底！拉拉山國家森林遊樂區明天開園 議員民眾有話說 , https://udn.com/news/story/7324/7101207?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:13:55 , udn , 增進學童外語能力 新北15所學校參與國際學伴計畫 , https://udn.com/news/story/6885/7101164?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:14:06 , udn , 因應2030年雙語政策，新北市今年有15所學校參與「國際學伴計畫（ICL）」，媒合國內外籍大學生和國中小學生成為大、小學... , https://udn.com/news/story/6885/7101164?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:18:16 , udn , 2024總統大選生死之爭 吳子嘉爆內幕：藍綠大票倉「都在這」 , https://udn.com/news/story/123307/7101203?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:18:27 , udn , 2024總統大選日漸逼近，台灣民眾黨主席柯文哲日前出訪美國「面試」，與紐約當地的台灣學生進行早餐會，談論2024選情時，他也坦言自己的民調支持度就是20%。對此，媒體人吳子嘉指出，柯文哲就是「藍綠的大票倉」。 , https://udn.com/news/story/123307/7101203?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:18:47 , udn , 新店中安大橋更換LED路燈 明起夜間分階段封閉匝道 , https://udn.com/news/story/7323/7101234?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:18:58 , udn , 新北中安大橋是連結安坑、新店市區及中和的重要橋樑，每日車流量大，新北工務局表示，為提升該路段路燈照明、降低維護經費，養工... , https://udn.com/news/story/7323/7101234?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:19:18 , udn , 河南一馬戲團表演中 獅子突然逃出籠子衝向觀眾席... , https://udn.com/news/story/7333/7101229?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:19:29 , udn , 台灣日前發生狒狒從動物園逃脫事件，中國大陸則出現更驚悚的新聞，馬戲團的獅子在表演中衝出牢籠。河南洛陽一馬戲團15日表演時... , https://udn.com/news/story/7333/7101229?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:19:49 , udn , 中職／出賽有限、打擊有落差 陳俊秀降二軍調一下 , https://udn.com/news/story/7001/7101223?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:20:00 , udn , 樂天桃猿隊今天球員異動，將先發投手陳鴻文升上一軍，將陳俊秀降下二軍，總教練曾豪駒指出，陳俊秀目前出賽較少，打擊上還需要一... , https://udn.com/news/story/7001/7101223?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:20:20 , udn , 鄭州富士康員工僅剩半 當局引入比亞迪擺脫依賴 , https://udn.com/news/story/7333/7101206?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:20:31 , udn , 河南鄭州富士康歷經去年疫情封控、員工避疫「逃亡」以及蘋果公司大幅提升在印度生產總值後，陸媒報導，該廠人數比年前已經少了一... , https://udn.com/news/story/7333/7101206?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:21:13 , udn , 綠營桃園區立委初選最快明舉行 參選人進入肉搏戰階段 , https://udn.com/news/story/123307/7101247?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:21:22 , udn , NBA／國王雙衛狂轟70分 首戰力壓浪花兄弟逆轉奪勝 , https://udn.com/news/story/7002/7101212?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:21:23 , udn , 民進黨2024區域立委初選民調桃園第4選區（桃園區）抽中下周舉行民調，並於每日抽籤決定何區民調，最快明日就會舉辦民調，此... , https://udn.com/news/story/123307/7101247?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:21:44 , udn , 藍內戰！詹江村再提「4年前委屈」 牛煦庭：沒分裂本錢 , https://udn.com/news/story/6656/7101243?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:21:54 , udn , 國民黨桃園市黨部公告，桃園市第1選區提名登記17日開跑，但議員詹江村公開表示，將不參加黨內登記並參選到底，今天受訪也再度... , https://udn.com/news/story/6656/7101243?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:22:15 , udn , 不要再守水塔了！北彰水情「轉黃燈」 減壓時段延長2小時 , https://udn.com/news/story/7325/7101238?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:22:25 , udn , 近來持續乾旱，旱災中央災害應變中心13日起，將北彰化水情調整為「減壓供水」黃燈，減壓時段調整為晚間10時至隔天清晨6時，... , https://udn.com/news/story/7325/7101238?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:23:16 , udn , 用路人注意！新店中安大橋更換LED路燈 明起夜間分階段封閉匝道 , https://udn.com/news/story/7323/7101234?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:23:47 , udn , 河南一馬戲團表演中 獅子突然逃出籠子衝向觀眾席 , https://udn.com/news/story/7335/7101229?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:24:15 , udn , 「台灣米勒」陳甲上90歲辭世 回顧展顯創作觀到處留情 , https://udn.com/news/story/7327/7101249?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:24:26 , udn , 高雄前輩藝術家陳甲上有「台灣米勒」美名，今年90高齡過世，高雄市文化局以其創作人生觀「到處留情」作為核心概念，在文化中心... , https://udn.com/news/story/7327/7101249?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:33:16 , udn , 中油：明起汽油漲0.3元、柴油降0.2元 , https://udn.com/news/story/7238/7101266?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:33:26 , udn , 台灣中油宣布，自明（17）日凌晨零時起汽油調漲0.3元、柴油調降0.2元，參考零售價格分別為92無鉛汽油每公升29.8元... , https://udn.com/news/story/7238/7101266?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:33:47 , udn , 鼓吹兒童擁槍權？美南達科他州長宣稱她2歲孫女已有1把手槍和1把步槍 , https://udn.com/news/story/6813/7101265?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:33:57 , udn , 美國共和黨籍的南達科他州州長諾姆(Kristi Noem)14日在全國步槍協會(NRA)大會上發表演說表示，她的2歲孫女... , https://udn.com/news/story/6813/7101265?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:34:18 , udn , 海獺撿到手機當貝殼「對著岩石猛敲狂砸」！主人全程目擊心淌血：徹底涼了 , https://udn.com/news/story/7470/7101242?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:34:28 , udn , 水獺習慣善用岩石敲開貝類的殼，一名遊客不慎將手機落入海獺池，海獺誤將手機當作蚌殼，拿起來在石頭上猛敲，讓其主人看了相當心痛。 , https://udn.com/news/story/7470/7101242?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:34:49 , udn , 婦人持刀刮車！4車主提告 她辯懶得收拆包裹刀子判罰15萬元 , https://udn.com/news/story/7321/7101261?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:34:59 , udn , 台北市內湖區康樂街去年出現婦人，持刀刮傷停靠巷弄的4車，婦人辯稱「懶得收起拆包裹刀子」否認刮車。士林地方法院認定婦人無故... , https://udn.com/news/story/7321/7101261?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:35:20 , udn , 台積電20日法說 法人：美企財報同樣受市場關注 , https://udn.com/news/story/7253/7101241?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:35:30 , udn , 台股14日收漲124.67點，週線黑翻紅。展望台股後市，晶圓代工龍頭台積電20日將召開法人說明會，法人指出，市場本週除聚... , https://udn.com/news/story/7253/7101241?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:35:51 , udn , 中職／桃猿首迎單周5戰 誰扛第5號先發3人在選 , https://udn.com/news/story/7001/7101256?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:36:01 , udn , 目前居龍頭的樂天桃猿隊迎接下周5戰，將使用5位先發投手，總教練曾豪駒點名莊昕諺、陳克羿、林子崴都是選項。 , https://udn.com/news/story/7001/7101256?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:36:22 , udn , 躍升比特幣挖礦最大國 美國賠上2代價才贏過中國大陸 , https://udn.com/news/story/6811/7098476?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:36:32 , udn , 中國大陸在2021年9月禁止比特幣之類加密貨幣及挖礦後，美國隨即成為全球第一大比特幣挖礦國。世人皆知比特幣挖礦耗電，但少有人知道確切耗電規模及挖礦產業運作狀況。紐約時報近日利用公開和機密紀錄及研究報告，揭開全美34個比特幣礦場結合電力使用的商業模式，讓人一窺此產業的營運內幕。有人稱挖礦業者為吃電怪獸，美國怪獸的賺錢方法超越普通人的想像。 , https://udn.com/news/story/6811/7098476?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:36:53 , udn , 中市公車亭免招手微笑鈴噹 起因一名媽媽為愛催生 , https://udn.com/news/story/7325/7101255?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:37:03 , udn , 台中市候車亭首創「微笑鈴鐺」服務燈，讓身心障礙者、長輩等有需要者搭公車免招手，交通局表示，優化侯車亭服務燈發想是一名市民... , https://udn.com/news/story/7325/7101255?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:37:24 , udn , 重出江湖掌台糖 楊明州：全力以赴擦亮金字招牌 , https://udn.com/news/story/7238/7101251?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:37:34 , udn , 高雄市政府前秘書長楊明州去年1月屆齡退休，含飴弄孫年餘，確定將出任台糖董事長，預計20日走馬上任。楊明州最近忙著研讀預算... , https://udn.com/news/story/7238/7101251?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:37:55 , udn , 全台最高！合歡山武嶺紅綠燈啟用 闖紅燈可開罰 , https://udn.com/news/story/7325/7101252?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:38:05 , udn , 合歡山武嶺海拔3275公尺是「全台公路最高點」，但其隘口路段狹窄，會車不易，假日車多就塞，公路總局於隘口兩端設置號誌，必... , https://udn.com/news/story/7325/7101252?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:38:26 , udn , 2名比利時男子山區騎單車「下坡失速撞橋墩」1人摔落山谷 , https://udn.com/news/story/7320/7101250?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:38:36 , udn , 2名比利時籍男子今天和友人相約騎自行車，騎到新北市萬里區坪頂山區道路下坡時，疑車速過快失控，撞上橋墩，兩人都骨折。其中1... , https://udn.com/news/story/7320/7101250?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:39:58 , udn , 群創首發「32吋雙面超薄觸控系統」提供頂尖智慧場域解決方案 , https://udn.com/news/story/7240/7101244?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:40:08 , udn , 群創（3481）光電致力雙軌轉型策略，以競爭優勢與彈性跨界，持續創造新場域應用與解決方案，將於4月19日至21日Touc... , https://udn.com/news/story/7240/7101244?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:40:59 , udn , 顏炳立：殘酷殺手放鷹抓兔 小建商恐掀倒閉潮 , https://udn.com/news/story/7241/7101239?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:41:10 , udn , 央行持續緊縮貨幣，3月再升息半碼，合庫也宣布緊縮四類不動產授信。戴德梁行總經理顏炳立發表市場觀點表示，2023政府放鷹抓... , https://udn.com/news/story/7241/7101239?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:48:13 , udn , 教育部補助每校最高200萬 台東竹湖國小建置阿美傳統家屋 , https://udn.com/news/story/6885/7101296?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:48:23 , udn , 教育部國教署自109年度起辦理「營造原住民族文化學習場域計畫」，每校最高補助200萬元，至今已補助30所學校。學校從校內... , https://udn.com/news/story/6885/7101296?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:48:44 , udn , 送手機換私密照還外流 男誘13歲女童兩度獻身被判6年 , https://udn.com/news/story/7317/7101297?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:48:54 , udn , 桃園市徐姓男子交往13歲少女，不到一周就以買新手機為誘餌，不但求對方拍私密照得逞，還外流，並在出遊期間兩度和她發生關係；... , https://udn.com/news/story/7317/7101297?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:49:15 , udn , 郭台銘入國民黨？ 朱立倫：泛藍及非綠朋友要努力團結 , https://udn.com/news/story/6656/7101292?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:49:25 , udn , 鴻海創辦人郭台銘結束訪日行程，預計周二開記者會，國民黨主席朱立倫今出席行程時被問到郭是否已入黨，他意有所指地說，國民黨除... , https://udn.com/news/story/6656/7101292?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:49:46 , udn , 新竹市「伯公照護站」增4站 落實老幼同樂及客語向下扎根 , https://udn.com/news/story/7324/7101280?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:49:56 , udn , 為實現「客庄不再有醫療偏鄉」願景，新竹市府搭配客委會「建構客庄伯公醫療行動網」和「推動夥房銀髮照顧中心」政策及衛福部「長... , https://udn.com/news/story/7324/7101280?from=udn-ch1_breaknews-1-0-news
2023-04-16 12:50:47 , udn , 鼓吹兒童擁槍權？美南達科他州長宣稱她2歲孫女已有手槍和步槍 , https://udn.com/news/story/6813/7101265?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:00:13 , udn , 總統候選人要先提名？ 朱立倫：與主要候選人有共識 , https://udn.com/news/story/123307/7101320?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:00:23 , udn , 2024選戰開跑，國民黨立委鄭麗文認為應由總統候選人去整合黨內外，要先提名。國民黨主席朱立倫稍早表示，「少製造任何敵對現... , https://udn.com/news/story/123307/7101320?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:00:44 , udn , 黃國書不介入中6初選 江肇國：爭取基層選民認同再合作 , https://udn.com/news/story/123307/7101319?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:00:54 , udn , 民進黨立委提名黨內初選，明起將於全國14區抽籤民調，台中第六選區「三強鼎立」，戰情白熱化。立委黃國書支持動向各界矚目，但... , https://udn.com/news/story/123307/7101319?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:01:15 , udn , 緬因州貨運列車出軌 3鐵路員工受傷 , https://udn.com/news/story/6809/7101285?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:01:25 , udn , 官員和火車營運商說，今早一列貨運列車在美國緬因州鄉村出軌並起火，3名鐵路員工受傷但沒有生命危險 , https://udn.com/news/story/6809/7101285?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:01:46 , udn , 台中6選區民進黨內決戰 新系挺黃守達喊法律問政 , https://udn.com/news/story/123307/7101316?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:01:56 , udn , 民進黨台中市第六選區（中西東南區）立委初選明起將抽籤決定民調時間，戰況激烈，周日三位參選人尬陣， 同黨民代論流登場。立委... , https://udn.com/news/story/123307/7101316?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:02:17 , udn , 內憂外困 台積電產能擴充「急煞車」 , https://udn.com/news/story/7240/7101031?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:02:27 , udn , 集微網報導，一直在激進產能擴充的台積電，最近按下了「暫停鍵」。 , https://udn.com/news/story/7240/7101031?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:02:48 , udn , 境外沙塵+本土空汙 西部空氣品質慘兮兮 , https://udn.com/news/story/7314/7101309?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:02:58 , udn , 大陸沙塵暴影響及台灣本地汙染物，環保署預估周三之後空氣品質才會好轉。環保署提醒富貴角、二林、新港、崙背地區、馬祖地區，敏感族群應減少在戶外劇烈活動。

環保署空保處長蔡孟裕說，除了東部以外，今天從北到南空品都是「橘色提醒」，已通知各地環保局，協調北中南燃煤電廠降載減排。除了沙塵，又混合本地汽機車、固定汙染源、工廠電廠排放，加上擴散條件差，要到本周三以後南風來，空氣品質才可能好轉。 , https://udn.com/news/story/7314/7101309?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:03:19 , udn , 張惠妹高雄10場演唱會今最終回 轉票詐騙一樁接一樁 , https://udn.com/news/story/7320/7101308?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:03:29 , udn , 藝人張惠妹在高雄巨蛋體育場一連10場演唱會，吸引全台歌迷湧入高雄，今天是壓軸場，看準許多歌迷想搶票，不肖人士在臉書張貼轉... , https://udn.com/news/story/7320/7101308?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:03:50 , udn , 獨／為滅山火累慘 高雄消防員吐心聲「披荊斬棘像狗爬」 , https://udn.com/news/story/7320/7101307?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:04:00 , udn , 高雄內門大火自12日燒了整整4天，今邁入第5天，出勤基層消防員疲於奔命，個個累慘！參與滅山火的打火弟兄吐露心聲，晚上看到... , https://udn.com/news/story/7320/7101307?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:04:21 , udn , 阿扁節目訪張景森 不滿北市恢復垃圾桶「蔣萬安較巧？」 , https://udn.com/news/story/6656/7101304?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:04:32 , udn , 前總統陳水扁今上午在「有夢上水」廣播節目中，專訪政務委員張景森。張景森是阿扁30年老戰友，過去以帽子反戴造型，身為198... , https://udn.com/news/story/6656/7101304?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:09:14 , udn , 影／郭台銘周二開記者會 朱立倫：要團結所有力量才能勝選 , https://udn.com/news/story/6656/7101339?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:09:24 , udn , 國民黨主席朱立倫上午出席2023年緬甸浴佛祈福迎新年活動時，被問到是否擔心鴻海創辦人郭台銘宣布獨立參選，朱立倫表示會持續... , https://udn.com/news/story/6656/7101339?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:09:45 , udn , 大台中佛教會浴佛祈福大法會 盧秀燕：盼大家洗滌身心靈 , https://udn.com/news/story/7325/7101338?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:09:55 , udn , 佛陀2567年誕辰，大台中佛教會暨所屬寺廟團體上午舉行浴佛祈福大法會，許多民眾前往禮佛，藉香花淨水灌沐佛像，恭敬供養祈增... , https://udn.com/news/story/7325/7101338?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:10:16 , udn , 8旬翁車禍半年後亡被列自然死 法院1理由還相驗醫師清白 , https://udn.com/news/story/7321/7101337?from=udn-ch1_breaknews-1-0-news
2023-04-16 13:10:26 , udn , 高雄莊姓男子和顏姓騎士發生車禍，莊男重傷送醫，半年後死亡，顏姓騎士被依過失致死罪判刑3月，得易科罰金，檢方偵辦時，發現幫... , https://udn.com/news/story/7321/7101337?from=udn-ch1_breaknews-1-0-news
