2023-05-17 00:06:15 , udn , 柯文哲：侯友宜出線會很痛苦 「從來不知他想幹什麼」 , https://udn.com/news/story/6656/7169991?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:10:06 , udn , 特勤局維安有漏洞？白宮國安顧問蘇利文住所遭「不明男子」闖入 , https://udn.com/news/story/6813/7170557?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:10:16 , udn , 白宮國家安全顧問蘇利文（Jake Sullivan）的住所上個月遭不明身分人士闖入，美國特勤局（Secret Servi... , https://udn.com/news/story/6813/7170557?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:10:37 , udn , 侯友宜出線他憂關鍵在徵召後 謝國樑：沒團結不可能勝 , https://udn.com/news/story/123514/7170552?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:10:48 , udn , 國民黨今天下午中常會將提名4縣市立委，並擬徵召新北市長侯友宜參選2024年總統。基隆市長謝國樑下午也會出席中常會，謝說「... , https://udn.com/news/story/123514/7170552?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:11:08 , udn , 華航植林認養逾4,000株台灣杉 2年減碳達65公噸 , https://udn.com/news/story/7241/7170546?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:11:19 , udn , 中華航空（2610）今（17）日宣布參與國家級植林專案，與行政院農委會林務局新竹林區管理處合作，在苗栗南庄認養近 2 公... , https://udn.com/news/story/7241/7170546?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:15:15 , udn , 日本製造業復興  元大日本龍頭企業基金7/3開募 , https://udn.com/news/story/7241/7170533?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:15:26 , udn , 股神巴菲特在波克夏的股東會表態看好日股長線漲勢，加碼日本股票，歷經多次景氣循環，日本製造業長期累積的競爭力，搭配日本政府... , https://udn.com/news/story/7241/7170533?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:15:33 , udn , 偏鄉私校退場恐讓學生「翻山越嶺」 教長允檢討提配套 , https://udn.com/news/story/6885/7170589?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:16:04 , udn , 存金融股月領2萬選誰CP值最高？ 他：「第一金」EPS成長率今年唯一正成長 , https://udn.com/news/story/7252/7170339?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:16:14 , udn , 14家金控配息全出爐，有3家金控配息掛蛋。在大環境不好的前提下，還是有金控配出高息，而14家金控，如果月領2萬元的話要存多少張，選擇哪一檔的CP值最高？ , https://udn.com/news/story/7252/7170339?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:16:35 , udn , 中亞峰會在即 中國在盤算什麼？ , https://udn.com/news/story/7331/7170538?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:16:46 , udn , 中國國家主席習近平本週將主持中國－中亞峰會，哈薩克斯坦、吉爾吉斯斯坦、塔吉克斯坦、土庫曼斯坦和烏茲別克斯坦的領袖都將出席。 , https://udn.com/news/story/7331/7170538?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:17:06 , udn , 捷運哪一站最好逛？十大雙北熱門捷運站出爐 台北人不可或缺的日常   , https://udn.com/news/story/7266/7170480?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:17:17 , udn , 台北捷運可以說是在台北生活不可或缺的一部分，快速又便利的優點，讓捷運成為不少通勤族不可或缺的交通工具。 , https://udn.com/news/story/7266/7170480?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:17:37 , udn , 東南水泥釋出小港區工業地 高雄客運以10.84億得標 , https://udn.com/news/story/7241/7170576?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:17:48 , udn , 東南水泥（1110）位於高雄小港工業區5500坪土地、廠房和機器設備近日標售，由三地集團所屬高雄客運以10.84億元得標... , https://udn.com/news/story/7241/7170576?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:18:08 , udn , NBA／衝突讓勇士出現裂縫 柯爾仍強調沒格林就非爭冠球隊 , https://udn.com/news/story/7002/7170498?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:18:19 , udn , 勇士隊本季提前出局有多項原因，其中，格林（Draymond Green）與波爾（Jordan Poole）季前的揮拳衝突影響甚鉅，柯爾在球季結束的記者會就坦言這事件讓全隊失去團結，不過仍強調勇士若失去 , https://udn.com/news/story/7002/7170498?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:18:35 , udn , 台灣虎航首韓航線「高雄-金浦」限時開賣單程1299元起 , https://udn.com/news/story/7266/7170594?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:18:40 , udn , 檳榔攤香菸與現金暗夜遭宵小光顧 店家PO網追緝影中人 , https://udn.com/news/story/7320/7170574?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:18:45 , udn , 台灣虎航表示，6月30日首航「高雄 - 金浦」航線，是台灣虎航自高雄出發的首條韓國航線，距離首爾市區約17公里，是離首爾... , https://udn.com/news/story/7266/7170594?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:18:50 , udn , 苗栗縣竹南鎮公義路鄉巴佬檳榔攤，昨淩晨3左右遭到一名頭戴鴨舌帽男子侵入，將店內香菸和現金席捲一空，店員天亮後上班才發現店... , https://udn.com/news/story/7320/7170574?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:19:06 , udn , 否認烏成功攔截匕首飛彈 俄：擊中其愛國者系統 , https://udn.com/news/story/6809/7170547?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:19:11 , udn , 影／國民黨徵召侯友宜？  陳其邁：不評論 市長要好好做事 , https://udn.com/news/story/6656/7170572?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:19:16 , udn , 俄羅斯今天凌晨密集空襲烏克蘭首都基輔，烏克蘭稱其防空系統擊落所有18枚飛彈，包括6枚「匕首」極音速飛彈，莫斯科否認這番說... , https://udn.com/news/story/6809/7170547?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:19:21 , udn , 國民黨預計今天公布總統徵召人選，國民黨內今早盛傳已經決定徵召新北市長侯友宜。陳其邁表示，他認為市長最重要的事情，就是「好... , https://udn.com/news/story/6656/7170572?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:19:37 , udn , 偏鄉私校退場恐讓學生「翻山越嶺」 教長允檢討：3個月內提出配套 , https://udn.com/news/story/6885/7170589?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:19:42 , udn , 汽車股王和泰車催油門 盤中股價近逼800大關改寫新天價 , https://udn.com/news/story/7251/7170561?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:19:53 , udn , 汽車類股的和泰車（2207）第1季賺近一個資本額EPS達9.27元，股價一路走高，今天寫下上市以來的歷史新高，盤中一度來... , https://udn.com/news/story/7251/7170561?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:20:13 , udn , 影／好危險！阿北坐變電箱搧風乘涼 網評：想變超級賽亞人喔 , https://udn.com/news/story/7320/7170563?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:21:15 , udn , 最受AI衝擊五產業和三職缺 最危險組合「傳媒x編譯」 , https://udn.com/news/story/7241/7170555?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:21:25 , udn , 104人力銀行今（17）日指出，先前針對1,324位企業人資或用人主管，進行「ChatGPT企業運用暨職場影響」大調查。... , https://udn.com/news/story/7241/7170555?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:22:17 , udn , 影／出席國民黨中常會？ 盧秀燕：市政繁忙已經請假 , https://udn.com/news/story/7325/7170551?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:22:27 , udn , 國民黨中常會今將提名4縣市立委，外界預料同時會徵召新北市長侯友宜參選2024總統。台中市長盧秀燕今早行程滿檔，但下午卻沒... , https://udn.com/news/story/7325/7170551?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:23:12 , udn , 影／國民黨徵召侯友宜？陳其邁：不評論 市長要好好做事 , https://udn.com/news/story/123514/7170572?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:24:35 , udn , 飲食、運動偏好都來自基因 冰島科學家：基因影響比預期更廣 , https://udn.com/news/story/7266/7170629?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:24:45 , udn , 冰島有世界最大的基因資料庫，讓冰島科學家分析與基因有關的遺傳疾病風險，後來科學家也利用基因庫研究基因影響的行為與偏好。 , https://udn.com/news/story/7266/7170629?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:25:06 , udn , 台灣泡麵迷倒櫻花妹！日本藥妝店、唐吉軻德賣爆「統一肉燥米粉」：份量剛好又清爽   , https://udn.com/news/story/7270/7170475?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:25:16 , udn , 有著各式各樣口味的台灣泡麵是許多人的最愛，不管是當正餐還是宵夜都非常受歡迎。台灣泡麵不只在國內受到大家喜愛，不少外國人也被這樣的好滋味征服，過去常有YouTuber拍攝給外國朋友品嚐台灣泡麵的主題，往往都得到許多好評。近期有網友發現，統一麵的「肉燥米粉」居然「紅到日本」，引發網友熱議。 , https://udn.com/news/story/7270/7170475?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:25:22 , udn , 食藥署擴大稽查好市多莓果 再揪「1墨西哥草莓」檢出A肝陽性 , https://udn.com/news/story/7266/7170536?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:25:37 , udn , 用戶注意！Google 12月起將刪除閒置兩年以上帳戶 , https://udn.com/news/story/6811/7170622?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:25:41 , udn , 微型電動二輪車快掛牌 新竹市加碼送100元全聯禮券 , https://udn.com/news/story/7324/7170573?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:25:48 , udn , Google表示，12月起將開始刪除已兩年以上都未被使用的閒置（inactive）帳戶，以避免駭客行為等安全威脅。 , https://udn.com/news/story/6811/7170622?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:25:51 , udn , 微型電動二輪車去年11月30日實施領牌納管，使用中的微電車皆需投保強制汽車責任保險並至監理單位辦理實車查核及登記號牌。新... , https://udn.com/news/story/7324/7170573?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:26:08 , udn , 民進黨政府推延長兵役一年國防部漫畫宣傳當一年兵驕傲 , https://udn.com/news/story/10930/7170623?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:26:19 , udn , 明年義務役兵役將延長為一年，國防部在網路社群以漫畫向民國94年次役男解釋為什麼當一年兵，原因是因為中共對台文攻武嚇，為了... , https://udn.com/news/story/10930/7170623?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:27:36 , udn , 軍公教明年調薪？財政部次長阮清華：樂觀其成 , https://udn.com/news/story/7239/7170639?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:27:47 , udn , 針對軍公教明年調薪，持正面態度的部會「再加1」，財政部次長阮清華今（17）日在立法院表示，財政部樂觀其成，若以調薪3%來... , https://udn.com/news/story/7239/7170639?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:28:08 , udn , 北海岸坐擁山海景致 野奢露營秘境觀日出與日落 , https://udn.com/news/story/7323/7170637?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:28:18 , udn , 位於石門區崁子腳，鄰近浪漫唯美的石門婚紗廣場，依靠在大屯山下，嶄新的「半島海悅」渡假會館正式亮相，簡約線條、純白建築外觀與門前的湛藍太平洋相襯，要帶給旅人每日被大自然尊寵與包圍的獨有感覺。 , https://udn.com/news/story/7323/7170637?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:28:39 , udn , 鯛魚搭上「死亡航班」被魚鷹提貨回家！看破命運悲涼結局眼神死：魚生好難 , https://udn.com/news/story/7470/7169266?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:28:49 , udn , 最近日本有名網友在山口縣一處河堤旁目擊「魚鷹捕魚」的畫面，有隻霸氣十足的魚鷹緊緊抓著一條小鯛魚飛行，模樣看起來像是要趕回家「大快朵頤」，而在空中跟著翱翔的小鯛魚則是面露「無奈絕望」的眼神，似乎已經預見自己短短魚生的結局，表情看起來相當悽涼。 , https://udn.com/news/story/7470/7169266?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:30:34 , udn , 幾何中性最雋永的時尚美學！Dior、Tasaki把日常變時髦 , https://udn.com/news/story/7270/7170654?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:30:44 , udn , 簡約、中性的幾何線條，是珠寶設計始終最受歡迎的經典元素。由希臘裔設計師Melanie Georgacopoulos與TA... , https://udn.com/news/story/7270/7170654?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:31:05 , udn , 徵召後市政和選舉如何區隔？ 侯友宜：市政不會停歇 , https://udn.com/news/story/6656/7170653?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:31:16 , udn , 國民黨預計下午徵召新北市長侯友宜參選2024總統大選，侯在上午主持新北市市政會議，眾人關注他是否最後一次主持會議？侯友宜... , https://udn.com/news/story/6656/7170653?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:31:36 , udn , 媽生前贈與200萬給弟弟…遺產姊姊能分這筆嗎？ 專家：不行且特留分不可扣減 , https://udn.com/news/story/121591/7170598?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:31:47 , udn , 受贈的財產要併入遺產總額課徵遺產稅，這不代表這些財產就是遺產。在民法上，受贈的財產200萬就是受贈人你的個人財產，不用跟其他繼承人平分。 , https://udn.com/news/story/121591/7170598?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:32:07 , udn , 她留負評卻遭咖啡店「狂發限動」追殺照片全都露 老闆被起底欠債、買粉絲 , https://udn.com/news/story/120912/7170553?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:32:18 , udn , 餐廳消費糾紛時有所聞，但因為被留負評就瘋狂公審對方的行為似乎太超過了。一名女子原本打算到台北市一間咖啡店消費，最終因低消門檻作罷，並留下一星負評。但店家未選擇息事寧人，而是肉搜該名顧客，在IG狂發限時動態、公布對方個資，讓網友看了十分傻眼。 , https://udn.com/news/story/120912/7170553?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:32:39 , udn , 不用耕作到老！農保投保15年滿65歲農民可享健保、農會會員資格 , https://udn.com/news/story/7266/7170644?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:32:49 , udn , 田間許多年長的千歲團，有的協助農事賺點零花錢，但有些長輩年長仍下田工作，是想保有既有資格。農委會近期預告修訂「農民健康保... , https://udn.com/news/story/7266/7170644?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:33:10 , udn , MLB／2019年強投助國民奪冠 桑契斯宣布結束17年投球生涯 , https://udn.com/news/story/6999/7170520?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:33:20 , udn , 39歲右投桑契斯（Anibal Sanchez）是2019年國民隊奪冠功臣之一，他今天宣布退休，正式結束長達17年的大聯盟生涯。

2019年國民在一路不被看好的情況下，逆襲奪下世界大賽冠軍。由薛 , https://udn.com/news/story/6999/7170520?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:33:41 , udn , 停讓行人僅執法1個月？不從根本找對策 台灣恐掉入行人地獄18層 , https://udn.com/news/story/6656/7168645?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:33:52 , udn , 台灣各類交通狀況連連，光是行人地獄議題，官方從去年底宣稱要改善，諸如幼童殞命孕婦輪下等慘案卻不斷，就可見效果有限。如果相關單位不從根本全盤思對策，老是逢慘案才針對單點稱要修正，所為恐怕只是一時堵住輿論，並非真心從民眾角度改善問題，悲劇將永難遏止。

而要擺脫行人地獄，其實光靠交通部、警政署還不夠，必須由各部門合作，環環相扣，才能發揮最大作用。... , https://udn.com/news/story/6656/7168645?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:34:12 , udn , 龐氏騙局吸金／換成虛擬幣捲土重來 詐團話術閃避銀行法 被抓也難定罪 , https://udn.com/news/story/7266/7166225?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:34:23 , udn , 從「鴻源案」到「im.B」，龐氏騙局吸金案未曾消失，資深警官說，犯罪集團吸金手法大同小異，但隨科技、時事變化，常常更換宣稱的投資標的，換個面貌回到民眾眼前，詐取民眾信任，吸取大量資金，尤其科技日新月異，金融活動越發頻繁，現行法規逐漸追不上犯罪態樣，面對新型騙局，查緝、定罪難度越來越高。... , https://udn.com/news/story/7266/7166225?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:36:38 , udn , 旅遊更便利了！台虎高雄-金浦6/30開航直抵首爾市中心 , https://udn.com/news/story/7266/7170672?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:36:48 , udn , 台灣虎航（6757）深耕南台灣市場多年，繼飛航澳門及日本五個航點後，今（17）日宣布將於2023年6月30日開航高雄-金... , https://udn.com/news/story/7266/7170672?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:37:09 , udn , 礁溪新飯店搶先住 易遊網推「風華渡假酒店 礁溪館」獨家快閃6折 , https://udn.com/news/story/7270/7170676?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:37:19 , udn , 嘉楠集團旗下「風華渡假酒店」全新礁溪館5月試營運開幕。飯店外觀搭以純白色為基調，搭配線條不規則交錯的點綴，呈現具有當代風... , https://udn.com/news/story/7270/7170676?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:37:40 , udn , 街友搭訕女子遭阻惱怒拿剪刀刺殺友 最高法院判關11年定讞 , https://udn.com/news/story/7321/7170673?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:37:50 , udn , 街友趙志仁和蔡姓男子發生口角，到賣場買2把剪刀刺擊蔡，再報警自首，蔡出血過多隔天身亡，一審依殺人罪判刑12年，二審改依傷... , https://udn.com/news/story/7321/7170673?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:38:11 , udn , 高雄第6選區國民黨全民調出爐 陳美雅出線再戰趙天麟 , https://udn.com/news/story/123475/7170674?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:38:22 , udn , 備戰2024立委，國民黨在高雄市第六選區前金、新興、苓雅區辦初選全民調作業，今天公布民調結果，最後由現任市議員陳美雅出線... , https://udn.com/news/story/123475/7170674?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:38:42 , udn , 租屋套房當虛擬貨幣挖礦場 男子半年偷電價513萬 , https://udn.com/news/story/7320/7170668?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:38:53 , udn , 台中吳姓男子在租處裝設23台8卡挖礦機，想挖「阿爾法幣」和「爾格幣」等虛擬貨幣牟利。但他計算電費與挖礦獲利並不滑算，竟涉... , https://udn.com/news/story/7320/7170668?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:39:13 , udn , 拜登縮短行程取消訪問澳洲 四方安全對話宣布取消 , https://udn.com/news/story/6809/7170665?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:39:24 , udn , 美國總統拜登為解決美國聯邦債務問題而決定取消澳洲行程後，澳洲總理艾班尼斯（Anthony Albanese）表示，已決定... , https://udn.com/news/story/6809/7170665?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:39:35 , udn , 天使紅蝦不好吃餐廳卻大推？他怨「肉質軟爛、寧吃白蝦」 老饕揭吃法 , https://udn.com/news/story/120911/7170585?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:39:45 , udn , 賴清德拋私校退場校地納入社宅 范雲提出兩點提醒 , https://udn.com/news/story/6656/7170664?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:39:45 , udn , 不少吃到飽餐廳、火鍋店都會提供高級海鮮，讓客人加價食用，但有網友卻表示，「天使紅蝦根本不好吃」，並認為白蝦比較好吃，於是想問問大家，「怎麼各大餐飲都那麼流行？」。 , https://udn.com/news/story/120911/7170585?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:39:55 , udn , 副總統賴清德昨天與政大學生座談，他說，私校退場後的校地可公益使用，納入社會住宅範圍。民進黨立委范雲今天表示，賴清德所提興... , https://udn.com/news/story/6656/7170664?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:40:06 , udn , 美國黃豆目前播種萌芽期 法人：留意氣候變化對農作物生長影響 , https://udn.com/news/story/7238/7170682?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:40:16 , udn , 砸1487萬輔導選手轉當技術員挨轟 鄭世忠：行行出狀元 , https://udn.com/news/story/6885/7170661?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:40:17 , udn , 芝加哥期貨交易所（CBOT）黃豆期貨7月契約周二下跌2.6%，此為去年2022年同期連續月最活絡月份契約的低點，主因受美... , https://udn.com/news/story/7238/7170682?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:40:26 , udn , 教育部體育署要聯手科技廠，培養績優運動選手從事半導體產業的第二專長，幫選手轉換跑道，卻遭體育界人士砲轟是「騙局」、浪費人... , https://udn.com/news/story/6885/7170661?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:40:37 , udn , 曾撿到1.9億立大功 竹縣府2員工搶救命危洽公縣民 , https://udn.com/news/story/7320/7170690?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:40:47 , udn , 和泰車飆天價市值超車台化、搶下第17大 這兩檔同步飆高 , https://udn.com/news/story/7251/7170662?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:40:48 , udn , 新竹縣57歲陳姓男子，昨天（16日）下午4時許至新竹縣府洽公時突然腹痛倒地，正巧兩位擔任義消的縣府員工曾志明及吳聲煌在場... , https://udn.com/news/story/7320/7170690?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:40:58 , udn , 台股今（17）日開高走高，盤中一度拉升至15,870.00點，上漲196點，汽車股漲幅居冠，由和泰車（2207）領軍，股... , https://udn.com/news/story/7251/7170662?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:41:18 , udn , 影／兩槍砲嫌犯撞屏警車躲21槍逃逸 狼狽落網影像曝光 , https://udn.com/news/story/7315/7170663?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:41:29 , udn , 屏東警分局11日晚上在屏東基督教醫院附近鎖定涉及槍砲案件的林姓和劉姓男子行蹤，攔查時林男拒捕並開車衝撞警方逃逸，警方開槍... , https://udn.com/news/story/7315/7170663?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:41:50 , udn , 影／陳明通退休審議 潘文忠：學倫案處理後再處置 , https://udn.com/news/story/6885/7170659?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:42:00 , udn , 教育部長潘文忠今天前往立法院教育委員會報告及備詢，在會前接受媒體聯訪時被問到國安局前局長陳明通已向台大提出退休申請，卻因... , https://udn.com/news/story/6885/7170659?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:42:21 , udn , 旅遊業者攜手日本環球影城 音樂派對包場7月登場 , https://udn.com/news/story/7270/7170645?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:42:31 , udn , 鎖定台灣旅客赴日商機，可樂旅遊宣布攜手日本環球影城7月時包辦3場「Universal Party~The Sound~包... , https://udn.com/news/story/7270/7170645?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:42:40 , udn , 限3天！姓名有「粥、大、福」同音字者　粥大福買1送1 , https://udn.com/news/story/7266/7170710?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:42:50 , udn , 主打雞湯粥、油條吃到飽的連鎖粥品「粥大福」，為慶祝全台第30間分店開幕，連續3日推出「呼叫粥大福」姓名對對碰活動，凡姓名... , https://udn.com/news/story/7266/7170710?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:42:52 , udn , 被警告不准跳阿公阿嬤身上撒嬌！  阿金聽訓完皺眉氣哭：你們不愛我了嗎 , https://udn.com/news/story/7470/7169691?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:43:03 , udn , 國外有名飼主最近在社群平台抖音上分享一段影片，內容是家中體型不小的阿金還以為自己是小寶寶，常常興奮得跳到年邁的爺爺奶奶身上撒嬌討摸，因此警告狗狗以後不可以再這樣做，沒想到可憐的阿金聽完教訓後「一臉委屈巴巴」的看著主人，看起來又可憐又可愛。 , https://udn.com/news/story/7470/7169691?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:43:11 , udn , 大陸脫口秀演員搞笑被控辱軍  挨轟橋段曝光 , https://udn.com/news/story/7331/7170657?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:43:21 , udn , 中國脫口秀演員House（李昊石）登台搞笑，當中有個橋段遭控「侮辱」共軍而被全面封殺，不過李昊石挨轟的錄音檔曝光後，中國... , https://udn.com/news/story/7331/7170657?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:43:42 , udn , 生物製劑告別乾癬紅腫癢  屏東中重度患者就近可治療 , https://udn.com/news/story/7327/7170708?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:43:53 , udn , 屏東市37歲陳姓男子工作經常日夜顛倒，皮膚乾癢越抓越難耐，不小心就抓到破皮流血，在屏東求助無門，於是到高雄榮民總醫院治療... , https://udn.com/news/story/7327/7170708?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:43:54 , udn , 前進首爾時裝週！Airbnb推「東大門設計廣場」全球限定住宿體驗 , https://udn.com/news/story/7270/7170656?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:44:04 , udn , 瘋韓流的台灣旅客們看過來。全球多元旅宿平台Airbnb今（17）日宣布與防彈少年團（BTS）師弟團ENHYPEN聯手推出... , https://udn.com/news/story/7270/7170656?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:44:25 , udn , 日相岸田明會見台積電、三星高管 宛如半導體高峰會 , https://udn.com/news/story/6811/7170655?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:44:36 , udn , 日本首相岸田文雄計劃明天（18日）與台積電、英特爾、美光等全球晶片公司的高層主管進行會談，希望這些企業能積極在日本進行投... , https://udn.com/news/story/6811/7170655?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:45:38 , udn , 「富察」案逾50天 國台辦：已安排其妻子於上海通話 , https://udn.com/news/story/7333/7170724?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:45:48 , udn , 今年三月八旗文化總編輯「富察」李延賀返回大陸探親後被捕，已超過50天。對此，國台辦17日回應，已安排李延賀妻子在上海與其... , https://udn.com/news/story/7333/7170724?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:46:09 , udn , 美支持世衛邀台參加WHA 國台辦：須按「一個中國」原則 , https://udn.com/news/story/7331/7170726?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:46:20 , udn , 美國務卿布林肯日前發表聲明稱，美國支持世界衛生組織邀請台灣作為觀察員參加今年世界衛生大會。對此，國台辦今早（17日）回應... , https://udn.com/news/story/7331/7170726?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:46:40 , udn , 碰撞沒錢修製造假車禍詐保 傻員工交出行車記錄器露餡 , https://udn.com/news/story/7320/7170725?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:46:51 , udn , 蔡姓、楊姓大貨車駕駛前年4月15日下午5時許，在高雄港區內發生擦撞，兩人為了申請保險理賠，同日深夜在小港區南星路製造假車... , https://udn.com/news/story/7320/7170725?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:47:12 , udn , MLB／大谷翔平隔3場再繳白卷 金鶯先發投手對策是秘密 , https://udn.com/news/story/6999/7170723?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:47:22 , udn , 天使隊大谷翔平昨天敲出4支安打，然而今天對戰金鶯隊4打數無安打，相隔3場再次繳白卷，天使隊也以3：7輸球，金鶯隊有何抑制... , https://udn.com/news/story/6999/7170723?from=udn-ch1_breaknews-1-0-news
2023-05-17 11:47:43 , udn , 知名咖啡廳低消糾紛延燒！網友狂刷1星 店家Google評價剩1.4顆星 , https://udn.com/news/story/7270/7170717?from=udn-ch1_breaknews-1-0-news
