2023-02-12 00:03:20 , udn , 殺破狼周運勢／獅子職場脫離豬隊友 單身魔羯有意外驚喜  , https://udn.com/news/story/7268/6958539?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:12:22 , udn , 李四川稱燈會成功在這些人的默默付出 網讚爆這背影 , https://udn.com/news/story/7323/6966136?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:12:22 , udn , 台灣燈會在台北倒數7天，台北市副市長李四川今天在臉書PO出一張他逛燈會的背影，他也提到，一個活動的成功，不是站在台上那些... , https://udn.com/news/story/7323/6966136?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:12:22 , udn , 警喬裝道「辛苦」 桃園69歲地下賭場負責人又栽了 , https://udn.com/news/story/7321/6966134?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:12:22 , udn , 69歲劉姓男子重操舊業，在桃園市桃園區經營地下推筒子賭場，警方掌握情資後，昨晚著便衣上門，對門外酒客打招呼後就直搗黃龍，... , https://udn.com/news/story/7321/6966134?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:12:22 , udn , 影／高雄工地吊車吊臂倒塌壓傷2工人 勞工局勒令停工　 , https://udn.com/news/story/7320/6966135?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:12:22 , udn , 高雄市三民區覺民路一處建築工地，今天上午8時25分許發生工安意外。作業中的吊車吊臂突然掉落，李姓工人閃避不及，人被壓在吊... , https://udn.com/news/story/7320/6966135?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:15:20 , udn , 台南平日2500起跳！他批台灣住宿憑什麼貴 內行人曝1原因 , https://udn.com/news/story/120912/6966110?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:15:20 , udn , 隨著各國邊境限制逐漸解封，越來越多人選擇出國玩，而國旅住宿價格也頻頻引起爭議。日前一名網友在網路上發文，表示台南平日一晚住宿就要2500元，無法接受地直言，「台灣住宿何德何能賣這麼高價？」而貼文曝光後也掀起討論，有內行人指出「因為有人會買單」。 , https://udn.com/news/story/120912/6966110?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:15:20 , udn , 民眾物資寄出來不及退 土耳其駐台辦：協助處理至13日 , https://udn.com/news/story/123305/6966128?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:15:20 , udn , 台灣民間援贈土耳其震災物資爆量，土國駐台辦事處昨天緊急宣布提前結束募集活動，但許多民眾反映貨品已寄出。對此土辦表示，將協... , https://udn.com/news/story/123305/6966128?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:15:20 , udn , NBA／約柯奇單季大三元創新高 率殘陣金塊力壓黃蜂 , https://udn.com/news/story/7002/6966147?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:15:20 , udn , 在葛登（Aaron Gordon）和穆雷（Jamal Murray）兩大主力因傷缺席的情況下，約柯奇（Nikola Jokic）再度展現MVP價值，全場飆出30分16籃板10助攻，完成本季第20次大三 , https://udn.com/news/story/7002/6966147?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:15:20 , udn , 背風處擴散條件差 嘉南空氣品質亮紅燈 , https://udn.com/news/story/7266/6966125?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:15:20 , udn , 根據環保署網站，今天至明天上午環境風場為東南風，西半部地區位於背風側，擴散條件轉差；今天截至上午10時，全台7測站空氣品... , https://udn.com/news/story/7266/6966125?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:15:20 , udn , 變盤了！2022新北捷運沿線房價漲幅前5名 全是新面孔 , https://udn.com/news/story/7241/6966144?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:15:20 , udn , 近年新北捷運建設多，吸引許多購屋族沿著捷運購屋，元宏不動產加值服務平台統計2022年新北市各捷運站點，漲幅前五名，全是新... , https://udn.com/news/story/7241/6966144?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:15:20 , udn , 花錢任務全交給老婆！嫁給「這類人」最幸福  網讚：CP值超高 , https://udn.com/news/story/120912/6966056?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:15:20 , udn , 婚姻是人生大事，有女網友以「嫁給年薪300萬的工程師是最幸福的嗎？」為題發文，說明工程師平日早出晚歸，假日非加班就是補眠，若不生小孩，生活自由、不缺錢，也沒有嫁入豪門的壓力，許多網友也紛紛贊同此說法。 , https://udn.com/news/story/120912/6966056?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:18:21 , udn , 陸星雲大師弔唁團受阻 蔣萬安：應持開放態度 和平是普世價值 , https://udn.com/news/story/123303/6966141?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:21:21 , udn , 出遊注意！ 7處PM2.5濃度亮紅燈 台南這裡空汙最嚴重 , https://udn.com/news/story/7266/6966150?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:21:21 , udn , 今天環境風場為東南風，西半部地區位於背風側，風速較弱，整體擴散條件較差，汙染物易累積，截至今中午11時空品監測資料指出，... , https://udn.com/news/story/7266/6966150?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:21:22 , udn , 網球／創大陸男子網球歷史 吳易昺闖進ATP巡迴賽決賽 , https://udn.com/news/story/7005/6966121?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:24:19 , udn , 出遊注意！7處PM2.5濃度亮紅燈 台南這裡空汙最嚴重 , https://udn.com/news/story/7266/6966150?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:30:21 , udn , 影／高雄工地吊車吊臂倒塌壓傷2工人 勞工局勒令停工 , https://udn.com/news/story/7320/6966135?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:33:20 , udn , 陸網紅稱在港講普通話遭白眼 網酸：這就是「你好，香港」？ , https://udn.com/news/story/7335/6966157?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:33:20 , udn , 中港全面通關後，赴港自由行的大陸旅客數量大增，關於在港講普通話會否遭歧視的話題一直備受關注，近日就有大陸網紅在抖音上載影片，稱「挑戰在香港一天只說普通話，會不會被翻白眼」，引發不少網民留言共鳴。 , https://udn.com/news/story/7335/6966157?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:33:20 , udn , 影／白沙屯媽鑾轎到大甲突進小巷抵民宅 屋主驚訝、隨行人員稱奇 , https://udn.com/news/story/7325/6966169?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:33:20 , udn , 苗栗縣白沙屯拱天宮媽祖往雲林縣北港朝天宮進香，今天凌晨起駕，上午抵達台中大甲，媽祖鑾轎行經過程突然轉向，繞進一處狹窄巷道... , https://udn.com/news/story/7325/6966169?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:33:20 , udn , 騎士撞併排車受傷 法官認他「不會騎」違規三寶判無罪 , https://udn.com/news/story/7320/6966173?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:33:20 , udn , 林姓女子違規並排停車，害騎電動自行車的侯姓男子撞上車尾，侯倒地後右手掌骨折還有多處擦挫傷，氣得對林女提告。檢方依過失傷害... , https://udn.com/news/story/7320/6966173?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:33:21 , udn , 24歲女跌倒太尷尬假裝暈倒 送醫竟檢查出膽囊有結石 , https://udn.com/news/story/6810/6966087?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:33:21 , udn , 在公眾場所發生尷尬事，不同人會有不同的處理方式，而墨西哥1名女子就選擇了「假裝暈倒」。這名打扮幹練的女律師在公司的扶手電梯絆倒，於眾目睽睽下摔到了地上，由於不想面對那麼「丟臉的瞬間」，她決定閉上眼假裝暈倒，等待人群散去再起來，沒想到最終竟等來了救護員將她送入醫院。令人意外的是，醫生篩查她「昏倒」的可能性時，發現她膽囊內有可能危及生命的結石，需要緊急進行移除手術。 , https://udn.com/news/story/6810/6966087?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:36:22 , udn , 棒球／重逢陳冠宇「噹」起來 令和怪物：希望他今年不會再被罵了 , https://udn.com/news/story/7001/6966129?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:39:22 , udn , 棒球／佐佐木朗希笑稱陳冠宇日文退步 期待台日對決 , https://udn.com/news/story/7001/6966172?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:39:22 , udn , 中職樂天桃猿隊今天要跟日職千葉羅德隊舉行第2場交流賽，佐佐木朗希今天特別接受台媒訪問，他笑說，陳冠宇日文退步很多，讓他很... , https://udn.com/news/story/7001/6966172?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:39:22 , udn , 北台南家扶頒助學金 助824名家扶學子安心上學 , https://udn.com/news/story/7326/6966187?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:39:22 , udn , 各級學校開學在即，北台南家扶中心今在南大附中頒發獎助學金，824名家扶學子受惠，市長黃偉哲也意外現身頒獎，勉勵弱勢學子們... , https://udn.com/news/story/7326/6966187?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:39:22 , udn , 日月潭捕獲大頭鰱體型如男童 他評論：當不了潭主 , https://udn.com/news/story/7325/6966175?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:39:22 , udn , 外來種「魚虎」肆虐日月潭，但潭中外來種，並非只有牠，近期有釣客捕獲身長逾110公分、重達45.5台斤的鰱魚，因體型堪比國... , https://udn.com/news/story/7325/6966175?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:39:22 , udn , 礁溪溫泉游泳池水變冷了 礁溪鄉公所：池大放久也會涼 , https://udn.com/news/story/7328/6966174?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:39:22 , udn , 宜蘭礁溪溫泉游泳池整建後日前重新開放，但泳客發現水溫下降很多，甚至變冷水，懷疑是否礁溪溫泉區的水資源枯竭，抽用水井太多，... , https://udn.com/news/story/7328/6966174?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:39:22 , udn , 租屋每天半夜傳詭異聲響！警在地下室驚現價值130萬「千條駭人住客」 , https://udn.com/news/story/7470/6966161?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:39:22 , udn , 一個非法盜獵集團捕獲上千隻蛇，租了一個房子存放在地下室，遭到村民舉報發出怪異聲響才曝光，這些蛇總價值超過百萬，最後被警方全數放生。 , https://udn.com/news/story/7470/6966161?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:39:23 , udn , 騎士撞併排車受傷…法官認他「不會騎」 違規三寶判無罪 , https://udn.com/news/story/7321/6966173?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:42:21 , udn , 蒙大拿州疑現不明物暫關領空 軍機調查未見異常 , https://udn.com/news/story/123298/6966177?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:42:21 , udn , 美國西部蒙大拿州疑似出現不明高空物體，部分領空今晚暫時關閉，但美軍戰鬥機升空調查後，並未發現空中有任何異常。 , https://udn.com/news/story/123298/6966177?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:42:21 , udn , 時力公告決策委員當選名單 最快3月7日選出新任黨主席 , https://udn.com/news/story/6656/6966191?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:42:21 , udn , 時代力量第4屆決策委員選舉昨天結束，時代力量今天公布選舉結果，時代力量苗栗黨部主委宋國鼎拿下第一高票，本名仲惟鼎的You... , https://udn.com/news/story/6656/6966191?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:42:22 , udn , 黃明昭悼祭星雲 佛教五戒勉警察成移風易俗人性工程師 , https://udn.com/news/story/6656/6966189?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:42:22 , udn , 警政署署長黃明昭今天率高雄市警察局林炎田局長等員警，前往高雄佛光山弔唁星雲大師。黃明昭表示，星雲大師曾勉勵警察同仁，佛教... , https://udn.com/news/story/6656/6966189?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:45:21 , udn , 短線轉趨觀望 法人：關注經濟指標外資動向 , https://udn.com/news/story/7251/6966158?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:45:21 , udn , 台股在短線漲多下市場情緒轉趨觀望，法人買氣暫歇，漲勢收斂，終止週線連4紅。法人表示，短線景氣不確定性及Fed動態仍牽動市... , https://udn.com/news/story/7251/6966158?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:48:20 , udn , 台中推認養候車亭 塗裝恐龍、彩虹眷村最吸睛 , https://udn.com/news/story/7325/6966197?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:48:20 , udn , 台中市府交通局統計，目前有9座候車亭及2座台灣大道專用道站體由各單位認養，公司團體可指定認養公車招呼站地點，選擇1到5年... , https://udn.com/news/story/7325/6966197?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:48:20 , udn , 台南男騎士平交道前「神龍擺尾」 警方：違停黃網線 , https://udn.com/news/story/7320/6966198?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:48:20 , udn , 台南市一名男機車騎士行經台鐵永康區龍橋街、中正北路口平交道後，平交道柵欄放下，騎士回轉停在平交道前黃網線，被網友認為相當... , https://udn.com/news/story/7320/6966198?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:48:21 , udn , 黃明昭悼祭星雲大師 佛教五戒勉警察成移風易俗人性工程師 , https://udn.com/news/story/123303/6966189?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:51:20 , udn , 金門馬拉松競賽組今早開跑 首次跨金門大橋還可領初馬酒 , https://udn.com/news/story/7327/6966203?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:51:20 , udn , 第16屆金門馬拉松近日熱鬧開跑，其中競賽組活動於今早7點起陸續起跑，共8000位跑者熱情參與，特別的是今年是是疫情後睽違... , https://udn.com/news/story/7327/6966203?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:51:20 , udn , 影／閃燈路口煞不住 台中妙齡女騎士撞轎車被輾過 , https://udn.com/news/story/7320/6966207?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:51:21 , udn , 台中市東區東英路、東英二街口一處閃黃、閃紅路口，昨天深夜發生一起機車與轎車的交通事故，董姓女騎士因煞車不及，撞上轎車後，... , https://udn.com/news/story/7320/6966207?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:51:21 , udn , 中職／振總一籃球的「特調」有成 廖健富撲接嚇到自己 , https://udn.com/news/story/7001/6966199?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:51:21 , udn , 生涯第一次以一壘手的身分投入春訓，樂天桃猿隊廖健富昨天在今年首場實戰就有撲接美技，首席教練古久保健二讚許守得好，廖健富接... , https://udn.com/news/story/7001/6966199?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:54:20 , udn , 今年度補助澎湖南方四島活動 開放申請至3月15日止 , https://udn.com/news/story/7327/6966216?from=udn-ch1_breaknews-1-0-news
2023-02-12 11:54:20 , udn , 海洋國家公園管理處表示，為延續傳承海島文化人文精神，已持續6年辦理澎湖南方四島活動補助，讓國家公園與社區一同守護在地生態... , https://udn.com/news/story/7327/6966216?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:21 , udn , 拉拉山神木樹齡變年輕！ 31株巨木群首次DNA檢測 , https://udn.com/news/story/7266/6966234?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:21 , udn , 桃園市拉拉山國家森林遊樂區的拉拉山巨木區的神木群，林務局新竹林管處委託嘉義大學首次利用樹木DNA基因序列檢測31株神木，... , https://udn.com/news/story/7266/6966234?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:21 , udn , 30天吸近百萬人潮湧鹽水 月津港燈節今謝幕 , https://udn.com/news/story/7326/6966233?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:21 , udn , 台南鹽水月津港燈節今最後一天，主辦單位統計30天來吸引約98萬人次湧入鹽水小鎮，部分作品也將由鹽水月之美術館典藏成為常設... , https://udn.com/news/story/7326/6966233?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:21 , udn , 中日節能環保論壇在京召開 何立峰：希望擴大人員往來 , https://udn.com/news/story/7331/6966231?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:21 , udn , 中國大陸與日本11日以線上線下相結合方式在北京召開「第十六屆中日節能環保綜合論壇」，為推進新一代能源氫和節能等去碳化領域... , https://udn.com/news/story/7331/6966231?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:21 , udn , 驚險！高雄貨櫃車專用道側翻 卡牆沿險墜4樓高地面 , https://udn.com/news/story/7320/6966229?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:21 , udn , 真驚險！高雄一輛貨櫃車今天上午10時35分許，行經前鎮區金福路專用道，疑轉彎失控擦撞護欄圍牆，貨櫃卡在牆沿險墜落4樓高地... , https://udn.com/news/story/7320/6966229?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:21 , udn , 台灣燈會單日參展人次破百萬 熱度超越跨年 , https://udn.com/news/story/7323/6966146?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:21 , udn , 台灣燈會進入倒數，台北市觀傳局統計，昨天單日參展人次已突破百萬，人潮更勝跨年晚會。為紓解人流，除了周遭捷運站適時過站不停... , https://udn.com/news/story/7323/6966146?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:21 , udn , 網傳拖違規車沒裝輔助輪硬拉 新莊警駁斥：一切照規定拖吊 , https://udn.com/news/story/7320/6966227?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:21 , udn , 臉書社群上傳一段影片，內容指稱警方拖違停車未裝輔助輪，硬生將車拉出，連前方所停的車輛也可能被A到毀損，讓他看不下去錄影存... , https://udn.com/news/story/7320/6966227?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:22 , udn , 上山賞櫻忘關大燈…警察快速接電 民眾驚呼太專業了 , https://udn.com/news/story/7320/6966225?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:22 , udn , 雲林縣草嶺櫻花盛開，每天吸引上萬遊客觀賞，一對夫妻日前上山賞櫻，忘記關閉車輛大燈，離開時電源不足無法發動，又找不到願意上... , https://udn.com/news/story/7320/6966225?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:22 , udn , 20多名親友死亡 土耳其冰淇淋老闆打電話回家哭了 , https://udn.com/news/story/7314/6966222?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:00:22 , udn , 土耳其規模7.8強震造成嚴重死傷，目前已有2.8萬人死亡，且持續增加中。淡水老街知名的「土耳其冰淇淋」老闆Kemal D... , https://udn.com/news/story/7314/6966222?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:03:20 , udn , 全世界最適合養育小孩的國家在哪？ 日本、西班牙、荷蘭上榜 , https://udn.com/news/story/6812/6963757?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:03:20 , udn , 全世界最適合養育小孩的國家在哪裡？很多人單看國家發展程度，都覺得是美國，但除了平均收入或經濟穩定性外，當地孩童的健康福祉、教育質量、家庭休假政策甚至是綠化空間和環境等因素也須納入考量，BBC盤點全世界最適合養小孩的五個國家。 , https://udn.com/news/story/6812/6963757?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:03:20 , udn , 還在過年？個資外洩頻傳數發部卻無作為 綠委批不止一個進度緩慢 , https://udn.com/news/story/6656/6966163?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:03:20 , udn , 近來個資外洩事件頻傳，然而去年掛牌成立的數位發展部卻始終態度消極。據了解，許多執政黨立委私底下都表達不滿，認為數發部這半年來的表現讓人相當不滿意，而有在野黨立委則呼籲，數發部針對國內個資外洩不能坐視不管，應該要將其納入管轄範圍，成為把關民眾個資的權責單位。 , https://udn.com/news/story/6656/6966163?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:03:20 , udn , 女友提議結婚不在乎男方月薪「兩萬多」 友人驚問：怎麼結？ , https://udn.com/news/story/7272/6966099?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:03:20 , udn , 許多人嚮往有美滿的婚姻，有網友發文表示，朋友月薪兩萬多，日前得知對方女友想要結婚，因此好奇詢問「薪水兩萬多怎麼結婚？」，許多網友認為可以登記、不生小孩，或考慮雙方家境問題，還有人勸阻表示「貧賤夫妻百事哀」。 , https://udn.com/news/story/7272/6966099?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:06:20 , udn , 日職／說到做到！佐佐木朗希為樂天女孩簽名 羨煞猿將 , https://udn.com/news/story/7001/6966244?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:06:20 , udn , 昨天允諾簽名，羅德隊「令和怪物」佐佐木朗希說到做到，今天在牛棚結束後與Rakuten Girls碰面，一一為女孩們的球、... , https://udn.com/news/story/7001/6966244?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:06:21 , udn , 還在過年？個資外洩頻傳數位部卻無作為 綠委批不止一個進度緩慢 , https://udn.com/news/story/6656/6966163?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:09:20 , udn , 無緣當選時力決策委員 谷阿莫：這場社會實驗還沒失敗 , https://udn.com/news/story/6656/6966249?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:09:20 , udn , 時代力量第4屆決策委員選舉昨天結束，時代力量今天公布選舉結果，本名仲惟鼎的YouTuber谷阿莫無緣出局。對此，仲惟鼎表... , https://udn.com/news/story/6656/6966249?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:09:20 , udn , 加油再等等 中油：明起汽、柴油各降0.3、0.4元 , https://udn.com/news/story/7238/6966246?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:09:20 , udn , 台灣中油宣布，自明日凌晨零時起汽、柴油各調降0.3元及0.4元，參考零售價格分別為92無鉛汽油每公升29.2元、95無鉛... , https://udn.com/news/story/7238/6966246?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:09:20 , udn , 近來個資外洩事件頻傳，然而去年掛牌成立的數位發展部卻始終態度消極。據了解，許多執政黨立委私底下都表達不滿，認為數位部這半年來的表現讓人相當不滿意，而有在野黨立委則呼籲，數位部針對國內個資外洩不能坐視不管，應該要將其納入管轄範圍，成為把關民眾個資的權責單位。 , https://udn.com/news/story/6656/6966163?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:12:21 , udn , 楊祐寧夫妻合體放閃秀Chaumet 炎亞綸逛Tiffany自帶光 , https://udn.com/news/story/7270/6966259?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:12:21 , udn , 情人節將至，總是將「情感連結」置於創作核心的Chaumet，特別釋出一系列楊祐寧和王詠穎（Melinda Wang）夫婦... , https://udn.com/news/story/7270/6966259?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:12:21 , udn , 影／2023金門馬拉松暌違三年舉行 賽道首跨金門大橋 , https://udn.com/news/story/7005/6966253?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:12:21 , udn , 2023金門馬拉松競賽組賽程今天登場，今年賽道不同以往，首度跨越剛完工的金門大橋，並經過八二三砲戰勝利紀念碑，環繞小金門... , https://udn.com/news/story/7005/6966253?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:12:22 , udn , 中日節能環保論壇在北京召開 何立峰：希望擴大人員往來 , https://udn.com/news/story/7331/6966231?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:18:21 , udn , NBA／連兩天艱辛逆轉勝 阿德巴約：感覺像打季後賽 , https://udn.com/news/story/7002/6966251?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:18:21 , udn , 昨晚熱火才透過一個自己內部屬名為「CQ」的開後門戰術，讓巴特勒（Jimmy Butler）上演空中第一時間接力致勝灌籃，得以驚險擊敗火箭。

這個戰術是在2020年泡泡園區的1次對抗中，助理教練昆 , https://udn.com/news/story/7002/6966251?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:21:20 , udn , 侯友宜對決賴清德「誰贏面大」？ 前立委曝民調：致命傷沒了 , https://udn.com/news/story/6656/6966210?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:21:21 , udn , 九合一大選落幕後，許多人開始討論2024總統大選的可能人選，其中新北市長侯友宜，以及副總統賴清德都頻頻被點名。對此，前立委蔡正元針對民調做分析，發現國民黨的致命傷就是每次都在濁水溪以南輸很多，但這次侯友宜卻是有史以來輸最少的。 , https://udn.com/news/story/6656/6966210?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:21:21 , udn , 無緣當選時力決策委員 網紅谷阿莫：這場社會實驗還沒失敗 , https://udn.com/news/story/6656/6966249?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:24:20 , udn , 台灣燈會正夯 「超級星期六」喜迎逾百萬賞燈人潮 , https://udn.com/news/story/7323/6966273?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:24:21 , udn , 「2023台灣燈會在台北」倒數一周，昨天迎來第2個「超級星期六」，4大展區與12行政燈區湧大量參觀人潮，單日突破百萬人到... , https://udn.com/news/story/7323/6966273?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:24:21 , udn , 顏寛恒設點心站迎白沙屯「粉紅超跑」自稱「菜學弟」首度隨香 , https://udn.com/news/story/7324/6966272?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:24:21 , udn , 白沙屯拱天宮媽祖婆12日展開9天8夜進香之旅，報名人數達11萬3千多人，上午已進入台中大甲市區。難得白沙屯拱天宮在農曆正... , https://udn.com/news/story/7324/6966272?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:27:21 , udn , 機械停車位操作不慎使鄰居連人帶車摔落 屏東男子挨告 , https://udn.com/news/story/7321/6966279?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:27:21 , udn , 屏東東港鎮蘇姓男子上個月晚間到住家地下停車場取車，疑未注意機械式停車位內狀況，操作後造成當時仍在車位內的劉姓女子連人帶車... , https://udn.com/news/story/7321/6966279?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:27:21 , udn , 花蓮鼓勵兒童及50歲以上民眾打疫苗 接種送百元衛教品 , https://udn.com/news/story/7328/6966275?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:27:21 , udn , 花蓮縣衛生局曾針對縣內65歲以上未接種新冠疫苗、約1.5萬名長者，逐戶調查未接種原因，發現44％「擔心接種副作用」為最多... , https://udn.com/news/story/7328/6966275?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:30:21 , udn , 2024藍營提名規則 朱立倫被問「是對的人?」 柯志恩笑出聲 , https://udn.com/news/story/6656/6966285?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:30:21 , udn , 國民黨主席朱立倫今天到高雄、屏東參加新春團拜，在高雄受訪被問及2024總統及立委提名規則，他說，眼前要先集中火力拚南投立... , https://udn.com/news/story/6656/6966285?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:30:21 , udn , 台南2女深夜騎機車雙載 追撞違停貨櫃車受傷送醫 , https://udn.com/news/story/7320/6966282?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:30:21 , udn , 台南市安南區安明路三段昨天深夜11點59分，發生女機車騎士後載女乘客撞上停在路邊貨櫃車，造成2女受輕重傷送醫。警方初步研... , https://udn.com/news/story/7320/6966282?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:30:21 , udn , 影／突跨越分隔島遭撞  三峽男拋飛送醫命危肇因待查 , https://udn.com/news/story/7320/6966284?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:30:21 , udn , 新北市三峽區易姓男子，昨天晚上突然跨越介壽路1段中央分隔島，當場被梁男所駕駛汽車撞飛。易男頭顱骨裂、顱內出血，經救護人員... , https://udn.com/news/story/7320/6966284?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:33:25 , udn , 綠批「好日子」淪侯友宜金庫 藍議員反嗆：別政治抹黑糟蹋善心 , https://udn.com/news/story/6656/6966292?from=udn-ch1_breaknews-1-0-news
2023-02-12 12:33:25 , udn , 民進黨批新北「好日子愛心大平台」用途不明、未受監督，恐成新北市長侯友宜競選總統大位的小金庫。新北市議員黃心華表示，該平台... , https://udn.com/news/story/6656/6966292?from=udn-ch1_breaknews-1-0-news
